電腦編號,類別,村里,地址,地下層數,容量,轄管所別,備註
HMA00037,公寓,青苗里,苗栗縣苗栗市中正路615號,1.0,26,南苗所,
HMA00038,大樓,青苗里,苗栗縣苗栗市中正路617號,2.0,598,南苗所,
HMA00039,大樓,青苗里,苗栗縣苗栗市中山路608號,1.0,98,南苗所,
HMA0004,公寓,青苗里,苗栗縣苗栗市維新街32號,1.0,25,南苗所,
HMA00040,公寓,青苗里,苗栗縣苗栗市中山路625號,1.0,128,南苗所,
HMA00041,苗栗市農會,青苗里,苗栗縣苗栗市中正路611號,1.0,565,南苗所,
HMA00042,大樓,青苗里,苗栗縣苗栗市中正路691號,3.0,3446,南苗所,
HMA00043,大樓,青苗里,苗栗縣苗栗市至公路53號之2,1.0,500,南苗所,
HMA00044,大樓,青苗里,苗栗縣苗栗市維新街6號,1.0,297,南苗所,
HMA00045,大樓,青苗里,苗栗縣苗栗市至公路48號,1.0,1349,南苗所,
HMA00046,公寓,青苗里,苗栗縣苗栗市中正路609號,1.0,40,南苗所,
HMA00047,公寓,青苗里,苗栗縣苗栗市至公路29號,1.0,133,南苗所,
HMA00048,公寓,青苗里,苗栗縣苗栗市中正路621號,1.0,94,南苗所,
HMA000484,大樓,青苗里,苗栗縣苗栗市中正路586號,1.0,26,南苗所,
HMA00049,公寓,青苗里,苗栗縣苗栗市中正路584號,1.0,26,南苗所,
HMA0005,公寓,青苗里,苗栗縣苗栗市中正路657號,1.0,125,南苗所,
HMA00051,公寓,青苗里,苗栗縣苗栗市中正路631號,1.0,20,南苗所,
HMA00052,公寓,青苗里,苗栗縣苗栗市建台街25號,1.0,26,南苗所,
HMA00053,公寓,青苗里,苗栗縣苗栗市至公路56巷13號,1.0,40,南苗所,
HMA00054,公寓,青苗里,苗栗縣苗栗市至公路56巷11號,1.0,40,南苗所,
HMA00055,公寓,青苗里,苗栗縣苗栗市至公路56巷17號,1.0,25,南苗所,
HMA00056,公寓,青苗里,苗栗縣苗栗市至公路56巷5號,1.0,53,南苗所,
HMA00057,公寓,高苗里,苗栗縣苗栗市中正路810號,1.0,26,南苗所,
HMA00058,公寓,高苗里,苗栗縣苗栗市中正路816號,1.0,104,南苗所,
HMA00059,公寓,高苗里,苗栗縣苗栗市中正路934號,1.0,45,南苗所,
HMA0006,公寓,高苗里,苗栗縣苗栗市中正路844號,1.0,40,南苗所,
HMA00060,公寓,高苗里,苗栗縣苗栗市日新街35巷3弄4號,1.0,36,南苗所,
HMA00061,公寓,高苗里,苗栗縣苗栗市光復路38號,1.0,25,南苗所,
HMA00062,公寓,高苗里,苗栗縣苗栗市光復路46號,1.0,36,南苗所,
HMA00063,公寓,高苗里,苗栗縣苗栗市日新街49號,2.0,856,南苗所,
HMA00064,公寓,高苗里,苗栗縣苗栗市日新街83號,1.0,16,南苗所,
HMA00065,公寓,高苗里,苗栗縣苗栗市日新街85號,1.0,214,南苗所,
HMA00066,公寓,高苗里,苗栗縣苗栗市光復路25號,1.0,20,南苗所,
HMA00067,公寓,高苗里,苗栗縣苗栗市天雲街33號,1.0,33,南苗所,
HMA00068,公寓,高苗里,苗栗縣苗栗市天雲街51號,1.0,17,南苗所,
HMA00069,公寓,高苗里,苗栗縣苗栗市天雲街56號,1.0,540,南苗所,
HMA0007,公寓,高苗里,苗栗縣苗栗市大同路99號,1.0,20,南苗所,
HMA00070,公寓,高苗里,苗栗縣苗栗市光復路11號,1.0,165,南苗所,
HMA00071,公寓,高苗里,苗栗縣苗栗市中正路886號,1.0,30,南苗所,
HMA00072,公寓,高苗里,苗栗縣苗栗市大同路103號,1.0,37,南苗所,
HMA00073,公寓,高苗里,苗栗縣苗栗市大同路105號,1.0,38,南苗所,
HMA00074,公寓,高苗里,苗栗縣苗栗市大同路105號,1.0,45,南苗所,
HMA00075,公寓,高苗里,苗栗縣苗栗市大同路115號,1.0,30,南苗所,
HMA00076,公寓,高苗里,苗栗縣苗栗市大同路120號,1.0,100,南苗所,
HMA00077,公寓,高苗里,苗栗縣苗栗市大同路133號,1.0,390,南苗所,
HMA00078,大樓,高苗里,苗栗縣苗栗市大同路133號,1.0,194,南苗所,
HMA00079,公寓,高苗里,苗栗縣苗栗市大同路148號,1.0,66,南苗所,
HMA0008,公寓,高苗里,苗栗縣苗栗市大同路152號,1.0,66,南苗所,
HMA00080,公寓,高苗里,苗栗縣苗栗市大同路61號,1.0,318,南苗所,
HMA00081,大樓,高苗里,苗栗縣苗栗市信義街36號,4.0,2943,南苗所,
HMA00082,公寓,勝利里,苗栗縣苗栗市中正路957號,1.0,22,南苗所,
HMA00083,公寓,勝利里,苗栗縣苗栗市中正路959號,1.0,26,南苗所,
HMA00084,公寓,勝利里,苗栗縣苗栗市中正路961號,1.0,53,南苗所,
HMA00085,公寓,勝利里,苗栗縣苗栗市福德一巷3號,1.0,40,南苗所,
HMA00086,公寓,勝利里,苗栗縣苗栗市福德巷1號,1.0,33,南苗所,
HMA00087,公寓,勝利里,苗栗縣苗栗市中正路1013號,1.0,25,南苗所,
HMA00088,公寓,勝利里,苗栗縣苗栗市中正路1063號,1.0,26,南苗所,
HMA00089,公寓,勝利里,苗栗縣苗栗市中正路1065號,1.0,26,南苗所,
HMA0009,公寓,勝利里,苗栗縣苗栗市中正路1097號,1.0,82,南苗所,
HMA00090,公寓,勝利里,苗栗縣苗栗市新東街50巷2號,1.0,108,南苗所,
HMA00091,公寓,勝利里,苗栗縣苗栗市新東街190巷3號,1.0,50,南苗所,
HMA00092,公寓,勝利里,苗栗縣苗栗市新東街136巷15之1號,1.0,80,南苗所,
HMA00093,弘大醫院,維新里,苗栗縣苗栗市新東街125號,1.0,940,南苗所,
HMA00094,公寓,恭敬里,苗栗縣苗栗市恭敬路49號,1.0,126,南苗所,
HMA00095,大千醫院,恭敬里,苗栗縣苗栗市信義街23號,1.0,1540,南苗所,
HMA00096,大樓,恭敬里,苗栗縣苗栗市恭敬路106號,1.0,1274,南苗所,
HMA00097,公寓,恭敬里,苗栗縣苗栗市恭敬路68號,1.0,40,南苗所,
HMA00098,聯合大學,恭敬里,苗栗縣苗栗市聯大1號,1.0,1292,南苗所,
HMA00099,聯合大學,恭敬里,苗栗縣苗栗市聯大1號,1.0,2165,南苗所,
HMA0010,聯合大學,恭敬里,苗栗縣苗栗市聯大1號,2.0,1449,南苗所,
HMA00100,聯合大學,恭敬里,苗栗縣苗栗市聯大1號,2.0,1698,南苗所,
HMA00101,公寓,恭敬里,苗栗縣苗栗市中正路1000號,1.0,22,南苗所,
HMA00102,公寓,恭敬里,苗栗縣苗栗市信義街49巷6號,1.0,34,南苗所,
HMA00103,公寓,恭敬里,苗栗縣苗栗市信義街19巷1之1號,1.0,146,南苗所,
HMA00104,公寓,恭敬里,苗栗縣苗栗市信義街29巷5之2號,1.0,66,南苗所,
HMA00105,公寓,恭敬里,苗栗縣苗栗市恭敬路88號,1.0,109,南苗所,
HMA00107,公寓,恭敬里,苗栗縣苗栗市中正路934號,1.0,20,南苗所,
HMA00108,公寓,恭敬里,苗栗縣苗栗市中正路926號,1.0,80,南苗所,
HMA00109,公寓,恭敬里,苗栗縣苗栗市中正路972號,1.0,34,南苗所,
HMA0011,公寓,恭敬里,苗栗縣苗栗市中正路934號,1.0,30,南苗所,
HMA00110,公寓,恭敬里,苗栗縣苗栗市中正路1014號,1.0,18,南苗所,
HMA00111,公寓,恭敬里,苗栗縣苗栗市中正路1002號,1.0,33,南苗所,
HMA00112,公寓,恭敬里,苗栗縣苗栗市中正路978號,1.0,46,南苗所,
HMA00113,聯合大學,恭敬里,苗栗縣苗栗市聯大1號,1.0,500,南苗所,
HMA001151,聯合大學,恭敬里,苗栗縣苗栗市聯大1號,1.0,1148,南苗所,
HMA00116,聯合大學,恭敬里,苗栗縣苗栗市聯大1號,1.0,280,南苗所,
HMA001166,聯合大學,恭敬里,苗栗縣苗栗市聯大1號,1.0,1177,南苗所,
HMA001170,聯合大學,恭敬里,苗栗縣苗栗市聯大1號,1.0,1400,南苗所,
HMA00119,聯合大學,恭敬里,苗栗縣苗栗市聯大1號,1.0,1333,南苗所,
HMA0012,公寓,水源里,苗栗縣苗栗市中正路1270號,1.0,145,南苗所,
HMA00120,公寓,水源里,苗栗縣苗栗市中正路1266號,1.0,33,南苗所,
HMA001206,公寓,水源里,苗栗縣苗栗市中正路1264號,1.0,20,南苗所,
HMA001207,公寓,水源里,苗栗縣苗栗市中正路1338號,1.0,66,南苗所,
HMA001208,公寓,水源里,苗栗縣苗栗市中正路1280號,1.0,21,南苗所,
HMA00121,公寓,水源里,苗栗縣苗栗市中正路1278號,1.0,21,南苗所,
HMA001210,公寓,水源里,苗栗縣苗栗市中正路1282號,1.0,37,南苗所,
HMA001211,公寓,水源里,苗栗縣苗栗市中正路1282號,1.0,21,南苗所,
HMA001213,公寓,水源里,苗栗縣苗栗市中正路1338巷6號之1,1.0,36,南苗所,
HMA00123,公寓,水源里,苗栗縣苗栗市育民街32號,1.0,33,南苗所,
HMA00124,公寓,水源里,苗栗縣苗栗市中正路1338巷10號之1,1.0,42,南苗所,
HMA00124-1,公寓,水源里,苗栗縣苗栗市育民街34號,1.0,33,南苗所,
HMA00125,公寓,水源里,苗栗縣苗栗市育民街30號,1.0,33,南苗所,
HMA00125-1,公寓,水源里,苗栗縣苗栗市育民街6號,1.0,25,南苗所,
HMA00126,公寓,水源里,苗栗縣苗栗市中正路1378號,1.0,42,南苗所,
HMA00127,公寓,水源里,苗栗縣苗栗市中正路1374號,1.0,33,南苗所,
HMA00128,公寓,水源里,苗栗縣苗栗市中正路1376號,1.0,131,南苗所,
HMA00129,公寓,水源里,苗栗縣苗栗市中正路1338巷2號,1.0,78,南苗所,
HMA0013,公寓,大同里,苗栗縣苗栗市博愛街90號,1.0,345,南苗所,
HMA00130,公寓,大同里,苗栗縣苗栗市光復路127號,1.0,73,南苗所,
HMA00132,公寓,大同里,苗栗縣苗栗市中山路787號,1.0,21,南苗所,
HMA00133,公寓,大同里,苗栗縣苗栗市中山路789號,1.0,60,南苗所,
HMA00134,公寓,大同里,苗栗縣苗栗市中山路785號,1.0,21,南苗所,
HMA00136,公寓,大同里,苗栗縣苗栗市大同路4號,1.0,21,南苗所,
HMA00137,公寓,大同里,苗栗縣苗栗市公園路26號,1.0,22,南苗所,
HMA00138,公寓,大同里,苗栗縣苗栗市公園路28號,1.0,20,南苗所,
HMA00139,公寓,新苗里,苗栗縣苗栗市新東街65號,1.0,89,南苗所,
HMA00140,公寓,新苗里,苗栗縣苗栗市新東街22號,1.0,344,南苗所,
HMA00141,公寓,新苗里,苗栗縣苗栗市新東街69號,1.0,120,南苗所,
HMA00142,公寓,新苗里,苗栗縣苗栗市新東街6號之1,1.0,1101,南苗所,
HMA00144,公寓,新苗里,苗栗縣苗栗市新東街37號,1.0,66,南苗所,
HMA00145,公寓,新苗里,苗栗縣苗栗市新苗街36號,1.0,29,南苗所,
HMA00145-1,大樓,新苗里,苗栗縣苗栗市中正路889號,1.0,133,南苗所,
HMA00146,公寓,新苗里,苗栗縣苗栗市新苗街45號,2.0,120,南苗所,
HMA00147,公寓,新苗里,苗栗縣苗栗市新苗街12號,1.0,61,南苗所,
HMA00148,公寓,新苗里,苗栗縣苗栗市中正路831號,1.0,117,南苗所,
HMA00149,公寓,新苗里,苗栗縣苗栗市新苗街78號,1.0,45,南苗所,
HMA00150,公寓,新苗里,苗栗縣苗栗市中正路855巷11號,1.0,97,南苗所,
HMA00151,公寓,新苗里,苗栗縣苗栗市新苗街76號,1.0,28,南苗所,
HMA00152,公寓,新苗里,苗栗縣苗栗市新苗街74號,1.0,28,南苗所,
HMA00153,公寓,新苗里,苗栗縣苗栗市中正路905號,1.0,16,南苗所,
HMA00154,公寓,新苗里,苗栗縣苗栗市新東街6號,1.0,988,南苗所,
HMA00155,公寓,玉苗里,苗栗縣苗栗市米市街12號,1.0,33,南苗所,
HMA00156,公寓,玉苗里,"24.55712518649999, 120.81650464944964",1.0,16,南苗所,"24.55712518649999, 120.81650464944964"
HMA00157,公寓,玉苗里,苗栗縣苗栗市中山路76號,1.0,42,南苗所,
HMA00158,公寓,玉苗里,苗栗縣苗栗市光復路172號,1.0,28,南苗所,
HMA00159,公寓,玉苗里,苗栗縣苗栗市米市街10號,1.0,49,南苗所,
HMA00160,公寓,玉苗里,苗栗縣苗栗市光復路174號,1.0,41,南苗所,
HMA00161,公寓,玉苗里,苗栗縣苗栗市中山路673號,1.0,30,南苗所,
HMA00162,公寓,玉苗里,苗栗縣苗栗市光復路178號,1.0,34,南苗所,
HMA00163,公寓,玉苗里,苗栗縣苗栗市光復路168巷7號,1.0,266,南苗所,
HMA00164,公寓,玉苗里,苗栗縣苗栗市中山路726巷1號,1.0,24,南苗所,
HMA00165,公寓,玉苗里,苗栗縣苗栗市中山路694號,1.0,22,南苗所,
HMA00166,公寓,玉苗里,苗栗縣苗栗市光復路152號,1.0,50,南苗所,
HMA00167,公寓,玉苗里,苗栗縣苗栗市中山路687號,1.0,17,南苗所,
HMA00168,公寓,玉苗里,苗栗縣苗栗市博愛街12號,1.0,90,南苗所,
HMA00169,公寓,玉苗里,苗栗縣苗栗市中山路726巷2-1號,1.0,20,南苗所,
HMA00171,公寓,玉苗里,苗栗縣苗栗市光復路198巷4號,1.0,45,南苗所,
HMA00172,大同國小,高苗里,苗栗縣苗栗市大同路80號,1.0,400,南苗所,
HMA00173,苗栗市立圖書館,高苗里,苗栗縣苗栗市大同路82號,1.0,144,南苗所,
HMA00175,公寓,高苗里,苗栗縣苗栗市中山路991號,1.0,52,南苗所,
HMA00176,公寓,高苗里,苗栗縣苗栗市中山路993號,1.0,65,南苗所,
HMA00177,公寓,高苗里,苗栗縣苗栗市中山路995號,1.0,52,南苗所,
HMA00178,公寓,高苗里,苗栗縣苗栗市中山路997號,1.0,53,南苗所,
HMA00179,公寓,高苗里,苗栗縣苗栗市中山路999號,1.0,93,南苗所,
HMA00181,苗栗國中,高苗里,苗栗縣苗栗市木鐸山18號,1.0,756,南苗所,
HMA00182,公寓,水源里,苗栗縣苗栗市中正路1401巷17號,1.0,30,南苗所,
HMA00183,公寓,水源里,苗栗縣苗栗市中正路1401巷18號,1.0,24,南苗所,
HMA00185,公寓,水源里,苗栗縣苗栗市中正路1401巷19號,1.0,30,南苗所,
HMA00186,公寓,水源里,苗栗縣苗栗市中正路1401巷20號,1.0,16,南苗所,
HMA00187,公寓,水源里,苗栗縣苗栗市中正路1337號,1.0,29,南苗所,
HMA00189,公寓,水源里,苗栗縣苗栗市中正路1345號,1.0,29,南苗所,
HMA00191,公寓,水源里,苗栗縣苗栗市中正路1357號,1.0,33,南苗所,
HMA00192,公寓,水源里,苗栗縣苗栗市中正路1319巷19號,1.0,28,南苗所,
HMA00195,公寓,恭敬里,苗栗縣苗栗市中正路1132號,1.0,89,南苗所,
HMA00197,大樓,恭敬里,苗栗縣苗栗市中正路1170巷12號,1.0,208,南苗所,
HMA00198,公寓,恭敬里,苗栗縣苗栗市中正路1212巷1-1號,1.0,25,南苗所,
HMA00200,公寓,恭敬里,苗栗縣苗栗市中正路1054號,1.0,69,南苗所,
HMA00201,公寓,恭敬里,苗栗縣苗栗市中正路1150號,1.0,48,南苗所,
HMA00202,公寓,恭敬里,苗栗縣苗栗市中正路1146號,1.0,40,南苗所,
HMA00203,大樓,恭敬里,苗栗縣苗栗市中正路1170巷3號,1.0,200,南苗所,
HMA00204,大樓,恭敬里,苗栗縣苗栗市恭敬路161號,1.0,73,南苗所,
HMA00205,公寓,恭敬里,苗栗縣苗栗市恭敬路151號,1.0,40,南苗所,
HMA00206,大樓,恭敬里,苗栗縣苗栗市中正路1154號,1.0,906,南苗所,
HMA00207,大樓,恭敬里,苗栗縣苗栗市中正路1102號,1.0,46,南苗所,
HMA00208,公寓,恭敬里,苗栗縣苗栗市中正路1100號,1.0,46,南苗所,
HMA00209,公寓,恭敬里,苗栗縣苗栗市中正路1218巷1號,1.0,97,南苗所,
HMA00612,苗栗地方法院,恭敬里,苗栗縣苗栗市中正路1149號,1.0,7333,南苗所,
HMA00211,苗栗地方法院,恭敬里,苗栗縣苗栗市中正路1149-8號,1.0,512,南苗所,
HMA00212,苗栗地方法院,恭敬里,苗栗縣苗栗市中正路1149-8號,1.0,655,南苗所,
HMA00213,大樓,恭敬里,苗栗縣苗栗市中正路1096號,2.0,4317,南苗所,
HMA00214,公寓,勝利里,苗栗縣苗栗市國福路2號,1.0,174,南苗所,
HMA00215,燊蒲工程,勝利里,"24.542874174650326, 120.82332841385016",1.0,232,南苗所,"24.542874174650326, 120.82332841385016"
HMA00216,大樓,勝利里,苗栗縣苗栗市金陽街30號,1.0,176,南苗所,
HMA00217,大樓,勝利里,"苗栗縣苗栗市金陽街30號  ",1.0,1082,南苗所,
HMA00218,苗栗家畜防治所,勝利里,"苗栗縣苗栗市國福路10號 ",1.0,160,南苗所,
HMA00219,苗栗分局,勝利里,苗栗縣苗栗市金鳳街109號,1.0,330,南苗所,
HMA00220,公寓,水源里,苗栗縣苗栗市龜山橋30之2號,1.0,174,南苗所,
HMA00221,公寓,水源里,苗栗縣苗栗市龜山橋31之1號,1.0,94,南苗所,
HMA00222,公寓,水源里,苗栗縣苗栗市中正路1474號,1.0,78,南苗所,
HMA00223,中華電信,水源里,苗栗縣苗栗市愛國路1號,2.0,1860,南苗所,
HMA00224,公寓,水源里,苗栗縣苗栗市金鳳街42號,1.0,1436,南苗所,
HMA00225,大樓,水源里,苗栗縣苗栗市金龍街92號,1.0,2332,南苗所,
HMA00226,大樓,水源里,苗栗縣苗栗市金朝街47號,1.0,1760,南苗所,
HMA001223,大樓,恭敬里,苗栗縣苗栗市恭敬路69號,1.0,436,南苗所,
HMA001225,大樓,文山里,苗栗縣苗栗市自治路403號,2.0,1659,南苗所,
HMA001226,長春化學,福安里,苗栗縣苗栗市自治路403號,1.0,215,南苗所,
HMA001227,大樓,文山里,苗栗縣苗栗市自治路426巷1號,1.0,2155,文山所,
HMA00227,福星國小,福星里,苗栗縣苗栗市中華東街62號,1.0,1448,北苗所,
HMA00228,公寓,建功里,苗栗縣苗栗市府前路110號,1.0,268,北苗所,
HMA00229,苗栗衛生所,上苗里,苗栗縣苗栗市建民街28號,1.0,533,北苗所,
HMA00230,苗栗縣農會,中苗里,苗栗縣苗栗市中山路538號,1.0,6420,北苗所,
HMA00231,公寓,福星里,苗栗縣苗栗市中華東街396號,2.0,4982,北苗所,
HMA00232,大樓,建功里,苗栗縣苗栗市縣府路106號,1.0,1644,北苗所,
HMA00233,苗栗縣政府,建功里,苗栗縣苗栗市縣府路100號,2.0,8051,北苗所,
HMA00234,公寓,北苗里,苗栗縣苗栗市國華路582號,1.0,2008,北苗所,
HMA00235,大樓,建功里,苗栗縣苗栗市民族路934號之1,2.0,1173,北苗所,
HMA00236,郵政總局,中苗里,苗栗縣苗栗市中正路532號,2.0,2049,北苗所,
HMA00237,苗栗醫院,嘉盛里,苗栗縣苗栗市為公路747號之30,1.0,1304,北苗所,
HMA00238,苗栗醫院,嘉盛里,苗栗縣苗栗市為公路747號之30,1.0,6654,北苗所,
HMA00239,苗栗市公所,北苗里,苗栗縣苗栗市中華路45號,2.0,2973,北苗所,
HMA00240,國光客運站,上苗里,苗栗縣苗栗市為公路8號,1.0,844,北苗所,
HMA00241,公寓,中苗里,苗栗縣苗栗市中正路433巷6號,1.0,726,北苗所,
HMA00242,大樓,建功里,苗栗縣苗栗市自治路181巷26號,1.0,262,北苗所,
HMA00243,公寓,建功里,苗栗縣苗栗市府前路99號,1.0,53,北苗所,
HMA00244,公寓,"嘉盛里 ",苗栗縣苗栗市嘉盛34號,1.0,36,北苗所,
HMA00245,公寓,建功里,苗栗縣苗栗市民族路66巷17弄7號,1.0,18,北苗所,
HMA00246,公寓,北苗里,苗栗縣苗栗市自治路8號,1.0,22,北苗所,
HMA00247,公寓,建功里,苗栗縣苗栗市莊敬街77巷17號,1.0,44,北苗所,
HMA00248,公寓,建功里,苗栗縣苗栗市長春街26號,1.0,26,北苗所,
HMA00249,公寓,建功里,苗栗縣苗栗市長春街30號,1.0,53,北苗所,
HMA00250,公寓,建功里,苗栗縣苗栗市長春街26號,1.0,48,北苗所,
HMA00251,公寓,建功里,苗栗縣苗栗市長春街24號,1.0,28,北苗所,
HMA00252,公寓,建功里,苗栗縣苗栗市長春街22號,1.0,24,北苗所,
HMA00253,公寓,建功里,苗栗縣苗栗市長春街12號,1.0,53,北苗所,
HMA00254,公寓,建功里,苗栗縣苗栗市成功路6巷5號,1.0,53,北苗所,
HMA00255,公寓,建功里,苗栗縣苗栗市莊敬街6巷1號,1.0,38,北苗所,
HMA00256,公寓,建功里,苗栗縣苗栗市莊敬街8號,1.0,40,北苗所,
HMA00257,公寓,建功里,苗栗縣苗栗市莊敬街10巷4號,1.0,60,北苗所,
HMA00258,公寓,建功里,苗栗縣苗栗市莊敬街10巷26號,1.0,17,北苗所,
HMA00259,公寓,建功里,苗栗縣苗栗市莊敬街10巷28號,1.0,34,北苗所,
HMA00261,公寓,建功里,苗栗縣苗栗市莊敬街19號,1.0,44,北苗所,
HMA00262,公寓,建功里,苗栗縣苗栗市莊敬街20號,1.0,177,北苗所,
HMA00263,公寓,建功里,苗栗縣苗栗市莊敬街10巷24號,1.0,17,北苗所,
HMA00264,公寓,建功里,苗栗縣苗栗市莊敬街29巷2號,1.0,22,北苗所,
HMA00265,公寓,建功里,苗栗縣苗栗市莊敬街33號,1.0,45,北苗所,
HMA00267,公寓,建功里,苗栗縣苗栗市府前路137號,1.0,70,北苗所,
HMA00268,公寓,建功里,苗栗縣苗栗市莊敬街39號,1.0,354,北苗所,
HMA00269,公寓,建功里,苗栗縣苗栗市莊敬街48號,1.0,61,北苗所,
HMA00270,公寓,建功里,苗栗縣苗栗市莊敬街52號,1.0,276,北苗所,
HMA00271,公寓,建功里,苗栗縣苗栗市莊敬街56號,1.0,322,北苗所,
HMA00272,公寓,建功里,苗栗縣苗栗市莊敬街84號,1.0,128,北苗所,
HMA00273,公寓,建功里,苗栗縣苗栗市莊敬街88號,1.0,128,北苗所,
HMA00274,公寓,建功里,苗栗縣苗栗市莊敬街95號,1.0,38,北苗所,
HMA00276,公寓,建功里,苗栗縣苗栗市精武街16號,1.0,86,北苗所,
HMA00277,公寓,建功里,苗栗縣苗栗市精武街17巷2號,1.0,38,北苗所,
HMA00278,公寓,建功里,苗栗縣苗栗市莊敬街136號,1.0,210,北苗所,
HMA00279,公寓,建功里,苗栗縣苗栗市莊敬街138號,1.0,45,北苗所,
HMA00280,公寓,建功里,苗栗縣苗栗市精武街17巷34號,1.0,40,北苗所,
HMA00281,公寓,建功里,苗栗縣苗栗市精武街17巷42號,1.0,34,北苗所,
HMA00282,公寓,建功里,苗栗縣苗栗市精武街17巷26號,1.0,28,北苗所,
HMA00283,公寓,建功里,苗栗縣苗栗市精武街17巷31號,1.0,56,北苗所,
HMA00284,公寓,建功里,苗栗縣苗栗市精武街17巷33號,1.0,40,北苗所,
HMA00285,公寓,建功里,苗栗縣苗栗市精武街17巷32號,1.0,32,北苗所,
HMA00286,公寓,建功里,苗栗縣苗栗市精武街17巷12號,1.0,38,北苗所,
HMA00287,公寓,建功里,苗栗縣苗栗市精武街17巷24號,1.0,64,北苗所,
HMA00288,公寓,建功里,苗栗縣苗栗市精武街17巷25號,1.0,28,北苗所,
HMA00289,公寓,建功里,苗栗縣苗栗市精武街17巷28號,1.0,28,北苗所,
HMA00290,公寓,建功里,苗栗縣苗栗市精武街17巷14號,1.0,38,北苗所,
HMA00291,公寓,建功里,苗栗縣苗栗市精武街17巷16號,1.0,38,北苗所,
HMA00292,公寓,建功里,苗栗縣苗栗市精武街17巷18號,1.0,32,北苗所,
HMA00293,公寓,建功里,苗栗縣苗栗市精武街17巷20號,1.0,32,北苗所,
HMA00294,公寓,建功里,苗栗縣苗栗市精武街17巷23號,1.0,28,北苗所,
HMA00295,公寓,建功里,苗栗縣苗栗市精武街17巷8號,1.0,38,北苗所,
HMA00296,公寓,建功里,苗栗縣苗栗市精武街10號,1.0,38,北苗所,
HMA00297,公寓,建功里,苗栗縣苗栗市精武街17巷4號,1.0,38,北苗所,
HMA00298,公寓,建功里,苗栗縣苗栗市精武街17巷6號,1.0,38,北苗所,
HMA00299,公寓,建功里,苗栗縣苗栗市府前路135號,1.0,166,北苗所,
HMA00300,公寓,建功里,苗栗縣苗栗市府前路143號,1.0,61,北苗所,
HMA00301,公寓,建功里,苗栗縣苗栗市府前路145號,1.0,184,北苗所,
HMA00302,公寓,建功里,苗栗縣苗栗市府前路149號,1.0,34,北苗所,
HMA00303,公寓,建功里,苗栗縣苗栗市府前路151號,1.0,38,北苗所,
HMA00304,公寓,建功里,苗栗縣苗栗市府前路165號,1.0,44,北苗所,
HMA00305,公寓,建功里,苗栗縣苗栗市成功路1號,1.0,60,北苗所,
HMA00306,公寓,建功里,苗栗縣苗栗市成功路6號,1.0,70,北苗所,
