行政區,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,placemark_address
內湖區,WTA00027,大湖里,臺北市內湖區大湖山莊街169巷20號,"25.087796,121.602356",1,"121 ",內湖分局,,臺北市內湖區大湖山莊街169巷20號
內湖區,WTA00028,大湖里,臺北市內湖區大湖山莊街169巷6號,"25.087676,121.601636",1,"152 ",內湖分局,,臺北市內湖區大湖山莊街169巷6號
內湖區,WTA00042,大湖里,臺北市內湖區大湖街131巷25號,"25.085718,121.600897",1,"1722 ",內湖分局,,臺北市內湖區大湖街131巷25號
內湖區,WTA00001,大湖里,臺北市內湖區大湖山莊街119號,"25.086144,121.601716",1,"184 ",內湖分局,,臺北市內湖區大湖山莊街119號
內湖區,WTA00002,大湖里,臺北市內湖區大湖山莊街35號,"25.084405,121.603513",1,"164 ",內湖分局,,臺北市內湖區大湖山莊街35號
內湖區,WTA00003,大湖里,臺北市內湖區大湖山莊街56號,"25.085781,121.603855",2,"886 ",內湖分局,,臺北市內湖區大湖山莊街56號
內湖區,WTA00004,大湖里,臺北市內湖區大湖山莊街62號,"25.086051,121.604101",1,"217 ",內湖分局,,臺北市內湖區大湖山莊街62號
內湖區,WTA00005,大湖里,臺北市內湖區大湖山莊街127號,"25.086342,121.601712",1,"1284 ",內湖分局,,臺北市內湖區大湖山莊街127號
內湖區,WTA00021,大湖里,臺北市內湖區大湖山莊街151巷10號,"25.086919,121.602042",1,"672 ",內湖分局,,臺北市內湖區大湖山莊街151巷10號
內湖區,WTA00022,大湖里,臺北市內湖區大湖山莊街151巷15號,"25.087066,121.602092",1,"1034 ",內湖分局,,臺北市內湖區大湖山莊街151巷15號
內湖區,WTA00023,大湖里,臺北市內湖區大湖山莊街151巷21號,"25.08719,121.602379",1,"314 ",內湖分局,,臺北市內湖區大湖山莊街151巷21號
內湖區,WTA00024,大湖里,臺北市內湖區大湖山莊街151巷5號,"25.087067,121.601833",1,"910 ",內湖分局,,臺北市內湖區大湖山莊街151巷5號
內湖區,WTA00032,大湖里,臺北市內湖區大湖山莊街21巷2號,"25.084534,121.602427",1,"194 ",內湖分局,,臺北市內湖區大湖山莊街21巷2號
內湖區,WTA00033,大湖里,臺北市內湖區大湖山莊街21巷28號,"25.086095,121.602321",1,"113 ",內湖分局,,臺北市內湖區大湖山莊街21巷28號
內湖區,WTA00034,大湖里,臺北市內湖區大湖山莊街23巷10號,"25.084498,121.603117",1,"265 ",內湖分局,,臺北市內湖區大湖山莊街23巷10號
內湖區,WTA00035,大湖里,臺北市內湖區大湖山莊街23巷34號,"25.08584,121.602943",1,"242 ",內湖分局,,臺北市內湖區大湖山莊街23巷34號
內湖區,WTA00037,大湖里,臺北市內湖區大湖山莊街23巷37號,"25.086266,121.602935",2,"198 ",內湖分局,,臺北市內湖區大湖山莊街23巷37號
內湖區,WTA00038,大湖里,臺北市內湖區大湖山莊23巷5-1號,"25.084433,121.602855",2,"421 ",內湖分局,,臺北市內湖區大湖山莊23巷5-1號
內湖區,WTA00039,大湖里,臺北市內湖區大湖山莊街23巷8號,"25.084405,121.603173",1,"265 ",內湖分局,,臺北市內湖區大湖山莊街23巷8號
內湖區,WTA00040,大湖里,臺北市內湖區大湖山莊街61巷8-1號,"25.086321,121.603421",2,"504 ",內湖分局,,臺北市內湖區大湖山莊街61巷8-1號
內湖區,WTA00041,大湖里,臺北市內湖區大湖山莊街63巷2號,"25.086314,121.604129",1,"53 ",內湖分局,,臺北市內湖區大湖山莊街63巷2號
內湖區,WTA00911,大湖里,臺北市內湖區成功路五段156號,"25.083259,121.604532",2,"2128 ",內湖分局,,臺北市內湖區成功路五段156號
內湖區,WTA02129,大湖里,臺北市內湖區大湖山莊街148號,"25.086137,121.601522",2,"2084 ",內湖分局,,臺北市內湖區大湖山莊街148號
內湖區,WTA02247,大湖里,臺北市內湖區大湖山莊街23巷2之1號,"25.084178,121.60319",1,"276 ",內湖分局,,臺北市內湖區大湖山莊街23巷2之1號
內湖區,WTA02272,大湖里,臺北市內湖區大湖山莊街23巷19號,"25.085224,121.602797",1,"198 ",內湖分局,,臺北市內湖區大湖山莊街23巷19號
內湖區,WTA02461,大湖里,臺北市內湖區大湖山莊街37號,"25.084498,121.603449",2,"316 ",內湖分局,,臺北市內湖區大湖山莊街37號
內湖區,WTA02482,大湖里,臺北市內湖區大湖山莊街63巷6號,"25.086485,121.603987",1,"345 ",內湖分局,,臺北市內湖區大湖山莊街63巷6號
內湖區,WTA02490,大湖里,臺北市內湖區大湖山莊街63巷8號,"25.086563,121.603956",1、2,"332 ",內湖分局,,臺北市內湖區大湖山莊街63巷8號
內湖區,WTA00008,大湖里,臺北市內湖區大湖山莊街170號,"25.088165,121.600361",1,"2056 ",內湖分局,,臺北市內湖區大湖山莊街170號
內湖區,WTA00009,大湖里,臺北市內湖區大湖山莊街170號,"25.088165,121.600361",1,"3622 ",內湖分局,,臺北市內湖區大湖山莊街170號
內湖區,WTA00019,大湖里,臺北市內湖區大湖山莊街217號,"25.088342,121.5998",1,"1598 ",內湖分局,,臺北市內湖區大湖山莊街217號
內湖區,WTA00741,五分里,臺北市內湖區安康路434巷21號,"25.066258,121.615471",1,"252 ",內湖分局,,臺北市內湖區安康路434巷21號
內湖區,WTA00742,五分里,臺北市內湖區安康路434巷21號,"25.066258,121.615471",1,"220 ",內湖分局,,臺北市內湖區安康路434巷21號
內湖區,WTA00743,五分里,臺北市內湖區安康路434巷31號,"25.066334,121.615885",1,"318 ",內湖分局,,臺北市內湖區安康路434巷31號
內湖區,WTA01710,五分里,臺北市內湖區安康路434巷20弄11號,"25.066647,121.615837",1,"1008 ",內湖分局,,臺北市內湖區安康路434巷20弄11號
內湖區,WTA02251,五分里,臺北市內湖區五分街113號,"25.067202,121.616934",1,"1782 ",內湖分局,,臺北市內湖區五分街113號
內湖區,WTA02262,五分里,臺北市內湖區五分街72巷1號,"25.067048,121.616432",3,"5257 ",內湖分局,,臺北市內湖區五分街72巷1號
內湖區,WTA01056,五分里,臺北市內湖區東湖路2號,"25.068666,121.612268",1,"318 ",內湖分局,,臺北市內湖區東湖路2號
內湖區,WTA01112,五分里,臺北市內湖區東湖路16巷16號,"25.068044,121.612731",1,"382 ",內湖分局,,臺北市內湖區東湖路16巷16號
內湖區,WTA01296,五分里,臺北市內湖區康寧路三段217巷1號,"25.068476,121.612247",1,"250 ",內湖分局,,臺北市內湖區康寧路三段217巷1號
內湖區,WTA01051,五分里,臺北市內湖區東湖路140號,"25.067958,121.6169",1,"240 ",內湖分局,,臺北市內湖區東湖路140號
內湖區,WTA01062,五分里,臺北市內湖區東湖路106巷10號,"25.068117,121.615291",1,"270 ",內湖分局,,臺北市內湖區東湖路106巷10號
內湖區,WTA01063,五分里,臺北市內湖區東湖路106巷7弄24號,"25.068045,121.613793",1,"1006 ",內湖分局,,臺北市內湖區東湖路106巷7弄24號
內湖區,WTA00704,五分里,臺北市內湖區安康路221號,"25.066023,121.612973",1,"157 ",內湖分局,,臺北市內湖區安康路221號
內湖區,WTA00714,五分里,臺北市內湖區安康路313號,"25.06654,121.614457",1,"274 ",內湖分局,,臺北市內湖區安康路313號
內湖區,WTA00718,五分里,臺北市內湖區安康路370號,"25.065902,121.612784",1,"52 ",內湖分局,,臺北市內湖區安康路370號
內湖區,WTA00732,五分里,臺北市內湖區安康路315巷1號,"25.066799,121.614577",1,"794 ",內湖分局,,臺北市內湖區安康路315巷1號
內湖區,WTA00734,五分里,臺北市內湖區安康路315巷17號,"25.066935,121.614016",1,"257 ",內湖分局,,臺北市內湖區安康路315巷17號
內湖區,WTA00735,五分里,臺北市內湖區安康路315巷7號,"25.066856,121.614341",1,"1074 ",內湖分局,,臺北市內湖區安康路315巷7號
內湖區,WTA01300,五分里,臺北市內湖區康寧路三段245巷46號,"25.0665,121.612836",1,"598 ",內湖分局,,臺北市內湖區康寧路三段245巷46號
內湖區,WTA01756,五分里,臺北市內湖區安康路225號,"25.066058,121.613112",1,"152 ",內湖分局,,臺北市內湖區安康路225號
內湖區,WTA00740,五分里,臺北市內湖區安康路434巷1號,"25.066573,121.614776",1,"333 ",內湖分局,,臺北市內湖區安康路434巷1號
內湖區,WTA00744,五分里,臺北市內湖區安康路434巷19弄1號,"25.06625,121.615281",1,"444 ",內湖分局,,臺北市內湖區安康路434巷19弄1號
內湖區,WTA00745,五分里,臺北市內湖區安康路434巷20弄2號,"25.066763,121.615267",1,"3325 ",內湖分局,,臺北市內湖區安康路434巷20弄2號
內湖區,WTA01741,五分里,臺北市內湖區安康路462號,"25.067428,121.615431",2,"4061 ",內湖分局,,臺北市內湖區安康路462號
內湖區,WTA01742,五分里,臺北市內湖區東湖路118號,"25.068211,121.615917",2,"2825 ",內湖分局,,臺北市內湖區東湖路118號
內湖區,WTA01744,五分里,臺北市內湖區五分街52號,"25.067246,121.615495",2,"2660 ",內湖分局,,臺北市內湖區五分街52號
內湖區,WTA01869,五分里,臺北市內湖區安康路414巷2號,"25.066113,121.614581",2,"1622 ",內湖分局,,臺北市內湖區安康路414巷2號
內湖區,WTA02229,五分里,臺北市內湖區安康路434巷20弄60號,"25.06679,121.616201",1,"934 ",內湖分局,,臺北市內湖區安康路434巷20弄60號
內湖區,WTA01297,五分里,臺北市內湖區康寧路三段217巷2號,"25.068372,121.612232",1,"525 ",內湖分局,,臺北市內湖區康寧路三段217巷2號
內湖區,WTA01298,五分里,臺北市內湖區康寧路三段219巷2號,"25.068028,121.612142",1,"522 ",內湖分局,,臺北市內湖區康寧路三段219巷2號
內湖區,WTA01299,五分里,臺北市內湖區康寧路三段245巷2號,"25.066842,121.611554",1,"262 ",內湖分局,,臺北市內湖區康寧路三段245巷2號
內湖區,WTA00700,五分里,臺北市內湖區安康路183號,"25.065961,121.611214",1,"636 ",內湖分局,,臺北市內湖區安康路183號
內湖區,WTA00738,五分里,臺北市內湖區安康路334巷1號,"25.065776,121.61126",1,"234 ",內湖分局,,臺北市內湖區安康路334巷1號
內湖區,WTA00739,五分里,臺北市內湖區安康路336巷1號,"25.065873,121.611604",1,"226 ",內湖分局,,臺北市內湖區安康路336巷1號
內湖區,WTA01234,五分里,臺北市內湖區康寧路三段247號,"25.066748,121.611446",4,"597 ",內湖分局,,臺北市內湖區康寧路三段247號
內湖區,WTA01235,五分里,臺北市內湖區康寧路三段267號,"25.066386,121.611217",1,"292 ",內湖分局,,臺北市內湖區康寧路三段267號
內湖區,WTA01303,五分里,臺北市內湖區康寧路三段265巷10號,"25.066389,121.611573",1,"81 ",內湖分局,,臺北市內湖區康寧路三段265巷10號
內湖區,WTA01304,五分里,臺北市內湖區康寧路三段265巷11號,"25.066495,121.611819",1,"3810 ",內湖分局,,臺北市內湖區康寧路三段265巷11號
內湖區,WTA01305,五分里,臺北市內湖區康寧路三段265巷16號,"25.066392,121.611937",2,"2345 ",內湖分局,,臺北市內湖區康寧路三段265巷16號
內湖區,WTA01306,五分里,臺北市內湖區康寧路三段265巷6號,"25.066392,121.611446",1,"101 ",內湖分局,,臺北市內湖區康寧路三段265巷6號
內湖區,WTA02117,五分里,臺北市內湖區安康路348號,"25.065905,121.61205",1,"1066 ",內湖分局,,臺北市內湖區安康路348號
內湖區,WTA02730,五分里,臺北市內湖區安康路426號,"25.066647,121.614698",1、2,"534 ",內湖分局,,臺北市內湖區安康路426號
內湖區,WTA02747,五分里,臺北市內湖區五分街86號,"25.067046,121.616892",1,"1546 ",內湖分局,,臺北市內湖區五分街86號
內湖區,WTA00084,五分里,臺北市內湖區五分街8號,"25.067458,121.612904",1、2,"2222 ",內湖分局,,臺北市內湖區五分街8號
內湖區,WTA00396,內湖里,臺北市內湖區內湖路二段307號,"25.082695,121.591055",1,"1532 ",內湖分局,,臺北市內湖區內湖路二段307號
內湖區,WTA00401,內湖里,臺北市內湖區內湖路二段337號,"25.083255,121.591756",2,"528 ",內湖分局,,臺北市內湖區內湖路二段337號
內湖區,WTA00475,內湖里,臺北市內湖區內湖路二段263巷9弄1號,"25.082639,121.590355",1,"792 ",內湖分局,,臺北市內湖區內湖路二段263巷9弄1號
內湖區,WTA00476,內湖里,臺北市內湖區內湖路二段301巷5弄2號,"25.083017,121.59066",1,"625 ",內湖分局,,臺北市內湖區內湖路二段301巷5弄2號
內湖區,WTA00838,內湖里,臺北市內湖區成功路三段174巷1號,"25.081005,121.59074",1,"156 ",內湖分局,,臺北市內湖區成功路三段174巷1號
內湖區,WTA00839,內湖里,臺北市內湖區成功路三段174巷15號,"25.081284,121.590663",3,"590 ",內湖分局,,臺北市內湖區成功路三段174巷15號
內湖區,WTA00840,內湖里,臺北市內湖區成功路三段174巷29號,"25.081626,121.590621",1,"698 ",內湖分局,,臺北市內湖區成功路三段174巷29號
內湖區,WTA02097,內湖里,臺北市內湖區內湖路二段376巷10號,"25.082371,121.591279",2,"1177 ",內湖分局,,臺北市內湖區內湖路二段376巷10號
內湖區,WTA02164,內湖里,臺北市內湖區內湖路二段352號,"25.082007,121.590452",1,"489 ",內湖分局,,臺北市內湖區內湖路二段352號
內湖區,WTA02656,內湖里,臺北市內湖區內湖路二段265號,"25.082276,121.590337",1,"1154 ",內湖分局,,臺北市內湖區內湖路二段265號
內湖區,WTA00410,內湖里,臺北市內湖區內湖路二段379號,"25.083843,121.592494",1,"933 ",內湖分局,,臺北市內湖區內湖路二段379號
內湖區,WTA00413,內湖里,臺北市內湖區內湖路二段395號,"25.084104,121.592831",2,"686 ",內湖分局,,臺北市內湖區內湖路二段395號
內湖區,WTA00925,內湖里,臺北市內湖區成功路四段28號,"25.081541,121.591489",2,"286 ",內湖分局,,臺北市內湖區成功路四段28號
內湖區,WTA00962,內湖里,臺北市內湖區成功路四段30巷16號,"25.08226,121.591513",2,"1318 ",內湖分局,,臺北市內湖區成功路四段30巷16號
內湖區,WTA00963,內湖里,臺北市內湖區成功路四段30巷30號,"25.082666,121.591988",2,"3453 ",內湖分局,,臺北市內湖區成功路四段30巷30號
內湖區,WTA00418,內湖里,臺北市內湖區內湖路二段458號,"25.083748,121.592687",1,"685 ",內湖分局,,臺北市內湖區內湖路二段458號
內湖區,WTA00918,內湖里,臺北市內湖區成功路四段166號,"25.083048,121.593301",3,"1488 ",內湖分局,,臺北市內湖區成功路四段166號
內湖區,WTA00939,內湖里,臺北市內湖區成功路四段62號,"25.082716,121.592501",2,"480 ",內湖分局,,臺北市內湖區成功路四段62號
內湖區,WTA00940,內湖里,臺北市內湖區成功路四段68號,"25.08272,121.592866",4,"1593 ",內湖分局,,臺北市內湖區成功路四段68號
內湖區,WTA01881,內湖里,臺北市內湖區內湖路二段450號,"25.083587,121.592544",1,"2457 ",內湖分局,,臺北市內湖區內湖路二段450號
內湖區,WTA00404,內湖里,臺北市內湖區內湖路二段357號,"25.083646,121.592144",2,"2452 ",內湖分局,,臺北市內湖區內湖路二段357號
內湖區,WTA00419,內湖里,臺北市內湖區內湖路二段480號,"25.084178,121.593175",2,"873 ",內湖分局,,臺北市內湖區內湖路二段480號
內湖區,WTA02097,內湖里,臺北市內湖區內湖路二段376巷10號,"25.082371,121.591279",2,"1177 ",內湖分局,,臺北市內湖區內湖路二段376巷10號
內湖區,WTA01145,內湖里,臺北市內湖區金龍路64-1號,"25.0848,121.592896",1,"184 ",內湖分局,,臺北市內湖區金龍路64-1號
內湖區,WTA01147,內湖里,臺北市內湖區金龍路70號,"25.084917,121.592481",1,"1265 ",內湖分局,,臺北市內湖區金龍路70號
內湖區,WTA02027,內湖里,臺北市內湖區內湖路二段347號,"25.083416,121.591927",2,"1207 ",內湖分局,,臺北市內湖區內湖路二段347號
內湖區,WTA02101,內湖里,臺北市內湖區內湖路二段464號,"25.08386,121.592769",1,"462 ",內湖分局,,臺北市內湖區內湖路二段464號
內湖區,WTA02683,內湖里,臺北市內湖區成功路四段178號,"25.083355,121.593582",6,"3814 ",內湖分局,,臺北市內湖區成功路四段178號
內湖區,WTA02685,內湖里,臺北市內湖區內湖路二段428號,"25.083347,121.592149",1、2,"248 ",內湖分局,,臺北市內湖區內湖路二段428號
內湖區,WTA02119,內湖里,臺北市內湖區內湖路二段468號,"25.083933,121.592878",1,"554 ",內湖分局,,臺北市內湖區內湖路二段468號
內湖區,WTA02595,內湖里,臺北市內湖區內湖路二段355巷18號,"25.084174,121.592009",1,"585 ",內湖分局,,臺北市內湖區內湖路二段355巷18號
內湖區,WTA00479,內湖里,臺北市內湖區內湖路二段355巷12號,"25.084178,121.592102",1,"421 ",內湖分局,,臺北市內湖區內湖路二段355巷12號
內湖區,WTA00480,內湖里,臺北市內湖區內湖路二段355巷12號,"25.084178,121.592102",1,"300 ",內湖分局,,臺北市內湖區內湖路二段355巷12號
內湖區,WTA00481,內湖里,臺北市內湖區內湖路二段355巷12號,"25.084178,121.592102",1,"856 ",內湖分局,,臺北市內湖區內湖路二段355巷12號
內湖區,WTA00482,內湖里,臺北市內湖區內湖路二段355巷12號,"25.084178,121.592102",1,"593 ",內湖分局,,臺北市內湖區內湖路二段355巷12號
內湖區,WTA00483,內湖里,臺北市內湖區內湖路二段355巷12號,"25.084178,121.592102",1,"884 ",內湖分局,,臺北市內湖區內湖路二段355巷12號
內湖區,WTA01745,內湖里,臺北市內湖區金龍路100號,"25.085301,121.591108",1,"3056 ",內湖分局,,臺北市內湖區金龍路100號
內湖區,WTA02379,內湖里,臺北市內湖區金龍路100號,"25.085301,121.591108",1,"1829 ",內湖分局,,臺北市內湖區金龍路100號
內湖區,WTA02657,內湖里,臺北市內湖區成功路四段188號,"25.084081,121.594547",1,"11057 ",內湖分局,,臺北市內湖區成功路四段188號
內湖區,WTA00406,內湖里,臺北市內湖區內湖路二段360號,"25.082125,121.590599",2,"1437 ",內湖分局,,臺北市內湖區內湖路二段360號
內湖區,WTA01383,內溝里,臺北市內湖區康樂街131巷6號,"25.073891,121.620407",1,"1184 ",內湖分局,,臺北市內湖區康樂街131巷6號
內湖區,WTA02543,內溝里,臺北市內湖區康樂街129-1號,"25.073668,121.619722",1,"1302 ",內湖分局,,臺北市內湖區康樂街129-1號
內湖區,WTA01409,內溝里,臺北市內湖區康樂街186巷3號,"25.076953,121.620309",1,"1560 ",內湖分局,,臺北市內湖區康樂街186巷3號
內湖區,WTA02219,內溝里,臺北市內湖區康樂街186巷34號,"25.077245,121.620388",1,"1681 ",內湖分局,,臺北市內湖區康樂街186巷34號
內湖區,WTA02290,內溝里,臺北市內湖區康樂街204-3號,"25.076322,121.621399",1,"1454 ",內湖分局,,臺北市內湖區康樂街204-3號
內湖區,WTA02695,內溝里,臺北市內湖區康樂街131巷1號,"25.073757,121.620262",1,"926 ",內湖分局,,臺北市內湖區康樂街131巷1號
內湖區,WTA01411,內溝里,臺北市內湖區康樂街186巷6-1號,"25.076187,121.620255",1,"637 ",內湖分局,,臺北市內湖區康樂街186巷6-1號
內湖區,WTA01412,內溝里,臺北市內湖區康樂街186巷8號,"25.076322,121.620115",1,"882 ",內湖分局,,臺北市內湖區康樂街186巷8號
內湖區,WTA01413,內溝里,臺北市內湖區康樂街186巷1弄1號,"25.076273,121.620397",1,"1372 ",內湖分局,,臺北市內湖區康樂街186巷1弄1號
內湖區,WTA01365,內溝里,臺北市內湖區康樂街204-1號,"25.076433,121.621759",1,"94 ",內湖分局,,臺北市內湖區康樂街204-1號
內湖區,WTA01799,內溝里,臺北市內湖區康樂街186巷32號,"25.077128,121.620296",1,"782 ",內湖分局,,臺北市內湖區康樂街186巷32號
內湖區,WTA01434,內溝里,臺北市內湖區康樂街201巷23弄3號,"25.075424,121.622522",1,"265 ",內湖分局,,臺北市內湖區康樂街201巷23弄3號
內湖區,WTA01432,內溝里,臺北市內湖區康樂街201巷5號,"25.075441,121.621815",1,"969 ",內湖分局,,臺北市內湖區康樂街201巷5號
內湖區,WTA01431,內溝里,臺北市內湖區康樂街201巷43號,"25.076409,121.622654",1,"1389 ",內湖分局,,臺北市內湖區康樂街201巷43號
內湖區,WTA01430,內溝里,臺北市內湖區康樂街201巷39號,"25.076146,121.622648",1,"316 ",內湖分局,,臺北市內湖區康樂街201巷39號
內湖區,WTA01429,內溝里,臺北市內湖區康樂街201巷27號,"25.075993,121.622688",1,"362 ",內湖分局,,臺北市內湖區康樂街201巷27號
內湖區,WTA01366,內溝里,臺北市內湖區康樂街217號,"25.075845,121.622058",1,"3442 ",內湖分局,,臺北市內湖區康樂街217號
內湖區,WTA01824,內溝里,臺北市內湖區大湖街137-2號,"25.100725,121.603706",1,"340 ",內湖分局,,臺北市內湖區大湖街137-2號
內湖區,WTA02401,內溝里,臺北市內湖區康樂街204-8號,"25.076419,121.621662",1,"350 ",內湖分局,,臺北市內湖區康樂街204-8號
內湖區,WTA02481,內溝里,臺北市內湖區康樂街186巷28號,"25.076877,121.620099",1,"962 ",內湖分局,,臺北市內湖區康樂街186巷28號
內湖區,WTA01503,石潭里,臺北市內湖區新明路129號,"25.0594,121.589654",1,"409 ",內湖分局,,臺北市內湖區新明路129號
內湖區,WTA01505,石潭里,臺北市內湖區新明路156號,"25.059085,121.589376",1,"58 ",內湖分局,,臺北市內湖區新明路156號
內湖區,WTA01506,石潭里,臺北市內湖區新明路161-163號,"25.059024,121.589096",1,"601 ",內湖分局,,臺北市內湖區新明路161-163號
內湖區,WTA01517,石潭里,臺北市內湖區新明路241-1號,"25.057912,121.58732",1,"349 ",內湖分局,,臺北市內湖區新明路241-1號
內湖區,WTA01518,石潭里,臺北市內湖區新明路243-2號,"25.057725,121.587325",1,"94 ",內湖分局,,臺北市內湖區新明路243-2號
內湖區,WTA01548,石潭里,臺北市內湖區新明路143巷6號,"25.058786,121.589579",1,"258 ",內湖分局,,臺北市內湖區新明路143巷6號
內湖區,WTA01549,石潭里,臺北市內湖區新明路143巷7號,"25.058786,121.589579",1,"516 ",內湖分局,,臺北市內湖區新明路143巷7號
內湖區,WTA01551,石潭里,臺北市內湖區潭美街337號,"25.059191,121.590413",1,"517 ",內湖分局,,臺北市內湖區潭美街337號
內湖區,WTA01552,石潭里,臺北市內湖區新明路143巷10弄8號,"25.058859,121.589772",1,"494 ",內湖分局,,臺北市內湖區新明路143巷10弄8號
內湖區,WTA01695,石潭里,臺北市內湖區新明路174巷1-1號,"25.057784,121.585382",1,"768 ",內湖分局,,臺北市內湖區新明路174巷1-1號
內湖區,WTA01966,石潭里,臺北市內湖區新明路138號,"25.057957,121.586679",1,"2614 ",內湖分局,,臺北市內湖區新明路138號
內湖區,WTA02125,石潭里,臺北市內湖區新明路143巷8號,"25.058859,121.589772",2,"1165 ",內湖分局,,臺北市內湖區新明路143巷8號
內湖區,WTA02295,石潭里,臺北市內湖區新明路142-1號,"25.05786,121.586429",3,"7205 ",內湖分局,,臺北市內湖區新明路142-1號
