電腦編號,鄉鎮市區,村里別,地址,經緯度,地下樓層,可容納人數,轄管分局
LY4055,苓雅區,安祥里,高雄市苓雅區和平一路218號,"22.631135,120.317798","  5 ",3127,苓雅分局
LY4058,苓雅區,意誠里,高雄市苓雅區自強三路7號B之48,"22.611583,120.300144","  5 ",8051,苓雅分局
LY4060,苓雅區,正大里,高雄市苓雅區中正一路188號,"22.628691,120.331078","  2 ",388,苓雅分局
LY4063,苓雅區,正義里,高雄市苓雅區建國一路55號,"22.629477,120.339014","  1 ",461,苓雅分局
LY4066,苓雅區,廣澤里,高雄市苓雅區四維三路251號,"22.616861,120.304156","  5 ",1137,苓雅分局
LY4067,苓雅區,晴朗里,高雄市苓雅區民權一路87號,"22.622133,120.312162","  3 ",1329,苓雅分局
LY4068,苓雅區,民主里,高雄市苓雅區建國一路348號,"22.633022,120.324404","  1 ",103,苓雅分局
LY4069,苓雅區,晴朗里,高雄市苓雅區四維三路6號,"22.61991,120.311003","  5 ",1772,苓雅分局
LY4071,苓雅區,意誠里,高雄市苓雅區三多四路21號,"22.612841,120.303949","  5 ",4730,苓雅分局
LY4073,苓雅區,正言里,高雄市苓雅區建民路171號,"22.629762,120.328976","  1 ",212,苓雅分局
LY4074,苓雅區,意誠里,高雄市苓雅區中華四路2號,"22.612038,120.302977","  4 ",606,苓雅分局
LY4075,苓雅區,鼓中里,高雄市苓雅區四維四路136號,"22.615684,120.298473","  4 ",1025,苓雅分局
LY4077,苓雅區,民主里,高雄市苓雅區建國一路352號,"22.633118,120.323927","  4 ",1698,苓雅分局
LY4079,苓雅區,同慶里,高雄市苓雅區凱旋二路89號,"22.626515,120.322109","  1 ",1351,苓雅分局
LY4080,苓雅區,城東里,高雄市苓雅區仁德街29號,"22.614694,120.302383","  3 ",1061,苓雅分局
LY4081,苓雅區,尚義里,高雄市苓雅區尚志街17號,"22.628278,120.31459","  1 ",140,苓雅分局
LY4082,苓雅區,正大里,高雄市苓雅區中正一路230號,"22.629197,120.32955","  2 ",300,苓雅分局
LY4084,苓雅區,城東里,高雄市苓雅區興中二路35號,"22.614963,120.302715","  2 ",1176,苓雅分局
LY4085,苓雅區,城東里,高雄市苓雅區仁義街23號,"22.614878,120.302933","  2 ",969,苓雅分局
LY4086,苓雅區,同慶里,高雄市苓雅區同慶里和平一路138號,"22.627389,120.319293","  2 ",3828,苓雅分局
LY4087,苓雅區,同慶里,高雄市苓雅區同慶里同慶路82號,"22.627497,120.320573","  2 ",2254,苓雅分局
LY4088,苓雅區,苓東里,高雄市苓雅區苓南路2號,"22.613201,120.293943","  3 ",1003,苓雅分局
LY4090,苓雅區,福地里,高雄市苓雅區和平一路76號,"22.621894,120.321515","  2 ",674,苓雅分局
LY4092,苓雅區,正文里,高雄市苓雅區建國一路167之2號,"22.632764,120.327408","  3 ",821,苓雅分局
LY4093,苓雅區,林德里,高雄市苓雅區四維二路53號,"22.622935,120.321329","  2 ",3256,苓雅分局
LY4094,苓雅區,普天里,高雄市苓雅區普天里四維二路329號,"22.620861,120.316039","  3 ",369,苓雅分局
LY4095,苓雅區,正心里,高雄市苓雅區輔仁路345號,"22.633382,120.334183","  2 ",937,苓雅分局
LY4098,苓雅區,普天里,高雄市苓雅區民權一路38號,"22.619812,120.313879","  2 ",815,苓雅分局
LY4100,苓雅區,普天里,高雄市苓雅區三多二路308號,"22.618307,120.317027","  4 ",572,苓雅分局
LY4102,苓雅區,林貴里,高雄市苓雅區英祥街42號,"22.61675,120.324443","  3 ",1376,苓雅分局
LY4105,苓雅區,中正里,高雄市苓雅區林南街27巷20號,"22.624836,120.315796","  4 ",641,苓雅分局
LY4106,苓雅區,正大里,高雄市苓雅區中正一路100號,"22.627953,120.333321","  4 ",1151,苓雅分局
LY4107,苓雅區,苓洲里,高雄市苓雅區光明街89號,"22.619899,120.294466","  2 ",747,苓雅分局
LY4109,苓雅區,苓洲里,高雄市苓雅區光明街83號,"22.620082,120.294901","  3 ",576,苓雅分局
LY4114,苓雅區,博仁里,高雄市苓雅區五福三路117號,"22.620647,120.294217","  3 ",1420,苓雅分局
LY4115,苓雅區,尚義里,高雄市苓雅區光華一路210號,"22.629346,120.313704","  4 ",342,苓雅分局
LY4116,苓雅區,尚義里,高雄市苓雅區光華一路210號,"22.629346,120.313704","  4 ",342,苓雅分局
LY4119,苓雅區,正義里,高雄市苓雅區建國一路73號,"22.629947,120.337436","  1 ",1395,苓雅分局
LY4120,苓雅區,田西里,高雄市苓雅區自強三路177號,"22.618048,120.29798","  2 ",369,苓雅分局
LY4121,苓雅區,日中里,高雄市苓雅區仁愛三街225號,"22.617007,120.310568","  2 ",1968,苓雅分局
LY4122,苓雅區,林貴里,高雄市苓雅區英祥街46號,"22.61664,120.324236","  3 ",1292,苓雅分局
LY4129,苓雅區,林富里,高雄市苓雅區青年一路103號,"22.62324808674026, 120.31361173991134","  1 ",1257,苓雅分局
LY4130,苓雅區,田西里,高雄市苓雅區青年二路75號,"22.618891,120.299286","  4 ",643,苓雅分局
LY4131,苓雅區,普照里,高雄市苓雅區民權一路63號,"22.619357,120.313216","  3 ",8099,苓雅分局
LY4132,苓雅區,林西里,高雄市苓雅區五權街137號,"22.619872,120.318347","  3 ",391,苓雅分局
LY4136,苓雅區,普天里,高雄市苓雅區三多二路372號,"22.617885,120.315777","  5 ",548,苓雅分局
LY4141,苓雅區,城西里,高雄市苓雅區中華四路71號,"22.614252,120.301449","  2 ",355,苓雅分局
LY4142,苓雅區,林華里,高雄市苓雅區和平二路369號,"22.617025,120.322446","  1 ",137,苓雅分局
LY4143,苓雅區,建軍里,高雄市苓雅區正仁里至誠路73號,"22.631808,120.340633","  1 ",948,苓雅分局
LY4144,苓雅區,普照里,高雄市苓雅區興中一路120號,"22.617802,120.310492","  3 ",1326,苓雅分局
LY4145,苓雅區,林圍里,高雄市苓雅區福建街308號,"22.625139,120.314346","  2 ",392,苓雅分局
LY4147,苓雅區,正大里,高雄市苓雅區中正一路226之2號,"22.629114,120.329803","  4 ",978,苓雅分局
LY4148,苓雅區,苓昇里,高雄市苓雅區青年二路169號,"22.617507,120.295141","  1 ",307,苓雅分局
LY4149,苓雅區,正義里,高雄市苓雅區中正一路2號,"22.625871,120.341029","  2 ",1758,苓雅分局
LY4150,苓雅區,林榮里,高雄市苓雅區英明路200號,"22.617526,120.324563","  2 ",521,苓雅分局
LY4152,苓雅區,奏捷里,高雄市苓雅區奏捷里凱旋二路132之1號,"22.626581,120.32534","  2 ",1018,苓雅分局
LY4154,苓雅區,苓洲里,高雄市苓雅區新田路378號,"22.619081,120.293642","  5 ",2954,苓雅分局
LY4155,苓雅區,正大里,高雄市苓雅區正言里武廟路95號,"22.630786,120.328878","  2 ",175,苓雅分局
LY4156,苓雅區,尚義里,高雄市苓雅區五福一路12號,"22.628997,120.3181","  1 ",1572,苓雅分局
LY4157,苓雅區,林安里,高雄市苓雅區金門街93號,"22.626515,120.312449","  2 ",140,苓雅分局
LY4158,苓雅區,城北里,高雄市苓雅區興中二路125號,"22.613734,120.298961","  4 ",693,苓雅分局
LY4159,苓雅區,正大里,高雄市苓雅區正言路73號,"22.631451,120.330101","  4 ",956,苓雅分局
LY4163,苓雅區,尚義里,高雄市苓雅區尚義里和平一路169號,"22.629784,120.317971","  4 ",867,苓雅分局
LY4167,苓雅區,正文里,高雄市苓雅區武廟路178號,"22.631373,120.32637","  3 ",406,苓雅分局
LY4209,苓雅區,福西里,高雄市苓雅區政南街6號,"22.624559,120.33318","  3 ",4492,苓雅分局
LY4210,苓雅區,晴朗里,高雄市苓雅區永裕街42號,"22.622603,120.311623","  4 ",13383,苓雅分局
LY4211,苓雅區,普天里,高雄市苓雅區光華一路109號,"22.620761,120.316588","  4 ",3472,苓雅分局
LY4212,苓雅區,正心里,高雄市苓雅區正大路117號,"22.63322,120.332609","  3 ",255,苓雅分局
LY4213,苓雅區,城東里,高雄市苓雅區興中二路140號,"22.613852,120.298708","  4 ",1804,苓雅分局
LY4214,苓雅區,同慶里,高雄市苓雅區和平一路144巷21號,"22.627907,120.320156","  3 ",665,苓雅分局
LY4215,苓雅區,安祥里,高雄市苓雅區和平一路302號,"22.633659,120.317177","  6 ",4751,苓雅分局
LY4216,苓雅區,奏捷里,高雄市苓雅區凱旋二路132號,"22.625924,120.323972","  2 ",1554,苓雅分局
LY4217,苓雅區,福西里,高雄市苓雅區政南路2號,"22.624420640960853, 120.33318385252535","  1 ",1291,苓雅分局
LY4218,苓雅區,安祥里,高雄市苓雅區凱旋一路116巷45號,"22.633142884625038, 120.32068590991081","  4 ",2817,苓雅分局
LY4219,苓雅區,正文里,高雄市苓雅區身修路47號,"22.631851,120.328864","  3 ",2335,苓雅分局
LY4220,苓雅區,福西里,高雄市苓雅區明德街27號,"22.624973,120.332432","  3 ",1262,苓雅分局
LY4221,苓雅區,普照里,高雄市苓雅區民權一路39巷19號,"22.618015,120.313064","  1 ",139,苓雅分局
LY4222,苓雅區,正文里,高雄市苓雅區家齊路49號,"22.632037,120.327098","  3 ",1892,苓雅分局
LY4223,苓雅區,林富里,高雄市苓雅區青年一路3號,"22.62405,120.315348","  6 ",3654,苓雅分局
LY4224,苓雅區,普天里,高雄市苓雅區永靖街85號,"22.619844,120.314854","  4 ",867,苓雅分局
LY4225,苓雅區,苓洲里,高雄市苓雅區允文街120號,"22.618740143309317, 120.29528522157784","  2 ",714,苓雅分局
LY4226,苓雅區,民主里,高雄市苓雅區憲政路130號,"22.63582607892202, 120.32420116887333","  2 ",1556,苓雅分局
LY4227,苓雅區,晴朗里,高雄市苓雅區復興二路142號,"22.620397446040823, 120.31036530370994","  3 ",432,苓雅分局
LY4228,苓雅區,田西里,高雄市苓雅區自強三路189號,"22.618369521424313, 120.29784261111197","  5 ",1634,苓雅分局
LY4229,苓雅區,苓東里,高雄市苓雅區四維四路239號,"22.614452182119415, 120.29241769449469","  4 ",2389,苓雅分局
LY4230,苓雅區,苓昇里,高雄市苓雅區海邊路31號,"22.616511839572127, 120.29339227479356","  3 ",2434,苓雅分局
LY4231,苓雅區,城北里,⾼雄市苓雅區成功⼀路6號,"22.626997513540676, 120.32611652125084","  1 ",827,苓雅分局
LY4171,苓雅區,五權里,高雄市苓雅區河北路235號,"22.631188,120.322084","  1 ",1389,苓雅分局
LY4175,苓雅區,林貴里,高雄市苓雅區和平二路336號,"22.616517,120.322751","  1 ",872,苓雅分局
LY4178,苓雅區,奏捷里,高雄市苓雅區凱旋二路134號,"22.626491,120.323736","  4 ",986,苓雅分局
LY4179,苓雅區,林華里,高雄市苓雅區和平二路437號,"22.61890829,120.322186767346","  2 ",430,苓雅分局
LY4180,苓雅區,博仁里,高雄市苓雅區五福三路149號,"22.620469,120.2919","  3 ",1726,苓雅分局
LY4181,苓雅區,林富里,高雄市苓雅區青年一路15號,"22.62387,120.314832","  3 ",693,苓雅分局
LY4185,苓雅區,普照里,高雄市苓雅區復興二路8號,"22.616871,120.311825","  1 ",211,苓雅分局
LY4187,苓雅區,普天里,高雄市苓雅區光華一路53號,"22.619461,120.317078","  4 ",495,苓雅分局
LY4190,苓雅區,仁政里,高雄市苓雅區苓雅一路365號,"22.618707,120.303852","  3 ",882,苓雅分局
LY4193,苓雅區,英明里,高雄市苓雅區二聖一路16號,"22.612003,120.326159","  6 ",201,苓雅分局
LY4194,苓雅區,普天里,高雄市苓雅區永富街51號,"22.618259,120.315157","  3 ",465,苓雅分局
LY4199,苓雅區,晴朗里,高雄市苓雅區青年一路115之1號,"22.622477,120.310479","  4 ",2453,苓雅分局
LY4202,苓雅區,林富里,高雄市苓雅區光華一路209號,"22.623512,120.31556","  4 ",678,苓雅分局
LY4232,苓雅區,苓雅里,⾼雄市苓雅區四維四路170號,"22.61516547899162, 120.29714218927727","  4 ",968,苓雅分局
LY4233,苓雅區,福隆里,⾼雄市苓雅區三多二路7-1號,"22.621232579397223, 120.32755919205098","  3 ",2505,苓雅分局
LY4234,苓雅區,民主里,⾼雄市苓雅區憲政路175號,"22.636177206013752, 120.32264120404882","  3 ",1651,苓雅分局
LV4235,苓雅區,苓東里,⾼雄市苓雅區永泰路8號,"22.612468390776083, 120.2967031796772","  2 ",1796,苓雅分局
LY4236,苓雅區,鼓中里,⾼雄市苓雅區永昌街2號,"22.6167726863301, 120.29949856396402","  4 ",526,苓雅分局
LV4237,苓雅區,苓雅里,高雄市苓雅區苓雅二路203號,"22.616103287123646, 120.29593872531916","  1 ",1193,苓雅分局
LY4238,苓雅區,田西里,高雄市苓雅區成功一路232號,"22.617690283570223, 120.29651594695","  4 ",800,苓雅分局
LV4239,苓雅區,田西里,高雄市苓雅區青年二路123號,"22.61812185003622, 120.29695777678792","  4 ",1928,苓雅分局
LV4240,苓雅區,林靖里,高雄市苓雅區福德三路159號,"22.623224808032656, 120.32704971748048","  3 ",1785,苓雅分局
LV4241,苓雅區,福祥里,高雄市苓雅區明德街路129號,"22.625885888784854, 120.32989803874585","  3 ",2625,苓雅分局
LV4242,苓雅區,安祥里,高雄市苓雅區中正二路36號,"22.63038622987112, 120.3199470047416","  3 ",875,苓雅分局
LV4243,苓雅區,福東里,高雄市苓雅區三多一路68號,"22.623681611474098, 120.33306046186993","  3 ",620,苓雅分局
LY4244,苓雅區,田西里,高雄市苓雅區成功一路226號,"22.617655677766045, 120.29650826889264","  2 ",256,苓雅分局
LY4245,苓雅區,林安里,高雄市苓雅區廈門街66號,"22.62524477885533, 120.31311139772792","  3 ",3474,苓雅分局
LY4246,苓雅區,正言里,高雄市苓雅區中正一路260號,"22.629508179467344, 120.32870099772799","  4 ",2168,苓雅分局
LY4247,苓雅區,正言里,高雄市苓雅區中正一路358號,"22.629787179507545, 120.32645172656306","  5 ",3644,苓雅分局
LY4248,苓雅區,福南里,高雄市苓雅區中正一路251巷2弄2號,"22.62914488515373, 120.32602526896733","  3 ",1401,苓雅分局
LY4249,苓雅區,人和里,高雄市苓雅區四維四路22之2號,"22.616763177633146, 120.3018549978027","  1 ",540,苓雅分局
LY4250,苓雅區,林安里,高雄市苓雅區光華一路331號,"22.62665497905298, 120.31437619780291","  6 ",4058,苓雅分局
LY4251,苓雅區,文昌里,高雄市苓雅區建國一路93號,"22.63065938239008, 120.3352729978029","  4 ",4628,苓雅分局
LY3644,苓雅區,普照里,高雄市苓雅區民權一路59號,"22.619260686634995, 120.31332063874575","  1 ",593,苓雅分局
LY4252,苓雅區,五權里,高雄市苓雅區建國一路175之15號,"22.63273397674988, 120.32631486740732",2,1845,苓雅分局
LY4253,苓雅區,普天里,高雄市苓雅區四維二路323號,"22.620934775908218, 120.31609730973578",1、2、3,737,苓雅分局
LY4254,苓雅區,林榮里,高雄市苓雅區凱旋三路813號,"22.61763757567317, 120.32637336740706",1、2、3,5527,苓雅分局
TL0001," 三民區"," 建東里",高雄市三民區河北二路100號,"22.63659,120.297854"," 2、3",2980,三民第一分局
SF2323," 三民區"," 安和里",高雄市三民區同盟一路315號,"22.65111308,120.307218740677","  1 ",135,三民第一分局
SF2324," 三民區"," 建東里",高雄市三民區河北二路109號,"22.636436,120.297374","  1 ",71,三民第一分局
SF2326," 三民區"," 精華里",高雄市三民區九如二路583號,"22.641452,120.296402"," 1、2",209,三民第一分局
SF2327," 三民區"," 安生里",高雄市三民區察哈爾一街13號,"22.646795,120.312421","  1 ",280,三民第一分局
SF2328," 三民區"," 立業里",高雄市三民區安寧街454號地下室,"22.64059722,120.301694666735"," 1、2",315,三民第一分局
SF2329," 三民區"," 安泰里",高雄市三民區天津街223號,"22.648164,120.301043","  1 ",148,三民第一分局
SF2330," 三民區"," 精華里",高雄市三民區九如二路599號,"22.641521,120.295568"," 1、2",772,三民第一分局
SF2332," 三民區"," 長明里",高雄市三民區長明街303號,"22.638372,120.304354","  1 ",164,三民第一分局
SF2333," 三民區"," 博惠里",高雄市三民區凱歌路162號,"22.637398,120.317483","  1 ",427,三民第一分局
SF2335," 三民區"," 德智里",高雄市三民區九如二路255號B,"22.64084774,120.306528742994"," 1、2、3",678,三民第一分局
SF2336," 三民區"," 達德里",高雄市三民區瀋陽街112號,"22.643279,120.307526","  1 ",315,三民第一分局
SF2337," 三民區"," 博愛里",高雄市三民區建國二路192號,"22.637751,120.307496"," 1、2",212,三民第一分局
SF2338," 三民區"," 同德里",高雄市三民區山東街215號,"22.646874,120.311618","  1 ",136,三民第一分局
SF2339," 三民區"," 民享里",高雄市三民區熱河二街188號,"22.644528,120.297453","  1 ",331,三民第一分局
SF2340," 三民區"," 達仁里",高雄市三民區大港街44號,"22.638425,120.312664","  1 ",29,三民第一分局
SF2341," 三民區"," 精華里",高雄市三民區九如二路672號,"22.642185,120.292565","  1 ",62,三民第一分局
SF2342," 三民區"," 興德里",高雄市三民區建國三路439號,"22.635954,120.290784","  1 ",289,三民第一分局
SF2343," 三民區"," 安泰里",高雄市三民區天津街189號,"22.647152,120.30096","  1 ",100,三民第一分局
SF2344," 三民區"," 興德里",高雄市三民區建國三路437號,"22.63608146,120.291010344199"," 1、2",527,三民第一分局
SF2345," 三民區"," 精華里",高雄市三民區九如二路68號,"22.640788,120.311764","  1 ",137,三民第一分局
SF2346," 三民區"," 精華里",高雄市三民區哈爾濱街112號,"22.643978,120.299788","  1 ",90,三民第一分局
SF2347," 三民區"," 博惠里",高雄市三民區憲政路255號,"22.636472,120.318532"," 1、2",754,三民第一分局
SF2349," 三民區"," 興德里",高雄市三民區建國三路407號,"22.6362451,120.291783915248"," 1、2",283,三民第一分局
SF2350," 三民區"," 力行里",高雄市三民區台安街26號,"22.640889139137826, 120.28774449838286","  1 ",127,三民第一分局
SF2351," 三民區"," 同德里",高雄市三民區山東街166號,"22.64552,120.311851","  1 ",110,三民第一分局
SF2352," 三民區"," 安泰里",高雄市三民區天津街226號,"22.648157,120.301284","  1 ",591,三民第一分局
SF2353," 三民區"," 德西里",高雄市三民區中華二路190號,"22.643131,120.292092","  1 ",89,三民第一分局
SF2354," 三民區"," 德智里",高雄市三民區九如二路331號,"22.640946,120.304478","  1 ",276,三民第一分局
SF2355," 三民區"," 安和里",高雄市三民區北安街83號,"22.650649,120.305381","  1 ",293,三民第一分局
SF2356," 三民區"," 安泰里",高雄市三民區開原街42號,"22.650115,120.301057","  1 ",85,三民第一分局
SF2358," 三民區"," 安泰里",高雄市三民區察哈爾二街14號之1,"22.64776164,120.302434009469","  2 ",472,三民第一分局
SF2359," 三民區"," 港東里",高雄市三民區河北一路173號,"22.636959,120.312019","  1 ",99,三民第一分局
SF2360," 三民區"," 德智里",高雄市三民區朝陽街31號,"22.642928,120.307636","  1 ",398,三民第一分局
SF2361," 三民區"," 安泰里",高雄市三民區北平二街75號,"22.650251,120.301038","  1 ",120,三民第一分局
SF2362," 三民區"," 安宜里",高雄市三民區自立一路542之1號,"22.650251,120.29709","  1 ",235,三民第一分局
SF2363," 三民區"," 精華里",高雄市三民區九如二路446號,"22.641665,120.299621","  1 ",102,三民第一分局
SF2364," 三民區"," 安生里",高雄市三民區自忠街24號,"22.646312,120.313337","  1 ",124,三民第一分局
SF2365," 三民區"," 安生里",高雄市三民區察哈爾一街15號,"22.646805,120.312382","  1 ",102,三民第一分局
SF2366," 三民區"," 民享里",高雄市三民區重慶街39號,"22.64247172,120.301796150917"," 1、2",326,三民第一分局
SF2367," 三民區"," 博惠里",高雄市三民區建國一路458號,"22.635522,120.316464"," 1、2",1222,三民第一分局
SF2369," 三民區"," 興德里",高雄市三民區三民街78號B,"22.636538,120.294351"," 1、2",703,三民第一分局
SF2370," 三民區"," 達勇里",高雄市三民區松江街187之1號,"22.644501,120.303838","  1 ",147,三民第一分局
SF2371," 三民區"," 立德里",高雄市三民區中庸街20號,"22.634523,120.289911","  1 ",59,三民第一分局
SF2372," 三民區"," 安泰里",高雄市三民區察哈爾二街132號,"22.64805,120.299645","  1 ",426,三民第一分局
SF2373," 三民區"," 達勇里",高雄市三民區安寧街340號,"22.640257,120.306222"," 1、2",330,三民第一分局
SF2375," 三民區"," 安東里",高雄市三民區自由一路57號,"22.642453,120.308415","  1 ",433,三民第一分局
SF2376," 三民區"," 達德里",高雄市三民區吉林街319號,"22.65027773,120.306741456292","  1 ",365,三民第一分局
SF2377," 三民區"," 安宜里",高雄市三民區興安街20號,"22.648671,120.29899","  1 ",74,三民第一分局
SF2378," 三民區"," 博愛里",高雄市三民區建國二路100號,"22.637682,120.309826","  1 ",228,三民第一分局
SF2379," 三民區"," 安泰里",高雄市三民區遼寧二街214號,"22.64318,120.297042","  1 ",158,三民第一分局
SF2380," 三民區"," 裕民里",高雄市三民區同盟三路278號,"22.640329,120.28454"," 1、2",1739,三民第一分局
SF2382," 三民區"," 達仁里",高雄市三民區大連街282號,"22.648807,120.305688","  1 ",890,三民第一分局
SF2385," 三民區"," 達明里",高雄市三民區十全一路452號,"22.645567,120.303965","  1 ",120,三民第一分局
SF2386," 三民區"," 德智里",高雄市三民區九如二路138號,"22.640958,120.30938","  1 ",211,三民第一分局
SF2387," 三民區"," 德西里",高雄市三民區中華二路355號,"22.647147,120.291403"," 1、2",979,三民第一分局
SF2388," 三民區"," 興德里",高雄市三民區建國三路297號,"22.637219,120.294906"," 1、2",233,三民第一分局
SF2389," 三民區"," 德智里",高雄市三民區九如二路38號,"22.640736,120.312406","  1 ",158,三民第一分局
SF2390," 三民區"," 民享里",高雄市三民區十全二路2號,"22.645669,120.302653","  1 ",211,三民第一分局
SF2391," 三民區"," 興德里",高雄市三民區三民街50號,"22.636922,120.295271","  1 ",140,三民第一分局
SF2392," 三民區"," 民享里",高雄市三民區重慶街349巷8號,"22.651247,120.301997"," 1、2",603,三民第一分局
SF2394," 三民區"," 安泰里",高雄市三民區天津街12之4號,"22.640442,120.300649","  1 ",206,三民第一分局
SF2395," 三民區"," 安宜里",高雄市三民區漢口街342號,"22.650327,120.297965","  1 ",86,三民第一分局
SF2396," 三民區"," 港東里",高雄市三民區南華路228號,"22.637219,120.303286"," 1、2",471,三民第一分局
SF2397," 三民區"," 達德里",高雄市三民區瀋陽街23號,"22.640198,120.307062","  1 ",55,三民第一分局
SF2398," 三民區"," 港東里",高雄市三民區建國二路22號,"22.63753,120.312582"," 1、2",279,三民第一分局
SF2399," 三民區"," 博愛里",高雄市三民區長明街11號,"22.637803,120.312815","  1 ",131,三民第一分局
SF2401," 三民區"," 長明里",高雄市三民區長明街178之2號,"22.638452,120.306353"," 1、2",443,三民第一分局
SF2402," 三民區"," 安東里",高雄市三民區北平一街120號,"22.65014798,120.305297915227","  1 ",111,三民第一分局
SF2403," 三民區"," 港東里",高雄市三民區河北一路170號,"22.636969,120.312091","  1 ",126,三民第一分局
SF2406," 三民區"," 安東里",高雄市三民區萬全街121號,"22.6480353,120.304644124666","  1 ",282,三民第一分局
SF2407," 三民區"," 德智里",高雄市三民區十全一路161號,"22.644859,120.309206"," 1、2",1374,三民第一分局
SF2409," 三民區"," 力行里",高雄市三民區九如三路271號,"22.643907332401866, 120.28523578700904","  1 ",76,三民第一分局
SF2410," 三民區"," 興德里",高雄市三民區建國三路6號B,"22.63802355,120.30119807699"," 1、2、3",1383,三民第一分局
SF2411," 三民區"," 立德里",高雄市三民區市中一路385號之1,"22.63560088,120.287217594441"," 1、2",1234,三民第一分局
SF2413," 三民區"," 安泰里",高雄市三民區天津街30號,"22.642284,120.300774","  1 ",105,三民第一分局
SF2414," 三民區"," 十美里",高雄市三民區自立一路315號,"22.644328248357564, 120.29629450856643","  1 ",341,三民第一分局
SF2415," 三民區"," 安宜里",高雄市三民區漢口街215號,"22.646622,120.297383","  1 ",186,三民第一分局
SF2417," 三民區"," 鳳北里",高雄市三民區三德西街51號之1,"22.63857935,120.294730294492","  1 ",195,三民第一分局
SF2418," 三民區"," 安和里",高雄市三民區同盟一路397號,"22.651772,120.304261"," 1、2",429,三民第一分局
SF2419," 三民區"," 達仁里",高雄市三民區大連街88號,"22.642258,120.305161","  1 ",196,三民第一分局
SF2421," 三民區"," 安東里",高雄市三民區十全一路215號,"22.644964,120.307676","  1 ",116,三民第一分局
SF2422," 三民區"," 民享里",高雄市三民區十全二路135號,"22.64552,120.299287","  1 ",279,三民第一分局
SF2423," 三民區"," 民享里",高雄市三民區十全二路341號,"22.645892,120.293501","  1 ",463,三民第一分局
SF2424," 三民區"," 德西里",高雄市三民區中華二路102巷8號,"22.640771,120.292511","  1 ",487,三民第一分局
SF2425," 三民區"," 德智里",高雄市三民區十全一路100號,"22.645178,120.310001","  1 ",1193,三民第一分局
SF2426," 三民區"," 港西里",高雄市三民區中山一路325巷2號,"22.637404,120.301997","  1 ",182,三民第一分局
SF2427," 三民區"," 民享里",高雄市三民區十全二路306號,"22.646189,120.295282","  1 ",82,三民第一分局
SF2428," 三民區"," 德智里",高雄市三民區十全一路191號,"22.644926,120.308322","  1 ",122,三民第一分局
SF2429," 三民區"," 興德里",高雄市三民區建國三路487號,"22.63555791,120.289583619816"," 1、2",220,三民第一分局
SF2430," 三民區"," 興德里",高雄市三民區自立一路305號,"22.64402665,120.296276916808","  1 ",252,三民第一分局
SF2431," 三民區"," 民享里",高雄市三民區重慶街372號,"22.651306,120.302732","  1 ",129,三民第一分局
SF2432," 三民區"," 民享里",高雄市三民區重慶街1之5號,"22.640616,120.301604","  1 ",155,三民第一分局
SF2433," 三民區"," 精華里",高雄市三民區哈爾濱街290號,"22.647637,120.300101"," 1、2",646,三民第一分局
SF2436," 三民區"," 安宜里",高雄市三民區興安街85號,"22.650124,120.29885"," 1、2",1117,三民第一分局
SF2437," 三民區"," 德北里",高雄市三民區更新街120號,"22.641362,120.292244"," 1、2",323,三民第一分局
SF2438," 三民區"," 德北里",高雄市三民區更新街119號,"22.641064,120.292255"," 1、2",481,三民第一分局
SF2440," 三民區"," 德智里",高雄市三民區九如二路157號,"22.640578,120.309422"," 1、2",981,三民第一分局
SF2441," 三民區"," 建東里",高雄市三民區河北二路50之7號,"22.637195,120.299785","  1 ",128,三民第一分局
SF2442," 三民區"," 精華里",高雄市三民區哈爾濱街358之3號,"22.649398,120.300284","  1 ",102,三民第一分局
SF2444," 三民區"," 精華里",高雄市三民區九如二路532號,"22.641888,120.296981","  1 ",141,三民第一分局
SF2445," 三民區"," 安泰里",高雄市三民區同盟二路21之2號,"22.651515,120.30244","  1 ",695,三民第一分局
SF2447," 三民區"," 建東里",高雄市三民區南台路195巷15之1號,"22.636956,120.297434"," 1、2、3",959,三民第一分局
SF2448," 三民區"," 興德里",高雄市三民區自立一路71號,"22.636306,120.296729"," 1、2",2563,三民第一分局
SF2449," 三民區"," 興德里",高雄市三民區三民街1號,"22.637055,120.296537"," 1、2",2917,三民第一分局
SF2452," 三民區"," 民享里",高雄市三民區十全二路128號,"22.645892,120.299597"," 1、2、3",446,三民第一分局
SF2453," 三民區"," 安泰里",高雄市三民區同盟二路61號,"22.651136,120.301306","  1 ",1963,三民第一分局
SF2456," 三民區"," 港西里",高雄市三民區建國三路2之2號,"22.638394,120.301101"," 1、2、3",1134,三民第一分局
SF2460," 三民區"," 安東里",高雄市三民區自由一路100號,"22.647122,120.310169"," 1、2",1007,三民第一分局
SF2461," 三民區"," 德北里",高雄市三民區通化街117號,"22.644313,120.292771","  1 ",192,三民第一分局
SF2462," 三民區"," 裕民里",高雄市三民區同盟三路246巷31號,"22.639614,120.286357"," 1、2",1186,三民第一分局
SF2464," 三民區"," 安和里",高雄市三民區同盟一路365號,"22.651734,120.305141"," 1、2",1158,三民第一分局
SF2465," 三民區"," 千北里",高雄市三民區中和街185號,"22.638746188895276, 120.28641632298508","  1 ",1723,三民第一分局
SF2466," 三民區"," 博惠里",高雄市三民區凱歌路85之2號,"22.636227,120.317708","  1 ",621,三民第一分局
SF2467," 三民區"," 德智里",高雄市三民區九如二路18號,"22.640667,120.313205","  1 ",118,三民第一分局
