編號,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度,村里別
541.0,臺中市北屯區軍福9路158號9樓1,1.0,936.0,第五分局,120.746231,24.19131032,廍子里
542.0,"臺中市北屯區廍子巷7弄26號 ",1.0,200.0,第五分局,120.7252861,24.15876017,廍子里
543.0,"臺中市北屯區廍子路327號 ",1.0,598.0,第五分局,120.7589113,24.17001861,廍子里
544.0,臺中市北屯區樹孝路586號,3.0,1035.0,第五分局,120.7169421,24.17553629,廍子里
545.0,"臺中市北屯區樹孝路718號 ",3.0,1503.0,第五分局,120.7169421,24.17562438,廍子里
546.0,臺中市北屯區樹孝路758號,2.0,418.0,第五分局,120.7169421,24.17562438,廍子里
547.0,"臺中市北屯區環中東路2段253號 ",1.0,496.0,第五分局,120.7301412,24.17682846,和平里
548.0,"臺中市北屯區環中東路2段281號 ",1.0,604.0,第五分局,120.7202507,24.16178302,和平里
549.0,"臺中市北屯區環中東路2段420號 ",1.0,265.0,第五分局,120.7207847,24.16183895,和平里
550.0,臺中市北屯區環中東路2段431號,1.0,178.0,第五分局,120.7246348,24.16729004,和平里
551.0,"臺中市北屯區環中東路三段37號 ",3.0,1044.0,第五分局,120.7248066,24.17700495,廍子里
552.0,臺中市北屯區環太東路459號,3.0,5210.0,第五分局,120.7193993,24.1730082,廍子里
553.0,臺中市北屯區環太東路513號,3.0,4816.0,第五分局,120.7179008,24.1603148,廍子里
554.0,"臺中市北屯區環太東路621號 ",3.0,2703.0,第五分局,120.7241054,24.16232763,廍子里
555.0,臺中市北屯區和福路191號五樓之5,1.0,1665.0,第五分局,120.746231,24.19131032,和平里
556.0,臺中市北屯區太順五街36,1.0,284.0,第五分局,120.7268954,24.17172221,廍子里
557.0,臺中市北屯區祥順路一段456號2樓之1,1.0,323.0,第五分局,120.7450038,24.18312892,廍子里
558.0,臺中市北屯區山西中街78號,1.0,461.0,第五分局,"120°41'03.8""E","24°11'09.9""N ",仁和里
559.0,臺中市北屯區山西南一街12號,3.0,970.0,第五分局," 120°41'07.7""E","24°11'03.0""N",仁和里
560.0,臺中市北屯區山西路三段102號,4.0,351.0,第五分局,"120°41'02.5""E","24°11'07.5""N ",仁和里
561.0,"臺中市北屯區中清路110-28號  ",1.0,265.0,第五分局,"120°39'42.4""E","24°11'23.7""N",后庄里
562.0,臺中市北屯區中清路110-64號,1.0,6233.0,第五分局,"120°39'40.7""E","24°11'26.2""N ",后庄里
563.0,臺中市北屯區中清路112-87號,1.0,192.0,第五分局,"120°39'40.4""E","24°11'30.7""N ",后庄里
564.0,臺中市北屯區中清路112巷11-2號,1.0,1166.0,第五分局," 120°40'14.6""E","24°10'32.9""N",后庄里
565.0,臺中市北屯區四平路284號,1.0,66.0,第五分局,120.6810983,24.19072074,仁和里
566.0,臺中市北屯區四平路286號,1.0,66.0,第五分局,120.6811664,24.19073835,仁和里
567.0,臺中市北屯區仁美十巷88號,1.0,150.0,第五分局,120.6880142,24.19579303,仁美里
568.0,臺中市北屯區仁美里30鄰豐樂路10-22,1.0,58.0,第五分局,120.6855217,24.193294,仁美里
569.0,臺中市北屯區仁美里9鄰豐樂路15-2號,1.0,50.0,第五分局,120.6870022,24.19369401,仁美里
570.0,臺中市北屯區仁美里豐樂路12-7號,1.0,66.0,第五分局,120.6869356,24.19330817,仁美里
571.0,臺中市北屯區水湳路136-1號,1.0,638.0,第五分局,120.6790738,24.18576078,仁和里
572.0,"臺中市北屯區水湳路145-5號  ",1.0,261.0,第五分局,120.6821507,24.19109378,仁和里
573.0,"臺中市北屯區水湳路建昌巷8號  ",1.0,416.0,第五分局,120.6825701,24.19159484,仁和里
574.0,"臺中市北屯區四平路152-6號  ",1.0,250.0,第五分局,120.676416,24.18453217,四民里
575.0,臺中市北屯區四平路161號,1.0,3638.0,第五分局,120.6751872,24.18316074,仁和里
576.0,"臺中市北屯區四平路161號 ",1.0,250.0,第五分局,120.6751872,24.18316074,仁和里
577.0,臺中市北屯區四平路216-1號,1.0,590.0,第五分局,120.6798196,24.18834158,仁和里
578.0,臺中市北屯區四平路238巷11號,2.0,614.0,第五分局,120.6811918,24.18935127,仁和里
579.0,臺中市北屯區四平路238巷25號,2.0,565.0,第五分局,120.6823203,24.19058429,仁和里
580.0,臺中市北屯區四平路238巷390號,2.0,317.0,第五分局,120.6833592,24.19114084,仁和里
581.0,臺中市北屯區四平路318號,2.0,976.0,第五分局,120.6813359,24.19159444,仁和里
582.0,"臺中市北屯區四平路417巷1-6號 ",1.0,275.0,第五分局,120.6803077,24.190373,仁和里
583.0,臺中市北屯區四平路486巷18號,1.0,581.0,第五分局,120.6830856,24.19549195,四民里
584.0,臺中市北屯區四平路568巷5號,5.0,5228.0,第五分局,120.6841803,24.19660183,四民里
585.0,臺中市北屯區四民里四平路154-15號,1.0,66.0,第五分局,120.6764173,24.1845197,四民里
586.0,臺中市北屯區新興路9巷45弄23號,1.0,66.0,第五分局,120.661845,24.19536748,同榮里
587.0,臺中市北屯區同榮路130巷1號,2.0,513.0,第五分局,120.661995,24.19448735,同榮里
588.0,臺中市北屯區同榮路267巷9號,1.0,668.0,第五分局,120.6630482,24.19839091,同榮里
589.0,臺中市北屯區同榮路299號,1.0,309.0,第五分局,120.6635879,24.19930651,同榮里
590.0,臺中市北屯區后庄一街158號,1.0,1180.0,第五分局,120.6635332,24.18826303,后庄里
591.0,臺中市北屯區后庄一街63號,1.0,754.0,第五分局,120.6635502,24.18788386,后庄里
592.0,"臺中市北屯區后庄七街188號 ",1.0,116.0,第五分局,120.6652453,24.19157236,后庄里
593.0,"臺中市北屯區后庄七街196號 ",1.0,116.0,第五分局,120.6650699,24.1917996,后庄里
594.0,臺中市北屯區后庄七街201號,1.0,96.0,第五分局,120.6648171,24.19197067,后庄里
595.0,臺中市北屯區后庄七街308巷36號,2.0,427.0,第五分局,120.6652438,24.19438762,后庄里
596.0,臺中市北屯區后庄二街90號,3.0,980.0,第五分局,120.6646496,24.18790731,后庄里
597.0,臺中市北屯區后庄六街68號,2.0,618.0,第五分局,120.6656461,24.18969539,后庄里
598.0,臺中市北屯區后庄北路108號,1.0,257.0,第五分局,120.6640632,24.19024851,后庄里
599.0,臺中市北屯區后庄北路187號,2.0,1338.0,第五分局,120.666135,24.19225791,后庄里
600.0,臺中市北屯區后庄北路86號,2.0,528.0,第五分局,120.6638589,24.1901376,后庄里
601.0,臺中市北屯區中清路二段1166巷55號2樓,1.0,640.0,第五分局,120.6616866,24.19315457,后庄里
602.0,臺中市北屯區后庄路137號,1.0,125.0,第五分局,120.6654413,24.19050452,后庄里
603.0,"臺中市北屯區后庄路2-10巷12-2號  ",1.0,650.0,第五分局,120.6659997,24.19058123,后庄里
604.0,"臺中市北屯區后庄路2-10巷13弄9號  ",1.0,883.0,第五分局,120.6660001,24.19057923,后庄里
605.0,"臺中市北屯區后庄路24號 ",1.0,500.0,第五分局,120.663012,24.18879618,仁和里
606.0,臺中市北屯區后庄路306號,3.0,437.0,第五分局,120.6675125,24.19147607,后庄里
607.0,臺中市北屯區后庄路39號,2.0,1802.0,第五分局,120.6636906,24.18949995,后庄里
608.0,"臺中市北屯區后庄路699號  ",1.0,2131.0,第五分局,120.6770229,24.19356157,同榮里
609.0,"臺中市北屯區后庄路910號  ",1.0,1668.0,第五分局,120.6785891,24.19204227,仁和里
610.0,臺中市北屯區庄美街169號,2.0,500.0,第五分局,120.6662922,24.1928374,后庄里
611.0,臺中市北屯區庄美街198號,1.0,258.0,第五分局,120.6650395,24.19180667,后庄里
612.0,臺中市北屯區庄美街226號,2.0,401.0,第五分局,120.6663809,24.19266645,后庄里
613.0,臺中市北屯區庄美街28號,2.0,709.0,第五分局,120.6620484,24.19111587,后庄里
614.0,"臺中市北屯區更生巷190號  ",1.0,868.0,第五分局,120.6636963,24.19985424,同榮里
615.0,臺中市北屯區昌平東二路156號,3.0,627.0,第五分局,120.6876382,24.18923213,仁美里
616.0,臺中市北屯區昌平東三路58號,1.0,406.0,第五分局,120.6891111,24.18975467,仁美里
617.0,"臺中市北屯區昌平路12號  ",1.0,1807.0,第五分局,120.6944597,24.16638479,松竹里
618.0,"臺中市北屯區昌平路2段100號  ",1.0,133.0,第五分局,120.6823996,24.1926913,四民里
619.0,"臺中市北屯區昌平路2段102號  ",1.0,125.0,第五分局,120.6824501,24.19271307,四民里
620.0,臺中市北屯區昌平路2段11-26號,1.0,233.0,第五分局,120.6888685,24.18124426,松竹里
621.0,"臺中市北屯區昌平路2段143號  ",1.0,200.0,第五分局,120.6828484,24.19445317,四民里
622.0,"臺中市北屯區昌平路2段145號  ",1.0,200.0,第五分局,120.6825478,24.19465146,四民里
623.0,臺中市北屯區昌平路2段36-1號,3.0,1643.0,第五分局,120.6868455,24.18812949,仁美里
624.0,臺中市北屯區昌平路2段5-15號,1.0,1161.0,第五分局,120.6903611,24.17932368,松竹里
625.0,"臺中市北屯區昌平路2段63號  ",1.0,100.0,第五分局,120.6821187,24.19257119,四民里
626.0,"臺中市北屯區昌平路2段7號 ",1.0,333.0,第五分局,120.69042,24.17920577,松竹里
627.0,"臺中市北屯區昌平路2段7號  ",1.0,375.0,第五分局,120.69042,24.17920577,松竹里
628.0,"臺中市北屯區昌平路2段95號  ",1.0,333.0,第五分局,120.6824658,24.19331926,四民里
629.0,臺中市北屯區昌平路2段3-21號,1.0,42.0,第五分局,120.6904588,24.17865082,松竹里
630.0,臺中市北屯區昌平路2段3-22號,1.0,42.0,第五分局,120.6905601,24.17865109,松竹里
631.0,臺中市北屯區昌平路2段3-23號,1.0,42.0,第五分局,120.6905479,24.17814785,松竹里
632.0,臺中市北屯區崇德路2段426巷10號,1.0,50.0,第五分局,120.6861225,24.17948272,松竹里
633.0,臺中市北屯區崇德路2段426巷12號,1.0,50.0,第五分局,120.6861225,24.17948272,松竹里
634.0,臺中市北屯區崇德路2段426巷14號,1.0,50.0,第五分局,120.6861225,24.17948272,松竹里
635.0,臺中市北屯區崇德路2段426巷16號,1.0,50.0,第五分局,120.6861225,24.17948272,松竹里
636.0,臺中市北屯區崇德路2段426巷6號,1.0,58.0,第五分局,120.6861225,24.17948272,松竹里
637.0,臺中市北屯區崇德路2段426巷8號,1.0,58.0,第五分局,120.6861225,24.17948272,松竹里
638.0,臺中市北屯區熱河路2段95號,1.0,42.0,第五分局,120.6872227,24.17032487,松竹里
639.0,臺中市北屯區松竹路2段701號,2.0,974.0,第五分局,120.6867417,24.18149627,松竹里
640.0,臺中市北屯區松竹路451號,2.0,650.0,第五分局,120.687931,24.18172531,松竹里
641.0,臺中市北屯區松竹路三段93號,5.0,2107.0,第五分局,120.6829904,24.18162168,松竹里
642.0,臺中市北屯區河北二街36號,4.0,1332.0,第五分局,120.6843755,24.17847759,松竹里
643.0,臺中市北屯區河北二街90號,2.0,562.0,第五分局,120.6830507,24.17848663,松竹里
644.0,"臺中市北屯區河北西街68號  ",1.0,807.0,第五分局,120.682606,24.17814122,松竹里
645.0,臺中市北屯區河北西街88號,5.0,810.0,第五分局,120.6827762,24.179165,松竹里
646.0,"臺中市北屯區河北東街66號 ",1.0,1164.0,第五分局,120.682522,24.17814786,松竹里
647.0,"臺中市北屯區河北路87號  ",1.0,1572.0,第五分局,120.6825543,24.179143,松竹里
648.0,臺中市北屯區長生一街60號,3.0,968.0,第五分局,120.6860907,24.19574008,仁美里
649.0,臺中市北屯區崇德11路59號,2.0,635.0,第五分局,120.687855,24.18913056,仁美里
650.0,臺中市北屯區崇德11路98號,2.0,258.0,第五分局,120.6876728,24.18946849,仁美里
651.0,臺中市北屯區崇德16路226號,3.0,811.0,第五分局,120.6871889,24.19529009,仁美里
652.0,臺中市北屯區崇德七路131號,1.0,283.0,第五分局,120.6866993,24.18073305,松竹里
653.0,"臺中市北屯區崇德二路2段218號  ",1.0,1496.0,第五分局,120.6847844,24.17771715,松竹里
654.0,臺中市北屯區崇德二路二段236號,4.0,859.0,第五分局,120.6840874,24.17775593,松竹里
655.0,臺中市北屯區崇德八路一段176號,3.0,1323.0,第五分局,120.6868049,24.18367817,仁和里
656.0,臺中市北屯區崇德十一路28號,3.0,469.0,第五分局,120.6892158,24.18945028,仁美里
657.0,臺中市北屯區崇德十九路19號,1.0,350.0,第五分局,120.6925568,24.19756342,仁美里
658.0,臺中市北屯區崇德十三路1號,1.0,152.0,第五分局,120.6874807,24.19385014,仁美里
659.0,臺中市北屯區崇德十三路68號,3.0,535.0,第五分局,120.6856425,24.19422502,仁美里
660.0,臺中市北屯區崇德十六路172號,4.0,6835.0,第五分局,120.6892733,24.19521258,仁美里
661.0,臺中市北屯區崇德十六路261號,3.0,1020.0,第五分局,120.6872547,24.1949907,仁美里
662.0,臺中市北屯區崇德十路一段388號,3.0,1251.0,第五分局,120.6887925,24.18841043,仁美里
663.0,臺中市北屯區崇德五路345號,1.0,2238.0,第五分局,120.684322,24.17892532,松竹里
664.0,"臺中市北屯區崇德五路351號  ",1.0,589.0,第五分局,120.6836389,24.17897557,松竹里
665.0,臺中市北屯區崇德六路18號,2.0,2974.0,第五分局,120.6890838,24.18034056,松竹里
666.0,臺中市北屯區崇德路2段346巷1號,1.0,908.0,第五分局,120.6860165,24.17725252,松竹里
667.0,"臺中市北屯區崇德路2段346巷25弄63-1號  ",1.0,645.0,第五分局,120.686563,24.17858899,松竹里
668.0,"臺中市北屯區崇德路2段478巷1-13號  ",1.0,1100.0,第五分局,120.6861075,24.18022604,松竹里
669.0,臺中市北屯區崇德路2段500巷22號,1.0,642.0,第五分局,120.6862535,24.18091276,松竹里
670.0,臺中市北屯區崇德路3段10號,2.0,1883.0,第五分局,120.6864811,24.18274565,仁和里
671.0,"臺中市北屯區崇德路3段10號  ",1.0,2917.0,第五分局,120.6864811,24.18274565,仁和里
672.0,臺中市北屯區崇德路3段2號,1.0,877.0,第五分局,120.6864202,24.18201324,仁和里
673.0,臺中市北屯區崇德路3段568號,1.0,1557.0,第五分局,120.6872012,24.19217864,仁美里
674.0,臺中市北屯區崇德路3段831號,1.0,5162.0,第五分局,120.6865077,24.19797787,四民里
675.0,臺中市北屯區崇德路3段568號,1.0,2765.0,第五分局,120.6866005,24.19184935,仁美里
676.0,臺中市北屯區崇德路三段108號,1.0,399.0,第五分局,120.6864172,24.18377352,仁和里
677.0,臺中市北屯區崇德路三段125號,3.0,594.0,第五分局,120.6859862,24.18600104,仁和里
678.0,臺中市北屯區崇德路三段666號,4.0,1210.0,第五分局,120.6865877,24.19441224,仁美里
679.0,臺中市北屯區崇德路三段91號,4.0,805.0,第五分局,120.685971,24.18449129,仁和里
680.0,臺中市北屯區敦化路467巷9號,1.0,742.0,第五分局,120.6681284,24.18761857,后庄里
681.0,"臺中市北屯區新興路20號  ",1.0,316.0,第五分局,120.6628385,24.19429266,同榮里
682.0,臺中市北屯區新興路3巷2號,1.0,739.0,第五分局,120.5920816,24.18118104,同榮里
683.0,臺中市北屯區新興路9巷101號,1.0,220.0,第五分局,120.5910101,24.17996878,同榮里
684.0,臺中市北屯區新興路9巷27-8號,1.0,257.0,第五分局,120.5910118,24.17996878,同榮里
685.0,"臺中市北屯區新興路9巷30弄37號  ",1.0,1075.0,第五分局,120.6618459,24.1953685,同榮里
686.0,"臺中市北屯區新興路9巷36弄14號  ",1.0,3650.0,第五分局,120.6620953,24.19514559,同榮里
687.0,臺中市北屯區新興路9巷63弄8號,1.0,425.0,第五分局,120.6622019,24.19502692,同榮里
688.0,"臺中市北屯區新興路9巷64弄16號  ",1.0,1982.0,第五分局,120.662125,24.19524878,同榮里
689.0,臺中市北屯區新興路9巷64弄237號,1.0,258.0,第五分局,120.6624068,24.19513736,同榮里
690.0,"臺中市北屯區新興路9巷65號  ",1.0,108.0,第五分局,120.6618419,24.19536867,同榮里
691.0,臺中市北屯區熱河路3段87巷10號,1.0,642.0,第五分局,120.688476,24.17857907,松竹里
692.0,臺中市北屯區熱河路3段93巷42弄18號,2.0,2600.0,第五分局,120.6871245,24.17864318,松竹里
693.0,臺中市北屯區豐樂路10-4號,1.0,783.0,第五分局,120.6846376,24.19350693,仁美里
694.0,"臺中市北屯區豐樂路15-3號  ",1.0,108.0,第五分局,120.6870258,24.19367203,仁美里
695.0,"臺中市北屯區豐樂路15-4號  ",1.0,100.0,第五分局,120.6875415,24.19354126,仁美里
696.0,臺中市北屯區豐樂路28之5號,2.0,1450.0,第五分局,120.6899314,24.1927424,仁美里
697.0,臺中市北屯區豐樂路2段158號,3.0,640.0,第五分局,120.6802164,24.19478407,仁和里
698.0,"臺中市北屯區豐樂路2段168號  ",1.0,1521.0,第五分局,120.679606,24.1948071,仁和里
699.0,"臺中市北屯區豐樂路3巷23號  ",1.0,108.0,第五分局,120.6836284,24.19427732,仁美里
700.0,"臺中市北屯區豐樂路3巷25號  ",1.0,108.0,第五分局,120.6836283,24.19432533,仁美里
701.0,"臺中市北屯區豐樂路3巷27號  ",1.0,108.0,第五分局,120.6836335,24.19435934,仁美里
702.0,"臺中市北屯區中清路154巷36弄8號  ",1.0,508.0,第五分局,120.6778542,24.15551427,同榮里
703.0,"臺中市北屯區中清路154巷48弄34號  ",1.0,142.0,第五分局,120.6772163,24.15511477,同榮里
704.0,"臺中市北屯區中清路154巷52弄12號  ",1.0,266.0,第五分局,120.6778955,24.15585637,同榮里
705.0,臺中市北屯區文心路4段575號,1.0,1781.0,第五分局,120.6829487,24.17328587,平和里
706.0,臺中市北屯區文心路4段575號,1.0,2966.0,第五分局,120.6829487,24.17328587,平和里
707.0,臺中市北屯區文心路4段667號,1.0,1213.0,第五分局,120.6874096,24.17235662,平心里
708.0,臺中市北屯區瀋陽路3段70號,1.0,1197.0,第五分局,120.6876831,24.17322364,平心里
709.0,臺中市北屯區大連路2段193號,1.0,440.0,第五分局,120.6871669,24.17605139,平福里
710.0,臺中市北屯區大連路2段1號,1.0,507.0,第五分局,120.681885,24.17663146,平和里
711.0,臺中市北屯區大連路2段200號,1.0,648.0,第五分局,120.6883388,24.17566824,平福里
712.0,臺中市北屯區大連路2段219號,1.0,988.0,第五分局,120.688255,24.17597289,平福里
713.0,臺中市北屯區大連路2段226號,1.0,1156.0,第五分局,120.6888983,24.17576361,平福里
714.0,臺中市北屯區大連路2段36號,1.0,321.0,第五分局,120.6832599,24.17618326,平和里
715.0,臺中市北屯區大連路3段18號,1.0,1245.0,第五分局,120.6914063,24.17536565,平順里
716.0,臺中市北屯區大連路3段21巷17號,1.0,1208.0,第五分局,120.6911468,24.17630986,平順里
717.0,臺中市北屯區大連路3段52號,1.0,437.0,第五分局,120.6920034,24.17523619,平順里
718.0,臺中市北屯區大連路3段61號,1.0,489.0,第五分局,120.6924171,24.17538095,平順里
719.0,臺中市北屯區大連路3段70巷37號,1.0,1140.0,第五分局,120.6925436,24.17507016,平順里
720.0,臺中市北屯區山西路2段242號,1.0,531.0,第五分局,120.6765137,24.17472661,平和里
721.0,臺中市北屯區天津路3段113號,2.0,341.0,第五分局,120.6828717,24.16964325,平德里
722.0,臺中市北屯區天津路3段1號,1.0,902.0,第五分局,120.6795097,24.16996006,平德里
723.0,臺中市北屯區天津路4段94號,1.0,562.0,第五分局,120.687812,24.16924178,平安里
724.0,臺中市北屯區文心路4段137號,1.0,889.0,第五分局,120.6755198,24.17388547,平和里
725.0,臺中市北屯區文心路4段213號,1.0,526.0,第五分局,120.6771608,24.17355618,平和里
726.0,臺中市北屯區文心路4段339號,1.0,520.0,第五分局,120.6809684,24.17290358,平和里
727.0,臺中市北屯區文心路4段462號,1.0,1109.0,第五分局,120.6826496,24.17224428,平德里
728.0,臺中市北屯區文心路4段486號,1.0,443.0,第五分局,120.6831651,24.17212947,平德里
729.0,臺中市北屯區文心路4段532號,1.0,656.0,第五分局,120.6849211,24.17198651,平德里
730.0,臺中市北屯區文心路4段595號,1.0,2239.0,第五分局,120.6845203,24.17252508,平和里
731.0,臺中市北屯區文心路4段623號,1.0,1426.0,第五分局,120.6867434,24.17220908,平心里
732.0,臺中市北屯區文心路4段693號,1.0,419.0,第五分局,120.6886256,24.1720039,平心里
733.0,臺中市北屯區文心路4段696號,1.0,1161.0,第五分局,120.6873656,24.17160878,平安里
734.0,臺中市北屯區文心路4段752號,1.0,699.0,第五分局,120.6884834,24.17159338,平安里
735.0,臺中市北屯區文心路4段506號,4.0,550.0,第五分局,120.6837045,24.17208163,平德里
736.0,臺中市北屯區文昌東七街56巷18號,1.0,729.0,第五分局,120.689243,24.16975113,平安里
737.0,臺中市北屯區北平路4段52號,2.0,499.0,第五分局,120.6889332,24.17044431,平安里
738.0,臺中市北屯區崇德路2段168號,1.0,6461.0,第五分局,120.6857394,24.17283109,平心里
739.0,臺中市北屯區崇德路二段255號,1.0,118.0,第五分局,120.6855566,24.17640835,平陽里
740.0,臺中市北屯區天津路三段160號,1.0,149.0,第五分局,120.6842324,24.16943389,平德里
741.0,臺中市北屯區安順二街43號,1.0,566.0,第五分局,120.6823086,24.17441268,平和里
742.0,臺中市北屯區安順二街75號,1.0,300.0,第五分局,120.6839322,24.17418271,平和里
743.0,臺中市北屯區安順東6街50號,1.0,8356.0,第五分局,120.6846322,24.17401047,平和里
744.0,臺中市北屯區安順東五街19號,1.0,583.0,第五分局,120.682642,24.17506599,平和里
745.0,臺中市北屯區昌平路1段95-14號,1.0,1405.0,第五分局,120.6897652,24.17222934,平心里
746.0,臺中市北屯區河北路3段16號,1.0,4040.0,第五分局,120.6838748,24.17712345,平陽里
747.0,臺中市北屯區河北路2段1-2號,1.0,656.0,第五分局,120.6828995,24.16877308,平德里
748.0,臺中市北屯區河北路2段219號,1.0,916.0,第五分局,120.6835285,24.17510008,平陽里
749.0,臺中市北屯區河北路2段8號,1.0,1033.0,第五分局,120.6831265,24.16891716,平德里
750.0,臺中市北屯區青島路3段15號,1.0,729.0,第五分局,120.6795178,24.16863064,平德里
751.0,臺中市北屯區柳陽西街8號,1.0,588.0,第五分局,120.688936,24.16813272,平安里
752.0,臺中市北屯區柳陽西街92巷2號,1.0,3791.0,第五分局,120.6930474,24.1755256,平順里
753.0,臺中市北屯區旅順路1段138號,1.0,1791.0,第五分局,120.6815654,24.17489868,平和里
754.0,臺中市北屯區旅順路1段14號,1.0,1306.0,第五分局,120.676903,24.17542377,平陽里
755.0,臺中市北屯區旅順路1段150號,1.0,651.0,第五分局,120.6821123,24.17485844,平和里
756.0,臺中市北屯區旅順路1段258號,1.0,833.0,第五分局,120.684628,24.17457798,平和里
757.0,臺中市北屯區旅順路1段98號,1.0,1996.0,第五分局,120.6792864,24.17516158,平陽里
758.0,臺中市北屯區旅順路2段161號,1.0,447.0,第五分局,120.6946692,24.17369468,平陽里
759.0,臺中市北屯區旅順路2段201號,1.0,552.0,第五分局,120.6921926,24.17401806,平順里
760.0,臺中市北屯區崇德路2段130號,1.0,1401.0,第五分局,120.6855797,24.1710412,平安里
761.0,臺中市北屯區崇德路2段16號,1.0,1312.0,第五分局,120.6854119,24.16882876,平安里
762.0,臺中市北屯區崇德路2段227號,1.0,1470.0,第五分局,120.6854702,24.175185,平陽里
763.0,臺中市北屯區崇德路2段252號,1.0,1956.0,第五分局,120.6858431,24.1749127,平福里
764.0,臺中市北屯區崇德路2段282號,1.0,4256.0,第五分局,120.6859855,24.17587598,平福里
765.0,臺中市北屯區崇德路2段51號,1.0,718.0,第五分局,120.6851487,24.1703136,平德里
766.0,臺中市北屯區梅川西路4段105號,1.0,1302.0,第五分局,120.6785171,24.16891626,平和里
767.0,臺中市北屯區梅川西路4段286號,1.0,1416.0,第五分局,120.6795416,24.17429099,平和里
768.0,臺中市北屯區梅川東路4段106號,2.0,1093.0,第五分局,120.680077,24.17443589,平和里
769.0,臺中市北屯區梅川東路4段50號,1.0,1875.0,第五分局,120.6796447,24.17133039,平德里
770.0,臺中市北屯區綏遠路2段38號,1.0,294.0,第五分局,120.6814544,24.17009768,平德里
771.0,臺中市北屯區熱河路2段117號,1.0,1790.0,第五分局,120.6874309,24.17099227,平安里
772.0,臺中市北屯區熱河路2段175號,1.0,138.0,第五分局,120.6876743,24.17286498,平心里
773.0,臺中市北屯區熱河路2段196號,1.0,547.0,第五分局,120.6880285,24.17379428,平順里
774.0,臺中市北屯區熱河路2段23號,1.0,630.0,第五分局,120.6869577,24.16885946,平安里
775.0,臺中市北屯區熱河路2段2號,1.0,552.0,第五分局,120.6871613,24.16836369,平安里
776.0,臺中市北屯區熱河路2段65號,1.0,520.0,第五分局,120.6871637,24.16968939,平安里
777.0,臺中市北屯區瀋陽路2段148號,1.0,760.0,第五分局,120.6838396,24.17343498,平和里
778.0,臺中市北屯區瀋陽路2段33號,1.0,495.0,第五分局,120.6809963,24.17394708,平和里
779.0,臺中市北屯區瀋陽路2段42號,1.0,1265.0,第五分局,120.681308,24.17371698,平和里
780.0,臺中市北屯區瀋陽路3段105號,1.0,1041.0,第五分局,120.6820813,24.17385398,平心里
781.0,臺中市北屯區瀋陽路3段112號,1.0,1406.0,第五分局,120.6829258,24.1736392,平心里
782.0,臺中市北屯區瀋陽路3段54號,1.0,1151.0,第五分局,120.6872698,24.17306038,平心里
783.0,臺中市北屯區北屯路419巷52弄2號,1.0,859.0,第五分局,120.69908,24.17611,舊社里
784.0,臺中市北屯區北屯路435號,1.0,392.0,第五分局,120.69926,24.17815,舊社里
785.0,臺中市北屯區北屯路435號,1.0,333.0,第五分局,120.69926,24.17823,舊社里
786.0,臺中市北屯區北屯路435號,1.0,111.0,第五分局,120.69926,24.17823,舊社里
787.0,臺中市北屯區北屯路435號,1.0,516.0,第五分局,120.69926,24.17823,舊社里
788.0,臺中市北屯區北屯路435號,1.0,846.0,第五分局,120.69926,24.17823,舊社里
789.0,臺中市北屯區松竹路36號,1.0,1475.0,第五分局,120.70252,24.17810,舊社里
790.0,臺中市北屯區北屯路370號,1.0,2916.0,第五分局,120.69988,24.17644,舊社里
791.0,臺中市北屯區北屯路388號,1.0,1250.0,第五分局,120.70012,24.17746,舊社里
792.0,臺中市北屯區北屯路419巷52弄34號,1.0,416.0,第五分局,120.69913,24.17620,舊社里
793.0,臺中市北屯區北屯路419巷52弄71號,1.0,292.0,第五分局,120.69909,24.17620,舊社里
794.0,臺中市北屯區北屯路426之10號,1.0,717.0,第五分局,120.70089,24.17837,舊社里
795.0,臺中市北屯區北屯路437巷7號,1.0,583.0,第五分局,120.70057,24.17971,舊社里
796.0,臺中市北屯區北屯路439-11號,1.0,937.0,第五分局,120.70046,24.17919,舊社里
797.0,臺中市北屯區北屯路北屯路428號,1.0,2416.0,第五分局,120.70085,24.17887,舊社里
798.0,臺中市北屯區竹興街10號,2.0,3391.0,第五分局,120.70495,24.17330,舊社里
799.0,臺中市北屯區旱溪西路3段170號,1.0,1013.0,第五分局,120.70447,24.17187,舊社里
800.0,臺中市北屯區旱溪西路3段280號,2.0,617.0,第五分局,120.70883,24.17409,舊社里
801.0,臺中市北屯區旱溪西路三段229號,2.0,2387.0,第五分局,120.70730,24.17390,舊社里
802.0,臺中市北屯區松竹五路1段135號,2.0,2342.0,第五分局,120.70851,24.17478,舊社里
803.0,臺中市北屯區松竹五路1段280號,1.0,568.0,第五分局,120.70729,24.17458,舊社里
804.0,臺中市北屯區松竹五路一段223號,1.0,2584.0,第五分局,120.70720,24.17497,舊社里
805.0,臺中市北屯區松竹路2段34巷16弄26號,1.0,525.0,第五分局,120.70136,24.18363,舊社里
806.0,臺中市北屯區松竹路2段34巷6號,1.0,421.0,第五分局,120.70074,24.18298,舊社里
807.0,臺中市北屯區松竹路2段5號,1.0,653.0,第五分局,120.69986,24.18246,舊社里
808.0,臺中市北屯區松竹路34巷16弄26號,1.0,525.0,第五分局,120.70149,24.18354,舊社里
809.0,臺中市北屯區松竹路446號,1.0,125.0,第五分局,120.68857,24.18235,舊社里
