類別,建築物名稱,電腦編號,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,停車場坡道,備註
,日光苑,EPA01493,1鄰高鐵南路二段283號,25.002595,121.204839,2,976.0,中壢分局,,青埔所
,佳昂躍世界,EPA01497,7鄰永能路16號,25.006744,121.203202,3,1191.0,中壢分局,,青埔所
,東方明珠,EPA01498,28鄰大華一街26號,25.0205738,121.2195488,2,1278.0,中壢分局,,青埔所
,太子馥,EPA01499,35鄰致遠一路129號5樓,25.006643,121.212926,2,2673.0,中壢分局,,青埔所
,世界MRT,EPA01500,1鄰領航北路一段261號2樓,25.006302,121.20071,2,1743.0,中壢分局,,青埔所
,尊藏帝苑,EPA01501,1鄰文智路92號10樓,25.001889,121.206947,2,1479.0,中壢分局,,青埔所
,紐約線上,EPA01502,19鄰青商路76號2樓,25.005723,121.21707,3,1190.0,中壢分局,,青埔所
,太睿A19,EPA01503,2鄰聖溪二路208號5樓之2,25.021003,121.196172,2,1535.0,中壢分局,,青埔所
,東京線上,EPA01509,7鄰領航北路二段2號,25.007625,121.202212,3,1036.0,中壢分局,,青埔所
,青沐,EPA01514,7鄰永春路143號,25.012903,121.205932,2,452.0,中壢分局,,青埔所
,布拉格水立方二期,EPA01515,35鄰致遠一路17號9樓,25.005624,121.211448,2,1056.0,中壢分局,,青埔所
,宜誠大容國美館,EPA01516,35鄰公園路一段76號,25.004598,121.210827,2,2040.0,中壢分局,,青埔所
,青昕,EPA01523,4鄰青埔四街88號,25.005723,121.220206,1,325.0,中壢分局,,青埔所
,世界CBD,EPA01524,4鄰青商路123號6樓,25.006965,121.217949,3,1282.0,中壢分局,,青埔所
,佳昂河沐,EPA01525,35鄰公園路一段87號2樓,25.004978,121.210337,3,1083.0,中壢分局,,青埔所
,國際高鐵上品苑,EPA01527,5鄰永順三街50號,25.013,121.204653,1,511.0,中壢分局,,青埔所
,上城捷境,EPA01528,4鄰青商路1號,25.005355,121.216293,3,1408.0,中壢分局,,青埔所
,明日苑NO1國品苑,EPA01529,4鄰青商路129號2樓,25.007266,121.218213,3,791.0,中壢分局,,青埔所
,國際高鐵捷運首席,EPA01530,7鄰民權路四段281號10樓,25.0065,121.202302,3,1938.0,中壢分局,,青埔所
,海德公園,EPA01531,29鄰高鐵北路二段96號,25.018352,121.220657,2,841.0,中壢分局,,青埔所
,東方明珠NO2,EPA01532,28鄰大成路二段49號,25.021628,121.219479,3,1230.0,中壢分局,,青埔所
,竹城羽田,EPA01533,29鄰大成路二段1號,25.0197661,121.2209482,3,1349.0,中壢分局,,青埔所
,喜大人,EPA01534,1鄰高鐵北路二段1號,25.017699,121.218231,1,402.0,中壢分局,,青埔所
,帝一莊社區,EPA01543,37鄰領航北路四段310號,25.0239504,121.2201981,2,3577.0,中壢分局,,青埔所
,順儷MIHO,EPA01544,7鄰洽溪路171號,25.007799,121.205716,2,705.0,中壢分局,,青埔所
,順儷,EPA01545,28鄰大豐四街8號,25.023127,121.218616,2,751.0,中壢分局,,青埔所
,順儷V2,EPA01546,26鄰大智路99號,25.0227197,121.2169036,2,646.0,中壢分局,,青埔所
,鋒橋遠見,EPA01547,6鄰民權路四段742號,25.01312,121.203808,2,629.0,中壢分局,,青埔所
,晨豐建設有限公司,EPA01548,3鄰青峰路二段112號,25.018038,121.222199,2,305.0,中壢分局,,青埔所
,國際高鐵捷運之星,EPA01549,38鄰大成路一段2號,25.018425,121.223725,2,2361.0,中壢分局,,青埔所
,太睿泰極,EPA01550,1鄰領航南路一段89號,25.001135,121.205347,2,1722.0,中壢分局,,青埔所
,太睿泰極,EPA01556,1鄰領航南路一段89號,25.001242,121.205379,2,1722.0,中壢分局,,青埔所
,AIC營邦企業,EPA01557,26鄰領航北路四段152號,25.023683,121.216676,2,926.0,中壢分局,,青埔所
,宜城當代國學館,EPA01558,27鄰大勇路31號2樓,25.019889,121.21878,2,2032.0,中壢分局,,青埔所
,威均雙子星,EPA01559,1鄰文平路70號,25.004469,121.204369,3,1291.0,中壢分局,,青埔所
,璟都帝一琚,EPA01560,28鄰大豐二街60號2樓,25.0222881,121.2209089,2,1222.0,中壢分局,,青埔所
,國際高鐵御景,EPA01561,7鄰高鐵南路一段372號13樓,25.006857,121.208126,3,975.0,中壢分局,,青埔所
,宜誠當代國瑭,EPA01562,7鄰公園路二段250號,24.962515,121.23015,2,3060.0,中壢分局,,青埔所
,太子馥NO2,EPA01563,7鄰領航北路二段192號,25.008602,121.204177,3,3239.0,中壢分局,,青埔所
,新潤明日苑NO3,EPA01564,4鄰領航南路三段320號9樓,25.011343,121.221304,4,543.0,中壢分局,,青埔所
,青埔國中,EPA01571,7鄰領航北路二段281號,25.011357,121.205993,1,809.0,中壢分局,,青埔所
,曜見築,EPA01572,34鄰興德路30號,25.019297,121.212321,2,1591.0,中壢分局,,青埔所
,華固天圓,EPA01573,7鄰領航北路二段336號,25.010506,121.205281,3,1925.0,中壢分局,,青埔所
,新潤明日苑NO5國寶苑,EPA01574,4鄰青商路359號,25.011201,121.22195,4,535.0,中壢分局,,青埔所
,宜誠有合,EPA01575,8鄰文發路181號,25.003021,121.20913,3,1138.0,中壢分局,,青埔所
,力璞棧,EPA01576,4鄰青商路298號,25.008528,121.220095,3,928.0,中壢分局,,青埔所
,新潤明日苑NO2國璽苑,EPA01577,7鄰領航北路二段67號,25.007606,121.202202,4,2264.0,中壢分局,,青埔所
,華爾道夫NO1,EPA01583,1鄰文智路160號,25.002071,121.208723,3,1477.0,中壢分局,,青埔所
,新潤明日苑NO6,EPA01584,7鄰洽溪路351號,25.010421,121.208295,3,1735.0,中壢分局,,青埔所
,太睿澐極,EPA01585,7鄰文發路361號,25.006701,121.209182,3,1318.0,中壢分局,,青埔所
,翔譽17,EPA01586,28鄰大豐一街62號八樓之6,25.02315,121.218816,3,1103.0,中壢分局,,青埔所
,佳瑞盈+,EPA01587,4鄰青埔五街77號四樓,25.005996,121.222521,2,1166.0,中壢分局,,青埔所
,昆旺一品閣,EPA01588,1鄰高鐵南路二段278號四樓,25.003366,121.205092,3,1393.0,中壢分局,,青埔所
,一品院,EPA01589,4鄰青埔四街75號,25.005757,121.219874,3,1308.0,中壢分局,,青埔所
,宏普光年NO2,EPA01590,7鄰領航南路二段199號,25.007698,121.20226,3,1704.0,中壢分局,,青埔所
,聯上世界,EPA01591,39鄰高鐵南路一段93號七樓,25.009475,121.210974,3,1717.0,中壢分局,,青埔所
,綠景,EPA01592,1鄰高鐵南路二段223號,25.003764,121.205865,2,983.0,中壢分局,,青埔所
,樺龍康橋新幹線NO8,EPA01593,6鄰民權路四段475號,25.009144,121.201626,2,575.0,中壢分局,,青埔所
,竹風航空城NO1,EPA01594,7鄰文德路118號二樓,25.002181,121.207815,3,1457.0,中壢分局,,青埔所
,富貴旺築,EPA01595,6鄰青埔六街250號,25.005127,121.220969,1,503.0,中壢分局,,青埔所
,琴海,EPA01596,7鄰永春路165號2樓,25.013775,121.205279,3,1555.0,中壢分局,,青埔所
,小森光/島嶼森,EPA01597,26鄰領航北路四段150號,25.0234015,121.2166446,2,773.0,中壢分局,,青埔所
,玖都SWEET東方文華,EPA01598,38鄰大成路一段59號十樓,25.019208,121.222479,3,1345.0,中壢分局,,青埔所
,布拉格之鷹,EPA01606,35鄰致遠一路79號11樓,25.006483,121.212708,2,1421.0,中壢分局,,青埔所
,國際金融雙星,EPA01608,5鄰高鐵站前西路一段286號11樓之8,25.009302,121.217271,3,4189.0,中壢分局,,青埔所
,川睦叡極,EPA01614,8鄰文發路163號12樓,25.002422,121.209895,3,2039.0,中壢分局,,青埔所
,順儷MOMA,EPA01616,7鄰文智路181號,25.002271,121.209409,2,625.0,中壢分局,,青埔所
,悅新西雅圖/綠波廊,EPA01617,3鄰民溪七路35號,25.025521,121.201759,2,1344.0,中壢分局,,青埔所
,中悅八京NO1,EPA01618,4鄰領航南路三段102號,25.008508,121.218372,3,1641.0,中壢分局,,青埔所
,勝旺雲詠,EPA01619,26鄰領航北路四段68號三樓之1,25.02204,121.215519,2,3560.0,中壢分局,,青埔所
,富宇東方悅,EPA01626,7鄰永平街65號,25.007905,121.203284,3,1367.0,中壢分局,,青埔所
,京懋華爾道夫二期,EPA01632,4鄰領航南路三段350號,25.012439,121.221468,3,1585.0,中壢分局,,青埔所
,宜雄玉荷,EPA01633,4鄰民溪三路135巷85號二樓之1,25.016314,121.199611,2,1305.0,中壢分局,,青埔所
,宜誠當代國璞,EPA01634,4鄰青溪路一段121號,25.007597,121.222676,2,1077.0,中壢分局,,青埔所
,新潤國峰苑,EPA01639,1鄰領航南路一段85號4樓之2,25.001374,121.204766,3,2145.0,中壢分局,,青埔所
,佳陞巴黎線上,EPA01644,6鄰永順街12號,25.01123,121.203377,3,738.0,中壢分局,,青埔所
,新潤國都苑,EPA01647,6鄰永裕路76號22樓,25.00846,121.200785,4,1901.0,中壢分局,,青埔所
,皇居大苑,EPA01650,4鄰青埔四街173號,25.00736,121.221738,2,1993.0,中壢分局,,青埔所
,佳瑞幸福捷境,EPA01651,7鄰新生路三段878號五樓,25.005568,121.213702,2,1110.0,中壢分局,,青埔所
,璟都HOME1,EPA01653,6鄰永園路408號8樓之3,25.007101,121.200202,3,3246.0,中壢分局,,青埔所
,謝忠麟宅,EPA01656,35鄰新生路四段141號,25.007344,121.213425,1,311.0,中壢分局,,青埔所
,彥霖室內設計,EPA01657,3鄰青峰路二段2號,25.016075,121.220037,無,444.0,中壢分局,,青埔所
,大睦森悅,EPA01662,4鄰青埔二街163號,25.008486,121.221029,3,1838.0,中壢分局,,青埔所
,竹風青田,EPA01663,6鄰永園路一段108號16樓,25.011272,121.201128,3,2576.0,中壢分局,,青埔所
,國際高鐵桂冠,EPA01664,35鄰新生路四段101號,25.006422,121.213552,2,442.0,中壢分局,,青埔所
,謝白鳳蘭宅,EPA01666,35鄰青埔路二段20號,25.00798,121.215777,2,385.0,中壢分局,,青埔所
,聯上世紀,EPA01667,4鄰青商路18號7樓,25.005098,121.216656,3,604.0,中壢分局,,青埔所
,布拉格站前之星,EPA01669,2鄰青峰路一段53號,25.014994,121.218751,3,2688.0,中壢分局,,青埔所
,大園農會,EPA01674,35鄰新生路四段235號,25.007715,121.21342,2,604.0,中壢分局,,青埔所
,太子馥三期,EPA01679,35鄰公園路一段37號2樓,25.004000,121.211261,3,1898.0,中壢分局,,青埔所
,竹風青庭,EPA01681,7鄰領航北路一段310號10樓之5,25.006527,121.200709,3,2219.0,中壢分局,,青埔所
,洪正明宅,EPA01682,1鄰高鐵北路二段9號,25.01764,121.218324,1,195.0,中壢分局,,青埔所
,順儷米蘭達,EPA01684,13鄰洽溪路215號,25.008629,121.20653,3,1252.0,中壢分局,,青埔所
,中悅柏軒,EPA01689,15鄰高鐵站前西路二段17號三樓,25.008487,121.21881,3,1110.0,中壢分局,,青埔所
,寶徠花園,EPA01691,46鄰高鐵南路一段50號14樓之8,25.011385,121.211542,5,2548.0,中壢分局,,青埔所
,歐洲夢生活館,EPA01694,13鄰永信路151號,25.009242,121.206917,1,227.0,中壢分局,,青埔所
,捷寶雲品,EPA01696,14鄰高鐵站前東路二段150號二樓,25.00863,121.221941,2,2098.0,中壢分局,,青埔所
,"禾林RICH ONE",EPA01697,15鄰高鐵站前西路2段57號,25.007901,121.219602,3,2055.0,中壢分局,,青埔所
,玖都捷座,EPA01701,40鄰大成路二段125號,25.023276,121.217665,3,1115.0,中壢分局,,青埔所
,宜雄玉環,EPA01702,35鄰致善路一段88號,25.005287,121.210025,3,530.0,中壢分局,,青埔所
,參倆參攝影棚,EPA01704,7鄰永能路332號,25.010291,121.207382,1,330.0,中壢分局,,青埔所
,皇樓景堡,EPA01706,15鄰青埔里15鄰高鐵站前東路二段112號,25.008772,121.221602,2,589.0,中壢分局,,青埔所
,站前A+,EPA01707,2鄰青埔里2鄰青雲路100號13樓之1,25.01414,121.220333,3,1947.0,中壢分局,,青埔所
,青墨集,EPA01708,13鄰洽溪里13鄰洽溪路181號,25.007803,121.205999,3,1065.0,中壢分局,,青埔所
,HELLO棧,EPA01712,31鄰橫峰里31鄰春德路136號,25.016739,121.212793,3,1552.0,中壢分局,,青埔所
,宜誠艾美館,EPA01715,38鄰青峰路二段199號二樓之3,25.016165,121.220492,2,1298.0,中壢分局,,青埔所
,青埔國小,EPA01718,新生路四段112號,25.006987,121.213873,1,1231.0,中壢分局,,青埔所
,明日禾禾,EPA01722,12鄰領航南路一段221號,25.00121,121.207884,4,433.0,中壢分局,,青埔所
,大睦微風,EPA01724,14鄰青埔四街189號十四樓,25.007511,121.221859,3,954.0,中壢分局,,青埔所
,威均國際商務城,EPA01732,15鄰領航南路三段468號七樓之12,25.014038,121.222462,3,7923.0,中壢分局,,青埔所
,吉富捷靜,EPA01733,2鄰東芝路一段136號,24.990351932071864,121.21436842208848,1,358.0,中壢分局,,青埔所
,冠德青璞匯,EPA01734,13鄰高鐵南路二段358號14樓,25.001634,121.203334,5,6585.0,中壢分局,,青埔所
,尊騰美術,EPA01736,12鄰文智路76號,25.002021,121.206144,3,769.0,中壢分局,,青埔所
,佳泰世田谷,EPA01739,5鄰青商路308號,25.008787,121.220397,3,1494.0,中壢分局,,青埔所
,昆旺一品閣,EPA01740,12鄰高鐵南路二段279號5樓,25.003317,121.205131,3,1751.0,中壢分局,,青埔所
,成家大璽,EPA01744,3鄰領航南路四段23號十樓之1,25.015819,121.221549,3,7639.0,中壢分局,,青埔所
,璞園的家,EPA01748,2鄰領航南路三段271號十七樓,25.012321,121.221183,4,2839.0,中壢分局,,青埔所
,小森光,EPA01755,14鄰青埔四街167號,25.007276,121.221416,2,878.0,中壢分局,,青埔所
,和逸飯店,EPA01756,2鄰春德路101號,25.017975,121.213776,4,7854.0,中壢分局,,青埔所
,新潤A18,EPA01757,2鄰春德路285號九樓,25.014307,121.213199,3,2929.0,中壢分局,,青埔所
,宜誠有余,EPA01758,15鄰青溪路一段303號十三樓,25.011828,121.223022,2,993.0,中壢分局,,青埔所
,青塘四季,EPA01760,7鄰永能路231號,25.010177,121.206944,3,1208.0,中壢分局,,青埔所
,智寶建設,EPA01762,3鄰青峰路二段130號,25.018347,121.22204,1,165.0,中壢分局,,青埔所
,璟都VPARK,EPA01763,6鄰永裕路15號13樓,25.007188,121.200818,2,1433.0,中壢分局,,青埔所
,宜家家居IKEA,EPA01768,2鄰高鐵站前東路一段1號,25.013156,121.217567,3,6730.0,中壢分局,,青埔所
,國際高鐵君品苑,EPA01769,26鄰中山南路二段663號,25.019749,121.213884,2,873.0,中壢分局,,青埔所
,誠鑫one,EPA01771,6鄰民權路四段561號二樓,25.011555,121.202661,2,1166.0,中壢分局,,青埔所
,大傳席悅,EPA01773,7鄰永春路21號2樓,25.012257,121.207209,2,131.0,中壢分局,,青埔所
,莊昭賢宅,EPA01777,003鄰青昇一街3號,25.016165,121.220492,1,137.0,中壢分局,,青埔所
,全昇新天地,EPA01778,6鄰青埔四街36號14樓,25.00508,121.219707,2,929.0,中壢分局,,青埔所
,采豐所在,EPA01779,46鄰高鐵南路一段98號三樓,25.009563,121.210942,3,1153.0,中壢分局,,青埔所
,新潤明日朗朗,EPA01780,12鄰永泰路93號十六樓,25.00988,121.203452,4,1570.0,中壢分局,,青埔所
,英倫花園,EPA01781,3鄰領航南路四段101號十樓,25.015819,121.221485,3,872.0,中壢分局,,青埔所
,青埔國中,EPA01787,7鄰領航北路二段281號,25.011274,121.206041,1,978.0,中壢分局,,青埔所
,青埔商旅,EPA01788,35鄰公園路一段82號,25.005154,121.210383,1,338.0,中壢分局,,青埔所
,農田水利會,EPA01790,5鄰青埔路二段139號,25.008156,121.215952,3,1984.0,中壢分局,,青埔所
,合展享青松,EPA01794,6鄰青松街331號五樓,25.004322,121.222696,3,1093.0,中壢分局,,青埔所
,樺龍上府,EPA01798,14鄰永園路358號8樓,25.005929,121.199879,2,856.0,中壢分局,,青埔所
,張哲祥宅,EPA01799,4鄰青埔一街56號3樓,25.006097,121.218181,1,460.0,中壢分局,,青埔所
,鉅陞日和花園,EPA01801,15鄰高鐵站前東路二段38號,25.008869,121.221581,5,895.0,中壢分局,,青埔所
,鼎藏文星,EPA01802,5鄰永順一街156號,25.012167,121.206014,2,1144.0,中壢分局,,青埔所
,興富發新森活,EPA01806,5鄰永昌路173號11樓,25.01603,121.208205,4,1371.0,中壢分局,,青埔所
,玖都森學園,EPA01810,7鄰領航北路二段260號,25.007635,121.202266,3,1689.0,中壢分局,,青埔所
,艾爾福公園行旅,EPA01815,大仁路109號,25.021259,121.219254,1,239.0,中壢分局,,青埔所
,良茂詠恆恆美館,EPA01817,4鄰青商路56號,25.005562,121.217028,3,800.0,中壢分局,,青埔所
,國泰大樓,EPA01818,5鄰青埔路二段111號,25.007947,121.215649,2,3572.0,中壢分局,,青埔所
,日勝新京站,EPA01819,2鄰高鐵站前東路一段91號6樓之3,25.0128,121.217236,5,1887.0,中壢分局,,青埔所
,樺龍笙合,EPA01820,8鄰圓光路142號,25.000873,121.191397,2,665.0,中壢分局,,青埔所
,鼎藏麗星,EPA01821,5鄰永順一街206號,25.012952,121.205021,3,1014.0,中壢分局,,青埔所
,聯上3Q,EPA01822,7鄰領航北路二段230號十四樓,25.007112,121.201461,3,2349.0,中壢分局,,青埔所
,布拉格文學苑,EPA01823,新生路四段265號,25.008318,121.213409,2,1372.0,中壢分局,,青埔所
,大睦站前首席,EPA01826,3鄰青峰路二段69號9樓,25.017895,121.221572,3,1392.0,中壢分局,,青埔所
,合康心上城,EPA01827,領航北路四段122號,25.0226698,121.2160769,2,1956.0,中壢分局,,青埔所
,崐源富比仕8,EPA01830,民權路五段76巷21號,25.014046,121.20358,2,698.0,中壢分局,,青埔所
,尊騰音悅廳,EPA01831,大豐二街106號,25.023133,121.220481,2,768.0,中壢分局,,青埔所
,青之上河,EPA01832,文發路15號,25.003097,121.209287,3,2385.0,中壢分局,,青埔所
,昆旺品藏,EPA01833,致祥一街111號,25.009496,121.213817,2,1149.0,中壢分局,,青埔所
,聯上青塘吾疆,EPA01834,洽溪路117號,25.006804,121.204802,2,390.0,中壢分局,,青埔所
,宜雄大名鑄,EPA01836,領航南路一段127號,25.001291,121.206319,3,2847.0,中壢分局,,青埔所
,威均晶鑽,EPA01837,高鐵南路二段335號,25.001673,121.203345,4,1378.0,中壢分局,,青埔所
,大睦仁愛匯,EPA01839,青昇二街5號,25.017456,121.221547,3,1302.0,中壢分局,,青埔所
,"禾林RICH ONE NO2",EPA01842,青埔二街127號2樓,25.00768326,121.2204946,2,1570.0,中壢分局,,青埔所
,領航之星,EPA01844,領航南路二段237號八樓,25.00608856,121.2152377,3,927.0,中壢分局,,青埔所
,玖都美術國際,EPA01845,文發路331號,25.00631292,121.2088083,3,772.0,中壢分局,,青埔所
,宜誠有境,EPA01849,領航南路四段166號,25.01765007,121.2235358,2,1712.0,中壢分局,,青埔所
,良茂詠恆詠美館,EPA01850,領航南路二段368號18樓,25.0064006,121.2159591,3,1461.0,中壢分局,,青埔所
,璞園那山階,EPA01852,12鄰領航南路一段175號二樓,25.00108031,121.2068136,3,684.0,中壢分局,,青埔所
,和洲紅不讓,EPA01855,6鄰永明街25號五樓,25.01077351,121.2017788,2,1084.0,中壢分局,,青埔所
,誠佳品學,EPA01859,10鄰民權路四段545號,25.01131068,121.2028055,3,1227.0,中壢分局,,青埔所
,櫻花緻,EPA01861,6鄰青溪路一段1號十樓,25.00496217,121.2235177,2,3243.0,中壢分局,,青埔所
,,EPA00001,8鄰衡陽街85號,24.950582,121.23164,1,211.0,中壢分局,,普仁所
,,EPA00002,利民路42號,24.951328,121.238282,1,511.0,中壢分局,,普仁所
,香格里拉大廈,EPA00007,中華路二段330號,24.964967,121.235731,2,2463.0,中壢分局,,普仁所
,東興國中,EPA00009,21鄰廣州路25號,24.950108,121.230044,1,1331.0,中壢分局,,普仁所
,,EPA00020,國泰街131號,24.950211,121.237413,1,200.0,中壢分局,,普仁所
,甜蜜世界,EPA00021,內江路18號,24.947741,121.232461,1,2709.0,中壢分局,,普仁所
,,EPA00025,新中北路36號,24.95698,121.236019,2,798.0,中壢分局,,普仁所
,,EPA00029,17鄰四維路16號,24.959371,121.230324,1,162.0,中壢分局,,普仁所
,,EPA00031,惠州街80號,24.947227,121.232373,1,662.0,中壢分局,,普仁所
,,EPA00034,10鄰延平路24號,24.963888,121.232939,1,177.0,中壢分局,,普仁所
,,EPA00035,10鄰延平路22號,24.963851,121.233031,1,175.0,中壢分局,,普仁所
,,EPA00038,福州路125號,24.951362,121.233844,1,32.0,中壢分局,,普仁所
,,EPA00039,龍岡路二段109號,24.945842,121.229384,1,26.0,中壢分局,,普仁所
,,EPA00041,南雄街25號,24.948264,121.233233,1,28.0,中壢分局,,普仁所
,,EPA00042,廣州路222號,24.953097,121.233147,1,661.0,中壢分局,,普仁所
,,EPA00043,新中一街12號,24.959697,121.243564,1,316.0,中壢分局,,普仁所
,,EPA00044,中山東路二段10號,24.954597,121.236872,1,247.0,中壢分局,,普仁所
,,EPA00045,民享街5號,24.954141,121.236958,1,414.0,中壢分局,,普仁所
,,EPA00047,20鄰衡陽街30號,24.950409,121.230717,1,185.0,中壢分局,,普仁所
,,EPA00048,17鄰成都路56號,24.950449,121.231626,1,265.0,中壢分局,,普仁所
,,EPA00052,新興北街31號,24.955145,121.230528,1,22.0,中壢分局,,普仁所
,,EPA00053,新中北路34巷4號,24.956426,121.235989,1,66.0,中壢分局,,普仁所
,,EPA00056,普義路180號,24.961037,121.232014,1,66.0,中壢分局,,普仁所
,,EPA00057,中北路二段357號,24.95395,121.230862,1,17.0,中壢分局,,普仁所
,,EPA00059,19鄰中山東路二段116號,24.953367,121.238878,1,27.0,中壢分局,,普仁所
,,EPA00060,19鄰中山東路二段152號,24.953098,121.239202,1,27.0,中壢分局,,普仁所
,,EPA00061,19鄰中山東路二段156號,24.95282,121.239303,1,28.0,中壢分局,,普仁所
,,EPA00062,環中東路912號,24.952326,121.241053,1,88.0,中壢分局,,普仁所
,,EPA00068,桂林街23號,24.949616,121.231682,1,58.0,中壢分局,,普仁所
,,EPA00073,弘揚路29號,24.953178,121.240004,1,77.0,中壢分局,,普仁所
,,EPA00074,中北路二段373巷5弄10號,24.95429,121.230757,1,15.0,中壢分局,,普仁所
,,EPA00077,廣州路211號,24.953186,121.233208,1,105.0,中壢分局,,普仁所
,,EPA00078,廣州路209號,24.953172,121.233095,1,111.0,中壢分局,,普仁所
,,EPA00080,中北路二段416號,24.954441,121.232794,1,44.0,中壢分局,,普仁所
,,EPA00081,中北路二段402號,24.954293,121.232223,1,33.0,中壢分局,,普仁所
,,EPA00085,中北路二段402號之1,24.954293,121.232223,1,26.0,中壢分局,,普仁所
,,EPA00086,中北路二段326號,24.953467,121.230185,1,25.0,中壢分局,,普仁所
,,EPA00089,中北路二段369號,24.954227,121.230959,1,17.0,中壢分局,,普仁所
,,EPA00095,中北路二段432號,24.954603,121.233079,1,30.0,中壢分局,,普仁所
,,EPA00097,4鄰中山東路一段7號,24.955626,121.228278,1,15.0,中壢分局,,普仁所
,,EPA00098,15鄰永康三街13號,24.95617,121.224888,1,232.0,中壢分局,,普仁所
,,EPA00100,金山一街33號,24.953113,121.231527,1,33.0,中壢分局,,普仁所
,,EPA00101,廣州路202號,24.95273,121.2326,1,26.0,中壢分局,,普仁所
,,EPA00102,嘉善街14號,24.951442,121.233111,1,14.0,中壢分局,,普仁所
,,EPA00104,昆明街31號,24.949262,121.232447,1,53.0,中壢分局,,普仁所
,,EPA00105,廈門路213號,24.949829,121.233623,1,33.0,中壢分局,,普仁所
,,EPA00107,日新路39號,24.954775,121.238856,1,27.0,中壢分局,,普仁所
,,EPA00109,莒光路58號,24.952742,121.237685,1,37.0,中壢分局,,普仁所
,,EPA00111,實踐路108號,24.956017,121.240277,1,133.0,中壢分局,,普仁所
,,EPA00112,後興路二段270巷11號,24.942642,121.236817,1,43.0,中壢分局,,普仁所
,,EPA00123,中北路二段345號,24.953919,121.230508,1,18.0,中壢分局,,普仁所
,,EPA00124,中北路二段359號,24.953934,121.230898,1,18.0,中壢分局,,普仁所
,,EPA00128,日新路86號,24.955357,121.240077,1,138.0,中壢分局,,普仁所
,,EPA00129,溪洲三路71號,24.96106,121.231085,1,208.0,中壢分局,,普仁所
,,EPA00130,廈門路73號,24.952124,121.232604,1,28.0,中壢分局,,普仁所
,,EPA00132,廣州路143號,24.952386,121.231402,1,26.0,中壢分局,,普仁所
,,EPA00134,大仁二街8號,24.954746,121.242498,1,64.0,中壢分局,,普仁所
,,EPA00135,龍山街11號,24.948839,121.229917,1,50.0,中壢分局,,普仁所
,,EPA00136,協同街51號,24.954259,121.239036,1,70.0,中壢分局,,普仁所
,,EPA00138,蘭州二街22號,24.951746,121.228863,1,51.0,中壢分局,,普仁所
,,EPA00141,實踐路25號,24.954167,121.242211,1,127.0,中壢分局,,普仁所
,,EPA00142,福州路75號,24.95238,121.233363,1,32.0,中壢分局,,普仁所
,,EPA00143,環中東路850號之4,24.953372,121.242414,1,133.0,中壢分局,,普仁所
,,EPA00151,力行北街35號,24.954256,121.239903,1,72.0,中壢分局,,普仁所
,,EPA00152,實踐路105號,24.955282,121.240689,1,66.0,中壢分局,,普仁所
,,EPA00153,大仁四街11號,24.956113,121.240814,1,100.0,中壢分局,,普仁所
,,EPA00154,環中東路二段362號,24.947898,121.234231,1,41.0,中壢分局,,普仁所
,,EPA00155,八德路56號,24.960332,121.231067,1,43.0,中壢分局,,普仁所
,,EPA00156,苑平路3號,24.945843,121.229604,1,38.0,中壢分局,,普仁所
,,EPA00158,寶慶街54號,24.951491,121.229582,1,28.0,中壢分局,,普仁所
,,EPA00159,廈門路65號,24.952379,121.232624,1,48.0,中壢分局,,普仁所
,,EPA00160,三和二街17號,24.955236,121.240728,1,111.0,中壢分局,,普仁所
,,EPA00162,甘肅一街29號,24.952818,121.234184,1,26.0,中壢分局,,普仁所
,中原豪景,EPA00163,中山東路一段223巷129弄2號,24.958693,121.236547,1,94.0,中壢分局,,普仁所
,,EPA00164,民享街38號,24.953792,121.236661,1,463.0,中壢分局,,普仁所
,儒林園,EPA00165,力行北路53號,24.95446,121.239344,1,616.0,中壢分局,,普仁所
,,EPA00166,力行北路47號,24.954388,121.239485,1,94.0,中壢分局,,普仁所
,,EPA00168,環中東路二段650號,24.945087,121.22991,1,31.0,中壢分局,,普仁所
,,EPA00170,普義路130號,24.96022,121.232502,1,35.0,中壢分局,,普仁所
,,EPA00171,後興路一段52巷7號,24.942819,121.248309,1,111.0,中壢分局,,普仁所
,,EPA00172,吉長二街190號,24.946524,121.230056,1,333.0,中壢分局,,普仁所
,,EPA00173,福州路121號,24.951428,121.233776,1,28.0,中壢分局,,普仁所
,,EPA00179,莒光路94號,24.952091,121.236559,1,22.0,中壢分局,,普仁所
,,EPA00180,大仁一街49號,24.955246,121.24349,1,255.0,中壢分局,,普仁所
,,EPA00182,大仁二街8號,24.954581,121.24254,1,66.0,中壢分局,,普仁所
,,EPA00190,中北路二段378號,24.953999,121.231445,1,28.0,中壢分局,,普仁所
,,EPA00193,20鄰衡陽街28號,24.950365,121.230803,1,34.0,中壢分局,,普仁所
,,EPA00194,環中東路二段648號,24.945138,121.229874,1,27.0,中壢分局,,普仁所
,,EPA00197,衡陽街28號,24.950492,121.230781,1,25.0,中壢分局,,普仁所
,東興國中,EPA00198,廣州路25號,24.950079,121.229969,1,395.0,中壢分局,,普仁所
,,EPA00200,新中北路34巷2弄9號,24.956269,121.235698,1,88.0,中壢分局,,普仁所
,,EPA00201,弘揚路50號,24.953249,121.240689,1,708.0,中壢分局,,普仁所
,,EPA00203,國泰街105號,24.950703,121.237941,1,31.0,中壢分局,,普仁所
