類別,建築物名稱,電腦編號,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,停車場坡道,備註
透天,古明龍宅,EPA00742,2鄰中明東路17號,24.956268,121.226402,1,40.0,中壢分局,,興國所
透天,黃永煒宅,EPA00744,1鄰中央西路二段26號,24.958219,121.21775,1,36.0,中壢分局,,興國所
透天,鍾維和宅,EPA00746,1鄰中央西路二段2號,24.958374,121.21863,1,48.0,中壢分局,,興國所
透天,彭魁榜宅,EPA00749,17鄰新榮街28號,24.959793,121.212058,1,64.0,中壢分局,,興國所
大樓,中央貴族,EPA00750,14鄰中央西路二段152號,24.959665,121.214107,2,749.0,中壢分局,,興國所
透天,姜義賢宅,EPA00752,11鄰三樂二街28號,24.960771,121.211327,1,81.0,中壢分局,,興國所
透天,邱顯順宅,EPA00753,15鄰中正路586號,24.959396,121.211687,1,137.0,中壢分局,,興國所
透天,蔣常美宅,EPA00754,11鄰中央西路二段282號,24.961375,121.211084,1,305.0,中壢分局,,興國所
透天,鍾易勳宅,EPA00756,3鄰五族街197號,24.960402,121.206381,1,123.0,中壢分局,,興國所
大樓,廖美萍宅,EPA00761,12鄰五光三街53號,24.958866,121.210545,1,1016.0,中壢分局,,興國所
大樓,穎川園,EPA00762,10鄰志廣路71號,24.960703,121.207532,1,880.0,中壢分局,,興國所
公寓,周德秋宅,EPA00767,13鄰中山路465號,24.956983,121.215849,1,454.0,中壢分局,,興國所
透天,邱雲光宅,EPA00768,10鄰中山路580號,24.957837,121.21347,1,23.0,中壢分局,,興國所
透天,江金池宅,EPA00769,9鄰新明路39號,24.95903,121.214225,1,37.0,中壢分局,,興國所
透天,何卓曹妹宅,EPA00771,7鄰中央西路二段100號,24.962423,121.214465,1,18.0,中壢分局,,興國所
透天,張樹堂宅,EPA00773,7鄰中新路30號,24.958298,121.215979,1,66.0,中壢分局,,興國所
透天,黃聖哲宅,EPA00775,8鄰新明路18號,24.957577,121.214738,1,25.0,中壢分局,,興國所
透天,江金田宅,EPA00776,9鄰新明路37號,24.958385,121.214601,1,37.0,中壢分局,,興國所
透天,莊炳輝宅,EPA00779,13鄰新明路7號,24.956865,121.214258,2,171.0,中壢分局,,興國所
大樓,慶豐麗園,EPA01170,王子五街16號,24.962536,121.214004,1,7911.0,中壢分局,,興國所
大樓,平鎮市農會,EPA01189,22鄰中正路389號,24.955658,121.215509,1,1315.0,中壢分局,,興國所
透天,厚茂股份有限公司,EPA01190,4鄰民族路204號,24.956492,121.210462,1,188.0,中壢分局,,興國所
大樓,新光產物,EPA01201,21鄰環西路121號,24.960974,121.207214,2,556.0,中壢分局,,興國所
大樓,家賀屋,EPA01204,5鄰光輝三街29巷1號,24.964812,121.217685,2,1043.0,中壢分局,,興國所
公寓,王順宅,EPA01234,中豐路49巷18弄2號,24.963457,121.220769,1,218.0,中壢分局,,興國所
透天,秋阿清宅,EPA01235,9鄰民族路二段76號,24.957776,121.20637,1,176.0,中壢分局,,興國所
透天,劉亭君宅,EPA01243,14鄰中央西路二段148號,24.959276,121.214393,1,127.0,中壢分局,,興國所
透天,林朱燕玉宅,EPA01253,7鄰中新路56號,24.958528,121.21602,1,252.0,中壢分局,,興國所
大樓,古華飯店,EPA01308,4鄰民權路三九八號,24.96524,121.217457,3,1708.0,中壢分局,,興國所
透天,張智雄宅,EPA01319,7鄰中央西路二段一０二號,24.957453,121.223462,1,219.0,中壢分局,,興國所
大樓,方明煒宅,EPA01330,1鄰永嘉街90號,24.95939,121.221245,1,1855.0,中壢分局,,興國所
大樓,臻藝,EPA01370,22鄰五族二街172號3樓,24.959094,121.206578,3,3137.0,中壢分局,,興國所
大樓,顏文隆宅,EPA01372,12鄰三光路205號2樓,24.964022,121.213046,3,3153.0,中壢分局,,興國所
教育機構,中央大學,EPA01376,2鄰中大路300號,24.968249,121.195259,無,7948.0,中壢分局,,興國所
透天,鄒富宏宅,EPA01378,19鄰明德路260號,24.961344,121.217227,2,286.0,中壢分局,,興國所
公寓,陳來發宅,EPA01381,1鄰永嘉街56號,24.959523,121.221239,1,408.0,中壢分局,,興國所
透天,嚴永秋宅,EPA01385,21鄰五族三街15號,24.960284,121.206371,1,165.0,中壢分局,,興國所
大樓,林君紋宅,EPA01388,4鄰民權路340號,24.96338,121.217709,3,3523.0,中壢分局,,興國所
大樓,古華飯店,EPA01394,4鄰民權路396號,24.964715,121.217064,3,3355.0,中壢分局,,興國所
公寓,基督教聖經教會,EPA01401,9鄰新生路二段421號,24.98493,121.223719,1,374.0,中壢分局,,興國所
金融機構,合作金庫,EPA01416,10鄰環西路二段230號,24.964492,121.211636,4,2553.0,中壢分局,,興國所
教育機構,中央大學,EPA01427,2鄰中大路300號,24.9659,121.194953,1,250.0,中壢分局,,興國所
金融機構,法國之星,EPA01436,10鄰環西路二段300巷2-2號10樓,24.964914,121.213192,4,1315.0,中壢分局,,興國所
透天,家福開發,EPA01452,11鄰三光路66號,24.963316,121.212278,1,100.0,中壢分局,,興國所
透天,家福開發,EPA01453,11鄰三光路68號,24.961234,121.210995,1,104.0,中壢分局,,興國所
透天,家福開發,EPA01454,11鄰三光路70號,24.961279,121.210985,1,104.0,中壢分局,,興國所
透天,家福開發,EPA01455,11鄰三光路72號,24.961304,121.211071,1,104.0,中壢分局,,興國所
透天,家福開發,EPA01456,11鄰三光路76號,24.963326,121.212246,1,104.0,中壢分局,,興國所
透天,家福開發,EPA01457,11鄰三光路78號,24.961339,121.21114,1,104.0,中壢分局,,興國所
大樓,宏國新城,EPA01459,7鄰環西路二段352-3號8樓,24.957927,121.207135,4,1524.0,中壢分局,,興國所
透天,翁明哲宅,EPA01460,19鄰環西路二段363號,24.965689,121.214843,1,91.0,中壢分局,,興國所
大樓,龍騰御,EPA01470,20鄰正光二街6號6樓,24.961007,121.206337,3,945.0,中壢分局,,興國所
大樓,大學誠,EPA01496,20鄰正光二街90號12樓,24.960082,121.205197,3,1380.0,中壢分局,,興國所
大樓,藏悅大廈,EPA01505,24鄰正大街88號,24.960045,121.205462,3,2050.0,中壢分局,,興國所
透天,卓成鴻宅,EPA01507,15鄰中正路596號,24.959473,121.211385,1,235.0,中壢分局,,興國所
大樓,懷寧醫院,EPA01520,13鄰正光街229號,24.961409,121.205358,4,1512.0,中壢分局,,興國所
公寓,台灣產健股份有限公司,EPA01521,4鄰元化路二段109號6樓之7,24.962631,121.220571,1,453.0,中壢分局,,興國所
大樓,昇公館,EPA01542,11鄰環西路二段201號,24.965716,121.216512,2,1690.0,中壢分局,,興國所
金融機構,法國紅,EPA01553,11鄰環西路二段226巷2號9樓,24.963932,121.211819,3,273.0,中壢分局,,興國所
大樓,百川文隱,EPA01570,15鄰中正路627號,24.959605,121.210758,3,726.0,中壢分局,,興國所
透天,陳文水宅,EPA01581,23鄰中央西路二段141巷39號,24.960949,121.214814,1,160.0,中壢分局,,興國所
大樓,百川文隱,EPA01604,15鄰中正路625號,24.95953,121.210895,3,796.0,中壢分局,,興國所
大樓,海童日式料理,EPA01610,6鄰環北路80號,24.966222,121.218744,2,825.0,中壢分局,,興國所
透天,統宇電研股份有限公司,EPA01631,15鄰環北路213號,24.966436,121.222432,1,195.0,中壢分局,,興國所
大樓,民權經典,EPA01646,6鄰民權路332-11號10樓,24.963169,121.217684,5,2560.0,中壢分局,,興國所
公家機構,中壢國民運動中心,EPA01717,4鄰三光路350號,24.96445,121.215588,2,1992.0,中壢分局,,興國所
大樓,昭揚君馥,EPA01745,15鄰新榮街37號九樓,25.015819,121.221549,2,764.0,中壢分局,,興國所
透天,鄒桂蘭宅,EPA01749,11鄰環西路二段255號,24.965224,121.212539,1,164.0,中壢分局,,興國所
大樓,百川文哲,EPA01766,21鄰五族二街117號七樓,24.959176,121.205761,2,1420.0,中壢分局,,興國所
大樓,深耕A21,EPA01784,12鄰中豐北路45號二樓,24.965598,121.220572,2,847.0,中壢分局,,興國所
教育機構,中央大學,EPA01795,2鄰中大路300號,24.965852,121.194513,2,8511.0,中壢分局,,興國所
大樓,忻津知,EPA01804,17鄰五族二街68號,24.958986,121.204363,3,1351.0,中壢分局,,興國所
公寓,宏星馥苑,EPA01809,12鄰中豐北路21號6樓,24.964291,121.220379,2,395.0,中壢分局,,興國所
大樓,群邑皇冠,EPA01811,14鄰正光街180號,24.960494,121.2043,2,686.0,中壢分局,,興國所
大樓,光明無限,EPA01828,光輝街26號,24.96541,121.217684,3,1172.0,中壢分局,,興國所
,,EPA01853,17鄰環西路二段25巷21號2樓,24.96319934,121.2079554,1,266.0,中壢分局,,興國所
,,EPA00010,27鄰龍昌路232號,24.935794,121.249231,1,466.0,中壢分局,,龍興所
,,EPA00011,8鄰龍昌路254號,24.936073,121.249362,1,577.0,中壢分局,,龍興所
,,EPA00014,13鄰龍岡路二段407號,24.940459,121.230859,1,666.0,中壢分局,,龍興所
,,EPA00016,1鄰龍東路445巷309號,24.935118,121.249495,1,138.0,中壢分局,,龍興所
,,EPA00017,27鄰龍昌路238巷50號,24.936658,121.247719,1,933.0,中壢分局,,龍興所
,,EPA00037,20鄰龍岡路三段133號,24.934164,121.23642,1,31.0,中壢分局,,龍興所
,,EPA00065,22鄰龍東路29巷120弄29號,24.937919,121.257994,1,22.0,中壢分局,,龍興所
,,EPA00149,18鄰前龍路11號,24.929247,121.253253,1,21.0,中壢分局,,龍興所
,,EPA00176,12鄰龍岡路三段295號,24.934299,121.236232,1,22.0,中壢分局,,龍興所
,,EPA00177,20鄰龍岡路三段301號,24.934268,121.236344,1,44.0,中壢分局,,龍興所
,,EPA00184,20鄰龍岡路三段291號,24.934382,121.236084,1,22.0,中壢分局,,龍興所
,,EPA00185,12鄰龍岡路三段299號,24.934242,121.236226,1,58.0,中壢分局,,龍興所
,,EPA00186,12鄰龍岡路三段297號,24.934403,121.236272,1,20.0,中壢分局,,龍興所
,,EPA00187,20鄰龍岡路三段293號,24.934387,121.236225,1,21.0,中壢分局,,龍興所
,,EPA00189,17鄰龍東路220號,24.930132,121.253737,1,40.0,中壢分局,,龍興所
,,EPA00237,19鄰龍東路82號,24.928698,121.251216,1,28.0,中壢分局,,龍興所
,,EPA00271,7鄰龍江路54號,24.931872,121.257198,1,1083.0,中壢分局,,龍興所
,,EPA00272,金山街16號,24.94384,121.223086,1,122.0,中壢分局,,龍興所
,,EPA00275,11鄰中山東路三段372號,24.94476,121.248459,1,903.0,中壢分局,,龍興所
,,EPA00295,15鄰金山街9號,24.953175,121.231588,1,30.0,中壢分局,,龍興所
,,EPA00406,10鄰龍岡路三段154號,24.936264,121.233351,1,188.0,中壢分局,,龍興所
,,EPA00407,10鄰龍岡路三段8號,24.927182,121.243575,1,344.0,中壢分局,,龍興所
,,EPA00418,21鄰林森路160號,24.944711,121.226683,1,317.0,中壢分局,,龍興所
,,EPA00420,33鄰逢甲一街7號,24.945527,121.223925,1,1353.0,中壢分局,,龍興所
,,EPA00426,後寮一路138號,24.94118,121.245818,2,3567.0,中壢分局,,龍興所
,,EPA00438,21鄰林森路122號,24.945063,121.226392,1,1352.0,中壢分局,,龍興所
,,EPA00446,1鄰龍岡路三段19號,24.938935,121.23147,1,69.0,中壢分局,,龍興所
,,EPA00948,5鄰林森路75號,24.946234,121.225988,1,66.0,中壢分局,,龍興所
,,EPA00951,6鄰林森路11號,24.945519,121.226455,1,551.0,中壢分局,,龍興所
,,EPA00953,20鄰百韜路21號,24.944784,121.228474,1,486.0,中壢分局,,龍興所
,,EPA00954,20鄰星文二路29號,24.944969,121.22892,1,332.0,中壢分局,,龍興所
,,EPA01020,19鄰百韜一街21號,24.944989,121.228426,1,314.0,中壢分局,,龍興所
,,EPA01024,19鄰百韜一街43號,24.94532,121.228536,1,44.0,中壢分局,,龍興所
,,EPA01026,20鄰百韜二路47號,24.943975,121.227843,1,163.0,中壢分局,,龍興所
,,EPA01028,20鄰星文一街6號之1,24.946074,121.228494,1,31.0,中壢分局,,龍興所
,,EPA01030,27鄰執信二路32號,24.944664,121.225592,1,304.0,中壢分局,,龍興所
,,EPA01031,25鄰黃興街70號,24.942777,121.225854,1,43.0,中壢分局,,龍興所
,,EPA01034,2鄰龍岡路二段82號,24.945652,121.22921,1,17.0,中壢分局,,龍興所
,,EPA01036,32鄰環中東路二段786號,24.943,121.226755,1,27.0,中壢分局,,龍興所
,,EPA01039,19鄰自忠路21號,24.942384,121.225416,1,1007.0,中壢分局,,龍興所
,,EPA01051,5鄰林森路11號,24.945698,121.226512,2,738.0,中壢分局,,龍興所
,,EPA01053,4鄰鄒容二街5號,24.947216,121.225964,1,76.0,中壢分局,,龍興所
,,EPA01156,20鄰林森路執信一街163號,24.947417,121.225293,2,3114.0,中壢分局,,龍興所
,,EPA01160,20鄰百韜二路20號,24.944596,121.228457,1,654.0,中壢分局,,龍興所
,,EPA01171,中山東路3段414號,24.93713,121.251818,1,397.0,中壢分局,,龍興所
,,EPA01174,3鄰龍岡路二段29號,24.947123,121.228128,1,1630.0,中壢分局,,龍興所
,,EPA01203,10鄰龍川二街103號,24.937374,121.249191,1,1011.0,中壢分局,,龍興所
,,EPA01208,10鄰龍和一街192號,24.940843,121.245204,3,4666.0,中壢分局,,龍興所
,,EPA01210,18鄰龍勇路100號,24.938155,121.236058,1,2122.0,中壢分局,,龍興所
,,EPA01221,24鄰後寮二路237號,24.938489,121.248245,3,2743.0,中壢分局,,龍興所
,,EPA01222,1鄰龍和一街228號,24.940377,121.245178,1,459.0,中壢分局,,龍興所
,,EPA01245,15鄰銘傳路26號,24.944594,121.225474,1,184.0,中壢分局,,龍興所
,,EPA01251,19鄰百韜二街2號,24.944871,,1,468.0,中壢分局,,龍興所
,,EPA01252,25鄰金山街23巷1號,24.94407,,3,1335.0,中壢分局,,龍興所
,,EPA01262,30鄰清泉街二號,24.94453,121.228477,1,8512.0,中壢分局,,龍興所
,,EPA01271,12鄰龍東路一四七號,24.929685,121.252638,1,1036.0,中壢分局,,龍興所
,,EPA01272,2鄰中山東路四段四二六號,24.935939,121.256257,2,1343.0,中壢分局,,龍興所
,,EPA01273,16鄰龍岡路二段六之一號,24.947274,121.227768,2,451.0,中壢分局,,龍興所
,,EPA01275,14鄰自忠街99號,24.94471,121.223812,1,18174.0,中壢分局,,龍興所
,,EPA01276,34鄰後寮二路二二七巷二十三號,24.938539,121.248721,2,25385.0,中壢分局,,龍興所
,,EPA01294,19鄰龍勇路一四一號,24.938647,121.235122,1,22517.0,中壢分局,,龍興所
,,EPA01302,34鄰龍昌路一七八號,24.938377,121.249596,2,1381.0,中壢分局,,龍興所
,,EPA01313,"中山東路三段四一四號 ",24.937091,121.251796,1,1098.0,中壢分局,,龍興所
,,EPA01352,21鄰中山東路三段414號,24.937103,121.251772,2,2157.0,中壢分局,,龍興所
,,EPA01397,22鄰龍昌路149巷25號,24.939082,121.250586,1,337.0,中壢分局,,龍興所
,,EPA01400,11鄰龍興路167號,24.936454,121.239083,2,3245.0,中壢分局,,龍興所
,,EPA01414,35鄰龍川四街63號,24.937031,121.244968,3,1972.0,中壢分局,,龍興所
,,EPA01417,17鄰龍岡路三段115巷65弄55號,24.939134,121.233384,3,1522.0,中壢分局,,龍興所
,,EPA01441,8鄰龍昌路149巷28號9樓,24.93915,121.250521,1,893.0,中壢分局,,龍興所
,,EPA01463,18鄰龍岡路三段115巷65弄9號,24.93842,121.233694,2,1766.0,中壢分局,,龍興所
,,EPA01504,19鄰龍仁路31號,24.937645,121.234357,3,838.0,中壢分局,,龍興所
,,EPA01511,22鄰後寮一路282號,24.937118,121.246263,2,419.0,中壢分局,,龍興所
,,EPA01540,16鄰龍東路255巷165號,24.931168,121.250002,1,832.0,中壢分局,,龍興所
,,EPA01541,16鄰龍昌路461號11樓,24.931015,121.248948,2,1213.0,中壢分局,,龍興所
,,EPA01554,20鄰龍慈路832號,24.934277,121.237553,2,2457.0,中壢分局,,龍興所
,,EPA01602,13鄰龍昌路538號10樓,24.930177,121.248783,3,1108.0,中壢分局,,龍興所
,,EPA01638,6鄰龍陵路21號,24.93885,121.230431,3,963.0,中壢分局,,龍興所
,,EPA01652,7鄰龍仁路52號,24.93763,121.234671,3,1071.0,中壢分局,,龍興所
,,EPA01678,13鄰龍岡路三段37巷28號四樓,24.938514,121.23265,4,1313.0,中壢分局,,龍興所
,,EPA01698,9鄰龍陵路221號三樓,24.935399,121.231136,3,1838.0,中壢分局,,龍興所
,,EPA01800,28鄰龍川三街63號,24.936101,121.247738,1,323.0,中壢分局,,龍興所
,,EPA01841,龍和二街376號2樓,24.94015,121.244931,3,1216.0,中壢分局,,龍興所
,,EPA01851,15鄰中山東路四段18號9樓,24.93566564,121.2550177,2,15522.0,中壢分局,,龍興所
,,EPA01860,15鄰金陵路259巷9號2樓,24.94418997,121.2226832,1,138.0,中壢分局,,龍興所
