電腦編號,建築物名稱,縣(市),鄉鎮市區,村里別,緯度,經度,避難樓層,防空避難設備面積,是否兼作停車空間,容量,類別,依建築物類型分類,依容納人數分類,進出口2處(含)以上,有發電機,有通風設備,有照明設備,轄管分局,建檔日期,最後修正日期,備註
A23-03-115,大樓,桃園市,龜山區,兔坑里,24.992521,121.364159,1.0,24787.4,V,17213.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
A26-01-117,大樓,桃園市,龜山區,新嶺里,25.000198,121.361494,1.0,2487.4,V,1727.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
A27-04-122,"學校 (自強國民小學)",桃園市,龜山區,大同里,24.997573,121.345477,3.0,1274.28,V,884.0,C2,C,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
A27-05-123,"大樓 (銘傳財庫)",桃園市,龜山區,大同里,24.992731,121.341014,1.0,1065.61,,1184.0,E2,E,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
A11-04-125,"大樓 (樂宮璽園社區)",桃園市,龜山區,新路里,24.993515,121.335065,1.0,28.51,,31.0,E4,E,4.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
A20-01-126,"學校 (新路國小)",桃園市,龜山區,新路里,24.995533,121.336305,3.0,1206.73,,1340.0,C2,C,2.0,,,,,龜山分局,4/19/2023,12/31/2023,
A21-03-128,"私人住宅 (透天社區)",桃園市,龜山區,龜山里,24.998972,121.338808,1.0,696.83,,774.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
A27-07-130,大樓,桃園市,龜山區,大同里,25.000023,121.347299,3.0,2382.4,V,1654.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
A27-08-131,大樓,桃園市,龜山區,大同里,24.998724,121.346012,1.0,585.8,V,406.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
A27-09-132,"大樓 (太子地球村社區)",桃園市,龜山區,大同里,24.998602,121.345278,2.0,816.05,V,566.0,E2,E,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
A27-10-133,大樓,桃園市,龜山區,大同里,24.999153,121.346812,1.0,187.54,V,130.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
A18-04-134,大樓,桃園市,龜山區,大同里,24.988613,121.34845,2.0,1787.99,V,1241.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
A13-08-136,大樓,桃園市,龜山區,大同里,24.988336,121.347995,3.0,2259.13,V,1568.0,E2,E,2.0,v,,,,龜山分局,4/19/2023,12/31/2023,
A21-04-137,私人住宅,桃園市,龜山區,龜山里,24.996963,121.333765,1.0,851.13,V,591.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2024,12/31/2024,
A13-09-138,大樓,桃園市,龜山區,大同里,24.989749,121.345051,1.0,2263.0,V,1571.0,E2,E,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
A02-07-139,大樓,桃園市,龜山區,龜山里,25.000968,121.34793,2.0,725.0,,805.0,E2,E,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
A18-06-140,大樓,桃園市,龜山區,兔坑里,24.991938,121.372102,2.0,416.0,,462.0,E3,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
A06-01-141,大樓,桃園市,龜山區,精忠里,25.004201,121.342781,3.0,681.0,,756.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
A22-02-143,"學校 (壽山高中)",桃園市,龜山區,龜山里,24.994852,121.34125,1.0,1111.0,,1234.0,C2,C,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
A16-03-144,"學校 (楓樹國民小學)",桃園市,龜山區,楓福里,25.005892,121.343236,1.0,377.0,V,261.0,C3,C,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
A22-04-146,"大樓 (冠雲集)",桃園市,龜山區,龜山里,24.99899,121.339868,2.0,259.0,,287.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
A22-05-147,大樓,桃園市,龜山區,龜山里,24.997078,121.344857,1.0,573.0,V,397.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
A22-06-148,"大樓 (冠雲集)",桃園市,龜山區,龜山里,24.998991,121.339873,1.0,434.0,V,301.0,F2,F,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
A23-04-149,"工廠 (晟權精密)",桃園市,龜山區,嶺頂里,25.000503,121.354742,1.0,402.0,V,279.0,E2,E,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
A23-03-150,私人住宅,桃園市,龜山區,龜山里,24.995887,121.339463,1.0,332.0,V,230.0,E4,E,4.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
A23-03-151,大樓,桃園市,龜山區,楓福里,25.005093,121.34767,2.0,326.0,,362.0,E2,E,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
A23-03-152,大樓,桃園市,龜山區,大同里,24.989979,121.342564,2.0,1638.0,V,1137.0,E2,E,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
A27-03-154,私人住宅,桃園市,龜山區,大同里,24.994413,121.341883,1.0,1638.0,V,1137.0,E2,E,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
A18-02-155,工廠,桃園市,龜山區,兔坑里,24.992084,121.358792,1.0,195.0,V,135.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
A21-01-157,大樓,桃園市,龜山區,楓福里,25.005234,121.345723,2.0,1120.0,V,777.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
A22-01-158,大樓,桃園市,龜山區,楓福里,25.003725,121.347891,2.0,3812.89,V,2647.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
A22-01-159,大樓,桃園市,龜山區,大同里,24.987967,121.348299,3.0,849.64,V,590.0,E2,E,2.0,v,v,v,,龜山分局,4/19/2023,12/31/2023,
A22-01-160,大樓,桃園市,龜山區,大同里,25.000556,121.347753,2.0,1996.08,V,1386.0,E2,E,2.0,,v,,v,龜山分局,4/19/2023,12/31/2023,
C08-01-004,大樓,桃園市,龜山區,大湖里,25.057951,121.362574,2.0,1696.46,V,1178.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
C08-02-005,大樓,桃園市,龜山區,大湖里,25.056235,121.361071,1.0,639.65,V,444.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
C07-02-007,大樓,桃園市,龜山區,大湖里,25.059958,121.364303,1.0,107.0,,118.0,E3,E,3.0,,v," ",v,龜山分局,4/19/2023,12/31/2023,
C10-01-008,工廠,桃園市,龜山區,大崗里,25.054965,121.357023,2.0,1049.53,V,728.0,F2,F,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
C10-08-016,工廠,桃園市,龜山區,大崗里,25.056771,121.352509,2.0,1088.54,V,755.0,F2,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
C11-02-019,"大樓 (口觀天下)",桃園市,龜山區,大湖里,25.059145,121.36297,1.0,9428.0,,10475.0,E1,E,1.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
C09-01-020,大樓,桃園市,龜山區,大湖里,25.06015,121.363759,2.0,3901.43,,4334.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
C11-04-022,大樓,桃園市,龜山區,大湖里,25.059402,121.362941,3.0,12561.82,V,8723.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
C11-05-023,大樓,桃園市,龜山區,大湖里,25.059424,121.363673,3.0,995.43,V,691.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
C11-06-024,大樓,桃園市,龜山區,大湖里,25.059691,121.364031,2.0,1518.2,V,1054.0,E3,E,3.0,,,,,龜山分局,4/19/2023,12/31/2023,
C11-07-025,大樓,桃園市,龜山區,大湖里,25.05923,121.363409,5.0,1635.91,V,1136.0,E3,E,3.0,,,,,龜山分局,4/19/2023,12/31/2023,
C12-01-027,大樓,桃園市,龜山區,大湖里,25.058451,121.364739,4.0,544.83,V,378.0,E3,E,3.0,,,,,龜山分局,4/19/2023,12/31/2023,
C13-04-030,大樓,桃園市,龜山區,大湖里,25.055492,121.359152,1.0,25.0,,27.0,E3,E,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
C13-05-031,大樓,桃園市,龜山區,大湖里,25.056532,121.359056,1.0,53.0,,58.0,E2,E,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
C08-04-033,大樓,桃園市,龜山區,大湖里,25.058637,121.364306,1.0,461.0,,512.0,E3,E,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
C10-09-34,大樓,桃園市,龜山區,大崗里,25.054288,121.356201,1.0,23.0,,25.0,E2,E,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
C13-06-035,大樓,桃園市,龜山區,大湖里,25.056523,121.359056,1.0,39.0,,43.0,E2,E,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
C05-01-001,大樓,桃園市,龜山區,大湖里,25.055611,121.360352,1.0,836.0,,928.0,E3,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
C10-07-015,工廠,桃園市,龜山區,大崗里,25.056217,121.352866,1.0,488.0,,542.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
C03-02-037,大樓,桃園市,龜山區,公西里,25.061819,121.360987,1.0,18.0,,20.0,E2,E,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
C03-02-038,大樓,桃園市,龜山區,公西里,25.055994,121.364859,1.0,26.0,,28.0,E2,E,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
C03-01-017,大樓,桃園市,龜山區,公西里,25.061701,121.367503,3.0,5755.0,V,3996.0,E2,E,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
C10-10-039,大樓,桃園市,龜山區,大崗里,25.053793,121.355184,1.0,66.0,,73.0,E2,E,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
G19-08-172,大樓,桃園市,龜山區,公西里,25.06053,121.365359,1.0,14.0,,15.0,E2,E,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
G19-08-177,大樓,桃園市,龜山區,公西里,25.060824,121.364891,2.0,8365.0,V,5809.0,E3,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G10-10-35,大樓,桃園市,龜山區,大崗里,25.053692,121.355187,1.0,1214.0,,1348.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G10-10-36,大樓,桃園市,龜山區,大湖里,25.059444,121.362921,2.0,708.0,V,491.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G10-10-37,"大樓 (九揚華典)",桃園市,龜山區,大湖里,25.058002,121.365141,1.0,318.0,V,220.0,F3,F,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
DO1-01-001,私人住宅,桃園市,龜山區,南上里,25.042528,121.299299,1.0,197.0,V,136.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO1-02-002,工廠,桃園市,龜山區,南上里,25.042978,121.298433,1.0,840.0,,933.0,F3,F,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO1-03-003,工廠,桃園市,龜山區,南上里,25.040618,121.300153,1.0,89.0,,98.0,F4,F,4.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
DO1-04-004,私人住宅,桃園市,龜山區,南上里,25.042483,121.298989,1.0,53.0,V,36.0,E4,E,4.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
DO1-07-007,工廠,桃園市,龜山區,南上里,25.043139,121.299914,1.0,24.0,,26.0,F3,F,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
DO1-08-008,工廠,桃園市,龜山區,南上里,25.041197,121.299901,1.0,3.0,V,2.0,E3,E,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
DO1-10-010,私人民宅,桃園市,龜山區,南上里,25.043682,121.297781,1.0,828.0,V,575.0,E3,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
DO1-11-011,大樓,桃園市,龜山區,南上里,25.043925,121.297957,1.0,790.0,,877.0,E3,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
DO2-03-015,私人住宅,桃園市,龜山區,南上里,25.033676,121.302487,1.0,16.0,,17.0,E4,E,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
DO2-04-016,工廠,桃園市,龜山區,南上里,25.032235,121.305345,1.0,77.0,,85.0,F4,F,4.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
DO2-05-017,H,桃園市,龜山區,南上里,25.03275,121.303467,1.0,16.0,,17.0,H4,H,4.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
DO2-06-018,工廠,桃園市,龜山區,南上里,25.031641,121.304195,1.0,848.0,,942.0,F3,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
DO2-10-022,工廠,桃園市,龜山區,南上里,25.035139,121.302326,1.0,1500.0,V,1041.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO2-11-023,工廠,桃園市,龜山區,南上里,25.033972,121.303386,1.0,213.0,,236.0,F3,F,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO2-12-024,工廠,桃園市,龜山區,南上里,25.036524,121.301925,1.0,112.0,,124.0,E3,E,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
DO2-13-025,私人住宅,桃園市,龜山區,南上里,25.035823,121.301742,1.0,258.0,,286.0,F3,F,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO2-14-026,工廠,桃園市,龜山區,南上里,25.035744,121.303335,1.0,52.0,,57.0,F4,F,4.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO2-18-030,H,桃園市,龜山區,南上里,25.03275,121.303467,1.0,33.0,,36.0,F4,F,4.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
DO2-19-031,工廠,桃園市,龜山區,南上里,25.031265,121.303949,1.0,30.0,,33.0,F4,F,4.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
DO3-01-032,私人民宅,桃園市,龜山區,大坑里,25.044551,121.306669,1.0,360.0,,400.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO3-02-033,私人民宅,桃園市,龜山區,大坑里,25.044965,121.304457,1.0,695.0,V,482.0,E3,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
DO3-03-034,工廠,桃園市,龜山區,大坑里,25.044729,121.307053,2.0,1335.0,V,927.0,F3,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
DO5-02-041,工廠,桃園市,龜山區,南美里,25.043174,121.303628,1.0,64.0,,71.0,F4,F,4.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
DO3-09-042,私人民宅,桃園市,龜山區,大坑里,25.043906,121.307089,2.0,334.0,,371.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO3-14-047,工廠,桃園市,龜山區,大坑里,25.045241,121.305743,2.0,564.0,V,391.0,F3,F,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
DO3-15-048,工廠,桃園市,龜山區,大坑里,25.044943,121.307506,2.0,321.0,,356.0,F4,F,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO3-16-049,工廠,桃園市,龜山區,大坑里,25.045423,121.304777,3.0,1101.01,V,764.0,F4,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO3-18-051,工廠,桃園市,龜山區,大坑里,25.045031,121.306798,1.0,33.0,,36.0,F3,F,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
DO3-19-052,工廠,桃園市,龜山區,大坑里,25.044768,121.305681,1.0,294.73,,327.0,F3,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO3-20-053,"學校 (大坑國小)",桃園市,龜山區,大坑里,25.045062,121.314621,3.0,2612.05,V,1813.0,C2,C,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO5-04-055,工廠,桃園市,龜山區,南美里,25.046201,121.302,2.0,1131.53,V,785.0,E4,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO5-05-056,大樓,桃園市,龜山區,南美里,25.047857,121.299978,1.0,655.24,V,455.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO5-06-057,"大樓 (宜誠晶華)",桃園市,龜山區,南美里,25.047983,121.299497,1.0,698.16,V,484.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO6-01-058,大樓,桃園市,龜山區,南上里,25.047875,121.296233,1.0,472.38,V,328.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO5-07-059,大樓,桃園市,龜山區,南美里,25.047485,121.299285,1.0,276.01,V,191.0,E2,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO3-17-060,工廠,桃園市,龜山區,大坑里,25.045339,121.304943,1.0,976.95,,1085.0,F4,F,3.0,,,,,龜山分局,4/19/2023,12/31/2023,
DO2-20-061,H,桃園市,龜山區,南上里,25.03275,121.303467,1.0,179.0,,198.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
DO1-13-062,大樓,桃園市,龜山區,南上里,25.043844,121.298255,2.0,4743.0,V,3293.0,F2,F,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
D03-17-063,工廠,桃園市,龜山區,大坑里,25.043847,121.303397,1.0,732.0,,813.0,F3,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
D02-21-063,工廠,桃園市,龜山區,南上里,25.033968,121.303385,1.0,4874.0,V,3384.0,F3,F,1.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
D03-22-064,工廠,桃園市,龜山區,南上里,25.033692,121.304968,1.0,446.0,,495.0,F3,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
D02-21-065,工廠,桃園市,龜山區,大坑里,25.044764,121.305683,1.0,1309.0,V,909.0,E3,E,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
D21-06-066,私人民宅,桃園市,龜山區,南上里,25.046973,121.296238,1.0,275.0,V,190.0,F3,F,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
D22-03-067,工廠,桃園市,龜山區,南美里,25.044443,121.303136,2.0,1871.0,V,1299.0,F2,F,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
E01-01-001,工廠,桃園市,龜山區,舊路里,25.009736,121.354944,1.0,1359.0,,1510.0,F3,F,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
E01-02-002,醫院,桃園市,龜山區,舊路里,25.029756,121.366846,3.0,2588.42,,2876.0,F2,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E01-03-003,工廠,桃園市,龜山區,舊路里,25.014907,121.366632,3.0,7498.87,V,5207.0,F3,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E02-01-005,"學校 (大埔國小)",桃園市,龜山區,舊路里,25.029704,121.374926,1.0,500.0,,555.0,F3,F,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
E03-01-006,"學校 (長庚大學)",桃園市,龜山區,文青里,25.035886,121.389806,1.0,45.0,,50.0,F3,F,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
E03-02-007,"學校 (國立體育大學)",桃園市,龜山區,舊路里,25.0314,121.38766,1.0,168.0,,186.0,F3,F,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
E03-04-008,"學校 (長庚大學)",桃園市,龜山區,文青里,25.035886,121.389798,1.0,494.0,V,343.0,F2,F,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
E03-05-009,"學校 (國立體育大學)",桃園市,龜山區,舊路里,25.0314,121.38766,1.0,507.0,V,352.0,C2,C,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
E03-06-010,"學校 (長庚大學)",桃園市,龜山區,文青里,25.035885,121.389794,1.0,160.0,,177.0,E2,E,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
E03-07-011,"學校 (長庚大學)",桃園市,龜山區,文青里,25.035886,121.389789,3.0,549.0,,610.0,E3,E,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
E05-01-012,工廠,桃園市,龜山區,樂善里,25.063137,121.376201,1.0,4107.0,V,2852.0,F2,F,3.0,,,,v,龜山分局,4/19/2023,12/31/2023,
E05-03-014,工廠,桃園市,龜山區,樂善里,25.062884,121.374301,2.0,1114.0,V,773.0,F3,F,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
E05-04-015,"工廠 (台灣菸酒)",桃園市,龜山區,樂善里,25.056413,121.375129,2.0,2558.0,V,1776.0,F3,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E05-06-017,工廠,桃園市,龜山區,樂善里,25.062043,121.37348,2.0,315.0,V,218.0,F3,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E05-07-018,工廠,桃園市,龜山區,樂善里,25.05845,121.373151,2.0,424.0,V,294.0,F3,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E05-11-022,工廠,桃園市,龜山區,文青里,25.03956,121.391441,2.0,832.0,V,577.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E06-02-023,工廠,桃園市,龜山區,舊路里,25.01404,121.358965,2.0,1146.0,V,795.0,E2,E,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
E08-01-024,醫院,桃園市,龜山區,長庚里,25.061865,121.367722,2.0,341.0,V,236.0,E3,E,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
E08-02-025,大樓,桃園市,龜山區,長庚里,25.061917,121.384904,2.0,360.0,V,250.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E09-01-026,大樓,桃園市,龜山區,長庚里,25.061914,121.384905,2.0,710.0,V,493.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E09-02-027,大樓,桃園市,龜山區,長庚里,25.06191,121.384904,2.0,720.0,V,500.0,E3,E,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
E09-03-028,大樓,桃園市,龜山區,長庚里,25.057758,121.382519,2.0,816.67,V,567.0,E3,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
E09-04-029,大樓,桃園市,龜山區,長庚里,25.061911,121.384895,1.0,4997.0,V,3470.0,E3,E,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
E09-05-030,大樓,桃園市,龜山區,長庚里,25.061912,121.384905,3.0,817.0,V,567.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E10-01-032,大樓,桃園市,龜山區,長庚里,25.057755,121.382517,1.0,24029.14,V,16686.0,E3,E,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
E10-02-033,大樓,桃園市,龜山區,長庚里,25.061911,121.3849,1.0,603.85,V,419.0,E3,E,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
E10-03-034,大樓,桃園市,龜山區,長庚里,25.059254,121.386707,1.0,7196.74,V,4997.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E10-04-035,大樓,桃園市,龜山區,長庚里,25.06191,121.384904,3.0,197.25,V,136.0,E3,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
E11-01-036,大樓,桃園市,龜山區,長庚里,25.06191,121.384898,0.0,476.0,V,330.0,E2,E,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
E03-07-037,"學校 (長庚醫學大學德明樓)",桃園市,龜山區,文青里,25.035885,121.389802,2.0,13752.66,V,9550.0,E3,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
E11-02-038,大樓,桃園市,龜山區,長庚里,25.061915,121.384902,1.0,2049.33,,2277.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E01-05-039,大樓,桃園市,龜山區,舊路里,25.019184,121.370313,3.0,3418.21,V,2373.0,E3,E,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
E05-11-040,工廠,桃園市,龜山區,樂善里,25.060068,121.381752,0.0,816.67,V,567.0,F3,F,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
E05-12-042,學校(國立體育大學行政教學大樓),桃園市,龜山區,舊路里,25.031401,121.387658,3.0,1043.09,V,724.0,E3,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
E16-01-043,大樓,桃園市,龜山區,樂善里,25.057218,121.381266,2.0,4557.51,V,3164.0,F2,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E16-10-045,工廠,桃園市,龜山區,樂善里,25.053818,121.379857,3.0,4243.69,V,2947.0,F2,F,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
E16-10-046,大樓,桃園市,龜山區,樂善里,25.057435,121.381167,3.0,1476.65,V,1025.0,F2,F,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-01-047,大樓,桃園市,龜山區,長庚里,25.057765,121.382512,3.0,3991.44,V,2771.0,E3,E,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-07-048,大樓,桃園市,龜山區,樂善里,25.053542,121.38104,1.0,486.45,V,337.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-01-049,醫院(林口長庚),桃園市,龜山區,樂善里,25.06272,121.370271,2.0,534.4,V,371.0,F2,F,1.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-01-050,大樓,桃園市,龜山區,樂善里,25.051193,121.388379,3.0,287.26,V,199.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-01-051,大樓,桃園市,龜山區,文青里,25.039131,121.392479,3.0,2177.36,V,1512.0,E2,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-01-052,大樓,桃園市,龜山區,長庚里,25.05508,121.383673,1.0,1202.97,V,835.0,F2,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-01-053,工廠,桃園市,龜山區,樂善里,25.050713,121.394138,4.0,2206.89,V,1532.0,F3,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-01-054,工廠,桃園市,龜山區,樂善里,25.051038,121.394067,4.0,2817.78,V,1956.0,F3,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-01-055,工廠,桃園市,龜山區,樂善里,25.052921,121.390805,4.0,2088.19,V,1450.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-01-056,"大樓 (竹城明治)",桃園市,龜山區,文青里,25.039133,121.392045,4.0,2536.18,V,1761.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-01-057,"學校 (樂善國小)",桃園市,龜山區,樂善里,25.052305,121.382572,5.0,5866.74,V,4074.0,C2,C,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-01-058,大樓,桃園市,龜山區,長庚里,25.05509,121.384314,4.0,1847.81,V,1283.0,E2,E,4.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-01-060,大樓,桃園市,龜山區,樂善里,25.044539,121.388169,3.0,4003.88,V,2780.0,E2,E,4.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
