編號,里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
46.0,南屯里,臺中市南屯區南屯里南興巷28弄20號,1.0,53.0,第四分局,120.6380935,24.13887053
47.0,南屯里,臺中市南屯區南屯里南永巷15號,1.0,52.0,第四分局,120.628479,24.15518795
48.0,南屯里,臺中市南屯區南屯里萬和路一段50號,1.0,49.0,第四分局,120.6390624,24.13658617
49.0,鎮平里,臺中市南屯區鎮平里萬和路一段17號,1.0,150.0,第四分局,120.6371988,24.1337184
50.0,南屯里,臺中市南屯區南屯里黎明路21號,1.0,100.0,第四分局,120.6371881,24.1337184
51.0,永定里,臺中市南屯區永定里永定巷7-1號,1.0,100.0,第四分局,120.6390624,24.13658617
52.0,南屯里,臺中市南屯區南屯里南屯路二段222-5號,1.0,208.0,第四分局,120.6497602,24.13710721
53.0,楓樹里,臺中市南屯區楓樹里萬和路一段9號之136,1.0,94.0,第四分局,120.6367184,24.13373352
54.0,大興里,臺中市南屯區大興里大墩一街65號,1.0,120.0,第四分局,120.6521863,24.13799877
55.0,楓樹里,臺中市南屯區楓樹里里萬和路一段17號,1.0,103.0,第四分局,120.6363496,24.13332826
56.0,南屯里,臺中市南屯區南屯里黎明路一段985巷37號,1.0,95.0,第四分局,120.635753,24.13748253
57.0,永定里,臺中市南屯區永定里文昌街228巷34號,1.0,61.0,第四分局,120.6355327,24.13941895
58.0,楓樹里,臺中市南屯區楓樹里楓樹巷113號,1.0,302.0,第四分局,120.628544,24.11808579
59.0,鎮平里,臺中市南屯區鎮平里萬和路一段17號,1.0,444.0,第四分局,120.6371988,24.1337184
60.0,永定里,臺中市南屯區永定里文昌路205巷29號,1.0,886.0,第四分局,120.6329435,24.1408997
61.0,中和里,臺中市南屯區黎明路一段323巷2號,1.0,81.0,第四分局,120.6279936,24.11972884
62.0,中和里,臺中市南屯區黎明路一段323巷4號,1.0,81.0,第四分局,120.6279936,24.11972884
63.0,楓樹里,臺中市南屯區楓樹里黎明路一段1152號,1.0,1554.0,第四分局,120.6381344,24.14221565
64.0,楓樹里,臺中市南屯區楓樹里黎明路一段1130號,1.0,1566.0,第四分局,120.6383222,24.1416009
65.0,楓樹里,臺中市南屯區楓樹里黎明路一段41號,1.0,161.0,第四分局,120.6256067,24.11335436
66.0,楓樹里,臺中市南屯區楓樹里南屯路二段228巷20號,1.0,786.0,第四分局,120.6495652,24.13708149
67.0,永定里,臺中市南屯區永定里文昌街148號,1.0,348.0,第四分局,120.6378529,24.13830045
68.0,永定里,臺中市南屯區永定里萬和路二段36之19號,1.0,94.0,第四分局,120.6401067,24.14067966
69.0,永定里,臺中市南屯區永定里萬和路二段232號,1.0,172.0,第四分局,120.6398186,24.13999964
70.0,永定里,臺中市南屯區永定里黎明路39號,1.0,249.0,第四分局,120.6253641,24.11779998
71.0,永定里,臺中市南屯區永定里文昌街2號,1.0,161.0,第四分局,120.6382647,24.13820518
72.0,楓樹里,臺中市南屯區楓樹里互愛巷60號,2.0,122.0,第四分局,120.6274067,24.11507066
73.0,楓樹里,臺中市南屯區楓樹里互愛巷39號,1.0,118.0,第四分局,120.6282104,24.11467454
74.0,楓樹里,臺中市南屯區楓樹里黎明路一段157巷25號,1.0,1135.0,第四分局,120.6253593,24.11607732
75.0,鎮平里,臺中市南屯區鎮平里黎明路一段425號,1.0,927.0,第四分局,120.6291116,24.12182363
76.0,豐樂里,臺中市南屯區豐樂里永春東路480號,1.0,434.0,第四分局,120.6465368,24.13492925
77.0,南屯里,臺中市南屯區南屯里萬和路二段31號之25,1.0,1455.0,第四分局,120.6397516,24.14069434
78.0,鎮平里,臺中市南屯區鎮平里黎明路一段405號,2.0,263.0,第四分局,120.6287152,24.12107736
79.0,永定里,臺中市南屯區永定里黎明路二段71巷60號,1.0,3786.0,第四分局,120.6359374,24.14419959
80.0,向心里,臺中市南屯區向心里向心南路746號,1.0,2718.0,第四分局,120.6441342,24.13262785
81.0,向心里,臺中市南屯區向心里向心南路905巷3號,1.0,1303.0,第四分局,120.643595,24.1355215
82.0,永定里,臺中市南屯區永定里南屯路二段222之3號,1.0,113.0,第四分局,120.6495993,24.13710721
83.0,永定里,臺中市南屯區永定里永春路103號,1.0,858.0,第四分局,120.6346903,24.14170158
84.0,南屯里,臺中市南屯區南屯里文心南五路350巷23號,3.0,93.0,第四分局,120.6421111,24.13301809
85.0,南屯里,臺中市南屯區南屯里文心南五路350巷27號,1.0,93.0,第四分局,120.6420468,24.13298872
86.0,南屯里,臺中市南屯區南屯里永春東一路706號,1.0,1119.0,第四分局,120.6414469,24.13300197
87.0,南屯里,臺中市南屯區南屯里黎明路一段968號,2.0,440.0,第四分局,120.6371771,24.13700248
88.0,豐樂里,臺中市南屯區南屯里文心南路279號,1.0,1531.0,第四分局,120.6460711,24.13034789
89.0,永定里,臺中市南屯區永定里豐偉路81號,1.0,1422.0,第四分局,120.6450081,24.13153489
90.0,楓樹里,臺中市南屯區楓樹里黎明路一段425號,1.0,410.0,第四分局,120.6291867,24.12188238
91.0,楓樹里,臺中市南屯區楓樹里楓樹巷388號,1.0,127.0,第四分局,120.6299882,24.11720299
92.0,豐樂里,臺中市南屯區豐樂里永平路95巷34之1號,1.0,352.0,第四分局,120.6455584,24.12369482
93.0,永定里,臺中市南屯區永定里萬和路一段41號,3.0,3666.0,第四分局,120.6384716,24.13611231
94.0,豐樂里,臺中市南屯區豐樂里永春東三路253巷13號,1.0,1106.0,第四分局,120.6366527,24.13140643
95.0,豐樂里,臺中市南屯區豐樂里文心南二路390號,1.0,4756.0,第四分局,120.6450221,24.13636388
96.0,永定里,臺中市南屯區永定里永春路130號,3.0,286.0,第四分局,120.6522603,24.13528248
97.0,永定里,臺中市南屯區永定里五權西路二段623號,1.0,481.0,第四分局,120.6400057,24.14160417
98.0,豐樂里,臺中市南屯區豐樂里15鄰文心南五路331號,1.0,2942.0,第四分局,120.6432876,24.13177394
99.0,楓樹里,臺中市南屯區楓樹里黎明路一段304號,1.0,1208.0,第四分局,120.6280268,24.118886
100.0,楓樹里,臺中市南屯區楓樹里永春東三路365號,1.0,148.0,第四分局,120.6377736,24.13300694
101.0,豐樂里,臺中市南屯區豐樂里31鄰文心南路250號,1.0,1525.0,第四分局,120.6468368,24.13091682
102.0,楓樹里,臺中市南屯區楓樹里黎明路一段109號,1.0,1604.0,第四分局,120.6261745,24.11480821
103.0,豐樂里,臺中市南屯區豐樂里文心南路161號,2.0,633.0,第四分局,120.6463547,24.13225592
104.0,豐樂里,臺中市南屯區豐樂里27鄰豐富路151號,1.0,981.0,第四分局,120.6481278,24.12995921
105.0,豐樂里,臺中市南屯區豐樂里永春東一路430號,1.0,228.0,第四分局,120.6410516,24.12789248
106.0,南屯里,臺中市南屯區南屯里黎明路一段968號,1.0,639.0,第四分局,120.6372844,24.13700248
107.0,三義里,臺中市南屯區三義里河南路四段688號,1.0,2324.0,第四分局,120.6387523,24.14530722
108.0,大同里,臺中市南屯區大同里大墩四街571號,1.0,539.0,第四分局,120.6391491,24.1432125
109.0,大同里,臺中市南屯區大同里大墩四街575號,1.0,269.0,第四分局,120.6391491,24.1432125
110.0,田心里,臺中市南屯區田心里五權西路二段197號,1.0,152.0,第四分局,120.6495606,24.14006938
111.0,南屯里,臺中市南屯區南屯里永春東一路551號,1.0,1056.0,第四分局,120.6411172,24.12997206
112.0,豐樂里,臺中市南屯區豐樂里文心南五路321號,1.0,2555.0,第四分局,120.6445082,24.13207998
113.0,豐樂里,臺中市南屯區豐樂里文心南六路310號,1.0,989.0,第四分局,120.6453753,24.1312684
114.0,向心里,臺中市南屯區向心里向心南路739號,1.0,463.0,第四分局,120.643756,24.13284317
115.0,向心里,臺中市南屯區向心里文心南五路308號,1.0,972.0,第四分局,120.6448907,24.13245292
116.0,永定里,臺中市南屯區永定里五權西路二段727號,1.0,893.0,第四分局,120.6366307,24.14244741
117.0,豐樂里,臺中市南屯區豐樂里11鄰文心南六路297號,1.0,313.0,第四分局,120.6470755,24.13084742
118.0,大興里,臺中市南屯區大興里東興路一段497號,1.0,1052.0,第四分局,120.6528866,24.13291872
119.0,同心里,臺中市南屯區同心里大墩四街559號,1.0,1077.0,第四分局,120.6399686,24.1428352
120.0,豐樂里,臺中市南屯區豐樂里文心南五358號,1.0,377.0,第四分局,120.6416323,24.13242649
121.0,南屯里,臺中市南屯區南屯里河南路4段690巷21號,1.0,1702.0,第四分局,120.6379934,24.14484043
122.0,南屯里,臺中市南屯區南屯里五權西2段660號,1.0,734.0,第四分局,120.6399133,24.14210321
123.0,向心里,臺中市南屯區向心里永春東351號,2.0,1043.0,第四分局,120.647604,24.13485842
124.0,豐樂里,臺中市南屯區豐樂里東興路一段469號,1.0,2536.0,第四分局,120.6530255,24.1315693
125.0,豐樂里,臺中市南屯區豐樂里豐富路199-1號,1.0,2355.0,第四分局,120.6478399,24.13139432
126.0,豐樂里,臺中市南屯區豐樂里文心南九路119號,1.0,650.0,第四分局,120.6428781,24.12785602
127.0,向心里,臺中市南屯區向心里文心南路98號,1.0,889.0,第四分局,120.6468961,24.13513433
128.0,豐樂里,臺中市南屯區豐樂里文心南五路277號,1.0,429.0,第四分局,120.6479334,24.13213925
129.0,豐樂里,臺中市南屯區豐樂里文心南七路126號,1.0,935.0,第四分局,120.6497741,24.12983614
130.0,永定里,臺中市南屯區永定里五權西路2段801號,1.0,1345.0,第四分局,120.6357462,24.14332103
131.0,南屯里,臺中市南屯區南屯里萬和路149號,1.0,2847.0,第四分局,120.6406273,24.13491296
132.0,豐樂里,臺中市南屯區豐樂里豐偉路66號,1.0,664.0,第四分局,120.6453183,24.12999423
133.0,豐樂里,臺中市南屯區豐樂里文心南七路300號,1.0,577.0,第四分局,120.6452647,24.13013618
134.0,永定里,臺中市南屯區永定里五權西路二段805號,1.0,1150.0,第四分局,120.6352172,24.14358113
135.0,南屯里,臺中市南屯區南屯里大墩四街567號,1.0,309.0,第四分局,120.639474,24.14286348
136.0,豐樂里,臺中市南屯區豐樂里文心南三路289號,1.0,8684.0,第四分局,120.648952,24.13280245
137.0,南屯里,臺中市南屯區南屯里五福街171號,1.0,120.0,第四分局,120.6365869,24.13796197
138.0,豐樂里,臺中市南屯區豐樂里文心南五路330號,1.0,1481.0,第四分局,120.6430195,24.13226945
139.0,豐樂里,臺中市南屯區豐樂里文心南二路482號,1.0,3852.0,第四分局,120.6423359,24.13642915
140.0,同心里,臺中市南屯區同心里大墩南路166號,1.0,386.0,第四分局,120.6500817,24.12995548
141.0,豐樂里,臺中市南屯區豐樂里文心南三路596號,1.0,1191.0,第四分局,120.6447233,24.13368841
142.0,豐樂里,臺中市南屯區豐樂里大墩南路178號,1.0,1049.0,第四分局,120.6500939,24.13059652
143.0,永定里,臺中市南屯區永定里益豐路三段357號,1.0,537.0,第四分局,120.6284148,24.13787917
144.0,豐樂里,臺中市南屯區豐樂里永春東一路818號,1.0,1222.0,第四分局,120.6415925,24.13582109
145.0,楓樹里,臺中市南屯區楓樹里永春東二路50之1號,1.0,313.0,第四分局,120.63103,24.11847175
146.0,向心里,臺中市南屯區向心里文心南路41號,1.0,733.0,第四分局,120.6461583,24.13584056
147.0,楓樹里,臺中市南屯區楓樹里永春東三路29號,1.0,2556.0,第四分局,120.6292668,24.11327785
148.0,楓樹里,臺中市南屯區楓樹里楓樹一街6號,1.0,666.0,第四分局,120.6275162,24.11351346
149.0,新生里,臺中市南屯區新生里龍富十路96號,1.0,107.0,第四分局,120.6281675,24.13676047
150.0,新生里,臺中市南屯區新生里新富一街2號,1.0,88.0,第四分局,120.6280043,24.13701598
151.0,新生里,臺中市南屯區新生里新富一街6號,1.0,62.0,第四分局,120.6280043,24.13701598
152.0,中和里,臺中市南屯區中和里文心南六路199號,1.0,1059.0,第四分局,120.6484324,24.13059731
153.0,楓樹里,臺中市南屯區楓樹里楓樹一街2號,1.0,666.0,第四分局,120.6271821,24.11346659
154.0,豐樂里,臺中市南屯區豐樂里永春東一路591號,1.0,1223.0,第四分局,120.6412432,24.1314029
155.0,大興里,臺中市南屯區大興里大墩路40號,1.0,1267.0,第四分局,120.650149,24.13802254
156.0,永定里,臺中市南屯區永定里永春路20號,1.0,608.0,第四分局,120.6330024,24.14175128
157.0,豐樂里,臺中市南屯區豐樂里萬和路一段31之7號,3.0,221.0,第四分局,120.6362915,24.13228252
158.0,永定里,臺中市南屯區永定里永春路18之26號,2.0,397.0,第四分局,120.6339151,24.14163274
159.0,豐樂里,臺中市南屯區豐樂里文心南五路一段496號,3.0,378.0,第四分局,120.6396895,24.13246368
160.0,豐樂里,臺中市南屯區豐樂里文心南路289號,1.0,5135.0,第四分局,120.6455746,24.12994547
161.0,楓樹里,臺中市南屯區楓樹里楓樹巷10之1號,1.0,520.0,第四分局,120.6315174,24.11674208
162.0,永定里,臺中市南屯區永定里益昌三街100號,3.0,103.0,第四分局,120.6312912,24.14244161
163.0,豐樂里,臺中市南屯區豐樂里萬和路一段31之6號,2.0,180.0,第四分局,120.6361842,24.13234127
164.0,大興里,臺中市南屯區大興里文心南三路22號,2.0,519.0,第四分局,120.6532177,24.1337877
165.0,永定里,臺中市南屯區永定里永春東七路600號,1.0,519.0,第四分局,120.6340561,24.14219548
166.0,永定里,臺中市南屯區永定里永春東七路679號,1.0,646.0,第四分局,120.6338033,24.14294914
167.0,永定里,臺中市南屯區永定里文昌街237號,1.0,519.0,第四分局,120.6349945,24.13889044
168.0,南屯里,臺中市南屯區南屯里惠德街297號,1.0,249.0,第四分局,120.6398632,24.1412861
169.0,豐樂里,臺中市南屯區豐樂里文心南九路169號,1.0,1420.0,第四分局,120.6415708,24.12814319
170.0,永定里,臺中市南屯區永定里龍富15路57號,1.0,469.0,第四分局,120.6324802,24.14253518
171.0,豐樂里,臺中市南屯區豐樂里文心南七路160號,1.0,934.0,第四分局,120.6490278,24.12977671
172.0,永定里,臺中市南屯區永定里益昌五街53號,1.0,376.0,第四分局,120.6329926,24.1435867
173.0,豐樂里,臺中市南屯區豐樂里文心南五路一段395號,1.0,125.0,第四分局,120.6408688,24.13210724
174.0,南屯里,臺中市南屯區南屯里大墩四街572號,3.0,213.0,第四分局,120.6390456,24.14325192
175.0,豐樂里,臺中市南屯區豐樂里永春東一路585號,1.0,153.0,第四分局,120.6411296,24.13149051
176.0,永定里,臺中市南屯區永定里文心南五路三段100號,1.0,2439.0,第四分局,120.6308089,24.14382588
177.0,豐樂里,臺中市南屯區豐樂里文心南六路288號,2.0,562.0,第四分局,120.6469847,24.13116175
178.0,永定里,臺中市南屯區永定里益昌一街99號,2.0,1090.0,第四分局,120.6318849,24.13907265
179.0,永定里,臺中市南屯區永定里龍富十五路108號,2.0,569.0,第四分局,120.6319219,24.1433836
180.0,向心里,臺中市南屯區向心里文心南路95號,2.0,1140.0,第四分局,120.6462244,24.13385638
181.0,永定里,臺中市南屯區永定里益昌五街41號,1.0,578.0,第四分局,120.6329931,24.14363787
182.0,楓樹里,臺中市南屯區楓樹里楓樹西街135號,1.0,535.0,第四分局,120.6286255,24.11672758
183.0,永定里,臺中市南屯區永定里永春東七路579之1號,1.0,1024.0,第四分局,120.6331255,24.14021367
184.0,楓樹里,臺中市南屯區楓樹里楓樹東街521號,1.0,567.0,第四分局,120.632285,24.11782495
185.0,豐樂里,臺中市南屯區豐樂里文心南路113號,1.0,5533.0,第四分局,120.6460304,24.13276729
186.0,豐樂里,臺中市南屯區豐樂里永春東路1057號,1.0,195.0,第四分局,120.6373749,24.13561145
187.0,向心里,臺中市南屯區向心里永春東路286巷2號,1.0,228.0,第四分局,120.6492806,24.1353611
188.0,豐樂里,臺中市南屯區豐樂里永春東路885號,1.0,2024.0,第四分局,120.6405895,24.13491867
189.0,豐樂里,臺中市南屯區豐樂里文心南三路539號,1.0,456.0,第四分局,120.6454675,24.13324927
190.0,豐樂里,臺中市南屯區豐樂里文心南六路163號,1.0,1106.0,第四分局,120.6493492,24.13084347
191.0,豐樂里,臺中市南屯區豐樂里文心南六路295號,1.0,734.0,第四分局,120.6465947,24.1309872
192.0,豐樂里,臺中市南屯區豐樂里文心南六路293號,1.0,2546.0,第四分局,120.6465947,24.1309872
193.0,豐樂里,臺中市南屯區豐樂里文心南五路358號,1.0,377.0,第四分局,120.641686,24.13254399
194.0,豐樂里,臺中市南屯區豐樂里大墩南路177號,1.0,935.0,第四分局,120.6497766,24.1300791
195.0,豐樂里,臺中市南屯區豐樂里文心南二路488號,1.0,3851.0,第四分局,120.6421538,24.13651108
196.0,豐樂里,臺中市南屯區豐樂里文心南二路506號,1.0,470.0,第四分局,120.6416132,24.13649043
197.0,豐樂里,臺中市南屯區豐樂里東興路一段379號,1.0,765.0,第四分局,120.6529712,24.1305741
198.0,豐樂里,臺中市南屯區豐樂里文心南三路799號,1.0,419.0,第四分局,120.6407946,24.13358989
199.0,豐樂里,臺中市南屯區豐樂里文心南五路一段389號,1.0,433.0,第四分局,120.6412315,24.13229803
200.0,豐樂里,臺中市南屯區豐樂里文心南路280號,1.0,795.0,第四分局,120.6465466,24.12988051
201.0,豐樂里,臺中市南屯區豐樂里向心南路766號,1.0,1088.0,第四分局,120.6442855,24.13307023
202.0,豐樂里,臺中市南屯區豐樂里豐偉路186號,1.0,1779.0,第四分局,120.6451268,24.13172526
203.0,豐樂里,臺中市南屯區豐樂里豐偉路2號,1.0,577.0,第四分局,120.6452311,24.12992327
204.0,豐樂里,臺中市南屯區豐樂里文心南六路179號,1.0,668.0,第四分局,120.6488966,24.1309057
205.0,向心里,臺中市南屯區向心里永春東路679號,1.0,1651.0,第四分局,120.6442261,24.13477264
206.0,豐樂里,臺中市南屯區豐樂里16鄰向心南路751號,1.0,222.0,第四分局,120.6436058,24.13293
207.0,南屯里,臺中市南屯區南屯里萬和路二段32之3號,1.0,874.0,第四分局,120.6401398,24.14005932
208.0,豐樂里,臺中市南屯區豐樂里大墩南路179號,1.0,383.0,第四分局,120.6497536,24.13025166
209.0,豐樂里,臺中市南屯區豐樂里文心南三路700號,1.0,82.0,第四分局,120.6430055,24.13393626
210.0,豐樂里,臺中市南屯區豐樂里永春東一路549號,1.0,265.0,第四分局,120.641057,24.12997952
211.0,楓樹里,臺中市南屯區楓樹里19鄰楓樹六街166之1號,1.0,57.0,第四分局,120.6284916,24.11673407
212.0,春社里,臺中市南屯區春社里工業區22路37號,1.0,850.0,第四分局,120.604946,24.15775268
213.0,春社里,臺中市南屯區春社里嶺東路750號,1.0,502.0,第四分局,120.6119428,24.14898708
214.0,春社里,臺中市南屯區春社里工業區18路33號,1.0,368.0,第四分局,120.6089361,24.15495035
215.0,春社里,臺中市南屯區春社里嶺東南路39號,1.0,104.0,第四分局,120.6101314,24.13312108
216.0,春社里,臺中市南屯區春社里嶺東路1號,1.0,700.0,第四分局,120.6095441,24.13800319
217.0,春社里,臺中市南屯區春社里嶺東路12號,1.0,357.0,第四分局,120.6098352,24.13860596
218.0,春社里,臺中市南屯區春社里嶺東路2號,1.0,420.0,第四分局,120.6095441,24.13800319
219.0,春社里,臺中市南屯區春社里嶺東路1號,1.0,495.0,第四分局,120.6095441,24.13800319
220.0,文山里,臺中市南屯區文山里忠勇路97號,1.0,107.0,第四分局,120.6153309,24.14959702
221.0,春安里,臺中市南屯區春安里春安路110號,1.0,84.0,第四分局,120.6089992,24.13490431
222.0,文山里,臺中市南屯區文山里忠勇路91號之31,1.0,106.0,第四分局,120.6151545,24.14868007
223.0,文山里,臺中市南屯區文山里忠勇路91號之15,1.0,116.0,第四分局,120.6150419,24.1486313
224.0,文山里,臺中市南屯區文山里忠勇路91號之19,1.0,116.0,第四分局,120.6150419,24.1486313
225.0,文山里,臺中市南屯區文山里忠勇路91號之30,1.0,107.0,第四分局,120.6150707,24.14865971
226.0,文山里,臺中市南屯區文山里忠勇路91號之33,1.0,106.0,第四分局,120.6150707,24.14865971
227.0,文山里,臺中市南屯區文山里忠勇路91號之18,1.0,121.0,第四分局,120.6152296,24.14880734
228.0,春社里,臺中市南屯區春社里忠勇路23之5號,1.0,722.0,第四分局,120.6116104,24.1363659
229.0,春社里,臺中市南屯區春社里嶺東路2號,1.0,195.0,第四分局,120.6108292,24.13676587
230.0,文山里,臺中市南屯區文山里忠勇路62-3號,1.0,81.0,第四分局,120.615704,24.14870939
231.0,春社里,臺中市南屯區春社里嶺東路1號,1.0,1494.0,第四分局,120.6097157,24.13800319
232.0,南屯里,臺中市南屯區南屯里南屯路三段229巷3號,1.0,632.0,第四分局,120.6401398,24.14005932
233.0,文山里,臺中市南屯區文山里忠勇路89巷161弄5號,1.0,895.0,第四分局,120.6150604,24.1483572
234.0,春社里,臺中市南屯區春社里德興巷36弄8號,1.0,239.0,第四分局,120.6089657,24.14857312
235.0,春社里,臺中市南屯區春社里忠勇路23之7號,1.0,1689.0,第四分局,120.611546,24.13635611
236.0,春社里,臺中市南屯區春社里嶺東路1號,1.0,1574.0,第四分局,120.6095441,24.13800319
237.0,寶山里,臺中市南屯區寶山里嶺東路870巷15弄2號,1.0,677.0,第四分局,120.6125393,24.15261019
238.0,南屯里,臺中市南屯區南屯里南屯路三段227巷36號,1.0,348.0,第四分局,120.6531994,24.14071342
239.0,文山里,臺中市南屯區文山里忠勇路115之6號,1.0,136.0,第四分局,120.6161767,24.15324233
240.0,文山里,臺中市南屯區文山里忠勇路322號,1.0,893.0,第四分局,120.612323,24.13810077
241.0,文山里,臺中市南屯區文山里忠勇路89巷169號,1.0,1100.0,第四分局,120.6152321,24.14842573
242.0,春社里,臺中市南屯區春社里德興巷56弄57號,1.0,136.0,第四分局,120.6086224,24.14880808
243.0,文山里,臺中市南屯區文山里永春路81號,1.0,1004.0,第四分局,120.6533492,24.13502313
244.0,春社里,臺中市南屯區春社里嶺東路776號,1.0,1216.0,第四分局,120.6120468,24.1495628
245.0,春社里,臺中市南屯區春社里嶺東南路66號,1.0,556.0,第四分局,120.6102053,24.13346453
246.0,南屯里,臺中市南屯區南屯里南屯路三段219號,1.0,439.0,第四分局,120.6379016,24.14050604
247.0,南屯里,臺中市南屯區南屯里南屯路三段82號,1.0,2147.0,第四分局,120.6379231,24.14015358
248.0,文山里,臺中市南屯區文山里嶺東路870號,1.0,344.0,第四分局,120.6125393,24.15253187
249.0,春社里,臺中市南屯區春社里文山東巷11之27號,1.0,94.0,第四分局,120.6158634,24.14858244
250.0,春社里,臺中市南屯區春社里文山東巷11之20號,1.0,1198.0,第四分局,120.6158634,24.14865097
251.0,春社里,臺中市南屯區春社里德興巷80弄47號,1.0,1105.0,第四分局,120.6081074,24.14919968
252.0,南屯里,臺中市南屯區南屯里南屯路二段247號,1.0,792.0,第四分局,120.6478165,24.13718094
