類別,電腦編號,村里別,地址,緯經度,避難樓層,可容納人數,轄管分局,備註
一般住宅,CMA00021,大同里,臺南市東區大同里16鄰大同路一段241巷6弄6號,"22.982973,120.211671",B01,544.0,第一分局,
一般住宅,CMA00022,大同里,臺南市東區大同里16鄰大同路一段241巷6弄2號,"22.983103,120.211703",B01,208.0,第一分局,
供公眾使用,CMA00024,衛國里,臺南市東區衛國里2鄰衛國街114巷28號,"22.987857,120.225343",B01,246.0,第一分局,
一般住宅,CMA00025,泉南里,臺南市東區泉南里24鄰長榮路一段15號,"22.982693,120.215998",B01,195.0,第一分局,
一般住宅,CMA00026,泉南里,臺南市東區泉南里15鄰林森路一段153巷48號,"22.983277,120.21516",B01,161.0,第一分局,
一般住宅,CMA00028,泉南里,臺南市東區泉南里20鄰府連路364號,"22.984552, 120.216548",B01,117.0,第一分局,
一般住宅,CMA00029,德光里,臺南市東區德光里15鄰崇德二街76巷18號,"22.980765,120.221463",B01,212.0,第一分局,
供公眾使用,CMA00030,德光里,臺南市東區德光里14鄰德光街106號,"22.979804,120.22158",B01,466.0,第一分局,
供公眾使用,CMA00031,德光里,臺南市東區德光里12鄰崇善路172號,"22.980411,120.223307",B01,220.0,第一分局,
一般住宅,CMA00032,德光里,臺南市東區德光里14鄰崇德二街6巷24號,"22.980311,120.221358",B01,408.0,第一分局,
一般住宅,CMA00033,德光里,臺南市東區德光里12鄰崇德三街108號,"22.980459,120.222928",B01,97.0,第一分局,
一般住宅,CMA00034,德光里,臺南市東區德光里19鄰崇德一街32號,"22.980442,120.220084",B01,97.0,第一分局,
一般住宅,CMA00035,德光里,臺南市東區德光里13鄰崇德三街43號,"22.979728,120.222123",B01,68.0,第一分局,
一般住宅,CMA00036,新東里,臺南市東區新東里3鄰裕農路15號,"22.985047,120.224417",B01,22.0,第一分局,
一般住宅,CMA00037,新東里,臺南市東區新東里3鄰裕農路27號,"22.985157,120.224671",B03,2288.0,第一分局,
一般住宅,CMA00038,崇誨里,臺南市東區崇誨里10鄰林森路二段192巷5號,"22.989536,120.224582",B01,537.0,第一分局,
一般住宅,CMA00039,崇誨里,臺南市東區崇誨里4鄰林森路二段218號,"22.990271,120.224583",B01,537.0,第一分局,
一般住宅,CMA00040,富裕里,臺南市東區富裕里14鄰裕農路288巷2號,"22.985937,120.227478",B01,47.0,第一分局,
一般住宅,CMA00041,富裕里,臺南市東區富裕里14鄰裕農路288巷4號,"22.985923,120.227513",B01,48.0,第一分局,
一般住宅,CMA00042,富強里,臺南市東區富強里6鄰中華東路二段96巷12號,"22.985495,120.23262",B01,189.0,第一分局,
一般住宅,CMA00043,富強里,臺南市東區富強里25鄰裕農路446巷52弄3號,"22.986376,120.231561",B01,38.0,第一分局,
一般住宅,CMA00044,富強里,臺南市東區富強里19鄰裕農路288巷110弄24號,"22.985329,120.229431",B01,26.0,第一分局,
一般住宅,CMA00045,富強里,臺南市東區富強里15鄰裕農路320號,"22.986702,120.229211",B01,409.0,第一分局,
一般住宅,CMA00046,富強里,臺南市東區富強里4鄰裕農路372號,"22.987171,120.230278",B02,2995.0,第一分局,
一般住宅,CMA00047,富強里,臺南市東區富強里4鄰裕農路352號,"22.986961,120.22971",B02,385.0,第一分局,
一般住宅,CMA00048,富裕里,臺南市東區富裕里9鄰東門路二段297號,"22.983543,120.226659",B02,956.0,第一分局,
一般住宅,CMA00049,富裕里,臺南市東區富裕里1鄰東門路二段301巷53弄26號,"22.984732,120.228166",B01,222.0,第一分局,
一般住宅,CMA00050,富裕里,臺南市東區富裕里7鄰東門路二段301巷41號,"22.984074,120.227464",B01,138.0,第一分局,
一般住宅,CMA00051,泉南里,臺南市東區泉南里8鄰光華街227號,"22.986785,120.214861",B01,219.0,第一分局,
一般住宅,CMA00052,泉南里,臺南市東區泉南里10鄰樹林街一段6號,"22.985672,120.216728",B01,36.0,第一分局,
一般住宅,CMA00053,泉南里,臺南市東區泉南里17鄰光華街117號,"22.985054,120.217423",B01,48.0,第一分局,
一般住宅,CMA00054,泉南里,臺南市東區泉南里17鄰光華街115號,"22.985047,120.217484",B01,53.0,第一分局,
一般住宅,CMA00055,泉南里,臺南市東區泉南里25鄰樹林街一段71號,"22.985968,120.215222",B01,158.0,第一分局,
一般住宅,CMA00056,衛國里,臺南市東區衛國里2鄰衛國街112巷17號,"22.987537,120.22448",B01,646.0,第一分局,
一般住宅,CMA00057,衛國里,臺南市東區衛國里4鄰林森路二段90號,"22.987365,120.223406",B02,1081.0,第一分局,
一般住宅,CMA00058,大同里,臺南市東區大同里9鄰府連路184號,"22.9849,120.212444",B01,202.0,第一分局,
一般住宅,CMA00059,大同里,臺南市東區大同里10鄰府連路204巷5號,"22.98486,120.213068",B01,130.0,第一分局,
一般住宅,CMA00060,大同里,臺南市東區大同里8鄰大同路一段173號,"22.984639,120.211349",B01,876.0,第一分局,
一般住宅,CMA00061,裕農里,臺南市東區裕農里14鄰裕豐街232號,"22.98861,120.22753",B01,211.0,第一分局,
一般住宅,CMA00062,裕農里,臺南市東區裕農里14鄰裕豐街216號,"22.988078,120.227433",B01,335.0,第一分局,
一般住宅,CMA00063,裕農里,臺南市東區裕農里6鄰裕農路375號,"22.98753,120.23014",B02,1794.0,第一分局,
一般住宅,CMA00064,裕農里,臺南市東區裕農里3鄰東寧路546號,"22.988472,120.231718",B03,681.0,第一分局,
供公眾使用,CMA00065,裕農里,臺南市東區裕農里11鄰東寧路518號,"22.988903,120.230941",B01,78.0,第一分局,
一般住宅,CMA00067,德光里,臺南市東區德光里17鄰崇德路138號,"22.979334,120.219734",B01,2302.0,第一分局,
一般住宅,CMA00068,德光里,臺南市東區德光里9鄰崇學路19號,"22.977951,120.220594",B01,265.0,第一分局,
一般住宅,CMA00069,德光里,臺南市東區德光里9鄰崇學路67號,"22.978099,120.221018",B01,968.0,第一分局,
一般住宅,CMA00070,德光里,臺南市東區德光里3鄰崇德路44號,"22.981427,120.217547",B01,55.0,第一分局,
一般住宅,CMA00071,德光里,臺南市東區德光里3鄰崇德路40號,"22.981508,120.217518",B01,48.0,第一分局,
一般住宅,CMA00072,德光里,臺南市東區德光里5鄰崇德路92號,"22.980263,120.218383",B01,48.0,第一分局,
一般住宅,CMA00073,德光里,臺南市東區德光里5鄰崇德路98號,"22.980198,120.21848",B01,48.0,第一分局,
一般住宅,CMA00074,富強里,臺南市東區富強里17鄰裕農路288巷88號,"22.98591,120.228956",B01,113.0,第一分局,
一般住宅,CMA00075,裕農里,臺南市東區裕農里6鄰裕農路343號,"22.986996,120.22918",B01,63.0,第一分局,
一般住宅,CMA00076,裕農里,臺南市東區裕農里11鄰東寧路508號,"22.989049,120.23063",B01,65.0,第一分局,
一般住宅,CMA00077,龍山里,臺南市東區龍山里3鄰富德街29號,"22.984807,120.223286",B01,60.0,第一分局,
一般住宅,CMA00078,大同里,臺南市東區大同里13鄰大同路一段175巷10號,"22.984309,120.211431",B01,45.0,第一分局,
一般住宅,CMA00079,大同里,臺南市東區大同里10鄰府連路204巷15號,"22.984631,120.213123",B01,65.0,第一分局,
一般住宅,CMA00080,大同里,臺南市東區大同里8鄰府連路160號,"22.984777,120.211778",B01,42.0,第一分局,
一般住宅,CMA00081,泉南里,臺南市東區泉南里11鄰府連路357號,"22.984929,120.216255",B01,44.0,第一分局,
一般住宅,CMA00082,富裕里,臺南市東區富裕里14鄰裕農路288巷10號,"22.985913,120.227635",B01,48.0,第一分局,
一般住宅,CMA00083,富裕里,臺南市東區富裕里14鄰裕農路288巷12號,"22.98592,120.227667",B01,48.0,第一分局,
一般住宅,CMA00084,崇誨里,臺南市東區崇誨里2鄰東寧路258號,"22.990582,120.225668",B01,42.0,第一分局,
一般住宅,CMA00085,崇誨里,臺南市東區崇誨里2鄰東寧路254號,"22.990604,120.225596",B01,42.0,第一分局,
一般住宅,CMA00086,崇誨里,臺南市東區崇誨里2鄰東寧路252號,"22.990617,120.22556",B01,42.0,第一分局,
一般住宅,CMA00087,崇誨里,臺南市東區崇誨里2鄰東寧路250號,"22.990628,120.225517",B01,42.0,第一分局,
一般住宅,CMA00088,崇誨里,臺南市東區崇誨里9鄰林森路二段192巷88弄28號,"22.988824,120.227114",B01,64.0,第一分局,
一般住宅,CMA00089,崇誨里,臺南市東區崇誨里2鄰東寧路246號,"22.990666,120.225395",B01,66.0,第一分局,
一般住宅,CMA00090,崇誨里,臺南市東區崇誨里2鄰東寧路256號,"22.990594,120.225634",B01,42.0,第一分局,
一般住宅,CMA00091,崇誨里,臺南市東區崇誨里2鄰東寧路238號,"22.990725,120.225247",B01,42.0,第一分局,
一般住宅,CMA00092,崇誨里,臺南市東區崇誨里2鄰東寧路264號,"22.990559,120.225784",B01,42.0,第一分局,
一般住宅,CMA00094,崇誨里,臺南市東區崇誨里2鄰東寧路260號,"22.990575,120.225705",B01,42.0,第一分局,
一般住宅,CMA00095,德光里,臺南市東區德光里14鄰德光街94號,"22.980404,120.221783",B01,38.0,第一分局,
一般住宅,CMA00096,德光里,臺南市東區德光里19鄰崇德一街16號,"22.980167,120.219838",B01,62.0,第一分局,
一般住宅,CMA00097,德光里,臺南市東區德光里13鄰崇善路138號,"22.980882,120.222671",B01,42.0,第一分局,
一般住宅,CMA00098,德光里,臺南市東區德光里12鄰崇學路167號,"22.980134,120.223319",B01,64.0,第一分局,
一般住宅,CMA00099,泉南里,臺南市東區泉南里21鄰府連路344巷1弄28號,"22.983844,120.216134",B01,56.0,第一分局,
一般住宅,CMA00100,泉南里,臺南市東區泉南里21鄰府連路344巷1弄26號,"22.983878,120.216138",B01,56.0,第一分局,
一般住宅,CMA00101,泉南里,臺南市東區泉南里21鄰府連路344巷1弄24號,"22.983913,120.216138",B01,56.0,第一分局,
一般住宅,CMA00102,泉南里,臺南市東區泉南里21鄰府連路344巷1弄22號,"22.983958,120.216143",B01,56.0,第一分局,
一般住宅,CMA00103,泉南里,臺南市東區泉南里26鄰府連路302號,"22.985059,120.215175",B01,47.0,第一分局,
一般住宅,CMA00104,泉南里,臺南市東區泉南里26鄰府連路300號,"22.985077,120.21514",B01,47.0,第一分局,
一般住宅,CMA00105,富強里,臺南市東區富強里5鄰東門路二段301巷90弄7號,"22.983739,120.229197",B01,141.0,第一分局,
供公眾使用,CMA00106,大同里,臺南市東區大同里2鄰大同路一段59號,"22.987475,120.211543",B01,60.0,第一分局,
一般住宅,CMA00107,大同里,臺南市東區大同里18鄰林森路一段53號,"22.98176,120.213312",B01,42.0,第一分局,
一般住宅,CMA00108,大同里,臺南市東區大同里18鄰林森路一段57號,"22.981776,120.213426",B01,77.0,第一分局,
一般住宅,CMA00109,大同里,臺南市東區大同里18鄰林森路一段51號,"22.981755,120.213258",B01,68.0,第一分局,
一般住宅,CMA00110,富裕里,臺南市東區富裕里3鄰裕農路2號,"22.984853,120.224558",B01,175.0,第一分局,
一般住宅,CMA00112,龍山里,臺南市東區龍山里20鄰崇學路205號,"22.980816,120.223849",B01,97.0,第一分局,
一般住宅,CMA00113,新東里,臺南市東區新東里9鄰裕農路43巷29弄48號,"22.986522,120.224457",B01,57.0,第一分局,
一般住宅,CMA00114,新東里,臺南市東區新東里9鄰裕農路43巷29弄46號,"22.986528,120.224509",B01,57.0,第一分局,
一般住宅,CMA00115,新東里,臺南市東區新東里9鄰裕農路43巷29弄42之1號,"22.986536,120.224605",B01,57.0,第一分局,
一般住宅,CMA00116,新東里,臺南市東區新東里9鄰裕農路43巷29弄42號,"22.986529,120.224555",B01,57.0,第一分局,
一般住宅,CMA00117,新東里,臺南市東區新東里9鄰裕農路43巷29弄40號,"22.986536,120.224655",B01,57.0,第一分局,
一般住宅,CMA00118,新東里,臺南市東區新東里9鄰裕農路43巷29弄38號,"22.986539,120.2247",B01,57.0,第一分局,
一般住宅,CMA00119,新東里,臺南市東區新東里9鄰裕農路43巷29弄36號,"22.986543,120.224753",B01,57.0,第一分局,
一般住宅,CMA00120,新東里,臺南市東區新東里9鄰裕農路43巷29弄16號,"22.986583,120.225236",B01,57.0,第一分局,
一般住宅,CMA00121,新東里,臺南市東區新東里9鄰裕農路43巷29弄12號,"22.986588,120.22533",B01,57.0,第一分局,
一般住宅,CMA00122,新東里,臺南市東區新東里9鄰裕農路43巷29弄24號,"22.986567,120.225041",B01,57.0,第一分局,
一般住宅,CMA00123,新東里,臺南市東區新東里9鄰裕農路43巷29弄22號,"22.98657,120.225087",B01,57.0,第一分局,
一般住宅,CMA00124,新東里,臺南市東區新東里9鄰裕農路43巷29弄14號,"22.986587,120.225286",B01,57.0,第一分局,
一般住宅,CMA00125,新東里,臺南市東區新東里9鄰裕農路43巷29弄20號,"22.986574,120.225138",B01,57.0,第一分局,
一般住宅,CMA00126,新東里,臺南市東區新東里9鄰裕農路43巷29弄18號,"22.986578,120.225189",B01,57.0,第一分局,
一般住宅,CMA00127,新東里,臺南市東區新東里13鄰裕農路55號,"22.985861,120.226525",B01,43.0,第一分局,
一般住宅,CMA00128,新東里,臺南市東區新東里9鄰裕農路43巷29弄28號,"22.98656,120.224943",B01,57.0,第一分局,
一般住宅,CMA00129,新東里,臺南市東區新東里9鄰裕農路43巷29弄10號,"22.986598,120.225381",B01,57.0,第一分局,
一般住宅,CMA00130,新東里,臺南市東區新東里9鄰裕農路43巷29弄8號,"22.986601,120.22543",B01,57.0,第一分局,
一般住宅,CMA00131,新東里,臺南市東區新東里9鄰裕農路43巷29弄6號,"22.986602,120.225477",B01,57.0,第一分局,
一般住宅,CMA00132,新東里,臺南市東區新東里5鄰裕農路43巷46號,"22.987006,120.225831",B01,48.0,第一分局,
一般住宅,CMA00133,新東里,臺南市東區新東里12鄰裕豐街163巷36號,"22.98781,120.226102",B01,53.0,第一分局,
一般住宅,CMA00134,新東里,臺南市東區新東里13鄰裕農路59號,"22.98589,120.226609",B01,53.0,第一分局,
一般住宅,CMA00136,泉南里,臺南市東區泉南里7鄰林森路一段153巷1弄8號,"22.982642,120.214993",B01,24.0,第一分局,
供公眾使用,CMA00137,龍山里,臺南市東區龍山里9鄰東門路二段134巷27號,"22.985522,120.220716",B01,55.0,第一分局,
一般住宅,CMA00138,龍山里,臺南市東區龍山里18鄰東門路一段298號,"22.986957,120.216757",B01,273.0,第一分局,
一般住宅,CMA00139,龍山里,臺南市東區龍山里7鄰長榮路一段234巷30號,"22.985631,120.219044",B01,480.0,第一分局,
一般住宅,CMA00140,龍山里,臺南市東區龍山里12鄰東門路一段354號,"22.986637,120.218082",B01,134.0,第一分局,
一般住宅,CMA00142,德光里,臺南市東區德光里20鄰崇明路119號,"22.979489,120.218003",B01B02,502.0,第一分局,
一般住宅,CMA00143,文聖里,臺南市東區文聖里6鄰裕農一街186號,"22.983326,120.238356",B01B02,2827.0,第一分局,
一般住宅,CMA00144,虎尾里,臺南市東區虎尾里20鄰東門路三段293號,"22.976102,120.237301",B01,953.0,第一分局,
一般住宅,CMA00145,虎尾里,臺南市東區虎尾里26鄰東門路三段297號,"22.975992,120.237637",B01B02,644.0,第一分局,
一般住宅,CMA00146,虎尾里,臺南市東區虎尾里29鄰東成街200巷58號,"22.978845,120.238083",B01,181.0,第一分局,
一般住宅,CMA00147,虎尾里,臺南市東區虎尾里14鄰東成街200巷53號,"22.978849,120.238344",B01,247.0,第一分局,
一般住宅,CMA00148,復興里,臺南市東區復興里21鄰自由路三段280號,"22.980969,120.237534",B01,468.0,第一分局,
一般住宅,CMA00149,自強里,臺南市東區自強里8鄰東門路三段13號,"22.981089,120.230442",B01B02,1349.0,第一分局,
一般住宅,CMA00150,自強里,臺南市東區自強里8鄰東門路三段31號,"22.980528,120.230521",B01B02,1464.0,第一分局,
一般住宅,CMA00154,自強里,臺南市東區自強里2鄰富農街一段131巷24號,"22.981932,120.23406",B01B02,575.0,第一分局,
一般住宅,CMA00155,自強里,臺南市東區自強里14鄰富農街一段131巷42弄11號,"22.982068,120.232873",B01B02,1399.0,第一分局,
一般住宅,CMA00156,自強里,臺南市東區自強里25鄰中華東路二段133巷70弄2號,"22.98438,120.234851",B01,487.0,第一分局,
一般住宅,CMA00157,虎尾里,臺南市東區虎尾里10鄰東門路三段101號,"22.979223,120.232394",B02,933.0,第一分局,
公有,CMA00158,復興里,臺南市東區復興里10鄰裕文路60號,"22.982593,120.238682",B01,645.0,第一分局,
公有,CMA00159,復興里,臺南市東區復興里10鄰裕文路60號,"22.982593,120.238682",B01,592.0,第一分局,
公有,CMA00160,復興里,臺南市東區復興里10鄰裕文路60號,"22.982593,120.238682",B01,1024.0,第一分局,
公有,CMA00161,復興里,臺南市東區復興里10鄰裕文路62號,"22.98224,120.24009",B01,1611.0,第一分局,
一般住宅,CMA00162,復興里,臺南市東區復興里9鄰自由路三段217號,"22.982579,120.236723",B01,535.0,第一分局,
一般住宅,CMA00163,復興里,臺南市東區復興里13鄰自由路三段239號,"22.982994,120.236667",B02,1036.0,第一分局,
供公眾使用,CMA00164,關聖里,臺南市東區關聖里3鄰裕農路668巷32號,"22.987005,120.236473",B01,557.0,第一分局,
一般住宅,CMA00165,東聖里,臺南市東區東聖里9鄰富農街二段57號,"22.986564,120.235575",B01,1650.0,第一分局,
一般住宅,CMA00166,虎尾里,臺南市東區虎尾里16鄰東成街82號之4,"22.979921,120.234097",B01,115.0,第一分局,
一般住宅,CMA00168,東聖里,臺南市東區東聖里15鄰中華東路二段73巷15號,"22.987196,120.234091",B01,570.0,第一分局,
一般住宅,CMA00169,虎尾里,臺南市東區虎尾里16鄰東成街82號之3,"22.979921,120.234056",B01,137.0,第一分局,
一般住宅,CMA00170,虎尾里,臺南市東區虎尾里23鄰富農街一段47號,"22.979655,120.234311",B01,106.0,第一分局,
一般住宅,CMA00171,虎尾里,臺南市東區虎尾里11鄰東門路三段179巷103號,"22.977955,120.23538",B01,497.0,第一分局,
一般住宅,CMA00172,虎尾里,臺南市東區虎尾里19鄰東成街34號,"22.979686,120.23275",B01,72.0,第一分局,
一般住宅,CMA00173,虎尾里,臺南市東區虎尾里16鄰東成街82號之1,"22.97991,120.233973",B01,72.0,第一分局,
一般住宅,CMA00174,虎尾里,臺南市東區虎尾里16鄰東成街82號之2,"22.979914,120.234016",B01,46.0,第一分局,
一般住宅,CMA00175,自強里,臺南市東區自強里12鄰中華東路二段295巷52號,"22.981739,120.232074",B01,412.0,第一分局,
一般住宅,CMA00176,自強里,臺南市東區自強里15鄰中華東路二段295巷37號,"22.981874,120.231789",B01,1803.0,第一分局,
一般住宅,CMA00177,自強里,臺南市東區自強里23鄰富農街一段199巷7號,"22.983135,120.234647",B01,693.0,第一分局,
一般住宅,CMA00178,自強里,臺南市東區自強里23鄰富農街一段199巷32號,"22.983353,120.234251",B01,75.0,第一分局,
一般住宅,CMA00179,自強里,臺南市東區自強里23鄰富農街一段199巷30號,"22.983349,120.234177",B01,76.0,第一分局,
一般住宅,CMA00180,自強里,臺南市東區自強里23鄰富農街一段199巷28號,"22.983339,120.234101",B01,75.0,第一分局,
一般住宅,CMA00181,自強里,臺南市東區自強里23鄰富農街一段199巷26號,"22.983573,120.234065",B01,76.0,第一分局,
一般住宅,CMA00182,自強里,臺南市東區自強里23鄰富農街一段199巷24號,"22.983581,120.23415",B01,76.0,第一分局,
一般住宅,CMA00183,自強里,臺南市東區自強里23鄰富農街一段199巷22號,"22.983591,120.234241",B01,76.0,第一分局,
一般住宅,CMA00184,自強里,臺南市東區自強里23鄰富農街一段199巷20號,"22.983594,120.234312",B01,76.0,第一分局,
一般住宅,CMA00185,自強里,臺南市東區自強里23鄰富農街一段199巷18號,"22.983602,120.234387",B01,76.0,第一分局,
一般住宅,CMA00186,自強里,臺南市東區自強里23鄰富農街一段199巷12號,"22.98354,120.234697",B01,76.0,第一分局,
一般住宅,CMA00187,自強里,臺南市東區自強里23鄰富農街一段199巷10號,"22.983552,120.234774",B01,76.0,第一分局,
一般住宅,CMA00188,自強里,臺南市東區自強里23鄰富農街一段199巷8號,"22.983294,120.234823",B01,76.0,第一分局,
一般住宅,CMA00189,自強里,臺南市東區自強里23鄰富農街一段199巷6號,"22.983297,120.234733",B01,76.0,第一分局,
一般住宅,CMA00190,自強里,臺南市東區自強里23鄰富農街一段199巷4號,"22.983335,120.234645",B01,76.0,第一分局,
一般住宅,CMA00191,自強里,臺南市東區自強里23鄰富農街一段199巷2號,"22.983339,120.234562",B01,76.0,第一分局,
一般住宅,CMA00192,東聖里,臺南市東區東聖里2鄰中華東路二段7巷13弄5號,"22.988012,120.23432",B01,57.0,第一分局,
一般住宅,CMA00193,東聖里,臺南市東區東聖里2鄰裕農路588號,"22.988389,120.234748",B01,155.0,第一分局,
一般住宅,CMA00194,東聖里,臺南市東區東聖里1鄰中華東路二段9號,"22.988067,120.233892",B01,122.0,第一分局,
一般住宅,CMA00195,東聖里,臺南市東區東聖里2鄰裕農路602號,"22.988396,120.235159",B01,62.0,第一分局,
一般住宅,CMA00196,崇德里,臺南市東區崇德里1鄰崇善路232巷31號,"22.976717,120.226481",B01,38.0,第一分局,
一般住宅,CMA00197,崇德里,臺南市東區崇德里1鄰崇善路232巷33號,"22.97669,120.226457",B01,56.0,第一分局,
一般住宅,CMA00198,崇德里,臺南市東區崇德里1鄰崇善路232巷35號,"22.976666,120.226436",B01,37.0,第一分局,
一般住宅,CMA00199,崇德里,臺南市東區崇德里21鄰崇德路468號,"22.974239,120.226964",B01,167.0,第一分局,
一般住宅,CMA00200,崇文里,臺南市東區崇文里7鄰崇德十七街102號,"22.969068,120.229851",B01,31.0,第一分局,
一般住宅,CMA00201,崇文里,臺南市東區崇文里7鄰崇德十七街104號,"22.969066,120.229895",B01,31.0,第一分局,
一般住宅,CMA00202,崇文里,臺南市東區崇文里7鄰崇德十七街106號,"22.969066,120.22994",B01,31.0,第一分局,
一般住宅,CMA00203,崇文里,臺南市東區崇文里7鄰崇德十七街108號,"22.969065,120.229975",B01,31.0,第一分局,
一般住宅,CMA00205,崇成里,臺南市東區崇成里5鄰崇明十九街21號,"22.969788,120.226445",B01,50.0,第一分局,
一般住宅,CMA00206,崇成里,臺南市東區崇成里5鄰崇明十九街19號,"22.969788,120.226404",B01,50.0,第一分局,
一般住宅,CMA00207,崇德里,臺南市東區崇德里1鄰崇善路232巷95號,"22.975989,120.225853",B01,66.0,第一分局,
一般住宅,CMA00208,崇德里,臺南市東區崇德里4鄰崇德五街27號,"22.976009,120.226311",B01,60.0,第一分局,
一般住宅,CMA00209,崇善里,臺南市東區崇善里21鄰崇善十一街28號,"22.970219,120.231668",B01,24.0,第一分局,
一般住宅,CMA00210,崇善里,臺南市東區崇善里21鄰崇善十一街26號,"22.970219,120.231621",B01,24.0,第一分局,
一般住宅,CMA00211,崇善里,臺南市東區崇善里21鄰崇善十一街12巷17弄14號,"22.969812,120.231842",B01,26.0,第一分局,
一般住宅,CMA00212,崇善里,臺南市東區崇善里23鄰崇善十二街39號,"22.969531,120.232042",B01,26.0,第一分局,
一般住宅,CMA00213,崇善里,臺南市東區崇善里23鄰崇善十二街37號,"22.969529,120.231999",B01,27.0,第一分局,
一般住宅,CMA00214,崇善里,臺南市東區崇善里22鄰崇善十二街35號,"22.969514,120.231965",B01,27.0,第一分局,
一般住宅,CMA00215,崇善里,臺南市東區崇善里21鄰崇善十一街12巷9號,"22.969892,120.231455",B01,53.0,第一分局,
一般住宅,CMA00216,崇善里,臺南市東區崇善里8鄰崇善七街8巷13號,"22.97218,120.230493",B01,53.0,第一分局,
一般住宅,CMA00217,崇成里,臺南市東區崇成里5鄰崇德路638號,"22.97003,120.227329",B01,21.0,第一分局,
一般住宅,CMA00218,崇成里,臺南市東區崇成里5鄰崇德路640號,"22.969992,120.227329",B01,21.0,第一分局,
一般住宅,CMA00219,崇成里,臺南市東區崇成里5鄰崇德路642之1號,"22.969899,120.227329",B01,21.0,第一分局,
一般住宅,CMA00220,崇成里,臺南市東區崇成里5鄰崇德路642號,"22.96995,120.227329",B01,21.0,第一分局,
一般住宅,CMA00221,崇成里,臺南市東區崇成里13鄰崇道路42號之1,"22.971965,120.226845",B01,33.0,第一分局,
一般住宅,CMA00223,崇善里,臺南市東區崇善里13鄰崇善十街56號,"22.971485,120.231973",B01,53.0,第一分局,
一般住宅,CMA00224,崇善里,臺南市東區崇善里13鄰崇善十街58號,"22.971502,120.231998",B01,53.0,第一分局,
一般住宅,CMA00225,崇善里,臺南市東區崇善里17鄰崇善路765號,"22.967956,120.231638",B01,22.0,第一分局,
一般住宅,CMA00226,崇善里,臺南市東區崇善里13鄰崇善十街60號,"22.97153,120.232044",B01,53.0,第一分局,
一般住宅,CMA00227,崇善里,臺南市東區崇善里13鄰崇善十街62號,"22.971554,120.232076",B01,53.0,第一分局,
一般住宅,CMA00228,崇善里,臺南市東區崇善里13鄰崇善十街64號,"22.97157,120.232121",B01,53.0,第一分局,
一般住宅,CMA00229,崇善里,臺南市東區崇善里13鄰崇善十街66號,"22.971582,120.232163",B01,53.0,第一分局,
一般住宅,CMA00230,崇善里,臺南市東區崇善里13鄰崇善十街68號,"22.971615,120.232192",B01,53.0,第一分局,
一般住宅,CMA00231,崇善里,臺南市東區崇善里13鄰崇善十街70號,"22.971633,120.232237",B01,53.0,第一分局,
一般住宅,CMA00232,崇善里,臺南市東區崇善里15鄰仁和路110號之3,"22.971703,120.232622",B01,50.0,第一分局,
一般住宅,CMA00233,崇善里,臺南市東區崇善里15鄰仁和路110號之4,"22.971629,120.232665",B01,50.0,第一分局,
