電腦編號,里別,防空疏散避難設施地址,地下層數,可容納人數,轄管分局,備駐
QMA00997,豐田里,屏東縣屏東市豐田里05鄰建豐路11號,1,26.0,屏東分局,
QMA00998,豐田里,屏東縣屏東市豐田里05鄰建豐路13號,1,26.0,屏東分局,
QMA01000,豐田里,屏東縣屏東市豐田里05鄰建豐路15號,1,26.0,屏東分局,
QMA01002,豐田里,屏東縣屏東市豐田里30鄰建豐路37號,1,44.0,屏東分局,
QMA00996,豐田里,屏東縣屏東市豐田里12鄰建豐路121號,1,26.0,屏東分局,
QMA01335,豐田里,屏東縣屏東市豐田里16鄰建豐路217號,1,150.0,屏東分局,
QMA01329,豐田里,屏東縣屏東市豐田里16鄰建豐路239號,1,20.0,屏東分局,
QMA01328,豐田里,屏東縣屏東市豐田里16鄰建豐路241號,1,21.0,屏東分局,
QMA01327,豐田里,屏東縣屏東市豐田里16鄰建豐路243號,1,20.0,屏東分局,
QMA01326,豐田里,屏東縣屏東市豐田里16鄰建豐路245號,1,14.0,屏東分局,
QMA01325,豐田里,屏東縣屏東市豐田里16鄰建豐路247號,1,14.0,屏東分局,
QMA01324,豐田里,屏東縣屏東市豐田里16鄰建豐路249號,1,14.0,屏東分局,
QMA01319,豐田里,屏東縣屏東市豐田里25鄰建豐路253號,1,14.0,屏東分局,
QMA01323,豐田里,屏東縣屏東市豐田里25鄰建豐路259號,1,14.0,屏東分局,
QMA01318,豐田里,屏東縣屏東市豐田里25鄰建豐路263號,1,13.0,屏東分局,共有4處、總計可容納人數55人
QMA01320,豐田里,屏東縣屏東市豐田里25鄰建豐路263號,1,14.0,屏東分局,共有4處、總計可容納人數55人
QMA01321,豐田里,屏東縣屏東市豐田里25鄰建豐路263號,1,14.0,屏東分局,共有4處、總計可容納人數55人
QMA01322,豐田里,屏東縣屏東市豐田里25鄰建豐路263號,1,14.0,屏東分局,共有4處、總計可容納人數55人
QMA01317,豐田里,屏東縣屏東市豐田里25鄰建豐路265號,1,14.0,屏東分局,
QMA01334,豐田里,屏東縣屏東市豐田里25鄰建豐路277巷8號,1,21.0,屏東分局,
QMA01333,豐田里,屏東縣屏東市豐田里25鄰建豐路277巷10號,1,21.0,屏東分局,
QMA01330,豐田里,屏東縣屏東市豐田里25鄰建豐路277巷12號,1,21.0,屏東分局,
QMA01331,豐田里,屏東縣屏東市豐田里25鄰建豐路277巷14號,1,21.0,屏東分局,共有2處、總計可容納人數42人
QMA01332,豐田里,屏東縣屏東市豐田里25鄰建豐路277巷14號,1,21.0,屏東分局,共有2處、總計可容納人數42人
QMA01336,豐田里,屏東縣屏東市豐田里27鄰建豐路279號,1,33.0,屏東分局,共有2處、總計可容納人數66人
QMA01336,豐田里,屏東縣屏東市豐田里27鄰建豐路279號,1,33.0,屏東分局,共有2處、總計可容納人數66人
QMA01278,豐田里,屏東縣屏東市豐田里27鄰建豐路295號,1,21.0,屏東分局,
QMA01277,豐田里,屏東縣屏東市豐田里27鄰建豐路297號,1,12.0,屏東分局,
QMA01003,豐田里,屏東縣屏東市豐田里01鄰瑞光路二段2巷7-1號,1,914.0,屏東分局,
QMA02679,豐田里,屏東縣屏東市豐田里03鄰民學路2號,1,2096.0,屏東分局,共有2處、總計可容納人數3260人
QMA01014,豐田里,屏東縣屏東市豐田里03鄰民學路2號,1,1164.0,屏東分局,共有2處、總計可容納人數3260人
QMA01314,豐田里,屏東縣屏東市豐田里08鄰民學路16巷35號,1,965.0,屏東分局,
QMA01006,豐田里,屏東縣屏東市豐田里03鄰民學路36號,1,52.0,屏東分局,
QMA01004,豐田里,屏東縣屏東市豐田里03鄰民學路58巷5號之1,1,792.0,屏東分局,
QMA01005,豐田里,屏東縣屏東市豐田里10鄰民學路68號,1,82.0,屏東分局,
QMA01012,豐田里,屏東縣屏東市豐田里10鄰民學路74號,1,50.0,屏東分局,
QMA01015,豐田里,屏東縣屏東市豐田里10鄰民學路100號,1,1036.0,屏東分局,共有3處、總計可容納人數2175人
QMA01016,豐田里,屏東縣屏東市豐田里10鄰民學路100號,1,906.0,屏東分局,共有3處、總計可容納人數2175人
QMA01017,豐田里,屏東縣屏東市豐田里10鄰民學路100號,1,233.0,屏東分局,共有3處、總計可容納人數2175人
QMA01011,豐田里,屏東縣屏東市豐田里10鄰民學路108號,1,22.0,屏東分局,
QMA01007,豐田里,屏東縣屏東市豐田里10鄰民學路110號,1,22.0,屏東分局,
QMA01008,豐田里,屏東縣屏東市豐田里10鄰民學路112號,1,22.0,屏東分局,
QMA01009,豐田里,屏東縣屏東市豐田里10鄰民學路114號,1,22.0,屏東分局,
QMA01010,豐田里,屏東縣屏東市豐田里10鄰民學路116號,1,22.0,屏東分局,
QMA01211,豐田里,屏東縣屏東市豐田里17鄰民學路120巷2號,1,173.0,屏東分局,
QMA01212,豐田里,屏東縣屏東市豐田里17鄰民學路120巷30號,1,13.0,屏東分局,
QMA01213,豐田里,屏東縣屏東市豐田里20鄰民學路120巷31號,1,26.0,屏東分局,
QMA01214,豐田里,屏東縣屏東市豐田里10鄰民學路122號,1,50.0,屏東分局,
QMA01216,豐田里,屏東縣屏東市豐田里10鄰民學路124號,1,50.0,屏東分局,
QMA01215,豐田里,屏東縣屏東市豐田里10鄰民學路132號,1,50.0,屏東分局,
QMA01267,豐田里,屏東縣屏東市豐田里32鄰廣東路116號,1,62.0,屏東分局,
QMA01210,豐田里,屏東縣屏東市豐田里19鄰廣東路150號,1,458.0,屏東分局,
QMA01274,豐田里,屏東縣屏東市豐田里廣東路152巷11號之1,1,20.0,屏東分局,
QMA01281,豐田里,屏東縣屏東市豐田里21鄰廣東路152巷53號,1,34.0,屏東分局,
QMA01266,豐田里,屏東縣屏東市豐田里22鄰廣東路154號,1,16.0,屏東分局,
QMA01268,豐田里,屏東縣屏東市豐田里22鄰廣東路164號,1,61.0,屏東分局,
QMA01273,豐田里,屏東縣屏東市豐田里23鄰廣東路172巷23號,1,44.0,屏東分局,
QMA01263,豐田里,屏東縣屏東市豐田里26鄰廣東路258巷29號,1,26.0,屏東分局,
QMA01264,豐田里,屏東縣屏東市豐田里26鄰廣東路258巷35號,1,41.0,屏東分局,
QMA01265,豐田里,屏東縣屏東市豐田里26鄰廣東路258巷38號,1,21.0,屏東分局,
QMA01260,豐田里,屏東縣屏東市豐田里26鄰廣東路262號,1,22.0,屏東分局,
QMA01288,豐田里,屏東縣屏東市豐田里27鄰廣東路272巷53號,1,26.0,屏東分局,
QMA01262,豐田里,屏東縣屏東市豐田里27鄰廣東路274號,1,46.0,屏東分局,
QMA01289,豐田里,屏東縣屏東市豐田里27鄰廣東路276號之3,1,200.0,屏東分局,
QMA01275,豐田里,屏東縣屏東市豐田里27鄰廣東路278號,1,69.0,屏東分局,
QMA01259,豐田里,屏東縣屏東市豐田里24鄰高豐街40號,1,40.0,屏東分局,
QMA01283,豐田里,屏東縣屏東市豐田里25鄰高豐街41號,1,40.0,屏東分局,
QMA01261,豐田里,屏東縣屏東市豐田里24鄰高豐街42號,1,60.0,屏東分局,
QMA01284,豐田里,屏東縣屏東市豐田里25鄰高豐街43號,1,40.0,屏東分局,
QMA01282,豐田里,屏東縣屏東市豐田里25鄰高豐街47號,1,1333.0,屏東分局,
QMA01270,豐田里,屏東縣屏東市豐田里23鄰高豐街66巷3號,1,64.0,屏東分局,共有2處、總計可容納人數128人
QMA01287,豐田里,屏東縣屏東市豐田里24鄰高豐街66巷3號,1,64.0,屏東分局,共有2處、總計可容納人數128人
QMA01269,豐田里,屏東縣屏東市豐田里23鄰高豐街66巷5號,1,64.0,屏東分局,
QMA01271,豐田里,屏東縣屏東市豐田里23鄰高豐街66巷7號,1,64.0,屏東分局,
QMA01285,豐田里,屏東縣屏東市豐田里24鄰高豐街66巷9號,1,28.0,屏東分局,
QMA01286,豐田里,屏東縣屏東市豐田里24鄰高豐街66巷11號,1,26.0,屏東分局,
QMA01272,豐田里,屏東縣屏東市豐田里23鄰高豐街66巷17號,1,44.0,屏東分局,
QMA01279,豐田里,屏東縣屏東市豐田里24鄰高豐街90號,1,46.0,屏東分局,
QMA01280,豐田里,屏東縣屏東市豐田里24鄰高豐街92號,1,46.0,屏東分局,
QMA01276,豐田里,屏東縣屏東市豐田里24鄰高豐街98號,1,17.0,屏東分局,
QMA01338,豐田里,屏東縣屏東市豐田里25鄰高豐街117巷5號,1,36.0,屏東分局,
QMA01339,豐田里,屏東縣屏東市豐田里25鄰高豐街117巷9號,1,36.0,屏東分局,
QMA01340,豐田里,屏東縣屏東市豐田里25鄰高豐街117巷13號,1,36.0,屏東分局,共有2處、總計可容納人數81人
QMA01341,豐田里,屏東縣屏東市豐田里25鄰高豐街117巷13號,1,45.0,屏東分局,共有2處、總計可容納人數81人
QMA01342,豐田里,屏東縣屏東市豐田里25鄰高豐街117巷15號,1,45.0,屏東分局,
QMA01337,豐田里,屏東縣屏東市豐田里25鄰高豐街117巷34號,1,50.0,屏東分局,
QMA00873,橋南里,屏東縣屏東市橋南里07鄰民生路79號,1,21.0,屏東分局,
QMA00876,橋南里,屏東縣屏東市橋南里07鄰民生路79之18號,1,88.0,屏東分局,
QMA00851,橋南里,屏東縣屏東市橋南里07鄰民生路91號,1,52.0,屏東分局,
QMA00852,橋南里,屏東縣屏東市橋南里07鄰民生路91號之1,1,208.0,屏東分局,
QMA00849,橋南里,屏東縣屏東市橋南里06鄰民生路115號,1,25.0,屏東分局,
QMA00848,橋南里,屏東縣屏東市橋南里06鄰民生路125號,1,18.0,屏東分局,
QMA00843,橋南里,屏東縣屏東市橋南里02鄰民生路139號,1,10.0,屏東分局,
QMA00872,橋南里,屏東縣屏東市橋南里02鄰民生路141號,1,74.0,屏東分局,
QMA00855,橋南里,屏東縣屏東市橋南里02鄰民生路142號,1,22.0,屏東分局,
QMA00850,橋南里,屏東縣屏東市橋南里02鄰民生路145號,1,32.0,屏東分局,
QMA00871,橋南里,屏東縣屏東市橋南里02鄰民生路147號,1,44.0,屏東分局,
QMA00870,橋南里,屏東縣屏東市橋南里02鄰民生路147之3號,1,208.0,屏東分局,
QMA00856,橋南里,屏東縣屏東市橋南里05鄰自立路186號,1,93.0,屏東分局,
QMA00854,橋南里,屏東縣屏東市橋南里05鄰民有路70號,1,38.0,屏東分局,
QMA00868,橋南里,屏東縣屏東市橋南里03鄰民有一路53號,1,53.0,屏東分局,
QMA00869,橋南里,屏東縣屏東市橋南里03鄰民有一路54號,1,22.0,屏東分局,
QMA00858,橋南里,屏東縣屏東市橋南里05鄰民有一路78號,1,14.0,屏東分局,
QMA00860,橋南里,屏東縣屏東市橋南里05鄰民有一路80號,1,14.0,屏東分局,
QMA00861,橋南里,屏東縣屏東市橋南里05鄰民有一路81號,1,14.0,屏東分局,
QMA00862,橋南里,屏東縣屏東市橋南里04鄰民有一路210號,1,14.0,屏東分局,
QMA00863,橋南里,屏東縣屏東市橋南里04鄰民有一路212號,1,14.0,屏東分局,
QMA00864,橋南里,屏東縣屏東市橋南里04鄰民有一路214號,1,14.0,屏東分局,
QMA00865,橋南里,屏東縣屏東市橋南里04鄰民有一路216號,1,14.0,屏東分局,
QMA00866,橋南里,屏東縣屏東市橋南里04鄰民有一路218號,1,14.0,屏東分局,
QMA00867,橋南里,屏東縣屏東市橋南里04鄰民有一路220號,1,14.0,屏東分局,
QMA00880,橋南里,屏東縣屏東市橋南里19鄰工業路3號,1,180.0,屏東分局,
QMA00881,橋南里,屏東縣屏東市橋南里19鄰工業路4號,1,112.0,屏東分局,
QMA00882,橋南里,屏東縣屏東市橋南里19鄰工業路5號,1,28.0,屏東分局,
QMA00883,橋南里,屏東縣屏東市橋南里19鄰工業路7號,1,240.0,屏東分局,
QMA00884,橋南里,屏東縣屏東市橋南里19鄰工業路8號,1,78.0,屏東分局,
QMA00885,橋南里,屏東縣屏東市橋南里19鄰工業路10號,1,105.0,屏東分局,
QMA00886,橋南里,屏東縣屏東市橋南里19鄰工業路11號,1,93.0,屏東分局,
QMA00887,橋南里,屏東縣屏東市橋南里19鄰工業路12號,1,88.0,屏東分局,
QMA00888,橋南里,屏東縣屏東市橋南里19鄰工業路13號,1,186.0,屏東分局,
QMA00889,橋南里,屏東縣屏東市橋南里19鄰工業路17號,1,105.0,屏東分局,
QMA00890,橋南里,屏東縣屏東市橋南里19鄰工業路18號,1,64.0,屏東分局,
QMA00891,橋南里,屏東縣屏東市橋南里19鄰工業路19號,1,132.0,屏東分局,
QMA00921,橋南里,屏東縣屏東市橋南里19鄰工業路21號,1,200.0,屏東分局,
QMA00892,橋南里,屏東縣屏東市橋南里19鄰工業路23號,1,84.0,屏東分局,
QMA02059,橋南里,屏東縣屏東市橋南里19鄰工業路36號,1,2977.0,屏東分局,
QMA00893,橋南里,屏東縣屏東市橋南里19鄰工業一路1號,1,180.0,屏東分局,
QMA00894,橋南里,屏東縣屏東市橋南里19鄰工業一路2號,1,76.0,屏東分局,
QMA00895,橋南里,屏東縣屏東市橋南里19鄰工業一路4號,1,225.0,屏東分局,
QMA00896,橋南里,屏東縣屏東市橋南里19鄰工業一路6號,1,180.0,屏東分局,
QMA00897,橋南里,屏東縣屏東市橋南里19鄰工業一路7號,1,56.0,屏東分局,
QMA00898,橋南里,屏東縣屏東市橋南里工業一路7號之1,1,60.0,屏東分局,
QMA00899,橋南里,屏東縣屏東市橋南里19鄰工業一路9號,1,58.0,屏東分局,
QMA00900,橋南里,屏東縣屏東市橋南里19鄰工業一路11號,1,204.0,屏東分局,
QMA00901,橋南里,屏東縣屏東市橋南里19鄰工業一路12號,1,44.0,屏東分局,
QMA00902,橋南里,屏東縣屏東市橋南里19鄰工業二路2號,1,112.0,屏東分局,
QMA00903,橋南里,屏東縣屏東市橋南里19鄰工業二路3號,1,148.0,屏東分局,
QMA00904,橋南里,屏東縣屏東市橋南里19鄰工業二路6號,1,80.0,屏東分局,
QMA00905,橋南里,屏東縣屏東市橋南里19鄰工業二路7號,1,24.0,屏東分局,
QMA00906,橋南里,屏東縣屏東市橋南里19鄰工業二路8號,1,60.0,屏東分局,
QMA00907,橋南里,屏東縣屏東市橋南里19鄰工業二路10號,1,64.0,屏東分局,
QMA00911,橋南里,屏東縣屏東市橋南里19鄰工業二路11號,1,109.0,屏東分局,
QMA00908,橋南里,屏東縣屏東市橋南里19鄰工業二路12號,1,156.0,屏東分局,
QMA00909,橋南里,屏東縣屏東市橋南里19鄰工業二路16號,1,81.0,屏東分局,
QMA00910,橋南里,屏東縣屏東市橋南里19鄰工業二路22號,1,489.0,屏東分局,
QMA00912,橋南里,屏東縣屏東市橋南里19鄰工業三路1號,1,32.0,屏東分局,
QMA00913,橋南里,屏東縣屏東市橋南里19鄰工業三路2號,1,280.0,屏東分局,
QMA00914,橋南里,屏東縣屏東市橋南里19鄰工業三路3號,1,864.0,屏東分局,
QMA00915,橋南里,屏東縣屏東市橋南里19鄰工業三路5號,1,48.0,屏東分局,
QMA00916,橋南里,屏東縣屏東市橋南里19鄰工業三路6號,1,80.0,屏東分局,
QMA00917,橋南里,屏東縣屏東市橋南里19鄰工業三路8號,1,46.0,屏東分局,
QMA00918,橋南里,屏東縣屏東市橋南里19鄰工業三路9號,1,72.0,屏東分局,
QMA00919,橋南里,屏東縣屏東市橋南里19鄰工業三路10號,1,36.0,屏東分局,
QMA00920,橋南里,屏東縣屏東市橋南里19鄰工業三路12號,1,48.0,屏東分局,
QMA00922,橋南里,屏東縣屏東市橋南里19鄰工業三路14號,1,44.0,屏東分局,
QMA00923,橋南里,屏東縣屏東市橋南里19鄰工業三路16號,1,88.0,屏東分局,
QMA00924,橋南里,屏東縣屏東市橋南里19鄰工業三路18號,1,52.0,屏東分局,
QMA00925,橋南里,屏東縣屏東市橋南里19鄰工業三路22號,1,49.0,屏東分局,
QMA00926,橋南里,屏東縣屏東市橋南里19鄰工業四路1號,1,40.0,屏東分局,
QMA00927,橋南里,屏東縣屏東市橋南里19鄰工業四路2號,1,800.0,屏東分局,
QMA00928,橋南里,屏東縣屏東市橋南里19鄰工業四路3號,1,40.0,屏東分局,
QMA00929,橋南里,屏東縣屏東市橋南里19鄰工業四路4號,1,8.0,屏東分局,
QMA00930,橋南里,屏東縣屏東市橋南里19鄰工業四路5號,1,116.0,屏東分局,
QMA00931,橋南里,屏東縣屏東市橋南里19鄰工業四路6號,1,128.0,屏東分局,
QMA00932,橋南里,屏東縣屏東市橋南里19鄰工業四路10號,1,65.0,屏東分局,
QMA00933,橋南里,屏東縣屏東市橋南里19鄰工業四路12號,1,104.0,屏東分局,
QMA00934,橋南里,屏東縣屏東市橋南里19鄰工業四路35號,1,76.0,屏東分局,
QMA00935,橋南里,屏東縣屏東市橋南里19鄰工業四路42號,1,36.0,屏東分局,
QMA00936,橋南里,屏東縣屏東市橋南里19鄰工業四路44號,1,33.0,屏東分局,
QMA00937,橋南里,屏東縣屏東市橋南里19鄰工業五路2號,1,77.0,屏東分局,
QMA00938,橋南里,屏東縣屏東市橋南里19鄰工業五路4號,1,49.0,屏東分局,
QMA00939,橋南里,屏東縣屏東市橋南里19鄰工業五路5號,1,66.0,屏東分局,
QMA00940,橋南里,屏東縣屏東市橋南里19鄰工業五路6號,1,49.0,屏東分局,
QMA00941,橋南里,屏東縣屏東市橋南里19鄰工業五路7號,1,164.0,屏東分局,
QMA00942,橋南里,屏東縣屏東市橋南里19鄰工業五路8號,1,33.0,屏東分局,
QMA00943,橋南里,屏東縣屏東市橋南里19鄰工業五路11號,1,85.0,屏東分局,
QMA00944,橋南里,屏東縣屏東市橋南里19鄰工業五路15號,1,48.0,屏東分局,
QMA00945,橋南里,屏東縣屏東市橋南里19鄰工業五路19號,1,89.0,屏東分局,
QMA00946,橋南里,屏東縣屏東市橋南里19鄰工業五路21號,1,105.0,屏東分局,
QMA00947,橋南里,屏東縣屏東市橋南里19鄰工業六路3號,1,105.0,屏東分局,
QMA00948,橋南里,屏東縣屏東市橋南里19鄰工業六路5號,1,92.0,屏東分局,
QMA00949,橋南里,屏東縣屏東市橋南里19鄰工業六路東段10號,1,21.0,屏東分局,
QMA00950,橋南里,屏東縣屏東市橋南里19鄰工業六路西段5號,1,74.0,屏東分局,
QMA00951,橋南里,屏東縣屏東市橋南里19鄰工業六路西段6號,1,34.0,屏東分局,
QMA00952,橋南里,屏東縣屏東市橋南里19鄰工業六路西段9號,1,96.0,屏東分局,
QMA00953,橋南里,屏東縣屏東市橋南里19鄰工業六路西段11號,1,90.0,屏東分局,
QMA00954,橋南里,屏東縣屏東市橋南里19鄰工業環路2號,1,65.0,屏東分局,
QMA00955,橋南里,屏東縣屏東市橋南里19鄰工業環路4號,1,108.0,屏東分局,
QMA00956,橋南里,屏東縣屏東市橋南里19鄰工業環路7號,1,46.0,屏東分局,
QMA01311,豐源里,屏東縣屏東市豐源里11鄰廣東路68號,1,58.0,屏東分局,
QMA00981,豐源里,屏東縣屏東市豐源里30鄰廣東路98號,1,53.0,屏東分局,
QMA00974,豐源里,屏東縣屏東市豐源里32鄰廣東路114號,1,32.0,屏東分局,
QMA00979,豐源里,屏東縣屏東市豐源里31鄰廣東路108號之1,1,32.0,屏東分局,
QMA00980,豐源里,屏東縣屏東市豐源里31鄰廣東路110號之2,1,20.0,屏東分局,
QMA00975,豐源里,屏東縣屏東市豐源里35鄰廣東路140號,1,26.0,屏東分局,共有2處、總計可容納人數59人
QMA00976,豐源里,屏東縣屏東市豐源里35鄰廣東路140號,1,33.0,屏東分局,共有2處、總計可容納人數59人
QMA01294,豐源里,屏東縣屏東市豐源里22鄰民教路118巷6號,1,58.0,屏東分局,
QMA00978,豐源里,屏東縣屏東市豐源里24鄰民教路168號,1,569.0,屏東分局,
QMA00991,豐源里,屏東縣屏東市豐源里11鄰林森路2巷59弄11號,1,50.0,屏東分局,
QMA00992,豐源里,屏東縣屏東市豐源里11鄰林森路2巷59弄13號,1,50.0,屏東分局,
QMA00990,豐源里,屏東縣屏東市豐源里20鄰林森路2巷59弄9號,1,50.0,屏東分局,
QMA00993,豐源里,屏東縣屏東市豐源里20鄰林森路2巷59弄24號,1,20.0,屏東分局,
QMA01293,豐源里,屏東縣屏東市豐源里21鄰林森路6號,1,198.0,屏東分局,
QMA01304,豐源里,屏東縣屏東市豐源里26鄰林森路18號之2,1,24.0,屏東分局,
QMA01310,豐源里,屏東縣屏東市豐源里26鄰林森路18號之3,1,20.0,屏東分局,
QMA01305,豐源里,屏東縣屏東市豐源里26鄰林森路20號之5,1,13.0,屏東分局,
QMA01306,豐源里,屏東縣屏東市豐源里26鄰林森路20號之6,1,13.0,屏東分局,
QMA01297,豐源里,屏東縣屏東市豐源里26鄰林森路24號,1,26.0,屏東分局,
QMA01299,豐源里,屏東縣屏東市豐源里26鄰林森路24號之1,1,26.0,屏東分局,
QMA01298,豐源里,屏東縣屏東市豐源里26鄰林森路24號之21,1,13.0,屏東分局,
QMA01300,豐源里,屏東縣屏東市豐源里26鄰林森路24號之22,1,25.0,屏東分局,
QMA01301,豐源里,屏東縣屏東市豐源里26鄰林森路24號之23,1,30.0,屏東分局,
QMA01302,豐源里,屏東縣屏東市豐源里26鄰林森路24號之24,1,30.0,屏東分局,
QMA01312,豐源里,屏東縣屏東市豐源里07鄰林森路東段86號,1,278.0,屏東分局,
QMA00985,豐源里,屏東縣屏東市豐源里11鄰林森路東三段4號之4,1,826.0,屏東分局,
QMA00983,豐源里,屏東縣屏東市豐源里11鄰林森路東三段10號,1,630.0,屏東分局,
QMA00982,豐源里,屏東縣屏東市豐源里12鄰林森路東四段79號之1,1,270.0,屏東分局,
QMA00988,豐源里,屏東縣屏東市豐源里17鄰民學路15巷35號,1,16.0,屏東分局,
QMA01292,豐源里,屏東縣屏東市豐源里水源路32號,1,42.0,屏東分局,
QMA01313,豐源里,屏東縣屏東市豐源里26鄰公園東路20號,1,85.0,屏東分局,
QMA01307,豐源里,屏東縣屏東市豐源里26鄰公園東路27號之1,1,208.0,屏東分局,
QMA01308,豐源里,屏東縣屏東市豐源里26鄰公園東路31號,1,18.0,屏東分局,
QMA01291,豐源里,屏東縣屏東市豐源里27鄰公園東路57號,1,78.0,屏東分局,
QMA01303,豐源里,屏東縣屏東市豐源里27鄰公園東路60號,1,24.0,屏東分局,
QMA01295,豐源里,屏東縣屏東市豐源里27鄰公園東路62號,1,21.0,屏東分局,
QMA01296,豐源里,屏東縣屏東市豐源里27鄰公園東路64號,1,26.0,屏東分局,
QMA01019,豐榮里,屏東縣屏東市豐榮里01鄰廣東路53號之2,1,114.0,屏東分局,
QMA01018,豐榮里,屏東縣屏東市豐榮里01鄰廣東路63號,1,266.0,屏東分局,
QMA01367,豐榮里,屏東縣屏東市豐榮里14鄰廣東路65號,1,168.0,屏東分局,
QMA01368,豐榮里,屏東縣屏東市豐榮里14鄰廣東路67號,1,74.0,屏東分局,
QMA01369,豐榮里,屏東縣屏東市豐榮里14鄰廣東路71號,1,54.0,屏東分局,
QMA01370,豐榮里,屏東縣屏東市豐榮里14鄰廣東路75號,1,68.0,屏東分局,
QMA01366,豐榮里,屏東縣屏東市豐榮里14鄰廣東路79號,1,54.0,屏東分局,
QMA01365,豐榮里,屏東縣屏東市豐榮里14鄰廣東路81號,1,81.0,屏東分局,
QMA01364,豐榮里,屏東縣屏東市豐榮里14鄰廣東路83號,1,54.0,屏東分局,
QMA01378,豐榮里,屏東縣屏東市豐榮里14鄰廣東路107號,1,78.0,屏東分局,
QMA01355,豐榮里,屏東縣屏東市豐榮里14鄰廣東路115號,1,70.0,屏東分局,
QMA01356,豐榮里,屏東縣屏東市豐榮里14鄰廣東路117號,1,34.0,屏東分局,
QMA01377,豐榮里,屏東縣屏東市豐榮里13鄰廣東路151號,1,26.0,屏東分局,
QMA01361,豐榮里,屏東縣屏東市豐榮里11鄰廣東路157巷16號,1,61.0,屏東分局,
QMA01371,豐榮里,屏東縣屏東市豐榮里13鄰廣東路171號,1,33.0,屏東分局,
QMA01344,豐榮里,屏東縣屏東市豐榮里16鄰廣東路175號,1,18.0,屏東分局,
QMA01350,豐榮里,屏東縣屏東市豐榮里13鄰廣東路175號之1,1,18.0,屏東分局,
QMA01059,豐榮里,屏東縣屏東市豐榮里16鄰廣東路197號,1,50.0,屏東分局,
QMA01057,豐榮里,屏東縣屏東市豐榮里16鄰廣東路197號之1,1,50.0,屏東分局,
QMA01068,豐榮里,屏東縣屏東市豐榮里16鄰廣東路205號,1,24.0,屏東分局,
QMA01067,豐榮里,屏東縣屏東市豐榮里16鄰廣東路207號,1,30.0,屏東分局,
QMA01066,豐榮里,屏東縣屏東市豐榮里23鄰廣東路211號,1,197.0,屏東分局,
QMA01026,豐榮里,屏東縣屏東市豐榮里01鄰公園東路61號,1,54.0,屏東分局,
QMA01040,豐榮里,屏東縣屏東市豐榮里01鄰公園東路73號,1,25.0,屏東分局,
QMA01041,豐榮里,屏東縣屏東市豐榮里01鄰公園東路75號,1,22.0,屏東分局,
QMA01039,豐榮里,屏東縣屏東市豐榮里02鄰公園東路81號,1,106.0,屏東分局,
QMA01359,豐榮里,屏東縣屏東市豐榮里27鄰公園東路84號之6,1,46.0,屏東分局,
QMA01354,豐榮里,屏東縣屏東市豐榮里05鄰公園東路84號之4,1,217.0,屏東分局,
QMA01031,豐榮里,屏東縣屏東市豐榮里02鄰公園東路85號,1,14.0,屏東分局,
QMA01351,豐榮里,屏東縣屏東市豐榮里27鄰公園東路86號,1,26.0,屏東分局,
QMA01043,豐榮里,屏東縣屏東市豐榮里02鄰公園東路87號,1,28.0,屏東分局,
QMA01352,豐榮里,屏東縣屏東市豐榮里27鄰公園東路88號,1,26.0,屏東分局,
QMA01022,豐榮里,屏東縣屏東市豐榮里02鄰公園東路89號,1,34.0,屏東分局,
QMA01021,豐榮里,屏東縣屏東市豐榮里02鄰公園東路93號,1,18.0,屏東分局,
QMA01028,豐榮里,屏東縣屏東市豐榮里02鄰公園東路95號,1,21.0,屏東分局,
QMA01044,豐榮里,屏東縣屏東市豐榮里02鄰公園東路97號,1,20.0,屏東分局,
QMA01020,豐榮里,屏東縣屏東市豐榮里02鄰公園東路101號,1,20.0,屏東分局,
QMA01046,豐榮里,屏東縣屏東市豐榮里02鄰公園東路119號,1,50.0,屏東分局,
QMA01048,豐榮里,屏東縣屏東市豐榮里05鄰公園東路123號,1,130.0,屏東分局,
QMA01032,豐榮里,屏東縣屏東市豐榮里06鄰公園東路132號,1,14.0,屏東分局,
QMA01033,豐榮里,屏東縣屏東市豐榮里06鄰公園東路134號,1,14.0,屏東分局,
QMA01029,豐榮里,屏東縣屏東市豐榮里06鄰公園東路142號,1,13.0,屏東分局,
QMA01030,豐榮里,屏東縣屏東市豐榮里06鄰公園東路144號,1,13.0,屏東分局,
QMA01023,豐榮里,屏東縣屏東市豐榮里02鄰民享路14巷3號,1,24.0,屏東分局,
QMA01024,豐榮里,屏東縣屏東市豐榮里01鄰民享路18號,1,24.0,屏東分局,
QMA01037,豐榮里,屏東縣屏東市豐榮里01鄰民享路22號,1,66.0,屏東分局,
QMA01025,豐榮里,屏東縣屏東市豐榮里02鄰民享路23號,1,66.0,屏東分局,
QMA01047,豐榮里,屏東縣屏東市豐榮里01鄰民享路24號,1,37.0,屏東分局,
QMA01343,豐榮里,屏東縣屏東市豐榮里01鄰民享路27號,1,16.0,屏東分局,
QMA02665,豐榮里,屏東縣屏東市豐榮里01鄰民享路66號,1,2726.0,屏東分局,
QMA01376,豐榮里,屏東縣屏東市豐榮里09鄰民享路69號,1,49.0,屏東分局,
QMA01363,豐榮里,屏東縣屏東市豐榮里09鄰民享路122號,1,38.0,屏東分局,
QMA01360,豐榮里,屏東縣屏東市豐榮里09鄰民享路134號,1,44.0,屏東分局,
QMA01373,豐榮里,屏東縣屏東市豐榮里09鄰民享路137號,1,76.0,屏東分局,
