類別,建築物名稱,電腦編號,村里別,地址,"地下樓 層數","可容納 人數",派出所,備註,經度,緯度
大樓,儷園,D601000088,五峰里,新北市新店區五峰里五峰路61巷16號,1,321.0,碧潭派出所,,121.5491,24.96942
大樓,中正雅築,D601000089,福德里,新北市新店區福德里中正路409巷1號,1,86.0,碧潭派出所,,121.5341,24.97744
大樓,山水儷園,D601000090,新店里,新北市新店區新店里新店後街6號之1,1,201.0,碧潭派出所,,121.5381,24.95296
大樓,國家名人巷,D601000091,福民里,新北市新店區福民里中央路139巷2弄1號,2,638.0,碧潭派出所,,121.5305,24.97325
大樓,大樓,D601000092,百和里,新北市新店區百和里中正路418巷26號,1,83.0,碧潭派出所,,121.535,24.97853
大樓,中華傑座,D601000093,新德里,新北市新店區新德里中華路3號,2,581.0,碧潭派出所,,121.5408,24.9673
大樓,雄霸雙星,D601000095,百和里,新北市新店區百和里中正路434號,4,1543.0,碧潭派出所,,121.5343,24.97825
大樓,國家名人巷,D601000096,福民里,新北市新店區福民里中央路127巷4號,2,446.0,碧潭派出所,,121.5308,24.97388
大樓,大樓,D601000098,新店里,新北市新店區新店里新店路159號,1,269.0,碧潭派出所,,121.537,24.95525
大樓,大樓,D601000100,新店里,新北市新店區新店里新店路62號,1,138.0,碧潭派出所,,121.5374,24.95361
大樓,春池吉品,D601000101,中興里,新北市新店區中興里中興路一段266號之1,2,1061.0,碧潭派出所,,121.54501,24.967389
大樓,大樓,D601000102,新店里,新北市新店區新店里新店路118號之8,1,187.0,碧潭派出所,,121.5372,24.95482
大樓,國家名人巷,D601000103,福民里,新北市新店區福民里中央路127巷1號,3,1495.0,碧潭派出所,,121.5309,24.97399
大樓,大樓,D601000104,五峰里,新北市新店區五峰里大新街7巷23號,1,151.0,碧潭派出所,,121.5443,24.9679
大樓,新城市,D601000106,國校里,新北市新店區國校里北宜路一段164號,2,254.0,碧潭派出所,,121.5404,24.9533
大樓,耕莘護專,D601000107,百和里,新北市新店區百和里民族路112號,1,1587.0,碧潭派出所,,121.5355,24.97615
大樓,捷運首席,D601000109,文中里,新北市新店區文中里北宜路一段107號之1,2,487.0,碧潭派出所,,121.5394,24.95524
大樓,中央新春,D601000110,福德里,新北市新店區福德里中央路45號,2,631.0,碧潭派出所,,121.5329,24.97752
大樓,凱薩我家社區,D601000111,中興里,新北市新店區中興里中興路一段168號,2,242.0,碧潭派出所,,121.5429,24.9643
大樓,大樓,D601000112,新店里,新北市新店區新店里新店路129號,2,119.0,碧潭派出所,,121.5371,24.95442
大樓,大樓,D601000114,中興里,新北市新店區中興里檳榔路5巷6號,1,106.0,碧潭派出所,,121.5413,24.96506
大樓,大樓,D601000115,建國里,新北市新店區建國里中正路284巷4弄1號,1,135.0,碧潭派出所,,121.5383,24.97487
大樓,大廈,D601000116,廣明里,新北市新店區廣明里光明街112號,1,252.0,碧潭派出所,,121.5391,24.96074
大樓,中興豪邸,D601000117,文明里,新北市新店區文明里中興路一段105號,1,270.0,碧潭派出所,,121.5411,24.96251
大樓,臨潭樓,D601000119,國校里,新北市新店區國校里國校路82號,1,435.0,碧潭派出所,,121.5386,24.95274
大樓,新店家事法院,D601000120,中興里,新北市新店區中興里中興路一段248號,1,1356.0,碧潭派出所,,121.544604,24.966167
大樓,三民停車場,D601000121,中正里,新北市新店區中正里三民路20號之1,1、2,2844.0,碧潭派出所,,121.5373,24.97091
大樓,華廈,D601000122,新店里,新北市新店區新店里新店後街47號,1,154.0,碧潭派出所,,121.5375,24.95462
大樓,柏園南棟大樓,D601000123,新生里,新北市新店區新生里北新路一段145號,2,318.0,碧潭派出所,,121.5396,24.96339
公寓,文山國中,D601000124,文中里,新北市新店區文中里文中路38號,1,607.0,碧潭派出所,,121.5392,24.95675
大樓,柏園北棟大樓,D601000125,新生里,新北市新店區新生里北新路一段157號,2,432.0,碧潭派出所,,121.5397,24.96367
大樓,天闊,D601000126,新生里,新北市新店區新生里環河路14號,3,3179.0,碧潭派出所,,121.5377,24.96181
大樓,福華天廈,D601000127,中興里,新北市新店區中興里北新路一段10號,3,949.0,碧潭派出所,,121.5409,24.9654
大樓,潤泰遠景,D601000128,中興里,新北市新店區中興里中興路一段181號,2,2083.0,碧潭派出所,,121.543,24.9649
大樓,大樓,D601000129,五峰里,新北市新店區五峰里中興路一段285號,1,278.0,碧潭派出所,,121.5453,24.96862
大樓,棟樑商業大樓,D601000130,張南里,新北市新店區張南里北新路一段89號,3,307.0,碧潭派出所,,121.5385,24.96132
大樓,愛兒兒童發展中心,D601000131,中正里,新北市新店區中正里中正路263巷16號,1,328.0,碧潭派出所,,121.538,24.97292
大樓,現代啟示,D601000132,中興里,新北市新店區中興里中興路一段282號,3,1652.0,碧潭派出所,,121.544,24.9656
大樓,大樓,D601000133,福德里,新北市新店區福德里中央路63號,2,267.0,碧潭派出所,,121.5327,24.97704
大樓,新店高中(教室),D601000134,福民里,新北市新店區福民里中央路93號,1,1364.0,碧潭派出所,,121.5318,24.97561
大樓,同泰大庭園,D601000135,張南里,新北市新店區張南里環河路19巷8號,1,133.0,碧潭派出所,,121.5373,24.96082
大樓,大樓,D601000136,新店里,新北市新店區新店里新店路139號,1,80.0,碧潭派出所,,121.537,24.95467
大樓,蒲陽世家,D601000137,仁愛里,新北市新店區仁愛里北新路2段29巷2弄2號,1,439.0,碧潭派出所,,121.5423,24.9728
大樓,啟昇貴築,D601000139,中興里,新北市新店區中興里行政街43號,3,850.0,碧潭派出所,,121.5432,24.96571
大樓,北新國小,D601000140,張北里,新北市新店區張北里寶橋路8號,1,1395.0,碧潭派出所,,121.5439,24.97371
大樓,康和儷舍,D601000141,百和里,新北市新店區百和里中正路360號,2,947.0,碧潭派出所,,121.5356,24.97589
大樓,歐堡庭苑,D601000142,文中里,新北市新店區文中里北宜路一段111號,3,765.0,碧潭派出所,,121.5401,24.95462
大樓,鼎新電腦,D601000143,五峰里,新北市新店區五峰里中興路一段222號,3,725.0,碧潭派出所,,121.544297,24.966024
大樓,薪寶商業大樓,D601000144,張北里,新北市新店區張北里寶橋路48號,2,583.0,碧潭派出所,,121.5453,24.97473
大樓,中正吉品,D601000145,中正里,新北市新店區中正里中正路263巷18號,1,433.0,碧潭派出所,,121.538,24.97278
大樓,中正國小,D601000146,中正里,新北市新店區中正里三民路36號,1,433.0,碧潭派出所,,121.5366,24.97174
大樓,市中座,D601000147,福德里,新北市新店區福德里百忍街19號,1,431.0,碧潭派出所,,121.534,24.97558
大樓,文藝中興光明大廈,D601000148,中興里,新北市新店區中興里中興路一段159號,3,538.0,碧潭派出所,,121.5424,24.96416
大樓,文藝中興,D601000149,中興里,新北市新店區中興里中興路一段156號,3,791.0,碧潭派出所,,121.5426,24.96387
大樓,TR大道,D601000150,國校里,新北市新店區國校里北宜路一段121號,3,1068.0,碧潭派出所,,121.5404,24.95395
大樓,群星會,D601000151,張北里,新北市新店區張北里寶橋路66號,2,1973.0,碧潭派出所,,121.5458,24.9748
大樓,大樓,D601000152,百和里,新北市新店區百和里中正路328巷9號,1,95.0,碧潭派出所,,121.5373,24.97545
大樓,五峰國中,D601000153,五峰里,新北市新店區五峰里中興路一段253號,1,619.0,碧潭派出所,,121.544,24.96638
大樓,如意園,D601000154,福德里,新北市新店區福德里百忍街46號,1,184.0,碧潭派出所,,121.5335,24.976
大樓,耕莘醫院,D601000155,百和里,新北市新店區百和里中正路362號,2,1301.0,碧潭派出所,不張貼標誌牌,,
大樓,都會通,D601000156,新德里,新北市新店區新德里北新路一段293號,4,736.0,碧潭派出所,,121.5412,24.96755
大樓,大佳園,D601000157,福德里,新北市新店區福德里百忍街50巷2弄1號,2,1676.0,碧潭派出所,,121.5336,24.97622
大樓,立法院檔案典藏館,D601000158,中華里,新北市新店區中華里力行路100號,1,656.0,碧潭派出所,,121.5383,24.96725
大樓,如意園,D601000159,百和里,新北市新店區百和里中正路328巷27-29號,1,255.0,碧潭派出所,,121.5376,24.97589
大樓,大樓,D601000160,文明里,新北市新店區文明里中興路一段93-95號,1,144.0,碧潭派出所,,121.5409,24.96216
大樓,水雲間,D601000161,國校里,新北市新店區國校里北宜路一段143號,2,207.0,碧潭派出所,,121.5412,24.95307
大樓,司法院檔案大樓,D601000162,五峰里,新北市新店區五峰里大新街1號,1,439.0,碧潭派出所,,121.5437,24.96889
大樓,裕文花園,D601000163,張北里,新北市新店區張北里寶橋路78巷2號,2,402.0,碧潭派出所,,121.547,24.97472
大樓,大樓,D601000164,新店里,新北市新店區新店里新店路121號,1,61.0,碧潭派出所,,121.5371,24.95422
大樓,潭星,D601000165,文中里,新北市新店區文中里能仁路16號,1,185.0,碧潭派出所,,121.5406,24.95538
大樓,雙重奏,D601000166,中興里,新北市新店區中興里中興路一段140號,1,331.0,碧潭派出所,,121.5424,24.96363
大樓,大樓,D601000167,新店里,新北市新店區新店里新店路123號,1,97.0,碧潭派出所,,121.5371,24.95428
大樓,涵碧賞,D601000168,新店里,新北市新店區新店里新店路135號,1,166.0,碧潭派出所,,121.537,24.95452
大樓,青景澤,D601000169,文中里,新北市新店區文中里北宜路一段105巷2號,2,308.0,碧潭派出所,,121.5394,24.95532
大樓,陽光樂活,D601000170,五峰里,新北市新店區五峰里五峰路129號,1,788.0,碧潭派出所,,121.5449,24.9661
大樓,尊榮皇家,D601000171,五峰里,新北市新店區五峰里大新街7巷21號,1,129.0,碧潭派出所,,121.5442,24.96796
大樓,新店高中(活動中心),D601000172,福民里,新北市新店區福民里中央路93號,1,1262.0,碧潭派出所,,121.5318,24.97561
大樓,大樓,D601000173,新店里,新北市新店區新店里新店路158號,1,171.0,碧潭派出所,,121.5373,24.95553
大樓,捷運HOYA大廈,D601000174,新德里,新北市新店區新德里北新路一段297巷10號,2,153.0,碧潭派出所,,121.541,24.96778
大樓,新店基督長老教會,D601000175,國校里,新北市新店區國校里國校路22號,1,283.0,碧潭派出所,,121.5378,24.95494
大樓,霞飛大廈,D601000176,新生里,新北市新店區新生里北新路一段271巷45號,2,431.0,碧潭派出所,,121.5395,24.96737
大樓,中正川普大樓,D601000177,建國里,新北市新店區建國里中正路280巷21號,3,1582.0,碧潭派出所,,121.5392,24.97466
大樓,碧潭臻堡,D601000178,新店里,新北市新店區新店里新店後街63號,1,50.0,碧潭派出所,,121.5375,24.95509
大樓,科芬園,D601000179,百忍里,新北市新店區百忍里中正路307巷15號,3,764.0,碧潭派出所,,121.536,24.97368
大樓,愛上碧潭,D601000180,文中里,新北市新店區文中里北宜路一段105巷4弄2號之1,2,272.0,碧潭派出所,,121.54,24.95536
大樓,園上園,D601000181,張北里,新北市新店區張北里中興路二段123號,2,1946.0,碧潭派出所,,121.5475,24.97291
大樓,碧潭有約,D601000182,張南里,新北市新店區張南里新店路256號,1,10293.0,碧潭派出所,,121.5373,24.95714
公寓,公寓,D601000183,中正里,新北市新店區中正里三民路11號,2,656.0,碧潭派出所,,121.54,24.9723
大樓,松漢大雅,D601000184,中興里,新北市新店區中興里北新路1段2號,3,597.0,碧潭派出所,,121.5408,24.9652
大樓,大樓,D601000185,中華里,新北市新店區中華里中華路49號,1,152.0,碧潭派出所,,121.5393,24.96879
大樓,三和苑,D601000186,中正里,新北市新店區中正里中正路225號,1,887.0,碧潭派出所,,121.5395,24.97299
大樓,霞飛大道,D601000187,新生里,新北市新店區新生里北新路一段271巷37號,1,422.0,碧潭派出所,,121.5397,24.9672
大樓,碧潭星光大樓,D601000188,新店里,新北市新店區新店里新店路190號,1,140.0,碧潭派出所,,121.5372,24.95612
大樓,大樓,D601000189,廣明里,新北市新店區廣明里中興路一段59號,1,92.0,碧潭派出所,,121.54,24.96073
大樓,長虹峰華,D601000190,五峰里,新北市新店區五峰里中正路75巷71號,1,673.0,碧潭派出所,,121.5432,24.9691
大樓,養心殿,D601000191,五峰里,新北市新店區五峰里北新路一段96巷21號,1,977.0,碧潭派出所,,121.5427,24.96897
大樓,崇光女中,D601000192,中正里,新北市新店區中正里三民路18號,1,1271.0,碧潭派出所,,121.5391,24.97177
大樓,碧潭捷市,D601000193,廣明里,新北市新店區廣明里北新路一段2號之18,1,175.0,碧潭派出所,,121.5386,24.96008
大樓,美河市,D601000194,福民里,新北市新店區福民里中央路153號,1,38566.0,碧潭派出所,,121.5299,24.97297
大樓,山河院,D601000195,廣明里,新北市新店區廣明里中興路一段48號,1,308.0,碧潭派出所,,121.5391,24.95925
大樓,碧潭國璽,D601000196,廣明里,新北市新店區廣明里中興路一段12號,1,777.0,碧潭派出所,,121.5385,24.95793
大樓,御藏,D601000197,五峰里,新北市新店區五峰里大新街7巷19號,1,111.0,碧潭派出所,,121.544,24.96802
大樓,小惠國,D601000198,張北里,新北市新店區張北里中興路2段99巷2號,1,58.0,碧潭派出所,,121.5467,24.97208
大樓,大樓,D601000199,新德里,新北市新店區新德里中華路47巷2弄15號,1,171.0,碧潭派出所,,121.5392,24.96807
大樓,玉上園,D601000200,張北里,新北市新店區張北里寶橋路78巷10號,1,4782.0,碧潭派出所,,121.5472,24.97428
大樓,廣乙星城,D601000201,中興里,新北市新店區中興里檳榔路53巷2號,1,861.0,碧潭派出所,,121.5434,24.9631
大樓,名水漾,D601000202,張南里,新北市新店區張南里環河路1號之1,1,357.0,碧潭派出所,,121.5381,24.96137
大樓,美麗殿,D601000203,五峰里,新北市新店區五峰里北新路一段126巷21號,1,716.0,碧潭派出所,,121.5434,24.96946
大樓,大樓,D601000204,新店里,新北市新店區新店里新店路162號,1,169.0,碧潭派出所,,121.5372,24.95558
大樓,大樓,D601000205,百和里,新北市新店區百和里中正路418巷18號,1,32.0,碧潭派出所,,121.5348,24.97831
大樓,新店地區農會,D601000206,廣明里,新北市新店區廣明里光明街98號之1,1,346.0,碧潭派出所,不張貼標誌牌,,
大樓,碧潭之丘,D601000207,文中里,新北市新店區文中里能仁路12號,1,120.0,碧潭派出所,,121.5406,24.95552
大樓,舞立方,D601000208,中正里,新北市新店區中正里中正路247巷25弄7號,1,101.0,碧潭派出所,,121.5389,24.97246
大樓,極麗社區,D601000209,國校里,新北市新店區國校里北宜路一段76號,1,346.0,碧潭派出所,,121.5385,24.95576
大樓,吉美君品,D601000210,五峰里,新北市新店區五峰里中正路67號,1,719.0,碧潭派出所,,121.5439,24.96993
大樓,中華聖母堂,D601000211,福德里,新北市新店區福德里中正路367號,1,343.0,碧潭派出所,,121.5348,24.97639
大樓,新店消防分隊,D601000212,五峰里,新北市新店區五峰里北新路一段98號,1,345.0,碧潭派出所,,121.5422,24.96911
大樓,碧潭新境,D601000213,文中里,新北市新店區文中里北宜路一段39巷27號,1,173.0,碧潭派出所,,121.5395,24.95811
大樓,協之達,D601000214,中正里,新北市新店區中正里中正路409巷50號,1,58.0,碧潭派出所,,121.5375,24.97432
大樓,國泰雙璽,D601000215,文明里,新北市新店區文明里光明街226號,1,1409.0,碧潭派出所,,121.5402,24.96314
大樓,碧潭水悅,D601000216,新店里,新北市新店區新店里新店路128號,1,149.0,碧潭派出所,,121.5372,24.95508
大樓,百景,D601000217,五峰里,新北市新店區五峰里北新路一段100號,1,464.0,碧潭派出所,,121.5423,24.9693
大樓,巴黎皇宮,D601000218,張北里,新北市新店區張北里中興路二段37-53號,1,965.0,碧潭派出所,,121.5461,24.96992
大樓,圓頂社區,D601000219,張北里,新北市新店區張北里中興路二段147號,1,1239.0,碧潭派出所,,121.5476,24.97263
大樓,北新官邸,D601000220,五峰里,新北市新店區五峰里北新路一段128號,1,756.0,碧潭派出所,,121.5425,24.96993
大樓,富琚大樓,D601000221,新德里,新北市新店區新德里中華路41號,1,255.0,碧潭派出所,,121.5402,24.96768
大樓,琢青住商大廈,D601000222,五峰里,新北市新店區五峰里北新路一段136號,1,1377.0,碧潭派出所,,121.5427,24.97032
大樓,寶穩安邸,D601000225,仁愛里,新北市新店區仁愛里北新路二段27之3號,1,134.0,碧潭派出所,,121.5428,24.97218
大樓,法樂社區,D601000226,張北里,新北市新店區張北里中興路二段31巷16號,1,842.0,碧潭派出所,,121.5457,24.97005
大樓,美力社區,D601000227,中興里,新北市新店區中興里北新路一段64巷41號,1,138.0,碧潭派出所,,121.5423,24.96563
大樓,捷運楓華大樓,D601000228,新德里,新北市新店區新德里中華路22號,1,405.0,碧潭派出所,,121.5404,24.96775
大樓,一間,D601000229,五峰里,新北市新店區五峰里五峰路120號,1,92.0,碧潭派出所,,121.545,24.96652
大樓,W太子,D601000230,五峰里,新北市新店區五峰里北新路一段108號,1,359.0,碧潭派出所,,121.5423,24.96961
大樓,新店行政園區,D601000231,中興里,新北市新店區中興里北新路一段82號,2,4055.0,碧潭派出所,,121.5416,24.96754
大樓,晶璽社區,D601000232,文明里,新北市新店區文明里檳榔路22號,1,127.0,碧潭派出所,,121.5413,24.96415
大樓,微笑碧潭,D601000233,文中里,新北市新店區文中里文中路58號,1,190.0,碧潭派出所,,121.5403,24.95649
大樓,友座紳鄰,D601000234,中華里,新北市新店區中華里三民路63號,2,703.0,碧潭派出所,,121.5364,24.97116
大樓,怡廬,D601000235,五峰里,新北市新店區五峰里24鄰五峰路89號,1,81.0,碧潭派出所,,121.5463,24.96733
大樓,日日和,D601000236,仁愛里,新北市新店區仁愛里建國路16號,2,104.0,碧潭派出所,,121.5402,24.97375
大樓,鼎隆江晏,D601000237,廣明里,新北市新店區廣明里光明街138巷8號,4,450.0,碧潭派出所,,121.5398,24.96115
大樓,鼎新電腦,D601000238,五峰里,新北市新店區中興路一段222之1號,3,289.0,碧潭派出所,,121.5442,24.966146
公寓,公寓,D602000008,國豐里,新北市新店區國豐里明德路71號之1,1,78.0,江陵派出所,,121.5414,24.97765
大樓,大豐國小,D602000010,大豐里,新北市新店區大豐里民族路108號,1,292.0,江陵派出所,,121.5382,24.97758
公寓,公寓,D602000019,國豐里,新北市新店區國豐里建安街44號之2,1,121.0,江陵派出所,,121.5393,24.9757
公寓,公寓,D602000027,國豐里,新北市新店區國豐里建興街4號,1,43.0,江陵派出所,,121.5401,24.97656
公寓,公寓,D602000028,國豐里,新北市新店區國豐里建國路97巷24號,1,43.0,江陵派出所,,121.5393,24.97736
大樓,公寓,D602000036,忠誠里,新北市新店區忠誠里北新路二段139巷9號之1,1,32.0,江陵派出所,,121.5421,24.9756
大樓,華廈,D602000039,大同里,新北市新店區大同里二十張路33巷5-9號,1,443.0,江陵派出所,,121.5387,24.98152
大樓,日安台北,D602000043,寶興里,新北市新店區寶興里中興路三段134-138號,3,6621.0,江陵派出所,,121.5449,24.97977
大樓,華廈,D602000044,大豐里,新北市新店區大豐里二十張路129巷2弄2號,2,652.0,江陵派出所,,121.536,24.9789
大樓,今皓實業股份有限公司,D602000045,寶福里,新北市新店區寶福里寶興路53號,1,735.0,江陵派出所,,121.5498,24.9728
大樓,寶中大廈,D602000046,寶福里,新北市新店區寶福里寶中路121-137號,1,803.0,江陵派出所,,121.5497,24.9795
大樓,台北公館,D602000047,信義里,新北市新店區信義里復興路10號之1,2,556.0,江陵派出所,,121.5402,24.98687
大樓,江陵京都,D602000048,江陵里,新北市新店區江陵里二十張路40-46號之1,2,1706.0,江陵派出所,,121.5375,24.98094
大樓,香奈爾大廈,D602000049,信義里,新北市新店區信義里順安街75號,1,227.0,江陵派出所,,121.5407,24.98696
大樓,華廈,D602000050,大同里,新北市新店區大同里大豐路26-28號,1,222.0,江陵派出所,,121.5406,24.98011
大樓,華廈,D602000052,中央里,新北市新店區中央里中央路196-198號,1,236.0,江陵派出所,,121.5307,24.97461
大樓,華廈,D602000054,國豐里,新北市新店區國豐里建國路97巷23號,1,154.0,江陵派出所,,121.539,24.97701
大樓,富園華廈,D602000055,江陵里,新北市新店區江陵里民權路127巷1號,2,1491.0,江陵派出所,,121.5354,24.98189
大樓,極景大廈,D602000056,寶興里,新北市新店區寶興里北新路二段230號,2,165.0,江陵派出所,,121.544,24.9776
大樓,華廈,D602000057,中央里,新北市新店區中央里中央三街54號,1,82.0,江陵派出所,,121.5273,24.97463
大樓,華廈,D602000058,中央里,新北市新店區中央里中央三街58號,1,90.0,江陵派出所,,121.5271,24.97476
大樓,中央浸信會,D602000059,中央里,新北市新店區中央里中央三街15號,1,147.0,江陵派出所,,121.5292,24.97374
大樓,雙興天廈,D602000060,信義里,新北市新店區信義里寶慶街37號,1,307.0,江陵派出所,,121.543,24.98655
大樓,華廈,D602000062,大豐里,新北市新店區大豐里建國路217號,2,182.0,江陵派出所,,121.5376,24.98081
大樓,佳典星鑽,D602000063,明德里,新北市新店區明德里民族路48巷4號,1,272.0,江陵派出所,,121.5402,24.97921
大樓,忠孝新城,D602000064,忠孝里,新北市新店區忠孝里中正路680巷1號,2,3599.0,江陵派出所,,121.5344,24.98999
大樓,華廈,D602000065,寶興里,新北市新店區寶興里寶橋路69號,1,136.0,江陵派出所,,121.545336,24.975396
大樓,華廈,D602000066,忠孝里,新北市新店區忠孝里中正路663巷1弄17號,1,263.0,江陵派出所,,121.5327,24.98967
大樓,民族雅園,D602000067,明德里,新北市新店區明德里民族路47號,2,468.0,江陵派出所,,121.5404,24.97856
大樓,一品門第,D602000068,大豐里,新北市新店區大豐里建國路164號,2,213.0,江陵派出所,,121.5385,24.97953
大樓,極景藍區,D602000069,寶興里,新北市新店區寶興里北新路二段252號,3,4757.0,江陵派出所,,121.5429,24.97801
大樓,江陵資訊大樓,D602000070,復興里,新北市新店區復興里民權路96號,3,2103.0,江陵派出所,,121.5366,24.98303
大樓,捷運新公館,D602000071,信義里,新北市新店區信義里中興路三段227號,3,908.0,江陵派出所,,121.543,24.98329
大樓,康軒文教事業股份有限公司,D602000072,寶福里,新北市新店區寶福里中興路二段218巷11號,1,1393.0,江陵派出所,,121.5489,24.97514
