行政區,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,placemark_address
中正區,WOA00808,三愛里,臺北市中正區臨沂街63巷11-1號,"25.03629,121.529664",1,"477 ",中正第一分局,,臺北市中正區臨沂街63巷11-1號
中正區,WOA01513,三愛里,臺北市中正區臨沂街59號,"25.037452,121.529214",1.2.3,"674 ",中正第一分局,,臺北市中正區臨沂街59號
中正區,WOA01289,三愛里,臺北市中正區臨沂街59巷10號,"25.037133,121.529675",1,"365 ",中正第一分局,,臺北市中正區臨沂街59巷10號
中正區,WOA01514,三愛里,臺北市中正區臨沂街59巷23號,"25.036894,121.530351",1.2,"758 ",中正第一分局,,臺北市中正區臨沂街59巷23號
中正區,WOA01326,三愛里,臺北市中正區臨沂街63巷5號,"25.036691,121.529218",1,"1040 ",中正第一分局,,臺北市中正區臨沂街63巷5號
中正區,WOA01381,三愛里,臺北市中正區臨沂街61巷13號,"25.036446,121.530277",1,"114 ",中正第一分局,,臺北市中正區臨沂街61巷13號
中正區,WOA00063,三愛里,臺北市中正區仁愛路二段68號,"25.038022,121.529498",1,"145 ",中正第一分局,,臺北市中正區仁愛路二段68號
中正區,WOA00066,三愛里,臺北市中正區仁愛路二段70號,"25.038024,121.529583",1,"682 ",中正第一分局,,臺北市中正區仁愛路二段70號
中正區,WOA00067,三愛里,臺北市中正區仁愛路二段76號,"25.038022,121.530259",1,"164 ",中正第一分局,,臺北市中正區仁愛路二段76號
中正區,WOA01517,三愛里,臺北市中正區仁愛路二段84號,"25.037973,121.53071",1.2,"394 ",中正第一分局,,臺北市中正區仁愛路二段84號
中正區,WOA01516,三愛里,臺北市中正區仁愛路二段86號,"25.037973,121.530908",1.2.3.4,"1733 ",中正第一分局,,臺北市中正區仁愛路二段86號
中正區,WOA00070,三愛里,臺北市中正區仁愛路二段94號,"25.03798,121.531381",1,"816 ",中正第一分局,,臺北市中正區仁愛路二段94號
中正區,WOA00071,三愛里,臺北市中正區仁愛路二段98號,"25.037994,121.531863",1,"649 ",中正第一分局,,臺北市中正區仁愛路二段98號
中正區,WOA00531,三愛里,臺北市中正區連雲街6巷12號,"25.037548,121.53144",1,"160 ",中正第一分局,,臺北市中正區連雲街6巷12號
中正區,WOA00787,三愛里,臺北市中正區臨沂街57巷26號,"25.037475,121.530614",1,"255 ",中正第一分局,,臺北市中正區臨沂街57巷26號
中正區,WOA01340,三愛里,臺北市中正區連雲街26巷21弄6號,"25.037316,121.530826",1,"112 ",中正第一分局,,臺北市中正區連雲街26巷21弄6號
中正區,WOA01365,三愛里,臺北市中正區臨沂街57巷15號,"25.037752,121.530095",1,"584 ",中正第一分局,,臺北市中正區臨沂街57巷15號
中正區,WOA00401,三愛里,臺北市中正區信義路二段213號,"25.033844,121.530537",1,"1686 ",中正第一分局,,臺北市中正區信義路二段213號
中正區,WOA00403,三愛里,臺北市中正區信義路二段247號,"25.033828,121.531255",1,"182 ",中正第一分局,,臺北市中正區信義路二段247號
中正區,WOA00404,三愛里,臺北市中正區信義路二段251號,"25.033826,121.531347",1,"230 ",中正第一分局,,臺北市中正區信義路二段251號
中正區,WOA01520,三愛里,臺北市中正區信義路二段261號,"25.033822,121.531642",1.2,"1270 ",中正第一分局,,臺北市中正區信義路二段261號
中正區,WOA00405,三愛里,臺北市中正區信義路二段271號,"25.033811,121.531988",1,"466 ",中正第一分局,,臺北市中正區信義路二段271號
中正區,WOA00571,三愛里,臺北市中正區新生南路一段148號,"25.035274,121.532466",1,"1186 ",中正第一分局,,臺北市中正區新生南路一段148號
中正區,WOA01518,三愛里,臺北市中正區新生南路一段160巷10號,"25.034562,121.531499",1.2.3,"901 ",中正第一分局,,臺北市中正區新生南路一段160巷10號
中正區,WOA00588,三愛里,臺北市中正區新生南路一段160巷1號,"25.034701,121.532116",1,"330 ",中正第一分局,,臺北市中正區新生南路一段160巷1號
中正區,WOA00597,三愛里,臺北市中正區新生南路一段170巷14號,"25.034185,121.531353",1,"312 ",中正第一分局,,臺北市中正區新生南路一段170巷14號
中正區,WOA01519,三愛里,臺北市中正區新生南路一段172號,"25.034134,121.532358",1.2.3,"539 ",中正第一分局,,臺北市中正區新生南路一段172號
中正區,WOA01003,三愛里,臺北市中正區新生南路一段160巷3號,"25.034687,121.531702",1,"120 ",中正第一分局,,臺北市中正區新生南路一段160巷3號
中正區,WOA01004,三愛里,臺北市中正區新生南路一段160巷7號,"25.034694,121.531353",1,"120 ",中正第一分局,,臺北市中正區新生南路一段160巷7號
中正區,WOA01008,三愛里,臺北市中正區新生南路一段170巷14-3號,"25.034189,121.531253",1,"200 ",中正第一分局,,臺北市中正區新生南路一段170巷14-3號
中正區,WOA01284,三愛里,臺北市中正區新生南路一段170巷13號,"25.034305,121.531321",1,"325 ",中正第一分局,,臺北市中正區新生南路一段170巷13號
中正區,WOA01368,三愛里,臺北市中正區新生南路一段170巷7號,"25.034288,121.531831",1,"556 ",中正第一分局,,臺北市中正區新生南路一段170巷7號
中正區,WOA00121,三愛里,臺北市中正區連雲街47巷10號,"25.034889,121.531053",1,"193 ",中正第一分局,,臺北市中正區連雲街47巷10號
中正區,WOA00810,三愛里,臺北市中正區臨沂街63巷18號,"25.03573,121.530306",1,"240 ",中正第一分局,,臺北市中正區臨沂街63巷18號
中正區,WOA00832,三愛里,臺北市中正區臨沂街71巷26號,"25.035409,121.53041",1,"524 ",中正第一分局,,臺北市中正區臨沂街71巷26號
中正區,WOA01521,三愛里,臺北市中正區臨沂街71巷29號,"25.035383,121.53012",1,"270 ",中正第一分局,,臺北市中正區臨沂街71巷29號
中正區,WOA00833,三愛里,臺北市中正區臨沂街71巷31號,"25.035456,121.530278",1,"318 ",中正第一分局,,臺北市中正區臨沂街71巷31號
中正區,WOA01317,三愛里,臺北市中正區臨沂街61巷26號,"25.035955,121.5307",1,"369 ",中正第一分局,,臺北市中正區臨沂街61巷26號
中正區,WOA01023,三愛里,臺北市中正區臨沂街61巷28號,"25.035812,121.530792",1,"514 ",中正第一分局,,臺北市中正區臨沂街61巷28號
中正區,WOA01018,三愛里,臺北市中正區連雲街59號,"25.034901,121.530412",1,"154 ",中正第一分局,,臺北市中正區連雲街59號
中正區,WOA00518,三愛里,臺北市中正區連雲街85號,"25.034151,121.530158",1,"338 ",中正第一分局,,臺北市中正區連雲街85號
中正區,WOA00589,三愛里,臺北市中正區新生南路一段160巷17號,"25.034687,121.530683",1,"222 ",中正第一分局,,臺北市中正區新生南路一段160巷17號
中正區,WOA00591,三愛里,臺北市中正區新生南路一段160巷22號,"25.034571,121.5305",1,"290 ",中正第一分局,,臺北市中正區新生南路一段160巷22號
中正區,WOA01023,三愛里,臺北市中正區新生南路一段160巷9號,"25.034697,121.531043",1,"142 ",中正第一分局,,臺北市中正區新生南路一段160巷9號
中正區,WOA01023,三愛里,臺北市中正區連雲街87號,"25.034075,121.530148",1,"160 ",中正第一分局,,臺北市中正區連雲街87號
中正區,WOA01266,三愛里,臺北市中正區新生南路一段160巷20號,"25.03454,121.53063",1,"310 ",中正第一分局,,臺北市中正區新生南路一段160巷20號
中正區,WOA00513,三愛里,臺北市中正區新生南路一段160巷21號,"25.034694,121.53052",1、2,"186 ",中正第一分局,,臺北市中正區新生南路一段160巷21號
中正區,WOA00513,三愛里,臺北市中正區連雲街20號,"25.036671,121.531735",1,62,中正第一分局,,臺北市中正區連雲街20號
中正區,WOA00520,三愛里,臺北市中正區連雲街26巷10號,"25.036574,121.531261",1,"337 ",中正第一分局,,臺北市中正區連雲街26巷10號
中正區,WOA00791,三愛里,臺北市中正區臨沂街57巷42號,"25.037148,121.531657",1,"192 ",中正第一分局,,臺北市中正區臨沂街57巷42號
中正區,WOA00802,三愛里,臺北市中正區臨沂街61巷25號,"25.035958,121.530901",1,"590 ",中正第一分局,,臺北市中正區臨沂街61巷25號
中正區,WOA00806,三愛里,臺北市中正區臨沂街61巷21號,"25.036193,121.530665",1,"105 ",中正第一分局,,臺北市中正區臨沂街61巷21號
中正區,WOA01304,三愛里,臺北市中正區連雲街27巷9號,"25.037254,121.530473",1,"314 ",中正第一分局,,臺北市中正區連雲街27巷9號
中正區,WOA01353,三愛里,臺北市中正區連雲街26巷6號,"25.03638,121.531447",1,"156 ",中正第一分局,,臺北市中正區連雲街26巷6號
中正區,WOA01369,三愛里,臺北市中正區臨沂街59巷39號,"25.036148,121.531347",1,"132 ",中正第一分局,,臺北市中正區臨沂街59巷39號
中正區,WOA00566,三愛里,臺北市中正區新生南路一段126之6號,"25.037195,121.532511",1,"285 ",中正第一分局,,臺北市中正區新生南路一段126之6號
中正區,WOA00567,三愛里,臺北市中正區新生南路一段126-8號,"25.037101,121.532503",1,"193 ",中正第一分局,,臺北市中正區新生南路一段126-8號
中正區,WOA00568,三愛里,臺北市中正區新生南路一段136號,"25.036556,121.532497",1,"389 ",中正第一分局,,臺北市中正區新生南路一段136號
中正區,WOA00569,三愛里,臺北市中正區新生南路一段138-8號,"25.036231,121.532497",1,"400 ",中正第一分局,,臺北市中正區新生南路一段138-8號
中正區,WOA00871,三愛里,臺北市中正區新生南路一段140號,"25.036044,121.532484",1,"670 ",中正第一分局,,臺北市中正區新生南路一段140號
中正區,WOA00886,三愛里,臺北市中正區新生南路一段140巷13號,"25.036263,121.531881",1,"301 ",中正第一分局,,臺北市中正區新生南路一段140巷13號
中正區,WOA00902,三愛里,臺北市中正區仁愛路二段102號,"25.037928,121.532191",1,"373 ",中正第一分局,,臺北市中正區仁愛路二段102號
中正區,WOA01029,三愛里,臺北市中正區新生南路一段128號,"25.036991,121.5325",1,"210 ",中正第一分局,,臺北市中正區新生南路一段128號
中正區,WOA01030,三愛里,臺北市中正區新生南路一段142號,"25.035878,121.532488",1,"222 ",中正第一分局,,臺北市中正區新生南路一段142號
中正區,WOA01031,三愛里,臺北市中正區新生南路一段126-7號,"25.03715,121.532504",1,"38 ",中正第一分局,,臺北市中正區新生南路一段126-7號
中正區,WOA01325,三愛里,臺北市中正區連雲街6巷8號,"25.037469,121.53169",1、2,"953 ",中正第一分局,,臺北市中正區連雲街6巷8號
中正區,WOA01354,三愛里,臺北市中正區連雲街19號,"25.036638,121.531889",1,"228 ",中正第一分局,,臺北市中正區連雲街19號
中正區,WOA00399,三愛里,臺北市中正區信義路二段127號,"25.034198,121.527894",1,"60 ",中正第一分局,,臺北市中正區信義路二段127號
中正區,WOA00828,三愛里,臺北市中正區臨沂街71巷17號,"25.035205,121.528921",1,"125 ",中正第一分局,,臺北市中正區臨沂街71巷17號
中正區,WOA01053,三愛里,臺北市中正區臨沂街75巷3號,"25.034941,121.528139",1,"20 ",中正第一分局,,臺北市中正區臨沂街75巷3號
中正區,WOA01054,三愛里,臺北市中正區臨沂街75巷5號,"25.03492,121.52822",1,"20 ",中正第一分局,,臺北市中正區臨沂街75巷5號
中正區,WOA01057,三愛里,臺北市中正區臨沂街71巷2弄1號,"25.035119,121.528197",1,"40 ",中正第一分局,,臺北市中正區臨沂街71巷2弄1號
中正區,WOA01059,三愛里,臺北市中正區臨沂街2弄9號,"25.041384,121.530213",1,"40 ",中正第一分局,,臺北市中正區臨沂街2弄9號
中正區,WOA01060,三愛里,臺北市中正區臨沂街2弄3號,"25.042334,121.530491",1,"40 ",中正第一分局,,臺北市中正區臨沂街2弄3號
中正區,WOA01061,三愛里,臺北市中正區臨沂街71巷2號,"25.03524,121.528336",1,"40 ",中正第一分局,,臺北市中正區臨沂街71巷2號
中正區,WOA01062,三愛里,臺北市中正區臨沂街71巷4號,"25.035207,121.528457",1,"40 ",中正第一分局,,臺北市中正區臨沂街71巷4號
中正區,WOA01065,三愛里,臺北市中正區信義路二段139號,"25.034153,121.528223",1,"60 ",中正第一分局,,臺北市中正區信義路二段139號
中正區,WOA01068,三愛里,臺北市中正區信義路二段161巷4號,"25.034333,121.528814",1,"40 ",中正第一分局,,臺北市中正區信義路二段161巷4號
中正區,WOA01069,三愛里,臺北市中正區信義路二段151號,"25.034147,121.528515",1,"60 ",中正第一分局,,臺北市中正區信義路二段151號
中正區,WOA01072,三愛里,臺北市中正區臨沂街75巷8之2號,"25.034652,121.528803",1,"40 ",中正第一分局,,臺北市中正區臨沂街75巷8之2號
中正區,WOA01073,三愛里,臺北市中正區臨沂街75巷6號,"25.034645,121.528668",1,"40 ",中正第一分局,,臺北市中正區臨沂街75巷6號
中正區,WOA01074,三愛里,臺北市中正區臨沂街81-1號,"25.034379,121.527883",1,"120 ",中正第一分局,,臺北市中正區臨沂街81-1號
中正區,WOA01075,三愛里,臺北市中正區臨沂街79號,"25.03464,121.527931",1,"80 ",中正第一分局,,臺北市中正區臨沂街79號
中正區,WOA01077,三愛里,臺北市中正區臨沂街77-3號,"25.034725,121.527974",1,"60 ",中正第一分局,,臺北市中正區臨沂街77-3號
中正區,WOA00891,三愛里,臺北市中正區臨沂街75巷2弄8之1號,"25.034587,121.528083",1,"40 ",中正第一分局,,臺北市中正區臨沂街75巷2弄8之1號
中正區,WOA01078,三愛里,臺北市中正區臨沂街75巷2之1號,"25.034829,121.528099",1,"40 ",中正第一分局,,臺北市中正區臨沂街75巷2之1號
中正區,WOA01079,三愛里,臺北市中正區臨沂街75巷2之7號,"25.034728,121.528524",1,"40 ",中正第一分局,,臺北市中正區臨沂街75巷2之7號
中正區,WOA01080,三愛里,臺北市中正區臨沂街75巷2之2號,"25.034821,121.528127",1,"40 ",中正第一分局,,臺北市中正區臨沂街75巷2之2號
中正區,WOA01081,三愛里,臺北市中正區信義路二段161巷2弄11號,"25.034481,121.528156",1,"40 ",中正第一分局,,臺北市中正區信義路二段161巷2弄11號
中正區,WOA00817,三愛里,臺北市中正區臨沂街65巷2號,"25.036201,121.528629",1,"238 ",中正第一分局,,臺北市中正區臨沂街65巷2號
中正區,WOA00818,三愛里,臺北市中正區臨沂街65巷20號,"25.035073,121.529903",1,"160 ",中正第一分局,,臺北市中正區臨沂街65巷20號
中正區,WOA00819,三愛里,臺北市中正區臨沂街65巷5號,"25.036178,121.528987",1,"54 ",中正第一分局,,臺北市中正區臨沂街65巷5號
中正區,WOA00820,三愛里,臺北市中正區臨沂街65巷7號,"25.036014,121.529268",1,"174 ",中正第一分局,,臺北市中正區臨沂街65巷7號
中正區,WOA00822,三愛里,臺北市中正區臨沂街69巷15號,"25.03564,121.528892",1,"93 ",中正第一分局,,臺北市中正區臨沂街69巷15號
中正區,WOA00823,三愛里,臺北市中正區臨沂街69巷25號,"25.035471,121.529202",1,"62 ",中正第一分局,,臺北市中正區臨沂街69巷25號
中正區,WOA00825,三愛里,臺北市中正區臨沂街69巷7弄6號,"25.035898,121.528679",1,"134 ",中正第一分局,,臺北市中正區臨沂街69巷7弄6號
中正區,WOA00837,三愛里,臺北市中正區臨沂街71巷19弄4號,"25.035492,121.529359",1,"61 ",中正第一分局,,臺北市中正區臨沂街71巷19弄4號
中正區,WOA01044,三愛里,臺北市中正區臨沂街69巷8號,"25.035554,121.528764",1,"50 ",中正第一分局,,臺北市中正區臨沂街69巷8號
中正區,WOA01045,三愛里,臺北市中正區臨沂街69巷4號,"25.035784,121.528488",1,"30 ",中正第一分局,,臺北市中正區臨沂街69巷4號
中正區,WOA01046,三愛里,臺北市中正區臨沂街69巷2號,"25.035685,121.528336",1,"100 ",中正第一分局,,臺北市中正區臨沂街69巷2號
中正區,WOA01047,三愛里,臺北市中正區臨沂街69巷1號,"25.035816,121.528358",1,"100 ",中正第一分局,,臺北市中正區臨沂街69巷1號
中正區,WOA01048,三愛里,臺北市中正區臨沂街65巷16號,"25.035703,121.529535",1,"45 ",中正第一分局,,臺北市中正區臨沂街65巷16號
中正區,WOA01049,三愛里,臺北市中正區臨沂街65巷12號,"25.035893,121.529195",1,"40 ",中正第一分局,,臺北市中正區臨沂街65巷12號
中正區,WOA01050,三愛里,臺北市中正區臨沂街65巷6號,"25.036054,121.528921",1,"40 ",中正第一分局,,臺北市中正區臨沂街65巷6號
中正區,WOA01051,三愛里,臺北市中正區臨沂街67號,"25.036208,121.528529",1,"150 ",中正第一分局,,臺北市中正區臨沂街67號
中正區,WOA00528,三愛里,臺北市中正區連雲街26巷22弄3號,"25.036836,121.53058",1,"121 ",中正第一分局,,臺北市中正區連雲街26巷22弄3號
中正區,WOA00529,三愛里,臺北市中正區連雲街26巷22弄4號,"25.036715,121.530334",1,"60 ",中正第一分局,,臺北市中正區連雲街26巷22弄4號
中正區,WOA00795,三愛里,臺北市中正區臨沂街59巷14號,"25.037022,121.52987",1,"40 ",中正第一分局,,臺北市中正區臨沂街59巷14號
中正區,WOA00796,三愛里,臺北市中正區臨沂街59巷15號,"25.037185,121.529872",1,"156 ",中正第一分局,,臺北市中正區臨沂街59巷15號
中正區,WOA00797,三愛里,臺北市中正區臨沂街59巷22號,"25.036871,121.530126",1,"68 ",中正第一分局,,臺北市中正區臨沂街59巷22號
中正區,WOA00798,三愛里,臺北市中正區臨沂街59巷24號,"25.036612,121.530563",1,"124 ",中正第一分局,,臺北市中正區臨沂街59巷24號
中正區,WOA00809,三愛里,臺北市中正區臨沂街63巷17號,"25.036017,121.530096",1,"121 ",中正第一分局,,臺北市中正區臨沂街63巷17號
中正區,WOA00814,三愛里,臺北市中正區臨沂街63巷4號,"25.03646,121.529096",1,"120 ",中正第一分局,,臺北市中正區臨沂街63巷4號
中正區,WOA00815,三愛里,臺北市中正區臨沂街63巷9號,"25.036473,121.52933",1,"133 ",中正第一分局,,臺北市中正區臨沂街63巷9號
中正區,WOA00838,三愛里,臺北市中正區臨沂街71巷19弄8號,"25.035813,121.529996",1,"98 ",中正第一分局,,臺北市中正區臨沂街71巷19弄8號
中正區,WOA00838,三愛里,臺北市中正區臨沂街71巷19弄8號,"25.035813,121.529996",1,"98 ",中正第一分局,,臺北市中正區臨沂街71巷19弄8號
中正區,WOA01040,三愛里,臺北市中正區臨沂街63巷11號,"25.036313,121.529628",1,"222 ",中正第一分局,,臺北市中正區臨沂街63巷11號
中正區,WOA00094,三愛里,臺北市中正區仁愛路二段92巷7號,"25.037557,121.53128",1,"49 ",中正第一分局,,臺北市中正區仁愛路二段92巷7號
中正區,WOA00521,三愛里,臺北市中正區連雲街26巷18號,"25.036868,121.530905",1,"44 ",中正第一分局,,臺北市中正區連雲街26巷18號
中正區,WOA00522,三愛里,臺北市中正區連雲街26巷19號,"25.037063,121.530796",1,"42 ",中正第一分局,,臺北市中正區連雲街26巷19號
中正區,WOA00523,三愛里,臺北市中正區連雲街26巷26號,"25.037181,121.530364",1,"81 ",中正第一分局,,臺北市中正區連雲街26巷26號
中正區,WOA00524,三愛里,臺北市中正區連雲街26巷28號,"25.037241,121.530252",1,"42 ",中正第一分局,,臺北市中正區連雲街26巷28號
中正區,WOA00525,三愛里,臺北市中正區連雲街26巷31號,"25.03734,121.53032",1,"208 ",中正第一分局,,臺北市中正區連雲街26巷31號
中正區,WOA00526,三愛里,臺北市中正區連雲街26巷35號,"25.037474,121.530137",1,"201 ",中正第一分局,,臺北市中正區連雲街26巷35號
中正區,WOA00786,三愛里,臺北市中正區臨沂街57巷20號,"25.037555,121.530306",1,"66 ",中正第一分局,,臺北市中正區臨沂街57巷20號
中正區,WOA00788,三愛里,臺北市中正區臨沂街57巷35號,"25.037561,121.531133",1,"49 ",中正第一分局,,臺北市中正區臨沂街57巷35號
中正區,WOA00789,三愛里,臺北市中正區臨沂街57巷4號,"25.037596,121.529359",1,"145 ",中正第一分局,,臺北市中正區臨沂街57巷4號
中正區,WOA00790,三愛里,臺北市中正區臨沂街57巷40-1號,"25.037269,121.531475",1,"36 ",中正第一分局,,臺北市中正區臨沂街57巷40-1號
中正區,WOA00793,三愛里,臺北市中正區臨沂街57巷8號,"25.037562,121.529573",1,"182 ",中正第一分局,,臺北市中正區臨沂街57巷8號
中正區,WOA00794,三愛里,臺北市中正區臨沂街57巷32弄8號,"25.037144,121.531126",1,"62 ",中正第一分局,,臺北市中正區臨沂街57巷32弄8號
中正區,WOA00835,三愛里,臺北市中正區臨沂街71巷19弄20號,"25.036581,121.530904",1,"132 ",中正第一分局,,臺北市中正區臨沂街71巷19弄20號
中正區,WOA00836,三愛里,臺北市中正區臨沂街71巷19弄24號,"25.036736,121.531059",1,"38 ",中正第一分局,,臺北市中正區臨沂街71巷19弄24號
中正區,WOA01033,三愛里,臺北市中正區臨沂街57巷18號,"25.037576,121.53018",1,"30 ",中正第一分局,,臺北市中正區臨沂街57巷18號
中正區,WOA01034,三愛里,臺北市中正區臨沂街57巷24號,"25.037534,121.530499",1,"80 ",中正第一分局,,臺北市中正區臨沂街57巷24號
中正區,WOA01036,三愛里,臺北市中正區連雲街26巷36號,"25.037374,121.5299",1,"90 ",中正第一分局,,臺北市中正區連雲街26巷36號
中正區,WOA01037,三愛里,臺北市中正區連雲街26巷27號,"25.037254,121.530473",1,"48 ",中正第一分局,,臺北市中正區連雲街26巷27號
中正區,WOA01038,三愛里,臺北市中正區連雲街26巷13號,"25.036933,121.531028",1,"64 ",中正第一分局,,臺北市中正區連雲街26巷13號
中正區,WOA01039,三愛里,臺北市中正區連雲街26巷21弄2號,"25.037284,121.530707",1,"56 ",中正第一分局,,臺北市中正區連雲街26巷21弄2號
中正區,WOA01034,三愛里,臺北市中正區臨沂街57巷24號,"25.037534,121.530499",1,"80 ",中正第一分局,,臺北市中正區臨沂街57巷24號
中正區,WOA00593,三愛里,臺北市中正區新生南路一段160巷4號,"25.03452,121.532101",1,"45 ",中正第一分局,,臺北市中正區新生南路一段160巷4號
中正區,WOA00594,三愛里,臺北市中正區新生南路一段160巷5號,"25.034693,121.531543",1,"117 ",中正第一分局,,臺北市中正區新生南路一段160巷5號
中正區,WOA00596,三愛里,臺北市中正區新生南路一段170巷12號,"25.034163,121.531516",1,"273 ",中正第一分局,,臺北市中正區新生南路一段170巷12號
中正區,WOA00593,三愛里,臺北市中正區新生南路一段170巷3號,"25.034282,121.532197",1,"253 ",中正第一分局,,臺北市中正區新生南路一段170巷3號
中正區,WOA01001,三愛里,臺北市中正區信義路二段257號,"25.033823,121.531525",1,"70 ",中正第一分局,,臺北市中正區信義路二段257號
中正區,WOA01002,三愛里,臺北市中正區新生南路一段160巷1之3號,"25.034707,121.531803",1,"60 ",中正第一分局,,臺北市中正區新生南路一段160巷1之3號
中正區,WOA01005,三愛里,臺北市中正區新生南路170巷4號,"25.034158,121.532205",1,"70 ",中正第一分局,,臺北市中正區新生南路170巷4號
中正區,WOA01006,三愛里,臺北市中正區新生南路170巷6號,"25.034164,121.532033",1,"40 ",中正第一分局,,臺北市中正區新生南路170巷6號
中正區,WOA01007,三愛里,臺北市中正區新生南路一段170巷9號,"25.034289,121.531678",1,"20 ",中正第一分局,,臺北市中正區新生南路一段170巷9號
中正區,WOA01009,三愛里,臺北市中正區新生南路一段170巷15號,"25.0343,121.531045",1,"300 ",中正第一分局,,臺北市中正區新生南路一段170巷15號
中正區,WOA01010,三愛里,臺北市中正區新生南路一段170巷16-2號,"25.034185,121.53075",1,"40 ",中正第一分局,,臺北市中正區新生南路一段170巷16-2號
中正區,WOA01011,三愛里,臺北市中正區新生南路一段170巷20號,"25.034185,121.530475",1,"200 ",中正第一分局,,臺北市中正區新生南路一段170巷20號
中正區,WOA00516,三愛里,臺北市中正區連雲街56號,"25.035119,121.530506",1,"81 ",中正第一分局,,臺北市中正區連雲街56號
中正區,WOA00811,三愛里,臺北市中正區臨沂街63巷24號,"25.035325,121.53066",1,"30 ",中正第一分局,,臺北市中正區臨沂街63巷24號
中正區,WOA00812,三愛里,臺北市中正區臨沂街63巷25號,"25.03552,121.530666",1,"249 ",中正第一分局,,臺北市中正區臨沂街63巷25號
中正區,WOA00813,三愛里,臺北市中正區臨沂街63巷27號,"25.035385,121.530759",1,"164 ",中正第一分局,,臺北市中正區臨沂街63巷27號
中正區,WOA00829,三愛里,臺北市中正區臨沂街71巷20號,"25.035129,121.53003",1,"89 ",中正第一分局,,臺北市中正區臨沂街71巷20號
中正區,WOA00830,三愛里,臺北市中正區臨沂街71巷22號,"25.035235,121.530175",1,"88 ",中正第一分局,,臺北市中正區臨沂街71巷22號
