類別,建築物名稱,電腦編號,村里別,地址,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)","unnamed (2)"
一般建築,,LY4233,福隆里,高雄市苓雅區福隆里三多二路7-1號,1,4810,苓雅分局,,,
一般建築,,LY3662,正心里,高雄市苓雅區正心里正言路95號,1,4964,苓雅分局,,,
一般建築,,LY4026,林靖里,高雄市苓雅區林靖里德安街3巷12號,2,4974,苓雅分局,,,
一般建築,福懋首耀大樓,LY4136,普天里,高雄市苓雅區普天里三多二路372號,1,5270,苓雅分局,,,
一般建築,,LY4027,林靖里,高雄市苓雅區林靖里德安街7巷11號,2,5314,苓雅分局,,,
一般建築,文化藏美大樓,LY4181,林富里,高雄市苓雅區林富里青年一路15號,1,5328,苓雅分局,,,
政府機關,行政院南部中心,LY4209,福西里,高雄市苓雅區福西里政南街6號,3,5391,苓雅分局,,,
學校,國立高雄師範大學,LY3886,同慶里,高雄市苓雅區同慶里和平一路116號,,5402,苓雅分局,,,
一般建築,,LY4218,安祥里,高雄市苓雅區安祥里凱旋一路45號,4,5410,苓雅分局,,,
一般建築,中國第一景大樓,LY3240,和煦里,高雄市苓雅區和煦里仁愛三街308之1號,1,5495,苓雅分局,,,
一般建築,國硯大樓,LY4154,苓洲里,高雄市苓雅區苓洲里新田路378號,5,5672,苓雅分局,,,
政府機關,高雄市政府衛生局,LY4152,奏捷里,高雄市苓雅區奏捷里凱旋二路132之1號,1.2,5881,苓雅分局,,,
政府機關,高雄市苓雅戶政事務所,LY4038,晴朗里,高雄市苓雅區晴朗里民權一路85號,1,5992,苓雅分局,,,
一般建築,太子文化大樓,LY4093,林德里,高雄市苓雅區林德里四維二路53號,2,6252,苓雅分局,,,
一般建築,,LY3877,凱旋里,高雄市苓雅區凱旋里五福一路31號,1,6359,苓雅分局,,,
一般建築,,LY1416,衛武里,高雄市苓雅區衛武里尚勇路9號,1,6568,苓雅分局,,,
一般建築,仰德大樓管理,LY4163,尚義里,高雄市苓雅區尚義里和平一路169號,1.2.3.4,6664,苓雅分局,,,
一般建築,宏總2001廣場大樓,LY3567,華堂里,高雄市苓雅區華堂里永樂街115號,2,6757,苓雅分局,,,
一般建築,,LY3067,林南里,高雄市苓雅區林南里林德街39號,1,6948,苓雅分局,,,
一般建築,天睦大樓,LY4223,林富里,高雄市苓雅區林富里青年一路3號,6,7017,苓雅分局,,,
一般建築,,LY4159,正大里,高雄市苓雅區正大里正言路73號,1.2.3.4,7348,苓雅分局,,,
一般建築,文化師苑,SF2340,達仁里,高雄市三民區達仁里大港街44號,1,36,三民一分局,,,
一般建築,品學之道,SF2397,達德里,高雄市三民區達德里瀋陽街23號,1,67,三民一分局,,,
一般建築,文化首馥,SF2371,立德里,高雄市三民區立德里中庸街20號,1,71,三民一分局,,,
一般建築,文學大道,SF2377,安宜里,高雄市三民區安宜里興安街20號,1,89,三民一分局,,,
一般建築,仰哲公寓大廈,SF2427,民享里,高雄市三民區民享里十全二路306號,1,99,三民一分局,,,
一般建築,高雄大遠百,SF2356,安泰里,高雄市三民區安泰里開原街42號,1,102,三民一分局,,,
一般建築,逸文苑,SF2353,德西里,高雄市三民區德西里中華二路190號,1,107,三民一分局,,,
一般建築,寬境,SF2346,精華里,高雄市三民區精華里哈爾濱街112號,1,108,三民一分局,,,
一般建築,,SF2359,港東里,高雄市三民區港東里河北一路173號,1,119,三民一分局,,,
一般建築,新都廳大樓,SF2341,精華里,高雄市三民區精華里九如二路672號,1,119,三民一分局,,,
一般建築,85大樓,SF2343,安泰里,高雄市三民區安泰里天津街189號,1,121,三民一分局,,,
一般建築,都廳苑,SF2351,同德里,高雄市三民區同德里山東街166號,1,133,三民一分局,,,
一般建築,新都廳2大樓,SF2402,安東里,高雄市三民區安東里北平一街120號,1,133,三民一分局,,,
一般建築,,SF2324,建東里,高雄市三民區建東里河北二路109號,1,138,三民一分局,,,
一般建築,高雄市政府四維行政中心,SF2513,安邦里,高雄市三民區安邦里博愛一路267號,1,143,三民一分局,,,
一般建築,玉鎮玉林,SF2361,安泰里,高雄市三民區安泰里北平二街75號,1,145,三民一分局,,,
一般建築,頂誠藏裕,SF2409,力行里,高雄市三民區九如三路271號,2,"  147 ",三民一分局,,,
一般建築,仰德森,SF2350,力行里,高雄市三民區台安街26號,1,"  153 ",三民一分局,,,
一般建築,三多WIN,SF2431,民享里,高雄市三民區民享里重慶街372號,1,156,三民一分局,,,
一般建築,台鳳帝門,SF2395,安宜里,高雄市三民區安宜里漢口街342號,1,165,三民一分局,,,
一般建築,天鴻居公寓大廈,SF2472,德智里,高雄市三民區德智里晉元街23號,1,177,三民一分局,,,
一般建築,維富大廈,SF2365,安生里,高雄市三民區安生里察哈爾一街15號,1,197,三民一分局,,,
一般建築,,SF2332,長明里,高雄市三民區長明里長明街303號,1,197,三民一分局,,,
一般建築,,SF2442,精華里,高雄市三民區精華里哈爾濱街358之3號,1,197,三民一分局,,,
一般建築,驛站華爾街,SF2363,精華里,高雄市三民區精華里九如二路446號,1,198,三民一分局,,,
一般建築,,SF2413,安泰里,高雄市三民區安泰里天津街30號,1,203,三民一分局,,,
一般建築,,SF2421,安東里,高雄市三民區安東里十全一路215號,1,224,三民一分局,,,
一般建築,,SF2467,德智里,高雄市三民區德智里九如二路18號,1,228,三民一分局,,,
一般建築,,SF2385,達明里,高雄市三民區達明里十全一路452號,1,231,三民一分局,,,
一般建築,,SF2461,德北里,高雄市三民區德北里通化街117號,1,231,三民一分局,,,
一般建築,十全十美大樓,SF2428,德智里,高雄市三民區德智里十全一路191號,1,234,三民一分局,,,
一般建築,,SF2364,安生里,高雄市三民區安生里自忠街24號,1,240,三民一分局,,,
一般建築,河北曉堤,SF2403,港東里,高雄市三民區港東里河北一路170號,1,244,三民一分局,,,
一般建築,旅行家商旅,SF2441,建東里,高雄市三民區建東里河北二路50之7號,1,247,三民一分局,,,
一般建築,,SF2399,博愛里,高雄市三民區博愛里長明街11號,1,252,三民一分局,,,
一般建築,薀莎貴族大樓,SF2323,安和里,高雄市三民區安和里同盟一路315號,1,260,三民一分局,,,
一般建築,,SF2338,同德里,高雄市三民區同德里山東街215號,1,262,三民一分局,,,
一般建築,,SF2345,精華里,高雄市三民區精華里九如二路68號,1,264,三民一分局,,,
一般建築,,SF2391,興德里,高雄市三民區興德里三民街50號,1,270,三民一分局,,,
一般建築,,SF2444,精華里,高雄市三民區精華里九如二路532號,1,272,三民一分局,,,
一般建築,,SF2370,達勇里,高雄市三民區達勇里松江街187之1號,1,283,三民一分局,,,
一般建築,,SF2329,安泰里,高雄市三民區安泰里天津街223號,1,286,三民一分局,,,
一般建築,巴黎爵位大樓,SF2432,民享里,高雄市三民區民享里重慶街1之5號,1,298,三民一分局,,,
一般建築,,SF2379,安泰里,高雄市三民區安泰里遼寧二街214號,1,305,三民一分局,,,
一般建築,王家之戀大樓,SF2389,德智里,高雄市三民區德智里九如二路38號,1,305,三民一分局,,,
一般建築,,SF2514,千歲里,高雄市三民區千歲里自強一路207巷28號,1,306,三民一分局,,,
一般建築,雅園大樓,SF2426,港西里,高雄市三民區港西里中山一路325巷2號,1,351,三民一分局,,,
一般建築,,SF2415,安宜里,高雄市三民區安宜里漢口街215號,1,358,三民一分局,,,
一般建築,,SF2417,鳳北里,高雄市三民區鳳北里三德西街51號之1,1,375,三民一分局,,,
一般建築,奇異果商旅,SF2419,達仁里,高雄市三民區達仁里大連街88號,1,377,三民一分局,,,
一般建築,碧港良居商旅站前店,SF2506,達勇里,高雄市三民區達勇里安寧街437號,1,377,三民一分局,,,
一般建築,,SF2328,立業里,高雄市三民區立業里安寧街454號,2,379,三民一分局,,,
一般建築,,SF2394,安泰里,高雄市三民區安泰里天津街12之4號,1,396,三民一分局,,,
一般建築,樓,SF2326,精華里,高雄市三民區精華里九如二路583號,2,402,三民一分局,,,
一般建築,十全錄大廈,SF2390,民享里,高雄市三民區民享里十全二路2號,1,405,三民一分局,,,
一般建築,金石緣大樓,SF2386,德智里,高雄市三民區德智里九如二路138號,1,405,三民一分局,,,
一般建築,站前希爾頓,SF2337,博愛里,高雄市三民區博愛里建國二路192號,2,409,三民一分局,,,
一般建築,,SF2429,興德里,高雄市三民區興德里建國三路487號,2,424,三民一分局,,,
一般建築,隆成建國公寓,SF2378,博愛里,高雄市三民區博愛里建國二路100號,1,439,三民一分局,,,
一般建築,英雄世家,SF2388,興德里,高雄市三民區興德里建國三路297號,1,449,三民一分局,,,
一般建築,上京正居管理,SF2362,安宜里,高雄市三民區安宜里自立一路542之1號,1,452,三民一分局,,,
一般建築,城真大樓,SF2497,十全里,高雄市三民區十全里中華二路292號,3,470,三民一分局,,,
一般建築,自立龍邸,SF2430,興德里,高雄市三民區興德里自立一路305號,1,485,三民一分局,,,
一般建築,長谷榮冠大樓,SF2354,德智里,高雄市三民區德智里九如二路331號,1,531,三民一分局,,,
一般建築,都會風采大樓,SF2398,港東里,高雄市三民區港東里建國二路22號,2,536,三民一分局,,,
一般建築,愛河之心大樓,SF2471,達仁里,高雄市三民區達仁里大連街362號,1,536,三民一分局,,,
一般建築,龍誠后邑大樓,SF2422,民享里,高雄市三民區民享里十全二路135號,1,537,三民一分局,,,
一般建築,,SF2327,安生里,高雄市三民區安生里察哈爾一街13號,1,538,三民一分局,,,
一般建築,松江麗園,SF2406,安東里,高雄市三民區安東里萬全街121號,1,543,三民一分局,,,
一般建築,現代新象大廈,SF2349,興德里,高雄市三民區興德里建國三路407號,2,545,三民一分局,,,
一般建築,典藏家大樓管,SF2342,興德里,高雄市三民區興德里建國三路439號,1,556,三民一分局,,,
一般建築,博愛新境管理,SF2355,安和里,高雄市三民區安和里北安街83號,1,564,三民一分局,,,
一般建築,,SF2336,達德里,高雄市三民區達德里瀋陽街112號,1,605,三民一分局,,,
一般建築,,SF2485,千北里,高雄市三民區千北里建國三路252之1號,3,620,三民一分局,,,
一般建築,聖田住家哲學藝術館,SF2437,德北里,高雄市三民區德北里更新街120號,2,621,三民一分局,,,
一般建築,重慶新世家,SF2366,民享里,高雄市三民區民享里重慶街39號,1,627,三民一分局,,,
一般建築,堅順吉鄰大廈,SF2373,達勇里,高雄市三民區達勇里安寧街340號,1,634,三民一分局,,,
一般建築,,SF2339,民享里,高雄市三民區民享里熱河二街188號,1,637,三民一分局,,,
一般建築,,SF2414,十美里,高雄市三民區自立一路315號,1,"  655 ",三民一分局,,,
一般建築,北吉林華廈,SF2376,達德里,高雄市三民區達德里吉林街319號,1,701,三民一分局,,,
一般建築,四季旅建築大樓,SF2496,安邦里,高雄市三民區安邦里中華二路358號,1,747,三民一分局,,,
一般建築,巴黎皇苑大樓,SF2360,德智里,高雄市三民區德智里朝陽街31號,1,766,三民一分局,,,
一般建築,,SF2372,安泰里,高雄市三民區安泰里察哈爾二街132號,2,820,三民一分局,,,
一般建築,凱歌華廈,SF2333,博惠里,高雄市三民區博惠里凱歌路162號,1,822,三民一分局,,,
一般建築,綠綠花花大樓,SF2418,安和里,高雄市三民區安和里同盟一路397號,1,826,三民一分局,,,
一般建築,泛美公園名廈,SF2375,安東里,高雄市三民區安東里自由一路57號,1,832,三民一分局,,,
一般建築,站前銀座大樓,SF2401,長明里,高雄市三民區長明里長明街178之2號,2,852,三民一分局,,,
一般建築,,SF2452,民享里,高雄市三民區民享里十全二路128號,1,857,三民一分局,,,
一般建築,翰林十全大樓,SF2423,民享里,高雄市三民區民享里十全二路341號,1,891,三民一分局,,,
一般建築,東帝士站前金龍大廈,SF2396,港東里,高雄市三民區港東里南華路228號,2,905,三民一分局,,,
一般建築,,SF2358,安泰里,高雄市三民區安泰里察哈爾二街14號之1,2,907,三民一分局,,,
一般建築,聖田住家哲學藝術館大樓,SF2438,德北里,高雄市三民區德北里更新街119號,2,925,三民一分局,,,
一般建築,,SF2424,德西里,高雄市三民區德西里中華二路102巷8號,1,936,三民一分局,,,
一般建築,,SF2522,達明里,高雄市三民區達明里十全一路259號,6,968,三民一分局,,,
一般建築,三民大廈,SF2344,興德里,高雄市三民區興德里建國三路437號,2,1014,三民一分局,,,
一般建築,韻綠,SF2517,德西里,高雄市三民區德西里熱河三街52號,3,1068,三民一分局,,,
一般建築,,SF2520,安邦里,高雄市三民區安邦里重慶街199號,3,1097,三民一分局,,,
一般建築,,SF2352,安泰里,高雄市三民區安泰里天津街226號,1,1136,三民一分局,,,
一般建築,翡翠園,SF2392,民享里,高雄市三民區民享里重慶街349巷8號,1,1158,三民一分局,,,
政府機關,,SF2474,安和里,高雄市三民區安和里同盟一路367號,1,1167,三民一分局,,,
一般建築,中央健保局,SF2440,德智里,高雄市三民區德智里九如二路157號,3,1178,三民一分局,,,
一般建築,寬庭大廈,SF2466,博惠里,高雄市三民區博惠里凱歌路85之2號,1,1193,三民一分局,,,
一般建築,,SF2433,精華里,高雄市三民區精華里哈爾濱街290號,1,1241,三民一分局,,,
一般建築,高雄財經DC管理大樓,SF2335,德智里,高雄市三民區德智里九如二路255號B,3,1303,三民一分局,,,
一般建築,文化尚品大樓,SF2500,博惠里,高雄市三民區博惠里民族一路2巷90號,1,1315,三民一分局,,,
一般建築,,SF2445,安泰里,高雄市三民區安泰里同盟二路21之2號,1,1335,三民一分局,,,
一般建築,,SF2369,興德里,高雄市三民區興德里三民街78號,2,1351,三民一分局,,,
學校,高雄市三民區國民小學,SF2534,安邦里,高雄市三民區安邦里十全二路162號,1,1377,三民一分局,,,
一般建築,幸福川大樓,SF2480,建東里,高雄市三民區建東里繼光街1號,1,1384,三民一分局,,,
一般建築,御盟建國企業大樓,SF2483,港西里,高雄市三民區港西里建國三路113號,4,1392,三民一分局,,,
一般建築,百達儷景大樓,SF2487,十全里,高雄市三民區十全里中華二路212號,1,1406,三民一分局,,,
一般建築,富春大樓,SF2476,德智里,高雄市三民區德智里青島街16號,2,1428,三民一分局,,,
一般建築,,SF2498,安邦里,高雄市三民區安邦里同協路199號,1,1435,三民一分局,,,
一般建築,佑親大第大廈,SF2347,博惠里,高雄市三民區博惠里憲政路255號,1,1450,三民一分局,,,
學校,高雄市立高雄高級中學,SF2536,建東里,高雄市三民區建東里建國三路50號,1,1468,三民一分局,,,
一般建築,合江大樓,SF2470,安東里,高雄市三民區安東里合江街107號,2,1476,三民一分局,,,
一般建築,合江大樓,SF2469,安東里,高雄市三民區安東里合江街109號,1,1476,三民一分局,,,
一般建築,艾森豪投資廣場大樓,SF2330,精華里,高雄市三民區精華里九如二路599號,1,1483,三民一分局,,,
電影院,美奇萊廣場,SF2407,德智里,高雄市三民區德智里十全一路161號,1,1649,三民一分局,,,
一般建築,臺灣基督長老教會高雄宣教中心,SF2477,同德里,高雄市三民區同德里山東街142號,2,1661,三民一分局,,,
一般建築,,SF2382,達仁里,高雄市三民區達仁里大連街282號,1,1710,三民一分局,,,
一般建築,,SF2511,安東里,高雄市三民區安東里萬全街1號,1,1737,三民一分局,,,
一般建築,,SF2516,安邦里,高雄市三民區安邦里康平街268號,1,1836,三民一分局,,,
一般建築,新樓中樓大樓,SF2447,建東里,高雄市三民區建東里南台路195巷15之1號,3,1843,三民一分局,,,
一般建築,羅孚第大廈,SF2387,德西里,高雄市三民區德西里中華二路355號,2,1881,三民一分局,,,
一般建築,德勒斯登大廈,SF2482,達明里,高雄市三民區達明里博愛一路396號,5,1920,三民一分局,,,
一般建築,,SF2460,安東里,高雄市三民區安東里自由一路100號,2,1934,三民一分局,,,
政府機關,高雄市三民區行政中心,SF2533,安邦里,高雄市三民區安邦里哈爾濱街215號,1,1965,三民一分局,,,
一般建築,新站37,SF2518,興德里,高雄市三民區興德里三民街66號,4,2005,三民一分局,,,
一般建築,,SF2436,安宜里,高雄市三民區安宜里興安街85號,1,2146,三民一分局,,,
一般建築,京緻大樓,SF2475,德智里,高雄市三民區德智里青島街26號,2,2169,三民一分局,,,
一般建築,站前大樓,SF2456,港西里,高雄市三民區港西里建國三路2之2號,1,2178,三民一分局,,,
一般建築,南和興產同盟大廈,SF2464,安和里,高雄市三民區安和里同盟一路365號,2,2225,三民一分局,,,
一般建築,晶悅河畔大廈,SF2462,裕民里,高雄市三民區裕民里同盟三路246巷31號,2,2278,三民一分局,,,
一般建築,高雄醫學大學,SF2425,德智里,高雄市三民區德智里十全一路100號,1,2291,三民一分局,,,
一般建築,太普君臨大廈,SF2494,港西里,高雄市三民區港西里六合路20號,1,2293,三民一分局,,,
一般建築,建國大樓,SF2367,博惠里,高雄市三民區博惠里建國一路458號,1,2347,三民一分局,,,
一般建築,,SF2411,立德里,高雄市三民區立德里市中一路385號之1,1,2369,三民一分局,,,
一般建築,,SF2410,興德里,高雄市三民區興德里建國三路6號,3,2656,三民一分局,,,
一般建築,,SF2519,德西里,高雄市三民區德西里遼北街209號,3,2882,三民一分局,,,
學校體育館,高雄中學體育館,SF2535,建東里,高雄市三民區建東里建國三路50號,1,2890,三民一分局,,,
一般建築,恆上沐悅大樓,SF2508,建東里,高雄市三民區建東里河北二路228號,1.2.3,3123,三民一分局,,,
一般建築,,SF2465,千北里,高雄市三民區中和街185號,1,"  3,310 ",三民一分局,,,
一般建築,威尼斯大廈管,SF2380,裕民里,高雄市三民區裕民里同盟三路278號,1,3340,三民一分局,,,
學校,高雄市立三民國民中學,SF2537,安東里,高雄市三民區安東里十全一路200號,1,3581,三民一分局,,,
一般建築,上銘蒔尚,SF2524,德西里,高雄市三民區德西里遼寧三街39號,1.2.3,3692,三民一分局,,,
一般建築,三民華廈,SF2453,安泰里,高雄市三民區安泰里同盟二路61號,1,3770,三民一分局,,,
一般建築,甲六園淳白,SF2528,安東里,高雄市三民區安東里大連街385號,1.2.3,4265,三民一分局,,,
一般建築,棋琴18重奏,SF2502,安邦里,高雄市三民區民享里十全二路318之2號,1.2.3.4,4467,三民一分局,,,
一般建築,,SF2525,德西里,高雄市三民區德西里德旺街103號,1.2.3,4885,三民一分局,,,
一般建築,山集團,SF2448,興德里,高雄市三民區興德里自立一路71號,2,4923,三民一分局,,,
一般建築,星帝標,SF2523,鳳南里,高雄市三民區鳳南里建國三路383號,5,"  5,579 ",三民一分局,,,
一般建築,梵塞荷大樓,SF2449,興德里,高雄市三民區興德里三民街1號,2,5601,三民一分局,,,
一般建築,世紀星鑽大廈,SF2320,建東里,高雄市三民區建東里河北二路100號,2.3,5723,三民一分局,,,
一般建築,高雄站前社區,SF2515,興德里,高雄市三民區興德里建國三路241號,1.2.3.4,5777,三民一分局,,,
一般建築,太普明日站,SF2531,德北里,高雄市三民區德北里通化街3號,1.2.3.4,5789,三民一分局,,,
一般建築,華友聯INH大樓,SF2521,安東里,高雄市三民區安東里北平一街56號,3,5905,三民一分局,,,
一般建築,美樹大悅,SF2529,德西里,高雄市三民區德西里十全三路2號,3,7268,三民一分局,,,
一般建築,太普明日匯,SF2532,德北里,高雄市三民區德北里康平街3號,1.2,9210,三民一分局,,,
一般建築,帝景苑,SF2488,興德里,高雄市三民區興德里建國三路335號,1.2.3.4.5.6,11136,三民一分局,,,
一般建築,上美術,SF2530,德西里,高雄市三民區德西里十全三路58號,1.2,11166,三民一分局,,,
一般建築,文化師苑,LY4086,同慶里,高雄市苓雅區同慶里和平一路138號,2,7350,苓雅分局,,,
一般建築,品學之道,LY4122,林貴里,高雄市苓雅區林貴里英祥街46號,1,7443,苓雅分局,,,
一般建築,文化首馥大樓,LY4202,林富里,高雄市苓雅區林富里光華一路209號,1,7818,苓雅分局,,,
一般建築,文學大道,LY4102,林貴里,高雄市苓雅區林貴里英祥街42號,1,7929,苓雅分局,,,
一般建築,仰哲,,博仁里,高雄市苓雅區博仁里五福三路117號,1.2.3,8183,苓雅分局,,,
商場,高雄大遠百,LY4071,意誠里,高雄市苓雅區意誠里三多四路21號,5,9082,苓雅分局,,,
一般建築,逸文苑,LY4215,安祥里,高雄市苓雅區安祥里和平一路302號,6,9725,苓雅分局,,,
一般建築,寬境,LY4171,五權里,高雄市苓雅區五權里河北路235號,1.2.3.4,10676,苓雅分局,,,
一般建築,,LY4019,意誠里,高雄市苓雅區意誠里新光路48號,1,11032,苓雅分局,,,
一般建築,新都廳大樓,LY4199,晴朗里,高雄市苓雅區晴朗里青年一路115之1號,1,14130,苓雅分局,,,
一般建築,85大樓,LY4058,意誠里,高雄市苓雅區意誠里自強三路7號B之48,5,15459,苓雅分局,,,
一般建築,都廳苑大樓,LY4131,普照里,高雄市苓雅區普照里民權一路63號,3,15551,苓雅分局,,,
一般建築,新都廳Ⅱ大樓,LY4210,晴朗里,高雄市苓雅區晴朗里永裕街42號,4,16060,苓雅分局,,,
一般建築,,LY4033,奏捷里,高雄市苓雅區奏捷里凱旋二路130號,3,16353,苓雅分局,,,
政府機關,高雄市政府四維行政中心,LY3836,晴朗里,高雄市苓雅區晴朗里四維三路2號,1,22494,苓雅分局,,,
一般建築,褔懋真湛湛美館,QJ0715,長生里,高雄市前金區長生里光復二街17號,1.2.3,3773,新興分局,,,
一般建築,國泰O2,QJ0714,復元里,高雄市前金區復元里民生二路88號,1.2.3.4.5.6,11890,新興分局,,,
一般建築,棋琴文雄苑,QJ0716,社西里,高雄市前金區社西里市中一路100號,1.2.3,5453,新興分局,,,
一般建築,匯安城馨,QJ0717,草江里,高雄市前金區草江里七賢二路193-10號,1.2.3.4,1973,新興分局,,,
一般建築,愛上海樂,XX1534,永寧里,高雄市新興區永寧里復興二路215號,1.2.3.4,3010,新興分局,,,
一般建築,玉鎮玉林大樓,LY4240,林靖里,高雄市苓雅區林靖里福德三路159號,1.2.3,3427,苓雅分局,,,
一般建築,頂誠藏裕,LY4241,福祥里,高雄市苓雅區福祥里明德街129號,1.2.3,5040,苓雅分局,,,
一般建築,仰德森,LY4242,安祥里,高雄市苓雅區安祥里中正二路36號,1.2.3,1681,苓雅分局,,,
一般建築,三多WIN,LY4243,福東里,高雄市苓雅區福東里三多一路68號,1.2.3,1192,苓雅分局,,,
一般建築,台鳳帝門,LY4244,田西里,高雄市苓雅區田西里成功一路226號,1.2,493,苓雅分局,,,
一般建築,棋琴文化苑,SF2539,安和里,高雄市三民區北安街96號,1.2.3,5232,三民一分局,,,
一般建築,愛河之心-紀凡希,SF2538,安東里,高雄市三民區大連街336號,1.2,2866,三民一分局,,,
一般建築,,SF2540,德仁里,高雄市三民區自由一路189號,1.2.3,9254,三民一分局,,,
一般建築,郡都FOCUS,SF2541,鳳南里,高雄市三民區建國三路411號,1.2.3,908,三民一分局,,,
一般建築,,SF2542,安邦里,高雄市三民察哈爾二街39號,1.2,4103,三民一分局,,,
一般建築,城韻,QJ0718,青山里,高雄市前金區青山里新盛二街89號,1.2.3,2028,新興分局,,,
