類別,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
涵悅,四維里,基隆市安樂區安和二街38號,"25.1302361,121.7213034",B01,91,第四分局,
涵悅,四維里,基隆市安樂區安和二街46號,"25.1302997,121.7215841",B01,139,第四分局,
涵悅,四維里,基隆市安樂區安和二街40號,"25.1300837,121.721308",B01,174,第四分局,
涵悅,四維里,基隆市安樂區安和二街30號,"25.1300189,121.7209959",B01B02,352,第四分局,
涵悅,四維里,基隆市安樂區安和二街56之1號,"25.1301063,121.7222922",B01,112,第四分局,
公寓,外寮里,基隆市安樂區基金一路131之10號,"25.1402153,121.7119083",B01,61,第四分局,
公寓,外寮里,基隆市安樂區基金一路131之1號,"25.1403277,121.7116936",B01,55,第四分局,
公寓,外寮里,基隆市安樂區基金一路131之17號,"25.1401105,121.7121707",B01,752,第四分局,
東方巴黎,外寮里,基隆市安樂區基金一路110之72號,"25.1403462,121.7140255",B01,640,第四分局,
萊茵大地,外寮里,基隆市安樂區基金一路129巷1號之6,"25.1396897,121.7124816",B01,279,第四分局,
台北大國,外寮里,基隆市安樂區武嶺街309號,"25.1377052,121.7079234",B01,3544,第四分局,
台北大國吉祥區,外寮里,基隆市安樂區武嶺街303號,"25.1378214,121.708043",B01,3509,第四分局,
台北大國如意區,外寮里,基隆市安樂區武嶺街219號,"25.1379349,121.7069011",B01,1712,第四分局,
台北大國富貴區,外寮里,基隆市安樂區武嶺街89號,"25.1401658, 121.7106911",B01,1176,第四分局,
台北青年,外寮里,基隆市安樂區基金一路112巷15號,"25.1408004,121.7142805",B01,1562,第四分局,
武崙國小行政辦公室,外寮里,基隆市安樂區武嶺街315號,"25.1385511,121.7068283",B01,311,第四分局,
武崙國小前棟,外寮里,基隆市安樂區武嶺街315號,"25.1389231,121.7064718",B01,2400,第四分局,
公寓,民治里,基隆市中山區中山一路291巷15號,"25.1363487,121.7405373",B01,114,第四分局,
民治里活動中心,民治里,基隆市中山區中山一路219之1號,"25.1344606,121.7395534",B01,19,第四分局,
公寓,民治里,基隆市中山區中山一路241巷6號,"25.1354022,121.7395504",B01,247,第四分局,
公寓,永康里,基隆市安樂區崇德路19號,"25.1309879,121.731196",B01,113,第四分局,
公寓,永康里,基隆市安樂區崇德路79之10號,"25.1303625,121.7334007",B01,111,第四分局,
公寓,永康里,基隆市安樂區崇德路73號,"25.1306331,121.733066",B01,343,第四分局,
公寓,安平里,基隆市中山區安一路2號,"25.1314815,121.7375319",B01,147,第四分局,
公寓,安民里,基隆市中山區新民路28巷1號,"25.1309185,121.7362448",B01,17,第四分局,
公寓,安民里,基隆市中山區安一路84號,"25.1315676,121.7359106",B01,14,第四分局,
公寓,安民里,基隆市中山區新民路27號,"25.130685,121.7362754",B01,34,第四分局,
公寓,安民里,基隆市中山區安一路81號,"25.1315216,121.7358178",B01,66,第四分局,
公寓,安民里,基隆市中山區安一路99號,"25.1316243,121.7353241",B01,77,第四分局,
公寓,安民里,基隆市中山區安一路55之4號,"25.131438,121.7363611",B01,19,第四分局,
公寓,安民里,基隆市中山區中山一路49號,"25.1310082,121.7373448",B01,19,第四分局,
公寓,安民里,基隆市中山區安一路38號,"25.1315594,121.736789",B01,26,第四分局,
公寓,安民里,基隆市中山區安一路101號,"25.1316164,121.7352287",B01,131,第四分局,
公寓,安民里,基隆市中山區安一路105之1號,"25.1316643,121.7351754",B02,89,第四分局,
公寓,安民里,基隆市中山區安一路107號,"25.1315733,121.7350517",B01,169,第四分局,
安樂國小-幼兒院,安和里,基隆市安樂區安一路177巷23號,"25.1321123,121.7313667",B01,611,第四分局,
公寓,安和里,基隆市安樂區安一路157號,"25.1321126,121.7334923",B02,127,第四分局,
安樂國小-活動中心,安和里,基隆市安樂區安一路177巷23號,"25.1319144,121.7304706",B01,377,第四分局,
公寓,安和里,基隆市安樂區安一路183號,"25.1323794,121.7324208",B01B02,132,第四分局,
安樂國小-行政大樓,安和里,基隆市安樂區安一路177巷23號,"25.1316922,121.7306905",B01,883,第四分局,
安樂國小-教學樓,安和里,基隆市安樂區安一路177巷23號,"25.1318422,121.7306536",B01,203,第四分局,
公寓,西川里,基隆市安樂區新西街26號,"25.1382094,121.7298207",B01,220,第四分局,
西定國小-活動中心,西川里,基隆市安樂區新西街1號,"25.1368013,121.7317474",B01,392,第四分局,
西定國小-教學樓,西川里,基隆市安樂區新西街1號,"25.1367515,121.7314385",B01,428,第四分局,
西定市場,西定里,基隆市中山區西定路230號,"25.1374339,121.732075",B01,585,第四分局,
公寓,西康里,基隆市中山區復興路29之1號,"25.1418405,121.7266741",B01,35,第四分局,
公寓,西康里,基隆市中山區復興路36號,"25.1417776,121.7268434",B01,22,第四分局,
公寓,西康里,基隆市中山區復興路12號,"25.1410491,121.7275048",B01,45,第四分局,
公寓,西康里,基隆市中山區西定路423巷9號,"25.1398258,121.7284611",B01,104,第四分局,
公寓,西康里,基隆市中山區西定路423巷12號,"25.1398703,121.7283739",B01,93,第四分局,
公寓,西康里,基隆市中山區復興路32號,"25.1415635,121.7269836",B01,258,第四分局,
聖心國小教堂,西華里,基隆市中山區西定路166號,"25.1349887,121.7340798",B01,127,第四分局,
安樂教會,西華里,基隆市中山區西定路130號,"25.1344506,121.7347352",B01,116,第四分局,
聖心國小體育場,西華里,基隆市中山區西定路166號,"25.1352031,121.7340773",B01,1676,第四分局,
公寓,西榮里,基隆市中山區西定路46號,"25.1325928,121.7354014",B01,44,第四分局,
公寓,西榮里,基隆市中山區西定路43號,"25.1327903,121.7352127",B01,18,第四分局,
松竹梅,壯觀里,基隆市安樂區樂利二街62巷25號,"25.1210021,121.7143471",B01,1408,第四分局,
慈仁動物醫院,壯觀里,基隆市安樂區樂利二街62巷1號,"25.1202564,121.7154341",B01,1227,第四分局,
八德,壯觀里,基隆市安樂區樂利二街62巷57號,"25.1214649,121.7140211",B01B02,3722,第四分局,
靜園,壯觀里,基隆市安樂區樂利二街62巷40號,"25.1225536,121.7149179",B01B02B03,5931,第四分局,
九如,壯觀里,基隆市安樂區樂利二街62巷214號,"25.1212144,121.7171634",B01B02B03B04,11238,第四分局,
願景,壯觀里,基隆市安樂區樂利二街62巷273號,"25.1213296,121.7156027",B01B02B03B04B05,3499,第四分局,
爵士堡-前棟,壯觀里,基隆市安樂區樂利二街62巷52之1號,"25.1222233,121.7139273",B01,240,第四分局,
爵士堡-後棟,壯觀里,基隆市安樂區樂利二街62巷54之1號,"25.1224676,121.7138578",B01,271,第四分局,
莫內花園,壯觀里,基隆市安樂區樂利二街62巷367號,"25.1221977,121.7174262",B01,1510,第四分局,
維也納,壯觀里,基隆市安樂區樂利二街62巷623號,"25.1214676,121.7178446",B01,1251,第四分局,
御花園,壯觀里,基隆市安樂區樂利二街62巷536號,"25.1227771,121.7158755",B01B02,3384,第四分局,
竹城北海道,壯觀里,基隆市安樂區樂利二街62巷138號,"25.1219373,121.7153595",B01B02B03B04,1304,第四分局,
港務局水手房,和平里,基隆市中山區中山三路47號,"25.140542,121.7446085",B01,71,第四分局,
台電公司宿舍,和平里,基隆市中山區中山三路103巷2號,"25.1421938,121.7460231",B01,87,第四分局,
公寓,定邦里,基隆市安樂區安一路100巷285號,"25.1329424,121.7330897",B01,57,第四分局,
公寓,定邦里,基隆市安樂區安一路100巷188號,"25.1331288,121.7332696",B01,181,第四分局,
公寓,定邦里,基隆市安樂區安一路144號,"25.1322627,121.733526",B01,139,第四分局,
公寓,定國里,基隆市安樂區定國街11巷66號,"25.1338031,121.7325507",B01,585,第四分局,
公寓,定國里,基隆市安樂區定國街83巷18號,"25.1349128,121.7326361",B01,120,第四分局,
公寓,定國里,基隆市安樂區定國街11巷52號,"25.1333643,121.7328543",B01B02,850,第四分局,
居仁里民會堂,居仁里,基隆市中山區通仁街30巷5號,"25.146132,121.7376407",B01,111,第四分局,
中山國小行政大樓,居仁里,基隆市中山區通仁街28號,"25.1462094,121.7361717",B01,266,第四分局,
孔雀開屏,武崙里,基隆市安樂區基金一路200之1號,"25.1416885,121.7102574",B01,54,第四分局,
陽光綠大地,武崙里,基隆市安樂區基金一路135巷20號,"25.1418105,121.7089263",B01,3669,第四分局,
陽光故鄉,武崙里,基隆市安樂區基金一路135巷21弄1號,"25.1402353,121.7092814",B01,8653,第四分局,
孔雀開屏,武崙里,基隆市安樂區基金一路190號,"25.1413263,121.7105583",B01,1877,第四分局,
楓林小橋1期,武崙里,基隆市安樂區基金一路135巷5弄28號,"25.1407434,121.7097481",B01,3113,第四分局,
楓林小橋2期,武崙里,基隆市安樂區基金一路135巷73號,"25.1397984,121.7085674",B01,3417,第四分局,
皇地社區,武崙里,基隆市安樂區基金一路116號,"25.1402346,121.7126373",B01,1479,第四分局,
上堤花園,武崙里,基隆市安樂區基金一路160之2號,"25.1412255,121.7128292",B01,3549,第四分局,
武崙國中行政大樓,武崙里,基隆市安樂區武崙街205號,"25.137607,121.7058011",B01,468,第四分局,
武崙國中教學大樓,武崙里,基隆市安樂區武崙街205號,"25.1377454,121.7061203",B01,1149,第四分局,
商業樓,武崙里,基隆市安樂區基金一路206號,"25.1420635,121.7099834",B01,689,第四分局,
"翰林小城 ",武崙里,基隆市安樂區武崙街145號,"25.1409077,121.7070232",B01,2931,第四分局,
金閣,長樂里,基隆市安樂區樂利三街22號,"25.129654,121.7178207",B01B02B03B04,1044,第四分局,
大衛營,長樂里,基隆市安樂區樂利三街2巷1號,"25.1287206,121.7197524",B01B02B03B04,2873,第四分局,
龍騰大地,長樂里,基隆市安樂區樂利三街4號,"25.1293753,121.7186645",B01B02B03B04B05B06,4064,第四分局,
天嬌,長樂里,基隆市安樂區樂利三街83號,"25.1285553,121.7159185",B01B02,3495,第四分局,
公寓,健民里,基隆市中山區健民街14巷11弄6之1號,"25.1433691,121.7372361",B01,122,第四分局,
公寓,健民里,基隆市中山區健民街14巷12之1號,"25.1426281,121.737711",B01,64,第四分局,
公寓,健民里,基隆市中山區健民街14巷10號,"25.1424781,121.7377456",B01,35,第四分局,
公寓,健民里,基隆市中山區健民街3號," 25.1424705, 121.7374173",B01,232,第四分局,
海吉市社區,通化里,基隆市中山區中華路28號,"25.1465331,121.7388348",B03,737,第四分局,
公寓,通明里,基隆市中山區中華路101號,"25.147788,121.7379779",B01,86,第四分局,
公寓,慈仁里,基隆市安樂區安一路176巷20號,"25.1333127,121.7321339",B01,183,第四分局,
公寓,新西里,基隆市安樂區新西街89巷49之2號,"25.1399958,121.7260973",B01,98,第四分局,
公寓,新西里,基隆市安樂區新西街207巷72之1號,"25.1414497,121.7241385",B01,109,第四分局,
公寓,新西里,基隆市安樂區新西街207巷66號,"25.1416291,121.7241473",B01,78,第四分局,
一品園,新西里,基隆市安樂區新西街106號,"25.1396494,121.7272227",B01,250,第四分局,
世通成功大廈,新建里,基隆市中山區成功二路47號,"25.1297527,121.7362947",B01,251,第四分局,
佳慶成品,新建里,基隆市中山區成功二路61號,"25.1298771,121.7360632",B01,267,第四分局,
國華之寶,新崙里,基隆市安樂區基金一路210巷1弄4號,"25.1424194,121.7100474",B01,248,第四分局,
大武崙家園社區,新崙里,基隆市安樂區基金一路361之1號,"25.141661,121.7045201",B01,880,第四分局,
北京華廈大樓,新崙里,基隆市安樂區基金一路214之15號,"25.1422215,121.7086021",B01,1578,第四分局,
國華之寶,新崙里,基隆市安樂區基金一路210巷1弄3號,"25.1423749,121.7100327",B01,737,第四分局,
國華之寶,新崙里,基隆市安樂區基金一路210巷1弄2號,"25.1423288,121.710002",B01,119,第四分局,
國華之寶,新崙里,基隆市安樂區基金一路210巷1弄14號,"25.1429173,121.7099666",B01,132,第四分局,
國華之寶,新崙里,基隆市安樂區基金一路210巷1弄12之1號,"25.1428564,121.7099687",B01,166,第四分局,
國華之寶,新崙里,基隆市安樂區基金一路210巷1弄18號,"25.1430724,121.7099589",B01,104,第四分局,
公寓,新崙里,基隆市安樂區基金一路210巷29號,"25.1440634,121.7095194",B01,134,第四分局,
康荷賞社區,新崙里,基隆市安樂區基金一路208巷122號,"25.1459498,121.7079489",B01,599,第四分局,
公寓,嘉仁里,基隆市安樂區崇德路232號,"25.1265367,121.7312727",B01,115,第四分局,
公寓,嘉仁里,基隆市安樂區崇德路176之1號,"25.1280545,121.7317859",B01,121,第四分局,
公寓,嘉仁里,基隆市安樂區崇德路212之11號,"25.1268388,121.7310927",B01,129,第四分局,
公寓,嘉仁里,基隆市安樂區安樂路一段123號,"25.1284985,121.7332199",B01,98,第四分局,
公寓,嘉仁里,基隆市安樂區安樂路一段145之1號,"25.1280059,121.7328659",B01,140,第四分局,
公寓,嘉仁里,基隆市安樂區樂一路140號,"25.1278124,121.7323415",B01,127,第四分局,
碧嵐旺得富,嘉仁里,基隆市安樂區安樂路一段150號,"25.1289167,121.733568",B01B02B03B04,2730,第四分局,
公寓,德安里,基隆市中山區德安路2之2號,"25.1491664,121.7256754",B01,923,第四分局,
公寓,德安里,基隆市中山區復興路329號,"25.1504149,121.7277313",B01B02,226,第四分局,
德育護理健康學院志平樓,德安里,基隆市中山區復興路315號,"25.1505685,121.7271881",B01,975,第四分局,
橙品富達社區,德安里,基隆市中山區復興路403號,"25.1519594,121.7286168",B01,526,第四分局,
自立幼兒園,德和里,基隆市中山區復興路212巷19弄2之3號,"25.1482643,121.7275615",B01,396,第四分局,
公寓,德和里,基隆市中山區復興路230巷22弄8號,"25.1477923,121.7266646",B01,127,第四分局,
公寓,德和里,基隆市中山區復興路230巷24弄2號,"25.1478913,121.7265566",B01,127,第四分局,
公寓,德和里,基隆市中山區復興路230巷24弄1號,"25.1480827,121.7266185",B01,127,第四分局,
公寓,德和里,基隆市中山區復興路230巷22弄1號,"25.1477846,121.726522",B01,127,第四分局,
公寓,德和里,基隆市中山區復興路212巷5弄1號,"25.1466731,121.7266613",B01,132,第四分局,
公寓,德和里,基隆市中山區復興路230巷26弄2號,"25.1482643,121.7266897",B01,127,第四分局,
德育護理健康學院經國樓,德和里,基隆市中山區復興路336號,"25.1500742,121.729086",B01,750,第四分局,
德育護理健康學院經國樓,德和里,基隆市中山區復興路336號,"25.1499965,121.7286354",B01,695,第四分局,
德育護理健康學院經國樓,德和里,基隆市中山區復興路336號,"25.1500995,121.7280715",B01,1216,第四分局,
米蘭皇家社區A、B棟,德和里,基隆市中山區復興路334巷8號,"25.1495874,121.7274593",B01,1214,第四分局,
米蘭皇家社區C棟,德和里,基隆市中山區復興路334巷11號,"25.1495321,121.728038",B01,1203,第四分局,
德育護理健康學院大明樓,德和里,基隆市中山區復興路313號,"25.1503191,121.7269865",B01,731,第四分局,
夢悅城社區BCD棟,德和里,基隆市中山區復興路221號,"25.1472008,121.7255362",B03B04B05,3811,第四分局,
夢悅城社區A-H棟,德和里,基隆市中山區復興路209號至217號,"25.1472581,121.725524",B01B03,6773,第四分局,
夢悅城社區A-G棟,德和里,基隆市中山區復興路245號,"25.1492137,121.7250556",B01B03,6140,第四分局,
公寓,樂一里,基隆市安樂區樂一路65號,"25.1309161,121.7343425",B01,837,第四分局,
公寓,樂一里,基隆市安樂區樂一路101號,"25.1284424,121.7325601",B01,124,第四分局,
公寓,樂一里,基隆市安樂區樂一路87號,"25.1293036,121.7336291",B01,116,第四分局,
新光新海灣,樂一里,基隆市安樂區安樂路一段1號,"25.1291761,121.7349212",B02,1133,第四分局,
凱悅名宮二期,興寮里,基隆市安樂區基金一路108之7號,"25.139694,121.7161339",B01,1796,第四分局,
公寓,興寮里,基隆市安樂區基金一路110之24號,"25.1401321,121.7146174",B01,382,第四分局,
凱悅名宮一期,興寮里,基隆市安樂區基金一路108之16號,"25.1398551,121.7159032",B01,737,第四分局,
青人社區,興寮里,基隆市安樂區基金一路113之1號,"25.1386467,121.7181154",B01,250,第四分局,
皇家翡翠,興寮里,基隆市安樂區麥金路787之2號,"25.134754,121.7206844",B01,1482,第四分局,
大宇社區,興寮里,基隆市安樂區麥金路715巷8號,"25.1351043,121.7190712",B01,245,第四分局,
國揚大地,興寮里,基隆市安樂區基金一路121巷14之9號,"25.1380583,121.7175948",B01,2684,第四分局,
龍邸中國,興寮里,基隆市安樂區基金一路112巷110弄12之7號,"25.1402705,121.7149151",B01,744,第四分局,
龍邸中國,興寮里,基隆市安樂區基金一路112巷110弄15之11號,"25.1407741,121.7151946",B01,2004,第四分局,
龍邸中國,興寮里,基隆市安樂區基金一路112巷110弄14之3號,"25.1404496,121.7150285",B01,951,第四分局,
龍邸中國,興寮里,基隆市安樂區基金一路112巷110弄19之2號,"25.1420509,121.7159405",B01,1685,第四分局,
同心圓社區,興寮里,基隆市安樂區基金一路129巷26號,"25.1387083,121.7155022",B01,1588,第四分局,
同心匯社區,興寮里,基隆市安樂區基金一路129巷15號,"25.1394836,121.712392",B01,166,第四分局,
橘郡,鶯安里,基隆市安樂區麥金路161號,"25.1211984,121.7216256",B01B02B03B04,10366,第四分局,
果菜市場,鶯安里,基隆市安樂區麥金路127巷8之1號,"25.1203664,121.7212203",B01,2369,第四分局,
公寓,鶯安里,基隆市安樂區麥金路127巷135號,"25.1184619,121.7187768",B01,257,第四分局,
城上城,鶯安里,基隆市安樂區麥金路297號,"25.1233623,121.7215256",B01B02B03B04B05B06B07,13258,第四分局,
國宅,鶯歌里,基隆市安樂區安樂路二段181之5號,"25.1208279,121.7238901",B01,2869,第四分局,
公寓,鶯歌里,基隆市安樂區麥金路240號,"25.1228407,121.7218012",B01,185,第四分局,
富景天下,鶯歌里,基隆市安樂區麥金路34號,"25.1163157,121.7265523",B01B02,4980,第四分局,
稅務大樓,鶯歌里,基隆市安樂區安樂路二段162號,"25.1210373,121.7233415",B01B02,983,第四分局,
公寓,鶯歌里,基隆市安樂區麥金路160號,"25.1189479,121.7237755",B01,185,第四分局,
轟動天下,鶯歌里,基隆市安樂區麥金路82號,"25.1170171,121.7261825",B01B02,1342,第四分局,
"匯豐汽車 ",鶯歌里,基隆市安樂區麥金路146號,"25.1189729,121.7245415",B01,31,第四分局,
親親幼兒園,鶯歌里,基隆市安樂區麥金路236號,"25.1225235,121.7218436",B01B02,373,第四分局,
勤家璞真社區,武崙里,基隆市安樂區武崙街1號,"25.1412887, 121.7071826",B01,652,第四分局,
長庚醫院,新崙里,基隆市安樂區基金一路208巷188號,"25.1482272,121.7071067",B01,1526,第四分局,
長庚醫院,新崙里,基隆市安樂區基金一路208巷182號,"25.1477319,121.7075788",B01,1538,第四分局,
長庚醫院,新崙里,基隆市安樂區基金一路208巷184號,"25.1478679,121.7073857",B01,1683,第四分局,
長庚醫院,新崙里,基隆市安樂區基金一路208巷200號,"25.148907,121.7076539",B01,5271,第四分局,
長庚醫院,新崙里,基隆市安樂區基金一路208巷200號,"25.1487419,121.7076432",B02,968,第四分局,
暘基醫院,興寮里,基隆市安樂區基金一路129巷8號,"25.1392328,121.7149765",B01,391,第四分局,
長庚醫院,鶯歌里,基隆市安樂區麥金路222號,"25.1212792,121.721989",B01,4344,第四分局,
