電腦編號,鄉鎮市區,村里別,地址,經度,緯度,避難樓層,可容納人數,轄管分局
XX0231,新興區,中東里,高雄市新興區復興一路72號,"120.308504 ","22.632926 ",B1,306.0,新興分局
XX0237,新興區,順昌里,高雄市新興區七賢一路73號,"120.315108 ","22.633451 ",B1,348.0,新興分局
XX0238,新興區,永寧里,高雄市新興區五福二路146號,"120.306670 ","22.625214 ",B1,637.0,新興分局
XX0242,新興區,文昌里,高雄市新興區中正二路218號,"120.315423 ","22.630769 ",B1,599.0,新興分局
XX0243,新興區,文昌里,高雄市新興區和平一路215之4號,"120.317179 ","22.631354 ",B1,660.0,新興分局
XX0244,新興區,德生里,高雄市新興區五福二路14號,"120.310255 ","22.626377 ",B1,186.0,新興分局
XX0257,新興區,振成里,高雄市新興區文化路53號,"120.304696 ","22.623327 ",B1,566.0,新興分局
QJ0113,前金區,長城里,高雄市前金區新盛一街12號,"120.296644 ","22.630345 ",B1,290.0,新興分局
QJ0114,前金區,新生里,高雄市前金區七賢二路394號,"120.288664 ","22.631015 ",B1,741.0,新興分局
QJ0115,前金區,文東里,高雄市前金區中山二路575號,"120.301012 ","22.621993 ",B1,1290.0,新興分局
QJ0135,前金區,榮復里,高雄市前金區成功一路286號,"120.295593 ","22.620244 ",B1,353.0,新興分局
XX0288,新興區,東坡里,高雄市新興區林森一路163號,"120.304424 ","22.630139 ",B1,1444.0,新興分局
QJ0142,前金區,後金里,高雄市前金區六合二路279號,"120.290974 ","22.629200 ",B1,1330.0,新興分局
XX0294,新興區,南港里,高雄市新興區忠孝一路437巷18號,"120.305819 ","22.635460 ",B1,208.0,新興分局
QJ0144,前金區,復元里,高雄市前金區民生二路58號,"120.297907 ","22.626467 ",B1,1366.0,新興分局
QJ0145,前金區,新生里,高雄市前金區新生里河南二路196之1號,"120.287104 ","22.632081 ",B1,957.0,新興分局
QJ0146,前金區,文西里,高雄市前金區五福三路61號,"120.297067 ","22.621452 ",B2,1618.0,新興分局
XX0302,新興區,文昌里,高雄市新興區六合路67號,"120.317117 ","22.631770 ",B1,1074.0,新興分局
XX0312,新興區,成功里,高雄市新興區仁愛一街137號,"120.307191 ","22.631421 ",B1,295.0,新興分局
XX0323,新興區,光耀里,高雄市新興區黃海街36號,"120.312558 ","22.629619 ",B1,815.0,新興分局
XX0325,新興區,玉衡里,高雄市新興區中山一路12號,"120.301633 ","22.625798 ",B1,435.0,新興分局
XX0328,新興區,光耀里,高雄市新興區中正三路5號,"120.311047 ","22.630434 ",B1,1248.0,新興分局
XX0330,新興區,永寧里,高雄市新興區五福二路172號,"120.305986 ","22.624986 ",B1,221.0,新興分局
XX0335,新興區,德望里,高雄市新興區復橫一路156之1號,"120.308421 ","22.629480 ",B1,1127.0,新興分局
XX0336,新興區,德望里,高雄市新興區復興一路22號,"120.308164 ","22.629138 ",B1,984.0,新興分局
XX0343,新興區,明莊里,高雄市新興區中正四路72號,"120.299266 ","22.630744 ",B1,166.0,新興分局
XX0349,新興區,南港里,高雄市新興區仁愛一街291巷8號,"120.307231 ","22.634708 ",B1,1661.0,新興分局
XX0354,新興區,仁聲里,高雄市新興區復興一路49號,"120.307875 ","22.629916 ",B1,788.0,新興分局
XX0355,新興區,德望里,高雄市新興區復興一路42號,"120.308392 ","22.630026 ",B1,643.0,新興分局
QJ0170,新興區,三川里,高雄市前金區七賢二路118號,"120.297674 ","22.634032 ",B2,376.0,新興分局
XX0357,新興區,仁聲里,高雄市新興區仁愛一街98號,"120.307411 ","22.630175 ",B1,313.0,新興分局
XX0358,新興區,秋山里,高雄市新興區六合二路30號,"120.300835 ","22.632838 ",B1,337.0,新興分局
XX0359,新興區,中東里,高雄市新興區復興一路74號,"120.308505 ","22.633016 ",B1,300.0,新興分局
QJ0175,前金區,東金里,高雄市前金區自強一路54號,"120.293439 ","22.630638 ",B1,745.0,新興分局
QJ0176,前金區,民生里,高雄市前金區中華三路81號,"120.296244 ","22.627680 ",B1,412.0,新興分局
XX0364,新興區,德望里,高雄市新興區中正三路31號之1,"120.309442 ","22.630631 ",B1,205.0,新興分局
QJ0178,前金區,新生里,高雄市前金區市中一路272號,"120.288921 ","22.632289 ",B1,593.0,新興分局
QJ0179,前金區,社東里,高雄市前金區五福三路102號,"120.295546 ","22.621534 ",B1,270.0,新興分局
XX0367,新興區,振成里,高雄市新興區仁智街304號,"120.302105 ","22.622982 ",B1,187.0,新興分局
XX0368,前金區,玉衡里,高雄市新興區中山一路10之2號,"120.301563 ","22.625264 ",B1,126.0,新興分局
XX0370,新興區,愛平里,高雄市新興區興華路62號,"120.303618 ","22.632245 ",B1,370.0,新興分局
XX0374,新興區,德望里,高雄市新興區錦田路43號,"120.310050 ","22.629835 ",B1,393.0,新興分局
XX0377,新興區,振成里,高雄市新興區文化路97號,"120.302530 ","22.622605 ",B1,381.0,新興分局
XX0388,新興區,長驛里,高雄市新興區明星街68號,"120.299010 ","22.633592 ",B1,214.0,新興分局
QJ0182,前金區,新生里,高雄市前金區七賢二路329號,"120.290048 ","22.630994 ",B3,1044.0,新興分局
QJ0184,前金區,博孝里,高雄市前金區五福三路122號,"120.292738 ","22.620936 ",B1,732.0,新興分局
XX0393,新興區,成功里,高雄市新興區忠孝一路344號,"120.306335 ","22.632346 ",B1,162.0,新興分局
QJ0188,前金區,長城里,高雄市前金區瑞源路75號,"120.297602 ","22.630703 ",B1,324.0,新興分局
XX0409,新興區,秋山里,高雄市新興區明星街42號,"120.299912 ","22.633914 ",B1,229.0,新興分局
QJ0192,前金區,東金里,高雄市前金區中正四路168號,"120.295244 ","22.629445 ",B3,1102.0,新興分局
XX0425,新興區,南港里,高雄市新興區八德一路194號,"120.308181 ","22.635742 ",B1,594.0,新興分局
QJ0197,前金區,三川里,高雄市前金區瑞源路192號,"120.296242 ","22.634913 ",B1,57.0,新興分局
QJ0198,前金區,東金里,高雄市前金區文武一街18號,"120.294912 ","22.629950 ",B1,553.0,新興分局
QJ0199,前金區,東金里,高雄市前金區七賢二路203號,"120.293983 ","22.632375 ",B1,565.0,新興分局
XX0435,新興區,光耀里,高雄市新興區民生一路40號,"120.311510 ","22.628278 ",B1,132.0,新興分局
QJ0204,前金區,青山里,高雄市前金區新盛二街83號,"120.297055 ","22.628603 ",B1,604.0,新興分局
QJ0205,前金區,長城里,高雄市前金區瑞源路88號,"120.297573 ","22.631352 ",B1,346.0,新興分局
QJ0206,前金區,國民里,高雄市前金區民生二路202號,"120.290678 ","22.624213 ",B3,12086.0,新興分局
QJ0210,前金區,社東里,高雄市前金區自強二路59號,"120.295723 ","22.623559 ",B1,187.0,新興分局
XX0439,新興區,中東里,高雄市新興區六合一路96巷18號,"120.307975 ","22.633338 ",B1,3412.0,新興分局
XX0440,新興區,建華里,高雄市新興區八德二路10號,"120.301502 ","22.636182 ",B1,465.0,新興分局
XX0441,新興區,建華里,高雄市新興區八德二路6號,"120.301706 ","22.636201 ",B1,513.0,新興分局
QJ0211,前金區,東金里,高雄市前金區榮安街43號,"120.293665 ","22.630901 ",B1,166.0,新興分局
XX0443,新興區,德望里,高雄市新興區達仁街111號,"120.308848 ","22.630294 ",B1,135.0,新興分局
XX0445,新興區,大明里,高雄市新興區中正四路53號,"120.300034 ","22.630496 ",B1,882.0,新興分局
XX0451,新興區,南港里,高雄市新興區七賢一路398號,"120.306861 ","22.634463 ",B2,1618.0,新興分局
QJ0212,前金區,東金里,高雄市前金區自強一路36號,"120.293721 ","22.629961 ",B1,187.0,新興分局
XX0454,新興區,建華里,高雄市新興區七賢二路102號,"120.298263 ","22.634263 ",B1,1850.0,新興分局
XX0462,新興區,永寧里,高雄市新興區五福二路198號,"120.305299 ","22.624756 ",B1,220.0,新興分局
XX0463,新興區,愛平里,高雄市新興區林森一路203巷37號,"120.303495 ","22.632407 ",B1,101.0,新興分局
XX0464,新興區,順昌里,高雄市新興區七賢一路106號,"120.314231 ","22.633970 ",B1,203.0,新興分局
XX0468,新興區,黎明里,高雄市新興區中山一路210號,"120.302463 ","22.633478 ",B1,134.0,新興分局
QJ0214,前金區,東金里,高雄市前金區七賢二路201號,"120.294175 ","22.632411 ",B1,197.0,新興分局
QJ0215,前金區,博孝里,高雄市前金區河東路2號,"120.291123 ","22.621146 ",B1,620.0,新興分局
XX0469,新興區,新江里,高雄市新興區七賢一路480號,"120.304089 ","22.634677 ",B1,764.0,新興分局
QJ0216,前金區,長城里,高雄市前金區瑞源路72號,"120.297860 ","22.630793 ",B1,360.0,新興分局
QJ0217,前金區,社西里,高雄市前金區民生二路227號,"120.291192 ","22.623529 ",B1,562.0,新興分局
QJ0218,前金區,新生里,高雄市前金區七賢二路328號,"120.290601 ","22.631647 ",B1,510.0,新興分局
XX0472,新興區,仁聲里,高雄市新興區復興一路19號,"120.307809 ","22.628796 ",B1,886.0,新興分局
XX0475,新興區,新江里,高雄市新興區七賢一路464號,"120.304630 ","22.634661 ",B1,104.0,新興分局
QJ0222,前金區,長生里,高雄市前金區民生二路71號,"120.296229 ","22.625205 ",B1,953.0,新興分局
QJ0223,前金區,社東里,高雄市前金區自強二路41號,"120.295906 ","22.623180 ",B1,177.0,新興分局
QJ0225,前金區,林投里,高雄市前金區自強二路169號,"120.294278 ","22.627535 ",B1,712.0,新興分局
XX0493,新興區,愛平里,高雄市新興區六合一路159之4號,"120.303147 ","22.632767 ",B1,195.0,新興分局
QJ0228,前金區,博孝里,高雄市前金區市中一路7號,"120.291512 ","22.621084 ",B1,359.0,新興分局
XX0501,新興區,德生里,高雄市新興區民生一路99號,"120.311573 ","22.627630 ",B1,761.0,新興分局
XX0502,新興區,德生里,高雄市新興區民生一路23號,"120.312991 ","22.628103 ",B1,581.0,新興分局
XX0503,新興區,中東里,高雄市新興區中正三路54號,"120.309000 ","22.631157 ",B1,159.0,新興分局
XX0505,新興區,光耀里,高雄市新興區渤海街16號,"120.312479 ","22.630080 ",B1,1341.0,新興分局
XX0527,新興區,德望里,高雄市新興區中正三路45號,"120.308795 ","22.630588 ",B2,670.0,新興分局
XX0549,新興區,永寧里,高雄市新興區五福二路196號,"120.305379 ","22.624775 ",B1,786.0,新興分局
XX0556,新興區,秋山里,高雄市新興區民主路9號,"120.300668 ","22.633216 ",B1,395.0,新興分局
XX0558,新興區,振成里,高雄市新興區文化路58之3號,"120.304282 ","22.623389 ",B1,376.0,新興分局
QJ0248,前金區,民生里,高雄市前金區中華三路89號,"120.296110 ","22.627986 ",B1,192.0,新興分局
XX0564,新興區,順昌里,高雄市新興區七賢一路25號,"120.315974 ","22.633337 ",B1,462.0,新興分局
XX0570,新興區,中東里,高雄市新興區七賢一路321號,"120.307813 ","22.634015 ",B1,1580.0,新興分局
XX0588,新興區,明莊里,高雄市新興區中山橫路47號,"120.300490 ","22.631653 ",B1,79.0,新興分局
XX0592,新興區,振成里,高雄市新興區五福二路195號,"120.302111 ","22.623289 ",B1,125.0,新興分局
XX0601,新興區,成功里,高雄市新興區六合一路63之1號,"120.307633 ","22.632470 ",B1,122.0,新興分局
XX0603,新興區,秋山里,高雄市新興區七賢二路25號,"120.300856 ","22.634481 ",B1,677.0,新興分局
QJ0256,前金區,青山里,高雄市前金區中正四路143號,"120.296595 ","22.629352 ",B1,532.0,新興分局
QJ0257,前金區,長生里,高雄市前金區中華三路53號,"120.297341 ","22.624849 ",B1,455.0,新興分局
XX0607,新興區,文昌里,高雄市新興區中正二路192號,"120.316153 ","22.630728 ",B1,569.0,新興分局
XX0608,新興區,文昌里,高雄市新興區中正二路190號,"120.316276 ","22.630718 ",B1,293.0,新興分局
XX0627,新興區,成功里,高雄市新興區中正三路110號,"120.305693 ","22.631450 ",B1,263.0,新興分局
XX0630,新興區,成功里,高雄市新興區中正三路134號,"120.305000 ","22.631484 ",B1,245.0,新興分局
QJ0259,前金區,長城里,高雄市前金區瑞源路78號,"120.297729 ","22.631136 ",B1,209.0,新興分局
XX0635,新興區,開平里,高雄市新興區錦田路135巷33號,"120.309825 ","22.634962 ",B1,265.0,新興分局
XX0636,新興區,秋山里,高雄市新興區中山一路183號,"120.301778 ","22.633365 ",B1,182.0,新興分局
XX0639,新興區,南港里,高雄市新興區忠孝一路456號,"120.306492 ","22.634551 ",B2,903.0,新興分局
XX0645,新興區,浩然里,高雄市新興區五福二路3號,"120.308776 ","22.625237 ",B1,1180.0,新興分局
QJ0268,前金區,林投里,高雄市前金區中正四路261號,"120.289858 ","22.627101 ",B1,351.0,新興分局
QJ0269,前金區,長生里,高雄市前金區光復一街2號,"120.297693 ","22.623694 ",B1,1319.0,新興分局
XX0649,新興區,長驛里,高雄市新興區七賢二路89號,"120.298779 ","22.633976 ",B1,131.0,新興分局
XX0650,新興區,大明里,高雄市新興區中正四路1號,"120.301382 ","22.630790 ",B1,187.0,新興分局
XX0651,新興區,秋山里,高雄市新興區七賢二路71號,"120.299550 ","22.634224 ",B1,407.0,新興分局
XX0655,新興區,秋山里,高雄市新興區七賢二路65號,"120.299718 ","22.634277 ",B1,244.0,新興分局
QJ0271,前金區,長生里,高雄市前金區五福三路60號,"120.296993 ","22.621993 ",B1,517.0,新興分局
QJ0272,前金區,新生里,高雄市前金區賢中街3號,"120.288676 ","22.631325 ",B1,215.0,新興分局
XX0657,新興區,成功里,高雄市新興區中正三路78之1號,"120.307719 ","22.631274 ",B1,264.0,新興分局
QJ0276,前金區,長城里,高雄市前金區中華三路232號,"120.294354 ","22.633956 ",B2,596.0,新興分局
XX0665,新興區,中東里,高雄市新興區中正三路68之4號,"120.308443 ","22.631191 ",B1,106.0,新興分局
QJ0277,前金區,文東里,高雄市前金區中山二路533號,"120.301548 ","22.620659 ",B1,628.0,新興分局
QJ0278,前金區,草江里,高雄市前金區七賢二路183號,"120.296098 ","22.633071 ",B1,235.0,新興分局
QJ0281,前金區,新生里,高雄市前金區七賢二路377號,"120.288520 ","22.630517 ",B1,140.0,新興分局
QJ0282,前金區,新生里,高雄市前金區七賢二路426號,"120.287764 ","22.630749 ",B1,867.0,新興分局
XX0674,新興區,大明里,高雄市新興區大同一路180號,"120.300895 ","22.629090 ",B1,479.0,新興分局
XX0681,新興區,仁聲里,高雄市新興區復興一路51號,"120.307879 ","22.630023 ",B1,1130.0,新興分局
QJ0283,前金區,青山里,高雄市前金區中華三路98號,"120.296559 ","22.628312 ",B1,614.0,新興分局
XX0684,新興區,大明里,高雄市新興區中正四路25號,"120.300867 ","22.630807 ",B1,166.0,新興分局
QJ0284,前金區,三川里,高雄市前金區七賢二路156號,"120.296701 ","22.633704 ",B1,378.0,新興分局
XX0701,新興區,建華里,高雄市新興區七賢二路86號,"120.298886 ","22.634454 ",B1,533.0,新興分局
XX0705,新興區,成功里,高雄市新興區中正三路129號,"120.305223 ","22.630889 ",B1,371.0,新興分局
QJ0292,前金區,三川里,高雄市前金區七賢二路122號,"120.297393 ","22.633942 ",B1,440.0,新興分局
XX0710,新興區,振成里,高雄市新興區文化路65號,"120.303993 ","22.623099 ",B1,257.0,新興分局
XX0712,新興區,成功里,高雄市新興區中正三路84號,"120.307486 ","22.631295 ",B1,348.0,新興分局
QJ0293,前金區,榮復里,高雄市前金區自強三路277號,"120.296835 ","22.620909 ",B1,148.0,新興分局
XX0715,新興區,長驛里,高雄市新興區明星街66號,"120.299083 ","22.633634 ",B1,408.0,新興分局
XX0719,新興區,南港里,高雄市新興區仁愛一街296號,"120.307799 ","22.634964 ",B1,93.0,新興分局
QJ0294,前金區,博孝里,高雄市前金區五福三路122號,"120.294121 ","22.621921 ",B1,1519.0,新興分局
XX0721,新興區,新江里,高雄市新興區八德一路330號,"120.304329 ","22.636023 ",B1,620.0,新興分局
XX0722,新興區,黎明里,高雄市新興區六合一路174號,"120.302739 ","22.633118 ",B1,222.0,新興分局
QJ0297,前金區,長生里,高雄市前金區五福三路50號,"120.297563 ","22.622185 ",B1,566.0,新興分局
QJ0300,前金區,青山里,高雄市前金區中正四路87號,"120.298638 ","22.630019 ",B2,783.0,新興分局
XX0727,新興區,秋山里,高雄市新興區六合二路56號,"120.300156 ","22.632601 ",B1,189.0,新興分局
XX0728,新興區,建華里,高雄市新興區七賢二路42號,"120.300296 ","22.634903 ",B1,92.0,新興分局
XX0733,新興區,愛平里,高雄市新興區中山一路162號,"120.302342 ","22.632375 ",B1,227.0,新興分局
QJ0302,前金區,新生里,高雄市前金區七賢二路356號,"120.290035 ","22.631489 ",B1,139.0,新興分局
XX0740,新興區,開平里,高雄市新興區河南一路1之1號,"120.311955 ","22.636526 ",B1,542.0,新興分局
XX0741,新興區,德生里,高雄市新興區民生一路185號,"120.309901 ","22.627233 ",B1,179.0,新興分局
XX0742,新興區,德生里,高雄市新興區民生一路183號,"120.309985 ","22.627179 ",B1,133.0,新興分局
QJ0305,前金區,博孝里,高雄市前金區市中一路39號,"120.292022 ","22.622053 ",B1,262.0,新興分局
QJ0307,前金區,草江里,高雄市前金區中華三路156號,"120.295272 ","22.631485 ",B1,780.0,新興分局
XX0757,新興區,建華里,高雄市新興區中山一路263號,"120.301911 ","22.635408 ",B1,745.0,新興分局
XX0758,新興區,中東里,高雄市新興區七賢一路393號,"120.306945 ","22.633899 ",B1,277.0,新興分局
QJ0310,前金區,後金里,高雄市前金區六合二路278號,"120.290040 ","22.629883 ",B1,1446.0,新興分局
QJ0311,前金區,長城里,高雄市前金區六合二路145號之1,"120.296378 ","22.631011 ",B1,481.0,新興分局
QJ0312,前金區,青山里,高雄市前金區瑞源路31之1號,"120.298210 ","22.628944 ",B1,1860.0,新興分局
QJ0313,前金區,草江里,高雄市前金區草江里新盛一街47號,"120.296012 ","22.631381 ",B1,423.0,新興分局
XX0770,新興區,中東里,高雄市新興區七賢一路299號,"120.308908 ","22.633897 ",B1,1059.0,新興分局
QJ0315,前金區,長生里,高雄市前金區中華三路5號,"120.298122 ","22.622855 ",B1,300.0,新興分局
QJ0316,前金區,長生里,高雄市前金區中華三路7號,"120.298088 ","22.622965 ",B1,210.0,新興分局
XX0782,新興區,建華里,高雄市新興區七賢二路74號,"120.299338 ","22.634602 ",B1,756.0,新興分局
QJ0325,前金區,長生里,高雄市前金區民生二路67號,"120.296398 ","22.625260 ",B1,220.0,新興分局
XX0792,新興區,南港里,高雄市新興區七賢一路430號,"120.305564 ","22.634557 ",B1,598.0,新興分局
QJ0330,前金區,社西里,高雄市前金區民生二路205號,"120.291501 ","22.623612 ",B1,212.0,新興分局
QJ0331,前金區,青山里,高雄市前金區瑞源路26號,"120.298574 ","22.628917 ",B1,221.0,新興分局
QJ0333,前金區,長城里,高雄市前金區中華三路126號,"120.295779 ","22.630203 ",B1,334.0,新興分局
XX0794,新興區,秋山里,高雄市新興區明星街5號,"120.300939 ","22.633949 ",B1,760.0,新興分局
QJ0334,前金區,文西里,高雄市前金區五福三路59號,"120.297619 ","22.621617 ",B3,2993.0,新興分局
QJ0335,前金區,東金里,高雄市前金區中華三路129號,"120.295452 ","22.629880 ",B2,454.0,新興分局
QJ0336,前金區,復元里,高雄市前金區中華三路67號,"120.296705 ","22.626408 ",B1,781.0,新興分局
XX0812,新興區,德生里,高雄市新興區五福一街2號之1,"120.308828 ","22.626087 ",B1,1005.0,新興分局
XX0813,新興區,光耀里,高雄市新興區民生一路52號,"120.310900 ","22.628112 ",B1,384.0,新興分局
XX0816,新興區,浩然里,高雄市新興區五福二路3號,"120.309216 ","22.624524 ",B1,1384.0,新興分局
XX0817,新興區,永寧里,高雄市新興區五福二路200號,"120.305122 ","22.624693 ",B1,857.0,新興分局
XX0818,新興區,興昌里,高雄市新興區中正三路28號,"120.311798 ","22.631025 ",B1,249.0,新興分局
XX0823,新興區,成功里,高雄市新興區中正三路88號,"120.307126 ","22.631294 ",B1,412.0,新興分局
XX0827,新興區,南港里,高雄市新興區七賢一路424號,"120.305822 ","22.634530 ",B1,370.0,新興分局
XX0828,新興區,永寧里,高雄市新興區德智街33號,"120.306257 ","22.626251 ",B1,174.0,新興分局
QJ0346,前金區,國民里,高雄市前金區大同二路61號,"120.293921 ","22.626351 ",B1,917.0,新興分局
XX0833,新興區,德政里,高雄市新興區球庭路7之1號,"120.306923 ","22.630047 ",B1,628.0,新興分局
QJ0348,前金區,青山里,高雄市前金區自立橫路65號,"120.299035 ","22.629214 ",B1,1367.0,新興分局
XX0837,新興區,黎明里,高雄市新興區中山一路242號,"120.302533 ","22.634208 ",B1,1023.0,新興分局
QJ0350,前金區,長城里,高雄市前金區中正四路136號,"120.297095 ","22.630077 ",B1,462.0,新興分局
XX0841,新興區,長驛里,高雄市新興區南台路127號,"120.299085 ","22.633987 ",B1,455.0,新興分局
QJ0354,前金區,榮復里,高雄市前金區五福三路87號,"120.295840 ","22.621067 ",B2,817.0,新興分局
XX0852,新興區,開平里,高雄市新興區開封路449號,"120.311952 ","22.636256 ",B1,858.0,新興分局
XX0853,新興區,文昌里,高雄市新興區尚義街138號,"120.315498 ","22.631727 ",B1,506.0,新興分局
XX0857,新興區,光耀里,高雄市新興區南海街2號,"120.311257 ","22.628305 ",B1,2246.0,新興分局
XX0861,新興區,華聲里,高雄市新興區忠孝一路147號,"120.305640 ","22.627973 ",B1,191.0,新興分局
XX0862,新興區,新江里,高雄市新興區八德一路392號,"120.302691 ","22.636106 ",B2,178.0,新興分局
XX0871,新興區,德政里,高雄市新興區中正三路93號,"120.307208 ","22.630725 ",B1,343.0,新興分局
XX0872,新興區,振成里,高雄市新興區文化路56號,"120.304630 ","22.623498 ",B1,164.0,新興分局
XX0874,新興區,振成里,高雄市新興區林森一路14號,"120.304975 ","22.624945 ",B1,1018.0,新興分局
XX0875,新興區,光耀里,高雄市新興區民生一路22號,"120.311997 ","22.628443 ",B1,717.0,新興分局
QJ0363,前金區,復元里,高雄市前金區中華三路68號,"120.297205 ","22.626989 ",B2,1474.0,新興分局
XX0888,新興區,興昌里,高雄市新興區六合一路27號,"120.312123 ","22.632092 ",B1,416.0,新興分局
QJ0367,前金區,長城里,高雄市前金區中山橫路95號,"120.298665 ","22.631067 ",B1,956.0,新興分局
XX0895,新興區,振華里,高雄市新興區文橫二路119號,"120.304316 ","22.621005 ",B1,185.0,新興分局
QJ0370,前金區,新生里,高雄市前金區河南二路196號,"120.287426 ","22.632247 ",B1,1826.0,新興分局
QJ0371,前金區,長城里,高雄市前金區七賢二路220之8號,"120.293799 ","22.632726 ",B1,176.0,新興分局
XX0903,新興區,中東里,高雄市新興區七賢一路249號,"120.309702 ","22.633842 ",B2,2101.0,新興分局
QJ0374,前金區,社東里,高雄市前金區自強二路75號,"120.295511 ","22.624262 ",B1,100.0,新興分局
XX0904,新興區,興昌里,高雄市新興區信守街121號,"120.312734 ","22.631363 ",B1,208.0,新興分局
XX0906,新興區,興昌里,高雄市新興區中正三路2號,"120.312712 ","22.630956 ",B3,1763.0,新興分局
XX0912,新興區,東坡里,高雄市新興區中山一路86號,"120.302167 ","22.630441 ",B1,175.0,新興分局
XX0914,新興區,南港里,高雄市新興區南華橫二路33號,"120.306629 ","22.634889 ",B1,740.0,新興分局
QJ0377,前金區,社西里,高雄市前金區民生二路207號,"120.291396 ","22.623584 ",B1,227.0,新興分局
QJ0379,前金區,國民里,高雄市前金區大同二路61號,"120.293921 ","22.626351 ",B1,502.0,新興分局
XX0927,新興區,振成里,高雄市新興區文化路83號,"120.303004 ","22.622741 ",B1,291.0,新興分局
QJ0381,前金區,東金里,高雄市前金區七賢二路201之3號,"120.294107 ","22.632394 ",B1,137.0,新興分局
XX0934,新興區,中東里,高雄市新興區七賢一路393號,"120.306945 ","22.633899 ",B1,333.0,新興分局
XX0949,新興區,中東里,高雄市新興區六合一路55號,"120.308713 ","22.632427 ",B1,1860.0,新興分局
XX0952,新興區,玉衡里,高雄市新興區中山一路12之2號,"120.301655 ","22.626033 ",B2,1183.0,新興分局
XX0958,新興區,永寧里,高雄市新興區德智街17號,"120.306608 ","22.626360 ",B1,121.0,新興分局
XX0977,新興區,南港里,高雄市新興區七賢一路432號,"120.305481 ","22.634556 ",B1,329.0,新興分局
