編號,里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
20.0,三民里,臺中市西區三民里10鄰三民路一段152之3號,1.0,817.0,第一分局,120.6732929,24.13611278
21.0,三民里,臺中市西區三民里10鄰三民路一段158號,1.0,1909.0,第一分局,120.673921,24.136472
22.0,三民里,臺中市西區三民里10鄰三民路一段174號,1.0,461.0,第一分局,120.675261,24.138065
23.0,三民里,臺中市西區三民里12鄰三民路一段166號,1.0,781.0,第一分局,120.674586,24.137428
24.0,三民里,臺中市西區三民里12鄰三民路一段168巷1號,1.0,79.0,第一分局,120.674989,24.137464
25.0,三民里,臺中市西區三民里12鄰三民路一段170號,1.0,282.0,第一分局,120.6748,24.137647
26.0,三民里,臺中市西區三民里12鄰四維街33號,1.0,512.0,第一分局,120.6753443,24.13759064
27.0,三民里,臺中市西區三民里12鄰四維街43號,1.0,101.0,第一分局,120.675194,24.137733
28.0,三民里,臺中市西區三民里14鄰三民路一段181號,1.0,304.0,第一分局,120.675162,24.138455
29.0,三民里,臺中市西區三民里14鄰三民路一段187號,1.0,294.0,第一分局,120.675287,24.138722
30.0,三民里,臺中市西區三民里15鄰公館路114號,1.0,83.0,第一分局,120.670192,24.134157
31.0,三民里,臺中市西區三民里15鄰公館路120號,1.0,93.0,第一分局,120.670067,24.134253
32.0,土庫里,臺中市西土庫23五權三街358號,1.0,924.0,第一分局,120.658362,24.138148
33.0,土庫里,臺中市西區土庫里10鄰五權五街246巷15弄14號,1.0,895.0,第一分局,120.655799,24.136102
34.0,土庫里,臺中市西區土庫里10鄰五權西六街138號,1.0,514.0,第一分局,120.658745,24.136011
35.0,土庫里,臺中市西區土庫里11鄰忠明南路326巷13號,1.0,107.0,第一分局,120.656499,24.13736
36.0,土庫里,臺中市西區土庫里12鄰忠明南路369號,1.0,850.0,第一分局,120.657574,24.142757
37.0,土庫里,臺中市西區土庫里12鄰忠明南路369號,1.0,531.0,第一分局,120.657574,24.142757
38.0,土庫里,臺中市西區土庫里13鄰五權五街257巷6號,1.0,951.0,第一分局,120.6690246,24.15094734
39.0,土庫里,臺中市西區土庫里13鄰五權五街259號,1.0,86.0,第一分局,120.65579,24.13717
40.0,土庫里,臺中市西區土庫里13鄰美村路一段500號,1.0,949.0,第一分局,120.661514,24.140867
41.0,土庫里,臺中市西區土庫里13鄰福人街71號,1.0,84.0,第一分局,120.659655,24.142834
42.0,土庫里,臺中市西區土庫里15鄰五權西六街166巷16號,1.0,160.0,第一分局,120.659015,24.135442
43.0,土庫里,臺中市西區土庫里15鄰南屯路一段234巷68號,1.0,152.0,第一分局,120.666105,24.131723
44.0,土庫里,臺中市西區土庫里17鄰五權一街97號,1.0,190.0,第一分局,120.659133,24.139135
45.0,土庫里,臺中市西區土庫里17鄰忠明南路433號,1.0,102.0,第一分局,120.657522,24.13889
46.0,土庫里,臺中市西區土庫里17鄰忠明南路439號,1.0,379.0,第一分局,120.657501,24.138629
47.0,土庫里,臺中市西區土庫里24鄰五權五街178號,1.0,811.0,第一分局,120.658734,24.136675
48.0,土庫里,臺中市西區土庫里25鄰五權三街200號,1.0,358.0,第一分局,120.6613616,24.13827991
49.0,土庫里,臺中市西區土庫里25鄰忠明南路451號,1.0,580.0,第一分局,120.6574707,24.13803525
50.0,土庫里,臺中市西區土庫里28鄰華美街66號,1.0,697.0,第一分局,120.658963,24.142724
51.0,土庫里,臺中市西區土庫里29鄰美村路一段576巷16號,1.0,94.0,第一分局,120.660893,24.138544
52.0,土庫里,臺中市西區土庫里2鄰存中街28號,1.0,649.0,第一分局,120.659512,24.141672
53.0,土庫里,臺中市西區土庫里2鄰存中街6號,1.0,570.0,第一分局,120.660722,24.141694
54.0,土庫里,臺中市西區土庫里2鄰華美街24號,1.0,819.0,第一分局,120.658964,24.14185
55.0,土庫里,臺中市西區土庫里2鄰華美街33號,1.0,93.0,第一分局,120.658747,24.14177
56.0,土庫里,臺中市西區土庫里30鄰中美街8號,1.0,2202.0,第一分局,120.660059,24.141961
57.0,土庫里,臺中市西區土庫里30鄰存中街3號,1.0,2471.0,第一分局,120.661308,24.141055
58.0,土庫里,臺中市西區土庫里30鄰存中街53號,1.0,629.0,第一分局,120.659195,24.140992
59.0,土庫里,臺中市西區土庫里32鄰五權西路一段166號,1.0,3205.0,第一分局,120.659239,24.140277
60.0,土庫里,臺中市西區土庫里33美村路一段576巷21號,1.0,107.0,第一分局,120.660574,24.138218
61.0,土庫里,臺中市西區土庫里33鄰五權三街210號,1.0,133.0,第一分局,120.660718,24.138078
62.0,土庫里,臺中市西區土庫里36鄰存中街68號,1.0,484.0,第一分局,120.657794,24.141732
63.0,土庫里,臺中市西區土庫里3鄰五權西路一段101號,1.0,1728.0,第一分局,120.664286,24.134608
64.0,土庫里,臺中市西區土庫里3鄰五權西路一段107號,1.0,520.0,第一分局,120.661897,24.139911
65.0,土庫里,臺中市西區土庫里3鄰五權西路一段111號,1.0,1263.0,第一分局,120.661475,24.139872
66.0,土庫里,臺中市西區土庫里3鄰五權西路一段2號,1.0,2586.0,第一分局,120.663569,24.141525
67.0,土庫里,臺中市西區土庫里4鄰五權一街69-2號,1.0,108.0,第一分局,120.660877,24.139116
68.0,土庫里,臺中市西區土庫里4鄰五權一街71號,1.0,150.0,第一分局,120.660796,24.139123
69.0,土庫里,臺中市西區土庫里4鄰五權一街92號,1.0,190.0,第一分局,120.661232,24.139403
70.0,土庫里,臺中市西區土庫里4鄰五權一街93號,1.0,218.0,第一分局,120.659409,24.139132
71.0,土庫里,臺中市西區土庫里5鄰美村路一段566號,1.0,509.0,第一分局,120.661542,24.138784
72.0,土庫里,臺中市西區土庫里6鄰五權西路一段257號,1.0,304.0,第一分局,120.65603,24.13982
73.0,土庫里,臺中市西區土庫里6鄰忠明南路242號,1.0,304.0,第一分局,120.657506,24.140991
74.0,土庫里,臺中市西區土庫里8鄰南屯路一段232巷39號,1.0,96.0,第一分局,120.655562,24.140515
75.0,土庫里,臺中市西區土庫里8鄰南屯路一段234巷6號,1.0,440.0,第一分局,120.666105,24.131723
76.0,土庫里,臺中市西區土庫里忠明南路326巷24號,1.0,96.0,第一分局,120.656583,24.137581
77.0,大忠里,臺中市西區大忠里008鄰大忠南街９１號,1.0,257.0,第一分局,120.6552718,24.13820716
78.0,大忠里,臺中市西區大忠里009鄰忠明南路２７６號,1.0,4199.0,第一分局,120.6571355,24.13791717
79.0,大忠里,臺中市西區大忠里010鄰大忠南街９８號,1.0,1018.0,第一分局,120.6552816,24.13737917
80.0,大忠里,臺中市西區大忠里10鄰五權五街256號,1.0,244.0,第一分局,120.656066,24.136669
81.0,大忠里,臺中市西區大忠里12鄰五權五街237巷38號,1.0,285.0,第一分局,120.656659,24.135648
82.0,大忠里,臺中市西區大忠里13鄰五權五街275號,1.0,173.0,第一分局,120.655769,24.136464
83.0,大忠里,臺中市西區大忠里16鄰忠明南路402號,1.0,414.0,第一分局,120.657801,24.134485
84.0,大忠里,臺中市西區大忠里16鄰忠明南路410,1.0,414.0,第一分局,120.6570402,24.13578033
85.0,大忠里,臺中市西區大忠里17鄰忠明南路414號,1.0,90.0,第一分局,120.657801,24.134485
86.0,大忠里,臺中市西區大忠里3鄰存中街170號,1.0,815.0,第一分局,120.659246,24.141711
87.0,大忠里,臺中市西區大忠里5鄰五權西路一段230號,1.0,559.0,第一分局,120.656166,24.140291
88.0,大忠里,臺中市西區大忠里6鄰大忠南街75號,1.0,3690.0,第一分局,120.65557,24.139551
89.0,大忠里,臺中市西區大忠里7鄰忠明南路270號,1.0,703.0,第一分局,120.655779,24.135852
90.0,大忠里,臺中市西區大忠里8五權西路一段271號,1.0,968.0,第一分局,120.655534,24.13989
91.0,大誠里,臺中市中區大誠里12鄰成功路315號,1.0,191.0,第一分局,120.67815,24.14481
92.0,大誠里,臺中市中區大誠里15鄰臺灣大道一段502號,1.0,97.0,第一分局,120.677529,24.144369
93.0,大誠里,臺中市中區大誠里15鄰臺灣大道一段516號,1.0,146.0,第一分局,120.67903,24.146284
94.0,大誠里,臺中市中區大誠里15鄰興民街18號,1.0,202.0,第一分局,120.67771,24.144969
95.0,大誠里,臺中市中區大誠里16鄰大誠街67號,1.0,88.0,第一分局,120.67936,24.145942
96.0,大誠里,臺中市中區大誠里16鄰公園路36號,1.0,422.0,第一分局,120.680404,24.146051
97.0,大誠里,臺中市中區大誠里16鄰公園路38號,1.0,1293.0,第一分局,120.680229,24.146204
98.0,大誠里,臺中市中區大誠里19鄰成功路306巷10號,1.0,617.0,第一分局,120.678706,24.144893
99.0,大誠里,臺中市中區大誠里19鄰成功路332號,1.0,248.0,第一分局,120.6785462,24.14494396
100.0,大誠里,臺中市中區大誠里1鄰仁愛街15號,1.0,936.0,第一分局,120.6754606,24.14294953
101.0,大誠里,臺中市中區大誠里1鄰民族路207號,1.0,296.0,第一分局,120.675942,24.142572
102.0,大誠里,臺中市中區大誠里1鄰民族路213號,1.0,88.0,第一分局,120.675873,24.142683
103.0,大誠里,臺中市中區大誠里1鄰民族路219號,1.0,319.0,第一分局,120.6754936,24.1430837
104.0,大誠里,臺中市中區大誠里20鄰大誠街78號,1.0,220.0,第一分局,120.67959,24.145745
105.0,大誠里,臺中市中區大誠里20鄰大誠街86號之1,1.0,266.0,第一分局,120.679737,24.145885
106.0,大誠里,臺中市中區大誠里20鄰大誠街88號,1.0,95.0,第一分局,120.679764,24.14592
107.0,大誠里,臺中市中區大誠里21鄰光復路142號,1.0,83.0,第一分局,120.679364,24.145444
108.0,大誠里,臺中市中區大誠里22鄰成功路306巷1號,1.0,105.0,第一分局,120.678943,24.14451
109.0,大誠里,臺中市中區大誠里23鄰公園路105號,1.0,91.0,第一分局,120.679406,24.146393
110.0,大誠里,臺中市中區大誠里24鄰中華路二段24巷8號,1.0,147.0,第一分局,120.679837,24.146837
111.0,大誠里,臺中市中區大誠里24鄰公園路99號,1.0,92.0,第一分局,120.6796903,24.14649048
112.0,大誠里,臺中市中區大誠里25鄰大誠街108號,1.0,140.0,第一分局,120.680499,24.146609
113.0,大誠里,臺中市中區大誠里25鄰大誠街67號,1.0,112.0,第一分局,120.67936,24.145942
114.0,大誠里,臺中市中區大誠里25鄰光復路152號,1.0,97.0,第一分局,120.679045,24.145906
115.0,大誠里,臺中市中區大誠里25鄰福音街29號,1.0,96.0,第一分局,120.680824,24.146552
116.0,大誠里,臺中市中區大誠里29鄰中華路二段24巷5號,1.0,170.0,第一分局,120.679641,24.147344
117.0,大誠里,臺中市中區大誠里29鄰中華路二段35號,1.0,159.0,第一分局,120.678918,24.147545
118.0,大誠里,臺中市中區大誠里29鄰中華路二段61號,1.0,157.0,第一分局,120.679378,24.14796
119.0,大誠里,臺中市中區大誠里29鄰光復路160號,1.0,85.0,第一分局,120.678909,24.146128
120.0,大誠里,臺中市中區大誠里2鄰大誠街11巷15號,1.0,83.0,第一分局,120.677581,24.144615
121.0,大誠里,臺中市中區大誠里2鄰民族路184號,1.0,246.0,第一分局,120.676441,24.142496
122.0,大誠里,臺中市中區大誠里2鄰民族路190號,1.0,225.0,第一分局,120.676314,24.142655
123.0,大誠里,臺中市中區大誠里2鄰柳川西路三段16號,1.0,374.0,第一分局,120.6765738,24.14269618
124.0,大誠里,臺中市中區大誠里2鄰柳川西路三段20號,1.0,328.0,第一分局,120.67679,24.142817
125.0,大誠里,臺中市中區大誠里2鄰柳川西路三段23號,1.0,432.0,第一分局,120.67677,24.143077
126.0,大誠里,臺中市中區大誠里30鄰公園路111號,1.0,86.0,第一分局,120.679287,24.146498
127.0,大誠里,臺中市中區大誠里32鄰中華路二段20號,1.0,122.0,第一分局,120.679278,24.147341
128.0,大誠里,臺中市中區大誠里32鄰光復路164號,1.0,160.0,第一分局,120.679018,24.146297
129.0,大誠里,臺中市中區大誠里3鄰仁愛街16號,1.0,121.0,第一分局,120.676478,24.143294
130.0,大誠里,臺中市中區大誠里3鄰仁愛街8號,1.0,97.0,第一分局,120.676032,24.142951
131.0,大誠里,臺中市中區大誠里5鄰仁愛街33號,1.0,94.0,第一分局,120.676148,24.143353
132.0,大誠里,臺中市中區大誠里5鄰仁愛街35號,1.0,141.0,第一分局,120.676193,24.143383
133.0,大誠里,臺中市中區大誠里6鄰中山路285號,1.0,127.0,第一分局,120.676402,24.143574
134.0,大誠里,臺中市中區大誠里8鄰大誠街3號,1.0,83.0,第一分局,120.677718,24.144352
135.0,大誠里,臺中市中區大誠里8鄰大誠街5號,1.0,123.0,第一分局,120.677792,24.144424
136.0,大誠里,臺中市中區大誠里8鄰大誠街7號,1.0,110.0,第一分局,120.677817,24.144452
137.0,大誠里,臺中市中區大誠里8鄰臺灣大道一段501號,1.0,529.0,第一分局,120.677201,24.144044
138.0,大墩里,臺中市中區大墩里11鄰三民路二段62號,1.0,97.0,第一分局,120.679117,24.141729
139.0,大墩里,臺中市中區大墩里11鄰三民路二段80號,1.0,113.0,第一分局,120.679346,24.142022
140.0,大墩里,臺中市中區大墩里11鄰中山路200號,1.0,77.0,第一分局,120.679303,24.141373
141.0,大墩里,臺中市中區大墩里12鄰三民路二段68號,1.0,275.0,第一分局,120.679247,24.141833
142.0,大墩里,臺中市中區大墩里12鄰臺灣大道一段325號,1.0,256.0,第一分局,120.679824,24.141891
143.0,大墩里,臺中市中區大墩里12鄰臺灣大道一段329號,1.0,123.0,第一分局,120.6798,24.141981
144.0,大墩里,臺中市中區大墩里13鄰三民路二段74巷5號,1.0,87.0,第一分局,120.679537,24.141881
145.0,大墩里,臺中市中區大墩里13鄰三民路二段76號,1.0,289.0,第一分局,120.679346,24.142022
146.0,大墩里,臺中市中區大墩里17鄰三民路二段44號,1.0,952.0,第一分局,120.681269,24.145647
147.0,大墩里,臺中市中區大墩里17鄰三民路二段53號,1.0,909.0,第一分局,120.678274,24.141422
148.0,大墩里,臺中市中區大墩里17鄰三民路二段57號,1.0,344.0,第一分局,120.679106,24.141231
149.0,大墩里,臺中市中區大墩里17鄰三民路二段59號,1.0,529.0,第一分局,120.678084,24.141192
150.0,大墩里,臺中市中區大墩里17鄰三民路二段63號,1.0,91.0,第一分局,120.676433,24.145347
151.0,大墩里,臺中市中區大墩里17鄰三民路二段65號,1.0,83.0,第一分局,120.678576,24.141165
152.0,大墩里,臺中市中區大墩里17鄰三民路二段67號,1.0,93.0,第一分局,120.678344,24.141477
153.0,大墩里,臺中市中區大墩里17鄰民族路106號,1.0,435.0,第一分局,120.677871,24.141418
154.0,大墩里,臺中市中區大墩里18鄰三民路二段123號,1.0,107.0,第一分局,120.67979,24.142949
155.0,大墩里,臺中市中區大墩里18鄰三民路二段125號,1.0,104.0,第一分局,120.679818,24.142983
156.0,大墩里,臺中市中區大墩里18鄰三民路二段127號,1.0,107.0,第一分局,120.679855,24.14301
157.0,大墩里,臺中市中區大墩里18鄰三民路二段129號,1.0,88.0,第一分局,120.679886,24.143039
158.0,大墩里,臺中市中區大墩里18鄰三民路二段141號,1.0,87.0,第一分局,120.680307,24.143488
159.0,大墩里,臺中市中區大墩里18鄰三民路二段145號,1.0,331.0,第一分局,120.680359,24.143564
160.0,大墩里,臺中市中區大墩里18鄰臺灣大道一段360號,1.0,96.0,第一分局,120.679534,24.142637
161.0,大墩里,臺中市中區大墩里18鄰臺灣大道一段388號,1.0,242.0,第一分局,120.679143,24.142966
162.0,大墩里,臺中市中區大墩里1鄰三民路二段1號,1.0,146.0,第一分局,120.677242,24.140461
163.0,大墩里,臺中市中區大墩里1鄰民族路145號,1.0,140.0,第一分局,120.678175,24.140646
164.0,大墩里,臺中市中區大墩里1鄰民權路120號,1.0,91.0,第一分局,120.677732,24.140115
165.0,大墩里,臺中市中區大墩里20鄰三民路二段138號,1.0,653.0,第一分局,120.68089,24.143512
166.0,大墩里,臺中市中區大墩里20鄰成功路256號,1.0,170.0,第一分局,120.680606,24.142994
167.0,大墩里,臺中市中區大墩里20鄰成功路260號,1.0,83.0,第一分局,120.680494,24.14308
168.0,大墩里,臺中市中區大墩里21鄰三民路二段104號,1.0,90.0,第一分局,120.680148,24.142789
169.0,大墩里,臺中市中區大墩里21鄰三民路二段116號,1.0,218.0,第一分局,120.680465,24.143127
170.0,大墩里,臺中市中區大墩里21鄰臺灣大道一段336巷17號,1.0,97.0,第一分局,120.680376,24.142682
171.0,大墩里,臺中市中區大墩里21鄰臺灣大道一段348號,1.0,140.0,第一分局,120.679858,24.142375
172.0,大墩里,臺中市中區大墩里23鄰三民路二段149巷8號,1.0,100.0,第一分局,120.680319,24.143851
173.0,大墩里,臺中市中區大墩里24鄰三民路二段169號,1.0,90.0,第一分局,120.680961,24.144013
174.0,大墩里,臺中市中區大墩里24鄰光復路169號之1,1.0,86.0,第一分局,120.680571,24.14402
175.0,大墩里,臺中市中區大墩里27鄰公園路22號,1.0,98.0,第一分局,120.681453,24.145104
176.0,大墩里,臺中市中區大墩里28鄰三民路二段148號,1.0,850.0,第一分局,120.681721,24.143926
177.0,大墩里,臺中市中區大墩里28鄰三民路二段148號,1.0,1414.0,第一分局,120.6814649,24.144213
178.0,大墩里,臺中市中區大墩里4鄰三民路二段11號,1.0,172.0,第一分局,120.6775068,24.14108435
179.0,大墩里,臺中市中區大墩里5鄰三民路二段17巷2號,1.0,93.0,第一分局,120.677435,24.140903
180.0,大墩里,臺中市中區大墩里5鄰三民路二段17巷4號,1.0,218.0,第一分局,120.677368,24.140972
181.0,大墩里,臺中市中區大墩里5鄰三民路二段25號,1.0,126.0,第一分局,120.67765,24.140906
182.0,大墩里,臺中市中區大墩里5鄰三民路二段29號,1.0,458.0,第一分局,120.6779093,24.14164255
183.0,大墩里,臺中市中區大墩里5鄰民族路127號,1.0,90.0,第一分局,120.67841,24.140459
184.0,大墩里,臺中市中區大墩里5鄰民族路139號,1.0,91.0,第一分局,120.678248,24.140599
185.0,大墩里,臺中市中區大墩里5鄰民族路153號,1.0,184.0,第一分局,120.677706,24.141058
186.0,大墩里,臺中市中區大墩里6鄰三民路二段43號,1.0,188.0,第一分局,120.678169,24.1413
187.0,大墩里,臺中市中區大墩里6鄰三民路二段47號,1.0,93.0,第一分局,120.678196,24.141378
188.0,大墩里,臺中市中區大墩里6鄰中山路175巷18號,1.0,325.0,第一分局,120.678835,24.140785
189.0,大墩里,臺中市中區大墩里9鄰三民路二段37號,1.0,266.0,第一分局,120.680797,24.146045
190.0,大墩里,臺中市中區大墩里9鄰中山路193號,1.0,140.0,第一分局,120.680716,24.145731
191.0,中華里,臺中市中區中華里10鄰中山路320號,1.0,145.0,第一分局,120.676394,24.143964
192.0,中華里,臺中市中區中華里10鄰中華路一段36號,1.0,108.0,第一分局,120.674722,24.143039
193.0,中華里,臺中市中區中華里10鄰中華路一段42號,1.0,85.0,第一分局,120.674888,24.143135
194.0,中華里,臺中市中區中華里10鄰中華路一段54號,1.0,85.0,第一分局,120.675064,24.143329
195.0,中華里,臺中市中區中華里10鄰中華路一段70號,1.0,83.0,第一分局,120.675576,24.143865
196.0,中華里,臺中市中區中華里12鄰中華路一段52號,1.0,153.0,第一分局,120.675036,24.143294
197.0,中華里,臺中市中區中華里12鄰中華路一段62號,1.0,125.0,第一分局,120.675452,24.143497
198.0,中華里,臺中市中區中華里12鄰中華路一段64號,1.0,127.0,第一分局,120.675499,24.143771
199.0,中華里,臺中市中區中華里14鄰民族路186巷2號,1.0,104.0,第一分局,120.675867,24.14307
200.0,中華里,臺中市中區中華里14鄰民族路206號,1.0,303.0,第一分局,120.675693,24.143197
201.0,中華里,臺中市中區中華里17鄰中山路313號,1.0,211.0,第一分局,120.675948,24.144003
202.0,中華里,臺中市中區中華里17鄰中華路一段102巷5號,1.0,97.0,第一分局,120.676587,24.144417
203.0,中華里,臺中市中區中華里17鄰民族路233號,1.0,167.0,第一分局,120.675209,24.143218
204.0,中華里,臺中市中區中華里1鄰中華路一段45號,1.0,110.0,第一分局,120.674408,24.14317
205.0,中華里,臺中市中區中華里1鄰中華路一段57號,1.0,770.0,第一分局,120.674643,24.14335
206.0,中華里,臺中市中區中華里1鄰民族路241號,1.0,94.0,第一分局,120.674693,24.143622
207.0,中華里,臺中市中區中華里1鄰民族路241號之1,1.0,93.0,第一分局,120.674701,24.143674
208.0,中華里,臺中市中區中華里1鄰民權路216號,1.0,835.0,第一分局,120.674124,24.143336
209.0,中華里,臺中市中區中華里20鄰中華路一段193巷2號,1.0,111.0,第一分局,120.677492,24.146318
210.0,中華里,臺中市中區中華里20鄰成功路341號,1.0,111.0,第一分局,120.677684,24.145194
211.0,中華里,臺中市中區中華里22鄰中華路一段154巷1號,1.0,200.0,第一分局,120.677953,24.14589
212.0,中華里,臺中市中區中華里23鄰臺灣大道一段566號,1.0,126.0,第一分局,120.676907,24.144977
213.0,中華里,臺中市中區中華里23鄰臺灣大道一段570號,1.0,237.0,第一分局,120.681211,24.145591
214.0,中華里,臺中市中區中華里23鄰臺灣大道一段580號,1.0,101.0,第一分局,120.6763527,24.1456384
215.0,中華里,臺中市中區中華里24鄰臺灣大道一段538號(興民街5號),1.0,608.0,第一分局,120.6769249,24.14505286
216.0,中華里,臺中市中區中華里24鄰興民街1號,1.0,130.0,第一分局,120.677162,24.144701
217.0,中華里,臺中市中區中華里25鄰中華路一段156號,1.0,85.0,第一分局,120.677812,24.145976
218.0,中華里,臺中市中區中華里25鄰中華路一段181號,1.0,88.0,第一分局,120.677314,24.146027
219.0,中華里,臺中市中區中華里25鄰中華路一段183號,1.0,88.0,第一分局,120.677345,24.146052
220.0,中華里,臺中市中區中華里25鄰中華路一段185號,1.0,453.0,第一分局,120.677364,24.146165
221.0,中華里,臺中市中區中華里27鄰中華路一段126號,1.0,373.0,第一分局,120.6770399,24.14559944
222.0,中華里,臺中市中區中華里27鄰成功路359號之2,1.0,984.0,第一分局,120.6768743,24.14609617
223.0,中華里,臺中市中區中華里28鄰中華路171號,1.0,93.0,第一分局,120.676826,24.145716
224.0,中華里,臺中市中區中華里4鄰中山路346號,1.0,98.0,第一分局,120.675687,24.144563
225.0,中華里,臺中市中區中華里4鄰中山路348號,1.0,90.0,第一分局,120.675658,24.144591
226.0,中華里,臺中市中區中華里7鄰中華路137號,1.0,107.0,第一分局,120.676182,24.144881
227.0,中華里,臺中市中區中華里7鄰中華路一段58號,1.0,425.0,第一分局,120.675452,24.143497
228.0,中華里,臺中市中區中華里7鄰民族路235號,1.0,421.0,第一分局,120.675185,24.14326
229.0,中華里,臺中市中區中華里7鄰民權路188號,1.0,415.0,第一分局,120.674707,24.142648
230.0,中華里,臺中市中區中華里8鄰中華路一段109號,1.0,134.0,第一分局,120.675743,24.144477
231.0,中華里,臺中市中區中華里8鄰中華路一段99號,1.0,117.0,第一分局,120.6754,24.144093
232.0,中華里,臺中市中區中華里9鄰中華路一段121號,1.0,883.0,第一分局,120.675864,24.144772
233.0,中興里,臺中市西區中興里002鄰公正路８９號,1.0,791.0,第一分局,120.6634204,24.14913814
234.0,中興里,臺中市西區中興里009鄰公正路１２３號,1.0,317.0,第一分局,120.6622519,24.1489911
235.0,中興里,臺中市西區中興里011鄰中興街１８３號,1.0,542.0,第一分局,120.6628085,24.15039133
236.0,中興里,臺中市西區中興里011鄰公益路１６１號,1.0,2297.0,第一分局,120.6626024,24.15095827
237.0,中興里,臺中市西區中興里11鄰中興街189號,1.0,93.0,第一分局,120.6628622,24.15078089
238.0,中興里,臺中市西區中興里12鄰公益路90號,1.0,204.0,第一分局,120.662153,24.151011
239.0,中興里,臺中市西區中興里12鄰公益路94號,1.0,91.0,第一分局,120.66206,24.151017
240.0,中興里,臺中市西區中興里14鄰中美街206號,1.0,114.0,第一分局,120.660292,24.146854
241.0,中興里,臺中市西區中興里14鄰向上路一段184號,1.0,91.0,第一分局,120.660723,24.146843
242.0,中興里,臺中市西區中興里17鄰中美街242號,1.0,83.0,第一分局,120.660338,24.148499
243.0,中興里,臺中市西區中興里17鄰中美街250號,1.0,83.0,第一分局,120.660338,24.148665
244.0,中興里,臺中市西區中興里17鄰中美街254號,1.0,114.0,第一分局,120.660313,24.148762
245.0,中興里,臺中市西區中興里17鄰中美街256號,1.0,114.0,第一分局,120.660313,24.148834
246.0,中興里,臺中市西區中興里17鄰公正路141號,1.0,85.0,第一分局,120.661355,24.148897
247.0,中興里,臺中市西區中興里17鄰美村路一段232號,1.0,98.0,第一分局,120.661468,24.14854
248.0,中興里,臺中市西區中興里18鄰中美街332號,1.0,93.0,第一分局,120.660312,24.150544
249.0,中興里,臺中市西區中興里1鄰公益路155巷102號,1.0,330.0,第一分局,120.664447,24.150559
250.0,中興里,臺中市西區中興里1鄰向上路一段110號,1.0,584.0,第一分局,120.663676,24.146975
251.0,中興里,臺中市西區中興里1鄰向上路一段86號,1.0,481.0,第一分局,120.664191,24.146917
252.0,中興里,臺中市西區中興里21鄰向上路一段174號,1.0,315.0,第一分局,120.66101,24.146843
253.0,中興里,臺中市西區中興里21鄰美村路一段272號,1.0,694.0,第一分局,120.6615921,24.14700004
254.0,中興里,臺中市西區中興里23鄰中美街270號,1.0,233.0,第一分局,120.660349,24.149334
255.0,中興里,臺中市西區中興里25鄰向上北路103號,1.0,167.0,第一分局,120.663976,24.147739
256.0,中興里,臺中市西區中興里25鄰向上北路103號,1.0,167.0,第一分局,120.663976,24.147739
257.0,中興里,臺中市西區中興里25鄰向上北路110號,1.0,161.0,第一分局,120.66368,24.147991
258.0,中興里,臺中市西區中興里25鄰向上北路120號,1.0,739.0,第一分局,120.663588,24.147978
259.0,中興里,臺中市西區中興里25鄰向上北路123巷1號,1.0,547.0,第一分局,120.663652,24.147611
260.0,中興里,臺中市西區中興里2鄰中興街125號,1.0,282.0,第一分局,120.662946,24.148904
261.0,中興里,臺中市西區中興里2鄰公益路155巷90號,1.0,467.0,第一分局,120.664227,24.147572
