類別,電腦編號,編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
公寓,WXA00537,14560.0,東昌里,臺北市松山區民生東路四段80巷11弄9號,"25.056728,121.553556",1,"206 ",
公寓,WXA00538,14561.0,東昌里,臺北市松山區民生東路四段80巷3弄1號,"25.05731,121.553254",1,"93 ",
公寓,WXA00558,14562.0,東昌里,臺北市松山區民生東路四段112巷7弄17號,"25.056712,121.555181",1,"393 ",
公寓,WXA00559,14563.0,東昌里,臺北市松山區民生東路四段112巷7弄18號,"25.056576,121.55498",1,"108 ",
公寓,WXA00541,14564.0,東昌里,臺北市松山區民生東路四段80巷3弄5號,"25.057333,121.553448",1,"92 ",
公寓,WXA00542,14565.0,東昌里,臺北市松山區民生東路四段80巷3弄8號之1,"25.057179,121.553539",2,"2029 ",
公寓,WXA00543,14566.0,東昌里,臺北市松山區民生東路四段112巷28號,"25.056356,121.554395",1,"86 ",
大樓,WXA01859,14567.0,東昌里,臺北市松山區民生東路四段80巷15弄11號之2,"25.056325,121.554101",4,"1198 ",
大樓,WXA01891,14568.0,東昌里,臺北市松山區民生東路四段80巷15弄7號,"25.056303,121.553503",3,"1260 ",
公寓,WXA00544,14569.0,東昌里,臺北市松山區民生東路四段112巷1弄1號,"25.057832,121.554484",1,"293 ",
公寓,WXA00562,14570.0,東昌里,臺北市松山區民生東路四段112巷7弄9號,"25.056732,121.554948",1,"74 ",
公寓,WXA00767,14571.0,東昌里,臺北市松山區光復北路230巷8號,"25.056345,121.554717",2,"624 ",
公寓,WXA00547,14572.0,東昌里,臺北市松山區民生東路四段112巷1弄2號,"25.057693,121.554509",1,"237 ",
公寓,WXA00556,14573.0,東昌里,臺北市松山區民生東路四段80巷7弄15號,"25.056746,121.553732",1,"72 ",
公寓,WXA00550,14574.0,東昌里,臺北市松山區民生東路四段112巷3弄2號,"25.0573,121.554562",1,"142 ",
公寓,WXA00557,14575.0,東昌里,臺北市松山區民生東路四段112巷7弄1號,"25.056721,121.554551",1,"150 ",
公寓,WXA00552,14576.0,東昌里,臺北市松山區光復北路236號,"25.056757,121.555362",1,"393 ",
公寓,WXA00553,14577.0,東昌里,臺北市松山區民生東路四段112巷5弄12號,"25.056956,121.554745",1,"113 ",
公寓,WXA01915,14578.0,東昌里,臺北市松山區光復北路242號,"25.057333,121.555268",1,"272 ",
大樓,WXA01185,14579.0,東勢里,臺北市松山區南京東路四段105號,"25.051822,121.554609",1,"853 ",
大樓,WXA01215,14580.0,東勢里,臺北市松山區南京東路四段77號,"25.051831,121.553875",1,"1218 ",
大樓,WXA01216,14581.0,東勢里,臺北市松山區南京東路四段93號,"25.051828,121.554263",1,"325 ",
大樓,WXA01269,14582.0,東勢里,臺北市松山區健康路8巷1號,"25.052316,121.552869",1,"2805 ",
大樓,WXA01557,14583.0,東勢里,臺北市松山區南京東路四段57號,"25.051853,121.552721",1,"140 ",
大樓,WXA01558,14584.0,東勢里,臺北市松山區健康路10號,"25.052371,121.552702",1,"400 ",
公寓,WXA01555,14585.0,東勢里,臺北市松山區南京東路四段75巷11號,"25.052299,121.55363",1,"1218 ",
大樓,WXA00420,14586.0,東勢里,臺北市松山區南京東路四段133巷5弄13號,"25.052142,121.555654",1,"66 ",
大樓,WXA01253,14587.0,東勢里,臺北市松山區南京東路四段75巷14弄17號,"25.052185,121.55312",1,"234 ",
大樓,WXA01189,14588.0,東勢里,臺北市松山區南京東路四段143號,"25.051794,121.55549",1,"237 ",
大樓,WXA01193,14589.0,東勢里,臺北市松山區南京東路四段161號,"25.051786,121.555809",2,"778 ",
大樓,WXA01194,14590.0,東勢里,臺北市松山區南京東路四段169號,"25.051774,121.556248",1,"466 ",
大樓,WXA01197,14591.0,東勢里,臺北市松山區南京東路四段183號,"25.051767,121.556475",1,"338 ",
大樓,WXA01203,14592.0,東勢里,臺北市松山區南京東路四段197號,"25.051758,121.55696",1,"354 ",
公寓,WXA01228,14593.0,東勢里,臺北市松山區南京東路四段179巷15弄5號,"25.052593,121.55667",1,"860 ",
大樓,WXA00445,14594.0,東勢里,臺北市松山區光復北路162號,"25.052994,121.556703",1,"448 ",
大樓,WXA00745,14595.0,東勢里,臺北市松山區光復北路158號,"25.052848,121.556697",1,"553 ",
大樓,WXA00839,14596.0,東勢里,臺北市松山區健康路98號,"25.053384,121.554992",1,"353 ",
大樓,WXA01261,14597.0,東勢里,臺北市松山區健康路22號,"25.052923,121.552717",1,"638 ",
大樓,WXA01226,14598.0,東勢里,臺北市松山區南京東路四段133巷9弄27號,"25.053035,121.556195",1,"265 ",
公寓,WXA01258,14599.0,東勢里,臺北市松山區健康路114號,"25.053424,121.555628",1,"318 ",
大樓,WXA01396,14600.0,東勢里,臺北市松山區光復北路138號,"25.052274,121.556977",1,"354 ",
大樓,WXA01832,14601.0,東勢里,臺北市松山區南京東路四段133巷9弄25號,"25.053041,121.556085",1,"129 ",
大樓,WXA01560,14602.0,東勢里,臺北市松山區南京東路四段69號,"25.051846,121.553167",1,"669 ",
大樓,WXA01561,14603.0,東勢里,臺北市松山區健康路16號之1,"25.052766,121.552772",1,"1350 ",
大樓,WXA01808,14604.0,東勢里,臺北市松山區健康路6號,"25.05217,121.552707",1,"769 ",
大樓,WXA01214,14605.0,東勢里,臺北市松山區南京東路四段75號,"25.051843,121.553449",1,"317 ",
大樓,WXA01559,14606.0,東勢里,臺北市松山區南京東路四段75巷30號,"25.052945,121.553579",1,"1360 ",
大樓,WXA01248,14607.0,東勢里,臺北市松山區南京東路四段75巷26號,"25.052617,121.55365",1,"140 ",
大樓,WXA01249,14608.0,東勢里,臺北市松山區南京東路四段75巷28號,"25.052644,121.553618",1,"290 ",
大樓,WXA01250,14609.0,東勢里,臺北市松山區南京東路四段75巷6號,"25.052026,121.553633",1,"122 ",
大樓,WXA01252,14610.0,東勢里,臺北市松山區南京東路四段75巷14弄1號,"25.052185,121.553541",1,"309 ",
公寓,WXA00597,14413.0,東榮里,臺北市松山區民生東路五段125號,"25.058843,121.56101",1,"1117 ",
公寓,WXA00599,14414.0,東榮里,臺北市松山區民生東路五段137巷1號,"25.059023,121.561473",1,"368 ",
公寓,WXA00602,14415.0,東榮里,臺北市松山區民生東路五段137巷7號,"25.05949,121.56142",1,"362 ",
公寓,WXA01272,14416.0,東榮里,臺北市松山區富錦街415號,"25.060858,121.560864",1,"118 ",
公寓,WXA01274,14417.0,東榮里,臺北市松山區富錦街421號,"25.060922,121.561058",1,"437 ",
公寓,WXA01275,14418.0,東榮里,臺北市松山區富錦街427號,"25.060881,121.56128",1,"504 ",
公寓,WXA01288,14419.0,東榮里,臺北市松山區富錦街417巷6號,"25.061233,121.560942",1,"125 ",
大樓,WXA01477,14420.0,東榮里,臺北市松山區新中街12號,"25.059822,121.560578",1,"826 ",
公寓,WXA01481,14421.0,東榮里,臺北市松山區新中街50號,"25.061195,121.560398",1,"877 ",
公寓,WXA01484,14422.0,東榮里,"臺北市松山區新中街8號之1 ","25.059208,121.56058",1,"357 ",
公寓,WXA01485,14423.0,東榮里,"臺北市松山區新中街10巷10號之1 ","25.059598,121.560934",1,"30 ",
公寓,WXA01486,14424.0,東榮里,"臺北市松山區新中街12巷18號之1 ","25.060285,121.5612",1,"30 ",
大樓,WXA01488,14425.0,東榮里,臺北市松山區新中街52巷20號,"25.061468,121.561043",1,"726 ",
公寓,WXA00474,14426.0,東榮里,臺北市松山區民生東路五段107號,"25.058776,121.560139",1,"220 ",
公寓,WXA00584,14427.0,東榮里,臺北市松山區民生東路五段69巷2弄1號,"25.059349,121.558435",1,"588 ",
公寓,WXA00596,14428.0,東榮里,臺北市松山區民生東路五段69巷4弄40號,"25.059951,121.56018",1,"234 ",
公寓,WXA00571,14429.0,東榮里,臺北市松山區民生東路五段69巷2-3號,"25.05964,121.558308",1,"788 ",
公寓,WXA01270,14430.0,東榮里,臺北市松山區富錦街339號,"25.060587,121.557258",1,"470 ",
大樓,WXA01271,14431.0,東榮里,臺北市松山區富錦街407號,"25.060851,121.560543",1,"1334 ",
公寓,WXA01284,14432.0,東榮里,臺北市松山區富錦街359巷3弄13號,"25.060943,121.557382",1,"165 ",
公寓,WXA01285,14433.0,東榮里,臺北市松山區富錦街359巷3弄1號,"25.061046,121.557918",1,"404 ",
公寓,WXA01286,14434.0,東榮里,臺北市松山區富錦街359巷3弄19號,"25.060953,121.557199",1,"84 ",
公寓,WXA01849,14435.0,東榮里,臺北市松山區富錦街337號,"25.06059,121.55713",1,"356 ",
公寓,WXA00460,14436.0,東榮里,臺北市松山區民生東路五段29號,"25.058575,121.556728",1,"80 ",
公寓,WXA00462,14437.0,東榮里,臺北市松山區民生東路五段31號,"25.058508,121.556725",1,"277 ",
公寓,WXA00466,14438.0,東榮里,臺北市松山區民生東路五段45號,"25.058568,121.557391",1,"510 ",
公寓,WXA00569,14439.0,東榮里,臺北市松山區民生東路五段69巷1號,"25.059047,121.558144",1,"524 ",
大樓,WXA00574,14440.0,東榮里,臺北市松山區民生東路五段69巷13號,"25.059456,121.5581",1,"2057 ",
公寓,WXA00575,14441.0,東榮里,臺北市松山區民生東路五段6巷1弄15號,"25.058274,121.561546",1,"236 ",
公寓,WXA00576,14442.0,東榮里,臺北市松山區民生東路五段69巷1弄23號,"25.058973,121.557457",1,"478 ",
公寓,WXA00577,14443.0,東榮里,臺北市松山區民生東路五段69巷1弄27號,"25.058962,121.557283",1,"218 ",
公寓,WXA00578,14444.0,東榮里,臺北市松山區民生東路五段69巷1弄28號,"25.05902,121.558059",1,"138 ",
公寓,WXA00581,14445.0,東榮里,臺北市松山區民生東路五段69巷1弄41號,"25.058966,121.556869",1,"49 ",
公寓,WXA00582,14446.0,東榮里,臺北市松山區民生東路五段69巷1弄43號,"25.05892,121.55677",1,"381 ",
公寓,WXA00589,14447.0,東榮里,臺北市松山區民生東路五段69巷3弄10號,"25.059259,121.55788",1,"92 ",
公寓,WXA00590,14448.0,東榮里,臺北市松山區民生東路五段69巷3弄27號,"25.059338,121.556922",1,"157 ",
公寓,WXA00591,14449.0,東榮里,臺北市松山區民生東路五段69巷3弄28號,"25.059194,121.557171",1,"142 ",
公寓,WXA00592,14450.0,東榮里,臺北市松山區民生東路五段69巷3弄29號,"25.059429,121.557959",1,"262 ",
公寓,WXA00575,14451.0,東榮里,臺北市松山區民生東路五段69巷25號,"25.059878,121.558055",1,"401 ",
大樓,WXA0587,14452.0,東榮里,臺北市松山區民生東路五段69巷21弄10號,"25.059788,121.557706",1,"4746 ",
公寓,WXA00588,14453.0,東榮里,臺北市松山區民生東路五段69巷21弄15號,"25.059566,121.557312",1,"278 ",
大樓,WXA00453,14454.0,東榮里,臺北市松山區民生東路五段3號,"25.05843,121.555588",2,"1916 ",
大樓,WXA00454,14455.0,東榮里,臺北市松山區民生東路五段7號,"25.05844,121.555681",2,"2513 ",
公寓,WXA01900,14456.0,東榮里,臺北市松山區民生東路五段27號,"25.058479,121.556256",1,"109 ",
公寓,WXA00023,14235.0,松基里,臺北市松山區民生東路三段110巷14號,"25.056573,121.544754",1,"128 ",
公寓,WXA00022,14236.0,松基里,"臺北市松山區民生東路三段110巷12號 ","25.056647,121.544753",1,"109 ",
公寓,WXA00421,14237.0,松基里,"臺北市松山區民生東路三段112號 ","25.057411,121.544872",1,"846 ",
公寓,WXA01306,14238.0,松基里,"臺北市松山區民生東路三段118號之1 ","25.057438,121.545325",1,"860 ",
公寓,WXA00427,14239.0,松基里,"臺北市松山區民生東路三段128號 ","25.057521,121.545997",2,"1242 ",
公寓,WXA00480,14240.0,松基里,"臺北市松山區民生東路110巷10號 ","25.056719,121.544752",1,"62 ",
公寓,WXA00481,14241.0,松基里,"臺北市松山區民生東路110巷16號 ","25.056425,121.544737",1,"61 ",
公寓,WXA01306,14242.0,松基里,"臺北市松山區復興北路181號 ","25.054746,121.544321",2,"954 ",
公寓,WXA01307,14243.0,松基里,"臺北市松山區復興北路191號 ","25.055244,121.544327",2,"864 ",
公寓,WXA01308,14244.0,松基里,"臺北市松山區復興北路201號 ","25.055686,121.544334",1,"778 ",
公寓,WXA01309,14245.0,松基里,"臺北市松山區復興北路207號 ","25.056213,121.544451",1,"1290 ",
公寓,WXA01310,14246.0,松基里,"臺北市松山區復興北路229號之1 ","25.056982,121.544442",1,"138 ",
公寓,WXA01336,14247.0,松基里,臺北市松山區復興北路231巷11號,"25.057092,121.545285",1,"462 ",
公寓,WXA01337,14248.0,松基里,"臺北市松山區復興北路231巷19號之1 ","25.05714,121.545822",1,"513 ",
公寓,WXA01338,14249.0,松基里,"臺北市松山區復興北路231巷2號 ","25.057005,121.54465",1,"184 ",
公寓,WXA01340,14250.0,松基里,"臺北市松山區復興北路231巷7號 ","25.057088,121.544961",1,"160 ",
公寓,WXA01613,14251.0,松基里,"臺北市松山區興安街172號之1 ","25.056042,121.544734",1,"53 ",
公寓,WXA01730,14252.0,松基里,"臺北市松山區民生東路三段100號 ","25.057506,121.544501",4,"1593 ",
公寓,WXA01786,14253.0,松基里,"臺北市松山區復興北路233號 ","25.057155,121.544391",1,"262 ",
公寓,WXA01787,14254.0,松基里,臺北市松山區民生東路三段130巷18弄10號,"25.056498,121.545647",1,"86 ",
公寓,WXA00075,14255.0,松基里,"臺北市松山區民生東路三段130巷18弄28號 ","25.056508,121.544987",1,"118 ",
公寓,WXA01789,14256.0,松基里,"臺北市松山區民生東路三段130巷18弄5號 ","25.056633,121.545884",1,"64 ",
公寓,WXA00482,14257.0,松基里,"臺北市松山區民生東路三段130巷34號 ","25.056197,121.546113",1,"282 ",
公寓,WXA00483,14258.0,松基里,臺北市松山區民生東路130巷18弄2號,"25.056488,121.545942",1,"262 ",
公寓,WXA00484,14259.0,松基里,"臺北市松山區民生東路130巷18弄26號 ","25.056504,121.545086",1,"38 ",
公寓,WXA00485,14260.0,松基里,臺北市松山區民生東路130巷18弄9號,"25.056633,121.54572",1,"2873 ",
公寓,WXA00489,14261.0,松基里,臺北市松山區復興北路231巷32號,"25.056926,121.545896",1,"526 ",
公寓,WXA01609,14262.0,松基里,臺北市松山區興安街137號,"25.056206,121.544704",2,"172 ",
公寓,WXA01610,14263.0,松基里,臺北市松山區興安街141號之1,"25.056177,121.544918",1,"234 ",
公寓,WXA01611,14264.0,松基里,臺北市松山區興安街147號,"25.05617,121.545135",1,"301 ",
公寓,WXA01612,14265.0,松基里,臺北市松山區興安街151號,"25.056166,121.545239",1,"550 ",
公寓,WXA01777,14266.0,松基里,臺北市松山區興安街159號,"25.056221,121.54552",1,"318 ",
公寓,WXA00073,14267.0,松基里,臺北市松山區興安街174巷3弄6號,"25.055731,121.545077",1,"97 ",
公寓,WXA00428,14268.0,松基里,"臺北市松山區民生東路三段132號 ","25.057445,121.546578",1,"1005 ",
公寓,WXA00486,14269.0,松基里,"臺北市松山區民生東路130巷5弄16號 ","25.056957,121.546865",1,"630 ",
公寓,WXA00487,14270.0,松基里,"臺北市松山區民生東路130巷5弄2號 ","25.056963,121.546353",1,"477 ",
公寓,WXA00488,14271.0,松基里,"臺北市松山區民生東路三段130巷5弄8號 ","25.056958,121.54657",1,"177 ",
公寓,WXA00491,14272.0,松基里,臺北市松山區民生東路三段140巷11號,"25.056211,121.546775",1,"316 ",
公寓,WXA00607,14273.0,松基里,臺北市松山區民生東路三段130巷9號B5,"25.056418,121.546357",5,"1202 ",
公寓,WXA00785,14274.0,松基里,臺北市松山區興安街174巷1號,"25.05583,121.544849",1,"109 ",
公寓,WXA01789,14275.0,松基里,臺北市松山區興安街174巷3弄13號,"25.0558,121.545232",1,"73 ",
公寓,WXA01784,14276.0,松基里,臺北市松山區興安街174巷3弄15號,"25.05581,121.545381",1,"49 ",
公寓,WXA01535,14277.0,松基里,臺北市松山區慶城街61號,"25.056128,121.5472",2,"2092 ",
公寓,WXA01614,14278.0,松基里,臺北市松山區興安街176號,"25.055985,121.544869",1,"125 ",
公寓,WXA01615,14279.0,松基里,臺北市松山區興安街208號,"25.055997,121.545676",1,"1105 ",
公寓,WXA01839,14280.0,松基里,臺北市松山區慶城街45號,"25.055142,121.546548",3,"4150 ",
公寓,WXA01895,14281.0,松基里,臺北市松山區民生東路三段138號,"25.057518,121.547113",2,"1066 ",
公寓,WXA00933,14282.0,松基里,臺北市松山區長春路343號,"25.054675,121.545117",2、3,"2438 ",
公寓,WXA00938,14283.0,松基里,臺北市松山區長春路457號,"25.054587,121.548102",1,"300 ",
公寓,WXA01372,14284.0,松基里,臺北市松山區敦化北路150號,"25.054684,121.548588",3,"768 ",
公寓,WXA01533,14285.0,松基里,臺北市松山區慶城街48號,"25.055143,121.546893",1,"2610 ",
公寓,WXA01839,14286.0,松基里,臺北市松山區慶城街46巷29號,"25.055149,121.5481",1,"197 ",
公寓,WXA01791,14287.0,松基里,臺北市松山區長春路445號,"25.054601,121.54729",2,"1005 ",
公寓,WXA01862,14288.0,松基里,臺北市松山區敦化北路158號,"25.055344,121.548394",4,"14589 ",
公寓,WXA01868,14289.0,松基里,臺北市松山區慶城街55號,"25.05565,121.546803",4,"3452 ",
大樓,WXA00080,13769.0,美仁里,臺北市松山區八德路三段107號,"25.048296,121.553766",1,"321 ",
大樓,WXA00082,13770.0,美仁里,臺北市松山區八德路三段113號,"25.048287,121.553912",1,"340 ",
大樓,WXA00196,13771.0,美仁里,臺北市松山區八德路三段99巷15弄10號,"25.048898,121.55398",1,"21 ",
大樓,WXA00820,13772.0,美仁里,臺北市松山區寧安街8號,"25.049081,121.554205",1,"80 ",
大樓,WXA01028,13773.0,美仁里,臺北市松山區寧安街6號,"25.048805,121.55417",1,"58 ",
大樓,WXA01184,13774.0,美仁里,臺北市松山區南京東路四段100號,"25.051431,121.554258",1,"260 ",
大樓,WXA01186,13775.0,美仁里,臺北市松山區南京東路四段106號,"25.051428,121.554433",1,"193 ",
大樓,WXA01212,13776.0,美仁里,臺北市松山區南京東路四段56號,"25.051437,121.553847",1,"253 ",
大樓,WXA01236,13777.0,美仁里,臺北市松山區南京東路四段52巷3號,"25.051079,121.553762",1,"166 ",
大樓,WXA01237,13778.0,美仁里,臺北市松山區南京東路四段52巷9號,"25.051003,121.553717",1,"65 ",
大樓,WXA01296,13779.0,美仁里,臺北市松山區寧安街68巷12號,"25.051061,121.554131",1,"44 ",
大樓,WXA01520,13780.0,美仁里,臺北市松山區寧安街60巷1號,"25.050785,121.554599",1,"313 ",
大樓,WXA01716,13781.0,美仁里,臺北市松山區寧安街68巷9號,"25.051038,121.554439",1,"128 ",
大樓,WXA01521,13782.0,美仁里,臺北市松山區寧安街68巷15號,"25.051176,121.554402",1,"72 ",
大樓,WXA01522,13783.0,美仁里,臺北市松山區寧安街68巷17號,"25.051183,121.554263",1,"110 ",
大樓,WXA01523,13784.0,美仁里,臺北市松山區寧安街68巷23號,"25.051185,121.554083",1,"146 ",
大樓,WXA01526,13785.0,美仁里,臺北市松山區寧安街68巷8號,"25.051029,121.554584",1,"80 ",
大樓,WXA01717,13786.0,美仁里,臺北市松山區南京東路四段66號,"25.051435,121.554017",1,"74 ",
大樓,WXA01847,13787.0,美仁里,臺北市松山區寧安街12號,"25.04964,121.554349",2,"3637 ",
大樓,WXA01856,13788.0,美仁里,臺北市松山區南京東路四段110號,"25.051424,121.554626",1,"1566 ",
大樓,WXA01866,13789.0,美仁里,臺北市松山區寧安街8號,"25.049081,121.554205",1、2,"401 ",
大樓,WXA00098,13790.0,美仁里,臺北市松山區八德路三段27號,"25.048313,121.552757",1,"254 ",
大樓,WXA00175,13791.0,美仁里,臺北市松山區八德路三段71巷3號,"25.048477,121.552893",2,"130 ",
大樓,WXA00176,13792.0,美仁里,臺北市松山區八德路三段71巷9弄1號,"25.048714,121.552954",1,"100 ",
大樓,WXA00177,13793.0,美仁里,臺北市松山區八德路三段71巷9弄16號,"25.048605,121.553438",1,"82 ",
大樓,WXA00193,13794.0,美仁里,臺北市松山區八德路三段99巷12-18號,"25.049208,121.553387",1,"68 ",
大樓,WXA00194,13795.0,美仁里,臺北市松山區八德路三段99巷12號之5,"25.048991,121.553535",1,"36 ",
大樓,WXA00195,13796.0,美仁里,臺北市松山區八德路三段99巷2號,"25.048575,121.553524",1,"166 ",
大樓,WXA00197,13797.0,美仁里,臺北市松山區八德路三段99巷4弄1號,"25.048715,121.553353",1,"36 ",
大樓,WXA00198,13798.0,美仁里,臺北市松山區八德路三段99巷4弄20號,"25.049019,121.55322",1,"144 ",
大樓,WXA00199,13799.0,美仁里,臺北市松山區八德路三段99巷4弄21號,"25.04906,121.553358",1,"48 ",
大樓,WXA00395,13800.0,美仁里,臺北市松山區北寧路28號,"25.049109,121.552736",1,"197 ",
大樓,WXA00398,13801.0,美仁里,臺北市松山區北寧路6號,"25.048555,121.552743",1,"193 ",
大樓,WXA01783,13802.0,美仁里,臺北市松山區八德路三段95號,"25.048309,121.553453",2,"406 ",
大樓,WXA00396,13803.0,美仁里,臺北市松山區北寧路34號,"25.049372,121.552757",1,"536 ",
大樓,WXA00397,13804.0,美仁里,臺北市松山區北寧路58號,"25.050148,121.552819",2,"4200 ",
大樓,WXA00399,13805.0,美仁里,臺北市松山區北寧路62號,"25.05066,121.552818",2,"1465 ",
大樓,"WXA00400 ",13806.0,美仁里,臺北市松山區北寧路66號,"25.050879,121.55283",1,"249 ",
大樓,WXA00401,13807.0,美仁里,臺北市松山區北寧路32巷1號,"25.049346,121.55291",1,"416 ",
大樓,WXA00402,13808.0,美仁里,臺北市松山區北寧路32巷5號,"25.049365,121.553106",1,"386 ",
大樓,WXA00403,13809.0,美仁里,臺北市松山區北寧路32巷6號,"25.049219,121.553054",1,"81 ",
大樓,WXA00813,13810.0,美仁里,臺北市松山區南京東路四段16號,"25.051324,121.553037",4,"2602 ",
大樓,WXA00814,13811.0,美仁里,臺北市松山區南京東路四段16號,"25.051324,121.553037",4,"128 ",
大樓,WXA01208,13812.0,美仁里,臺北市松山區南京東路四段50號,"25.051447,121.553462",2,"1336 ",
大樓,WXA01819,13813.0,美仁里,臺北市松山區南京東路四段52巷8號,"25.05074,121.553586",1,"368 ",
臺北市立藝文推廣處,"          WXA00097",14698.0,美仁里,臺北市松山區八德路三段25號,"25.048351,121.552017",2,"9329 ",
臺北市立體育館,WXA00948,14699.0,美仁里,臺北市松山區南京東路四段10號,"25.051327,121.551958",1、2,"8856 ",
臺北市立體育館,WXA01400,14700.0,美仁里,臺北市松山區敦化北路5號,"25.049886,121.550952",1,"929 ",
臺北市立體育館,WXA00401,14701.0,美仁里,臺北市松山區敦化北路5號,"25.049886,121.550952",1,"2229 ",
臺北市立體育館,WXA01402,14702.0,美仁里,臺北市松山區敦化北路5號,"25.049886,121.550952",1,"1032 ",
小巨蛋體育館,WXA01806,14703.0,美仁里,臺北市松山區南京東路四段2號,"25.051355,121.549954",2,"44997 ",
松山分局,WXA01879,14705.0,美仁里,臺北市松山區南京東路四段12號,"25.051356,121.552569",1,"4498 ",
台北市體育局,WXA01844,14706.0,美仁里,"臺北市松山區敦化北路1,3號","25.050286,121.547912",1,"22782 ",
公寓,WXA01597,14463.0,莊敬里,臺北市松山區撫遠街403巷8號,"25.065954,121.566038",1,"180 ",
公寓,WXA01745,14464.0,莊敬里,臺北市松山區濱江街309號,"25.071968,121.550113",1,"3745 ",
公寓,WXA01595,14465.0,莊敬里,臺北市松山區撫遠街389巷21號,"25.065154,121.566536",1,"100 ",
公寓,WXA01566,14466.0,莊敬里,臺北市松山區撫遠街382號,"25.064429,121.565625",1,"321 ",
公寓,WXA01596,14467.0,莊敬里,臺北市松山區撫遠街394巷9號,"25.064958,121.565085",1,"62 ",
公寓,WXA01790,14468.0,莊敬里,臺北市松山區撫遠街400巷2-96號,"25.065515,121.565421",1,"3049 ",
三民國小,WXA00631,14719.0,莊敬里,臺北市松山區民權東路五段1號,"25.063275,121.564279",1,"1169 ",
三民國小,WXA00632,14720.0,莊敬里,臺北市松山區民權東路五段1號,"25.063275,121.564279",1,"842 ",
三民國小,WXA01742,14721.0,莊敬里,臺北市松山區民權東路五段1號,"25.063275,121.564279",1,"3866 ",
三民國小,WXA01877,14722.0,莊敬里,臺北市松山區民權東路五段1號,"25.063275,121.564279",1,"1777 ",
大樓,WXA00414,14373.0,富泰里,臺北市松山區民生東路五段214號,"25.058868,121.565098",1,"968 ",
大樓,WXA00415,14374.0,富泰里,臺北市松山區民生東路五段218號,"25.058882,121.565264",1,"2194 ",
公寓,WXA01494,14375.0,富泰里,臺北市松山區新東街11巷1號,"25.05827,121.565901",1,"177 ",
公寓,WXA01495,14376.0,富泰里,臺北市松山區新東街11巷9號,"25.058257,121.565706",1,"165 ",
公寓,WXA01501,14377.0,富泰里,臺北市松山區新東街15巷1號,"25.058522,121.565859",1,"177 ",
公寓,WXA01502,14378.0,富泰里,臺北市松山區新東街15巷9號,"25.058503,121.565571",1,"165 ",
公寓,WXA01507,14379.0,富泰里,臺北市松山區新東街3巷9號,"25.057645,121.565555",1,"157 ",
大樓,WXA00479,14380.0,富泰里,臺北市松山區三民路102巷1號,"25.057544,121.56428",1,"652 ",
公寓,WXA00902,14381.0,富泰里,臺北市松山區三民路96巷1號,"25.057151,121.563745",1,"429 ",
大樓,WXA00412,14382.0,富泰里,臺北市松山區民生東路五段184號,"25.058194,121.563745",1,"3216 ",
大樓,WXA00413,14383.0,富泰里,臺北市松山區民生東路五段198號,"25.058719,121.564486",3,"217 ",
公寓,WXA00353,14353.0,富錦里,臺北市松山區三民路166巷1號,"25.062013,121.563419",1,"424 ",
公寓,WXA00356,14354.0,富錦里,臺北市松山區三民路180巷22號,"25.062318,121.563992",1,"113 ",
公寓,WXA00633,14355.0,富錦里,臺北市松山區民權東路五段12號,"25.062733,121.563607",1,"198 ",
公寓,WXA00635,14356.0,富錦里,臺北市松山區民權東路五段14號,"25.06275,121.56372",1,"684 ",
公寓,WXA00637,14357.0,富錦里,臺北市松山區民權東路五段26號,"25.062795,121.564053",1,"241 ",
公寓,WXA00881,14358.0,富錦里,臺北市松山區三民路180巷32號,"25.06239,121.564549",1,"172 ",
大樓,WXA00883,14359.0,富錦里,臺北市松山區三民路180巷39號,"25.062586,121.564777",1,"1744 ",
公寓,WXA00992,14360.0,富錦里,臺北市松山區三民路180巷18號,"25.062303,121.56383",1,"70 ",
公寓,WXA01388,14361.0,富錦里,臺北市松山區三民路180巷25號,"25.062483,121.564117",1,"201 ",
公寓,WXA01493,14362.0,富錦里,臺北市松山區新東街67號,"25.062135,121.565062",1,"908 ",
公寓,WXA01518,14363.0,富錦里,臺北市松山區新東街65巷4號,"25.062124,121.564796",1,"172 ",
公寓,WXA01513,14364.0,富錦里,臺北市松山區新東街51巷19號,"25.061477,121.564305",1,"669 ",
公寓,WXA01514,14365.0,富錦里,臺北市松山區新東街51巷2號,"25.061689,121.564992",1,"585 ",
公寓,WXA00416,14366.0,富錦里,臺北市松山區民生東路五段191號,"25.059194,121.565445",1,"992 ",
公寓,WXA01491,14367.0,富錦里,臺北市松山區新東街41號之4,"25.060185,121.565599",1,"81 ",
公寓,WXA01492,14368.0,富錦里,"臺北市松山區新東街41號之6 ","25.060293,121.565563",1,"181 ",
公寓,WXA01511,14369.0,富錦里,臺北市松山區新東街31巷1號,"25.059701,121.565606",1,"208 ",
公寓,WXA01512,14370.0,富錦里,臺北市松山區新東街31巷7號,"25.059688,121.565386",1,"330 ",
大樓,WXA00407,14371.0,富錦里,臺北市松山區民生東路五段165號,"25.0592,121.564136",2,"142 ",
大樓,WXA00408,14372.0,富錦里,臺北市松山區民生東路五段165號,"25.0592,121.564136",1,"142 ",
家樂福賣場,WXA00015,14739.0,富錦里,臺北市松山區三民路160號,"25.061651,121.563539",1,"4194 ",
家樂福賣場,WXA01784,14740.0,富錦里,臺北市松山區三民路160號,"25.061651,121.563539",2,"3372 ",
