編號,村里別,地址,建築物名稱,類別,地下樓層數,可容納人數,電腦編號,緯經度,備註,placemark_address
149.0,溪底村,彰化縣伸港鄉溪底村興工路66號,慶梁工業公司,地下室,1.0,76.0,JPA00187,24.172599951171996，120.51006672355592,,彰化縣伸港鄉溪底村興工路66號
150.0,溪底村,彰化縣伸港鄉溪底村工東一路50號,金亞泰公司,地下室,1.0,66.0,JPA00188,24.166185510543478，120.51184856958139,,彰化縣伸港鄉溪底村工東一路50號
151.0,溪底村,彰化縣伸港鄉溪底村工東八路2號,國宏公司,地下室,1.0,468.0,JPA00190,24.167135421200737，120.50674180108246,,彰化縣伸港鄉溪底村工東八路2號
152.0,溪底村,彰化縣伸港鄉溪底村興工路40之1號,益陽工業,地下室,1.0,318.0,JPA00191,24.160627820770106，120.50938058122658,,彰化縣伸港鄉溪底村興工路40之1號
153.0,溪底村,彰化縣伸港鄉溪底村工西一路64號,民宅,地下室,1.0,85.0,JPA00193,24.16965440415927，120.5082849812268,,彰化縣伸港鄉溪底村工西一路64號
154.0,新港村,彰化縣伸港鄉新港村新港路60之1號,民宅,地下室,1.0,69.0,JPA00195,24.14208018354904，120.48771818122607,,彰化縣伸港鄉新港村新港路60之1號
155.0,新港村,彰化縣伸港鄉新港村新興路100號,伸港漁會,地下室,1.0,236.0,JPA00269,24.145297568570218，120.48684681190977,,彰化縣伸港鄉新港村新興路100號
156.0,新港村,彰化縣伸港鄉新港村忠孝路31號,民宅,地下室,1.0,516.0,JPA00201,24.14871490307067，120.48562686588446,,彰化縣伸港鄉新港村忠孝路31號
157.0,新港村,彰化縣伸港鄉新港村忠孝路30號,忠孝醫院,地下室,1.0,452.0,JPA00202,24.14908637138343，120.4858264965681,,彰化縣伸港鄉新港村忠孝路30號
158.0,新港村,彰化縣伸港鄉新港村忠孝路30號,忠孝醫院,地下室,1.0,452.0,JPA00204,24.14908637138343，120.4858264965681,,彰化縣伸港鄉新港村忠孝路30號
159.0,新港村,彰化縣伸港鄉新港村新港路237巷17號,伸港鄉農會,地下室,1.0,573.0,JPA00205,24.1474518649387，120.48687718307434,,彰化縣伸港鄉新港村新港路237巷17號
160.0,新港村,彰化縣伸港鄉新港村中山東路127號,伸港鄉農會,地下室,1.0,749.0,JPA00233,24.147654384564017，120.4875530984163,,彰化縣伸港鄉新港村中山東路127號
161.0,新港村,彰化縣伸港鄉新港村新港路50之1號,民宅,地下室,1.0,366.0,JPA00214,24.141491717935214，120.4878171658842,,彰化縣伸港鄉新港村新港路50之1號
162.0,新港村,彰化縣伸港鄉新港村新港路60之2號,民宅,地下室,1.0,372.0,JPA00215,24.14208997397657，120.4878361984161,,彰化縣伸港鄉新港村新港路60之2號
163.0,曾家村,彰化縣伸港鄉曾家村曾家路2號之27,伸港國小,地下室,1.0,738.0,JPA00216,24.146097877084884，120.47590588122623,,彰化縣伸港鄉曾家村曾家路2號之27
164.0,曾家村,彰化縣伸港鄉曾家村曾家路2號之1,易楊紡織,地下室,1.0,278.0,JPA00217,24.146097877084884，120.47590588122623,,彰化縣伸港鄉曾家村曾家路2號之1
165.0,蚵寮村,彰化縣伸港鄉蚵寮村線工北一路15號,臺灣日產公司,地下室,1.0,138.0,JPA00220,24.153884791347373，120.44942879656826,,彰化縣伸港鄉蚵寮村線工北一路15號
166.0,蚵寮村,彰化縣伸港鄉蚵寮村線工北一路36號,民宅,地下室,1.0,94.0,JPA00222,24.15586818258759，120.45190241006185,,彰化縣伸港鄉蚵寮村線工北一路36號
167.0,埤墘村,彰化縣伸港鄉埤墘村埤墘一路167號,民宅,地下室,1.0,564.0,JPA00227,24.143694142238616，120.49309132540346,,彰化縣伸港鄉埤墘村埤墘一路167號
168.0,全興村,彰化縣伸港鄉全興村全興路1號之18,伸銘紡織公司,地下室,1.0,90.0,JPA00228,24.17086687840918，120.48947641006228,,彰化縣伸港鄉全興村全興路1號之18
169.0,定興村,彰化縣伸港鄉定興村彰新路7段464巷8號,民宅,地下室,1.0,98.0,JPA00230,24.15878864582374，120.49846374074572,,彰化縣伸港鄉定興村彰新路7段464巷8號
170.0,定興村,彰化縣伸港鄉定興村彰新路7段464巷4號,民宅,地下室,1.0,180.0,JPA00233,24.15866166769113，120.49841136958105,,彰化縣伸港鄉定興村彰新路7段464巷4號
171.0,寓埔村,彰化縣線西鄉寓埔村中央路135號,線西國小,地下室,1.0,417.0,JPA00238,24.131451600644816，120.46981542725136,,彰化縣線西鄉寓埔村中央路135號
172.0,寓埔村,彰化縣線西鄉寓埔村彰濱東九路9號,民宅,地下室,1.0,225.0,JPA00244,24.144218512086287，120.43676574074517,,彰化縣線西鄉寓埔村彰濱東九路9號
173.0,寓埔村,彰化縣線西鄉寓埔村彰濱東六路3號,民宅,地下室,1.0,73.0,JPA00248,24.139596559449448，120.43226916773236,,彰化縣線西鄉寓埔村彰濱東六路3號
174.0,塭仔村,彰化縣線西鄉塭仔村彰濱東一路3號,民宅,地下室,1.0,641.0,JPA00255,24.128689413618016，120.43306033889662,,彰化縣線西鄉塭仔村彰濱東一路3號
175.0,塭仔村,彰化縣線西鄉塭仔村彰濱東二路5號,民宅,地下室,1.0,113.0,JPA00256,24.130215742115222，120.4326044388967,,彰化縣線西鄉塭仔村彰濱東二路5號
176.0,塭仔村,彰化縣線西鄉塭仔村彰濱東二路10號,新華金屬工業公司,地下室,1.0,210.0,JPA00263,24.13077838880808，120.43276224074496,,彰化縣線西鄉塭仔村彰濱東二路10號
177.0,溝內村,彰化縣線西鄉溝內村彰濱東二路16號,民宅,地下室,1.0,648.0,JPA00268,24.130807301680978，120.43048246958044,,彰化縣線西鄉溝內村彰濱東二路16號
178.0,溝內村,彰化縣線西鄉溝內村彰濱東三路12號,昌謚公司,地下室,1.0,428.0,JPA00270,24.134064442800945，120.4290537542386,,彰化縣線西鄉溝內村彰濱東三路12號
179.0,溝內村,彰化縣線西鄉溝內村線工南二路3號,勝一化工,地下室,1.0,288.0,JPA00274,24.128423628947843，120.42968574074484,,彰化縣線西鄉溝內村線工南二路3號
180.0,溝內村,彰化縣線西鄉溝內村彰濱東五路11號,民宅,地下室,1.0,152.0,JPA00275,24.137138145618945，120.43266239656778,,彰化縣線西鄉溝內村彰濱東五路11號
181.0,溝內村,彰化縣線西鄉溝內村彰濱東八路8號,聯美林業,地下室,1.0,80.0,JPA00257,24.13243302854935，120.43449033889674,,彰化縣線西鄉溝內村彰濱東八路8號
182.0,溝內村,彰化縣線西鄉溝內村彰濱東三路8號,健和興端子股份公司,地下室,1.0,880.0,JPA00258,24.133147291503867，120.43090694259318,,彰化縣線西鄉溝內村彰濱東三路8號
183.0,溝內村,彰化縣線西鄉溝內村彰濱東二路12號,欣偉公司,地下室,1.0,380.0,JPA00291,24.130723567074412，120.43207972540306,,彰化縣線西鄉溝內村彰濱東二路12號
184.0,溝內村,彰化縣線西鄉溝內村線工南二路16號,民宅,地下室,1.0,206.0,JPA00292,24.13411276058618，120.43231955239042,,彰化縣線西鄉溝內村線工南二路16號
185.0,溝內村,彰化縣線西鄉溝內村線工南二路18號,民宅,地下室,1.0,794.0,JPA00296,24.133056789198374，120.4322855254031,,彰化縣線西鄉溝內村線工南二路18號
186.0,頂犁村,彰化縣線西鄉頂犁村和線路851號,民宅,地下室,1.0,82.0,JPA00301,24.128591396721017，120.47081756958033,,彰化縣線西鄉頂犁村和線路851號
187.0,頂犁村,彰化縣線西鄉頂犁村和線路879號,緯綸公司,地下室,1.0,109.0,JPA00012,24.12895097046762，120.47065755423849,,彰化縣線西鄉頂犁村和線路879號
188.0,頂犁村,彰化縣線西鄉頂犁村線工北一路2號,洛克伍德,地下室,1.0,82.0,JPA00071,24.14939296054662，120.44693676773271,,彰化縣線西鄉頂犁村線工北一路2號
189.0,線西村,彰化縣線西鄉線西村彰濱東一路2號,民宅,地下室,1.0,204.0,JPA00089,24.128829096320544，120.43414042725126,,彰化縣線西鄉線西村彰濱東一路2號
190.0,線西村,彰化縣線西鄉線西村彰濱東二路9號,民宅,地下室,1.0,213.0,JPA00189,24.130100559631344，120.43265213889663,,彰化縣線西鄉線西村彰濱東二路9號
