類別,建築物名稱,電腦編號,村里別,地址,地下樓層數,可容納人數,派出所,備註,經度,緯度
大樓,,D402000013,成功里,新北市三重區成功里成功路70號,2.0,547.0,中興橋派出所,,121.488403,25.050912
公寓,,D402000015,永春里,新北市三重區永春里中寮街87巷12號,1.0,822.0,中興橋派出所,,121.493186,25.057456
公寓,,D402000016,永春里,新北市三重區永春里永春街10號,1.0,80.0,中興橋派出所,,121.49355,25.057243
公寓,,D402000017,永春里,新北市三重區永春里光明路96巷7號,1.0,23.0,中興橋派出所,,121.492575,25.056591
大樓,,D402000018,重明里,新北市三重區重明里重陽路1段60巷28號,3.0,57.0,中興橋派出所,,121.485606,25.058157
大樓,,D402000024,福祉里,新北市三重區福祉里重新路4段214巷5弄1號,2.0,1322.0,中興橋派出所,,121.486488,25.054216
大樓,,D402000029,福祉里,新北市三重區福祉里重新路4段99號,1.0,445.0,中興橋派出所,,121.485002,25.054797
大樓,,D402000030,福祉里,新北市三重區福祉里重新路4段87號,2.0,700.0,中興橋派出所,,121.48616,25.055783
大樓,,D402000031,光明里,新北市三重區光明里集美街148號,1.0,239.0,中興橋派出所,,121.489648,25.053127
大樓,,D402000032,光明里,新北市三重區光明里集美街247巷7號,1.0,239.0,中興橋派出所,,121.492376,25.054977
大樓,,D402000033,光明里,新北市三重區光明里集美街247巷15號,1.0,277.0,中興橋派出所,,121.492593,25.054842
大樓,,D402000034,光明里,新北市三重區光明里集美街218號,1.0,306.0,中興橋派出所,,121.491734,25.055544
大樓,,D402000035,光明里,新北市三重區光明里重新路4段12號,1.0,446.0,中興橋派出所,,121.488758,25.057754
大樓,,D402000036,光明里,新北市三重區光明里重新路4段98號,2.0,163.0,中興橋派出所,,121.487847,25.057138
大樓,台北都會大樓,D402000039,光明里,新北市三重區光明里重安街60號,3.0,215.0,中興橋派出所,,121.491069,25.057427
大樓,,D402000042,光明里,新北市三重區光明里重安街55號,2.0,215.0,中興橋派出所,,121.491828,25.056379
大樓,,D402000047,光明里,新北市三重區光明里集美街210號,2.0,956.0,中興橋派出所,,121.491234,25.054273
大樓,,D402000057,光明里,新北市三重區光明里中正南路177號,1.0,249.0,中興橋派出所,,121.493502,25.055339
大樓,,D402000059,福德里,新北市三重區福德里重新路4段254號,1.0,837.0,中興橋派出所,,121.485757,25.053299
大樓,,D402000062,福德里,新北市三重區福德里成功路171號,2.0,251.0,中興橋派出所,,121.486278,25.052595
大樓,,D402000064,福德里,新北市三重區福德里成功路110號,4.0,767.0,中興橋派出所,,121.487095,25.05159
大樓,,D402000065,福德里,新北市三重區福德里成功路106號,3.0,1566.0,中興橋派出所,,121.487228,25.051461
大樓,,D402000067,福德里,新北市三重區福德里成功路143號,1.0,1525.0,中興橋派出所,,121.487027,25.052184
大樓,,D402000068,福德里,新北市三重區福德里成功路141號,1.0,105.0,中興橋派出所,,121.487097,25.052149
大樓,,D402000069,光正里,新北市三重區光正里重安街103號,2.0,68.0,中興橋派出所,,121.494056,25.055098
公寓,,D402000070,光正里,新北市三重區光正里新興路31巷1號,1.0,1973.0,中興橋派出所,,121.492325,25.05365
公寓,,D402000071,光正里,新北市三重區光正里新興路33號,1.0,261.0,中興橋派出所,,121.492091,25.053557
公寓,,D402000072,菜寮里,新北市三重區菜寮里光明路4號,1.0,446.0,中興橋派出所,,121.49099,25.058993
公寓,,D402000073,菜寮里,新北市三重區菜寮里光明路12號,1.0,61.0,中興橋派出所,,121.491082,25.058886
公寓,,D402000074,菜寮里,新北市三重區菜寮里光明路32巷23弄1號,1.0,87.0,中興橋派出所,,121.49211,25.058719
公寓,,D402000075,菜寮里,新北市三重區菜寮里光明路32巷23弄6號,1.0,417.0,中興橋派出所,,121.492381,25.058579
公寓,,D402000076,菜寮里,新北市三重區菜寮里中寮街37號,1.0,25.0,中興橋派出所,,121.492583,25.058784
大樓,,D402000077,成功里,新北市三重區成功里成功路52號,2.0,53.0,中興橋派出所,,121.488926,25.05065
大樓,,D402000080,成功里,新北市三重區成功里成功路108巷2號,2.0,1328.0,中興橋派出所,,121.487135,25.051214
大樓,,D402000081,成功里,新北市三重區成功里成功路108巷6號,2.0,138.0,中興橋派出所,,121.487087,25.051062
大樓,,D402000082,光正里,新北市三重區光正里中正南路246號,1.0,772.0,中興橋派出所,,121.493536,25.054
大樓,建良汽車美容,D402000083,成功里,新北市三重區成功里環河南路254巷32號,1.0,125.0,中興橋派出所,,121.49011,25.05104
大樓,,D402000084,重明里,新北市三重區重明里捷運路19巷13號,1.0,246.0,中興橋派出所,,121.485043,25.057052
公寓,,D402000085,光明里,新北市三重區光明里重安街1號,1.0,314.0,中興橋派出所,,121.489944,25.058449
大樓,,D402000086,永春里,新北市三重區永春里中正南路155號,1.0,2925.0,中興橋派出所,,121.493743,25.056327
大樓,,D402000087,光明里,新北市三重區光明里重安街35號,1.0,338.0,中興橋派出所,,121.491198,25.056866
大樓,,D402000088,光明里,新北市三重區光明里集美街142號,1.0,1054.0,中興橋派出所,,121.489459,25.053211
大樓,,D402000089,重明里,新北市三重區重明里三陽路2號,1.0,234.0,中興橋派出所,,121.486043,25.058528
大樓,,D402000090,菜寮里,新北市三重區菜寮里中寮街57巷18號,1.0,1481.0,中興橋派出所,,121.492768,25.057794
大樓,,D402000091,光明里,新北市三重區光明里集美街207巷10弄1號,1.0,470.0,中興橋派出所,,121.492327,25.054527
大樓,,D402000092,光明里,新北市三重區光明里集美街247巷33號,1.0,827.0,中興橋派出所,,121.49306,25.054553
公寓,,D402000093,成功里,新北市三重區成功里成功路21號,1.0,503.0,中興橋派出所,,121.490168,25.05049
大樓,,D402000094,成功里,新北市三重區成功里成功路50巷37號,1.0,355.0,中興橋派出所,,121.488094,25.049692
大樓,,D402000095,光正里,新北市三重區光正里中正南路248號,1.0,464.0,中興橋派出所,,121.493501,25.053806
大樓,,D402000096,成功里,新北市三重區成功里成功路50巷57號,1.0,1256.0,中興橋派出所,,121.487791,25.050142
大樓,,D402000097,光明里,新北市三重區光明里集美街126巷25號,1.0,1256.0,中興橋派出所,,121.489878,25.053729
大樓,,D402000098,成功里,新北市三重區成功里成功路50巷50號,1.0,176.0,中興橋派出所,,121.488112,25.049553
大樓,,D402000099,成功里,新北市三重區成功里環河南路254巷10號,1.0,811.0,中興橋派出所,,121.490665,25.050735
大樓,,D402000100,重明里,新北市三重區重明里朝陽街53號,1.0,1362.0,中興橋派出所,,121.483458,25.057321
大樓,,D402000101,重明里,新北市三重區重明里朝陽街29巷30號,1.0,341.0,中興橋派出所,,121.483897,25.056815
大樓,,D402000102,重明里,新北市三重區重明里朝陽街26巷32號,1.0,78.0,中興橋派出所,,121.483099,25.056575
大樓,,D402000103,成功里,新北市三重區成功里成功路108巷4弄1號,1.0,114.0,中興橋派出所,,121.48709,25.051169
大樓,,D402000104,重明里,新北市三重區重明里捷運路37巷2號,1.0,248.0,中興橋派出所,,121.483947,25.05605
大樓,,D402000105,光明里,新北市三重區光明里中正南路185號,1.0,165.0,中興橋派出所,,121.493439,25.055144
大樓,,D402000106,福祉里,新北市三重區福祉里捷運路22巷21號,1.0,372.0,中興橋派出所,,121.484736,25.055057
大樓,,D402000107,成功里,新北市三重區成功里成功路104巷2號,2.0,327.0,中興橋派出所,,121.487481,25.051173
公寓,,D402000108,成功里,新北市三重區成功里成功路21號,1.0,681.0,中興橋派出所,,121.490168,25.05049
大樓,,D402000109,成功里,新北市三重區成功里環河南路241號,1.0,406.0,中興橋派出所,,121.491705,25.051197
大樓,台北威尼斯,D402000110,成功里,新北市三重區成功里成功路22號,1.0,640.0,中興橋派出所,,121.489819,25.050198
大樓,,D402000111,光正里,新北市三重區光正里中正南路242號,4.0,2844.0,中興橋派出所,,121.493613,25.05421
大樓,,D402000112,成功里,新北市三重區成功里成功路55號,2.0,109.0,中興橋派出所,,121.48934,25.050952
大樓,,D402000113,成功里,新北市三重區成功里成功路50巷36號,2.0,193.0,中興橋派出所,,121.488554,25.049294
大樓,,D402000114,福祉里,新北市三重區福祉里重新路4段172號,1.0,765.0,中興橋派出所,,121.486421,25.055411
大樓,,D402000115,福祉里,新北市三重區福祉里重新路4段95號,1.0,617.0,中興橋派出所,,121.485802,25.055176
大樓,,D402000116,福祉里,新北市三重區福祉里重新路4段95號,1.0,266.0,中興橋派出所,,121.485802,25.055176
大樓,,D402000117,成功里,新北市三重區成功里成功路73巷8號,1.0,1195.0,中興橋派出所,,121.488981,25.049903
大樓,,D402000118,永春里,新北市三重區永春里中正南路145號,1.0,67.0,中興橋派出所,,121.493821,25.056703
大樓,,D402000119,福祉里,新北市三重區福祉里重新路4段184巷7弄9號,1.0,390.0,中興橋派出所,,121.486477,25.054825
大樓,,D402000120,光明里,新北市三重區光明里集美街247巷16號,1.0,886.0,中興橋派出所,,121.492846,25.054848
大樓,,D402000121,成功里,新北市三重區成功里成功路50巷29號,1.0,136.0,中興橋派出所,,121.488377,25.049815
大樓,,D402000122,福祉里,新北市三重區福祉里重新路4段214巷8號,1.0,358.0,中興橋派出所,,121.486566,25.0544
大樓,,D402000123,光明里,新北市三重區光明里集美街210號,1.0,110.0,中興橋派出所,,121.491234,25.054273
大樓,肯特商務飯店,D402000124,福民里,新北市三重區福民里成功路75號,2.0,2380.0,中興橋派出所,,121.4889,25.0512
大樓,,D402000125,重明里,新北市三重區重明里捷運路19巷11號,1.0,393.0,中興橋派出所,,121.485072,25.056934
大樓,,D402000126,成功里,新北市三重區成功里成功路50巷15號,1.0,190.0,中興橋派出所,,121.488512,25.050194
大樓,,D402000127,成功里,新北市三重區成功里成功路50巷24號,1.0,441.0,中興橋派出所,,121.488522,25.049729
大樓,,D402000128,光正里,新北市三重區光正里中正南路224號,1.0,570.0,中興橋派出所,,121.493694,25.054692
大樓,,D402000129,成功里,新北市三重區成功里成功路50巷15號,1.0,222.0,中興橋派出所,,121.488512,25.050194
大樓,,D402000130,光正里,新北市三重區光正里中正南路251號,1.0,101.0,中興橋派出所,,121.49305,25.053346
公寓,,D402000131,光明里,新北市三重區光明里集美街10號,1.0,846.0,中興橋派出所,,121.487924,25.056467
大樓,,D402000132,光明里,新北市三重區光明里集美街10號,1.0,1840.0,中興橋派出所,,121.487924,25.056467
大樓,,D402000133,福祉里,新北市三重區福祉里重新路4段154號,1.0,661.0,中興橋派出所,,121.486628,25.055863
大樓,,D402000134,永春里,新北市三重區永春里中正南路131號,1.0,552.0,中興橋派出所,,121.493911,25.057048
大樓,,D402000135,重明里,新北市三重區重明里捷運路11號,1.0,463.0,中興橋派出所,,121.485714,25.056441
大樓,,D402000136,福民里,新北市三重區福民里成功路73巷6號,1.0,2724.0,中興橋派出所,,121.489216,25.051698
大樓,,D402000137,光明里,新北市三重區光明里集美街116號,1.0,607.0,中興橋派出所,,121.488758,25.053875
公寓,,D402000138,光明里,新北市三重區光明里集美街60號,1.0,606.0,中興橋派出所,,121.489442,25.054971
公寓,,D402000139,光明里,新北市三重區光明里集美街212號,1.0,1120.0,中興橋派出所,,121.491473,25.054693
大樓,,D402000140,光明里,新北市三重區光明里集美街217號,3.0,845.0,中興橋派出所,,121.491902,25.054763
大樓,,D402000141,福祉里,新北市三重區福祉里捷運路26號,1.0,397.0,中興橋派出所,,121.484857,25.055635
大樓,,D402000142,成功里,新北市三重區成功里成功路104巷16號,1.0,413.0,中興橋派出所,,121.487421,25.050699
大樓,,D402000143,成功里,新北市三重區成功里成功路104巷11號,1.0,465.0,中興橋派出所,,121.487513,25.050649
大樓,,D402000144,福祉里,新北市三重區福祉里重新路4段226號,1.0,762.0,中興橋派出所,,121.485937,25.054068
大樓,,D402000145,重明里,新北市三重區重明里重陽路1段60巷32號,1.0,478.0,中興橋派出所,,121.485377,25.058172
公寓,,D402000146,光明里,新北市三重區光明里集美街212號,1.0,217.0,中興橋派出所,,121.491473,25.054693
大樓,,D402000148,光明里,新北市三重區光明里重新路4段28號,1.0,40.0,中興橋派出所,,121.48827,25.057438
大樓,,D402000149,成功里,新北市三重區成功里成功路96號,1.0,913.0,中興橋派出所,,121.487774,25.051293
大樓,,D402000150,成功里,新北市三重區成功里成功路1號,1.0,508.0,中興橋派出所,,121.490687,25.050257
大樓,,D402000151,重明里,新北市三重區重明里重陽路1段26巷26號,1.0,214.0,中興橋派出所,,121.48584,25.057182
大樓,,D402000152,福祉里,新北市三重區福祉里重新路4段214巷10號,1.0,129.0,中興橋派出所,,121.486652,25.054419
公寓,,D402000153,菜寮里,新北市三重區菜寮里中寮街1號,1.0,66.0,中興橋派出所,,121.492194,25.059361
大樓,,D402000154,福民里,新北市三重區福民里集美街71號,1.0,230.0,中興橋派出所,,121.491049,25.053617
大樓,,D402000155,永春里,新北市三重區永春里鄰中寮街99號,1.0,381.0,中興橋派出所,,121.493867,25.057501
大樓,,D402000156,光明里,新北市三重區光明里重安街19號,1.0,63.0,中興橋派出所,,121.49296,25.055125
大樓,,D402000157,福祉里,新北市三重區福祉里捷運路22巷30號,1.0,133.0,中興橋派出所,,121.484719,25.054438
大樓,,D402000158,福祉里,新北市三重區福祉里福祉街68號,1.0,924.0,中興橋派出所,,121.48418,25.054398
大樓,,D402000159,成功里,新北市三重區成功里新興路6號,1.0,130.0,中興橋派出所,,121.4927095,25.05306653
大樓,,D402000160,成功里,新北市三重區成功里成功一街31號,1.0,445.0,中興橋派出所,,121.4862615,25.05051529
大樓,左岸京站,D402000161,成功里,新北市三重區成功里17鄰疏洪東路一段38號,1.0,711.0,中興橋派出所,,121.4863587,25.04900698
大樓,,D402000162,福祉里,新北市三重區福祉里疏洪東路1段136號,1.0,584.0,中興橋派出所,,121.4840853,25.05284601
大樓,,D402000163,重明里,新北市三重區重明里14鄰朝陽街16巷1號,1.0,549.0,中興橋派出所,,121.48355,25.05666916
大樓,三松MPARK,D402000164,成功里,新北市三重區成功里16鄰成功二街50號,1.0,301.0,中興橋派出所,,121.4872426,25.05010286
大樓,順天淳美術社區,D402000165,成功里,新北市三重區成功里3鄰成功一街50巷10號,1.0,1113.0,中興橋派出所,,121.4861945,25.05063491
大樓,,D402000166,福祉里,新北市三重區福祉里20鄰重新路4段153號,1.0,1495.0,中興橋派出所,,121.4844557,25.05292225
大樓,,D402000167,重明里,新北市三重區重明里11鄰捷運路43號,1.0,822.0,中興橋派出所,,121.4838524,25.0562017
公寓,,D403000001,光輝里,新北市三重區光輝里文化南路43號,1.0,367.0,大同派出所,,121.500181,25.061424
公寓,,D403000002,光輝里,新北市三重區光輝里文化南路47巷55號,1.0,88.0,大同派出所,,121.498774,25.061077
公寓,,D403000003,光輝里,新北市三重區光輝里文化南路57號,1.0,74.0,大同派出所,,121.500216,25.061053
公寓,,D403000004,光輝里,新北市三重區光輝里文化南路65巷3號,1.0,34.0,大同派出所,,121.49994,25.060889
公寓,,D403000005,光輝里,新北市三重區光輝里文化南路47巷61號,1.0,31.0,大同派出所,,121.498635,25.061094
公寓,,D403000006,光輝里,新北市三重區光輝里文化南路67號,1.0,34.0,大同派出所,,121.500228,25.060819
大樓,,D403000007,光輝里,新北市三重區光輝里文化南路60號,1.0,27.0,大同派出所,,121.499767,25.060761
公寓,,D403000008,光輝里,新北市三重區光輝里文化南路65巷48號,1.0,343.0,大同派出所,,121.498521,25.060607
公寓,,D403000010,光榮里,新北市三重區光榮里重新路2段36巷14號,1.0,22.0,大同派出所,,121.499702,25.062433
大樓,,D403000011,光榮里,新北市三重區光榮里重新路2段6號,1.0,30.0,大同派出所,,121.499774,25.062779
公寓,,D403000012,光榮里,新北市三重區光榮里福裕街36號,1.0,92.0,大同派出所,,121.499063,25.061519
大樓,,D403000013,仁德里,新北市三重區仁德里正義南路13號,1.0,24.0,大同派出所,,121.497949,25.061727
大樓,,D403000014,仁德里,新北市三重區仁德里重新路2段64號,1.0,218.0,大同派出所,,121.497795,25.062061
公寓,,D403000015,仁德里,新北市三重區仁德里正義南路31號,1.0,398.0,大同派出所,,121.498064,25.061097
公寓,,D403000016,仁義里,新北市三重區仁義里大同南路146巷2號,1.0,15.0,大同派出所,,121.497328,25.058134
公寓,,D403000017,仁義里,新北市三重區仁義里大同南路146巷2號,1.0,137.0,大同派出所,,121.497328,25.058134
公寓,,D403000018,仁義里,新北市三重區仁義里大同南路150號,1.0,37.0,大同派出所,,121.496551,25.057808
公寓,,D403000019,平和里,新北市三重區平和里大同南路81巷26弄18號,1.0,110.0,大同派出所,,121.494579,25.059143
大樓,,D403000020,平和里,新北市三重區平和里中正南路82號,1.0,31.0,大同派出所,,121.494408,25.059009
公寓,,D403000021,大安里,新北市三重區大安里大同南路151號,1.0,429.0,大同派出所,,121.496584,25.057198
大樓,,D403000022,大安里,新北市三重區大安里大同南路117巷21號,1.0,210.0,大同派出所,,121.495527,25.057873
公寓,,D403000023,大安里,新北市三重區大安里仁化街144號,1.0,568.0,大同派出所,,121.494661,25.057705
公寓,,D403000024,大安里,新北市三重區大安里大同南路117巷16號,1.0,32.0,大同派出所,,121.495894,25.058129
大樓,,D403000025,大安里,新北市三重區大安里仁化街172號,1.0,206.0,大同派出所,,121.494809,25.05721
大樓,,D403000029,同慶里,新北市三重區同慶里環河南路120號,1.0,693.0,大同派出所,,121.497897,25.056224
公寓,,D403000032,吉利里,新北市三重區吉利里仁化街59號,1.0,472.0,大同派出所,,121.493723,25.059139
公寓,,D403000033,吉利里,新北市三重區吉利里中正南路150號,1.0,153.0,大同派出所,,121.494279,25.057268
公寓,,D403000034,中正里,新北市三重區中正里仁化街31巷29號,1.0,37.0,大同派出所,,121.492737,25.059185
公寓,,D403000035,中正里,新北市三重區中正里中寮街26號,1.0,33.0,大同派出所,,121.492532,25.059138
大樓,,D403000036,中正里,新北市三重區中正里重新路3段126號,1.0,80.0,大同派出所,,121.492133,25.060083
大樓,,D403000037,中正里,新北市三重區中正里重新路3段106號,1.0,465.0,大同派出所,,121.492581,25.060381
大樓,,D403000039,大同里,新北市三重區大同里重新路3段10號,1.0,267.0,大同派出所,,121.495269,25.061403
公寓,,D403000041,大同里,新北市三重區大同里重新路3段60巷4號,1.0,362.0,大同派出所,,121.493966,25.060947
公寓,,D403000042,中民里,新北市三重區中民里中正南路60巷2號,1.0,97.0,大同派出所,,121.494459,25.059908
公寓,,D403000043,中民里,新北市三重區中民里中正南路60巷4號,1.0,41.0,大同派出所,,121.494292,25.059817
公寓,,D403000044,中民里,新北市三重區中民里大同南路17號,1.0,41.0,大同派出所,,121.495255,25.059833
公寓,,D403000045,中民里,新北市三重區中民里大同南路19巷2弄7號,1.0,24.0,大同派出所,,121.495256,25.060523
公寓,,D403000046,中民里,新北市三重區中民里中正南路52巷9號,1.0,572.0,大同派出所,,121.494295,25.060103
公寓,,D403000047,中民里,新北市三重區中民里大同南路52巷1號,1.0,61.0,大同派出所,,121.495678,25.059887
公寓,,D403000048,中民里,新北市三重區中民里大同南路19巷2弄4號,1.0,62.0,大同派出所,,121.495507,25.060489
