類別,村里別,地址,地下樓層數,可容納人數,轄管分局,備註
公寓,關帝里,新竹市東區關帝里04鄰南門街86號,1.0,54.0,第三分局,
公寓,關帝里,新竹市東區關帝里06鄰文昌街85號,1.0,29.0,第三分局,
公寓,關帝里,新竹市東區關帝里06鄰中南街46號,1.0,108.0,第三分局,
公寓,振興里,新竹市東區振興里10鄰食品路547號,1.0,534.0,第三分局,
公寓,振興里,新竹市東區振興里13鄰南大路550巷40號,1.0,66.0,第三分局,
公寓,振興里,新竹市東區振興里11鄰南大路550巷12弄5號,1.0,49.0,第三分局,
公寓,振興里,新竹市東區振興里09鄰食品路590號,1.0,101.0,第三分局,
公寓,振興里,新竹市東區振興里10鄰南大路538號,1.0,48.0,第三分局,
公寓,振興里,新竹市東區振興里09鄰食品路551號,1.0,84.0,第三分局,
公寓,振興里,新竹市東區振興里11鄰興學街44-48號,1.0,109.0,第三分局,
公寓,振興里,新竹市東區振興里06鄰興學街84號,1.0,33.0,第三分局,
公寓,振興里,新竹市東區振興里06鄰興學街84號,1.0,144.0,第三分局,
新竹國小,振興里,新竹市東區振興里06鄰興學街106號,1.0,280.0,第三分局,
新竹國小,振興里,新竹市東區振興里06鄰興學街106號,1.0,296.0,第三分局,
公寓,振興里,新竹市東區振興里02鄰興學街37-39號,1.0,92.0,第三分局,
公寓,振興里,新竹市東區振興里04鄰興學街5-7號,1.0,172.0,第三分局,
新竹國小,振興里,新竹市東區振興里06鄰興學街106號,1.0,54.0,第三分局,
新竹國小,振興里,新竹市東區振興里06鄰興學街106號,1.0,60.0,第三分局,
公寓,振興里,新竹市東區振興里02鄰興學街23號,1.0,36.0,第三分局,
公寓,振興里,新竹市東區振興里06鄰興學街109號,1.0,24.0,第三分局,
公寓,振興里,新竹市東區振興里05鄰南大路430號,1.0,108.0,第三分局,
公寓,振興里,"新竹市東區振興里02鄰興學街9,11,13號",1.0,26.0,第三分局,
公寓,振興里,新竹市東區振興里05鄰南大路446號,1.0,38.0,第三分局,
公寓,振興里,新竹市東區振興里05鄰南大路418號,1.0,20.0,第三分局,
公寓,振興里,新竹市東區振興里興學路14號 ,1.0,20.0,第三分局,
公寓,振興里,新竹市東區振興里05鄰南大路428號,1.0,1122.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里18鄰東南街163號,1.0,26.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里07鄰東南街69巷22-26號,1.0,33.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里13鄰東南街53巷16號,1.0,38.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里19鄰食品路204號,1.0,77.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里07鄰東南街75號,1.0,10.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里13鄰東南街167巷1號,1.0,72.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里08鄰東南街115號,1.0,64.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里07鄰東南街53巷6弄14號,1.0,28.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里07鄰東南街53巷6弄5號,1.0,272.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里13鄰東南街53巷10弄16號,1.0,34.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里27鄰東南街239巷1號,1.0,161.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里23鄰食品路169號,1.0,60.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里20鄰食品路179號,1.0,61.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里26鄰東南街167巷53弄10號,1.0,34.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里26鄰東南街167巷53弄9.11號,1.0,65.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里20鄰東南街237號,1.0,152.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里25鄰食品路176號,1.0,22.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里25鄰食品路174號,1.0,24.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里22鄰培英街32巷22號,1.0,328.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里23鄰食品路177巷24號,1.0,352.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里25鄰食品路160號,1.0,68.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里25鄰食品路186號,1.0,40.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里25鄰食品路184號,1.0,40.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里25鄰食品路182號,1.0,40.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里25鄰食品路178號,1.0,25.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里25鄰食品路188號,1.0,42.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里22鄰培英街32巷15號,1.0,142.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里25鄰食品路191巷25號,1.0,160.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里22鄰食品路165巷40號,1.0,65.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里27鄰食品路191巷36號,1.0,44.0,第三分局,
新竹鐵路局工務段辦公室,下竹里,新竹市東區下竹里02鄰東南街15號,1.0,92.0,第三分局,
公寓,福德里,新竹市東區福德里10鄰中華路2段675號,1.0,26.0,第三分局,
公寓,福德里,新竹市東區福德里02鄰德高街4號,1.0,26.0,第三分局,
公寓,福德里,新竹市東區福德里06鄰福德街14號,1.0,25.0,第三分局,
大樓,福德里,新竹市東區福德里06鄰林森路180號,1.0,392.0,第三分局,
公寓,福德里,新竹市東區福德里02鄰德高街6號,1.0,44.0,第三分局,
公寓,福德里,新竹市東區福德里12鄰林森路182巷14號,1.0,54.0,第三分局,
公寓,福德里,新竹市東區福德里06鄰林森路159號,1.0,25.0,第三分局,
公寓,福德里,新竹市東區福德里03鄰林森路158巷19號,1.0,28.0,第三分局,
公寓,福德里,新竹市東區福德里11鄰中華路2段733號,1.0,58.0,第三分局,
公寓,福德里,新竹市東區福德里11鄰中華路2段737號,1.0,26.0,第三分局,
公寓,福德里,新竹市東區福德里06鄰林森路150號,1.0,33.0,第三分局,
公寓,福德里,新竹市東區福德里03鄰林森路158巷8號,1.0,26.0,第三分局,
公寓,福德里,新竹市東區福德里12鄰林森路182巷18號,1.0,85.0,第三分局,
公寓,福德里,新竹市東區福德里11鄰中華路2段727號,1.0,232.0,第三分局,
公寓,福德里,新竹市東區福德里13鄰林森路210巷9號,1.0,22.0,第三分局,
公寓,福德里,新竹市東區福德里12鄰德成街25號,1.0,54.0,第三分局,
公寓,福德里,新竹市東區福德里10鄰中華路2段671號,1.0,25.0,第三分局,
公寓,福德里,新竹市東區福德里06鄰林森路163號,1.0,29.0,第三分局,
公寓,福德里,新竹市東區福德里06鄰林森路161號,1.0,32.0,第三分局,
公寓,福德里,新竹市東區福德里08鄰中華路2段700號,1.0,29.0,第三分局,
公寓,福德里,新竹市東區福德里08鄰中華路2段714號,1.0,24.0,第三分局,
公寓,福德里,新竹市東區福德里08鄰中華路2段718號,1.0,24.0,第三分局,
公寓,福德里,新竹市東區福德里16鄰福德街33號,1.0,41.0,第三分局,
公寓,福德里,新竹市東區福德里04鄰林森路158巷2號,1.0,41.0,第三分局,
公寓,福德里,新竹市東區福德里04鄰林森路158巷6號,1.0,33.0,第三分局,
公寓,福德里,新竹市東區福德里04鄰林森路158巷4號,1.0,37.0,第三分局,
大樓,福德里,新竹市東區福德里05鄰林森路196號,1.0,1177.0,第三分局,
大樓,福德里,新竹市東區福德里05鄰林森路187號,1.0,580.0,第三分局,
公寓,福德里,新竹市東區福德里08鄰中華路2段708巷19號,1.0,24.0,第三分局,
大樓,福德里,新竹市東區福德里06鄰林森路175號,1.0,417.0,第三分局,
公寓,福德里,新竹市東區福德里01鄰德成街13號,1.0,29.0,第三分局,
公寓,福德里,新竹市東區福德里07鄰中華路2段658號,1.0,26.0,第三分局,
公寓,福德里,新竹市東區福德里德高街路12號 ,1.0,28.0,第三分局,
公寓,福德里,新竹市東區福德里07鄰中華路2段652號,1.0,54.0,第三分局,
公寓,福德里,新竹市東區福德里06鄰福德街6號,1.0,26.0,第三分局,
公寓,福德里,新竹市東區福德里07鄰中華路2段672號,1.0,28.0,第三分局,
公寓,福德里,新竹市東區福德里07鄰中華路2段650號,1.0,32.0,第三分局,
公寓,福德里,新竹市東區福德里03鄰福德街16號,1.0,33.0,第三分局,
公寓,福德里,新竹市東區福德里01鄰德成街3號,1.0,28.0,第三分局,
公寓,福德里,新竹市東區福德里01鄰德成街17號,1.0,17.0,第三分局,
公寓,福德里,新竹市東區福德里08鄰中華路2段716號,1.0,24.0,第三分局,
公寓,福德里,新竹市東區福德里08鄰中華路2段710號,1.0,28.0,第三分局,
公寓,福德里,新竹市東區福德里08鄰中華路2段708巷16號,1.0,25.0,第三分局,
公寓,寺前里,新竹市東區寺前里07鄰南大路370號,1.0,26.0,第三分局,
公寓,寺前里,新竹市東區寺前里07鄰南大路366號,1.0,26.0,第三分局,
大樓,寺前里,新竹市東區寺前里01鄰西大路262號,1.0,374.0,第三分局,
公寓,寺前里,新竹市東區寺前里07鄰南大路382號,1.0,28.0,第三分局,
公寓,寺前里,新竹市東區寺前里07鄰南大路394號,1.0,53.0,第三分局,
公寓,寺前里,新竹市東區寺前里07鄰南大路396號,1.0,40.0,第三分局,
公寓,寺前里,新竹市東區寺前里08鄰南大路398號,1.0,30.0,第三分局,
公寓,寺前里,新竹市東區寺前里07鄰南大路374巷1號,1.0,25.0,第三分局,
公寓,寺前里,新竹市東區寺前里05鄰竹蓮街101巷10號,1.0,20.0,第三分局,
公寓,寺前里,新竹市東區寺前里07鄰南大路372號,1.0,24.0,第三分局,
公寓,寺前里,新竹市東區寺前里07鄰西大路182號,1.0,14.0,第三分局,
大樓,寺前里,新竹市東區寺前里01鄰竹蓮街183號,1.0,26.0,第三分局,
公寓,寺前里,新竹市東區寺前里10鄰南大路408巷29-35號,1.0,166.0,第三分局,
公寓,寺前里,新竹市東區寺前里07鄰西大路192號,1.0,45.0,第三分局,
公寓,寺前里,新竹市東區寺前里08鄰竹蓮街101巷31號,1.0,20.0,第三分局,
公寓,寺前里,新竹市東區寺前里01鄰西大路156號,1.0,28.0,第三分局,
公寓,南大里,新竹市東區南大里01鄰西大路154號,1.0,28.0,第三分局,
公寓,南大里,新竹市東區南大里01鄰南大路349號,1.0,160.0,第三分局,
公寓,南大里,新竹市東區南大里01鄰南大路337號,1.0,29.0,第三分局,
公寓,南大里,新竹市東區南大里01鄰南大路343號,1.0,32.0,第三分局,
公寓,南大里,新竹市東區南大里01鄰南大路345號,1.0,190.0,第三分局,
公寓,南大里,新竹市東區南大里01鄰西大路168號,1.0,90.0,第三分局,
公寓,南大里,新竹市東區南大里01鄰西大路168號,1.0,25.0,第三分局,
公寓,南大里,新竹市東區南大里01鄰西大路164號,1.0,28.0,第三分局,
公寓,南大里,新竹市東區南大里01鄰西大路158號,1.0,28.0,第三分局,
公寓,南大里,新竹市東區南大里03鄰西大路118號,1.0,45.0,第三分局,
公寓,南大里,新竹市東區南大里09鄰南大路313號,1.0,26.0,第三分局,
公寓,南大里,新竹市東區南大里09鄰南大路327號,1.0,49.0,第三分局,
公寓,南大里,新竹市東區南大里09鄰南大路325號,1.0,17.0,第三分局,
公寓,南大里,新竹市東區南大里11鄰西大路87號,1.0,112.0,第三分局,
公寓,南大里,新竹市東區南大里11鄰西大路89號,1.0,84.0,第三分局,
公寓,南大里,新竹市東區南大里11鄰西大路95號,1.0,90.0,第三分局,
大樓,南大里,新竹市東區南大里04鄰西大路102巷1號,1.0,192.0,第三分局,
大樓,南大里,新竹市東區南大里04鄰西大路102巷4號,1.0,202.0,第三分局,
大樓,南門里,新竹市東區南門里14鄰林森路60號,1.0,226.0,第三分局,
大樓,南門里,新竹市東區南門里14鄰林森路64號,1.0,124.0,第三分局,
公寓,南門里,新竹市東區南門里12鄰林森路59號,1.0,28.0,第三分局,
公寓,南門里,新竹市東區南門里03鄰林森路78號,1.0,44.0,第三分局,
公寓,南門里,新竹市東區南門里04鄰林森路81-85號,1.0,170.0,第三分局,
公寓,南門里,新竹市東區南門里06鄰勝利路85號,1.0,42.0,第三分局,
公寓,南門里,新竹市東區南門里10鄰勝利路17號,1.0,26.0,第三分局,
公寓,南門里,"新竹市東區南門里10鄰勝利路3 號",1.0,20.0,第三分局,
公寓,南門里,新竹市東區南門里10鄰勝利路5號,1.0,26.0,第三分局,
公寓,南門里,新竹市東區南門里10鄰勝利路41號,1.0,24.0,第三分局,
公寓,南門里,新竹市東區南門里10鄰勝利路37號,1.0,22.0,第三分局,
公寓,南門里,新竹市東區南門里10鄰勝利路9號,1.0,58.0,第三分局,
公寓,南門里,新竹市東區南門里13鄰勝利路126號,1.0,1497.0,第三分局,
公寓,南門里,新竹市東區南門里10鄰勝利路65號,1.0,26.0,第三分局,
公寓,南門里,新竹市東區南門里11鄰勝利路49號,1.0,52.0,第三分局,
公寓,南門里,新竹市東區南門里13鄰南門街47號,1.0,37.0,第三分局,
公寓,南門里,新竹市東區南門里13鄰南門街30號,1.0,32.0,第三分局,
公寓,南門里,新竹市東區南門里13鄰南門街49-51號,1.0,37.0,第三分局,
公寓,南門里,新竹市東區南門里13鄰南門街14號,1.0,20.0,第三分局,
公寓,南門里,新竹市東區南門里13鄰南門街43-45號,1.0,26.0,第三分局,
公寓,南門里,新竹市東區南門里13鄰南門街32號,1.0,56.0,第三分局,
公寓,南門里,新竹市東區南門里南門街路18號,1.0,28.0,第三分局,
公寓,南門里,新竹市東區南門里13鄰南門街16號,1.0,22.0,第三分局,
公寓,南門里,新竹市東區南門里02鄰南城街10-1~3號,1.0,36.0,第三分局,
公寓,南門里,新竹市東區南門里12鄰武昌街23號,1.0,46.0,第三分局,
公寓,南門里,新竹市東區南門里01鄰西大路338號,1.0,33.0,第三分局,
公寓,南門里,新竹市東區南門里01鄰西大路336號,1.0,18.0,第三分局,
公寓,南門里,新竹市東區南門里01鄰西大路320號,1.0,60.0,第三分局,
公寓,南門里,新竹市東區南門里12鄰武昌街29號,1.0,17.0,第三分局,
公寓,南門里,新竹市東區南門里武昌路25號,1.0,28.0,第三分局,
公寓,南門里,新竹市東區南門里09鄰中華路2段538號,1.0,13.0,第三分局,
公寓,南門里,新竹市東區南門里11鄰中華路2段554號,1.0,25.0,第三分局,
大樓,南門里,新竹市東區南門里11鄰中華路2段560號,1.0,248.0,第三分局,
公寓,南門里,新竹市東區南門里08鄰中華路2段593號,1.0,1585.0,第三分局,
公寓,南門里,新竹市東區南門里09鄰中華路2段536號,1.0,65.0,第三分局,
公寓,南門里,新竹市東區南門里09鄰中華路2段518號,1.0,34.0,第三分局,
大樓,南門里,新竹市東區南門里09鄰中華路2段502號,1.0,250.0,第三分局,
公寓,南門里,新竹市東區南門里10鄰勝利路13-15號,1.0,384.0,第三分局,
公寓,南門里,新竹市東區南門里10鄰勝利路39號,1.0,33.0,第三分局,
公寓,振興里,新竹市東區振興里07鄰南大路550巷37號,1.0,18.0,第三分局,
公寓,振興里,新竹市東區振興里20鄰振興路58號,1.0,4840.0,第三分局,
公寓,振興里,新竹市東區振興里22鄰振興路90號,1.0,370.0,第三分局,
公寓,振興里,新竹市東區振興里24鄰振興路104號,1.0,945.0,第三分局,
公寓,振興里,新竹市東區振興里15鄰南大路632號,1.0,88.0,第三分局,
公寓,振興里,新竹市東區振興里15鄰南大路612號,1.0,66.0,第三分局,
公寓,振興里,新竹市東區振興里22鄰振興路86號,1.0,1316.0,第三分局,
公寓,竹蓮里,新竹市東區竹蓮里07鄰南大路254號,1.0,565.0,第三分局,
公寓,竹蓮里,新竹市東區竹蓮里07鄰南大路278號,1.0,49.0,第三分局,
公寓,竹蓮里,新竹市東區竹蓮里07鄰南大路296號,1.0,40.0,第三分局,
公寓,竹蓮里,新竹市東區竹蓮里07鄰南大路276號,1.0,49.0,第三分局,
公寓,竹蓮里,新竹市東區竹蓮里10鄰東南街2巷5號,1.0,18.0,第三分局,
公寓,竹蓮里,新竹市東區竹蓮里07鄰南大路270號,1.0,580.0,第三分局,
公寓,竹蓮里,新竹市東區竹蓮里07鄰東南街28巷23-24號,1.0,66.0,第三分局,
公寓,竹蓮里,新竹市東區竹蓮里02鄰竹蓮街110號,1.0,17.0,第三分局,
公寓,下竹里,新竹市東區下竹里09鄰南大路149號,1.0,289.0,第三分局,
公寓,下竹里,新竹市東區下竹里11鄰南大路173號,1.0,38.0,第三分局,
公寓,下竹里,新竹市東區下竹里10鄰南大路240號,1.0,57.0,第三分局,
公寓,下竹里,新竹市東區下竹里10鄰東南街53巷5弄19號,1.0,53.0,第三分局,
公寓,下竹里,新竹市東區下竹里11鄰南大路177號,1.0,32.0,第三分局,
公寓,下竹里,新竹市東區下竹里11鄰南大路157號,1.0,26.0,第三分局,
公寓,下竹里,新竹市東區下竹里10鄰東南街53巷56號,1.0,26.0,第三分局,
公寓,下竹里,新竹市東區下竹里10鄰東南街53巷54號,1.0,33.0,第三分局,
公寓,下竹里,新竹市東區下竹里10鄰東南街53巷58號,1.0,33.0,第三分局,
公寓,下竹里,新竹市東區下竹里10鄰東南街53巷5弄10號,1.0,36.0,第三分局,
公寓,下竹里,新竹市東區下竹里10鄰東南街53巷5弄12號,1.0,36.0,第三分局,
國立清華大學(南大校區),新興里,新竹市東區新興里07鄰南大路521號,1.0,416.0,第三分局,
國立清華大學(南大校區),新興里,新竹市東區新興里07鄰南大路521號,1.0,97.0,第三分局,
國立清華大學(南大校區),新興里,新竹市東區新興里07鄰南大路521號,1.0,105.0,第三分局,
國立清華大學(南大校區),新興里,新竹市東區新興里07鄰南大路521號,1.0,108.0,第三分局,
竹東林區管理處,新興里,新竹市東區新興里07鄰南大路512號,1.0,132.0,第三分局,
竹東林區管理處,新興里,新竹市東區新興里07鄰南大路511巷6號,1.0,41.0,第三分局,
公寓,新興里,新竹市東區新興里15鄰南大路359巷1號,1.0,557.0,第三分局,
公寓,新興里,新竹市東區新興里22鄰食品路449號,1.0,26.0,第三分局,
公寓,南市里,新竹市東區南市里15鄰勝利路202號,1.0,34.0,第三分局,
公寓,南市里,新竹市東區南市里15鄰勝利路204號,1.0,21.0,第三分局,
公寓,南市里,新竹市東區南市里16鄰勝利路214巷11號,1.0,84.0,第三分局,
公寓,南市里,新竹市東區南市里12鄰林森路125號,1.0,54.0,第三分局,
公寓,南市里,新竹市東區南市里14鄰勝利路202巷10號,1.0,29.0,第三分局,
公寓,南市里,新竹市東區南市里14鄰勝利路202巷14號,1.0,53.0,第三分局,
公寓,南市里,新竹市東區南市里15鄰西大路315巷8號,1.0,89.0,第三分局,
公寓,南市里,新竹市東區南市里15鄰勝利路236號,1.0,22.0,第三分局,
公寓,南市里,新竹市東區南市里15鄰勝利路234號,1.0,22.0,第三分局,
大樓,南市里,新竹市東區南市里09鄰林森路145號,1.0,886.0,第三分局,
公寓,新興里,新竹市東區新興里03鄰西大路37號,1.0,22.0,第三分局,
公寓,新興里,新竹市東區新興里03鄰西大路139號,1.0,25.0,第三分局,
公寓,新興里,新竹市東區新興里03鄰西大路141號,1.0,64.0,第三分局,
公寓,新興里,新竹市東區新興里03鄰西大路143號,1.0,24.0,第三分局,
公寓,新興里,新竹市東區新興里01鄰南大路371號,1.0,66.0,第三分局,
公寓,新興里,新竹市東區新興里04鄰明湖路28巷27號,1.0,41.0,第三分局,
公寓,新興里,新竹市東區新興里18鄰明湖路27號,1.0,32.0,第三分局,
公寓,新興里,新竹市東區新興里03鄰明湖路26號,1.0,56.0,第三分局,
公寓,振興里,新竹市東區振興里16鄰南大路636號,1.0,354.0,第三分局,
公寓,振興里,新竹市東區振興里16鄰南大路640號,1.0,104.0,第三分局,
公寓,振興里,新竹市東區振興里17鄰南大路660號,1.0,24.0,第三分局,
公寓,振興里,新竹市東區振興里17鄰南大路656號,1.0,200.0,第三分局,
公寓,振興里,新竹市東區振興里17鄰南大路654號,1.0,212.0,第三分局,
公寓,振興里,新竹市東區振興里21鄰振興一街26號,1.0,986.0,第三分局,
大樓,振興里,新竹市東區振興里25鄰振興路85巷20號,1.0,3000.0,第三分局,
公寓,振興里,新竹市東區振興里26鄰振興路81號,1.0,17.0,第三分局,
公寓,振興里,新竹市東區振興里27鄰振興路99巷12號,1.0,1296.0,第三分局,
公寓,振興里,新竹市東區振興里29鄰振興路137號,1.0,669.0,第三分局,
公寓,南市里,新竹市東區南市里01鄰中華路2段595號,1.0,66.0,第三分局,
公寓,南市里,新竹市東區南市里01鄰中華路2段639號,1.0,32.0,第三分局,
公寓,南市里,新竹市東區南市里01鄰中華路2段615號,1.0,536.0,第三分局,
公寓,南市里,新竹市東區南市里03鄰中華路2段604號,1.0,45.0,第三分局,
公寓,南市里,新竹市東區南市里06鄰南城街55號,1.0,24.0,第三分局,
公寓,南市里,新竹市東區南市里10鄰德高街25號,1.0,13.0,第三分局,
公寓,南市里,新竹市東區南市里10鄰德高路21號,1.0,24.0,第三分局,
公寓,南市里,新竹市東區南市里10鄰林森路130號,1.0,170.0,第三分局,
公寓,南市里,新竹市東區南市里12鄰勝利路101號,1.0,46.0,第三分局,
公寓,南市里,新竹市東區南市里11鄰勝利路125號,1.0,14.0,第三分局,
公寓,南市里,新竹市東區南市里15鄰勝利路232號,1.0,65.0,第三分局,
公寓,南市里,新竹市東區南市里15鄰勝利路238號,1.0,21.0,第三分局,
公寓,南市里,新竹市東區南市里15鄰勝利路230號,1.0,21.0,第三分局,
公寓,南市里,新竹市東區南市里15鄰勝利路240號,1.0,17.0,第三分局,
公寓,南市里,新竹市東區南市里17鄰西大路313號,1.0,33.0,第三分局,
公寓,南市里,新竹市東區南市里14鄰勝利路11號,1.0,66.0,第三分局,
公寓,新興里,新竹市東區新興里26鄰食品路322號,1.0,49.0,第三分局,
公寓,新興里,新竹市東區新興里26鄰食品路272號,1.0,245.0,第三分局,
公寓,新興里,新竹市東區新興里24鄰食品路326巷30-32號,1.0,150.0,第三分局,
公寓,新興里,新竹市東區新興里24鄰食品路358號,1.0,33.0,第三分局,
公寓,新興里,新竹市東區新興里24鄰食品路360號,1.0,33.0,第三分局,
公寓,新興里,新竹市東區新興里24鄰食品路354號,1.0,24.0,第三分局,
公寓,新興里,新竹市東區新興里14鄰食品路374-376號,1.0,154.0,第三分局,
公寓,新興里,新竹市東區新興里14鄰食品路370號,1.0,53.0,第三分局,
公寓,新興里,新竹市東區新興里14鄰食品路378巷23號,1.0,100.0,第三分局,
公寓,新興里,新竹市東區新興里17鄰食品路366巷14-16號,1.0,92.0,第三分局,
公寓,新興里,新竹市東區新興里17鄰食品路366巷1.3號,1.0,522.0,第三分局,
公寓,新興里,新竹市東區新興里11鄰西大路119號,1.0,329.0,第三分局,
公寓,新興里,新竹市東區新興里11鄰西大路99-107號,1.0,212.0,第三分局,
公寓,新興里,新竹市東區新興里09鄰南大路473巷7弄21號,1.0,109.0,第三分局,
公寓,新興里,新竹市東區新興里09鄰南大路475號,1.0,37.0,第三分局,
公寓,新興里,新竹市東區新興里09鄰南大路473巷5號,1.0,29.0,第三分局,
公寓,高峰里,新竹市東區高峰里08鄰寶山路200巷3號,1.0,381.0,第三分局,
公寓,高峰里,"新竹市東區高峰里09鄰寶山路136- 138號",1.0,44.0,第三分局,
