類別,村里別,地址,地下樓層數,可容納人數,轄管分局,備註
大樓,牛埔里,新竹市香山區牛埔里14鄰育德街101號,1.0,1728.0,第三分局,
公寓,柴橋里,新竹市東區柴橋里01鄰明湖路715號,1.0,32145.0,第三分局,
大樓,東香里,新竹市香山區東香里10鄰美之城路88號,1.0,1009.0,第三分局,
大樓,湖濱里,新竹市東區湖濱里02鄰明湖路400巷8號,2.0,1780.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里00鄰育德街111號,1.0,910.0,第三分局,
大樓,振興里,新竹市東區振興里14鄰南大路588號,2.0,2416.0,第三分局,
大樓,香村里,新竹市香山區香村里00鄰元培街302號,2.0,2183.0,第三分局,
大樓,明湖里,新竹市東區明湖里22鄰明湖路1200巷6弄2號,1.0,1705.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里02鄰牛埔東路290號,1.0,2035.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里00鄰中華路4段451巷208號,1.0,761.0,第三分局,
公寓,南市里,新竹市東區南市里01鄰中華路2段635號,1.0,105.0,第三分局,
公寓,新興里,新竹市東區新興里19鄰明湖路72巷2弄20號,1.0,608.0,第三分局,
大樓,柴橋里,新竹市東區柴橋里00鄰志平路111號,1.0,6669.0,第三分局,
大樓,頂埔里,新竹市香山區頂埔里18鄰經國路3段36號,1.0,1990.0,第三分局,
公寓,東香里,新竹市香山區東香里06鄰五福路2段707號,1.0,578.0,第三分局,
大樓,頂埔里,新竹市香山區頂埔里11鄰牛埔東路33巷23號,3.0,5026.0,第三分局,
大樓,明湖里,新竹市東區明湖里21鄰明湖路1200巷5弄29號,2.0,2363.0,第三分局,
公寓,中埔里,新竹市香山區中埔里06鄰牛埔路287號等6戶,1.0,868.0,第三分局,
公寓,頂福里,新竹市香山區頂福里10鄰頂埔路19巷7號,1.0,382.0,第三分局,
高峰國小,高峰里,新竹市東區高峰里02鄰高翠路332巷2號,1.0,955.0,第三分局,
大樓(元培科技大學),香村里,新竹市香山區香村里00鄰元培街306號,1.0,1711.0,第三分局,
青草湖國小,明湖里,新竹市東區明湖里04鄰明湖路1211號,1.0,746.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里中山路558號,1.0,1195.0,第三分局,
竹蓮國小,頂竹里,新竹市東區頂竹里19鄰食品路226號,1.0,1367.0,第三分局,
大樓,湖濱里,新竹市東區湖濱里13鄰新香街279-1號,1.0,294.0,第三分局,
大樓,新光里,新竹市東區新光里明湖路243巷105號2樓,1.0,1578.0,第三分局,
國立清華大學(南大校區),新興里,新竹市東區新興里8鄰南大路521號,1.0,3066.0,第三分局,
公寓,朝山里,新竹市香山區朝山里14鄰中華路5段672號,1.0,194.0,第三分局,
大樓,鹽水里,新竹市香山區鹽水里中華路6段89號,1.0,1608.0,第三分局,
大樓,埔前里,新竹市香山區埔前里5鄰牛埔南路142巷33弄5號,1.0,8624.0,第三分局,
大樓,頂福里,新竹市香山區頂福里中山路640巷498號2樓之1,1.0,3635.0,第三分局,
大樓,香山里,新竹市香山區香山里15鄰莊敬街108號,1.0,1747.0,第三分局,
大樓,頂埔里,新竹市香山區頂埔里12鄰經國路3段78巷23號,1.0,10820.0,第三分局,
大樓,中埔里,新竹市香山區中埔里中華路4段236號,1.0,1528.0,第三分局,
公寓,明湖里,新竹市東區明湖里明湖路1010號,1.0,10820.0,第三分局,
大樓,牛埔里,新竹市牛埔里14鄰中華路4段302號,1.0,4867.0,第三分局,
公寓,內湖里,新竹市內湖里中華路6段335號,1.0,2050.0,第三分局,
大樓,牛埔里,新竹市牛埔里中華路4段286號,1.0,3168.0,第三分局,
公寓,中埔里,新竹市中埔里6鄰牛埔路238號,1.0,3476.0,第三分局,
大樓,頂埔里,新竹市頂埔里牛埔路120巷3號1樓之1,1.0,4550.0,第三分局,
公寓,香山里,新竹市香山里大庄路37號,1.0,170.0,第三分局,
公寓,香山里,新竹市香山里大庄路353號,1.0,1284.0,第三分局,
大樓,新興里,新竹市新興里26鄰食品路290號,1.0,2124.0,第三分局,
大樓,香山里,新竹市香山里大庄路216號,1.0,627.0,第三分局,
新竹市消防局香山分隊,埔前里,新竹市香山區牛埔北路150號,1.0,423.0,第三分局,
大樓,朝山里,新竹市香山區朝山里5鄰中華路五段648巷111號,1.0,150.0,第三分局,
大樓,頂福里,新竹市香山區中山路640巷168弄2號 ,1.0,3500.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里牛埔路122號,1.0,130.0,第三分局,
香山區行政大樓,牛埔里,新竹市香山區牛埔里育德街188號,1.0,4323.0,第三分局,
康橋國際學校,柴橋里,新竹市東區柴橋里柴橋路95號,1.0,1388.0,第三分局,
大樓,光鎮里,新竹市東區光鎮里18鄰南大路537巷36號,1.0,299.0,第三分局,
公寓,虎山里,新竹市香山區虎山里延平路二段385號,1.0,4215.0,第三分局,
大樓,福德里,新竹市東區福德里11鄰中華路二段695巷18號,1.0,253.0,第三分局,
大樓,大庄里,新竹市香山區大庄里1鄰大庄路228巷1號,1.0,415.0,第三分局,
大樓,光鎮里,新竹市東區光鎮里5鄰南大路639號,1.0,3036.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里18鄰牛埔路120巷17弄8號,1.0,715.0,第三分局,
大樓,新興里,新竹市東區新興里食品路446巷1號,1.0,1117.0,第三分局,
公寓,明湖里,新竹市東區明湖路482巷2號,1.0,1078.0,第三分局,
大樓,新興里,新竹市東區新興里南大路423巷25號,2.0,888.0,第三分局,
大樓,新興里,新竹市新興里3鄰西大路135巷41號,2.0,1051.0,第三分局,
大樓,朝山里,新竹市香山區朝山里9鄰中華路五段452-1號,1.0,961.0,第三分局,
大樓,香村里,新竹市香山區香村里8鄰草漯街201巷10號 ,1.0,2501.0,第三分局,
大樓,新興里,新竹市東區新興里2鄰西大路135巷32號,2.0,997.0,第三分局,
大樓,寺前里,新竹市東區寺前里4鄰竹蓮街101巷26號,2.0,621.0,第三分局,
大樓,香山里,新竹市香山區香山里5鄰香北一路32號,1.0,722.0,第三分局,
大樓,牛埔里,新竹市香山區牛埔里5鄰牛埔南路28號2樓之1 ,3.0,1680.0,第三分局,
大樓,牛埔里,新竹市香山區牛埔里1鄰牛埔路413巷15號,1.0,1876.0,第三分局,
大樓,牛埔里,新竹市香山區牛埔里7鄰中華路四段559號,1.0,2808.0,第三分局,
