類別,電腦編號,村里別,地址,緯經度,可容納人數,轄管分局,備註
一般住宅,FMA00796,民富里,新竹市北區民富里13鄰經國路2段263號,"24.809945,120.9615899",317.0,第一分局,
一般住宅,FMA00797,曲溪里,新竹市北區曲溪里崧嶺路57巷41之1號,"24.793541,120.954732",3532.0,第一分局,
一般住宅,FMA00798,境福里,新竹市北區境福里21鄰境福街99號,"24.8184948,120.9604327",3395.0,第一分局,
供公眾使用建築物,FMA00799,大同里,新竹市北區大同里9鄰中正路137號,"24.8085366,120.9670104",2428.0,第一分局,
公有建築物,FMA00800,南寮里,新竹市北區南寮里6鄰東大路四段32號,"24.8418911,120.9365164",1313.0,第一分局,
一般住宅,FMA00801,新雅里,新竹市北區新雅里1鄰和平路1號,"24.8074738,120.9556062",2075.0,第一分局,
一般住宅,FMA00802,武陵里,新竹市北區武陵里25鄰武陵路73巷2號,"24.8183901,120.9660978",18346.0,第一分局,
一般住宅,FMA00803,中寮里,新竹市北區中寮里15鄰天府路一段461號,"24.8392026,120.9331678",7297.0,第一分局,
一般住宅,FMA00804,武陵里,新竹市北區武陵里16鄰武陵路98巷1號,"24.8185202,120.9671644",7017.0,第一分局,
公有建築物,FMA00805,武陵里,新竹市北區武陵里22鄰東大路二段386號,"24.8195322,120.9623214",3377.0,第一分局,
一般住宅,FMA00806,崇禮里,新竹市北區崇禮里集賢街30號,"24.8039281,120.9620371",9.0,第一分局,
公有建築物,FMA00807,光華里,新竹市北區光華里12鄰湳雅街116號,"24.8196109,120.9730005",265.0,第一分局,
一般住宅,FMA00808,長和里,新竹市北區長和里4鄰經國路二段179號,"24.8111204,120.963295",2045.0,第一分局,
一般住宅,FMA00809,舊社里,新竹市北區舊社里1鄰湳雅街176號,"24.820933,120.974793",309.0,第一分局,
一般住宅,FMA00810,武陵里,新竹市北區武陵里20鄰東大路二段232巷17號,"24.8187372,120.9651583",5136.0,第一分局,
公有建築物,FMA00811,磐石里,新竹市北區磐石里11鄰竹光路290號,"24.8102833,120.9556021",1173.0,第一分局,
一般住宅,FMA00814,中雅里,新竹市北區中雅里凌雲街110號,"24.8027746,120.9535888",35849.0,第一分局,
一般住宅,FMA00815,興南里,新竹市北區興南里中山路239之6號,"24.8019009,120.9615225",452.0,第一分局,
一般住宅,FMA00816,金華里,新竹市北區金華里10鄰光華東一街5號,"24.8171596,120.9758286",870.0,第一分局,
一般住宅,FMA00819,南寮里,新竹市北區南寮里8鄰東大路四段290號,"24.8456244,120.9281614",1144.0,第一分局,
一般住宅,FMA00820,南寮里,新竹市北區南寮里7鄰榮濱路87號,"24.8432841,120.93079",979.0,第一分局,
公有建築物,FMA00822,曲溪里,新竹市北區曲溪里崧嶺路128巷38號,"24.803277,120.966102",1826.0,第一分局,
一般住宅,FMA00828,新雅里,新竹市北區新雅里經國路二段439巷13號,"24.8066554,120.9567514",2317.0,第一分局,
一般住宅,FMA00829,民富里,新竹市北區民富里經國路二段195巷2號,"24.810746,120.963053",134.0,第一分局,
供公眾使用建築物,FMA00833,港北里,新竹市北區港北里1鄰東濱街18號,"24.8328866,120.9284775",1681.0,第一分局,
一般住宅,FMA00835,海濱里,新竹市北區海濱里榮濱路19巷25號,"24.840523,120.929202",1155.0,第一分局,
一般住宅,FMA00837,西門里,新竹市北區西門里12鄰江山街8號,"24.8053136,120.9645955",917.0,第一分局,
一般住宅,FMA00838,新民里,新竹市北區新民里12鄰仁德街77號,"24.807787,120.962927",1589.0,第一分局,
一般住宅,FMA00839,金竹里,新竹市北區金竹里20鄰金竹路156號,"24.8242335,120.9723471",2621.0,第一分局,
一般住宅,FMA00841,民富里,新竹市北區民富里9鄰經國路二段218巷16號,"24.810759,120.96077",2222.0,第一分局,
一般住宅,FMA00844,民富里,新竹市北區民富里13鄰國光街23號,"24.811091,120.961062",3492.0,第一分局,
一般住宅,FMA00849,北門里,新竹市北區北門里16鄰中正路245號,"24.8124864,120.963943",4984.0,第一分局,
一般住宅,FMA00850,育英里,新竹市北區育英里四維路21巷57號,"24.7979782,120.9611441",2153.0,第一分局,
一般住宅,FMA00851,中山里,新竹市北區中山里9鄰中央路57巷20號,"24.8053558,120.967383",385.0,第一分局,
一般住宅,FMA00852,石坊里,新竹市北區石坊里和福街112號,"24.8025989,120.9641052",112.0,第一分局,
一般住宅,FMA00854,文雅里,新竹市北區文雅里14鄰竹光路95巷21弄8號,"24.8127688,120.96016",2351.0,第一分局,
一般住宅,FMA00855,育英里,新竹市北區育英里26鄰四維路21巷28號,"24.7982382,120.9617601",495.0,第一分局,
一般住宅,FMA00856,南勢里,新竹市北區南勢里7鄰延平路一段389號地下二層,"24.804932,120.9489375",1077.0,第一分局,
一般住宅,FMA00862,水田里,新竹市北區水田里2鄰北大路156號,"24.8100971,120.967918",277.0,第一分局,
一般住宅,FMA00863,港北里,新竹市北區港北里2鄰延平路三段182號,"24.830702,120.928911",509.0,第一分局,
一般住宅,FMA00864,文雅里,新竹市北區文雅里18鄰竹光路77號,"24.8135364,120.9601394",2746.0,第一分局,
一般住宅,FMA00865,康樂里,新竹市北區康樂里8鄰東大路三段326號,"24.8345209,120.9465904",9481.0,第一分局,
一般住宅,FMA00866,水田里,新竹市北區水田里10鄰北大路166巷57號,"24.8115584,120.9665379",977.0,第一分局,
一般住宅,FMA00867,中央里,新竹市北區中央里10鄰中山路119號,"24.8038436,120.9645337",576.0,第一分局,
一般住宅,FMA00868,海濱里,新竹市北區海濱里4鄰西濱路一段295號,"24.8371576,120.9296331",1021.0,第一分局,
一般住宅,FMA00869,水田里,新竹市北區水田里6鄰中正路198巷15號,"24.810947,120.9660828",266.0,第一分局,
一般住宅,FMA00871,金竹里,"新竹市北區金竹里27鄰武陵路271巷180之6號 旭勝開發有限公司","24.824694,120.9677679",710.0,第一分局,
一般住宅,FMA00872,西雅里,新竹市北區西雅里3鄰中山路378巷32弄6號,"24.801569,120.9578213",1019.0,第一分局,
一般住宅,FMA00874,西門里,新竹市北區西門里8鄰江山街20巷1號,"24.8050775,120.9641554",712.0,第一分局,
一般住宅,FMA00875,中寮里,新竹市北區中寮里4鄰延平路三段396號,"24.8367831,120.9315064",1654.0,第一分局,
一般住宅,FMA00876,海濱里,新竹市北區海濱里15鄰天府路二段62號,"24.8400384,120.9293546",1164.0,第一分局,
一般住宅,FMA00877,新雅里,新竹市北區新雅里15鄰和平路231巷12號,"24.8117207,120.954484",258.0,第一分局,
一般住宅,FMA00878,舊社里,新竹市北區舊社里6鄰湳雅街327號,"24.8230068,120.9767886",716.0,第一分局,
一般住宅,FMA00879,南勢里,新竹市北區南勢里8鄰延平路一段357巷17號,"24.8044216,120.9496337",232.0,第一分局,
一般住宅,FMA00880,海濱里,新竹市北區海濱里榮濱路19巷27號,"24.8405047,120.9291932",705.0,第一分局,
一般住宅,FMA00881,海濱里,新竹市北區海濱里1鄰榮濱南路356號,"24.8387,120.9289911",3303.0,第一分局,
一般住宅,FMA00882,中興里,新竹市北區中興里11鄰北門街132號,"24.807819,120.965758",4518.0,第一分局,
供公眾使用建築物,FMA00883,南勢里,新竹市北區南勢里延平路一段371號,"24.8048855,120.9495154",1190.0,第一分局,
公有建築物,FMA00884,新雅里,新竹市北區新雅里1鄰竹光路325號,"24.807381,120.9533536",4894.0,第一分局,
一般住宅,FMA00885,金雅里,新竹市北區金雅里3鄰金雅西街118號,"24.8260717,120.9646491",413.0,第一分局,
一般住宅,FMA00886,康樂里,新竹市北區康樂里9鄰天府路一段62號,"24.833681,120.9461928",1487.0,第一分局,
一般住宅,FMA00887,海濱里,新竹市北區海濱里15鄰榮濱路19巷16號,"24.8408603,120.9294317",1469.0,第一分局,
一般住宅,FMA00888,金雅里,新竹市北區金雅里4鄰金雅八街71號,"24.8274101,120.9660894",2663.0,第一分局,
一般住宅,FMA00889,港北里,新竹市北區港北里1鄰中清路一段350號,"24.8331819,120.9301252",992.0,第一分局,
一般住宅,FMA00890,金雅里,新竹市北區金雅里4鄰金雅路100號,"24.8247991,120.9647944",2305.0,第一分局,
公有建築物,FMA00891,民富里,新竹市北區民富里1鄰西大路561號,"24.8084309,120.9605035",1321.0,第一分局,
一般住宅,FMA00892,海濱里,新竹市北區海濱里10鄰榮濱南路72巷22號,"24.8336307,120.9271326",784.0,第一分局,
一般住宅,FMA00893,金華里,新竹市北區金華里24鄰光華一街42號,"24.8170065,120.9734323",1500.0,第一分局,
一般住宅,FMA00894,金雅里,新竹市北區金雅里4鄰金雅三街97號,"24.8270482,120.9646194",1003.0,第一分局,
一般住宅,FMA00895,金雅里,新竹市北區金雅里5鄰金雅東街2-6號,"24.8248068,120.9671548",1014.0,第一分局,
一般住宅,FMA00896,金雅里,新竹市北區金雅里4鄰金雅三街91-93號,"24.8263017,120.9639183",2513.0,第一分局,
一般住宅,FMA00897,金雅里,新竹市北區金雅里3鄰金雅二街86號,"24.8235502,120.9646326",596.0,第一分局,
一般住宅,FMA00898,金雅里,新竹市北區金雅里4鄰金雅路143-151號,"24.8247989,120.9647961",3078.0,第一分局,
一般住宅,FMA00899,金雅里,新竹市北區金雅里2鄰金農路168號,"24.8247465,120.9616449",2193.0,第一分局,
一般住宅,FMA00900,金雅里,新竹市北區金雅里3鄰金雅三街96號,"24.8265473,120.9642708",1006.0,第一分局,
一般住宅,FMA00901,金雅里,新竹市北區金雅里4鄰金雅七街37號,"24.8265293,120.9660424",2332.0,第一分局,
一般住宅,FMA00902,南寮里,新竹市北區南寮里7鄰榮濱路40號,"24.8412155,120.9304418",1542.0,第一分局,
一般住宅,FMA00903,新民里,新竹市北區新民里9鄰仁德街95號,"24.8079898,120.9627799",345.0,第一分局,
一般住宅,FMA00904,金雅里,新竹市北區金雅里4鄰金雅六街68-72號,"24.8248179,120.9670164",926.0,第一分局,
一般住宅,FMA00905,中寮里,新竹市北區中寮里8鄰西濱路一段376號,"24.8392281,120.9312891",2200.0,第一分局,
一般住宅,FMA00906,港北里,新竹市北區港北里港北路8號,"24.8321683,120.9288909",1556.0,第一分局,
一般住宅,FMA00907,金雅里,新竹市北區金雅里4鄰金雅西街111號,"24.8261542,120.9645441",2284.0,第一分局,
一般住宅,FMA00908,港北里,新竹市北區港北里港北二街20號,"24.8317067,120.9283968",1576.0,第一分局,
一般住宅,FMA00909,水田里,新竹市北區水田里9鄰北大路166巷65號,"24.8116843,120.9661723",2339.0,第一分局,
一般住宅,FMA00910,水田里,新竹市北區水田里6鄰中正路198巷23號,"24.8112722,120.9657754",620.0,第一分局,
一般住宅,FMA00911,金雅里,新竹市北區金雅里2鄰金農路100號,"24.8223318,120.9637424",2044.0,第一分局,
一般住宅,FMA00912,金雅里,新竹市北區金雅里2鄰金農路102號,"24.8246795,120.9615555",1246.0,第一分局,
一般住宅,FMA00913,北門里,新竹市北區北門里7鄰北門街155號,"24.8093581,120.965119",135.0,第一分局,
一般住宅,FMA00914,海濱里,新竹市北區海濱里17鄰海濱路141號,"24.842721,120.925717",1710.0,第一分局,
一般住宅,FMA00915,水田里,新竹市北區水田里13鄰經國路二段36號,"24.8131645,120.9661681",1308.0,第一分局,
公有建築物,FMA00916,曲溪里,新竹市北區曲溪里10鄰崧嶺路128巷38號,"24.7909191,120.953335",457.0,第一分局,
一般住宅,FMA00917,康樂里,新竹市北區康樂里4鄰天府路一段160號,"24.8345874,120.942998",2864.0,第一分局,
一般住宅,FMA00918,康樂里,新竹市北區康樂里5鄰天府路一段148號,"24.8344841,120.9432158",2250.0,第一分局,
一般住宅,FMA00919,士林里,新竹市北區士林里8鄰中正路798號,"24.815553,120.960413",380.0,第一分局,
一般住宅,FMA00920,客雅里,新竹市北區客雅里1鄰延平路一段286號,"24.8053682,120.9540533",1427.0,第一分局,
一般住宅,FMA00921,舊社里,新竹市北區舊社里3鄰湳雅街296巷7號2樓之1,"24.8235646,120.979251",524.0,第一分局,
一般住宅,FMA00922,海濱里,新竹市北區海濱里15鄰愛國路32號,"24.8412693,120.9296596",1139.0,第一分局,
一般住宅,FMA00923,金雅里,新竹市北區金雅里5鄰金雅東街12號2樓,"24.824868,120.9671022",2793.0,第一分局,
一般住宅,FMA00924,金竹里,新竹市北區金竹里8鄰金雅東街80號等56戶,"24.824868,120.9671022",683.0,第一分局,
一般住宅,FMA00925,湳中里,新竹市北區湳中里5鄰鐵道路二段351號,"24.8229403,120.9662546",3132.0,第一分局,
一般住宅,FMA00926,金雅里,新竹市北區金雅里4鄰金雅七街96號,"24.8268765,120.9660195",1332.0,第一分局,
一般住宅,FMA00927,金雅里,新竹市北區金雅里2鄰金雅二街2號,"24.8236191,120.9647441",2086.0,第一分局,
一般住宅,FMA00928,金雅里,新竹市北區金雅里5鄰金雅六街28號,"24.8247821,120.9670502",1824.0,第一分局,
一般住宅,FMA00929,海濱里,新竹市海濱里10鄰西濱路一段185號2樓之5,"24.8342686,120.9281434",1658.0,第一分局,
一般住宅,FMA00930,南勢里,新竹市南勢里3鄰竹光路421號,"24.8056408,120.9517239",1676.0,第一分局,
