建築物名稱,里別,地址,緯度,經度,避難樓層,可容納人數,轄管分局,備註
萬全工業社,崙坪里,桃園市觀音區崙坪里忠愛路123巷9弄5號,"24.994270 ","121.162080 ",B01,822,大園分局,
振安工業社,崙坪里,桃園市觀音區崙坪里忠愛路123巷8弄2號,"24.994670 ","121.162250 ",B01,861,大園分局,
永安工業社,崙坪里,桃園市觀音區崙坪里忠愛路123巷8弄18號,"24.994390 ","121.162190 ",B01,858,大園分局,
大安工業社,崙坪里,桃園市觀音區崙坪里忠愛路123巷10弄1號,"24.994400 ","121.162010 ",B01,901,大園分局,
國隆工業社,崙坪里,桃園市觀音區崙坪里忠愛路123巷9弄18號,"24.995130 ","121.162460 ",B01,732,大園分局,
宏吉工業社,崙坪里,桃園市觀音區崙坪里忠愛路123巷8弄28號,"24.994040 ","121.162150 ",B01,632,大園分局,
透天住宅,大同里,桃園市觀音區大同里中山路二段805-1號,"25.011380 ","121.139070 ",B01,241,大園分局,
觀音農會新坡分行,大同里,桃園市觀音區大同里中山路二段833號,"25.011104 ","121.139460 ",B01,576,大園分局,
貿新股份有限公司,金湖里,桃園市觀音區金湖里中山路一段968號,"25.029690 ","121.105690 ",B01,73,大園分局,
阡彩股份有限公司,金湖里,桃園市觀音區金湖里中山路一段1471號,"25.022800 ","121.117180 ",B01,48,大園分局,
東元電機股份有限公司觀音廠,金湖里,桃園市觀音區金湖里中山路一段1568號,"25.017000 ","121.118710 ",B01,661,大園分局,
旭發建設公司,藍埔里,桃園市觀音區藍埔里新華路一段855巷16號,"24.998390 ","121.120080 ",B01,988,大園分局,
綿隆紡織染整股份有限公司,金湖里,桃園市觀音區金湖里中山路一段1579巷20號,"25.021300 ","121.119720 ",B01,363,大園分局,
中山鋁業公司,金湖里,桃園市觀音區金湖里2鄰金橋路育仁段905-1號,"25.023980 ","121.112270 ",B01,56,大園分局,
中華電信中壢營運處(大同機房),崙坪里,桃園市觀音區崙坪里學府路23號,"24.999203 ","121.162615 ",B01,302,大園分局,
交通部電信總局,崙坪里,桃園市觀音區崙坪里忠愛路260巷60號,"24.995913 ","121.163814 ",B01,504,大園分局,
東齊染整股份有限公司,大堀里,桃園市觀音區大堀里新華路二段225號,"25.005870 ","121.130380 ",B01,92,大園分局,
泰瑞國際公司,新坡里,桃園市觀音區新坡里文中路32巷26號,"25.014480 ","121.136640 ",B01,854,大園分局,
觀音區公所附設婦幼館,新坡里,桃園市觀音區新坡里新生路76巷5弄2號,"25.014581 ","121.136658 ",B01,559,大園分局,
交通部郵政總局,大同里,桃園市觀音區大同里新華路二段596號,"25.011278 ","121.137492 ",B01,377,大園分局,
交通部電信總局,大同里,桃園市觀音區大同里新華路二段586號,"25.011217 ","121.137033 ",B01,1161,大園分局,
私立心燈啟智教養院,富源里,桃園市觀音區富源里富源七路125號,"24.975730 ","121.137360 ",B01,784,大園分局,
世紀鋼鐵結購股份有限公司,金湖里,桃園市觀音區金湖里中山路一段1119號,"25.027750 ","121.109140 ",B01,213,大園分局,
觀音高級中學,新坡里,桃園市觀音區新坡里中山路二段519號,"25.015450 ","121.135920 ",B01,52,大園分局,
觀音高級中學,新坡里,桃園市觀音區新坡里中山路二段519號,"25.012610 ","121.136280 ",B01,1484,大園分局,
全國農業金庫股份有限公司,上大里,桃園市觀音區上大里中觀路二段185巷36號,"24.978020 ","121.161620 ",B01,1522,大園分局,
鴻翔居建設有限公司,大同里,桃園市觀音區大同里福新路1225巷11號,"25.009390 ","121.142180 ",B01,647,大園分局,
贏球建設有限公司,富源里,桃園市觀音區富源里忠富路富源段361號,"24.967000 ","121.147990 ",B01,350,大園分局,
永全懋股份有限公司,崙坪里,桃園市觀音區崙坪里忠愛路二段198-196號,"25.000450 ","121.159620 ",B01,843,大園分局,
寬德股份有限公司,崙坪里,桃園市觀音區崙坪里忠愛路二段198-116號,"25.001942 ","121.160098 ",B01,1406,大園分局,
木川建設股份有限公司,藍埔里,桃園市觀音區藍埔里石牌路665號,"25.005850 ","121.119660 ",B01,504,大園分局,
寶國建築經理股份有限公司,上大里,桃園市觀音區上大里10鄰福恩路一段118巷51號,"24.977910 ","121.156520 ",B01,2965,大園分局,
紳騰開發建設有限公司,大堀里,桃園市觀音區大堀里4鄰新華路二段110巷127號,"25.003789 ","121.127300 ",B01,1376,大園分局,
集盛建設有限公司,富源里,桃園市觀音區富源里15鄰新富路575號,"24.971782 ","121.141877 ",B01,1697,大園分局,
新傳建設有限公司,新坡里,桃園市觀音區新坡里16鄰新生路482巷32號二樓,"25.022807 ","121.141064 ",B01,1105,大園分局,
合眾建築經理股份有限公司,上大里,桃園市觀音區上大里9鄰上福路96號2樓,"24.975976 ","121.154145 ",B01,1153,大園分局,
合眾建築經理股份有限公司,新坡里,桃園市觀音區新坡里5鄰文中路32巷17號,"25.014186 ","121.133195 ",B01,591,大園分局,
美琪瑪國際股份有限公司,草漯里,桃園市觀音區草漯里大同一路1號,"25.047180 ","121.142980 ",B01,685,大園分局,
久霆股份有限公司,草漯里,桃園市觀音區草漯里大同一路6號,"25.057640 ","121.130310 ",B01,136,大園分局,
蘭州工程股份有限公司,草漯里,桃園市觀音區草漯里大同ㄧ路8號,"25.052280 ","121.126810 ",B01,255,大園分局,
台通光電股份有限公司,草漯里,桃園市觀音區草漯里大同ㄧ路10號,"25.051190 ","121.126850 ",B01,373,大園分局,
美琪瑪國際股份有限公司,草漯里,桃園市觀音區草漯里大同ㄧ路15號,"25.050240 ","121.127480 ",B01,100,大園分局,
宜通股份有限公司,草漯里,桃園市觀音區草漯里大同一路23之1號,"25.046130 ","121.133150 ",B01,110,大園分局,
繼德印染科技股份有限公司,草漯里,桃園市觀音區草漯里大同一路28號,"25.046260 ","121.132280 ",B01,412,大園分局,
和星纖維工業股份有限公司,草漯里,桃園市觀音區草漯里榮工北路6號,"25.045800 ","121.133070 ",B01,36,大園分局,
錦美紙業股份有限公司,草漯里,桃園市觀音區草漯里榮工北路10號,"25.058810 ","121.128960 ",B01,190,大園分局,
協明化工股份有限公司,草漯里,桃園市觀音區草漯里榮工北路11號,"25.057830 ","121.129690 ",B01,340,大園分局,
德彥造紙股份有限公司,草漯里,桃園市觀音區草漯里榮工北路12號,"25.058390 ","121.129830 ",B01,475,大園分局,
集盛實業股份有限公司(四廠),草漯里,桃園市觀音區草漯里榮工南路2號,"25.054950 ","121.130420 ",B01,221,大園分局,
研能科技股份有限公司,草漯里,桃園市觀音區草漯里榮工南路6號,"25.046390 ","121.135480 ",B01,475,大園分局,
接昌工業股份有限公司,草漯里,桃園市觀音區草漯里榮工南路15號,"25.048830 ","121.136060 ",B01,191,大園分局,
祥藝塑膠有限公司,草漯里,桃園市觀音區草漯里榮工南路17號,"25.055630 ","121.130520 ",B01,139,大園分局,
利誼金屬有限公司,草漯里,桃園市觀音區草漯里大同二路1號,"25.053870 ","121.130190 ",B01,100,大園分局,
福業電子股份有限公司,草漯里,桃園市觀音區草漯里大同二路5號,"25.047180 ","121.142980 ",B01,438,大園分局,
禾光有限公司觀音廠,草漯里,桃園市觀音區草漯里大同二路18號,"25.048720 ","121.135190 ",B01,90,大園分局,
大豐電化工業股份有限公司,草漯里,桃園市觀音區草漯里大同二路19號,25.050200,121.136514,B01,31,大園分局,
鴻合環保科技有限公司觀音廠,草漯里,桃園市觀音區草漯里大同二路20號,"25.049070 ","121.135130 ",B01,646,大園分局,
東達工業股份有限公司,草漯里,桃園市觀音區草漯里大同二路21號,"25.050070 ","121.130390 ",B01,106,大園分局,
寶城特殊印刷有限公司觀音廠,草漯里,桃園市觀音區草漯里大同二路24號,"25.049540 ","121.135540 ",B01,71,大園分局,
欣旺實業股份有限公司,草漯里,桃園市觀音區草漯里大同二路36號,"25.047460 ","121.133380 ",B01,121,大園分局,
巨壯企業股份有限公司,草漯里,桃園市觀音區草漯里大同二路39號,"25.047530 ","121.135460 ",B01,44,大園分局,
源順塑膠公司,草漯里,桃園市觀音區草漯里忠孝路546號,"25.058890 ","121.136470 ",B01,211,大園分局,
彩色世界大樓,草漯里,桃園市觀音區草漯里大觀路二段189號,"25.047180 ","121.142980 ",B01,3465,大園分局,
一協榮公司,草漯里,桃園市觀音區草漯里13鄰成功路一段408號,"25.055460 ","121.135980 ",B01,115,大園分局,
明營機械廠股份有限公司,草漯里,桃園市觀音區草漯里源遠街7號,"25.050750 ","121.128210 ",B01,181,大園分局,
東欣實業股份有限公司,草漯里,桃園市觀音區草漯里源遠街8號,"25.055420 ","121.131620 ",B01,754,大園分局,
麗嘉科技股份有限公司,草漯里,桃園市觀音區草漯里源遠街12號,"25.049870 ","121.128780 ",B01,195,大園分局,
國合精密股份有限公司,樹林里,桃園市觀音區樹林里工業一路1號,"25.064910 ","121.129080 ",B01,147,大園分局,
常禾菁研科技股份有限公司,樹林里,桃園市觀音區樹林里工業一路5號,"25.065880 ","121.128120 ",B01,250,大園分局,
光美企業工廠股份有限公司,樹林里,桃園市觀音區樹林里工業一路12號,"25.061980 ","121.128370 ",B01,577,大園分局,
友鴻材料科技股份有限公司,樹林里,桃園市觀音區樹林里工業一路16號,"25.068390 ","121.127650 ",B01,40,大園分局,
日旭化學工業股份有限公司,樹林里,桃園市觀音區樹林里工業二路12號,"25.065760 ","121.126270 ",B01,32,大園分局,
甲芝生物科技股份有限公司,樹林里,桃園市觀音區樹林里工業二路18號,"25.066970 ","121.125900 ",B01,169,大園分局,
杏芳化工股份有限公司,樹林里,桃園市觀音區樹林里工業二路22號,"25.067130 ","121.124780 ",B01,119,大園分局,
竑澤實業股份有限公司,樹林里,桃園市觀音區樹林里工業二路23號,"25.066740 ","121.123710 ",B01,76,大園分局,
合一實業股份有限公司,樹林里,桃園市觀音區樹林里工業二路25號,"25.067060 ","121.123350 ",B01,175,大園分局,
大勤化成股份有限公司,樹林里,桃園市觀音區樹林里工業二路28號,"25.061980 ","121.128370 ",B01,224,大園分局,
華普飛機引擎科技股份有限公司,樹林里,桃園市觀音區樹林里工業三路1號,"25.057640 ","121.125660 ",B01,117,大園分局,
金路電子企業股份有限公司,樹林里,桃園市觀音區樹林里工業三路9號,"25.059730 ","121.124030 ",B01,1034,大園分局,
侑晉科技股份有限公司,樹林里,桃園市觀音區樹林里建國路11號,"25.052670 ","121.126130 ",B01,80,大園分局,
歌林股份有限公司,樹林里,桃園市觀音區樹林里工業四路7號,"25.056190 ","121.119960 ",B01,390,大園分局,
瀚宇博德股份有限公司,樹林里,桃園市觀音區樹林里工業四路9號,"25.057080 ","121.119480 ",B01,1144,大園分局,
名晧企業股份有限公司,樹林里,桃園市觀音區樹林里工業四路11號,"25.058410 ","121.118920 ",B01,156,大園分局,
名億實業股份有限公司,樹林里,桃園市觀音區樹林里工業四路12號,"25.058800 ","121.118900 ",B01,388,大園分局,
芫吉有限公司觀音廠,樹林里,桃園市觀音區樹林里工業四路16號,"25.060100 ","121.118430 ",B01,34,大園分局,
僑力化工股份有限公司,樹林里,桃園市觀音區樹林里工業五路11號,"25.056220 ","121.115950 ",B01,461,大園分局,
遠東先進纖維股份有限公司,樹林里,桃園市觀音區樹林里工業五路17號,"25.061800 ","121.113220 ",B01,964,大園分局,
先豐通訊股份有限公司,樹林里,桃園市觀音區樹林里經建一路16號,"25.055450 ","121.121720 ",B01,297,大園分局,
開元食品股份有限公司,樹林里,桃園市觀音區樹林里經建一路28號,"25.056630 ","121.124360 ",B01,166,大園分局,
洋華光電股份有限公司（三廠）,樹林里,桃園市觀音區樹林里經建一路31號,"25.057150 ","121.122470 ",B01,118,大園分局,
台灣巴斯夫股份有限公司,樹林里,桃園市觀音區樹林里經建一路33號,"25.057410 ","121.123330 ",B01,593,大園分局,
富元精密鍍膜股份有限公司,樹林里,桃園市觀音區樹林里經建一路33號之1,"25.057410 ","121.123330 ",B01,1943,大園分局,
立松化工股份有限公司,樹林里,桃園市觀音區樹林里經建一路38號,"25.058880 ","121.126600 ",B01,21,大園分局,
新藝工業股份有限公司,樹林里,桃園市觀音區樹林里經建一路42號,"25.059170 ","121.127360 ",B01,160,大園分局,
宏維紙業股份有限公司,樹林里,桃園市觀音區樹林里經建一路47號,"25.058440 ","121.125520 ",B01,123,大園分局,
台灣亞旭科技股份有限公司,樹林里,桃園市觀音區樹林里經建一路49號,"25.058420 ","121.125980 ",B01,101,大園分局,
翔協企業股份有限公司,樹林里,桃園市觀音區樹林里經建一路55號,"25.061980 ","121.128370 ",B01,577,大園分局,
台光電子材料股份有限公司(二廠),樹林里,桃園市觀音區樹林里經建二路3號,"25.055340 ","121.116660 ",B01,190,大園分局,
錦源鑄造工業股份有限公司,樹林里,桃園市觀音區樹林里經建二路25號,"25.057830 ","121.120240 ",B01,282,大園分局,
信盈文具事業股份有限公司,樹林里,桃園市觀音區樹林里經建二路28號,"25.057370 ","121.122080 ",B01,277,大園分局,
華城電機股份有限公司(二廠),樹林里,桃園市觀音區樹林里經建二路33號,"25.058890 ","121.124130 ",B01,371,大園分局,
盛聚塑膠股份有限公司,樹林里,桃園市觀音區樹林里經建二路45號,"25.060050 ","121.125370 ",B01,363,大園分局,
德淵企業股份有限公司　　,樹林里,桃園市觀音區樹林里經建二路46號,"25.059460 ","121.125060 ",B01,84,大園分局,
弘煜機械有限公司,樹林里,桃園市觀音區樹林里經建二路45號,"25.060290 ","121.125380 ",B01,1068,大園分局,
巨澤工業有限公司,樹林里,桃園市觀音區樹林里經建二路52號,"25.060330 ","121.125850 ",B01,72,大園分局,
合江工業廠股份有限公司,樹林里,桃園市觀音區樹林里經建三路5號,"25.057660 ","121.117990 ",B01,426,大園分局,
利津實業有限公司,樹林里,桃園市觀音區樹林里經建三路25、27號,"25.060730 ","121.124470 ",B01,96,大園分局,
緯虹精密股份有限公司,樹林里,桃園市觀音區樹林里經建三路29號,"25.061220 ","121.124370 ",B01,115,大園分局,
瑞太福科技股份有限公司,樹林里,桃園市觀音區樹林里經建三路33號,"25.061790 ","121.124780 ",B01,74,大園分局,
辛奇實業股份有限公司觀音廠,樹林里,桃園市觀音區樹林里經建三路42號,"25.059990 ","121.124110 ",B01,61,大園分局,
盛聚塑膠股份有限公司,樹林里,桃園市觀音區樹林里經建三路45號,"25.061310 ","121.125130 ",B01,60,大園分局,
東旭成企業股份有限公司,樹林里,桃園市觀音區樹林里經建三路46號,"25.060500 ","121.125120 ",B01,178,大園分局,
吉盈橡膠股份有限公司,樹林里,桃園市觀音區樹林里經建三路50號,"25.061370 ","121.125320 ",B01,487,大園分局,
安進捲門股份有限公司,樹林里,桃園市觀音區樹林里經建三路52號,"25.062110 ","121.126080 ",B01,244,大園分局,
信綸工業股份有限公司,樹林里,桃園市觀音區樹林里經建四路7號,"25.059430 ","121.116140 ",B01,27,大園分局,
亞宙鍛造股份有限公司,樹林里,桃園市觀音區樹林里經建四路9號,"25.059630 ","121.116460 ",B01,61,大園分局,
公源藥品股份有限公司,樹林里,桃園市觀音區樹林里經建四路15號,"25.059630 ","121.117840 ",B01,403,大園分局,
群益膠帶股份有限公司,樹林里,桃園市觀音區樹林里經建四路17號,"25.059620 ","121.118060 ",B01,81,大園分局,
碁富食品股份有限公司,樹林里,桃園市觀音區樹林里經建四路21號,"25.059890 ","121.118460 ",B01,481,大園分局,
優立實業股份有限公司　,樹林里,桃園市觀音區樹林里經建四路22號,"25.061760 ","121.123660 ",B01,25,大園分局,
台劦企業股份有限公司,樹林里,桃園市觀音區樹林里經建四路32號,"25.062730 ","121.125060 ",B01,86,大園分局,
旌弘電線電纜股份有限公司,樹林里,桃園市觀音區樹林里經建四路34號,"25.063000 ","121.125300 ",B01,38,大園分局,
虹光化學工業股份有限公司,樹林里,桃園市觀音區樹林里經建四路36號,"25.063420 ","121.125790 ",B01,496,大園分局,
金匯科技股份有限公司,樹林里,桃園市觀音區樹林里經建四路43號,"25.062160 ","121.123760 ",B01,112,大園分局,
台灣日鑛金屬股份有限公司,樹林里,桃園市觀音區樹林里經建四路45號,"25.062160 ","121.123760 ",B01,15,大園分局,
亞東石化股份有限公司,樹林里,桃園市觀音區樹林里經建四路47號,"25.064070 ","121.126220 ",B01,438,大園分局,
台灣玻璃工業股份有限公司,樹林里,桃園市觀音區樹林里經建五路1號,"25.059900 ","121.114480 ",B01,466,大園分局,
山靈企業股份有限公司,樹林里,桃園市觀音區樹林里經建五路2號,"25.059510 ","121.114420 ",B01,466,大園分局,
昀辰企業有限公司,樹林里,桃園市觀音區樹林里經建五路6號,"25.059780 ","121.115520 ",B01,85,大園分局,
台宗企業有限公司,樹林里,桃園市觀音區樹林里經建五路12號,"25.060470 ","121.116420 ",B01,51,大園分局,
極品化學科技股份有限公司,樹林里,桃園市觀音區樹林里經建五路14號,"25.060080 ","121.117080 ",B01,218,大園分局,
合機電線電纜股份有限公司,樹林里,桃園市觀音區樹林里經建五路18號,"25.060790 ","121.117130 ",B01,36,大園分局,
台灣中華化學工業股份有限公司,樹林里,桃園市觀音區樹林里經建五路30號,"25.062470 ","121.121160 ",B01,164,大園分局,
"合機電線電纜股份有限公司(三廠) ",樹林里,桃園市觀音區樹林里經建五路32號,"25.061910 ","121.122310 ",B01,6677,大園分局,
遠東新世紀股份有限公司,樹林里,桃園市觀音區樹林里經建六路3號,"25.062870 ","121.116650 ",B01,845,大園分局,
聖諄實業股份有限公司,樹林里,桃園市觀音區樹林里經建六路29號,"25.067380 ","121.124710 ",B01,37,大園分局,
永冠鑄造工廠股份有限公司,草漯里,桃園市觀音區草漯里成功路一段502號,"25.049540 ","121.137040 ",B01,78,大園分局,
集盛實業股份有限公司(三廠),草漯里,桃園市觀音區草漯里成功路一段506號,"25.049170 ","121.136300 ",B01,4045,大園分局,
麗清科技股份有限公司,草漯里,桃園市觀音區草漯里成功路一段513號,"25.053970 ","121.126380 ",B01,758,大園分局,
台界化學工業股份有限公司,草漯里,桃園市觀音區草漯里成功路一段514號,"25.055320 ","121.126650 ",B01,278,大園分局,
中德開發科技股份有限公司,樹林里,桃園市觀音區樹林里成功路一段520號,"25.056080 ","121.125300 ",B01,56,大園分局,
集盛實業股份有限公司,樹林里,桃園市觀音區樹林里成功路一段522號,"25.055110 ","121.124380 ",B01,997,大園分局,
加龍鋼業股份有限公司,樹林里,桃園市觀音區樹林里成功路二段911號,"25.050210 ","121.116250 ",B01,56,大園分局,
台灣德聯高科股份有限公司,樹林里,桃園市觀音區樹林里成功路二段915號,"25.049110 ","121.114720 ",B01,622,大園分局,
臺鍍科技股份有限公司,富林里,桃園市觀音區富林里成功路二段919號,"25.055600 ","121.103370 ",B01,497,大園分局,
錦源鑄造工業股份有限公司,富林里,桃園市觀音區富林里成功路二段921號,"25.045080 ","121.110780 ",B01,210,大園分局,
錦源鑄造工業股份有限公司,富林里,桃園市觀音區富林里成功路二段923號,"25.052930 ","121.116860 ",B01,154,大園分局,
祥發金屬工業股份有限公司,富林里,桃園市觀音區富林里成功路二段933號,"25.052460 ","121.115640 ",B01,380,大園分局,
台灣永光化學股份有限公司(三廠),富林里,桃園市觀音區富林里成功路二段937號,"25.058950 ","121.113700 ",B01,637,大園分局,
瑞智精密股份有限公司,富林里,桃園市觀音區富林里成功路二段943號,"25.056760 ","121.104350 ",B01,977,大園分局,
國紡企業股份有限公司,富林里,桃園市觀音區富林里工業六路2號,"25.047820 ","121.116140 ",B01,78,大園分局,
立弘生化科技股份有限公司,富林里,桃園市觀音區富林里工業六路6號,"25.052760 ","121.106430 ",B01,1794,大園分局,
觀音環境資源科技股份有限公司,富林里,桃園市觀音區富林里工業七路5號,"25.042450 ","121.105800 ",B01,613,大園分局,
伸泰國際股份有限公司,富林里,桃園市觀音區富林里工業七路9號,"25.047820 ","121.116140 ",B01,56,大園分局,
全聯觀音物流園區,富林里,桃園市觀音區富林里工業七路10號,"25.047090 ","121.111860 ",B01,1556,大園分局,
紘瑋科技股份有限公司,富林里,桃園市觀音區富林里工業七路11號,"25.045340 ","121.109350 ",B01,438,大園分局,
昆言企業股份有限公司,富林里,桃園市觀音區富林里工業七路13號,"25.053240 ","121.105650 ",B01,2416,大園分局,
利芃國際股份有限公司,富林里,桃園市觀音區富林里國瑞路16號,"25.059190 ","121.111500 ",B01,1159,大園分局,
新光鋼鐵股份有限公司,富林里,桃園市觀音區富林里工業八路6號,"25.049950 ","121.108450 ",B01,78,大園分局,
信東生技股份有限公司,富林里,桃園市觀音區富林里國建一路1號,"25.052930 ","121.116860 ",B01,605,大園分局,
宏泰電工股份有限公司,富林里,桃園市觀音區富林里國建一路2號,"25.053990 ","121.116450 ",B01,1052,大園分局,
臺唐工業股份有限公司,富林里,桃園市觀音區富林里國建一路3號,"25.033270 ","121.122310 ",B01,284,大園分局,
越峯電子材料股份有限公司,富林里,桃園市觀音區富林里國建二路2號,"25.058950 ","121.113700 ",B01,222,大園分局,
普森環保科技股份有限公司(資禾興業),富林里,桃園市觀音區富林里國建二路3-1號,"25.057320 ","121.112120 ",B01,181,大園分局,
水美工程企業股份有限公司,富林里,桃園市觀音區富林里國建三路1號之5,"25.058720 ","121.113890 ",B01,780,大園分局,
揚堡實業有限公司觀音廠,富林里,桃園市觀音區富林里國建三路3號,"25.058030 ","121.106100 ",B01,44,大園分局,
瑞大鴻科技材料公司,富林里,桃園市觀音區富林里國建三路7號,"25.036820 ","121.134810 ",B01,198,大園分局,
耀鼎資源循環股份有限公司,富林里,桃園市觀音區富林里國建三路7-1號,"25.059620 ","121.108130 ",B01,60,大園分局,
日楠企業有限公司觀音廠,富林里,桃園市觀音區富林里國光路8號,"25.059580 ","121.105770 ",B01,118,大園分局,
長台企業有限公司,富林里,桃園市觀音區富林里桃37鄉道4號,"25.058030 ","121.106100 ",B01,97,大園分局,
石梅化學工業股份有限公司,富林里,桃園市觀音區富林里文林路889巷27號,"25.031190 ","121.122290 ",B01,80,大園分局,
台益化學公司,保障里,桃園市觀音區保障里9鄰68-1號,"25.047180 ","121.142980 ",B01,57,大園分局,
福興建設有限公司,草新里,桃園市觀音區草新里九如街261號,"25.037270 ","121.142640 ",B01,947,大園分局,
鴻泰環保科技股份有限公司,草漯里,桃園市觀音區草漯里大同二路25號,"25.049170 ","121.136300 ",B01,614,大園分局,
榮冠食品工廠股份有限公司,草漯里,桃園市觀音區草漯里大同二路40號,"25.045970 ","121.141310 ",B01,56,大園分局,
臺灣氫達股份有限公司,樹林里,桃園市觀音區樹林里工業一路11號,"25.067490 ","121.126350 ",B01,1556,大園分局,
思特材料股份有限公司,樹林里,桃園市觀音區樹林里工業二路16號,"25.066450 ","121.126410 ",B01,438,大園分局,
亞東石化股份有限公司,富林里,桃園市觀音區富林里工業七路2號,"25.043620 ","121.107020 ",B01,2416,大園分局,
潤泰全球股份有限公司,樹林里,桃園市觀音區樹林里經建一路59號,"25.059680 ","121.127010 ",B01,1158,大園分局,
世紀鋼鐵結構股份有限公司,樹林里,桃園市觀音區樹林里經建二路26號,"25.057540 ","121.121410 ",B01,43,大園分局,
百泰陶藝廠股份有限公司,樹林里,桃園市觀音區樹林里經建三路31號,"25.061150 ","121.124890 ",B01,125,大園分局,
惠盛實業有限公司,樹林里,桃園市觀音區樹林里經建四路26號,"25.061960 ","121.123870 ",B01,284,大園分局,
遠東新世紀觀音印染廠,富林里,桃園市觀音區富林里國建二路1號　　　,"25.058720 ","121.113890 ",B01,181,大園分局,
達紡股份有限公司,草漯里,桃園市觀音區草漯里成功路一段504號　　,"25.049540 ","121.135540 ",B01,44,大園分局,
華裕興實業,樹林里,桃園市觀音區樹林里國建三路7號,"25.059798 ","121.108130 ",B01,284,大園分局,
台光電子材料股份有限公司(三廠),草漯里,桃園市觀音區草漯里源遠街10號,"25.050470 ","121.129020 ",B01,118,大園分局,
東和鋼鐵企業股份有限公司,保障里,桃園市觀音區保障里8鄰草漯116號,"25.069480 ","121.139490 ",B01,3395,大園分局,
"福興建設有限公司 ",草新里,桃園市觀音區草新里新生路1305號,"25.047180 ","121.142980 ",B01,1018,大園分局,
協益電子股份有限公司,樹林里,桃園市觀音區樹林里經建一路30號,"25.057370 ","121.125010 ",B01,623,大園分局,
新光鋼鐵股份有限公司,富林里,桃園市觀音區富林里工業八路188號,"25.041250 ","121.112420 ",B01,330,大園分局,
東方京品社區大樓,草漯里,桃園市觀音區草漯里福祥街80號,"25.046390 ","121.135480 ",B01,1505,大園分局,
新光合成纖維股份有限公司,樹林里,桃園市觀音區樹林里國建三路9號,"25.062390 ","121.111800 ",B01,38,大園分局,
心築建築大樓,草漯里,桃園市觀音區草漯里福德街182號,"25.043380 ","121.137460 ",B01,591,大園分局,
台普工業股份有限公司,草漯里,桃園市觀音區草漯里榮工北路9號,"25.058320 ","121.128780 ",B01,390,大園分局,
巴黎時尚社區大樓,草漯里,桃園市觀音區草漯里福祥街151號,"25.045130 ","121.136360 ",B01,2573,大園分局,
宏泰電工股份有限公司,樹林里,桃園市觀音區樹林里國建一路2號,"25.053990 ","121.116450 ",B01,953,大園分局,
華園建設股份有限公司,草新里,桃園市觀音區草新里十全路36號,"25.039570 ","121.143890 ",B01,2316,大園分局,
福興建設有限公司,草新里,桃園市觀音區草新里九如街261號,"25.037270 ","121.142640 ",B01,1055,大園分局,
勤本建設股份有限公司,草漯里,桃園市觀音區草漯里福興街123號,"25.047180 ","121.142980 ",B01,1018,大園分局,
傳佳建設股份有限公司,草漯里,桃園市觀音區草漯里福祥街102號,"25.058320 ","121.128780 ",B01,2016,大園分局,
福網建設股份有限公司,草新里,桃園市觀音區草新里八德二街11號,"25.041290 ","121.136930 ",B01,882,大園分局,
合展建設股份有限公司,草新里,桃園市觀音區草新里大觀路二段361號7樓,"25.042480 ","121.136570 ",B01,1493,大園分局,
聯承巨曜建設股份有限公司,草漯里,桃園市觀音區草漯里福興街258號7樓,25.044035,121.137330,B01,740,大園分局,
迦得建設有限公司,草新里,桃園市觀音區草新里六合二街121號,"25.041510 ","121.135850 ",B01,519,大園分局,
臺億建築經理股份有限公司,草漯里,桃園市觀音區草漯里12鄰福興街318號,"25.034390 ","121.099300 ",B01,838,大園分局,
全殷建設股份有限公司,樹林里,桃園市觀音區樹林里10鄰民生路83巷17號二樓,"25.051845 ","121.123975 ",B01,770,大園分局,
苙閎建設有限公司,草漯里,桃園市觀音區草漯里16鄰福祥街111-1號,"25.047911 ","121.137200 ",B01,708,大園分局,
臺億建築經理股份有限公司,草漯里,桃園市觀音區草漯里16鄰福德街100號,"25.046658 ","121.137700 ",B01,614,大園分局,
鴻灃建設股份有限公司,草漯里,桃園市觀音區草漯里18鄰二聖路313巷30號,"25.038594 ","121.135830 ",B01B02,1257,大園分局,
誠聚建設股份有限公司,草新里,桃園市觀音區草新里25鄰大觀路二段393號,"25.042570 ","121.136560 ",B01B02,1857,大園分局,
桃園市觀音區公所,草漯里,桃園市觀音區草漯里16鄰莊敬路186號,"25.044939 ","121.135100 ",B01B02,1225,大園分局,
寶國建築經理股份有限公司,保障里,桃園市觀音區保障里9鄰莊敬三街172號,25.054260,121.142414,B01,606,大園分局,
元貞建設股份有限公司,草漯里,桃園市觀音區草漯里2鄰富貴一街113巷30號四樓之1,"25.053532 ","121.137824 ",B01,785,大園分局,
天盛開發有限公司,草漯里,桃園市觀音區草漯里16鄰莊敬路251號四樓,"25.045544 ","121.135279 ",B01,1441,大園分局,
世錩建設股份有限公司,草漯里,桃園市觀音區草漯里4鄰福昌街73號3樓,"25.049011 ","121.137751 ",B01,299,大園分局,
美璞建設有限公司,草新里,桃園市觀音區草新里32鄰二聖路118號,"25.039452 ","121.141300 ",B01,636,大園分局,
僑力化工股份有限公司,樹林里,桃園市觀音區樹林里19鄰工業五路11號,"25.056387 ","121.116001 ",B01B02,850,大園分局,
旭富製藥科技股份有限公司,樹林里,桃園市觀音區樹林里19鄰工業五路5號,"25.054183 ","121.117422 ",B01B02,983,大園分局,
