編號,村里別,地址,可容納人數,地下樓層數,類別,備註,placemark_address
457.0,三多里,彰化縣員林市三多里永安街143號,"43 ","1 ",大樓,,彰化縣員林市三多里永安街143號
458.0,三多里,彰化縣員林市三多里大仁街2號,"112 ","1 ",大樓,,彰化縣員林市三多里大仁街2號
459.0,三多里,彰化縣員林市三多里大同路2段197號,"13 ","1 ",大樓,,彰化縣員林市三多里大同路2段197號
460.0,三多里,彰化縣員林市三多里大同路2段195號,"13 ","1 ",大樓,,彰化縣員林市三多里大同路2段195號
461.0,三多里,彰化縣員林市三多里大同路2段193號,"13 ","1 ",大樓,,彰化縣員林市三多里大同路2段193號
462.0,三多里,彰化縣員林市三多里大成街9號,"52 ","1 ",大樓,,彰化縣員林市三多里大成街9號
463.0,三多里,彰化縣員林市三多里莒光路824號,"81 ","1 ",大樓,,彰化縣員林市三多里莒光路824號
464.0,三多里,彰化縣員林市三多里永安街127號,"28 ","1 ",大樓,,彰化縣員林市三多里永安街127號
465.0,三多里,彰化縣員林市三多里興華街42號,"73 ","1 ",大樓,,彰化縣員林市三多里興華街42號
466.0,三多里,彰化縣員林市三多里永安街144號,"113 ","1 ",大樓,,彰化縣員林市三多里永安街144號
467.0,三多里,彰化縣員林市三多里莒光路840號,"13 ","1 ",大樓,,彰化縣員林市三多里莒光路840號
468.0,三多里,彰化縣員林市三多里中山路2段574號,"17 ","1 ",大樓,,彰化縣員林市三多里中山路2段574號
469.0,三多里,彰化縣員林市三多里大同路2段180號,"33 ","1 ",大樓,,彰化縣員林市三多里大同路2段180號
470.0,三多里,彰化縣員林市三多里大同路2段182號,"33 ","1 ",大樓,,彰化縣員林市三多里大同路2段182號
471.0,三多里,彰化縣員林市三多里大同路2段293號,"21 ","1 ",大樓,,彰化縣員林市三多里大同路2段293號
472.0,三多里,彰化縣員林市三多里中山路2段315號,"55 ","1 ",大樓,,彰化縣員林市三多里中山路2段315號
473.0,三多里,彰化縣員林市三多里中山路2段317號,"56 ","1 ",大樓,,彰化縣員林市三多里中山路2段317號
474.0,三多里,彰化縣員林市三多里中山路2段311號,"53 ","1 ",大樓,,彰化縣員林市三多里中山路2段311號
475.0,三多里,彰化縣員林市三多里大同路2段199巷5號,"59 ","1 ",大樓,,彰化縣員林市三多里大同路2段199巷5號
476.0,三多里,彰化縣員林市三多里大同路2段199巷7號,"59 ","1 ",大樓,,彰化縣員林市三多里大同路2段199巷7號
477.0,三多里,彰化縣員林市三多里大同路2段199巷9號,"59 ","1 ",大樓,,彰化縣員林市三多里大同路2段199巷9號
478.0,三多里,彰化縣員林市三多里大同路2段130號,"17 ","1 ",大樓,,彰化縣員林市三多里大同路2段130號
479.0,三多里,彰化縣員林市三多里永興街215號,"41 ","1 ",大樓,,彰化縣員林市三多里永興街215號
480.0,三多里,彰化縣員林市三多里長泰街26號,"23 ","1 ",大樓,,彰化縣員林市三多里長泰街26號
481.0,三多里,彰化縣員林市三多里興華街57之2號,"23 ","1 ",大樓,,彰化縣員林市三多里興華街57之2號
482.0,三多里,彰化縣員林市三多里永安街123號,"45 ","1 ",大樓,,彰化縣員林市三多里永安街123號
483.0,三多里,彰化縣員林市三多里中山路2段620號,"17 ","1 ",大樓,,彰化縣員林市三多里中山路2段620號
484.0,三多里,彰化縣員林市三多里大仁街36號,"44 ","1 ",大樓,,彰化縣員林市三多里大仁街36號
485.0,三多里,彰化縣員林市三多里永興街141號,"41 ","1 ",大樓,,彰化縣員林市三多里永興街141號
486.0,三多里,彰化縣員林市三多里永興街137號,"21 ","1 ",大樓,,彰化縣員林市三多里永興街137號
487.0,三多里,彰化縣員林市三多里永興街139號,"21 ","1 ",大樓,,彰化縣員林市三多里永興街139號
488.0,三多里,彰化縣員林市三多里中山路2段556巷31弄26號,"28 ","1 ",大樓,,彰化縣員林市三多里中山路2段556巷31弄26號
489.0,三多里,彰化縣員林市三多里永裕街35號,"45 ","1 ",大樓,,彰化縣員林市三多里永裕街35號
490.0,三多里,彰化縣員林市三多里育英路626號,"60 ","1 ",大樓,,彰化縣員林市三多里育英路626號
491.0,三多里,彰化縣員林市三多里育英路624號,"53 ","1 ",大樓,,彰化縣員林市三多里育英路624號
492.0,三多里,彰化縣員林市三多里育英路622號,"53 ","1 ",大樓,,彰化縣員林市三多里育英路622號
493.0,三多里,彰化縣員林市三多里永安街274號,"51 ","1 ",大樓,,彰化縣員林市三多里永安街274號
494.0,三多里,彰化縣員林市三多里大仁街6號,"83 ","1 ",大樓,,彰化縣員林市三多里大仁街6號
495.0,三多里,彰化縣員林市三多里永安街184號,"28 ","1 ",大樓,,彰化縣員林市三多里永安街184號
496.0,三多里,彰化縣員林市三多里永興街152號,"31 ","1 ",大樓,,彰化縣員林市三多里永興街152號
497.0,三多里,彰化縣員林市三多里長泰街1之1號,"68 ","1 ",大樓,,彰化縣員林市三多里長泰街1之1號
498.0,三多里,彰化縣員林市三多里興華街21號,"297 ","1 ",大樓,,彰化縣員林市三多里興華街21號
499.0,三多里,彰化縣員林市三多里大同路2段186號,"27 ","1 ",大樓,,彰化縣員林市三多里大同路2段186號
500.0,三多里,彰化縣員林市三多里大同路2段150號,"28 ","1 ",大樓,,彰化縣員林市三多里大同路2段150號
501.0,三多里,彰化縣員林市三多里大仁街79號,"65 ","1 ",大樓,,彰化縣員林市三多里大仁街79號
502.0,三多里,彰化縣員林市三多里莒光路810號,"81 ","1 ",大樓,,彰化縣員林市三多里莒光路810號
503.0,三多里,彰化縣員林市三多里莒光路808號,"91 ","1 ",大樓,,彰化縣員林市三多里莒光路808號
504.0,三多里,彰化縣員林市三多里永興街157號,"63 ","1 ",大樓,,彰化縣員林市三多里永興街157號
505.0,三多里,彰化縣員林市三多里長泰街40-48號,"69 ","1 ",住宅,,彰化縣員林市三多里長泰街40-48號
506.0,三多里,彰化縣員林市三多里大仁街13、15號,"53 ","1 ",大樓,,彰化縣員林市三多里大仁街13、15號
507.0,三多里,彰化縣員林市三多里永興街133號,"84 ","1 ",大樓,,彰化縣員林市三多里永興街133號
508.0,三多里,彰化縣員林市三多里興華街122號,"85 ","1 ",大樓,,彰化縣員林市三多里興華街122號
509.0,三多里,彰化縣員林市三多里大同路2段136.138號,"44 ","1 ",大樓,,彰化縣員林市三多里大同路2段136.138號
510.0,三多里,彰化縣員林市三多里大智街8號,"1,157 ","1 ",大樓,,彰化縣員林市三多里大智街8號
511.0,三多里,彰化縣員林市三多里永裕街25號,"193 ","1 ",大樓,,彰化縣員林市三多里永裕街25號
512.0,三多里,彰化縣員林市三多里中山路2段556號32弄2,"197 ","1 ",大樓,,彰化縣員林市三多里中山路2段556號32弄2
513.0,三多里,彰化縣員林市三多里大同路2段250號,"36 ","1 ",大樓,,彰化縣員林市三多里大同路2段250號
514.0,三多里,彰化縣員林市三多里大同路2段248號,"36 ","1 ",大樓,,彰化縣員林市三多里大同路2段248號
515.0,三多里,彰化縣員林市三多里大仁街30號,"105 ","1 ",大樓,,彰化縣員林市三多里大仁街30號
516.0,三多里,彰化縣員林市三多里永興街88號,"1,099 ","1 ",大樓,,彰化縣員林市三多里永興街88號
517.0,三多里,彰化縣員林市三多里永安街110之3號,"2,795 ","1 ",大樓,,彰化縣員林市三多里永安街110之3號
518.0,三多里,彰化縣員林市三多里大同路2段152號,"52 ","1 ",大樓,,彰化縣員林市三多里大同路2段152號
519.0,三多里,彰化縣員林市三多里興華街22號,"199 ","1 ",大樓,,彰化縣員林市三多里興華街22號
520.0,三多里,彰化縣員林市三多里大仁街57號,"260 ","1 ",大樓,,彰化縣員林市三多里大仁街57號
521.0,三多里,彰化縣員林市三多里興華街7號,"600 ","1 ",大樓,,彰化縣員林市三多里興華街7號
522.0,三多里,彰化縣員林市三多里大同路2段2號,"276 ","1 ",大樓,,彰化縣員林市三多里大同路2段2號
523.0,三多里,彰化縣員林市三多里永興街230號,"318 ","1 ",大樓,,彰化縣員林市三多里永興街230號
524.0,三多里,彰化縣員林市三多里中山路2段395號,"2,679 ","1 ",大樓,,彰化縣員林市三多里中山路2段395號
525.0,三多里,彰化縣員林市三多里永裕街2號,"906 ","1 ",大樓,,彰化縣員林市三多里永裕街2號
526.0,三多里,彰化縣員林市三多里中山路2段399號,"4,619 ","1 ",特力屋員林店,,彰化縣員林市三多里中山路2段399號
527.0,三愛里,彰化縣員林市三愛里浮圳路2段404巷31號,"136 ","1 ",大樓,,彰化縣員林市三愛里浮圳路2段404巷31號
528.0,三愛里,彰化縣員林市三愛里浮圳路394號,"168 ","1 ",大樓,,彰化縣員林市三愛里浮圳路394號
529.0,三愛里,彰化縣員林市三愛里浮圳路2段452號,"56 ","1 ",大樓,,彰化縣員林市三愛里浮圳路2段452號
530.0,三愛里,彰化縣員林市三愛里合作街203號,"88 ","1 ",大樓,,彰化縣員林市三愛里合作街203號
531.0,三愛里,彰化縣員林市三愛里永安街54號,"10 ","1 ",大樓,,彰化縣員林市三愛里永安街54號
532.0,三愛里,彰化縣員林市三愛里大同路2段22號,"27 ","1 ",大樓,,彰化縣員林市三愛里大同路2段22號
533.0,三愛里,彰化縣員林市三愛里大同路2段42號,"61 ","1 ",大樓,,彰化縣員林市三愛里大同路2段42號
534.0,三愛里,彰化縣員林市三愛里合作街109號,"60 ","1 ",大樓,,彰化縣員林市三愛里合作街109號
535.0,三愛里,彰化縣員林市三愛里永安街27號,"32 ","1 ",大樓,,彰化縣員林市三愛里永安街27號
536.0,三愛里,彰化縣員林市三愛里大榮街40號,"40 ","1 ",大樓,,彰化縣員林市三愛里大榮街40號
537.0,三愛里,彰化縣員林市三愛里大榮街38號,"43 ","1 ",大樓,,彰化縣員林市三愛里大榮街38號
538.0,三愛里,彰化縣員林市三愛里大同路2段11號,"27 ","1 ",大樓,,彰化縣員林市三愛里大同路2段11號
539.0,三愛里,彰化縣員林市三愛里大同路2段13號,"41 ","1 ",大樓,,彰化縣員林市三愛里大同路2段13號
540.0,三愛里,彰化縣員林市三愛里永安街92號,"68 ","1 ",大樓,,彰化縣員林市三愛里永安街92號
541.0,三愛里,彰化縣員林市三愛里永安街94號,"68 ","1 ",大樓,,彰化縣員林市三愛里永安街94號
542.0,三愛里,彰化縣員林市三愛里永安街96號,"68 ","1 ",大樓,,彰化縣員林市三愛里永安街96號
543.0,三愛里,彰化縣員林市三愛里永安街98號,"68 ","1 ",大樓,,彰化縣員林市三愛里永安街98號
544.0,三愛里,彰化縣員林市三愛里大同路2段29號,"25 ","1 ",大樓,,彰化縣員林市三愛里大同路2段29號
545.0,三愛里,彰化縣員林市三愛里建國路165號,"47 ","1 ",大樓,,彰化縣員林市三愛里建國路165號
546.0,三愛里,彰化縣員林市三愛里大同路2段25巷50號,"41 ","1 ",大樓,,彰化縣員林市三愛里大同路2段25巷50號
547.0,三愛里,彰化縣員林市三愛里大同路2段25巷52號,"41 ","1 ",大樓,,彰化縣員林市三愛里大同路2段25巷52號
548.0,三愛里,彰化縣員林市三愛里大同路2段25巷54號,"41 ","1 ",大樓,,彰化縣員林市三愛里大同路2段25巷54號
549.0,三愛里,彰化縣員林市三愛里大同路2段25巷56號,"41 ","1 ",大樓,,彰化縣員林市三愛里大同路2段25巷56號
550.0,三愛里,彰化縣員林市三愛里合作街123號,"27 ","1 ",大樓,,彰化縣員林市三愛里合作街123號
551.0,三愛里,彰化縣員林市三愛里永興街62號,"28 ","1 ",大樓,,彰化縣員林市三愛里永興街62號
552.0,三愛里,彰化縣員林市三愛里合作街226號,"56 ","1 ",大樓,,彰化縣員林市三愛里合作街226號
553.0,三愛里,彰化縣員林市三愛里興華街永福巷42號,"53 ","1 ",大樓,,彰化縣員林市三愛里興華街永福巷42號
554.0,三愛里,彰化縣員林市三愛里大榮街4號,"51 ","1 ",大樓,,彰化縣員林市三愛里大榮街4號
555.0,三愛里,彰化縣員林市三愛里永安街80號,"40 ","1 ",大樓,,彰化縣員林市三愛里永安街80號
556.0,三愛里,彰化縣員林市三愛里永興街19號,"59 ","1 ",大樓,,彰化縣員林市三愛里永興街19號
557.0,三愛里,彰化縣員林市三愛里合作街231號,"60 ","1 ",大樓,,彰化縣員林市三愛里合作街231號
558.0,三愛里,彰化縣員林市三愛里興昌街43號,"37 ","1 ",大樓,,彰化縣員林市三愛里興昌街43號
559.0,三愛里,彰化縣員林市三愛里大同路2段92號,"40 ","1 ",大樓,,彰化縣員林市三愛里大同路2段92號
560.0,三愛里,彰化縣員林市三愛里大同路2段96之8號,"33 ","1 ",大樓,,彰化縣員林市三愛里大同路2段96之8號
561.0,三愛里,彰化縣員林市三愛里大同路2段47號,"32 ","1 ",大樓,,彰化縣員林市三愛里大同路2段47號
562.0,三愛里,彰化縣員林市三愛里浮圳路2段346號,"21 ","1 ",大樓,,彰化縣員林市三愛里浮圳路2段346號
563.0,三愛里,彰化縣員林市三愛里大安街2號,"40 ","1 ",大樓,,彰化縣員林市三愛里大安街2號
564.0,三愛里,彰化縣員林市三愛里永興街31號,"49 ","1 ",大樓,,彰化縣員林市三愛里永興街31號
565.0,三愛里,彰化縣員林市三愛里永興街33號,"49 ","1 ",大樓,,彰化縣員林市三愛里永興街33號
566.0,三愛里,彰化縣員林市三愛里大成街11號,"49 ","1 ",大樓,,彰化縣員林市三愛里大成街11號
567.0,三愛里,彰化縣員林市三愛里長榮街33號,"39 ","1 ",大樓,,彰化縣員林市三愛里長榮街33號
568.0,三愛里,彰化縣員林市三愛里浮圳路2段314號,"31 ","1 ",大樓,,彰化縣員林市三愛里浮圳路2段314號
569.0,三愛里,彰化縣員林市三愛里浮圳路2段316號,"31 ","1 ",大樓,,彰化縣員林市三愛里浮圳路2段316號
570.0,三愛里,彰化縣員林市三愛里浮圳路2段312號,"48 ","1 ",大樓,,彰化縣員林市三愛里浮圳路2段312號
571.0,三愛里,彰化縣員林市三愛里大同路2段199巷1號,"89 ","1 ",大樓,,彰化縣員林市三愛里大同路2段199巷1號
572.0,三愛里,彰化縣員林市三愛里永安街73號,"37 ","1 ",大樓,,彰化縣員林市三愛里永安街73號
573.0,三愛里,彰化縣員林市三愛里大同路2段26號,"135 ","1 ",大樓,,彰化縣員林市三愛里大同路2段26號
574.0,三愛里,彰化縣員林市三愛里永興街24號,"35 ","1 ",大樓,,彰化縣員林市三愛里永興街24號
575.0,三愛里,彰化縣員林市三愛里合作街243號,"64 ","1 ",大樓,,彰化縣員林市三愛里合作街243號
576.0,三愛里,彰化縣員林市三愛里永安街115號,"25 ","1 ",大樓,,彰化縣員林市三愛里永安街115號
577.0,三愛里,彰化縣員林市三愛里大同路2段62號,"48 ","1 ",大樓,,彰化縣員林市三愛里大同路2段62號
578.0,三愛里,彰化縣員林市三愛里大同路2段64號,"48 ","1 ",大樓,,彰化縣員林市三愛里大同路2段64號
579.0,三愛里,彰化縣員林市三愛里大同路2段66號,"48 ","1 ",大樓,,彰化縣員林市三愛里大同路2段66號
580.0,三愛里,彰化縣員林市三愛里興昌街80號,"32 ","1 ",大樓,,彰化縣員林市三愛里興昌街80號
581.0,三愛里,彰化縣員林市三愛里大同路2段90號,"25 ","1 ",大樓,,彰化縣員林市三愛里大同路2段90號
582.0,三愛里,彰化縣員林市三愛里永興街18號,"55 ","1 ",大樓,,彰化縣員林市三愛里永興街18號
583.0,三愛里,彰化縣員林市三愛里大勇街36號,"49 ","1 ",大樓,,彰化縣員林市三愛里大勇街36號
584.0,三愛里,彰化縣員林市三愛里大勇街34號,"49 ","1 ",大樓,,彰化縣員林市三愛里大勇街34號
585.0,三愛里,彰化縣員林市三愛里永興街46號,"97 ","1 ",大樓,,彰化縣員林市三愛里永興街46號
586.0,三愛里,彰化縣員林市三愛里大同路2段74巷2號,"65 ","1 ",大樓,,彰化縣員林市三愛里大同路2段74巷2號
587.0,三愛里,彰化縣員林市三愛里永興街55號,"51 ","1 ",大樓,,彰化縣員林市三愛里永興街55號
588.0,三愛里,彰化縣員林市三愛里永興街53號,"49 ","1 ",大樓,,彰化縣員林市三愛里永興街53號
589.0,三愛里,彰化縣員林市三愛里永興街99號,"44 ","1 ",大樓,,彰化縣員林市三愛里永興街99號
590.0,三愛里,彰化縣員林市三愛里永安街14號,"84 ","1 ",大樓,,彰化縣員林市三愛里永安街14號
591.0,三愛里,彰化縣員林市三愛里永安街85號,"36 ","1 ",大樓,,彰化縣員林市三愛里永安街85號
592.0,三愛里,彰化縣員林市三愛里永安街87號,"35 ","1 ",大樓,,彰化縣員林市三愛里永安街87號
593.0,三愛里,彰化縣員林市三愛里興昌街40號,"39 ","1 ",大樓,,彰化縣員林市三愛里興昌街40號
594.0,三愛里,彰化縣員林市三愛里合作街169號,"64 ","1 ",大樓,,彰化縣員林市三愛里合作街169號
595.0,三愛里,彰化縣員林市三愛里大安街13號,"315 ","1 ",大樓,,彰化縣員林市三愛里大安街13號
596.0,三愛里,彰化縣員林市三愛里光華街21號,"31 ","1 ",大樓,,彰化縣員林市三愛里光華街21號
597.0,三愛里,彰化縣員林市三愛里合作街177號,"200 ","1 ",大樓,,彰化縣員林市三愛里合作街177號
598.0,三愛里,彰化縣員林市三愛里大同路2段16號,"84 ","1 ",大樓,,彰化縣員林市三愛里大同路2段16號
599.0,三愛里,彰化縣員林市三愛里光華街67號,"63 ","1 ",大樓,,彰化縣員林市三愛里光華街67號
600.0,三愛里,彰化縣員林市三愛里興昌街49號,"35 ","1 ",大樓,,彰化縣員林市三愛里興昌街49號
601.0,三愛里,彰化縣員林市三愛里建國路227號,"1,123 ","1 ",大樓,,彰化縣員林市三愛里建國路227號
602.0,三愛里,彰化縣員林市三愛里建國路255號,"1,545 ","1 ",大樓,,彰化縣員林市三愛里建國路255號
603.0,三愛里,彰化縣員林市三愛里浮圳路2段378號,"1,534 ","1 ",大樓,,彰化縣員林市三愛里浮圳路2段378號
604.0,黎明里,彰化縣員林市黎明里南昌路39號,"4,133 ","1 ",大樓,,彰化縣員林市黎明里南昌路39號
605.0,黎明里,彰化縣員林市黎明里中正路201號,"243 ","1 ",大樓,,彰化縣員林市黎明里中正路201號
606.0,黎明里,彰化縣員林市黎明里永和街5號,"31 ","1 ",大樓,,彰化縣員林市黎明里永和街5號
607.0,黎明里,彰化縣員林市黎明里中正路1巷17號,"233 ","1 ",大樓,,彰化縣員林市黎明里中正路1巷17號
608.0,黎明里,彰化縣員林市黎明里中正路1巷15號,"177 ","1 ",大樓,,彰化縣員林市黎明里中正路1巷15號
609.0,黎明里,彰化縣員林市黎明里中正路51號,"20 ","1 ",大樓,,彰化縣員林市黎明里中正路51號
610.0,黎明里,彰化縣員林市黎明里中正路63號,"57 ","1 ",大樓,,彰化縣員林市黎明里中正路63號
611.0,黎明里,彰化縣員林市黎明里中正路15號,"41 ","1 ",大樓,,彰化縣員林市黎明里中正路15號
612.0,黎明里,彰化縣員林市黎明里中正路17號,"36 ","1 ",大樓,,彰化縣員林市黎明里中正路17號
613.0,黎明里,彰化縣員林市黎明里永和街9號,"29 ","1 ",大樓,,彰化縣員林市黎明里永和街9號
614.0,黎明里,彰化縣員林市黎明里中正路265號,"113 ","1 ",大樓,,彰化縣員林市黎明里中正路265號
615.0,黎明里,彰化縣員林市黎明里南昌路10號,"32 ","1 ",大樓,,彰化縣員林市黎明里南昌路10號
616.0,黎明里,彰化縣員林市黎明里中正路267號,"107 ","1 ",大樓,,彰化縣員林市黎明里中正路267號
617.0,黎明里,彰化縣員林市黎明里中正路255號,"83 ","1 ",大樓,,彰化縣員林市黎明里中正路255號
618.0,黎明里,彰化縣員林市黎明里南昌路2號,"49 ","1 ",大樓,,彰化縣員林市黎明里南昌路2號
619.0,黎明里,彰化縣員林市黎明里南昌路4號,"83 ","1 ",大樓,,彰化縣員林市黎明里南昌路4號
620.0,黎明里,彰化縣員林市黎明里中正路257號,"49 ","1 ",大樓,,彰化縣員林市黎明里中正路257號
621.0,黎明里,彰化縣員林市黎明里中正路259號,"73 ","1 ",大樓,,彰化縣員林市黎明里中正路259號
622.0,黎明里,彰化縣員林市黎明里中正路263號,"120 ","1 ",大樓,,彰化縣員林市黎明里中正路263號
623.0,黎明里,彰化縣員林市黎明里南昌路6號,"93 ","1 ",大樓,,彰化縣員林市黎明里南昌路6號
624.0,黎明里,彰化縣員林市黎明里中正路261號,"124 ","1 ",大樓,,彰化縣員林市黎明里中正路261號
625.0,黎明里,彰化縣員林市黎明里惠來街23之1號,"72 ","1 ",大樓,,彰化縣員林市黎明里惠來街23之1號
626.0,黎明里,彰化縣員林市黎明里中正路101號,"29 ","1 ",大樓,,彰化縣員林市黎明里中正路101號
627.0,黎明里,彰化縣員林市黎明里中正路103號,"29 ","1 ",大樓,,彰化縣員林市黎明里中正路103號
628.0,黎明里,彰化縣員林市黎明里中正路309號,"52 ","1 ",大樓,,彰化縣員林市黎明里中正路309號
629.0,黎明里,彰化縣員林市黎明里惠來街33之4號,"63 ","1 ",大樓,,彰化縣員林市黎明里惠來街33之4號
630.0,黎明里,彰化縣員林市黎明里中正路117巷2號,"68 ","1 ",大樓,,彰化縣員林市黎明里中正路117巷2號
631.0,黎明里,彰化縣員林市黎明里黎明巷12號,"84 ","1 ",大樓,,彰化縣員林市黎明里黎明巷12號
632.0,黎明里,彰化縣員林市黎明里光明街31號,"161 ","1 ",大樓,,彰化縣員林市黎明里光明街31號
633.0,黎明里,彰化縣員林市黎明里中正路223號,"32 ","1 ",大樓,,彰化縣員林市黎明里中正路223號
634.0,黎明里,彰化縣員林市黎明里光明街100巷6號,"36 ","1 ",大樓,,彰化縣員林市黎明里光明街100巷6號
635.0,黎明里,彰化縣員林市黎明里中正路13號,"41 ","1 ",大樓,,彰化縣員林市黎明里中正路13號
636.0,黎明里,彰化縣員林市黎明里光復街100巷24號,"24 ","1 ",大樓,,彰化縣員林市黎明里光復街100巷24號
637.0,黎明里,彰化縣員林市黎明里中正路331號,"204 ","1 ",大樓,,彰化縣員林市黎明里中正路331號
638.0,黎明里,彰化縣員林市黎明里光明街108號,"20 ","1 ",大樓,,彰化縣員林市黎明里光明街108號
639.0,黎明里,彰化縣員林市黎明里光明街31號,"193 ","1 ",大樓,,彰化縣員林市黎明里光明街31號
640.0,黎明里,彰化縣員林市黎明里中正路317號,"131 ","1 ",大樓,,彰化縣員林市黎明里中正路317號
641.0,黎明里,彰化縣員林市黎明里中正路315號,"48 ","1 ",大樓,,彰化縣員林市黎明里中正路315號
642.0,黎明里,彰化縣員林市黎明里中正路319、321號,"152 ","1 ",大樓,,彰化縣員林市黎明里中正路319、321號
643.0,黎明里,彰化縣員林市黎明里中正路73巷39.40號,"449 ","1 ",大樓,,彰化縣員林市黎明里中正路73巷39.40號
644.0,黎明里,彰化縣員林市黎明里中正路191號,"101 ","1 ",大樓,,彰化縣員林市黎明里中正路191號
645.0,黎明里,彰化縣員林市黎明里中正路201號,"334 ","1 ",大樓,,彰化縣員林市黎明里中正路201號
646.0,黎明里,彰化縣員林市黎明里中正路61號,"177 ","1 ",大樓,,彰化縣員林市黎明里中正路61號
647.0,黎明里,彰化縣員林市黎明里惠來街8號,"1,451 ","1 ",大樓,,彰化縣員林市黎明里惠來街8號
648.0,民生里,彰化縣員林市民生里永吉街40號,"20 ","1 ",大樓,,彰化縣員林市民生里永吉街40號
649.0,民生里,彰化縣員林市民生里民生路29巷12號,"37 ","1 ",大樓,,彰化縣員林市民生里民生路29巷12號
650.0,民生里,彰化縣員林市民生里萬年巷49之41號,"23 ","1 ",大樓,,彰化縣員林市民生里萬年巷49之41號
651.0,民生里,彰化縣員林市民生里萬年巷49之42號,"23 ","1 ",大樓,,彰化縣員林市民生里萬年巷49之42號
652.0,民生里,彰化縣員林市民生里萬年巷49之43號,"23 ","1 ",大樓,,彰化縣員林市民生里萬年巷49之43號
653.0,民生里,彰化縣員林市民生里萬年巷49之44號,"23 ","1 ",大樓,,彰化縣員林市民生里萬年巷49之44號
654.0,民生里,彰化縣員林市民生里萬年巷49之45號,"23 ","1 ",大樓,,彰化縣員林市民生里萬年巷49之45號
655.0,民生里,彰化縣員林市民生里萬年巷49之46號,"27 ","1 ",大樓,,彰化縣員林市民生里萬年巷49之46號
656.0,民生里,彰化縣員林市民生里四平街18巷2號,"33 ","1 ",大樓,,彰化縣員林市民生里四平街18巷2號
657.0,民生里,彰化縣員林市民生里四維街28號,"37 ","1 ",大樓,,彰化縣員林市民生里四維街28號
658.0,民生里,彰化縣員林市民生里四維街30號,"37 ","1 ",大樓,,彰化縣員林市民生里四維街30號
659.0,民生里,彰化縣員林市民生里四維街32號,"37 ","1 ",大樓,,彰化縣員林市民生里四維街32號
660.0,民生里,彰化縣員林市民生里四維街34號,"37 ","1 ",大樓,,彰化縣員林市民生里四維街34號
661.0,民生里,彰化縣員林市民生里永春街11號,"36 ","1 ",大樓,,彰化縣員林市民生里永春街11號
662.0,民生里,彰化縣員林市民生里永春街21號,"44 ","1 ",大樓,,彰化縣員林市民生里永春街21號
663.0,民生里,彰化縣員林市民生里永昌街87號,"40 ","1 ",大樓,,彰化縣員林市民生里永昌街87號
664.0,民生里,彰化縣員林市民生里永昌街59號,"33 ","1 ",大樓,,彰化縣員林市民生里永昌街59號
665.0,民生里,彰化縣員林市民生里永昌街61號,"33 ","1 ",大樓,,彰化縣員林市民生里永昌街61號
666.0,民生里,彰化縣員林市民生里南興街81號,"33 ","1 ",大樓,,彰化縣員林市民生里南興街81號
667.0,民生里,彰化縣員林市民生里中正路274號,"39 ","1 ",大樓,,彰化縣員林市民生里中正路274號
668.0,民生里,彰化縣員林市民生里中正路274號,"131 ","1 ",大樓,,彰化縣員林市民生里中正路274號
669.0,民生里,彰化縣員林市民生里中正路278號,"31 ","1 ",大樓,,彰化縣員林市民生里中正路278號
670.0,民生里,彰化縣員林市民生里四平街1巷28號,"127 ","1 ",大樓,,彰化縣員林市民生里四平街1巷28號
671.0,民生里,彰化縣員林市民生里中正路224號,"35 ","1 ",大樓,,彰化縣員林市民生里中正路224號
672.0,民生里,彰化縣員林市民生里四平街19巷19號,"291 ","1 ",大樓,,彰化縣員林市民生里四平街19巷19號
673.0,民生里,彰化縣員林市民生里南興街6號,"75 ","1 ",大樓,,彰化縣員林市民生里南興街6號
674.0,民生里,彰化縣員林市民生里永昌街8號,"145 ","1 ",大樓,,彰化縣員林市民生里永昌街8號
675.0,民生里,彰化縣員林市民生里民生路67號,"33 ","1 ",大樓,,彰化縣員林市民生里民生路67號
676.0,民生里,彰化縣員林市民生里民生路63號,"681 ","1 ",大樓,,彰化縣員林市民生里民生路63號
677.0,民生里,彰化縣員林市民生里南興街63號,"280 ","1 ",大樓,,彰化縣員林市民生里南興街63號
678.0,民生里,彰化縣員林市民生里萬年巷49之52號,"309 ","1 ",大樓,,彰化縣員林市民生里萬年巷49之52號
679.0,民生里,彰化縣員林市民生里四平街15巷45號,"27 ","1 ",大樓,,彰化縣員林市民生里四平街15巷45號
680.0,民生里,彰化縣員林市民生里永春街14號,"32 ","1 ",大樓,,彰化縣員林市民生里永春街14號
681.0,民生里,彰化縣員林市民生里永昌街55號,"21 ","1 ",大樓,,彰化縣員林市民生里永昌街55號
682.0,民生里,彰化縣員林市民生里四維街46號,"65 ","1 ",大樓,,彰化縣員林市民生里四維街46號
683.0,民生里,彰化縣員林市民生里永昌街58號,"51 ","1 ",大樓,,彰化縣員林市民生里永昌街58號
684.0,民生里,彰化縣員林市民生里四維街2號,"89 ","1 ",大樓,,彰化縣員林市民生里四維街2號
685.0,民生里,彰化縣員林市民生里四維街74號,"37 ","1 ",大樓,,彰化縣員林市民生里四維街74號
686.0,民生里,彰化縣員林市民生里永吉街94號,"105 ","1 ",大樓,,彰化縣員林市民生里永吉街94號
687.0,民生里,彰化縣員林市民生里中正路100號,"108 ","1 ",大樓,,彰化縣員林市民生里中正路100號
