編號,地址,可容納人數,經度,緯度,里別,避難所在之地下樓層數,轄管分局
19.0,臺中市大甲區日南里19鄰幼獅路21號,70.0,120.647891,24.407381,日南里,B01,大甲分局
20.0,臺中市大甲區日南里19鄰工七路6號,74.0,120.652231,24.407114,日南里,B01,大甲分局
21.0,臺中市大甲區日南里19鄰工一路15號,213.0,120.645027,24.409936,日南里,B01,大甲分局
22.0,臺中市大甲區日南里19鄰工九路17號,130.0,120.653762,24.405587,日南里,B01,大甲分局
23.0,臺中市大甲區日南里19鄰工九路23號,56.0,120.654436,24.405123,日南里,B01,大甲分局
24.0,臺中市大甲區日南里19鄰工七路7號,95.0,120.655372,24.405369,日南里,B01,大甲分局
25.0,臺中市大甲區日南里19鄰工九路21號,66.0,120.654155,24.405466,日南里,B01,大甲分局
26.0,臺中市大甲區日南里19鄰幼四路12號,22.0,120.651345,24.407527,日南里,B01,大甲分局
27.0,臺中市大甲區日南里19鄰幼六路9號,58.0,120.652184,24.400365,日南里,B01,大甲分局
28.0,臺中市大甲區日南里19鄰幼九路20號,110.0,120.658732,24.398788,日南里,B01,大甲分局
29.0,臺中市大甲區日南里19鄰工一路35號,66.0,120.648115,24.408438,日南里,B01,大甲分局
30.0,臺中市大甲區日南里19鄰幼獅路25號,41.0,120.648173,24.407193,日南里,B01,大甲分局
31.0,臺中市大甲區日南里19鄰幼獅路52號,58.0,120.654627,24.402151,日南里,B01,大甲分局
32.0,臺中市大甲區日南里19鄰幼獅路73號,102.0,120.656356,24.401682,日南里,B01,大甲分局
33.0,臺中市大甲區日南里19鄰工一路28號,44.0,120.648288,24.408155,日南里,B01,大甲分局
34.0,臺中市大甲區日南里19鄰工二路10號,363.0,120.652538,24.402923,日南里,B01,大甲分局
35.0,臺中市大甲區日南里19鄰幼五路16號,237.0,120.652187,24.404526,日南里,B01,大甲分局
36.0,臺中市大甲區日南里19鄰青年路146號,93.0,120.653251,24.399381,日南里,B01,大甲分局
37.0,臺中市大甲區日南里19鄰工五路5號,93.0,120.645882,24.411804,日南里,B01,大甲分局
38.0,臺中市大甲區日南里19鄰工五路1號,93.0,120.644145,24.412835,日南里,B01,大甲分局
39.0,臺中市大甲區日南里19鄰幼獅路50號,500.0,120.653191,24.403428,日南里,B01,大甲分局
40.0,臺中市大甲區日南里19鄰幼獅路01號,127.0,120.643739,24.409391,日南里,B01,大甲分局
41.0,臺中市大甲區日南里19鄰工一路01號,506.0,120.644289,24.411643,龍泉里,B01,大甲分局
42.0,臺中市大甲區龍泉里6鄰吉祥一街9號,56.0,120.637739,24.401545,日南里,B01,大甲分局
43.0,臺中市大甲區日南里19鄰幼獅路63號,23.0,120.655129,24.402777,日南里,B02,大甲分局
44.0,臺中市大甲區日南里19鄰幼獅路45號,70.0,120.651976,24.405221,日南里,B01,大甲分局
45.0,臺中市大甲區日南里19鄰工六路1號,58.0,120.648419,24.401682,日南里,B01,大甲分局
46.0,臺中市大甲區日南里19鄰幼三路1號,116.0,120.646854,24.408681,日南里,B01,大甲分局
47.0,臺中市大甲區日南里19鄰工九路33號,65.0,120.655886,24.403732,日南里,B01,大甲分局
48.0,臺中市大甲區日南里19鄰幼獅路13號,134.0,120.645873,24.408188,日南里,B01,大甲分局
49.0,臺中市大甲區日南里19鄰工一路11號,93.0,120.644322,24.410552,日南里,B01,大甲分局
50.0,臺中市大甲區日南里19鄰幼獅路61號,65.0,120.654636,24.403368,日南里,B01,大甲分局
51.0,臺中市大甲區日南里19鄰幼獅路63之1號,83.0,120.655102,24.402765,日南里,B01,大甲分局
52.0,臺中市大甲區日南里19鄰工一路33號,41.0,120.647316,24.408853,日南里,B01,大甲分局
53.0,臺中市大甲區龍泉里6鄰渭水路25之14號,43.0,120.640312,24.401935,龍泉里,B01,大甲分局
54.0,臺中市大甲區龍泉里10鄰順帆路19號,656.0,120.637931,24.408614,龍泉里,B01,大甲分局
55.0,臺中市大甲區孟春里7鄰經國路1912號,14.0,120.651265,24.380761,孟春里,B01,大甲分局
56.0,臺中市大甲區孟春里7鄰經國路1908號,14.0,120.651225,24.380561,孟春里,B01,大甲分局
57.0,臺中市大甲區孟春里7鄰經國路1916號,14.0,120.651243,24.380684,孟春里,B01,大甲分局
58.0,臺中市大甲區孟春里5鄰通天路198號,33.0,120.654177,24.381371,孟春里,B01,大甲分局
59.0,臺中市大甲區孟春里5鄰通天路196號,22.0,120.654235,24.381358,孟春里,B01,大甲分局
60.0,臺中市大甲區孟春里5鄰通天路194號,22.0,120.654235,24.381358,孟春里,B01,大甲分局
61.0,臺中市大甲區孟春里14鄰通天路291號,138.0,120.651949,24.382362,孟春里,B01,大甲分局
62.0,臺中市大甲區孟春里5鄰通天路280號,37.0,120.652393,24.382371,日南里,B01,大甲分局
63.0,臺中市大甲區日南里13鄰中山路二段916巷22之2號,101.0,120.645956,24.399068,日南里,B01,大甲分局
64.0,臺中市大甲區日南里19鄰工九路9號,85.0,120.652323,24.406424,日南里,B01,大甲分局
65.0,臺中市大甲區日南里19鄰工七路10號,40.0,120.652622,24.407171,日南里,B01,大甲分局
66.0,臺中市大甲區孟春里5鄰通天路226號,21.0,120.653473,24.381727,孟春里,B01,大甲分局
67.0,臺中市大甲區孟春里5鄰通天路224號,36.0,120.653505,24.381706,孟春里,B01,大甲分局
68.0,臺中市大甲區孟春里5鄰通天路268號,46.0,120.652628,24.382152,孟春里,B01,大甲分局
69.0,臺中市大甲區孟春里5鄰通天路270號,46.0,120.652562,24.382183,孟春里,B01,大甲分局
70.0,臺中市大甲區孟春里5鄰通天路274號,46.0,120.652463,24.382242,孟春里,B01,大甲分局
71.0,臺中市大甲區孟春里7鄰經國路1960號,50.0,120.651592,24.381508,孟春里,B01,大甲分局
72.0,臺中市大甲區日南里19鄰工一路24號,1530.0,120.646331,24.408841,日南里,B01,大甲分局
73.0,臺中市大甲區日南里19鄰幼獅路56號,494.0,120.655596,24.401734,日南里,B01,大甲分局
74.0,臺中市大甲區日南里19鄰工七路3號,4525.0,120.652043,24.407696,日南里,B01,大甲分局
75.0,臺中市大甲區日南里19鄰幼六路5號,4071.0,120.652115,24.400266,日南里,B01,大甲分局
76.0,臺中市大甲區日南里19鄰工二路50號,3553.0,120.656951,24.402125,日南里,B01,大甲分局
77.0,臺中市大甲區日南里19鄰東六街5號,111.0,120.661641,24.401919,日南里,B01,大甲分局
78.0,臺中市大甲區日南里19鄰東二街21號,111.0,120.659393,24.404031,日南里,B01,大甲分局
79.0,臺中市大甲區日南里19鄰東一街9號,166.0,120.661568,24.401061,日南里,B01,大甲分局
80.0,臺中市大甲區日南里19鄰東一街15號,31.0,120.660348,24.399778,日南里,B01,大甲分局
81.0,臺中市大甲區日南里19鄰幼九路16號,361.0,120.657444,24.395991,日南里,B01,大甲分局
82.0,臺中市大甲區日南里19鄰東二街23號,12.0,120.658878,24.404249,日南里,B01,大甲分局
83.0,臺中市大甲區日南里19鄰工六路26號,86.0,120.654408,24.396731,日南里,B01,大甲分局
84.0,臺中市大甲區日南里19鄰東二街28號,1480.0,120.659777,24.404126,日南里,B01,大甲分局
85.0,臺中市大甲區日南里19鄰東九街5號,170.0,120.662301,24.402588,日南里,B02,大甲分局
86.0,臺中市大甲區日南里19鄰黎明路383號,300.0,120.657534,24.395925,日南里,B01,大甲分局
87.0,臺中市大甲區日南里19鄰工二路4之1號,417.0,120.648082,24.405954,日南里,B01,大甲分局
88.0,臺中市大甲區日南里19鄰工六路3號,3824.0,120.648348,24.401878,日南里,B01,大甲分局
89.0,臺中市大甲區日南里19鄰幼五路3號,4587.0,120.650388,24.402652,日南里,B01,大甲分局
90.0,臺中市大甲區日南里19鄰幼獅路32號,3081.0,120.651148,24.405269,日南里,B01,大甲分局
91.0,臺中市大甲區日南里東六街17號,72.0,120.660695,24.403971,日南里,B02,大甲分局
92.0,臺中市大甲區日南里19鄰青年路115號之1號,387.0,120.649256,24.402732,日南里,B01,大甲分局
93.0,臺中市大甲區日南里19鄰幼五路3之5號,1162.0,120.651426,24.403861,日南里,B01,大甲分局
94.0,臺中市大甲區龍泉里8鄰中山路二段901號,2472.0,120.642657,24.400563,龍泉里,B01,大甲分局
95.0,臺中市大甲區幸福里東明路93號,142.0,120.6798837,24.37485436,幸福里,B02,大甲分局
96.0,臺中市大甲區義和里3鄰義和二街120巷88號,826.0,120.6211965,24.33634219,義和里,B01,大甲分局
97.0,臺中市后里區眉山里8鄰甲后路952號,39.0,120.689338,24.314661,眉山里,B01,大甲分局
98.0,臺中市大甲區福德里2鄰順帆路152號,183.0,120.626915,24.429293,福德里,B02,大甲分局
99.0,臺中市后里區泰安里福美路5之3號,225.0,120.736906,24.325151,泰安里,B02,大甲分局
100.0,臺中市后里區義德里1鄰甲后路一段460號,142.0,120.724205,24.309026,義德里,B01,大甲分局
101.0,臺中市后里區廣福里9鄰三豐路686巷27號,181.0,120.724758,24.300287,廣福里,B01,大甲分局
102.0,臺中市后里區后里里19鄰泉州路35號,180.0,120.724709,24.312562,后里里,B01,大甲分局
103.0,臺中市后里區后里里19鄰泉州路25之4號,50.0,120.726051,24.312398,后里里,B02,大甲分局
104.0,臺中市后里區后里里13鄰三豐路三段318號,946.0,120.724196,24.314487,后里里,B01,大甲分局
105.0,臺中市后里區厚里里甲后路611號,604.0,120.7175217,24.307475,厚里里,B01,大甲分局
106.0,臺中市后里區墩東里14鄰文化路30號,604.0,120.714049,24.307778,墩東里,B01,大甲分局
107.0,臺中市后里區廣福里三豐路72號,631.0,120.723233,24.305319,廣福里,B01,大甲分局
108.0,臺中市后里區廣福里三豐路80號,589.0,120.722069,24.306169,廣福里,B01,大甲分局
109.0,臺中市后里區墩東里14鄰文化路30號,192.0,120.714049,24.307778,墩東里,B01,大甲分局
110.0,臺中市后里區后里里5鄰三豐路三段1100號,594.0,120.722407,24.308103,后里里,B01,大甲分局
111.0,臺中市后里區甲后路一段998號,178.0,120.710751,24.311144,后里里,B01,大甲分局
112.0,臺中市后里區成功路526號,434.0,120.7174022,24.30589096,后里里,B01,大甲分局
113.0,臺中市后里區義里里12鄰甲后路一段168號,1356.0,120.728842,24.309688,義里里,B01,大甲分局
114.0,臺中市后里區墩東里5鄰文化路28號,261.0,120.715415,24.306868,墩東里,B01,大甲分局
115.0,臺中市后里區墩東里14鄰平安路87號,76.0,120.714788,24.306443,墩東里,B01,大甲分局
116.0,臺中市后里區后里里1鄰后科南路35巷6號,368.0,120.728447,24.314809,后里里,B01,大甲分局
117.0,臺中市后里區墩北里月湖路70-5號,130.0,120.706153,24.309321,墩北里,B01,大甲分局
118.0,臺中市后里區墩北里四村路121號,803.0,120.712903,24.305974,墩北里,B01,大甲分局
119.0,臺中市后里區墩西里公安路84號,81.0,120.694054,24.308039,墩西里,B01,大甲分局
120.0,臺中市后里區墩北里民生路268號,956.0,120.712371,24.306846,墩北里,B01,大甲分局
121.0,臺中市外埔區大同里甲后路333號,95.0,120.654796,24.330201,大同里,B01,大甲分局
122.0,臺中市外埔區鐵山里長生路814號,52.0,120.648269,24.349228,鐵山里,B01,大甲分局
123.0,臺中市外埔區鐵山里長生路812號,87.0,120.647912,24.348999,鐵山里,B01,大甲分局
124.0,臺中市外埔區鐵山里長生路820號,68.0,120.647889,24.349306,鐵山里,B01,大甲分局
125.0,臺中市外埔區水美里水美路285巷1號,91.0,120.625464,24.335666,水美里,B01,大甲分局
126.0,臺中市外埔區大同里外埔路878號,191.0,120.653471,24.332534,大同里,B01,大甲分局
127.0,臺中市外埔區甲后路三段1062號,80.0,120.652151,24.333071,大同里,B01,大甲分局
128.0,臺中市外埔區大同里甲后路三段968號,233.0,120.654337,24.331131,大同里,B01,大甲分局
129.0,外埔區大同里外埔路999號,577.0,120.6515029,24.33242503,大同里,B01,大甲分局
130.0,臺中市外埔區大同里甲后路三段1060號,102.0,120.652357,24.332981,大同里,B01,大甲分局
131.0,臺中市外埔區大東里大馬路352號,607.0,120.645757,24.340405,大同里,B01,大甲分局
132.0,臺中市外埔區水美里13鄰二崁路588巷18號,1047.0,120.6312143,24.32682158,大東里,B01,大甲分局
133.0,臺中市大安區中庄里中山南路343號,95.0,120.586098,24.346356,中庄里,B01,大甲分局
134.0,臺中市大安區中庄里興安路326號,567.0,120.591965,24.346091,中庄里,B01,大甲分局
135.0,臺中市大甲區朝陽里7鄰文武路10號,136.0,120.626635,24.345612,朝陽里,B02,大甲分局
136.0,臺中市大甲區大甲里13鄰蔣公路28號,22.0,120.623998,24.345207,大甲里,B02,大甲分局
137.0,臺中市大甲區大甲里8鄰蔣公路79號,6.0,120.624014,24.345196,大甲里,B01,大甲分局
138.0,臺中市大甲區大甲里8鄰蔣公路73號,22.0,120.624171,24.345168,大甲里,B01,大甲分局
139.0,臺中市大甲區岷山里2鄰中山路一段906號,33.0,120.627915,24.349162,岷山里,B01,大甲分局
140.0,臺中市大甲區大甲里8鄰蔣公路57號,16.0,120.624778,24.344939,大甲里,B01,大甲分局
141.0,臺中市大甲區朝陽里7鄰鎮政路48號,22.0,120.625673,24.346387,朝陽里,B01,大甲分局
142.0,臺中市大甲區薰風里8鄰水源路2號,556.0,120.622507,24.342666,薰風里,B01,大甲分局
143.0,臺中市大甲區武曲里3鄰大安港路208號,223.0,120.612952,24.353115,武曲里,B01,大甲分局
144.0,臺中市大甲區武曲里3鄰大安港路208號,146.0,120.612952,24.353115,武曲里,B01,大甲分局
145.0,臺中市大甲區南陽里11鄰中山路一段720號,101.0,120.615992,24.354706,武曲里,B01,大甲分局
146.0,臺中市大甲區朝陽里2鄰新政路1號,287.0,120.627129,24.347627,朝陽里,B01,大甲分局
147.0,臺中市大甲區武曲里11鄰橫圳街69號,134.0,120.616238,24.353204,武曲里,B01,大甲分局
148.0,臺中市大甲區南陽里11鄰中山路一段720號,55.0,120.621028,24.341911,南陽里,B01,大甲分局
149.0,臺中市大甲區庄美里13鄰大安港路139號,78.0,120.614438,24.351227,庄美里,B01,大甲分局
150.0,臺中市大甲區順天里12鄰順天路159號,157.0,120.622271,24.345063,順天里,B01,大甲分局
151.0,臺中市大甲區頂店里6鄰中山路一段1136號,37.0,120.632782,24.355715,頂店里,B01,大甲分局
152.0,臺中市大甲區順天里17鄰蔣公路217號,55.0,120.620209,24.346826,順天里,B01,大甲分局
153.0,臺中市大甲區順天里17鄰五福街36號,55.0,120.619856,24.346665,順天里,B01,大甲分局
154.0,臺中市大甲區順天里17鄰五福街40號,77.0,120.619889,24.346726,順天里,B01,大甲分局
155.0,臺中市大甲區順天里17鄰五福街38號,77.0,120.619899,24.346697,順天里,B01,大甲分局
156.0,臺中市大甲區庄美里6鄰興安路132號,66.0,120.611886,24.348489,庄美里,B01,大甲分局
157.0,臺中市大甲區大甲里15鄰光明路62號,242.0,120.624122,24.344081,大甲里,B01,大甲分局
158.0,臺中市大甲區文武里18鄰德興路61號,37.0,120.625479,24.349871,文武里,B01,大甲分局
159.0,臺中市大甲區中山里8鄰水源路192號,37.0,120.626276,24.340038,中山里,B01,大甲分局
160.0,臺中市大甲區中山里8鄰水源路190號,224.0,120.626088,24.339966,中山里,B01,大甲分局
161.0,臺中市大甲區大甲里4鄰順天路158號,1152.0,120.623013,24.345313,大甲里,B01,大甲分局
162.0,臺中市大甲區南陽里11鄰中山路一段720號,805.0,120.621755,24.341831,南陽里,B01,大甲分局
163.0,臺中市大甲區南陽里11鄰中山路一段720號,136.0,120.621632,24.342054,南陽里,B01,大甲分局
164.0,臺中市大甲區大甲里4鄰順天路146號,2530.0,120.622441,24.344883,大甲里,B01,大甲分局
165.0,臺中市大甲區中山里18鄰甲東路512號,201.0,120.6301829,24.34099374,中山里,B01,大甲分局
166.0,臺中市大甲區中山里18鄰甲東路512號,592.0,120.6301829,24.34099374,中山里,B01,大甲分局
167.0,臺中市大甲區武曲里10鄰大安港路116巷10號,350.0,120.614749,24.352327,武曲里,B01,大甲分局
168.0,臺中市大甲區新美里10鄰興安路84巷79號,335.0,120.614277,24.348628,新美里,B01,大甲分局
169.0,臺中市大甲區朝陽里7鄰文武路2號,4716.0,120.626934,24.345516,朝陽里,B01,大甲分局
170.0,臺中市大甲區大甲里10鄰鎮政路14號,242.0,120.624956,24.344492,大甲里,B01,大甲分局
171.0,臺中市大甲區庄美里13鄰大安港路223號,72.0,120.611808,24.353477,庄美里,B01,大甲分局
172.0,臺中市大甲區順天里10鄰武營路51號,12.0,120.621571,24.345654,順天里,B01,大甲分局
173.0,臺中市大甲區順天里10鄰武營路49號,12.0,120.621572,24.345625,順天里,B01,大甲分局
174.0,臺中市大甲區順天里10鄰武營路47號,12.0,120.621591,24.345607,順天里,B01,大甲分局
175.0,臺中市大甲區庄美里6鄰興安路130號,852.0,120.612837,24.348473,庄美里,B01,大甲分局
176.0,臺中市大甲區平安里9鄰民權路118號,41.0,120.620704,24.349578,平安里,B01,大甲分局
177.0,臺中市大甲區中山里9鄰甲后路5段335巷30號,36.0,120.631837,24.345103,中山里,B01,大甲分局
178.0,臺中市大甲區順天里15鄰三民路69號,47.0,120.621157,24.346884,順天里,B01,大甲分局
179.0,臺中市大甲區順天里15鄰三民路73號,47.0,120.621183,24.346943,順天里,B01,大甲分局
180.0,臺中市大甲區順天里15鄰三民路71號,47.0,120.621183,24.346945,順天里,B01,大甲分局
181.0,臺中市大甲區順天里15鄰三民路75號,47.0,120.621264,24.347058,順天里,B01,大甲分局
182.0,臺中市大甲區順天里15鄰三民路67號,47.0,120.621122,24.346831,順天里,B01,大甲分局
183.0,臺中市大甲區孔門里2鄰順天路243號,72.0,120.624181,24.346769,孔門里,B01,大甲分局
184.0,臺中市大甲區庄美里10鄰忠孝街38號,68.0,120.618156,24.348558,庄美里,B01,大甲分局
185.0,臺中市大甲區庄美里10鄰忠孝街36號,68.0,120.618121,24.348397,庄美里,B01,大甲分局
186.0,臺中市大甲區薰風里9鄰中山路一段823巷11號,37.0,120.621868,24.342728,薰風里,B01,大甲分局
187.0,臺中市大甲區孔門里5鄰育德路113號,3253.0,120.624298,24.348104,孔門里,B01,大甲分局
188.0,臺中市大甲區孔門里5鄰育德路113號,3540.0,120.624298,24.348104,孔門里,B01,大甲分局
189.0,臺中市大甲區朝陽里9鄰順天路232號,16.0,120.624693,24.347153,朝陽里,B01,大甲分局
190.0,臺中市大甲區義和里12鄰中山路一段713號,38.0,120.618739,24.339781,義和里,B01,大甲分局
191.0,臺中市大甲區義和里12鄰中山路一段719號,51.0,120.618788,24.339833,義和里,B02,大甲分局
192.0,臺中市大甲區中山里12鄰甲東路531巷59號,25.0,120.627841,24.339729,中山里,B01,大甲分局
193.0,臺中市大甲區義和里5鄰中山路一段625號,300.0,120.617341,24.337781,義和里,B01,大甲分局
194.0,臺中市大甲區大甲里12鄰蔣公路60號,37.0,120.624585,24.345171,大甲里,B01,大甲分局
195.0,臺中市大甲區武曲里3鄰大安港路208號,251.0,120.612614,24.353207,武曲里,B01,大甲分局
196.0,臺中市大甲區順天里6鄰蔣公路195號,17.0,120.620523,24.346712,順天里,B01,大甲分局
197.0,臺中市大甲區頂店里6鄰中山路一段1142號,47.0,120.632881,24.355778,頂店里,B01,大甲分局
198.0,臺中市大甲區順天里17鄰蔣公路193號,76.0,120.620502,24.346714,順天里,B01,大甲分局
199.0,臺中市大甲區順天里15鄰蔣公路194號,50.0,120.620831,24.346748,順天里,B01,大甲分局
200.0,臺中市大甲區順天里15鄰蔣公路196號,50.0,120.620783,24.346761,順天里,B03,大甲分局
201.0,臺中市大甲區朝陽里7鄰文武路26號,95.0,120.625733,24.345886,朝陽里,B03,大甲分局
202.0,臺中市大甲區順天里8鄰復興路22號,28.0,120.6214297,24.34617707,順天里,B01,大甲分局
203.0,臺中市大甲區頂店里6鄰中山路一段1212號,62.0,120.6347052,24.35704646,頂店里,B03,大甲分局
204.0,臺中市大甲區頂店里6鄰中山路一段1208號,55.0,120.6345053,24.35693133,頂店里,B03,大甲分局
205.0,臺中市大甲區朝陽里7鄰文武路26號,173.0,120.6257349,24.3461098,朝陽里,B03,大甲分局
206.0,臺中市大甲區文武里8鄰育英路186號,295.0,120.6224447,24.35366579,文武里,B02,大甲分局
207.0,臺中市大甲區薰風里12鄰光明路45號,33.0,120.6240927,24.34401268,薰風里,B03,大甲分局
208.0,臺中市大甲區順天里16鄰信義路56號,76.0,120.619621,24.34769634,順天里,B02,大甲分局
209.0,臺中市大甲區平安里3鄰信義路138號,25.0,120.6202636,24.3493316,平安里,B02,大甲分局
210.0,臺中市大甲區義和里5鄰中山路一段609巷10號,81.0,120.6165765,24.33818181,義和里,B01,大甲分局
211.0,臺中市大甲區朝陽里7鄰文武路18號,196.0,120.6260759,24.34664694,朝陽里,B04,大甲分局
212.0,臺中市大甲區義和里12鄰中山路一段745號,251.0,120.6192095,24.34075303,義和里,B03,大甲分局
213.0,臺中市大甲區文武里1鄰雁門路236號,53.0,120.6253436,24.35267189,文武里,B03,大甲分局
214.0,臺中市大甲區庄美里2鄰蔣公路295號,1002.0,120.6176066,24.34795217,庄美里,B04,大甲分局
215.0,臺中市大甲區順天里順天路3鄰育德路59號,222.0,120.6233481,24.34693575,順天里,B04,大甲分局
216.0,臺中市大甲區新美里15鄰興安路121號,95.0,120.6124918,24.35092361,新美里,B04,大甲分局
217.0,臺中市大甲區頂店里3鄰開元路71號,3112.0,120.639988,24.34700034,頂店里,B02,大甲分局
218.0,臺中市大甲區大甲里4鄰順天路158號,2375.0,120.6235729,24.34536832,大甲里,B03,大甲分局
219.0,臺中市大甲區南陽里11鄰中山路一段720號,2101.0,120.6217445,24.34220595,南陽里,B01,大甲分局
220.0,臺中市大甲區中山里18鄰甲東路512號,1562.0,120.6300219,24.34102796,中山里,B01,大甲分局
221.0,臺中市大甲區文武里6鄰新政路78號,303.0,120.6248659,24.34948624,文武里,B03,大甲分局
222.0,臺中市大甲區順天里19鄰中華街122號,377.0,120.6202908,24.34612642,順天里,B03,大甲分局
223.0,臺中市大甲區大甲里9鄰鎮政路41號,377.0,120.6251625,24.34602717,大甲里,B01,大甲分局
224.0,臺中市大甲區庄美里15鄰興安路138之212號,163.0,120.633002,24.35062282,庄美里,B03,大甲分局
225.0,臺中市大甲區庄美里15鄰興安路138之213號,170.0,120.611965,24.35065214,庄美里,B03,大甲分局
226.0,臺中市大甲區武陵里9鄰文曲路61號,842.0,120.6008631,24.3363966,武陵里,B03,大甲分局
227.0,臺中市大甲區岷山里12鄰中山路一段880號,33.0,120.6277493,24.34837692,岷山里,B03,大甲分局
228.0,臺中市大甲區文武里17鄰五福街256號,153.0,120.6219335,24.35185524,文武里,B02,大甲分局
229.0,臺中市大甲區大甲里7鄰鎮瀾街180號,180.0,120.6243685,24.34602975,大甲里,B03,大甲分局
230.0,臺中市大甲區庄美里10鄰忠孝街36號,180.0,120.6181608,24.34869967,庄美里,B02,大甲分局
231.0,臺中市大甲區中山里18鄰甲東路512號,2103.0,120.6300219,24.34102796,中山里,B02,大甲分局
232.0,臺中市大甲區新美里18鄰興安路7之3號,379.0,120.6151666,24.3484275,新美里,B01,大甲分局
233.0,臺中市大甲區中山里18鄰甲東路512號,4495.0,120.6300219,24.34102796,中山里,B03,大甲分局
234.0,臺中市大甲區新美里18鄰永順街115號,1251.0,120.6195706,24.34466722,新美里,B03,大甲分局
235.0,臺中市大甲區文武里8鄰育英路186號,1276.0,120.6224277,24.35351378,文武里,B02,大甲分局
236.0,臺中市大甲區頂店里錦上街178號,1968.0,120.626708,24.35480651,頂店里,B03,大甲分局
237.0,臺中市大甲區大甲里4鄰順天路146號,2286.0,120.6224918,24.3450421,大甲里,B03,大甲分局
238.0,臺中市大甲區中山里11鄰甲東路598號,516.0,120.6273683,24.34050593,中山里,B03,大甲分局
239.0,臺中市大甲區江南里8鄰南北一路100號,933.0,120.6362833,24.36547029,江南里,B03,大甲分局
240.0,臺中市大甲區奉化里11鄰經國路789號,2272.0,120.619583,24.35622206,奉化里,B01,大甲分局
241.0,臺中市大甲區義和里5鄰重義二路8號,894.0,120.615188,24.33625126,義和里,B01,大甲分局
242.0,臺中市大甲區頂店里7鄰大發路127號,739.0,120.6306725,24.35226724,頂店里,B03,大甲分局
243.0,臺中市大甲區文武里26鄰仁愛街211號,492.0,120.6206608,24.35251781,文武里,B01,大甲分局
244.0,臺中市大甲區義和里14鄰義和二街120巷79號,604.0,120.6213323,24.33660161,義和里,B03,大甲分局
245.0,臺中市大甲區順天里1鄰雁門路21號,200.0,120.6225771,24.34681537,順天里,B02,大甲分局
246.0,臺中市大甲區武曲里5鄰橫圳街265之2號,558.0,120.6129683,24.35785023,武曲里,B02,大甲分局
247.0,臺中市大甲區庄美里12鄰經國路375巷120號,471.0,120.6156498,24.34858719,庄美里,B03,大甲分局
248.0,臺中市大甲區庄美里5鄰興安路72之6號,453.0,120.614217,24.34838464,庄美里,B01,大甲分局
249.0,臺中市大甲區頂店里8鄰東西七路一段65號,48.0,120.6373985,24.36804305,頂店里,B01,大甲分局
250.0,臺中市大甲區中山里甲后路五段381號,1528.0,120.6317232,24.34616072,中山里,B01,大甲分局
251.0,臺中市大甲區義和里5鄰義和三街81號,494.0,120.6176813,24.33568368,義和里,B01,大甲分局
252.0,臺中市大甲區頂店里17鄰大智街205巷1號,1071.0,120.6271604,24.3556403,頂店里,B01,大甲分局
253.0,臺中市大甲區頂店里錦上街180巷11號,359.0,120.6266717,24.35475309,頂店里,B02,大甲分局
254.0,臺中市大甲區德化里和平路290號,416.0,120.6246009,24.36268417,德化里,B01,大甲分局
255.0,臺中市大甲區孔門里6鄰民權路52號,1857.0,120.6223754,24.34980739,孔門里,B01,大甲分局
256.0,臺中市大甲區武陵里文曲路175號,697.0,120.6036537,24.33786281,武陵里,B01,大甲分局
257.0,臺中市大甲區文武里德興路203號,959.0,120.6197128,24.35203602,文武里,B02,大甲分局
