類別,電腦編號,村里別,地址,緯經度,避難樓層,可容納人數,轄管分局,備註
公有,OMA00032,忠政里,臺南市新營區忠政里2鄰民治路36號,"23.31158,120.314433",B01,1046.0,新營分局,
供公眾使用,OMA00033,忠政里,臺南市新營區忠政里1鄰民治路34號,"23.31099,120.316232",B01,407.0,新營分局,
公有,OMA00034,忠政里,臺南市新營區忠政里2鄰民治路38號,"23.311097,120.315809",B01,366.0,新營分局,
公有,OMA00035,忠政里,臺南市新營區忠政里2鄰民治路38號,"23.311039,120.315446",B01,170.0,新營分局,
公有,OMA00036,忠政里,臺南市新營區忠政里2鄰民治路36號,"23.311128,120.31427",B01,557.0,新營分局,
公有,OMA00038,忠政里,臺南市新營區忠政里2鄰民治路36號,"23.312107,120.314985",B01,751.0,新營分局,
公有,OMA00039,民生里,臺南市新營區民生里4鄰民治路65號,"23.309519,120.308701",B01,520.0,新營分局,
一般住宅,OMA00040,民榮里,臺南市新營區民榮里4鄰復興路301號,"23.303819,120.301846",B01,173.0,新營分局,
一般住宅,OMA00041,民權里,臺南市新營區民權里15鄰信義街67號,"23.307471, 120.31461",B01,77.0,新營分局,
供公眾使用,OMA00042,三仙里,臺南市新營區三仙里18鄰健康路251號,"23.319348,120.311803",B01,920.0,新營分局,
一般住宅,OMA00043,民榮里,臺南市新營區民榮里18鄰富強街59號,"23.301749, 120.304841",B01,133.0,新營分局,
一般住宅,OMA00044,民生里,臺南市新營區民生里6鄰民生路52號,"23.306329,120.309014",B01,166.0,新營分局,
供公眾使用,OMA00045,民生里,臺南市新營區民生里11鄰民生路43之26號,"23.306221,120.307659",B01,166.0,新營分局,
供公眾使用,OMA00046,三仙里,臺南市新營區三仙里18鄰健康路211號,"23.31626,120.311914",B01,222.0,新營分局,
一般住宅,OMA00047,中營里,臺南市新營區中營里5鄰中山路20號,"23.306799,120.322063",B01,488.0,新營分局,
供公眾使用,OMA00048,中營里,臺南市新營區中營里2鄰東山路19巷19號,"23.310714,120.327226",B01,26.0,新營分局,
供公眾使用,OMA00050,興業里,臺南市新營區興業里16鄰中興路31巷4號,"23.298449,120.31741",B01,293.0,新營分局,
供公眾使用,OMA00051,興業里,臺南市新營區興業里2鄰工業街83號,"23.29933,120.321811",B01,243.0,新營分局,
供公眾使用,OMA00052,大宏里,臺南市新營區大宏里8鄰民族路8號,"23.306674,120.318653",B01,990.0,新營分局,
公有,OMA00053,大宏里,臺南市新營區大宏里13鄰中正路4號,"23.306539,120.31637",B01,107.0,新營分局,
供公眾使用,OMA00054,新東里,臺南市新營區新東里24鄰大同路86號,"23.312702,120.322434",B01,446.0,新營分局,
供公眾使用,OMA00055,新東里,臺南市新營區新東里24鄰大同路86號,"23.312702,120.322434",B01,223.0,新營分局,
供公眾使用,OMA00056,永平里,臺南市新營區永平里6鄰康樂街45號,"23.301649, 120.314462",B01,321.0,新營分局,
供公眾使用,OMA00057,永平里,臺南市新營區永平里7鄰延平路13號,"23.30208,120.313799",B01,75.0,新營分局,
供公眾使用,OMA00058,永平里,臺南市新營區永平里5鄰中山路219號,"23.302859,120.314554",B01,35.0,新營分局,
供公眾使用,OMA00060,中營里,臺南市新營區中營里6鄰新進路37號,"23.30566,120.321867",B01,326.0,新營分局,
供公眾使用,OMA00061,中營里,臺南市新營區中營里6鄰新進路75號,"23.30337,120.320651",B01,80.0,新營分局,
供公眾使用,OMA00062,大宏里,臺南市新營區大宏里18鄰大同路14之6號,"23.308121,120.322726",B01,144.0,新營分局,
公有,OMA00066,王公里,臺南市新營區王公里11鄰長榮路一段501號,"23.3197,120.318984",B01,220.0,新營分局,
供公眾使用,OMA00067,新東里,臺南市新營區新東里13鄰東興六街105號,"23.31426,120.325523",B01,158.0,新營分局,
公有,OMA00068,新東里,臺南市新營區新東里24鄰大同路76號,"23.3121,120.32254",B01,283.0,新營分局,
供公眾使用,OMA00069,興業里,臺南市新營區興業里4鄰同濟街3號,"23.304749,120.32053",B01,781.0,新營分局,
供公眾使用,OMA00072,興業里,臺南市新營區興業里4鄰中山路113號,"23.30507,120.318693",B01,339.0,新營分局,
公有,OMA00073,王公里,臺南市新營區王公里3鄰中正路68號,"23.313369,120.316801",B01,136.0,新營分局,
公有,OMA00074,王公里,臺南市新營區王公里3鄰中正路68號,"23.313369,120.316801",B01,773.0,新營分局,
供公眾使用,OMA00075,王公里,臺南市新營區王公里20鄰樂利街135號,"23.31462, 120.320528",B01,266.0,新營分局,
供公眾使用,OMA00076,土庫里,臺南市新營區土庫里7鄰開元路154號,"23.319828,120.336393",B01,395.0,新營分局,
供公眾使用,OMA00077,土庫里,臺南市新營區土庫里7鄰開元路154號,"23.319828,120.336393",B01,40.0,新營分局,
供公眾使用,OMA00078,土庫里,臺南市新營區土庫里7鄰開元路154號,"23.319828,120.336393",B01,466.0,新營分局,
供公眾使用,OMA00079,新東里,臺南市新營區新東里9鄰東仁街43巷66號,"23.31819, 120.326916",B01,165.0,新營分局,
供公眾使用,OMA00080,大宏里,臺南市新營區大宏里4鄰綠川北街125號,"23.308979,120.317932",B01,380.0,新營分局,
供公眾使用,OMA00082,大宏里,臺南市新營區大宏里10鄰中正路32號,"23.310728,120.316651",B01,300.0,新營分局,
供公眾使用,OMA00083,新東里,臺南市新營區新東里2鄰東興三街22巷42之1號,"23.315836, 120.322368",B01,269.0,新營分局,
一般住宅,OMA00084,永平里,臺南市新營區永平里1鄰康樂街1之6號,"23.302261, 120.316348",B01,210.0,新營分局,
一般住宅,OMA00086,永平里,臺南市新營區永平里2鄰康樂街16之2號,"23.302188,120.315303",B01,302.0,新營分局,
供公眾使用,OMA00087,永平里,臺南市新營區永平里4鄰富源街22號,"23.30279,120.315752",B01,262.0,新營分局,
一般住宅,OMA00088,新南里,臺南市新營區新南里9鄰復興路620巷61弄26號,"23.307749,120.296142",B01,698.0,新營分局,
供公眾使用,OMA00089,新南里,臺南市新營區新南里24鄰隋唐街295巷41弄23號,"23.30713,120.298342",B01,1157.0,新營分局,
一般住宅,OMA00090,新北里,臺南市新營區新北里16鄰新北八街53號,"23.31388,120.303647",B01,624.0,新營分局,
供公眾使用,OMA00091,新北里,臺南市新營區新北里2鄰民治路160號,"23.309363,120.306707",B01,210.0,新營分局,
供公眾使用,OMA00092,新北里,臺南市新營區新北里2鄰民治路156巷42之1號,"23.310037, 120.306768",B01,504.0,新營分局,
供公眾使用,OMA00093,新北里,臺南市新營區新北里20鄰民生路336巷22號,"23.31391,120.305691",B01,1005.0,新營分局,
一般住宅,OMA00094,新南里,臺南市新營區新南里8鄰明清二街171號,"23.309194,120.298762",B01,515.0,新營分局,
公有,OMA00095,護鎮里,臺南市新營區護鎮里2鄰三興街380號,"23.322994,120.309425",B01,353.0,新營分局,
供公眾使用,OMA00097,嘉芳里,臺南市新營區嘉芳里6鄰四維路11號,"23.307423,120.279803",B01,57.0,新營分局,
供公眾使用,OMA00098,嘉芳里,臺南市新營區嘉芳里6鄰新中路35號,"23.30168,120.280922",B01,187.0,新營分局,
供公眾使用,OMA00099,嘉芳里,臺南市新營區嘉芳里6鄰四維路9號,"23.3072,120.280203",B01,44.0,新營分局,
供公眾使用,OMA00100,嘉芳里,臺南市新營區嘉芳里6鄰新工路23號,"23.30402,120.281882",B01,232.0,新營分局,
供公眾使用,OMA00101,嘉芳里,臺南市新營區嘉芳里6鄰新工路35號,"23.302288,120.281792",B01,167.0,新營分局,
供公眾使用,OMA00102,嘉芳里,臺南市新營區嘉芳里6鄰新工路29號,"23.30318,120.281902",B01,38.0,新營分局,
公有,OMA00103,南紙里,臺南市新營區南紙里22鄰建業路191號,"23.298355,120.298573",B01,240.0,新營分局,
公有,OMA00104,南興里,臺南市新營區南興里18鄰建業路165號,"23.298283,120.299837",B01,27.0,新營分局,
供公眾使用,OMA00105,嘉芳里,臺南市新營區嘉芳里6鄰新圳路4號,"23.30113,120.28419",B01,98.0,新營分局,
公有,OMA00106,太南里,臺南市新營區太南里9鄰太子宮239號,"23.292997,120.276059",B01,472.0,新營分局,
供公眾使用,OMA00107,嘉芳里,臺南市新營區嘉芳里6鄰八德路7號,"23.30328,120.283769",B01,50.0,新營分局,
供公眾使用,OMA00108,太北里,臺南市新營區太北里9鄰新太路45號,"23.30083,120.273602",B01,537.0,新營分局,
供公眾使用,OMA00111,嘉芳里,臺南市新營區嘉芳里6鄰新圳路10號,"23.300097,120.282032",B01,221.0,新營分局,
供公眾使用,OMA00112,嘉芳里,臺南市新營區嘉芳里6鄰八德路14號,"23.303699,120.284391",B01,67.0,新營分局,
供公眾使用,OMA00113,嘉芳里,臺南市新營區嘉芳里6鄰新業街9號,"23.30422,120.28389",B01,31.0,新營分局,
供公眾使用,OMA00114,嘉芳里,臺南市新營區嘉芳里6鄰復興路1133號,"23.31002,120.278396",B01,18.0,新營分局,
供公眾使用,OMA00115,嘉芳里,臺南市新營區嘉芳里6鄰五福路11號,"23.30534,120.283751",B01,23.0,新營分局,
供公眾使用,OMA00116,嘉芳里,臺南市新營區嘉芳里6鄰四維路20號,"23.307715,120.279004",B01,863.0,新營分局,
供公眾使用,OMA00117,嘉芳里,臺南市新營區嘉芳里6鄰五福路108號,"23.305689,120.282503",B01,40.0,新營分局,
供公眾使用,OMA00118,嘉芳里,臺南市新營區嘉芳里6鄰四維路7號,"23.307369,120.280519",B01,60.0,新營分局,
供公眾使用,OMA00119,嘉芳里,臺南市新營區嘉芳里6鄰新芳街14號,"23.30816,120.282861",B01,95.0,新營分局,
供公眾使用,OMA00120,嘉芳里,臺南市新營區嘉芳里6鄰新圳路2號,"23.30113,120.28419",B01,51.0,新營分局,
供公眾使用,OMA00121,嘉芳里,臺南市新營區嘉芳里6鄰新業街2號,"23.304904,120.283869",B01,32.0,新營分局,
供公眾使用,OMA00122,嘉芳里,臺南市新營區嘉芳里6鄰新工路31號,"23.30291,120.281872",B01,30.0,新營分局,
供公眾使用,OMA00123,嘉芳里,臺南市新營區嘉芳里6鄰忠孝路12號,"23.30185,120.28249",B01,238.0,新營分局,
供公眾使用,OMA00124,嘉芳里,臺南市新營區嘉芳里6鄰新工路16號,"23.30645,120.281781",B01,110.0,新營分局,
供公眾使用,OMA00125,嘉芳里,臺南市新營區嘉芳里6鄰新工路36號,"23.30265,120.281532",B01,1116.0,新營分局,
供公眾使用,OMA00126,橋南里,臺南市鹽水區橋南里14鄰八德路66號,"23.305458,120.274576",B01,1350.0,新營分局,
供公眾使用,OMA00127,太北里,臺南市新營區太北里9鄰忠孝路53號,"23.30204,120.27479",B01,192.0,新營分局,
供公眾使用,OMA00128,嘉芳里,臺南市新營區嘉芳里2鄰復興路1074巷28號,"23.311335, 120.277801",B01,252.0,新營分局,
供公眾使用,OMA00129,橋南里,臺南市鹽水區橋南里14鄰八德路47號,"23.303923,120.274133",B01,216.0,新營分局,
供公眾使用,OMA00130,嘉芳里,臺南市新營區嘉芳里6鄰新工路7號,"23.30842,120.282158",B01,145.0,新營分局,
供公眾使用,OMA00131,嘉芳里,臺南市新營區嘉芳里6鄰忠孝路7號,"23.301559,120.283139",B01,92.0,新營分局,
供公眾使用,OMA00132,嘉芳里,臺南市新營區嘉芳里6鄰復興路1137號,"23.310279,120.276926",B01,374.0,新營分局,
供公眾使用,OMA00133,嘉芳里,臺南市新營區嘉芳里6鄰四維路24號,"23.30808,120.277962",B01,405.0,新營分局,
供公眾使用,OMA00134,嘉芳里,臺南市新營區嘉芳里6鄰新工路15號,"23.30626,120.282201",B01,208.0,新營分局,
供公眾使用,OMA00135,嘉芳里,臺南市新營區嘉芳里6鄰四維路3號,"23.307289,120.280959",B01,57.0,新營分局,
供公眾使用,OMA00136,嘉芳里,臺南市新營區嘉芳里6鄰五福路13號,"23.30514,120.28303",B01,120.0,新營分局,
供公眾使用,OMA00138,嘉芳里,臺南市新營區嘉芳里6鄰新嘉街6號,"23.30861,120.279338",B01,23.0,新營分局,
供公眾使用,OMA00140,嘉芳里,臺南市新營區嘉芳里6鄰新嘉街1號,"23.309173,120.27964",B01,15.0,新營分局,
供公眾使用,OMA00141,嘉芳里,臺南市新營區嘉芳里6鄰復興路1129之1號,"23.310008,120.278875",B01,30.0,新營分局,
供公眾使用,OMA00142,嘉芳里,臺南市新營區嘉芳里6鄰五福路106號,"23.30566,120.282732",B01,537.0,新營分局,
供公眾使用,OMA00144,嘉芳里,臺南市新營區嘉芳里6鄰新嘉街3號,"23.308599,120.27963",B01,48.0,新營分局,
供公眾使用,OMA00146,太北里,臺南市新營區太北里9鄰新太路41號,"23.30151,120.273512",B01,208.0,新營分局,
一般住宅,OMA00149,南紙里,臺南市新營區南紙里16鄰南紙街117巷16號,"23.29811,120.294691",B01,285.0,新營分局,
供公眾使用,OMA00150,五興里,臺南市新營區五興里14鄰五間厝156號,"23.26924,120.270193",B01,366.0,新營分局,
公有,OMA00151,月港里,臺南市鹽水區月港里7鄰中山路47號,"23.319996,120.266129",B01,108.0,新營分局,
公有,OMA00153,月港里,臺南市鹽水區月港里7鄰中山路26號,"23.319914,120.266724",B01,427.0,新營分局,
公有,OMA00154,月港里,臺南市鹽水區月港里9鄰武廟路1之7號,"23.320215,120.265114",B01,267.0,新營分局,
供公眾使用,OMA00155,津城里,臺南市鹽水區津城里9鄰武廟路31號之1,"23.321749,120.26524",B01,283.0,新營分局,
一般住宅,OMA00157,津城里,臺南市鹽水區津城里8鄰武廟路80號,"23.322882,120.265899",B01,590.0,新營分局,
公有,OMA00158,津城里,臺南市鹽水區津城里6鄰三福路14號,"23.321192,120.267424",B01,1968.0,新營分局,
一般住宅,OMA00159,水秀里,臺南市鹽水區水秀里6鄰土庫83號,"23.322386,120.27645",B01,245.0,新營分局,
一般住宅,OMA00160,水秀里,臺南市鹽水區水秀里2鄰土庫2之37號,"23.327938,120.283645",B01,1834.0,新營分局,
供公眾使用,OMA00162,橋南里,臺南市鹽水區橋南里14鄰五福路152號,"23.306117,120.273251",B01,96.0,新營分局,
供公眾使用,OMA00163,橋南里,臺南市鹽水區橋南里14鄰自強街2號,"23.307668,120.274489",B01,153.0,新營分局,
供公眾使用,OMA00164,橋南里,臺南市鹽水區橋南里14鄰自立街6號,"23.30714,120.274311",B01,86.0,新營分局,
供公眾使用,OMA00165,橋南里,臺南市鹽水區橋南里14鄰自立街1號,"23.307728,120.274815",B01,277.0,新營分局,
一般住宅,OMA00167,義中里,臺南市鹽水區義中里4鄰義稠110之25號,"23.326013,120.254636",B01,1173.0,新營分局,
供公眾使用,OMA00168,汫水里,臺南市鹽水區汫水里7鄰溪州寮3號之8,"23.340482,120.294245",B01,165.0,新營分局,
一般住宅,OMA00169,汫水里,臺南市鹽水區汫水里7鄰溪州寮4號之3,"23.329141,120.281239",B01,80.0,新營分局,
供公眾使用,OMA00170,汫水里,臺南市鹽水區汫水里7鄰溪州寮4號之3,"23.329141,120.281239",B01,285.0,新營分局,
供公眾使用,OMA00171,東昇里,臺南市柳營區東昇里4鄰康樂街246號,"23.280602, 120.316184",B01,88.0,新營分局,
供公眾使用,OMA00172,人和里,臺南市柳營區人和里7鄰義士路五段690號,"23.292017,120.314418",B01,190.0,新營分局,
供公眾使用,OMA00173,人和里,臺南市柳營區人和里7鄰義士路五段690號,"23.292017,120.314418",B01,130.0,新營分局,
供公眾使用,OMA00174,東昇里,臺南市柳營區東昇里18鄰中山東路二段1330號,"23.279603,120.326008",B01,166.0,新營分局,
供公眾使用,OMA00175,東昇里,臺南市柳營區東昇里18鄰中山東路二段1330號,"23.279603,120.326008",B01,188.0,新營分局,
供公眾使用,OMA00176,東昇里,臺南市柳營區東昇里18鄰中山東路二段1330號,"23.279603,120.326008",B01,166.0,新營分局,
供公眾使用,OMA00177,東昇里,臺南市柳營區東昇里18鄰中山東路二段1116號,"23.279881,120.329702",B01,156.0,新營分局,
供公眾使用,OMA00178,東昇里,臺南市柳營區東昇里18鄰中山東路二段1116號,"23.279881,120.329702",B01,112.0,新營分局,
供公眾使用,OMA00179,旭山里,臺南市柳營區旭山里4鄰麻埔20號,"23.24761,120.387733",B01,930.0,新營分局,
供公眾使用,OMA00180,新南里,臺南市新營區新南里20鄰民治路336號,"23.306068,120.303279",B01,568.0,新營分局,
供公眾使用,OMA00181,王公里,臺南市新營區王公里11鄰長榮路一段459號,"23.319649,120.320699",B01,1195.0,新營分局,
公有,OMA00182,新東里,臺南市新營區新東里3鄰民治東路30號,"23.311388, 120.323871",B01,1112.0,新營分局,
供公眾使用,OMA00183,嘉芳里,臺南市新營區嘉芳里3鄰復興路756號,"23.308789,120.286584",B01,4443.0,新營分局,
供公眾使用,OMA00184,土庫里,臺南市新營區土庫里7鄰開元路168號,"23.320639,120.336398",B01,137.0,新營分局,
供公眾使用,OMA00185,新南里,臺南市新營區新南里3鄰金華路二段159號,"23.309754, 120.302663",B01,475.0,新營分局,
供公眾使用,OMA00186,新南里,臺南市新營區新南里16鄰民治路332之2號,"23.306307,120.303337",B01,1700.0,新營分局,
供公眾使用,OMA00187,新南里,臺南市新營區新南里2鄰隋唐街218號,"23.308395,120.30014",B01,1814.0,新營分局,
供公眾使用,OMA00188,中營里,臺南市新營區中營里1鄰工業街41號,"23.304061,120.322947",B01,2684.0,新營分局,
一般住宅,OMA00189,新北里,臺南市新營區新北里21鄰金華路一段278號,"23.313998,120.306848",B01,1368.0,新營分局,
一般住宅,OMA00190,民權里,臺南市新營區民權里11鄰中華路18號,"23.305125,120.314293",B01,573.0,新營分局,
一般住宅,OMA00191,興業里,臺南市新營區興業里6鄰中山路117號,"23.304821,120.31803",B02,620.0,新營分局,
供公眾使用,OMA00192,中營里,臺南市新營區中營里5鄰新進路52號,"23.305344,120.321209",B01,287.0,新營分局,
公有,OMA00193,民權里,臺南市新營區民權里中正路15號,"23.307827,120.315974",B01,398.0,新營分局,
一般住宅,OOA00001,文新里,臺南市佳里區文新里15鄰佳安東路8號,"23.160989,120.158248",B01,18824.0,佳里分局,
一般住宅,OOA00002,文新里,臺南市佳里區文新里8鄰義民街319號,"23.161238,120.172133",B01,1436.0,佳里分局,
一般住宅,OOA00003,安西里,臺南市佳里區安西里10鄰安西路351號,"23.167459,120.172417",B01,720.0,佳里分局,
供公眾使用,OOA00005,建南里,臺南市佳里區建南里4鄰光復路159號,"23.159081,120.174668",B01,26.0,佳里分局,
供公眾使用,OOA00006,建南里,臺南市佳里區建南里4鄰光復路161號,"23.159134,120.174663",B01,27.0,佳里分局,
公有,OOA00007,安西里,臺南市佳里區安西里21鄰安西82之11號,"23.162575,120.175959",B01,644.0,佳里分局,
供公眾使用,OOA00008,東寧里,臺南市佳里區東寧里10鄰光復路270號,"23.162731,120.174921",B01,55.0,佳里分局,
供公眾使用,OOA00009,文新里,臺南市佳里區文新里2鄰光復路271號,"23.161798,120.174572",B01,81.0,佳里分局,
供公眾使用,OOA00011,東寧里,臺南市佳里區東寧里11鄰光復路226號,"23.161705,120.174916",B01,75.0,佳里分局,
供公眾使用,OOA00012,安西里,臺南市佳里區安西里11鄰安西76之2號,"23.167287,120.169737",B01,126.0,佳里分局,
供公眾使用,OOA00013,安西里,臺南市佳里區安西里13鄰安西71號,"23.170605,120.167357",B01,601.0,佳里分局,
一般住宅,OOA00014,安西里,臺南市佳里區安西里3鄰光復路296號,"23.158833,120.175023",B01,882.0,佳里分局,
供公眾使用,OOA00015,文新里,臺南市佳里區文新里9鄰安西126號之2,"23.15757,120.163984",B01,61.0,佳里分局,
公有,OOA00016,安西里,臺南市佳里區安西里15鄰公園路445號,"23.164155,120.17225",B01,1626.0,佳里分局,
一般住宅,OOA00017,東寧里,臺南市佳里區東寧里10鄰民權街10號,"23.162814,120.176187",B01,6.0,佳里分局,
一般住宅,OOA00018,東寧里,臺南市佳里區東寧里10鄰民權街12號,"23.162814,120.176143",B01,6.0,佳里分局,
一般住宅,OOA00019,東寧里,臺南市佳里區東寧里10鄰民權街4號,"23.162801,120.176421",B01,6.0,佳里分局,
一般住宅,OOA00020,東寧里,臺南市佳里區東寧里10鄰民權街6號,"23.162814,120.176276",B01,6.0,佳里分局,
供公眾使用,OOA00021,東寧里,臺南市佳里區東寧里9鄰文化路268號,"23.163229,120.175501",B01,44.0,佳里分局,
一般住宅,OOA00022,六安里,臺南市佳里區六安里17鄰青年街225號,"23.166677,120.175057",B01,1268.0,佳里分局,
供公眾使用,OOA00023,六安里,臺南市佳里區六安里18鄰中山路401號,"23.164206,120.177046",B01,300.0,佳里分局,
公有,OOA00024,六安里,臺南市佳里區六安里9鄰六安117號,"23.176007,120.180863",B01,70.0,佳里分局,
公有,OOA00025,六安里,臺南市佳里區六安里9鄰六安117號,"23.176007,120.180863",B01,265.0,佳里分局,
公有,OOA00026,六安里,臺南市佳里區六安里9鄰六安117號,"23.176007,120.180863",B01,316.0,佳里分局,
公有,OOA00027,六安里,臺南市佳里區六安里15鄰六安269號,"23.167732,120.177342",B01,578.0,佳里分局,
供公眾使用,OOA00028,六安里,臺南市佳里區六安里18鄰進學路244號,"23.164234,120.176043",B01,394.0,佳里分局,
供公眾使用,OOA00029,六安里,臺南市佳里區六安里9鄰六安117號之23,"23.179127,120.180321",B01,200.0,佳里分局,
一般住宅,OOA00030,六安里,臺南市佳里區六安里18鄰進學路6之4號,"23.164559,120.176263",B01,67.0,佳里分局,
公有,OOA00032,六安里,臺南市佳里區六安里7鄰延平路586號,"23.168386,120.179059",B01,183.0,佳里分局,
公有,OOA00033,六安里,臺南市佳里區六安里10鄰六安130號,"23.172751,120.17791",B01,33.0,佳里分局,
公有,OOA00034,六安里,臺南市佳里區六安里18鄰忠孝路5號,"23.165223,120.177007",B01,1000.0,佳里分局,
供公眾使用,OOA00035,六安里,臺南市佳里區六安里9鄰六安117號之26,"23.179351,120.180871",B01,222.0,佳里分局,
供公眾使用,OOA00036,六安里,臺南市佳里區六安里10鄰六安130號,"23.172751,120.17791",B01,197.0,佳里分局,
供公眾使用,OOA00037,東寧里,臺南市佳里區東寧里4鄰延平路412號,"23.163637,120.178372",B01,22.0,佳里分局,
供公眾使用,OOA00039,東寧里,臺南市佳里區東寧里3鄰中山路382號,"23.162699,120.1768",B01,178.0,佳里分局,
供公眾使用,OOA00040,東寧里,臺南市佳里區東寧里3鄰中山路430號,"23.163727,120.177094",B01,201.0,佳里分局,
一般住宅,OOA00041,東寧里,臺南市佳里區東寧里5鄰和平街57號,"23.162396,120.178951",B01,35.0,佳里分局,
供公眾使用,OOA00043,東寧里,臺南市佳里區東寧里2鄰延平路309號,"23.16177,120.178144",B01,42.0,佳里分局,
一般住宅,OOA00047,忠仁里,臺南市佳里區忠仁里1鄰中山路210號,"23.159523,120.177152",B01,138.0,佳里分局,
一般住宅,OOA00049,建南里,臺南市佳里區建南里8鄰中山路121號,"23.156998,120.17717",B01,55.0,佳里分局,
一般住宅,OOA00050,建南里,臺南市佳里區建南里7鄰新生路441巷19號,"23.158798,120.171987",B01,665.0,佳里分局,
一般住宅,OOA00051,南勢里,臺南市佳里區南勢里11鄰祥和三街161號,"23.150822,120.176863",B01,923.0,佳里分局,
供公眾使用,OOA00052,建南里,臺南市佳里區建南里3鄰新生路297號,"23.159996,120.175606",B01,293.0,佳里分局,
公有,OOA00053,南勢里,臺南市佳里區南勢里16鄰安南路523號,"23.161837,120.181144",B01,148.0,佳里分局,
供公眾使用,OOA00054,建南里,臺南市佳里區建南里2鄰建南街161號,"23.159275,120.176561",B01,292.0,佳里分局,
供公眾使用,OOA00055,建南里,臺南市佳里區建南里2鄰建南街161號,"23.159275,120.176561",B01,311.0,佳里分局,
一般住宅,OOA00056,南勢里,臺南市佳里區南勢里4鄰安南路193號,"23.151736,120.175752",B01,513.0,佳里分局,
公有,OOA00057,南勢里,臺南市佳里區南勢里16鄰安南路523號,"23.157954,120.170672",B01,1087.0,佳里分局,
供公眾使用,OOA00058,鎮山里,臺南市佳里區鎮山里1鄰延平路125號,"23.156824,120.178759",B01,448.0,佳里分局,
公有,OOA00059,忠仁里,臺南市佳里區忠仁里11鄰信義一街336號,"23.159875,120.182087",B01,384.0,佳里分局,
供公眾使用,OOA00060,佳興里,臺南市佳里區佳興里606號,"23.181987,120.183633",B01,3953.0,佳里分局,
供公眾使用,OOA00063,民安里,臺南市佳里區民安里5鄰同安寮80號之7,"23.166618,120.197475",B01,104.0,佳里分局,
供公眾使用,OOA00064,下營里,臺南市佳里區下營里9鄰下廍115號之1,"23.168669,120.149089",B01,46.0,佳里分局,
供公眾使用,OOA00065,下營里,臺南市佳里區下營里9鄰下廍115號之1,"23.168669,120.149089",B01,47.0,佳里分局,
供公眾使用,OOA00066,海澄里,臺南市佳里區海澄里2鄰萊芉寮12號之22,"23.185037,120.178978",B01,125.0,佳里分局,
供公眾使用,OOA00067,海澄里,臺南市佳里區海澄里2鄰萊芉寮17號之3,"23.182327,120.172151",B01,166.0,佳里分局,
供公眾使用,OOA00068,海澄里,臺南市佳里區海澄里2鄰萊芉寮12號之6,"23.181501,120.175501",B01,95.0,佳里分局,
供公眾使用,OOA00069,海澄里,臺南市佳里區海澄里1鄰萊芉寮1號之11,"23.178332,120.175026",B01,30.0,佳里分局,
供公眾使用,OOA00070,海澄里,臺南市佳里區海澄里1鄰萊芉寮1號之24,"23.177168,120.177775",B01,115.0,佳里分局,
供公眾使用,OOA00071,海澄里,臺南市佳里區海澄里1鄰萊芉寮1號之20,"23.177727,120.175212",B01,71.0,佳里分局,
