類別,建築物名稱,電腦編號,村里別,地址,地下樓層數,可容納人數,派出所,備註,經度,緯度
大樓,光明路69巷華廈,D701000082,介壽里,新北市三峽區光明路69巷25號,1.0,119.0,三峽派出所,,121.376484,24.929241
大樓,光明路69巷華廈,D701000083,介壽里,新北市三峽區光明路69巷27號,1.0,214.0,三峽派出所,,121.376917,24.929476
大樓,光明路69巷華廈,D701000084,介壽里,新北市三峽區光明路69巷33號,1.0,106.0,三峽派出所,,121.377049,24.929435
大樓,公寓,D701000085,介壽里,新北市三峽區光明路69巷37號1,1.0,67.0,三峽派出所,,121.377299,24.929415
大樓,公寓,D701000086,介壽里,新北市三峽區大同路22號,1.0,72.0,三峽派出所,,121.377796,24.929506
大樓,新北市私立居家式服務類長期照顧服務機構,D701000087,介壽里,新北市三峽區大同路2434號,1.0,145.0,三峽派出所,,121.36687,24.926035
大樓,鴻運社區,D701000088,介壽里,新北市三峽區大同路64號,1.0,162.0,三峽派出所,,121.376646,24.928381
大樓,杰基實業股份有限公司,D701000089,介壽里,新北市三峽區大同路54號,1.0,67.0,三峽派出所,,121.365895,24.925397
大樓,力英電子股份有限公司,D701000115,礁溪里,新北市三峽區介壽路1段311巷26號,1.0,5.0,三峽派出所,,121.38133,24.931441
大樓,公寓,D701000118,礁溪里,新北市三峽區介壽路1段311巷29號,1.0,6.0,三峽派出所,,121.381124,24.931522
大樓,公寓,D701000122,礁溪里,新北市三峽區中華路6號,1.0,652.0,三峽派出所,,121.371704,24.930011
大樓,世慈京都,D701000123,安溪里,新北市三峽區中華路135號,1.0,1790.0,三峽派出所,,121.37118,24.927602
大樓,伯爵花園,D701000124,礁溪里,新北市三峽區中華路24號,2.0,660.0,三峽派出所,,121.374019,24.932527
大樓,嘉里大榮物流,D701000125,礁溪里,新北市三峽區中華路11巷1號,1.0,504.0,三峽派出所,,121.374142,24.932233
大樓,台北理想家,D701000126,礁溪里,新北市三峽區長泰街42號,1.0,1104.0,三峽派出所,,121.378256,24.932363
大樓,三峽農會,D701000127,礁溪里,新北市三峽區長泰街4555號,1.0,787.0,三峽派出所,,121.378413,24.932618
大樓,公寓,D701000129,礁溪里,新北市三峽區長泰街96號,1.0,454.0,三峽派出所,,121.376181,24.933572
大樓,公寓,D701000130,礁溪里,新北市三峽區長泰街41巷3840號,1.0,2162.0,三峽派出所,,121.376992,24.932318
大樓,三峽皇家,D701000131,礁溪里,新北市三峽區長泰街41巷39-43號,1.0,466.0,三峽派出所,,121.377781,24.93197
大樓,公寓,D701000132,礁溪里,新北市三峽區長泰街78巷16號,1.0,1155.0,三峽派出所,,121.376758,24.933667
大樓,公寓,D701000133,礁溪里,新北市三峽區長泰街78巷1弄1號,1.0,740.0,三峽派出所,,121.37655,24.933365
公寓,國賓公園,D701000134,礁溪里,新北市三峽區長泰街5巷210號,1.0,7.0,三峽派出所,,121.378303,24.931407
大樓,公寓,D701000136,礁溪里,新北市三峽區安溪路309巷13號,1.0,901.0,三峽派出所,,121.37371,24.933154
大樓,公寓,D701000137,礁溪里,新北市三峽區長泰街41巷31-33號,1.0,171.0,三峽派出所,,121.377781,24.93197
公寓,觀天下社區,D701000138,安溪里,新北市三峽區中正路1段210號,1.0,62.0,三峽派出所,,121.372214,24.927879
大樓,三峽風采社區,D701000139,安溪里,新北市三峽區中正路1段240號,1.0,2206.0,三峽派出所,,121.341442,24.902662
大樓,安溪國小,D701000140,安溪里,新北市三峽區中正路1段174巷2號,1.0,86.0,三峽派出所,,121.372569,24.928654
大樓,安溪國小,D701000141,安溪里,新北市三峽區中華路42號,1.0,1317.0,三峽派出所,,121.372221,24.931222
大樓,冠倫大國,D701000142,安溪里,新北市三峽區中華路42號,1.0,1317.0,三峽派出所,,121.372221,24.931222
大樓,遠東生活館,D701000143,安溪里,新北市三峽區中華路46號4,1.0,1522.0,三峽派出所,,121.371563,24.930395
大樓,藝術季節,D701000144,安溪里,新北市三峽區中華路69號,1.0,3275.0,三峽派出所,,121.372113,24.930159
大樓,大同路109號華廈,D701000145,礁溪里,新北市三峽區中華路31號,1.0,1486.0,三峽派出所,,121.372937,24.931212
大樓,台北大學城,D701000146,中正里,新北市三峽區大同路109號,1.0,62.0,三峽派出所,,121.374465,24.926852
大樓,新康護理之家,D701000149,鳶山里,新北市三峽區復興路280號,1.0,902.0,三峽派出所,,121.3651855,24.93918002
大樓,台北大學城,D701000150,鳶山里,新北市三峽區復興路337號,1.0,486.0,三峽派出所,,121.364363,24.938624
大樓,台北大學城,D701000151,鳶山里,新北市三峽區復興路367巷2號,2.0,833.0,三峽派出所,,121.363456,24.938312
大樓,松柏園精緻早餐,D701000152,鳶山里,新北市三峽區復興路367巷1弄13號,1.0,66.0,三峽派出所,,121.364011,24.938147
大樓,學苑大樓,D701000153,鳶山里,新北市三峽區復興路367巷1弄14號,1.0,208.0,三峽派出所,,121.364145,24.937643
大樓,大樓,D701000154,鳶山里,新北市三峽區大勇路14號,1.0,263.0,三峽派出所,,121.366913,24.938237
公寓,大樓,D701000155,鳶山里,新北市三峽區大仁路34巷3號,1.0,13.0,三峽派出所,,121.366019,24.937862
公寓,大樓,D701000156,鳶山里,新北市三峽區大仁路66巷1號,1.0,69.0,三峽派出所,,121.364848,24.937475
公寓,大樓,D701000157,鳶山里,新北市三峽區大仁路66巷8號,1.0,22.0,三峽派出所,,121.364889,24.937827
公寓,大樓,D701000158,永館里,新北市三峽區復興路110巷3弄2號,1.0,359.0,三峽派出所,,121.372986,24.938557
大樓,玄泰永鈺,D701000159,永館里,新北市三峽區和平街381號,1.0,98.0,三峽派出所,,121.370284,24.937303
大樓,冠程文理補習班,D701000160,永館里,新北市三峽區和平街36巷7弄2號,1.0,1057.0,三峽派出所,,121.370894,24.937227
大樓,公寓,D701000161,永館里,新北市三峽區文化路158號,1.0,250.0,三峽派出所,,121.370139,24.936232
大樓,公寓,D701000162,永館里,新北市三峽區文化路120巷57號,1.0,498.0,三峽派出所,,121.37089,24.936809
大樓,龍門天下,D701000163,永館里,新北市三峽區文化路120巷71號,1.0,498.0,三峽派出所,,121.370826,24.936566
大樓,桀鎧通訊有限公司,D701000164,永館里,新北市三峽區文化路120巷19號,1.0,498.0,三峽派出所,,121.370932,24.93676
大樓,富比林,D701000165,永館里,新北市三峽區復興路91號,2.0,463.0,三峽派出所,,121.372262,24.937597
大樓,日順名廈,D701000166,永館里,新北市三峽區和平街65號,3.0,1174.0,三峽派出所,,121.370115,24.936598
大樓,中興綠洲,D701000167,鳶山里,新北市三峽區中山路152巷5號2,1.0,57.0,三峽派出所,,121.364985,24.936644
大樓,公寓,D701000168,鳶山里,新北市三峽區中山路184巷12弄186號,2.0,1190.0,三峽派出所,,121.363752,24.93714
大樓,台北大學城,D701000169,中正里,新北市三峽區中正路171號,2.0,720.0,三峽派出所,,121.37292,24.928271
大樓,大樓,D701000170,鳶山里,新北市三峽區復興路457號,1.0,1409.0,三峽派出所,,121.362166,24.938396
大樓,大樓,D701000171,龍埔里,新北市三峽區民生街1巷1號39,1.0,232.0,三峽派出所,,121.377248,24.935641
大樓,春回大地社區,D701000172,龍埔里,新北市三峽區民生街19巷7弄3848號,1.0,421.0,三峽派出所,,121.377231,24.935327
大樓,三峽風采社區,D701000173,安溪里,新北市三峽區中華路43巷12號,1.0,1058.0,三峽派出所,,121.372955,24.930572
大樓,私立佳兒幼兒園,D701000174,安溪里,新北市三峽區中正路174巷4弄3040號,1.0,377.0,三峽派出所,,121.373027,24.929298
大樓,三峽大壩社區,D701000175,安溪里,新北市三峽區中正路1段108巷30號,1.0,77.0,三峽派出所,,121.373318,24.930577
大樓,花開富貴,D701000176,安溪里,新北市三峽區中正路1段108巷9號,1.0,1965.0,三峽派出所,,121.373491,24.929969
大樓,大樓,D701000177,安溪里,新北市三峽區中正路1段276號,1.0,993.0,三峽派出所,,121.371543,24.926417
大樓,台北新界,D701000178,安溪里,新北市三峽區光明路1832號,1.0,128.0,三峽派出所,,121.375807,24.92714
大樓,公寓,D701000181,中正里,新北市三峽區大同路88巷2號,2.0,1422.0,三峽派出所,,121.375618,24.928148
大樓,台北新界,D701000182,中正里,新北市三峽區光明路86號,1.0,59.0,三峽派出所,,121.375461,24.928657
大樓,龍大地,D701000183,中正里,新北市三峽區大同路88巷5弄2號,2.0,120.0,三峽派出所,,121.375017,24.928169
大樓,富祥鋼鋁企業社,D701000184,中正里,新北市三峽區光明路8890號,1.0,464.0,三峽派出所,,121.37434,24.929874
大樓,公園家,D701000185,中正里,新北市三峽區永安街95巷3號,1.0,304.0,三峽派出所,,121.37489,24.928753
公寓,肉粽王,D701000186,中正里,新北市三峽區永安街184號,1.0,67.0,三峽派出所,,121.373383,24.928097
大樓,八張華廈,D701000187,八張里,新北市三峽區民族街2426號,1.0,527.0,三峽派出所,,121.368977,24.929043
公寓,公寓,D701000188,八張里,新北市三峽區民族街1361號,1.0,94.0,三峽派出所,,121.369312,24.9285
大樓,公寓,D701000189,八張里,新北市三峽區民族街78巷33號,1.0,231.0,三峽派出所,,121.368549,24.929432
大樓,公寓,D701000190,八張里,新北市三峽區民族街78巷2弄29號,1.0,155.0,三峽派出所,,121.368292,24.930306
大樓,麥維婷烤鴨,D701000191,八張里,新北市三峽區中園街621號,1.0,747.0,三峽派出所,,121.366912,24.921235
大樓,聖輝實業股份有限公司,D701000192,八張里,新北市三峽區民族街18號,1.0,80.0,三峽派出所,,121.369008,24.931041
大樓,三峽寶地,D701000193,龍埔里,新北市三峽區三樹路222巷47號,1.0,180.0,三峽派出所,,121.382648,24.942444
大樓,喜福園,D701000194,介壽里,新北市三峽區介壽路1段276巷108弄19號,1.0,1112.0,三峽派出所,,121.379246,24.927627
大樓,高位企業有限公司,D701000195,介壽里,新北市三峽區介壽路1段276巷102弄182號,1.0,131.0,三峽派出所,,121.379044,24.928406
大樓,鼎州特殊金屬導線有限公司,D701000196,介壽里,新北市三峽區介壽路1段318巷222號,1.0,343.0,三峽派出所,,121.381025,24.929089
大樓,公寓,D701000197,介壽里,新北市三峽區介壽路1段318巷113號,1.0,439.0,三峽派出所,,121.38105,24.929627
大樓,公寓,D701000198,介壽里,新北市三峽區介壽路1段276巷108弄30號,1.0,184.0,三峽派出所,,121.379359,24.927784
大樓,ok便利超商,D701000199,介壽里,新北市三峽區介壽路1段318巷1521號,1.0,223.0,三峽派出所,,121.382772,24.929419
大樓,鼎紘展業有限公司,D701000200,介壽里,新北市三峽區介壽路1段3203號,1.0,172.0,三峽派出所,,121.38099,24.930121
大樓,順詠興不銹鋼,D701000201,介壽里,新北市三峽區介壽路1段388巷1號,1.0,58.0,三峽派出所,,121.383516,24.930481
公寓,欣鉅興科技股份有限公司,D701000202,介壽里,新北市三峽區介壽路1段410號,1.0,7.0,三峽派出所,,121.38402,24.930897
公寓,欣鉅興科技股份有限公司,D701000203,介壽里,新北市三峽區介壽路1段414號,1.0,3.0,三峽派出所,,121.384152,24.930961
大樓,富莊社區,D701000204,介壽里,新北市三峽區介壽路1段420巷212號,1.0,769.0,三峽派出所,,121.384594,24.930675
大樓,富莊社區,D701000205,介壽里,新北市三峽區光明路75巷16號,1.0,193.0,三峽派出所,,121.377515,24.927982
大樓,富莊社區,D701000206,介壽里,新北市三峽區光明路75巷20號,1.0,136.0,三峽派出所,,121.377562,24.928138
大樓,富莊社區,D701000207,介壽里,新北市三峽區光明路75巷33號,1.0,77.0,三峽派出所,,121.377736,24.928479
大樓,富莊社區,D701000208,介壽里,新北市三峽區光明路75巷34號,1.0,198.0,三峽派出所,,121.377927,24.928461
大樓,介壽國民小學,D701000209,介壽里,新北市三峽區光明路75巷2632號,1.0,167.0,三峽派出所,,121.377666,24.928041
大樓,介壽國民小學,D701000210,介壽里,新北市三峽區大同路1號,1.0,2754.0,三峽派出所,,121.37852,24.929829
大樓,全家便利店,D701000211,介壽里,新北市三峽區大同路1號5,1.0,138.0,三峽派出所,,121.378118,24.929521
大樓,公寓,D701000212,介壽里,新北市三峽區大同路3號1,1.0,197.0,三峽派出所,,121.376029,24.927549
大樓,公寓,D701000213,介壽里,新北市三峽區大同路2123號,1.0,936.0,三峽派出所,,121.367453,24.926529
大樓,台北新界I期,D701000214,介壽里,新北市三峽區大同路2931號,1.0,117.0,三峽派出所,,121.364481,24.92437
大樓,台北新界I期,D701000215,介壽里,新北市三峽區大同路5巷2號,1.0,455.0,三峽派出所,,121.377812,24.92876
大樓,介壽國小國樂團,D701000216,介壽里,新北市三峽區大同路5巷8號,1.0,81.0,三峽派出所,,121.37804,24.928578
大樓,三峽衛生所,D701000217,介壽里,新北市三峽區大同路5巷11號1,1.0,161.0,三峽派出所,,121.378151,24.928908
大樓,大樓,D701000218,介壽里,新北市三峽區大同路4042號,1.0,90.0,三峽派出所,,121.366091,24.925979
公寓,大樓,D701000219,介壽里,新北市三峽區大同路19巷1號1,1.0,26.0,三峽派出所,,121.377375,24.92853
大樓,大同華廈,D701000220,介壽里,新北市三峽區大同路39巷20弄10號,1.0,116.0,三峽派出所,,121.376693,24.927659
大樓,大同華廈,D701000221,介壽里,新北市三峽區大同路39巷22弄1號,1.0,100.0,三峽派出所,,121.377129,24.927532
大樓,大同華廈,D701000222,介壽里,新北市三峽區大同路39巷22弄1號,1.0,411.0,三峽派出所,,121.377129,24.927532
公寓,大同華廈,D701000223,介壽里,新北市三峽區大同路5巷31號,1.0,72.0,三峽派出所,,121.378626,24.928012
大樓,大同華廈,D701000224,介壽里,新北市三峽區大同路5巷54號,1.0,554.0,三峽派出所,,121.378345,24.927809
大樓,國裕電線電纜有限公司,D701000225,介壽里,新北市三峽區光明路75巷22號,1.0,302.0,三峽派出所,,121.377676,24.928225
大樓,大同華廈,D701000226,龍埔里,新北市三峽區三樹路222巷215弄18號,1.0,427.0,三峽派出所,,121.390284,24.944958
公寓,八張華廈,D701000229,介壽里,新北市三峽區大同路5巷9號,1.0,62.0,三峽派出所,,121.37801,24.928835
大樓,7-11天下門市,D701000230,八張里,新北市三峽區民族街28巷9弄222號,1.0,1106.0,三峽派出所,,121.368741,24.931064
大樓,冠倫大國,D701000231,安溪里,新北市三峽區中正路1段1101號,1.0,210.0,三峽派出所,,121.372818,24.927824
大樓,公寓,D701000232,安溪里,新北市三峽區中華路44巷7弄213號,1.0,947.0,三峽派出所,,121.371612,24.930833
大樓,公寓,D701000233,鳶山里,新北市三峽區大仁路50巷9號,1.0,77.0,三峽派出所,,121.365189,24.93793
大樓,國寶大樓,D701000234,礁溪里,新北市三峽區長泰街5巷1921號,1.0,104.0,三峽派出所,,121.378291,24.931614
大樓,嘉鎔塑膠鋼模股份有限公司,D701000235,礁溪里,新北市三峽區光明路23號,1.0,747.0,三峽派出所,,121.373348,24.931167
公寓,"三峽中藥 整復中心",D701000236,礁溪里,新北市三峽區介壽路1段311巷15號,1.0,4.0,三峽派出所,,121.38114,24.931062
大樓,遠東生活B館,D701000237,安溪里,新北市三峽區中正路一段216巷2弄7號,1.0,173.0,三峽派出所,,121.371843,24.928142
大樓,遠東生活B館,D701000238,介壽里,新北市三峽區光明路75巷22號,1.0,302.0,三峽派出所,,121.377676,24.928225
大樓,築億大樹小墅,D701000239,安溪里,新北市三峽區中華路75巷2號,1.0,572.0,三峽派出所,,121.371967,24.929899
大樓,築億曉學堂,D701000240,介壽里,新北市三峽區大同路39巷12號,1.0,238.0,三峽派出所,,121.363574,24.924349
大樓,永安華廈,D701000241,介壽里,新北市三峽區大同路39號1,1.0,332.0,三峽派出所,,121.376878,24.928048
大樓,公寓,D701000242,介壽里,新北市三峽區永安街5號,1.0,289.0,三峽派出所,,121.377853,24.929948
大樓,幼心幼兒園,D701000243,中正里,新北市三峽區中正路1段213號,1.0,302.0,三峽派出所,,121.372339,24.927396
大樓,鼎上食府,D701000244,介壽里,新北市三峽區介壽路1段276巷108弄42號,1.0,532.0,三峽派出所,,121.379003,24.927829
大樓,築億曉學堂,D701000245,鳶山里,新北市三峽區復興路229號,4.0,564.0,三峽派出所,,121.366816,24.938789
大樓,金都會,D701000246,介壽里,新北市三峽區大同路39巷9號,1.0,1053.0,三峽派出所,,121.37725,24.927684
大樓,公寓,D701000247,中正里,新北市三峽區大同路137號,1.0,868.0,三峽派出所,,121.371668,24.926869
大樓,台北維也納,D701000248,永館里,新北市三峽區和平街66號,2.0,1971.0,三峽派出所,,121.370481,24.938008
大樓,小巨人,D701000249,安溪里,新北市三峽區中正路一段108巷7弄9號,2.0,1425.0,三峽派出所,,121.373512,24.929638
大樓,永宜機車行,D701000250,介壽里,新北市三峽區大同路12號,2.0,2065.0,三峽派出所,,121.378021,24.929754
大樓,安溪國中,D701000251,八張里,新北市三峽區中園街6號,1.0,115.0,三峽派出所,,121.368457,24.927528
大樓,三峽龍門,D701000252,中正里,新北市三峽區大同路135號,1.0,4517.0,三峽派出所,,121.372762,24.926568
大樓,三峽郵局,D701000253,礁溪里,新北市三峽區中華路2022號,2.0,191.0,三峽派出所,,121.371311,24.929906
大樓,商家,D701000254,永館里,新北市三峽區民生街66號,1.0,98.0,三峽派出所,,121.37477,24.936158
大樓,明園社區,D701000255,永館里,新北市三峽區和平街36巷1號,1.0,456.0,三峽派出所,,121.370436,24.937369
大樓,私立佳兒幼兒園,D701000256,永館里,新北市三峽區復興路1號,2.0,330.0,三峽派出所,,121.37444,24.935502
公寓,祖師豐華,D701000257,安溪里,新北市三峽區中正路1段108巷30號,1.0,77.0,三峽派出所,,121.373318,24.930577
大樓,三峽麗都,D701000258,礁溪里,新北市三峽區光明路3巷6號,1.0,64.0,三峽派出所,,121.372773,24.931989
大樓,長虹金第,D701000259,安溪里,新北市三峽區中華路95號,1.0,1158.0,三峽派出所,,121.371708,24.929269
大樓,恩主公醫院醫護宿舍,D701000261,永館里,新北市三峽區復興路5號,3.0,768.0,三峽派出所,,121.374262,24.935824
大樓,公寓,D701000263,永館里,新北市三峽區中山路82號,1.0,347.0,三峽派出所,,121.36687,24.935314
大樓,雙星報喜,D701000264,永館里,新北市三峽區文化路125號,2.0,861.0,三峽派出所,,121.369925,24.935984
