"建築物名稱the names of the buildings","電腦編號 serial number",村里別village,"地址 address","緯經度 latitude and longitude","地下樓層數number of basement levels",可容納人數capacity,轄管分局jurisdiction,"備駐 notes"
北勢寮公有市場,QOA00005,安樂村,屏東縣枋寮鄉安樂村04鄰安樂路12號,"22.3604380426715, 120.59913953338334",1.0,111.0,枋寮分局,
枋寮醫院/急診處,QOA00081,安樂村,屏東縣枋寮鄉安樂村20鄰隆山路59號,"22.363999918152242, 120.59657761769569",1.0,340.0,枋寮分局,
枋寮醫院,QOA00014,安樂村,屏東縣枋寮鄉安樂村13鄰中山路139號,"22.363925212678176, 120.59634309104872",1.0,166.0,枋寮分局,
基督教長老教會/水底寮教會,QOA00016,地利村,屏東縣枋寮鄉地利村22鄰建興路286號,"22.387079283863525, 120.59453732843987",1.0,55.0,枋寮分局,
枋寮農會/東海辦事處,QOA00073,東海村,屏東縣枋寮鄉東海村29鄰東海路433號,"22.40141970436758, 120.57818967766691",1.0,187.0,枋寮分局,
昱鋐實業公司,QOA00086,東海村,屏東縣枋寮鄉東海村27鄰臨海路二段112號,"22.40577662795099, 120.5710038775871",1.0,453.0,枋寮分局,
金皇企業有限公司,QOA00017,東海村,屏東縣枋寮鄉東海村29鄰屏南路15號,"22.410038376793803, 120.57750714678996",1.0,194.0,枋寮分局,
長興化工公司/屏南廠,QOA00031,東海村,屏東縣枋寮鄉東海村29鄰屏南路23號,"22.411933461843706, 120.57720439008126",1.0,140.0,枋寮分局,
鯤晟五金公司,QOA00020,東海村,屏東縣枋寮鄉東海村29鄰屏南路27號,"22.411422575385107, 120.57694765784188",1.0,102.0,枋寮分局,
屏南工業區服務中心,QOA00055,東海村,屏東縣枋寮鄉東海村29鄰屏南路36號,"22.411865272477154, 120.57726138701912",1.0,258.0,枋寮分局,
厚剛機械股份有限公司,QOA00021,東海村,屏東縣枋寮鄉東海村29鄰精進路17號,"22.408918251110087, 120.57763315015708",1.0,92.0,枋寮分局,
大成長城企業公司,QOA00083,東海村,屏東縣枋寮鄉東海村29鄰精進路22號,"22.408089713879345, 120.57882303419464",1.0,430.0,枋寮分局,
泓達化工公司/辦公室,QOA00018,東海村,屏東縣枋寮鄉東海村29鄰精進路24號,"22.40771899075233, 120.57767417428015",1.0,111.0,枋寮分局,
泓達化工公司/倉庫,QOA00027,東海村,屏東縣枋寮鄉東海村29鄰精進路26號,"22.407716613511795, 120.57772217364132",1.0,166.0,枋寮分局,
科鴻興業有限公司,QOA00032,東海村,屏東縣枋寮鄉東海村29鄰精進路33號,"22.40664213432289, 120.57458209874497",1.0,138.0,枋寮分局,
高興昌鋼鐵公司/屏東分公司,QOA00074,東海村,屏東縣枋寮鄉東海村29鄰永翔路2號,"22.41466810396171, 120.58320378657656",1.0,53.0,枋寮分局,
中鋼碳素化學公司/行政樓,QOA00056,東海村,屏東縣枋寮鄉東海村29鄰永翔路2-6號,"22.413497612922765, 120.58080900492713",1.0,702.0,枋寮分局,共有2處、總計可容納人數1162人
中鋼碳素化學公司/主變電所,QOA00057,東海村,屏東縣枋寮鄉東海村29鄰永翔路2-6號,"22.41341983050144, 120.58114555907841",1.0,460.0,枋寮分局,共有2處、總計可容納人數1162人
晉欣鋼構公司,QOA00019,東海村,屏東縣枋寮鄉東海村29鄰永翔路2-8號,"22.413036145796067, 120.57935181047873",1.0,84.0,枋寮分局,
燁興企業有限公司,QOA00025,東海村,屏東縣枋寮鄉東海村29鄰永翔路4-5號,"22.4117258227107, 120.57513689679709",1.0,106.0,枋寮分局,
環拓科技股份有限公司,QOA00023,東海村,屏東縣枋寮鄉東海村29鄰永翔路25號,"22.411487666221028, 120.57551004230079",1.0,305.0,枋寮分局,
帝興樹脂有限公司,QOA00028,東海村,屏東縣枋寮鄉東海村29鄰永翔路27號,"22.41108982668355, 120.57405104640364",1.0,375.0,枋寮分局,
良興水產食品公司,QOA00029,東海村,屏東縣枋寮鄉東海村29鄰永翔路49號,"22.408030013164673, 120.57015966246723",1.0,83.0,枋寮分局,
申豐化學企業公司/行政大樓,QOA00084,太源村,屏東縣枋寮鄉太源村03鄰中山路三段55號,"22.406105237638993, 120.5869893080577",1.0,350.0,枋寮分局,共有2處、總計可容納人數724人
申豐化學企業公司/研發大樓,QOA00085,太源村,屏東縣枋寮鄉太源村03鄰中山路三段55號,"22.406913090467484, 120.58708024778787",1.0,374.0,枋寮分局,共有2處、總計可容納人數724人
德亨工業有限公司,QOA00024,太源村,屏東縣枋寮鄉太源村03鄰中山路三段63號,"22.410332246580577, 120.58625096050007",1.0,113.0,枋寮分局,
合順資源科技有限公司,QOA00030,太源村,屏東縣枋寮鄉太源村03鄰中山路三段65號,"22.412155886735338, 120.58574484195913",1.0,222.0,枋寮分局,
聯夏食品工業有限公司,QOA00022,太源村,屏東縣枋寮鄉太源村03鄰中山路三段101號,"22.41760460913955, 120.58373645721355",1.0,111.0,枋寮分局,
佳冬鄉活動中心,QOA00036,佳冬村,屏東縣佳冬鄉佳冬村10鄰文化三路61號,"22.41835830240495, 120.55304500372965",1.0,115.0,枋寮分局,
佳冬鄉圖書館,QOA00033,佳冬村,屏東縣佳冬鄉佳冬村02鄰文化三路157號,"22.416112246304014, 120.55301674088486",1.0,222.0,枋寮分局,
佳冬鄉公所,QOA00049,佳冬村,屏東縣佳冬鄉佳冬村10鄰佳昌路2號,"22.419350744167907, 120.55231040106639",1.0,375.0,枋寮分局,
佳冬高農/人文科技大樓,QOA00037,佳冬村,屏東縣佳冬鄉佳冬村01鄰佳農街67號,"22.412838004703513, 120.56369501216749",1.0,382.0,枋寮分局,共有6處、總計可容納人數2652人
佳冬高農/加工科館,QOA00038,佳冬村,屏東縣佳冬鄉佳冬村01鄰佳農街67號,"22.412829848674043, 120.56392263196923",1.0,395.0,枋寮分局,共有6處、總計可容納人數2652人
佳冬高農/誠正勤樸南棟,QOA00039,佳冬村,屏東縣佳冬鄉佳冬村01鄰佳農街67號,"22.413127414335673, 120.5637077192999",1.0,572.0,枋寮分局,共有6處、總計可容納人數2652人
佳冬高農/畜保科館,QOA00075,佳冬村,屏東縣佳冬鄉佳冬村01鄰佳農街67號,"22.41321992710482, 120.56344230990572",1.0,127.0,枋寮分局,共有6處、總計可容納人數2652人
佳冬高農/綜合教學大樓,QOA00076,佳冬村,屏東縣佳冬鄉佳冬村01鄰佳農街67號,"22.413356684998522, 120.56394267187837",1.0,1136.0,枋寮分局,共有6處、總計可容納人數2652人
佳冬高農/單身宿舍,QOA00077,佳冬村,屏東縣佳冬鄉佳冬村01鄰佳農街67號,"22.413630200382066, 120.56468668837675",1.0,40.0,枋寮分局,共有6處、總計可容納人數2652人
政鶴活海產店,QOA00034,羌園村,屏東縣佳冬鄉羌園村06鄰內館路3之19號,"22.42981862354795, 120.5258555402257",1.0,85.0,枋寮分局,
佳冬鄉衛生所,QOA00035,六根村,屏東縣佳冬鄉六根村21鄰佳和路87-1號,"22.41471211530625, 120.54946024620509",1.0,88.0,枋寮分局,
台電公司/佳冬服務所,QOA00041,萬建村,屏東縣佳冬鄉萬建村20鄰文化二路106號,"22.422048468302275, 120.56026438715153",1.0,111.0,枋寮分局,
中華電信/機房,QOA00040,萬建村,屏東縣佳冬鄉萬建村20鄰文化二路108號,"22.422056104812714, 120.56021767904369",1.0,166.0,枋寮分局,
加祿國小,QOA00067,加祿村,屏東縣枋山鄉加祿村05鄰會社28號,"22.330299082267018, 120.62093648886801",1.0,307.0,枋寮分局,
枋山鄉圖書館,QOA00043,善餘村,屏東縣枋山鄉善餘村16鄰德隆113號,"22.193128402040706, 120.6907568304535",1.0,92.0,枋寮分局,
楓港國小/行政樓,QOA00045,善餘村,屏東縣枋山鄉善餘村02鄰光復路24號,"22.190664582196842, 120.69254523945743",1.0,251.0,枋寮分局,共有3處、總計可容納人數524人
楓港國小/學生活動中心,QOA00069,善餘村,屏東縣枋山鄉善餘村02鄰光復路24號,"22.190519548686876, 120.69212754598463",1.0,130.0,枋寮分局,共有3處、總計可容納人數524人
楓港國小/教學樓,QOA00070,善餘村,屏東縣枋山鄉善餘村02鄰光復路24號,"22.191035222708663, 120.69228853201061",1.0,143.0,枋寮分局,共有3處、總計可容納人數524人
隆安旅館,QOA00042,楓港村,屏東縣枋山鄉楓港村17鄰舊庄路27號,"22.195337987155224, 120.69188885523106",1.0,56.0,枋寮分局,
獅子鄉圖書館,QOA00046,楓林村,屏東縣獅子鄉楓林村08鄰楓林二巷26號,"22.20238775155589, 120.70531602944428",1.0,133.0,枋寮分局,
屏東縣農民教育休閒會館,QOA00047,竹坑村,屏東縣獅子鄉竹坑村05鄰竹坑路60號,"22.16708062403133, 120.69681828673092",1.0,1361.0,枋寮分局,
交通部/枋山國際電台,QOA00048,內獅村,屏東縣獅子鄉內獅村07鄰內獅巷82號,"22.273099201822646, 120.65666830985694",1.0,44.0,枋寮分局,
基督長老教會/春日教會,QOA00082,春日村,屏東縣春日鄉春日村06鄰春日路98-1號,"22.36845415926574, 120.62396034631203",1.0,315.0,枋寮分局,
