類別,電腦編號,里別,防空疏散避難設施地址,緯經度,可容納人數,轄管分局,備註
一般住宅,FNA01008,埔頂里,新竹市東區埔頂里埔頂路10-26號,"24.7929766,121.0075499",77.0,第二分局,
公有建築物,FNA01009,軍功里,新竹市東區軍功里建功一路104號,"24.8000103,120.9973218",426.0,第二分局,
一般住宅,FNA01010,科園里,新竹市東區科園里研發路23號,"24.7825215,121.0093926",1938.0,第二分局,
一般住宅,FNA01011,龍山里,新竹市東區龍山里光復路一段576巷25號,"24.7920218,121.0069176",197.0,第二分局,
一般住宅,FNA01012,建功里,新竹市東區建功里19鄰光復路二段298巷5弄3號,"24.7959911,120.9990696",121.0,第二分局,
一般住宅,FNA01013,立功里,新竹市東區立功里建功路1段10.10-1號,"24.7962518,120.9979965",45.0,第二分局,
一般住宅,FNA01014,龍山里,新竹市東區龍山里光復路一段576巷50號,"24.7922437,121.0071809",74.0,第二分局,
一般住宅,FNA01015,軍功里,新竹市東區軍功里建新路22號,"24.7980951,120.9966086",82.0,第二分局,
一般住宅,FNA01016,科園里,新竹市東區科園里展業一路21號,"24.7858493,121.0016736",2589.0,第二分局,
一般住宅,FNA01017,科園里,新竹市東區科園里13鄰民有街10號,"24.783239,121.0105509",84.0,第二分局,
一般住宅,FNA01018,軍功里,新竹市東區軍功里建新路20號,"24.797975,120.996647",149.0,第二分局,
公有建築物,FNA01019,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",948.0,第二分局,
一般住宅,FNA01020,科園里,新竹市東區科園里研發六路1號,"24.7810816,120.9944266",1825.0,第二分局,
一般住宅,FNA01021,龍山里,新竹市東區龍山里光復路一段576巷12弄17號,"24.7913272,121.0069563",41.0,第二分局,
一般住宅,FNA01022,光明里,新竹市東區光明里光復路二段155巷10弄5-7號,"24.7981191,120.992577",96.0,第二分局,
公有建築物,FNA01023,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",496.0,第二分局,
公有建築物,FNA01024,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",145.0,第二分局,
一般住宅,FNA01025,科園里,新竹市東區科園里民享街49號,"24.7844063,121.0092273",52.0,第二分局,
一般住宅,FNA01026,科園里,新竹市東區科園里民享街159巷45號,"24.7801345,121.0107806",44.0,第二分局,
公有建築物,FNA01027,軍功里,新竹市東區軍功里建功一路86-33號,"24.7997872,120.9975484",166.0,第二分局,
一般住宅,FNA01028,科園里,新竹市東區科園里展業二路2-24號,"24.782759,120.998863",705.0,第二分局,
公有建築物,FNA01029,光明里,新竹市東區光明里光復路二段3號,"24.7916326,121.0012202",710.0,第二分局,
公有建築物,FNA01030,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",1365.0,第二分局,
公有建築物,FNA01031,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",1536.0,第二分局,
一般住宅,FNA01032,軍功里,新竹市東區軍功里建功一路64號,"24.7982751,120.997987",240.0,第二分局,
公有建築物,FNA01033,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",589.0,第二分局,
一般住宅,FNA01034,科園里,新竹市東區科園里科園路2-8號,"24.7820058,121.0118819",213.0,第二分局,
一般住宅,FNA01035,龍山里,新竹市東區龍山里光復路一段544巷20弄11.13號,"24.7872463,121.0111593",164.0,第二分局,
一般住宅,FNA01036,科園里,新竹市東區科園里研新四路2號,"24.7806844,120.9897322",541.0,第二分局,
公有建築物,FNA01037,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",1769.0,第二分局,
一般住宅,FNA01038,科園里,新竹市東區科園里民享街56-58號,"24.7839374,121.0092444",41.0,第二分局,
公有建築物,FNA01039,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",705.0,第二分局,
一般住宅,FNA01040,科園里,新竹市東區科園里研新四路1段4號,"24.7806844,120.9897322",1789.0,第二分局,
一般住宅,FNA01041,光明里,新竹市東區光明里13鄰光復路二段155巷54號,"24.7979091,120.992551",61.0,第二分局,
公有建築物,FNA01042,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",221.0,第二分局,
公有建築物,FNA01043,光明里,新竹市東區光明里15鄰光復路二段3號,"24.7916277,121.0034089",1652.0,第二分局,
公有建築物,FNA01044,光明里,新竹市東區光明里光復路二段153號,"24.7983869,120.9940564",530.0,第二分局,
公有建築物,FNA01045,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",389.0,第二分局,
公有建築物,FNA01046,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",357.0,第二分局,
公有建築物,FNA01047,建功里,新竹市東區建功里金城一路52巷11.21號,"24.7956025,121.0047696",2394.0,第二分局,
供公眾使用建築物,FNA01048,科園里,新竹市東區科園里光復路一段681號之46,"24.788454,121.0079515",140.0,第二分局,
一般住宅,FNA01049,科園里,新竹市東區科園里研新一路1號,"24.7765338,120.9883338",4361.0,第二分局,
一般住宅,FNA01050,龍山里,新竹市東區龍山里16鄰崇和路7號,"24.7910587,121.0153515",11937.0,第二分局,
公有建築物,FNA01051,科園里,新竹市東區科園里研發六路1號,"24.7810816,120.9944266",1433.0,第二分局,
一般住宅,FNA01052,光明里,新竹市東區光明里光復路二段155巷10弄1-1號,"24.7982734,120.9927859",250.0,第二分局,
一般住宅,FNA01053,科園里,新竹市東區科園里民享街158號,"24.780592,121.0092713",38.0,第二分局,
公有建築物,FNA01054,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",2224.0,第二分局,
供公眾使用建築物,FNA01055,龍山里,新竹市東區龍山里光復路一段681號,"24.788454,121.0079515",130.0,第二分局,
公有建築物,FNA01056,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",224.0,第二分局,
一般住宅,FNA01057,龍山里,新竹市東區龍山里光復路一段581.583號,"24.7869302,121.0104662",69.0,第二分局,
一般住宅,FNA01058,立功里,新竹市東區立功里光復路660號,"24.799813,120.9916917",28.0,第二分局,
一般住宅,FNA01059,立功里,新竹市東區立功里光復路662號,"24.7996524,120.9915655",28.0,第二分局,
公有建築物,FNA01060,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",2036.0,第二分局,
一般住宅,FNA01061,埔頂里,新竹市東區埔頂里埔頂路6號,"24.7929223,121.0075146",53.0,第二分局,
公有建築物,FNA01062,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",368.0,第二分局,
一般住宅,FNA01063,光明里,新竹市東區光明里大學路81巷1-3號,"24.788634,121.002887",77.0,第二分局,
一般住宅,FNA01064,光明里,新竹市東區光明里大學路81巷3弄1.3.5.7號,"24.7884912,121.0030204",184.0,第二分局,
一般住宅,FNA01065,龍山里,新竹市東區龍山里光復路一段547巷10號1.2號,"24.7850939,121.0125059",41.0,第二分局,
一般住宅,FNA01066,光明里,新竹市東區光明里大學路81巷3弄2.4.7號,"24.788345,121.0029239",346.0,第二分局,
公有建築物,FNA01067,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",360.0,第二分局,
公有建築物,FNA01068,建功里,新竹市東區建功里金城一路9巷2-12號,"24.7936477,121.0015585",512.0,第二分局,
公有建築物,FNA01069,軍功里,新竹市東區軍功里建功一路64號,"24.7982751,120.997987",157.0,第二分局,
一般住宅,FNA01070,立功里,新竹市東區立功里光復路1段668-2號,"24.7909793,121.0041462",169.0,第二分局,
公有建築物,FNA01071,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",945.0,第二分局,
公有建築物,FNA01072,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",317.0,第二分局,
公有建築物,FNA01073,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",377.0,第二分局,
公有建築物,FNA01074,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",201.0,第二分局,
公有建築物,FNA01075,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",2672.0,第二分局,
公有建築物,FNA01076,光明里,新竹市東區光明里光明新村50-3號,"24.7911974,120.9990909",185.0,第二分局,
一般住宅,FNA01077,光明里,新竹市東區光明里大學路81巷3弄18號,"24.787983,121.0029061",20.0,第二分局,
一般住宅,FNA01078,光明里,新竹市東區光明里大學路81巷3弄16號,"24.7880052,121.0029468",20.0,第二分局,
一般住宅,FNA01079,光明里,新竹市東區光明里大學路81巷3弄14號,"24.7880427,121.002993",20.0,第二分局,
一般住宅,FNA01080,光明里,新竹市東區光明里大學路81巷3弄12號,"24.7880795,121.0030262",18.0,第二分局,
一般住宅,FNA01081,埔頂里,新竹市東區埔頂里埔頂路3-30號,"24.7933645,121.0148742",50.0,第二分局,
一般住宅,FNA01082,埔頂里,新竹市東區埔頂里1鄰埔頂路3-30號,"24.7933645,121.0148742",50.0,第二分局,
一般住宅,FNA01083,光明里,新竹市東區光明里光復路二段155.165巷23-29號,"24.7955593,120.9984828",262.0,第二分局,
公有建築物,FNA01084,光明里,新竹市東區光明里光復路二段153號,"24.7983869,120.9940564",294.0,第二分局,
公有建築物,FNA01085,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",78.0,第二分局,
供公眾使用建築物,FNA01086,軍功里,新竹市東區軍功里建新路112號,"24.7990215,121.0001164",1385.0,第二分局,
一般住宅,FNA01087,豐功里,新竹市東區豐功里東美路12號,"24.8018551,121.0013226",182.0,第二分局,
一般住宅,FNA01088,光明里,新竹市東區光明里光復路二段30號,"24.7955593,120.9984828",68.0,第二分局,
一般住宅,FNA01089,埔頂里,新竹市東區埔頂里埔頂路22-3號,"24.7934141,121.0081132",306.0,第二分局,
一般住宅,FNA01090,軍功里,新竹市東區軍功里建功一路12號,"24.7969615,120.9983823",112.0,第二分局,
一般住宅,FNA01091,科園里,新竹市東區科園里工業東一路3號,"24.7774619,121.0046795",906.0,第二分局,
公有建築物,FNA01092,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",3432.0,第二分局,
一般住宅,FNA01093,科園里,新竹市東區科園里園區二路11號,"24.7794561,120.999099",3040.0,第二分局,
一般住宅,FNA01094,科園里,新竹市東區科園里研新三路4號,"24.779471,120.990387",1989.0,第二分局,
一般住宅,FNA01095,科園里,新竹市東區科園里新安路5號,"24.7815839,120.9995382",5232.0,第二分局,
公有建築物,FNA01096,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",1746.0,第二分局,
供公眾使用建築物,FNA01097,科園里,新竹市東區科園里光復路一段681號,"24.788454,121.0079515",138.0,第二分局,
公有建築物,FNA01098,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",3677.0,第二分局,
一般住宅,FNA01099,龍山里,新竹市東區龍山里光復路一段544巷20弄15號,"24.7873539,121.0109247",166.0,第二分局,
一般住宅,FNA01100,埔頂里,新竹市東區埔頂里埔頂路99巷160號,"24.7982568,121.0032409",137.0,第二分局,
一般住宅,FNA01101,科園里,新竹市東區科園里工業東三路8號,"24.7766823,121.0063313",786.0,第二分局,
一般住宅,FNA01102,科園里,新竹市東區科園里研發二路3號,"24.7777411,121.001509",2424.0,第二分局,
公有建築物,FNA01103,科園里,新竹市東區科園里科技三路1-6號,"24.7825121,121.0040894",700.0,第二分局,
一般住宅,FNA01104,科園里,新竹市東區科園里工業東二路8號,"24.7777102,121.0060048",140.0,第二分局,
公有建築物,FNA01105,科園里,新竹市東區科園里新安路3號,"24.7807281,121.004139",218.0,第二分局,
一般住宅,FNA01106,科園里,新竹市東區科園里工業東二路4號,"24.7783594,121.0056052",178.0,第二分局,
一般住宅,FNA01107,科園里,新竹市東區科園里工業東二路6號,"24.778334,121.00495",516.0,第二分局,
一般住宅,FNA01108,科園里,新竹市東區科園里工業東二路3號,"24.7791039,121.0045258",744.0,第二分局,
一般住宅,FNA01109,科園里,新竹市東區科園里工業東三路2號,"24.7772601,121.0077336",189.0,第二分局,
公有建築物,FNA01110,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",582.0,第二分局,
一般住宅,FNA01111,科園里,新竹市東區科園里科園路152.154號,"24.7807887,121.0077058",26.0,第二分局,
一般住宅,FNA01112,科園里,新竹市東區科園里民享街197號,"24.7804189,121.0092793",29.0,第二分局,
公有建築物,FNA01113,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",1412.0,第二分局,
一般住宅,FNA01114,科園里,新竹市東區科園里民享街160號,"24.7805157,121.0092459",69.0,第二分局,
公有建築物,FNA01115,科園里,新竹市東區科園里工業東路9.11.15號,"24.7771188,121.0048287",341.0,第二分局,
一般住宅,FNA01116,科園里,新竹市東區科園里民享街197巷12號,"24.7804189,121.0092793",20.0,第二分局,
一般住宅,FNA01117,科園里,新竹市東區科園里科園路36-46號,"24.7807887,121.0077058",118.0,第二分局,
一般住宅,FNA01118,科園里,新竹市東區科園里民享街9號,"24.7854641,121.008715",20.0,第二分局,
一般住宅,FNA01119,科園里,新竹市東區科園里科園路106號,"24.7834043,121.0112357",24.0,第二分局,
一般住宅,FNA01120,科園里,新竹市東區科園里民享街197巷1號,"24.7804189,121.0092793",24.0,第二分局,
一般住宅,FNA01121,科園里,新竹市東區科園里科園路100號,"24.7834043,121.0112357",24.0,第二分局,
一般住宅,FNA01122,科園里,新竹市東區科園里民享街197巷15號,"24.7804189,121.0092793",24.0,第二分局,
一般住宅,FNA01123,科園里,新竹市東區科園里科園路9號,"24.7820058,121.0118819",28.0,第二分局,
一般住宅,FNA01124,科園里,新竹市東區科園里科園路156號,"24.7834043,121.0112357",116.0,第二分局,
公有建築物,FNA01125,科園里,新竹市東區科園里竹村五路15號,"24.7793022,121.008599",429.0,第二分局,
一般住宅,FNA01126,科園里,新竹市東區科園里工業東五路1號,"24.774505,121.007625",169.0,第二分局,
一般住宅,FNA01127,科園里,新竹市東區科園里民有一街52號,"24.7824954,121.0099851",45.0,第二分局,
公有建築物,FNA01128,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",612.0,第二分局,
一般住宅,FNA01129,科園里,新竹市東區科園里科園路94-96號,"24.7793724,121.0010537",53.0,第二分局,
一般住宅,FNA01130,科園里,新竹市東區科園里科園路44號,"24.7807887,121.0077058",24.0,第二分局,
公有建築物,FNA01131,科園里,新竹市東區科園里園區一路9-2號,"24.7793691,121.006931",156.0,第二分局,
一般住宅,FNA01132,科園里,新竹市東區科園里工業東五路6號,"24.7742396,121.0080718",778.0,第二分局,
