電腦編號,座落,緯度,經度,地下樓層數,可容納人數,轄管分局,placemark_address
TPA0407,宜蘭縣五結鄉成興村利寶路99號,24.6658633,121.828673,1.0,805.0,羅東分局,宜蘭縣五結鄉成興村利寶路99號
TPA0410,宜蘭縣五結鄉成興村利功二路87號,24.6578924,121.8355016,1.0,178.0,羅東分局,宜蘭縣五結鄉成興村利功二路87號
TPA0313,宜蘭縣冬山鄉中山村新寮路81號,24.6349671,121.7527338,0.0,45.0,羅東分局,宜蘭縣冬山鄉中山村新寮路81號
TPA0314,宜蘭縣冬山鄉順安村永興路一段231號,24.6553566,121.7698176,1.0,386.0,羅東分局,宜蘭縣冬山鄉順安村永興路一段231號
TPA0315,宜蘭縣冬山鄉群英村冬山路五段359號,24.6680818,121.7675265,1.0,332.0,羅東分局,宜蘭縣冬山鄉群英村冬山路五段359號
TPA0316,宜蘭縣冬山鄉群英村冬山路五段353號,24.6679753,121.7677987,1.0,321.0,羅東分局,宜蘭縣冬山鄉群英村冬山路五段353號
TPA0319,宜蘭縣冬山鄉廣興村廣興路117號,24.6702943,121.7509864,1.0,132.0,羅東分局,宜蘭縣冬山鄉廣興村廣興路117號
TPA0321,宜蘭縣冬山鄉廣興村廣興路680巷190號,24.6637794,121.7313212,1.0,186.0,羅東分局,宜蘭縣冬山鄉廣興村廣興路680巷190號
TPA0322,宜蘭縣冬山鄉廣興村廣興路51-4號,24.6709931,121.7527585,0.0,193.0,羅東分局,宜蘭縣冬山鄉廣興村廣興路51-4號
TPA0348,宜蘭縣冬山鄉廣興村廣安路97巷1弄2號,24.6714857,121.7479927,1.0,634.0,羅東分局,宜蘭縣冬山鄉廣興村廣安路97巷1弄2號
TPA0401,宜蘭縣冬山鄉柯林村光華一路318巷6號,24.681557,121.730163,1.0,782.0,羅東分局,宜蘭縣冬山鄉柯林村光華一路318巷6號
TPA0402,宜蘭縣冬山鄉廣興村冬山鄉廣興路117號,24.6702943,121.7509864,1.0,1382.0,羅東分局,宜蘭縣冬山鄉廣興村冬山鄉廣興路117號
TPA0281,宜蘭縣冬山鄉南興村冬山路186號,24.6349399,121.7898687,1.0,457.0,羅東分局,宜蘭縣冬山鄉南興村冬山路186號
TPA0282,宜蘭縣冬山鄉安平村照安二路201巷13號,24.6166771,121.795772,1.0,89.0,羅東分局,宜蘭縣冬山鄉安平村照安二路201巷13號
TPA0283,宜蘭縣冬山鄉南興村南興路16號,24.6352768,121.792161,1.0,81.0,羅東分局,宜蘭縣冬山鄉南興村南興路16號
TPA0284,宜蘭縣冬山鄉大興村自強路16號,24.6325671,121.819051,1.0,120.0,羅東分局,宜蘭縣冬山鄉大興村自強路16號
TPA0286,宜蘭縣冬山鄉大興村龍祥八路2號,24.634042,121.8169429,1.0,698.0,羅東分局,宜蘭縣冬山鄉大興村龍祥八路2號
TPA0289,宜蘭縣冬山鄉大興村龍祥十路2號,24.6262357,121.8133492,1.0,678.0,羅東分局,宜蘭縣冬山鄉大興村龍祥十路2號
TPA0292,宜蘭縣冬山鄉大興村龍祥十路2號,24.6262357,121.8133492,1.0,670.0,羅東分局,宜蘭縣冬山鄉大興村龍祥十路2號
TPA0293,宜蘭縣冬山鄉東城村東福路236號,24.6221524,121.8087767,1.0,100.0,羅東分局,宜蘭縣冬山鄉東城村東福路236號
TPA0294,宜蘭縣冬山鄉香和村香中路1號,24.6311951,121.797754,0.0,1165.0,羅東分局,宜蘭縣冬山鄉香和村香中路1號
TPA0300,宜蘭縣冬山鄉大興村龍祥十路2號,24.6262357,121.8133492,1.0,1462.0,羅東分局,宜蘭縣冬山鄉大興村龍祥十路2號
TPA0302,宜蘭縣冬山鄉大興村自強路41號,24.632302,121.8190225,1.0,302.0,羅東分局,宜蘭縣冬山鄉大興村自強路41號
TPA0304,宜蘭縣冬山鄉大興村自強路31號,24.6323823,121.8219256,1.0,252.0,羅東分局,宜蘭縣冬山鄉大興村自強路31號
TPA0306,宜蘭縣冬山鄉東城村東福路201號,24.6217571,121.8084077,1.0,150.0,羅東分局,宜蘭縣冬山鄉東城村東福路201號
TPA0308,宜蘭縣冬山鄉南興村照安路26號,24.6318151,121.7912871,1.0,302.0,羅東分局,宜蘭縣冬山鄉南興村照安路26號
TPA0311,宜蘭縣冬山鄉珍珠村幸福二路188號,24.654666,121.785352,1.0,1624.0,羅東分局,宜蘭縣冬山鄉珍珠村幸福二路188號
TPA0356,宜蘭縣冬山鄉大興村龍祥十路2號,24.6262357,121.8133492,1.0,291.0,羅東分局,宜蘭縣冬山鄉大興村龍祥十路2號
TMH0001,宜蘭縣員山鄉逸仙村12鄰大安路121號,24.7416778,121.6977043,1.0,113.0,宜蘭分局,宜蘭縣員山鄉逸仙村12鄰大安路121號
TOA0076,宜蘭縣壯圍鄉大福村壯濱路6段235巷11號,24.8016921,121.8168567,2.0,1397.0,礁溪分局,宜蘭縣壯圍鄉大福村壯濱路6段235巷11號
TOA0077,宜蘭縣壯圍鄉大福村壯濱路六段278號,24.8026961,121.817,1.0,816.0,礁溪分局,宜蘭縣壯圍鄉大福村壯濱路六段278號
TQA0087,宜蘭縣南澳鄉澳花村和平路38-1號,24.3326999,121.7450235,1.0,298.0,蘇澳分局,宜蘭縣南澳鄉澳花村和平路38-1號
TOA0117,宜蘭縣頭城鎮金面里青雲路二段629巷10號,24.84776,121.8125414,1.0,4420.0,礁溪分局,宜蘭縣頭城鎮金面里青雲路二段629巷10號
TNA0007,宜蘭縣大同鄉太平村泰雅路四段6號,24.5800534,121.4923843,1.0,194.0,三星分局,宜蘭縣大同鄉太平村泰雅路四段6號
