"建築物名稱the names of the buildings","電腦編號 serial number",村里別village,"地址 address","緯經度 latitude and longitude","地下樓層數number of basement levels",可容納人數capacity,轄管分局jurisdiction,"備駐 notes"
知性人生大樓-,QMA02307,中正里,屏東縣屏東市中正里05鄰民富街6巷36號,"22.686278509255445, 120.49919300045882",1,212.0,屏東分局,
—,QMA02025,仁愛里,屏東縣屏東市仁愛里17鄰自由路438號,"22.68292326018827, 120.4927178529001",1,55.0,屏東分局,
中華大樓,QMA02147,仁愛里,屏東縣屏東市仁愛里03鄰中華路351號,"22.683473900225767, 120.49396114616607",1,782.0,屏東分局,
—,QMA02014,仁愛里,屏東縣屏東市仁愛里01鄰仁愛路141號,"22.68272336347565, 120.49714592591229",1,88.0,屏東分局,
—,QMA02023,仁愛里,屏東縣屏東市仁愛里01鄰廣東路579號,"22.684056356002205, 120.49780656824159",1,136.0,屏東分局,
上海銀行/屏東分行,QMA02055,仁愛里,屏東縣屏東市仁愛里11鄰中正路468號,"22.684657336622767, 120.49433542808218",1,395.0,屏東分局,
—,QMA02018,仁愛里,屏東縣屏東市仁愛里05鄰公安街70號,"22.684563252803315, 120.49611106824145",1,43.0,屏東分局,
—,QMA02019,仁愛里,屏東縣屏東市仁愛里05鄰公安街74號,"22.68454596279689, 120.49625449707689",1,43.0,屏東分局,
—,QMA02024,仁愛里,屏東縣屏東市仁愛里01鄰公義街20號,"22.6830727599183, 120.49678215474773",1,116.0,屏東分局,
—,QMA02020,仁愛里,屏東縣屏東市仁愛里05鄰長春街121號,"22.683756957634106, 120.4961605105709",1,31.0,屏東分局,
基督教會,QMA00001,北勢里,屏東縣屏東市北勢里01鄰忠孝路190號,"22.687483460895027, 120.48941080555325",1,42.0,屏東分局,
信義國小/中棟,QMA02131,北勢里,屏東縣屏東市北勢里11鄰信義路262號,"22.685100945343322, 120.49161909163624",1,1166.0,屏東分局,共有2處、總計可容納人數3529人
信義國小/南棟,QMA02132,北勢里,屏東縣屏東市北勢里11鄰信義路262號,"22.684855330254194, 120.49171565115593",1,2363.0,屏東分局,共有2處、總計可容納人數3529人
國瓏萬通商業大樓,QMA02056,北勢里,屏東縣屏東市北勢里18鄰自由路450號,"22.68306763838154, 120.49187450026926",1.2,1072.0,屏東分局,
—,QMA02367,北勢里,屏東縣屏東市北勢里18鄰自由路456號,"22.683413457255995, 120.49167455474773",1,42.0,屏東分局,
—,QMA02371,北勢里,屏東縣屏東市北勢里25鄰中正路379號,"22.686084150831878, 120.49495281057082",1,119.0,屏東分局,
大林中正藥局,QMA02370,北勢里,屏東縣屏東市北勢里25鄰中正路379號之1,"22.68598855586318, 120.49490653940623",1,100.0,屏東分局,
—,QMA02368,北勢里,屏東縣屏東市北勢里25鄰中正路383號,"22.68610516298986, 120.49507512406477",1,52.0,屏東分局,
—,QMA02366,北勢里,屏東縣屏東市北勢里23鄰廣東路711號,"22.686777450695047, 120.49452241057094",1,77.0,屏東分局,
富裕建設大樓,QMA02163,北勢里,屏東縣屏東市北勢里23鄰公裕街80巷1號,"22.687461699367002, 120.49078868083255",1,700.0,屏東分局,
—,QMA02369,北勢里,屏東縣屏東市北勢里22鄰公正一街71號,"22.68665155094048, 120.49041366639419",1,62.0,屏東分局,
萬吉閱山大樓,QMA02190,北勢里,屏東縣屏東市北勢里3鄰公正四街72號,"22.684615649982497, 120.48997714635753",1.2,3691.0,屏東分局,
—,QMA02372,北勢里,屏東縣屏東市北勢里22鄰公德一街1號,"22.685893447617303, 120.49404068358307",1,181.0,屏東分局,
—,QMA02220,斯文里,屏東縣屏東市斯文里19鄰協和路1號,"22.680685865884282, 120.49109752591221",1,36.0,屏東分局,
—,QMA02216,斯文里,屏東縣屏東市斯文里20鄰協和路14號,"22.68090186383831, 120.49083443755868",1,41.0,屏東分局,
—,QMA02217,斯文里,屏東縣屏東市斯文里20鄰協和路16號,"22.68097116032733, 120.49088116824153",1,41.0,屏東分局,
—,QMA00001,斯文里,屏東縣屏東市斯文里24鄰協和路26號,"22.681002767915864, 120.49045849522943",1,44.0,屏東分局,
—,QMA00002,斯文里,屏東縣屏東市斯文里24鄰協和路34號,"22.681068964391862, 120.4903098394062",1,22.0,屏東分局,
—,QMA00003,斯文里,屏東縣屏東市斯文里21鄰協和路40號,"22.681043867856392, 120.48983198173546",1,23.0,屏東分局,
屏東親家大樓,QMA02164,斯文里,屏東縣屏東市斯文里21鄰協和東路42號,"22.68008592857419, 120.49304110577995",1,1153.0,屏東分局,
—,QMA00005,斯文里,屏東縣屏東市斯文里22鄰自由路501號,"22.68333296454942, 120.49039032591233",1,41.0,屏東分局,
—,QMA00004,斯文里,屏東縣屏東市斯文里22鄰自由路509號,"22.68344255515082, 120.49023672591233",1,51.0,屏東分局,
—,QMA00006,斯文里,屏東縣屏東市斯文里22鄰自由路511號,"22.683477259187775, 120.49018664125381",1,17.0,屏東分局,
—,QMA00023,斯文里,屏東縣屏東市斯文里15鄰信義路201-8號,"22.681480759425277, 120.48945548767736",1,38.0,屏東分局,
—,QMA00007,斯文里,屏東縣屏東市斯文里27鄰信義路225號,"22.681533661809393, 120.48981553940622",1,22.0,屏東分局,
—,QMA00008,斯文里,屏東縣屏東市斯文里27鄰信義路227號,"22.681551563555285, 120.48984109707696",1,37.0,屏東分局,
—,QMA02614,斯文里,屏東縣屏東市斯文里16鄰忠孝路138之5號,"22.681811762195284, 120.48926818358298",1,75.0,屏東分局,
—,QMA02609,斯文里,屏東縣屏東市斯文里16鄰忠孝路142號,"22.681812668571652, 120.48925762591219",1,38.0,屏東分局,
—,QMA02227,斯文里,屏東縣屏東市斯文里19鄰中正路193號,"22.680122066033203, 120.4910781547476",1,20.0,屏東分局,
—,QMA02229,斯文里,屏東縣屏東市斯文里20鄰中正路203號,"22.680962962034805, 120.49130305474768",1,21.0,屏東分局,
—,QMA02230,斯文里,屏東縣屏東市斯文里20鄰中正路205號,"22.68103356445322, 120.49136886824154",1,28.0,屏東分局,
—,QMA02225,斯文里,屏東縣屏東市斯文里17鄰天津街22號,"22.680333164865115, 120.49053479707695",1,18.0,屏東分局,
—,QMA02214,斯文里,屏東縣屏東市斯文里17鄰天津街23巷6號,"22.680336464859206, 120.49013918358307",1,18.0,屏東分局,
—,QMA02213,斯文里,屏東縣屏東市斯文里17鄰天津街23巷8號,"22.6803058681195, 120.4900947259122",1,18.0,屏東分局,
迦南教會,QMA02219,斯文里,屏東縣屏東市斯文里20鄰天津街50號,"22.680931482674254, 120.49086977966262",1,137.0,屏東分局,
—,QMA02207,斯文里,屏東縣屏東市斯文里14鄰天津街75號,"22.681922157422196, 120.4907941529001",1,38.0,屏東分局,
—,QMA02208,斯文里,屏東縣屏東市斯文里14鄰天津街77號,"22.681946261034458, 120.49092998358296",1,38.0,屏東分局,
—,QMA02215,斯文里,屏東縣屏東市斯文里16鄰瀋陽街36號,"22.68003836461727, 120.4916436240648",1,116.0,屏東分局,
—,QMA02237,斯文里,屏東縣屏東市斯文里11鄰公勤2街100號之1,"22.681921457423687, 120.49211249707692",1,25.0,屏東分局,
—,QMA02238,斯文里,屏東縣屏東市斯文里11鄰公勤2街100號之2,"22.681871962086607, 120.49203739522942",1,25.0,屏東分局,
—,QMA02231,斯文里,屏東縣屏東市斯文里11鄰公勤2街100號之3,"22.681852163946765, 120.49203739522942",1,55.0,屏東分局,
—,QMA02240,溝美里,屏東縣屏東市溝美里26鄰廣東路421號,"22.68194475828812, 120.50027362591226",1,42.0,屏東分局,
—,QMA02242,溝美里,屏東縣屏東市溝美里11鄰大連路62之17號,"22.680727464983864, 120.49961233940627",1,42.0,屏東分局,
—,QMA02241,溝美里,屏東縣屏東市溝美里11鄰大連路62之18號,"22.680668070059948, 120.49960161057095",1,42.0,屏東分局,
—,QMA02243,溝美里,屏東縣屏東市溝美里11鄰大連路62之26號,"22.680727464983878, 120.49958015290021",1,42.0,屏東分局,
明正國中/明德樓,QMA02128,溝美里,屏東縣屏東市溝美里5鄰大連路70號,"22.68053409921527, 120.49767984544644",1,1197.0,屏東分局,共有4處、總計可容納人數3902人
明正國中/特教大樓,QMA02129,溝美里,屏東縣屏東市溝美里5鄰大連路70號,"22.67994261760507, 120.4982715871699",1,504.0,屏東分局,共有4處、總計可容納人數3902人
明正國中/朝陽樓,QMA02130,溝美里,屏東縣屏東市溝美里5鄰大連路70號,"22.680555328826156, 120.49685923346397",1,1495.0,屏東分局,共有4處、總計可容納人數3902人
明正國中/力行樓,QMA02130,溝美里,屏東縣屏東市溝美里5鄰大連路70號,"22.68133988662669, 120.49698334511515",1,706.0,屏東分局,共有4處、總計可容納人數3902人
—,QMA02279,溝美里,屏東縣屏東市溝美里17鄰大連路78號,"22.678878170984817, 120.49660805474765",1,76.0,屏東分局,
—,QMA02060,溝美里,屏東縣屏東市溝美里10鄰自由路354號,"22.681027768735603, 120.49570132591228",1,55.0,屏東分局,
—,QMA02057,溝美里,屏東縣屏東市溝美里10鄰自由路362號之2,"22.681501856569135, 120.4952514259122",1,42.0,屏東分局,
—,QMA02272,溝美里,屏東縣屏東市溝美里20鄰自由路369號,"22.68026066818805, 120.49614449707694",1,45.0,屏東分局,
—,QMA02274,溝美里,屏東縣屏東市溝美里20鄰自由路371號之2,"22.680331565670006, 120.49623027008909",1,45.0,屏東分局,
—,QMA02271,溝美里,屏東縣屏東市溝美里20鄰自由路375號之1,"22.680482565408273, 120.4958995259124",1,45.0,屏東分局,
—,QMA02269,溝美里,屏東縣屏東市溝美里20鄰自由路377號,"22.680641756919908, 120.49567040872334",1,100.0,屏東分局,
—,QMA02593,溝美里,屏東縣屏東市溝美里22鄰自由路387號,"22.681355062144682, 120.49460229707694",1,51.0,屏東分局,
—,QMA02592,溝美里,屏東縣屏東市溝美里22鄰自由路389號,"22.681444655824496, 120.49454833940625",1,51.0,屏東分局,
—,QMA02591,溝美里,屏東縣屏東市溝美里22鄰自由路391號,"22.681352964776053, 120.49456825474763",1,51.0,屏東分局,
—,QMA02590,溝美里,屏東縣屏東市溝美里22鄰自由路393號,"22.681349267415232, 120.49450692591229",1,51.0,屏東分局,
—,QMA02263,溝美里,屏東縣屏東市溝美里24鄰仁愛路124號,"22.678994572235595, 120.49503528173538",1,131.0,屏東分局,
—,QMA02258,溝美里,屏東縣屏東市溝美里24鄰仁愛路132號,"22.67907177070523, 120.49515701241829",1,131.0,屏東分局,
—,QMA02260,溝美里,屏東縣屏東市溝美里25鄰仁愛路134號,"22.679363165885, 120.49534445474761",1,61.0,屏東分局,
—,QMA02261,溝美里,屏東縣屏東市溝美里25鄰仁愛路136號,"22.679359667354696, 120.49537141241831",1,61.0,屏東分局,
—,QMA02262,溝美里,屏東縣屏東市溝美里25鄰仁愛路138號,"22.679311965981185, 120.49511192406466",1,61.0,屏東分局,
—,QMA02259,溝美里,屏東縣屏東市溝美里25鄰仁愛路140號,"22.679294971113617, 120.4951609970769",1,62.0,屏東分局,
—,QMA02267,溝美里,屏東縣屏東市溝美里25鄰仁愛路142號,"22.679387970248438, 120.49538553940626",1,61.0,屏東分局,
—,QMA02266,溝美里,屏東縣屏東市溝美里25鄰仁愛路144號,"22.679448867939207, 120.49546714125373",1,61.0,屏東分局,
—,QMA02265,溝美里,屏東縣屏東市溝美里25鄰仁愛路146號,"22.679452367193967, 120.49543215474753",1,61.0,屏東分局,
—,QMA02264,溝美里,屏東縣屏東市溝美里25鄰仁愛路148號,"22.679531065569797, 120.49517818173547",1,62.0,屏東分局,
—,QMA02281,溝美里,屏東縣屏東市溝美里25鄰仁愛路172號,"22.680289564943863, 120.4956435124183",1,72.0,屏東分局,
—,QMA02280,溝美里,屏東縣屏東市溝美里25鄰仁愛路174號,"22.680375763179832, 120.49558021057085",1,40.0,屏東分局,
家樂福/屏東仁愛店,QMA02127,溝美里,屏東縣屏東市溝美里10鄰仁愛路188號,"22.68244659482996, 120.49751490202053",1.2,4592.0,屏東分局,
—,QMA02047,溝美里,屏東縣屏東市溝美里19鄰公勤街109號,"22.683250361623916, 120.49628118358308",1,40.0,屏東分局,
—,QMA02597,溝美里,屏東縣屏東市溝美里01鄰長春街20號,"22.67969927208089, 120.49370818358301",1,51.0,屏東分局,
—,QMA01091,大連里,屏東縣屏東市大連里16鄰瑞光路二段254號,"22.6793903680299, 120.50736799664114",1,122.0,屏東分局,
—,QMA01086,大連里,屏東縣屏東市大連里16鄰瑞光路二段258號,"22.67943486869475, 120.50730899664121",1,40.0,屏東分局,
—,QMA01087,大連里,屏東縣屏東市大連里16鄰瑞光路二段286號,"22.680009063111964, 120.50688864082142",1,40.0,屏東分局,
—,QMA01084,大連里,屏東縣屏東市大連里16鄰瑞光路二段328號,"22.680736861640238, 120.50619016780509",1,88.0,屏東分局,
—,QMA01083,大連里,屏東縣屏東市大連里16鄰瑞光路二段330號,"22.680710665836752, 120.50616699664117",1,88.0,屏東分局,
—,QMA01085,大連里,屏東縣屏東市大連里16鄰瑞光路二段332號,"22.680711968329593, 120.50616245431333",1,88.0,屏東分局,
統一超商/元盛門市,QMA02168,大連里,屏東縣屏東市大連里16鄰瑞光路二段456號,"22.68295802381605, 120.50518041059202",1,523.0,屏東分局,
—,QMA01093,大連里,屏東縣屏東市大連里23鄰興豐路7號,"22.67975906210248, 120.50778516780504",1,70.0,屏東分局,
大地名廈,QMA02069,大連里,屏東縣屏東市大連里23鄰興豐路20號,"22.679475823999276, 120.50815094988229",1,100.0,屏東分局,
都會名流大樓,QMA02072,大連里,屏東縣屏東市大連里24鄰興豐路137巷2號,"22.6821524397262, 120.5084836394135",1,311.0,屏東分局,
宏梓建設名廈,QMA01401,大連里,屏東縣屏東市大連里24鄰興豐路44號,"22.6800757629771, 120.5085376812969",1,201.0,屏東分局,
瑞光國小/教學樓,QMA02007,大連里,屏東縣屏東市大連里24鄰興豐路86號,"22.68074868845936, 120.50914598300011",1,2390.0,屏東分局,
—,QMA01089,大連里,屏東縣屏東市大連里14鄰興豐路115巷15號,"22.681886062969134, 120.50826436780521",1,80.0,屏東分局,
—,QMA01088,大連里,屏東縣屏東市大連里14鄰興豐路115巷17號,"22.68185576210952, 120.5083301408216",1,81.0,屏東分局,
箱根大第大樓,QMA02071,大連里,屏東縣屏東市大連里13鄰興豐路155號,"22.682624824540873, 120.50832205300352",1,482.0,屏東分局,
—,QMA01387,大連里,屏東縣屏東市大連里13鄰興豐路165號,"22.68307935990004, 120.50822183896919",1,96.0,屏東分局,
公園帝國大樓,QMA01400,大連里,屏東縣屏東市大連里03鄰大連路1巷30號,"22.6830426621805, 120.51051884932664",1,1098.0,屏東分局,
—,QMA01386,大連里,屏東縣屏東市大連里01鄰大連路7號之12,"22.68439786520377, 120.51005776780525",1,78.0,屏東分局,
—,QMA01385,大連里,屏東縣屏東市大連里01鄰大連路7號之15,"22.68440776409023, 120.51007922547741",1,78.0,屏東分局,
台電公司/屏東線務段,QMA01383,大連里,屏東縣屏東市大連里01鄰大連路9號,"22.68391826476307, 120.508670685945",1,55.0,屏東分局,
—,QMA01380,大連里,屏東縣屏東市大連里01鄰大連路15號之2,"22.683603171460803, 120.50741381013317",1,44.0,屏東分局,
—,QMA01381,大連里,屏東縣屏東市大連里01鄰大連路15號之21,"22.68365266617284, 120.50742453896923",1,41.0,屏東分局,
—,QMA01382,大連里,屏東縣屏東市大連里01鄰大連路15號之22,"22.683613070404647, 120.50744599664138",1,41.0,屏東分局,
—,QMA01390,大連里,屏東縣屏東市大連里01鄰大連路15號之24,"22.68366256511311, 120.50742453896923",1,41.0,屏東分局,
—,QMA01391,大連里,屏東縣屏東市大連里01鄰大連路15號之25,"22.683632868290164, 120.50740308129714",1,41.0,屏東分局,
聚樂部華廈,QMA02112,大連里,屏東縣屏東市大連里01鄰大連路17號,"22.683180299911147, 120.50615202353077",1,733.0,屏東分局,
勝利之家/財團法人,QMA01384,大連里,屏東縣屏東市大連里01鄰大連路19號,"22.682996647153416, 120.50563080061215",1,323.0,屏東分局,
—,QMA01405,大連里,屏東縣屏東市大連里30鄰德豐街10號,"22.677296073850325, 120.5097667254771",1,163.0,屏東分局,
名人御園大樓,QMA01399,大連里,屏東縣屏東市大連里30鄰德豐街63號,"22.67793116976946, 120.50883510003206",1,465.0,屏東分局,
環泰建設名廈,QMA01398,大連里,屏東縣屏東市大連里25鄰德豐街94巷49號,"22.67905567072218, 120.50836058129693",1,387.0,屏東分局,
—,QMA01402,大連里,屏東縣屏東市大連里30鄰德豐街95號,"22.67855477483955, 120.50844179664124",1,42.0,屏東分局,
東方帝國大樓,QMA02074,大連里,屏東縣屏東市大連里30鄰德豐街113號,"22.678811076919505, 120.50804065823557",1,749.0,屏東分局,
—,QMA01090,大連里,屏東縣屏東市大連里22鄰德豐街136號,"22.67996216552869, 120.50754705246081",1,44.0,屏東分局,
頂好雙星大樓/AB棟,QMA02073,大連里,屏東縣屏東市大連里22鄰德豐街140巷2號,"22.679864815089132, 120.50758264898008",1,465.0,屏東分局,
頂好雙星大樓/DE棟,QMA02189,大連里,屏東縣屏東市大連里22鄰德豐街140巷3號,"22.67996209258791, 120.5075970035376",1,500.0,屏東分局,
—,QMA01095,大連里,屏東縣屏東市大連里19鄰德豐街198號,"22.681180667660545, 120.50633823896908",1,117.0,屏東分局,
豐連社區,QMA01404,大連里,屏東縣屏東市大連里30鄰豐連街27號,"22.677560158847612, 120.51003506507023",1,267.0,屏東分局,
豐連社區,QMA01403,大連里,屏東縣屏東市大連里23鄰豐連街29號,"22.67763589345585, 120.5100349163108",1,476.0,屏東分局,
夏威夷大廈,QMA02075,大連里,屏東縣屏東市大連里30鄰豐連街79號,"22.678140225615728, 120.5099878733788",1,688.0,屏東分局,
米羅大樓,QMA01207,豐年里,屏東縣屏東市豐年里09鄰建豐路2巷39號,"22.677914899301886, 120.50790999641099",1,498.0,屏東分局,
香椰園道大樓,QMA02102,豐年里,屏東縣屏東市豐年里09鄰建豐路2巷48號,"22.678260637071784, 120.50760729163315",1,984.0,屏東分局,
法鼓山/屏東分會,QMA01071,豐年里,屏東縣屏東市豐年里09鄰建豐路2巷69號,"22.679033862202758, 120.5068811724033",1,140.0,屏東分局,
屏基醫院/瑞光院區,QMA01073,豐年里,屏東縣屏東市豐年里30鄰建豐路2巷113號,"22.680961281675632, 120.50528362889068",1,355.0,屏東分局,
—,QMA01208,豐年里,屏東縣屏東市豐年里01鄰建豐路30號,"22.67622447227669, 120.50850291198532",1,72.0,屏東分局,
學正幼兒園,QMA01209,豐年里,屏東縣屏東市豐年里01鄰建豐路84巷8號,"22.675748242240683, 120.50768894689367",1,85.0,屏東分局,
—,QMA01114,豐年里,屏東縣屏東市豐年里02鄰建豐路104號,"22.675841873445318, 120.50694611013293",1,32.0,屏東分局,
—,QMA01110,豐年里,屏東縣屏東市豐年里02鄰建豐路108號,"22.675845874877314, 120.50682326780509",1,51.0,屏東分局,
—,QMA01116,豐年里,屏東縣屏東市豐年里02鄰建豐路132號,"22.675948776679505, 120.50630439664108",1,22.0,屏東分局,
—,QMA01115,豐年里,屏東縣屏東市豐年里02鄰建豐路142號,"22.67614197292533, 120.50594082547713",1,43.0,屏東分局,
—,QMA01098,豐年里,屏東縣屏東市豐年里02鄰建豐路162號,"22.676282170647795, 120.50558482547719",1,58.0,屏東分局,
—,QMA01099,豐年里,屏東縣屏東市豐年里02鄰建豐路178號,"22.676413070383056, 120.50525029664105",1,202.0,屏東分局,
屏東縣身心障礙福利中心,QMA01117,豐年里,屏東縣屏東市豐年里05鄰建豐路180巷35號,"22.677731315001903, 120.50539898965371",1,1121.0,屏東分局,
忠孝國小/南棟,QMA01096,豐年里,屏東縣屏東市豐年里06鄰建豐路204號,"22.67686732644995, 120.50362695025261",1,1003.0,屏東分局,共有3處、總計可容納人數2324人
忠孝國小/北棟,QMA01097,豐年里,屏東縣屏東市豐年里06鄰建豐路204號,"22.677102332864965, 120.50401214472862",1,1106.0,屏東分局,共有3處、總計可容納人數2324人
忠孝國小/輔導中心,QMA01097,豐年里,屏東縣屏東市豐年里06鄰建豐路204號,"22.67733029557246, 120.50414013165052",1,215.0,屏東分局,共有3處、總計可容納人數2324人
—,QMA01111,豐年里,屏東縣屏東市豐年里06鄰建豐路252號,"22.677029974215408, 120.50247341198536",1,41.0,屏東分局,
—,QMA01102,豐年里,屏東縣屏東市豐年里04鄰廣東路280號,"22.67758917223355, 120.50107969664118",1,83.0,屏東分局,
—,QMA01103,豐年里,屏東縣屏東市豐年里04鄰廣東路282號,"22.67763907215783, 120.50110899664108",1,27.0,屏東分局,
綠第極景大樓,QMA02169,豐年里,屏東縣屏東市豐年里31鄰豐年街117巷19號,"22.677599895953843, 120.50600687092415",1,525.0,屏東分局,
—,QMA01074,豐年里,屏東縣屏東市豐年里31鄰豐年街164號,"22.67997997564891, 120.50571445431329",1,35.0,屏東分局,
—,QMA01082,豐年里,屏東縣屏東市豐年里31鄰豐年街193號,"22.68026267218552, 120.50525638314942",1,28.0,屏東分局,
—,QMA01076,豐年里,屏東縣屏東市豐年里31鄰豐年街196號,"22.680595070148435, 120.50528009664116",1,28.0,屏東分局,
—,QMA01078,豐年里,屏東縣屏東市豐年里31鄰豐年街200號,"22.68065726509919, 120.50518826780508",1,28.0,屏東分局,
—,QMA01077,豐年里,屏東縣屏東市豐年里31鄰豐年街202號,"22.68073036497243, 120.5050533947888",1,28.0,屏東分局,
—,QMA01079,豐年里,屏東縣屏東市豐年里31鄰豐年街204號,"22.6806616700619, 120.50509328129705",1,28.0,屏東分局,
—,QMA01080,豐年里,屏東縣屏東市豐年里31鄰豐年街206號,"22.68071956831863, 120.50514051198546",1,28.0,屏東分局,
—,QMA01081,豐年里,屏東縣屏東市豐年里31鄰豐年街208號,"22.680820972384087, 120.50497926780518",1,28.0,屏東分局,
康橋DC大廈,QMA01070,豐年里,屏東縣屏東市豐年里31鄰豐年街220號,"22.68079890552384, 120.50480092303668",1,513.0,屏東分局,
國寶天廈大樓,QMA02192,豐年里,屏東縣屏東市豐年里15鄰豐華街1號,"22.678937231842294, 120.50625374389",1,1065.0,屏東分局,
屏東首席大樓,QMA02193,豐年里,屏東縣屏東市豐年里15鄰豐華街17號,"22.678728862319463, 120.50563289396109",1,575.0,屏東分局,
—,QMA01072,豐年里,屏東縣屏東市豐年里17鄰豐華街27號,"22.67788157304685, 120.50213859611621",1,55.0,屏東分局,
黑糖名廈,QMA02194,豐年里,屏東縣屏東市豐年里22鄰豐華街87號,"22.678309413228433, 120.50382041623887",1,267.0,屏東分局,
芳鄰大廈,QMA02197,豐年里,屏東縣屏東市豐年里22鄰豐華街101號,"22.678567988824167, 120.50364913545324",1,173.0,屏東分局,
翠庭華廈,QMA02198,豐年里,屏東縣屏東市豐年里22鄰豐華街113號,"22.678820008165683, 120.50349368250502",1,162.0,屏東分局,
—,QMA01100,豐年里,屏東縣屏東市豐年里08鄰豐榮街11號,"22.67753847533382, 120.50148019664108",1,55.0,屏東分局,
屏東縣原住民文化會館,QMA02060,豐年里,屏東縣屏東市豐年里14鄰豐榮街50巷7號,"22.678245261229396, 120.50227316003506",1,1461.0,屏東分局,
—,QMA01290,豐年里,屏東縣屏東市豐年里36鄰豐榮街184號,"22.6810063773414, 120.50507284400145",1,157.0,屏東分局,
民和國小,QMA02002,橋北里,屏東縣屏東市橋北里01鄰自立路213號,"22.670654941806404, 120.49573204798074",1,1973.0,屏東分局,
—,QMA00970,橋北里,屏東縣屏東市橋北里01鄰林森路21號之12,"22.671203982504295, 120.49916689426371",1,23.0,屏東分局,
—,QMA00971,橋北里,屏東縣屏東市橋北里01鄰林森路25號之12,"22.671113582757616, 120.49812667468969",1,66.0,屏東分局,
—,QMA00967,橋北里,屏東縣屏東市橋北里10鄰林森路27號之6,"22.671794481970963, 120.49622158314908",1,24.0,屏東分局,
—,QMA00973,橋北里,屏東縣屏東市橋北里07鄰廣東路27號之2,"22.669522284374267, 120.49823239664083",1,65.0,屏東分局,
—,QMA00972,橋北里,屏東縣屏東市橋北里07鄰廣東路27號之3,"22.66939358482459, 120.49869373659139",1,50.0,屏東分局,
—,QMA00965,橋北里,屏東縣屏東市橋北里08鄰廣東路45號之2,"22.67069498236421, 120.49870106965729",1,75.0,屏東分局,
—,QMA00969,橋北里,屏東縣屏東市橋北里01鄰民和二路46號,"22.671182783123914, 120.49641979664099",1,31.0,屏東分局,
汎威建設大樓,QMA01405,橋北里,"屏東縣屏東市橋北里01鄰民和二路48之1 號","22.67109292579897, 120.49625436626744",1,285.0,屏東分局,
逸仙居大樓,QMA02000,長春里,屏東縣屏東市長春里03鄰民生路12號,"22.66586595316143, 120.50153227482502",1,604.0,屏東分局,
翠堤春大樓,QMA00839,長春里,屏東縣屏東市長春里1鄰民生路12巷20號,"22.666519954247867, 120.50177638828485",1,1555.0,屏東分局,
—,QMA00799,長春里,屏東縣屏東市長春里03鄰民生路28號之2,"22.669356184787848, 120.49742962680453",1,61.0,屏東分局,
民和派出所,QMA00803,長春里,屏東縣屏東市長春里03鄰民生路40號,"22.66763495507707, 120.49806137683001",1,53.0,屏東分局,
—,QMA00796,長春里,屏東縣屏東市長春里01鄰民生路110號,"22.669885284122948, 120.49800653896882",1,51.0,屏東分局,
—,QMA00800,長春里,屏東縣屏東市長春里01鄰民生路116號,"22.670160083712833, 120.49810382732942",1,32.0,屏東分局,
屏師附小/至誠樓,QMA00807,長春里,屏東縣屏東市長春里05鄰廣東路20號,"22.669149315813335, 120.49904756393538",1,1244.0,屏東分局,共有3處、總計可容納人數2088人
屏師附小/活動中心,QMA00814,長春里,屏東縣屏東市長春里05鄰廣東路20號,"22.669334683047403, 120.49916599922416",1,560.0,屏東分局,共有3處、總計可容納人數2088人
屏師附小/圖書館,QMA00815,長春里,屏東縣屏東市長春里05鄰廣東路20號,"22.668881547319295, 120.49937853249375",1,284.0,屏東分局,共有3處、總計可容納人數2088人
—,QMA00812,長春里,屏東縣屏東市長春里11鄰廣東路40號,"22.670456783805527, 120.498820496641",1,44.0,屏東分局,
—,QMA00802,長春里,屏東縣屏東市長春里11鄰廣東路42號,"22.670598783038965, 120.4988028236246",1,55.0,屏東分局,
屏東大學/屏師校區/科學樓,QMA00817,長春里,屏東縣屏東市長春里15鄰林森路1號,"22.66779898678122, 120.50273706780482",1,314.0,屏東分局,共有5處、總計可容納人數2344人
屏東大學/屏師校區/理學大樓,QMA00818,長春里,屏東縣屏東市長春里15鄰林森路1號,"22.66779898678122, 120.50273706780482",1,1154.0,屏東分局,共有5處、總計可容納人數2344人
屏東大學/屏師校區/音樂館,QMA00819,長春里,屏東縣屏東市長春里15鄰林森路1號,"22.66779898678122, 120.50273706780482",1,360.0,屏東分局,共有5處、總計可容納人數2344人
屏東大學/屏師校區/至善樓,QMA00820,長春里,屏東縣屏東市長春里15鄰林森路1號,"22.66779898678122, 120.50273706780482",1,218.0,屏東分局,共有5處、總計可容納人數2344人
屏東大學/屏師校區/游泳池暨體適能館,QMA00821,長春里,屏東縣屏東市長春里15鄰林森路1號,"22.66779898678122, 120.50273706780482",1,298.0,屏東分局,共有5處、總計可容納人數2344人
師範清境大廈,QMA00840,長春里,屏東縣屏東市長春里15鄰林森路1巷121號,"22.668443483254336, 120.5046425776643",1,387.0,屏東分局,
民和基督教長老教會,QMA00837,長春里,屏東縣屏東市長春里07鄰民教路90號,"22.667540269021057, 120.50018877557434",1,185.0,屏東分局,
—,QMA00832,長春里,屏東縣屏東市長春里13鄰民教路109號之2,"22.670104883582386, 120.50077182732937",1,73.0,屏東分局,
長春華廈,QMA02001,長春里,屏東縣屏東市長春里15鄰民教路119號,"22.67028094255961, 120.5007264563139",1,563.0,屏東分局,
—,QMA00834,長春里,屏東縣屏東市長春里13鄰汕頭街4號,"22.67016288349446, 120.50032999664099",1,115.0,屏東分局,
