建築物名稱,村里別,地址,經緯度,地下樓層數,可容納人數,轄管分局,編號,備註,placemark_address
,公誠里,雲林縣斗六市公誠里上海路260巷1-3號,"23.71482, 120.54259",1.0,886.0,斗六分局,54.0,,雲林縣斗六市公誠里上海路260巷1-3號
,公誠里,雲林縣斗六市公誠里北平路216號,"23.71610, 120.54114",1.0,1423.0,斗六分局,55.0,,雲林縣斗六市公誠里北平路216號
,公誠里,雲林縣斗六市公誠里鎮北路105號,"23.7146, 120.54285",1.0,906.0,斗六分局,56.0,,雲林縣斗六市公誠里鎮北路105號
,公誠里,雲林縣斗六市公誠里西安街36號,"23.71424, 120.54181",1.0,470.0,斗六分局,57.0,,雲林縣斗六市公誠里西安街36號
,公誠里,雲林縣斗六市公誠里漢口路196號,"23.71272, 120.54066",1.0,318.0,斗六分局,58.0,,雲林縣斗六市公誠里漢口路196號
立勇實業股份有限公司,公誠里,"雲林縣斗六市西安街11號之 2","23.71350, 120.54213",1.0,475.0,斗六分局,59.0,本避難處所位於雲林縣斗六市公誠里11鄰西安街11號之2,"雲林縣斗六市西安街11號之 2"
公誠國小,公誠里,雲林縣斗六市公誠里北平路95號,"23.71508, 120.53881",1.0,1340.0,斗六分局,60.0,忠孝樓223人、育英樓479人、信義樓638人,雲林縣斗六市公誠里北平路95號
承龍幼稚園,公誠里,雲林縣斗六市公誠里北平路177號,"23.71661, 120.54121",1.0,353.0,斗六分局,61.0,,雲林縣斗六市公誠里北平路177號
雲林就業中心,公誠里,"雲林縣斗六市上海路222號之 1","23.71405, 120.54103",1.0,295.0,斗六分局,62.0,本避難處所位於雲林縣斗六市公誠里上海路222號之1,"雲林縣斗六市上海路222號之 1"
,太平里,雲林縣斗六市太平里城頂街90號,"23.70741, 120.54196",1.0,102.0,斗六分局,63.0,,雲林縣斗六市太平里城頂街90號
,太平里,雲林縣斗六市太平里城頂街47號,"23.70668, 120.54367",1.0,263.0,斗六分局,64.0,,雲林縣斗六市太平里城頂街47號
,太平里,雲林縣斗六市太平里成功路46-1號,"23.70754, 120.54355",1.0,150.0,斗六分局,65.0,,雲林縣斗六市太平里成功路46-1號
,太平里,雲林縣斗六市太平里城頂街57號,"23.70678, 120.54284",1.0,222.0,斗六分局,66.0,,雲林縣斗六市太平里城頂街57號
新興宮,四維里,雲林縣斗六市四維里中正路60號,"23.70876, 120.54389",1.0,222.0,斗六分局,67.0,,雲林縣斗六市四維里中正路60號
小北百貨,光興里,雲林縣斗六市光興里民生路98號,"23.71019, 120.53978",1.0,404.0,斗六分局,68.0,,雲林縣斗六市光興里民生路98號
,光興里,雲林縣斗六市光興里民生路121號,"23.7099, 120.53888",1.0,142.0,斗六分局,69.0,,雲林縣斗六市光興里民生路121號
,光興里,雲林縣斗六市光興里愛國街78-4號,"23.70984, 120.54025",1.0,1387.0,斗六分局,70.0,,雲林縣斗六市光興里愛國街78-4號
站前銀座帝國大樓,光興里,雲林縣斗六市光興里西平路80號,"23.7092, 120.5387",1.0,495.0,斗六分局,71.0,,雲林縣斗六市光興里西平路80號
,光興里,雲林縣斗六市光興里大同路46號,"23.7101, 120.54198",1.0,212.0,斗六分局,72.0,,雲林縣斗六市光興里大同路46號
,光興里,雲林縣斗六市光興里民生路119號,"23.70978, 120.53888",1.0,152.0,斗六分局,73.0,,雲林縣斗六市光興里民生路119號
,光興里,雲林縣斗六市光興里雲林路1段60號,"23.70913, 120.53993",1.0,156.0,斗六分局,74.0,,雲林縣斗六市光興里雲林路1段60號
,成功里,雲林縣斗六市成功里榮譽路91號之93,"23.705, 120.55376",1.0,347.0,斗六分局,75.0,,雲林縣斗六市成功里榮譽路91號之93
,成功里,雲林縣斗六市成功里五權街80號,"23.70612, 120.55358",1.0,269.0,斗六分局,76.0,,雲林縣斗六市成功里五權街80號
,成功里,雲林縣斗六市成功里20鄰民族街50號,"23.70555, 120.55191",1.0,360.0,斗六分局,77.0,,雲林縣斗六市成功里20鄰民族街50號
,成功里,雲林縣斗六市成功里成功路435巷127號,"23.70635, 120.55083",1.0,164.0,斗六分局,78.0,,雲林縣斗六市成功里成功路435巷127號
一暘建設股份有限公司,成功里,雲林縣斗六市成功里內環路495號,"23.70597, 120.54825",1.0,248.0,斗六分局,79.0,,雲林縣斗六市成功里內環路495號
,成功里,雲林縣斗六市成功里鎮東路338號,"23.70637, 120.55168",1.0,853.0,斗六分局,80.0,,雲林縣斗六市成功里鎮東路338號
頂霖建設,成功里,雲林縣斗六市成功里民族街22巷10號,"23.70308, 120.55107",1.0,267.0,斗六分局,81.0,,雲林縣斗六市成功里民族街22巷10號
,成功里,雲林縣斗六市成功里天祥街79號,"23.70599, 120.55158",1.0,382.0,斗六分局,82.0,,雲林縣斗六市成功里天祥街79號
,成功里,雲林縣斗六市成功里富強街37號,"23.70802, 120.55057",1.0,828.0,斗六分局,83.0,,雲林縣斗六市成功里富強街37號
中華大第,成功里,雲林縣斗六市成功里復國街16號之32,"23.70734, 120.55161",1.0,689.0,斗六分局,84.0,,雲林縣斗六市成功里復國街16號之32
慈德工業社,成功里,"雲林縣斗六市榮譽路30號之 1","23.70511, 120.55207",1.0,93.0,斗六分局,85.0,本避難處所位於雲林縣斗六市成功里榮譽路30號之1,"雲林縣斗六市榮譽路30號之 1"
瑞興工業社,成功里,雲林縣斗六市大學路一段540號,"23.70428, 120.55419",1.0,103.0,斗六分局,86.0,,雲林縣斗六市大學路一段540號
斗六國小,成功里,雲林縣斗六市成功里鎮東路225號,"23.70729, 120.55234",1.0,3597.0,斗六分局,87.0,A處2213人、B處1384人,雲林縣斗六市成功里鎮東路225號
,忠孝里,雲林縣斗六市忠孝里內環路661號,"23.71048, 120.54921",1.0,566.0,斗六分局,88.0,,雲林縣斗六市忠孝里內環路661號
,忠孝里,雲林縣斗六市忠孝里文化路138號,"23.71083, 120.54881",1.0,340.0,斗六分局,89.0,,雲林縣斗六市忠孝里文化路138號
,忠孝里,雲林縣斗六市忠孝里永安路72號,"23.70903, 120.54774",1.0,407.0,斗六分局,90.0,,雲林縣斗六市忠孝里永安路72號
,忠孝里,雲林縣斗六市忠孝里內環路630號,"23.70977, 120.54958",1.0,123.0,斗六分局,91.0,,雲林縣斗六市忠孝里內環路630號
,忠孝里,雲林縣斗六市忠孝里永康街1號,"23.7098, 120.54915",1.0,275.0,斗六分局,92.0,,雲林縣斗六市忠孝里永康街1號
,忠孝里,雲林縣斗六市忠孝里永安路46號,"23.70978, 120.54776",1.0,1102.0,斗六分局,93.0,,雲林縣斗六市忠孝里永安路46號
,忠孝里,雲林縣斗六市忠孝里大同路252號,"23.70939, 120.54886",1.0,149.0,斗六分局,94.0,,雲林縣斗六市忠孝里大同路252號
,忠孝里,雲林縣斗六市忠孝里大同路123號,"23.70969, 120.54596",1.0,95.0,斗六分局,95.0,,雲林縣斗六市忠孝里大同路123號
,忠孝里,雲林縣斗六市忠孝里中正路23號,"23.71004, 120.54464",1.0,106.0,斗六分局,96.0,,雲林縣斗六市忠孝里中正路23號
,林中村,雲林縣林內鄉林中村光復路2-3號,"23.75928, 120.61506",1.0,111.0,斗六分局,97.0,,雲林縣林內鄉林中村光復路2-3號
林內鄉公所,林中村,雲林縣林內鄉林中村中正路340號,"23.75641, 120.61277",1.0,106.0,斗六分局,98.0,,雲林縣林內鄉林中村中正路340號
合眾紙業公司,林中村,雲林縣林內鄉林中村瑞農路65號,"23.76694, 120.60456",1.0,98.0,斗六分局,99.0,,雲林縣林內鄉林中村瑞農路65號
淵明國中,林中村,雲林縣林內鄉林中村公園路3號,"23.75421, 120.61443",1.0,1508.0,斗六分局,100.0,,雲林縣林內鄉林中村公園路3號
,林頭里,雲林縣斗六市大學路1段599號,"23.70428, 120.55471",1.0,674.0,斗六分局,101.0,,雲林縣斗六市大學路1段599號
,林頭里,雲林縣斗六市林頭里福德街43號,"23.70511, 120.55633",1.0,611.0,斗六分局,102.0,,雲林縣斗六市林頭里福德街43號
,林頭里,雲林縣斗六市林頭里福德街46號,"23.7051, 120.5566",1.0,450.0,斗六分局,103.0,,雲林縣斗六市林頭里福德街46號
菸酒公賣局,林頭里,雲林縣斗六市林頭里南聖路45號,"23.70352, 120.55526",1.0,148.0,斗六分局,104.0,,雲林縣斗六市林頭里南聖路45號
麒園建設,林頭里,雲林縣斗六市林頭里五權街75號,"23.70628,120.55393",1.0,388.0,斗六分局,105.0,,雲林縣斗六市林頭里五權街75號
一般住宅,林頭里,雲林縣斗六市林頭里天祥街79號,"23.70678,120.55150",1.0,169.0,斗六分局,106.0,,雲林縣斗六市林頭里天祥街79號
南聖宮管理委員會,林頭里,雲林縣斗六市林頭里南聖路301號,"23.70088, 120.55836",1.0,193.0,斗六分局,107.0,左處31人、右處162人,雲林縣斗六市林頭里南聖路301號
榮民服務處,林頭里,雲林縣斗六市林頭里榮譽路160號,"23.70401, 120.5589",1.0,156.0,斗六分局,108.0,,雲林縣斗六市林頭里榮譽路160號
福爾摩沙大飯店,林頭里,雲林縣林頭里大學路2段23號,"23.702485, 120.553144",1.0,672.0,斗六分局,109.0,,雲林縣林頭里大學路2段23號
,社口里,雲林縣斗六市社口里南揚街64號,"23.69833, 120.53875",1.0,382.0,斗六分局,110.0,,雲林縣斗六市社口里南揚街64號
,社口里,雲林縣斗六市社口里鎮南路100巷42號,"23.70213, 120.53981",1.0,89.0,斗六分局,111.0,,雲林縣斗六市社口里鎮南路100巷42號
,社口里,雲林縣斗六市社口里中山路173號,"23.70521, 120.53957",1.0,108.0,斗六分局,112.0,,雲林縣斗六市社口里中山路173號
,社口里,雲林縣斗六市社口里六合街25號,"23.70381, 120.54153",1.0,438.0,斗六分局,113.0,,雲林縣斗六市社口里六合街25號
,社口里,雲林縣斗六市社口里鎮南路100巷45號,"23.70177, 120.53959",1.0,342.0,斗六分局,114.0,,雲林縣斗六市社口里鎮南路100巷45號
,社口里,雲林縣斗六市社口里大智街11號,"23.70105, 120.54054",1.0,2111.0,斗六分局,115.0,,雲林縣斗六市社口里大智街11號
,社口里,雲林縣斗六市社口里大智街82-1號,"23.70153, 120.5392",1.0,93.0,斗六分局,116.0,,雲林縣斗六市社口里大智街82-1號
,社口里,雲林縣斗六市社口里鎮南路100巷45號,"23.70177, 120.53959",1.0,1804.0,斗六分局,117.0,,雲林縣斗六市社口里鎮南路100巷45號
雲林縣消防局,社口里,雲林縣斗六市社口里府前街56號,"23.7052, 120.54137",1.0,212.0,斗六分局,118.0,,雲林縣斗六市社口里府前街56號
"V-MAX KTV",社口里,雲林縣斗六市社口里中山路145號,"23.70583, 120.53959",1.0,345.0,斗六分局,119.0,,雲林縣斗六市社口里中山路145號
鎮南國小,社口里,雲林縣斗六市社口里南揚街60號,"23.69837, 120.53936",1.0,7889.0,斗六分局,120.0,健身館2882人、力學樓1882人、敦品樓1150人、校本部1975人,雲林縣斗六市社口里南揚街60號
,正心里,雲林縣斗六市虎溪里正心路70巷7號,"23.71512, 120.53044",1.0,117.0,斗六分局,121.0,,雲林縣斗六市虎溪里正心路70巷7號
,正心里,雲林縣斗六市虎溪里正心路70巷10號,"23.71505, 120.53006",1.0,93.0,斗六分局,122.0,,雲林縣斗六市虎溪里正心路70巷10號
,正心里,雲林縣斗六市虎溪里正心路70巷5號,"23.71502, 120.53041",1.0,117.0,斗六分局,123.0,,雲林縣斗六市虎溪里正心路70巷5號
雲科工污水處理廠,虎溪里,雲林縣斗六市虎溪里科工六路6號,"23.72316, 120.50412",1.0,78.0,斗六分局,124.0,,雲林縣斗六市虎溪里科工六路6號
正心中學,正心里,雲林縣斗六市虎溪里正心路1號,"23.71504, 120.52828",1.0,2050.0,斗六分局,125.0,行政樓868人、教室1182人,雲林縣斗六市虎溪里正心路1號
裕源紡織廠,正心里,雲林縣斗六市虎溪里西平路426號,"23.71888, 120.52767",1.0,86.0,斗六分局,126.0,,雲林縣斗六市虎溪里西平路426號
上銀科技股份有限公司B棟,虎溪里,斗六市虎溪里雲科路三段128號,"23.72123, 120.50427",1.0,403.0,斗六分局,127.0,,斗六市虎溪里雲科路三段128號
上銀科技股份有限公司C棟,虎溪里,斗六市虎溪里雲科路三段129號,"23.72123, 120.50427",1.0,235.0,斗六分局,128.0,,斗六市虎溪里雲科路三段129號
常陽興業,虎溪里,雲林縣斗六市虎溪里雲科路3段37號,"23.72588, 120.51917",1.0,587.0,斗六分局,129.0,,雲林縣斗六市虎溪里雲科路3段37號
凱韋公司,虎溪里,雲林縣斗六市虎溪里雲科路3段86號,"23.72564, 120.51668",1.0,393.0,斗六分局,130.0,,雲林縣斗六市虎溪里雲科路3段86號
豐泰公司,虎溪里,雲林縣斗六市虎溪里科工八路52號,"23.71723, 120.50549",1.0,1812.0,斗六分局,131.0,,雲林縣斗六市虎溪里科工八路52號
巧新公司,虎溪里,雲林縣斗六市虎溪里雲科路3段82號,"23.72595, 120.51758",1.0,235.0,斗六分局,132.0,,雲林縣斗六市虎溪里雲科路3段82號
金居開發銅箔公司,虎溪里,雲林縣斗六市虎溪里科工八路56號,"23.74151, 120.54797",1.0,1339.0,斗六分局,133.0,,雲林縣斗六市虎溪里科工八路56號
立芳食品,虎溪里,雲林縣斗六市虎溪里科工一路3號,"23.72772, 120.5176",1.0,126.0,斗六分局,134.0,,雲林縣斗六市虎溪里科工一路3號
光壁企業股份有限公司,虎溪里,雲林縣斗六市虎溪里雲科路3段55號,"23.71974, 120.50357",1.0,94.0,斗六分局,135.0,,雲林縣斗六市虎溪里雲科路3段55號
豐泰公司,虎溪里,雲林縣斗六市虎溪里西平路666號,"23.7246, 120.52462",1.0,194.0,斗六分局,136.0,,雲林縣斗六市虎溪里西平路666號
賜芳公司,虎溪里,雲林縣斗六市虎溪里西平路636號,"23.72415, 120.52481",1.0,103.0,斗六分局,137.0,,雲林縣斗六市虎溪里西平路636號
豐泰公司,虎溪里,雲林縣斗六市虎溪里西平路666號,"23.72338, 120.52535",1.0,910.0,斗六分局,138.0,,雲林縣斗六市虎溪里西平路666號
豐瑞公司,虎溪里,雲林縣斗六市虎溪里文生路10號,"23.71872, 120.52489",1.0,182.0,斗六分局,139.0,,雲林縣斗六市虎溪里文生路10號
統贏貿易公司,虎溪里,雲林縣斗六市虎溪里雲科路3段78號,"23.726025, 120.518394",1.0,495.0,斗六分局,140.0,,雲林縣斗六市虎溪里雲科路3段78號
大山電纜,虎溪里,雲林縣斗六市虎溪里西平路369號,"23.71779, 120.528",1.0,97.0,斗六分局,141.0,,雲林縣斗六市虎溪里西平路369號
味全公司,長平里,雲林縣斗六市長平里長林路18號,"23.69333, 120.50792",1.0,206.0,斗六分局,142.0,一廠206人、二廠206人、三廠100人、四廠200人,雲林縣斗六市長平里長林路18號
上銀科技公司,長平里,雲林縣斗六市長平南路38號,"23.70987, 120.50728",1.0,1543.0,斗六分局,143.0,本避難處所位於雲林縣斗六市長平里科福三街87號,雲林縣斗六市長平南路38號
欣欣生技,保庄里,雲林縣斗六市保庄里保長路60號,"23.70585, 120.52608",1.0,975.0,斗六分局,144.0,食品廠83人、本廠892人,雲林縣斗六市保庄里保長路60號
上久工業,保庄里,雲林縣斗六市保庄里1鄰廣西路16號,"23.70693, 120.5288",1.0,417.0,斗六分局,145.0,,雲林縣斗六市保庄里1鄰廣西路16號
安生醫院,保庄里,雲林縣斗六市保庄里保長路498號,"23.70475, 120.5126",1.0,1528.0,斗六分局,146.0,,雲林縣斗六市保庄里保長路498號
,信義里,雲林縣斗六市信義里愛國街11號,"23.71085, 120.54219",1.0,278.0,斗六分局,147.0,,雲林縣斗六市信義里愛國街11號
,信義里,雲林縣斗六市信義里愛國街2號,"23.7112, 120.54239",1.0,101.0,斗六分局,148.0,,雲林縣斗六市信義里愛國街2號
,信義里,"雲林縣斗六市信義里愛國街2號之2 ","23.71046, 120.54165",1.0,225.0,斗六分局,149.0,,雲林縣斗六市信義里愛國街2號之2
,信義里,"雲林縣斗六市信義里鎮北路19號 ","23.71176, 120.54306",1.0,118.0,斗六分局,150.0,,雲林縣斗六市信義里鎮北路19號
,信義里,"雲林縣斗六市信義里大同路23號 ","23.71051, 120.54191",1.0,221.0,斗六分局,151.0,,雲林縣斗六市信義里大同路23號
,信義里,雲林縣斗六市信義里鎮北路24巷1號,"23.711835940433065, 120.54366590931168",1.0,338.0,斗六分局,152.0,,雲林縣斗六市信義里鎮北路24巷1號
,信義里,"雲林縣斗六市信義里民生路170號 ","23.71173, 120.54232",1.0,315.0,斗六分局,153.0,,雲林縣斗六市信義里民生路170號
,信義里,"雲林縣斗六市信義里大同路13號 ","23.71105, 120.54164",1.0,127.0,斗六分局,154.0,,雲林縣斗六市信義里大同路13號
華安大飯店,信義里,"雲林縣斗六市信義里民生路156號 ","23.70955, 120.54573",1.0,1650.0,斗六分局,155.0,,雲林縣斗六市信義里民生路156號
斗六高中,信義里,雲林縣斗六市信義里民生路224號,"23.713477, 120.545488",1.0,1028.0,斗六分局,156.0,,雲林縣斗六市信義里民生路224號
太信飯店,信義里,"雲林縣斗六市信義里太平路7號 ","23.71069, 120.54349",1.0,475.0,斗六分局,157.0,圖書館容量140人、遊藝樓容量287人、藝能館515人、綠烜樓86人,雲林縣斗六市信義里太平路7號
"斗六市公所停車場
(停三立體停車場)",信義里,"雲林縣斗六市信義里文化路6號 ","23.71091, 120.5438",1.0,2303.0,斗六分局,158.0,,雲林縣斗六市信義里文化路6號
緻儷伯爵酒店,信義里,雲林縣斗六市信義里中山路6號之21,"23.71079, 120.54254",1.0,189.0,斗六分局,159.0,,雲林縣斗六市信義里中山路6號之21
斗六高中,信義里,"雲林縣斗六市信義里民生路224號 ","23.71339, 120.54545",1.0,417.0,斗六分局,160.0,,雲林縣斗六市信義里民生路224號
雲林縣商業會,信義里,"雲林縣斗六市信義里民生路172號 ","23.71174, 120.54225",1.0,161.0,斗六分局,161.0,,雲林縣斗六市信義里民生路172號
私立義峰高中,烏麻村,雲林縣林內鄉長源路20-1號,"23.75533, 120.59611",1.0,1038.0,斗六分局,162.0,本避難所位於雲林縣林內鄉烏麻村16鄰長源路201號,雲林縣林內鄉長源路20-1號
永洪建設公司,崙峰里,雲林縣斗六市崙峰里崙南路41號,"23.67983, 120.54197",1.0,443.0,斗六分局,163.0,,雲林縣斗六市崙峰里崙南路41號
福智文教湖山院區,湖山里,雲林縣斗六市湖山里岩山路88號,"23.70991, 120.60642",1.0,142.0,斗六分局,164.0,,雲林縣斗六市湖山里岩山路88號
莿桐鄉農會大樓,莿桐村,雲林縣莿桐鄉莿桐村中正路75號,"23.75701, 120.50126",1.0,888.0,斗六分局,165.0,,雲林縣莿桐鄉莿桐村中正路75號
銀座大樓,莿桐村,雲林縣莿桐村延平路275號,"23.76032, 120.49618",1.0,654.0,斗六分局,166.0,,雲林縣莿桐村延平路275號
建大輪胎公司,莿桐村,雲林縣莿桐鄉莿桐村延平路50號,"23.74948, 120.49988",1.0,188.0,斗六分局,167.0,,雲林縣莿桐鄉莿桐村延平路50號
德欣公司,溪州里,雲林縣斗六市溪州里萬年路700號,"23.73495, 120.55429",1.0,156.0,斗六分局,168.0,,雲林縣斗六市溪州里萬年路700號
日益和股份有限公司,溪洲里,斗六市溪洲里科加路18號,"23.73691, 120.54768",1.0,550.0,斗六分局,169.0,,斗六市溪洲里科加路18號
