類別,電腦編號,村里別,地址,地下層數,可容納數人,備註,placemark_address
防空洞,840.0,林湖村,金門縣烈嶼鄉林湖村湖下35之1號,1.0,13人,,金門縣烈嶼鄉林湖村湖下35之1號
防空洞,841.0,林湖村,金門縣烈嶼鄉湖下40號,1.0,13人,,金門縣烈嶼鄉湖下40號
防空洞,842.0,林湖村,金門縣烈嶼鄉湖下42號,1.0,13人,,金門縣烈嶼鄉湖下42號
防空洞,843.0,林湖村,金門縣烈嶼鄉林湖村湖下45之1號,1.0,13人,,金門縣烈嶼鄉林湖村湖下45之1號
防空洞,844.0,林湖村,金門縣烈嶼鄉湖下3號,1.0,13人,,金門縣烈嶼鄉湖下3號
防空洞,845.0,林湖村,金門縣烈嶼鄉湖下9號,1.0,11人,,金門縣烈嶼鄉湖下9號
防空洞,846.0,林湖村,金門縣烈嶼鄉湖下16號,1.0,13人,,金門縣烈嶼鄉湖下16號
防空洞,847.0,林湖村,金門縣烈嶼鄉湖下25號,1.0,13人,,金門縣烈嶼鄉湖下25號
防空洞,848.0,上岐村,金門縣烈嶼鄉上岐村青岐123號,1.0,53人,,金門縣烈嶼鄉上岐村青岐123號
防空洞,849.0,上岐村,金門縣烈嶼鄉上庫27號,1.0,27人,,金門縣烈嶼鄉上庫27號
防空洞,850.0,上岐村,金門縣烈嶼鄉上岐村上庫21之1號,1.0,27人,,金門縣烈嶼鄉上岐村上庫21之1號
防空洞,851.0,上岐村,金門縣烈嶼鄉上岐村楊厝2之1號,1.0,27人,,金門縣烈嶼鄉上岐村楊厝2之1號
防空洞,852.0,上岐村,金門縣烈嶼鄉上岐村楊厝2之1號,1.0,27人,,金門縣烈嶼鄉上岐村楊厝2之1號
防空洞,853.0,上岐村,金門縣烈嶼鄉青岐50號,1.0,20人,,金門縣烈嶼鄉青岐50號
防空洞,854.0,上岐村,金門縣烈嶼鄉青岐45號,1.0,20人,,金門縣烈嶼鄉青岐45號
防空洞,855.0,上岐村,金門縣烈嶼鄉青岐63號,1.0,20人,,金門縣烈嶼鄉青岐63號
防空洞,856.0,上岐村,金門縣烈嶼鄉上岐村青岐130號,1.0,27人,,金門縣烈嶼鄉上岐村青岐130號
防空洞,857.0,黃埔村,金門縣烈嶼鄉黃埔村黃厝2號,1.0,27人,,金門縣烈嶼鄉黃埔村黃厝2號
防空洞,858.0,黃埔村,金門縣烈嶼鄉黃厝37號,1.0,27人,,金門縣烈嶼鄉黃厝37號
防空洞,859.0,黃埔村,金門縣烈嶼鄉黃厝37號,1.0,27人,,金門縣烈嶼鄉黃厝37號
防空洞,860.0,黃埔村,金門縣烈嶼鄉黃埔村黃厝15號,1.0,20人,,金門縣烈嶼鄉黃埔村黃厝15號
防空洞,861.0,黃埔村,金門縣烈嶼鄉黃埔村黃厝10號,1.0,20人,,金門縣烈嶼鄉黃埔村黃厝10號
防空洞,862.0,黃埔村,金門縣烈嶼鄉黃埔村黃厝13號,1.0,20人,,金門縣烈嶼鄉黃埔村黃厝13號
防空洞,863.0,黃埔村,金門縣烈嶼鄉后頭64號,1.0,20人,,金門縣烈嶼鄉后頭64號
防空洞,864.0,黃埔村,金門縣烈嶼鄉黃埔村后頭33號,1.0,20人,,金門縣烈嶼鄉黃埔村后頭33號
防空洞,865.0,黃埔村,金門縣烈嶼鄉后頭14號,1.0,20人,,金門縣烈嶼鄉后頭14號
防空洞,866.0,黃埔村,金門縣烈嶼鄉后頭20號,1.0,20人,,金門縣烈嶼鄉后頭20號
防空洞,867.0,黃埔村,金門縣烈嶼鄉黃埔村后頭43之1號,1.0,20人,,金門縣烈嶼鄉黃埔村后頭43之1號
防空洞,868.0,黃埔村,金門縣烈嶼鄉黃埔村后頭70之1號,1.0,20人,,金門縣烈嶼鄉黃埔村后頭70之1號
防空洞,869.0,黃埔村,金門縣烈嶼鄉黃埔村埔頭3號,1.0,20人,,金門縣烈嶼鄉黃埔村埔頭3號
防空洞,870.0,黃埔村,金門縣烈嶼鄉埔頭5號,1.0,20人,,金門縣烈嶼鄉埔頭5號
防空洞,871.0,黃埔村,金門縣烈嶼鄉黃埔村埔頭25號,1.0,20人,,金門縣烈嶼鄉黃埔村埔頭25號
防空洞,872.0,黃埔村,金門縣烈嶼鄉黃埔村埔頭25號,1.0,20人,,金門縣烈嶼鄉黃埔村埔頭25號
防空洞,873.0,黃埔村,金門縣烈嶼鄉埔頭23號,1.0,20人,,金門縣烈嶼鄉埔頭23號
防空洞,874.0,黃埔村,金門縣烈嶼鄉埔頭21號,1.0,13人,,金門縣烈嶼鄉埔頭21號
防空洞,875.0,黃埔村,金門縣烈嶼鄉埔頭21號,1.0,20人,,金門縣烈嶼鄉埔頭21號
防空洞,876.0,黃埔村,金門縣烈嶼鄉黃埔村埔頭14之1號,1.0,20人,,金門縣烈嶼鄉黃埔村埔頭14之1號
防空洞,877.0,黃埔村,金門縣烈嶼鄉林邊6號,1.0,20人,,金門縣烈嶼鄉林邊6號
防空洞,878.0,黃埔村,金門縣烈嶼鄉林邊13號,1.0,20人,,金門縣烈嶼鄉林邊13號
防空洞,879.0,黃埔村,金門縣烈嶼鄉黃埔村林邊4之1號,1.0,20人,,金門縣烈嶼鄉黃埔村林邊4之1號
防空洞,880.0,黃埔村,金門縣烈嶼鄉林邊6號,1.0,20人,,金門縣烈嶼鄉林邊6號
防空洞,881.0,黃埔村,金門縣烈嶼鄉黃埔村林邊5號,1.0,20人,,金門縣烈嶼鄉黃埔村林邊5號
防空洞,882.0,黃埔村,金門縣烈嶼鄉林邊4號,1.0,20人,,金門縣烈嶼鄉林邊4號
防空洞,883.0,黃埔村,金門縣烈嶼鄉林邊2號,1.0,20人,,金門縣烈嶼鄉林邊2號
防空洞,884.0,黃埔村,金門縣烈嶼鄉林邊2號,1.0,20人,,金門縣烈嶼鄉林邊2號
防空洞,885.0,黃埔村,金門縣烈嶼鄉林邊7號,1.0,20人,,金門縣烈嶼鄉林邊7號
防空洞,886.0,黃埔村,金門縣烈嶼鄉黃埔村庵頂4之1號,1.0,20人,,金門縣烈嶼鄉黃埔村庵頂4之1號
防空洞,888.0,西口村,金門縣烈嶼鄉西口村双口20號,1.0,27人,,金門縣烈嶼鄉西口村双口20號
防空洞,889.0,西口村,金門縣烈嶼鄉西口村西口路,1.0,27人,,金門縣烈嶼鄉西口村西口路
防空洞,890.0,西口村,金門縣烈嶼鄉西口村防空地下第一層,1.0,27人,,金門縣烈嶼鄉西口村防空地下第一層
防空洞,892.0,西口村,金門縣烈嶼鄉西口村湖井頭12號,1.0,27人,,金門縣烈嶼鄉西口村湖井頭12號
防空洞,894.0,西口村,金門縣烈嶼鄉西口村東坑路48之1號,1.0,27人,,金門縣烈嶼鄉西口村東坑路48之1號
防空洞,896.0,西口村,金門縣烈嶼鄉西口村雙口路10號,1.0,27人,,金門縣烈嶼鄉西口村雙口路10號
防空洞,897.0,西口村,金門縣烈嶼鄉溪口村雙口路18號,1.0,27人,,金門縣烈嶼鄉溪口村雙口路18號
防空洞,898.0,西口村,金門縣烈嶼鄉西口村雙口路27號,1.0,27人,,金門縣烈嶼鄉西口村雙口路27號
防空洞,899.0,西口村,金門縣烈嶼鄉西口村下田1號,1.0,33人,,金門縣烈嶼鄉西口村下田1號
防空洞,903.0,西口村,金門縣烈嶼鄉西口村后宅路24號,1.0,27人,,金門縣烈嶼鄉西口村后宅路24號
防空洞,904.0,西口村,金門縣烈嶼鄉西口村后宅路14號,1.0,27人,,金門縣烈嶼鄉西口村后宅路14號
防空洞,905.0,西口村,金門縣烈嶼鄉西口村后宅路3號,1.0,27人,,金門縣烈嶼鄉西口村后宅路3號
防空洞,919.0,西口村,金門縣烈嶼鄉雙口路25號,1.0,27人,,金門縣烈嶼鄉雙口路25號
防空洞,920.0,西口村,金門縣烈嶼鄉西口村雙口路4號,1.0,27人,,金門縣烈嶼鄉西口村雙口路4號
防空洞,924.0,西口村,金門縣烈嶼鄉西吳路3號,1.0,27人,,金門縣烈嶼鄉西吳路3號
防空洞,928.0,西口村,金門縣烈嶼鄉西口村西方65號,1.0,27人,,金門縣烈嶼鄉西口村西方65號
防空洞,929.0,西口村,金門縣烈嶼鄉西口村西方60號,1.0,27人,,金門縣烈嶼鄉西口村西方60號
防空洞,938.0,西口村,金門縣烈嶼鄉西口村西方路地下第1層,1.0,27人,,金門縣烈嶼鄉西口村西方路地下第1層
防空洞,939.0,西口村,金門縣烈嶼鄉東坑路49號,1.0,27人,,金門縣烈嶼鄉東坑路49號
防空掩體,945.0,黃埔村,金門縣烈嶼鄉埔頭25號前,1.0,26人,,金門縣烈嶼鄉埔頭25號前
公寓,946.0,榜林村,金門縣金寧鄉榜林村伯玉路一段216-1號,1.0,71,,金門縣金寧鄉榜林村伯玉路一段216-1號
大樓,137.0,西門里,金門縣金城鎮西門里金城新莊2巷7號,1.0,15人,,金門縣金城鎮西門里金城新莊2巷7號
公寓,947.0,榜林村,金門縣金寧鄉榜林村伯玉路一段216-3號,1.0,71,,金門縣金寧鄉榜林村伯玉路一段216-3號
公寓,948.0,榜林村,金門縣金寧鄉榜林村伯玉路一段216-5號,1.0,71,,金門縣金寧鄉榜林村伯玉路一段216-5號
公寓,949.0,榜林村,金門縣金寧鄉榜林村伯玉路一段216-2號,1.0,71,,金門縣金寧鄉榜林村伯玉路一段216-2號
大樓,950.0,西門里,金門縣金城鎮西門里珠浦北路46號之2,1.0,174,,金門縣金城鎮西門里珠浦北路46號之2
大樓,951.0,東門里,金門縣金城鎮東門里浯江北堤路31號,1.0,163,,金門縣金城鎮東門里浯江北堤路31號
大樓,952.0,南門里,金門縣金城鎮南門里民族路199號,1.0,227,,金門縣金城鎮南門里民族路199號
大樓,953.0,南門里,金門縣金城鎮南門里光前路39號之6,1.0,71,,金門縣金城鎮南門里光前路39號之6
公寓,954.0,南門里,金門縣金城鎮南門里民權路70巷8弄15號,1.0,15,,金門縣金城鎮南門里民權路70巷8弄15號
公寓,955.0,榜林村,金門縣金寧鄉榜林村伯玉路一段232-2號,1.0,568,,金門縣金寧鄉榜林村伯玉路一段232-2號
公寓,960.0,榜林村,金門縣金寧鄉榜林村伯玉路一段232-3號,1.0,568,,金門縣金寧鄉榜林村伯玉路一段232-3號
大樓,956.0,西門里,"24.438939963769823, 118.31982611949267",1.0,191,金門縣金城鎮西門里民權路202號,"24.438939963769823, 118.31982611949267"
大樓,957.0,西門里,"24.439727359410984, 118.31929109692783",1.0,137,金門縣金城鎮西門里民權路226巷4弄10號,"24.439727359410984, 118.31929109692783"
公寓,958.0,榜林村,金門縣金寧鄉榜林村伯玉路一段234-1號,1.0,360,,金門縣金寧鄉榜林村伯玉路一段234-1號
公寓,959.0,東門里,金門縣金城鎮東門里民族路93巷5弄17號,1.0,199,,金門縣金城鎮東門里民族路93巷5弄17號
公寓,961.0,北門里,金門縣金城鎮北門里中興路173巷23號,1.0,75,,金門縣金城鎮北門里中興路173巷23號
公寓,962.0,盤山村,金門縣金寧鄉盤山村頂堡5-9號,1.0,1234,,金門縣金寧鄉盤山村頂堡5-9號
西口村公所,744.0,西口村,金門縣烈嶼鄉西口村西方6-1號,1.0,27人,
公寓,665.0,西口村,金門縣烈嶼鄉西口村西方65號,1.0,27人,,金門縣烈嶼鄉西口村西方65號
公寓,666.0,西口村,金門縣烈嶼鄉西口村湖井頭12號,1.0,27人,,金門縣烈嶼鄉西口村湖井頭12號
公寓,667.0,西口村,金門縣烈嶼鄉西口村湖井頭16號,1.0,27人,,金門縣烈嶼鄉西口村湖井頭16號
公寓,658.0,西口村,金門縣烈嶼鄉西口村東坑6號,1.0,11人,,金門縣烈嶼鄉西口村東坑6號
公寓,663.0,西口村,金門縣烈嶼鄉西口村双口14號,1.0,27人,,金門縣烈嶼鄉西口村双口14號
公寓,664.0,西口村,金門縣烈嶼鄉西口村双口20號,1.0,27人,,金門縣烈嶼鄉西口村双口20號
公寓,671.0,西口村,金門縣烈嶼鄉西口村下田1號,1.0,33人,,金門縣烈嶼鄉西口村下田1號
公寓,672.0,西口村,金門縣烈嶼鄉西口村西方10-1號,1.0,27人,,金門縣烈嶼鄉西口村西方10-1號
公寓,674.0,西口村,金門縣烈嶼鄉西口村東坑18號,1.0,27人,,金門縣烈嶼鄉西口村東坑18號
公寓,675.0,西口村,金門縣烈嶼鄉西口村東坑14號,1.0,27人,,金門縣烈嶼鄉西口村東坑14號
防空洞,887.0,西口村,金門縣烈嶼鄉西口村双口14號,1.0,11人,,金門縣烈嶼鄉西口村双口14號
防空洞,891.0,西口村,金門縣烈嶼鄉西口村湖井頭12號,1.0,27人,,金門縣烈嶼鄉西口村湖井頭12號
防空洞,893.0,西口村,金門縣烈嶼鄉西口村湖井頭16號,1.0,27人,,金門縣烈嶼鄉西口村湖井頭16號
防空洞,895.0,西口村,金門縣烈嶼鄉西口村雙口路39號,1.0,20人,,金門縣烈嶼鄉西口村雙口路39號
防空洞,900.0,西口村,金門縣烈嶼鄉西口村雙口路4號,1.0,27人,,金門縣烈嶼鄉西口村雙口路4號
防空洞,901.0,西口村,金門縣烈嶼鄉西口村西方路10-1號,1.0,27人,,金門縣烈嶼鄉西口村西方路10-1號
防空洞,902.0,西口村,金門縣烈嶼鄉西口村后宅路7號,1.0,27人,,金門縣烈嶼鄉西口村后宅路7號
防空洞,906.0,西口村,金門縣烈嶼鄉西口村湖井頭8號,1.0,27人,,金門縣烈嶼鄉西口村湖井頭8號
防空洞,907.0,西口村,金門縣烈嶼鄉西口村湖井頭4號,1.0,27人,,金門縣烈嶼鄉西口村湖井頭4號
防空洞,908.0,西口村,金門縣烈嶼鄉西口村湖井頭4號,1.0,27人,,金門縣烈嶼鄉西口村湖井頭4號
防空洞,909.0,西口村,金門縣烈嶼鄉西口村湖井頭43號,1.0,27人,,金門縣烈嶼鄉西口村湖井頭43號
防空洞,910.0,西口村,金門縣烈嶼鄉西口村東坑路20號,1.0,27人,,金門縣烈嶼鄉西口村東坑路20號
防空洞,911.0,西口村,金門縣烈嶼鄉西口村東坑路38號,1.0,27人,,金門縣烈嶼鄉西口村東坑路38號
防空洞,912.0,西口村,金門縣烈嶼鄉西口村東坑路18號,1.0,27人,,金門縣烈嶼鄉西口村東坑路18號
防空洞,913.0,西口村,金門縣烈嶼鄉西口村東坑路14號,1.0,27人,,金門縣烈嶼鄉西口村東坑路14號
防空洞,914.0,西口村,金門縣烈嶼鄉西口村東坑路17號,1.0,27人,,金門縣烈嶼鄉西口村東坑路17號
防空洞,915.0,西口村,金門縣烈嶼鄉西口村東坑路26號,1.0,27人,,金門縣烈嶼鄉西口村東坑路26號
防空洞,916.0,西口村,金門縣烈嶼鄉西口村東坑路6號,1.0,27人,,金門縣烈嶼鄉西口村東坑路6號
防空洞,917.0,西口村,金門縣烈嶼鄉西口村東坑路3號,1.0,27人,,金門縣烈嶼鄉西口村東坑路3號
防空洞,918.0,西口村,金門縣烈嶼鄉西口村東坑路3號,1.0,27人,,金門縣烈嶼鄉西口村東坑路3號
防空洞,921.0,西口村,金門縣烈嶼鄉西口村下田7號,1.0,27人,,金門縣烈嶼鄉西口村下田7號
防空洞,922.0,西口村,金門縣烈嶼鄉西口村西方路14號,1.0,27人,,金門縣烈嶼鄉西口村西方路14號
防空洞,923.0,西口村,金門縣烈嶼鄉西口村下田4號,1.0,27人,,金門縣烈嶼鄉西口村下田4號
防空洞,925.0,西口村,金門縣烈嶼鄉西口村西吳7號,1.0,27人,,金門縣烈嶼鄉西口村西吳7號
防空洞,926.0,西口村,金門縣烈嶼鄉西口村西吳13號,1.0,27人,,金門縣烈嶼鄉西口村西吳13號
防空洞,930.0,西口村,金門縣烈嶼鄉西口村西方52號,1.0,27人,,金門縣烈嶼鄉西口村西方52號
防空洞,927.0,西口村,金門縣烈嶼鄉西口村西吳74號,1.0,27人,,金門縣烈嶼鄉西口村西吳74號
防空洞,931.0,西口村,金門縣烈嶼鄉西口村西方54號,1.0,27人,,金門縣烈嶼鄉西口村西方54號
防空洞,932.0,西口村,金門縣烈嶼鄉西口村西方49號,1.0,27人,,金門縣烈嶼鄉西口村西方49號
防空洞,933.0,西口村,金門縣烈嶼鄉西口村西方51號,1.0,27人,,金門縣烈嶼鄉西口村西方51號
防空洞,934.0,西口村,金門縣烈嶼鄉西口村西方24號,1.0,27人,,金門縣烈嶼鄉西口村西方24號
防空洞,935.0,西口村,金門縣烈嶼鄉西口村西方26-1號,1.0,27人,,金門縣烈嶼鄉西口村西方26-1號
防空洞,936.0,西口村,金門縣烈嶼鄉西口村西方8號,1.0,27人,,金門縣烈嶼鄉西口村西方8號
防空洞,937.0,西口村,金門縣烈嶼鄉西口村西方13號,1.0,27人,,金門縣烈嶼鄉西口村西方13號
防空洞,940.0,西口村,金門縣烈嶼鄉西口村東坑路38號,1.0,27人,,金門縣烈嶼鄉西口村東坑路38號
防空洞,941.0,西口村,金門縣烈嶼鄉西口村西方路地上第1層,1.0,27人,,金門縣烈嶼鄉西口村西方路地上第1層
防空洞,942.0,西口村,金門烈嶼鄉西口村后宅15號,1.0,27人,,金門烈嶼鄉西口村后宅15號
防空洞,943.0,西口村,金門烈嶼鄉西口村西方路地上1層,1.0,13人,,金門烈嶼鄉西口村西方路地上1層
防空洞,944.0,西口村,金門縣烈嶼鄉西口村東坑18-1號,1.0,11人,,金門縣烈嶼鄉西口村東坑18-1號
湖埔國小,963.0,湖埔村,金門縣金寧鄉湖埔村湖下196號,1.0,673人,,金門縣金寧鄉湖埔村湖下196號
公寓,964.0,榜林村,金門縣金寧鄉榜林村伯玉路一段234號,1.0,342人,,金門縣金寧鄉榜林村伯玉路一段234號
文化局,972.0,西門里,金門縣金城鎮環島北路66號,1.0,75人,,金門縣金城鎮環島北路66號
工務處,973.0,北門里,金門縣金城鎮民生路79號,1.0,150人,,金門縣金城鎮民生路79號
大樓,967.0,西門里,金門縣金城鎮民權路164號,1.0,107人,,金門縣金城鎮民權路164號
賢庵國小,968.0,賢庵里,金城鎮賢庵里庵前18-2號,1.0,179人,,金城鎮賢庵里庵前18-2號
官裏社區發展協會,969.0,賢庵里,金門縣金城鎮官里1-1號,1.0,190人,,金門縣金城鎮官里1-1號
古城國小,970.0,古城里,金門縣金城鎮大古崗100號,1.0,53人,,金門縣金城鎮大古崗100號
古城辦公室,971.0,古城里,金門縣金城鎮小古崗40-1號,1.0,27人,,金門縣金城鎮小古崗40-1號
金門縣議會,965.0,東門里,金門縣金城鎮東門里金山路17之2號,1.0,696人,,金門縣金城鎮東門里金山路17之2號
大樓,966.0,湖埔村,金門縣金寧鄉湖埔村湖峰一街8號,1.0,256人,
大樓,974.0,西門里,金城鎮西門里民權路226巷2弄11號,1.0,1385,,金城鎮西門里民權路226巷2弄11號
