電腦編號,里別,防空疏散避難設施地址,地下層數,可容納人數,轄管分局,備註
QOA00055,東海村,屏東縣枋寮鄉東海村屏南路36號,1.0,310.0,枋寮分局,
QOA00021,東海村,屏東縣枋寮鄉東海村精進路17號,1.0,110.0,枋寮分局,
QOA00083,東海村,屏東縣枋寮鄉東海村精進路22號,1.0,516.0,枋寮分局,
QOA00018,東海村,屏東縣枋寮鄉東海村精進路24號,1.0,133.0,枋寮分局,
QOA00027,東海村,屏東縣枋寮鄉東海村精進路26號,1.0,200.0,枋寮分局,
QOA00026,東海村,屏東縣枋寮鄉東海村精進路30號,1.0,41.0,枋寮分局,
QOA00032,東海村,屏東縣枋寮鄉東海村精進路33號,1.0,166.0,枋寮分局,
QOA00074,東海村,屏東縣枋寮鄉東海村永翔路2號,1.0,64.0,枋寮分局,
QOA00056,東海村,屏東縣枋寮鄉東海村永翔路2-6號,1.0,842.0,枋寮分局,共有2處、總計可容納人數1394人
QOA00057,東海村,屏東縣枋寮鄉東海村永翔路2-6號,1.0,552.0,枋寮分局,共有2處、總計可容納人數1394人
QOA00019,東海村,屏東縣枋寮鄉東海村永翔路2-8號,1.0,100.0,枋寮分局,
QOA00025,東海村,屏東縣枋寮鄉東海村永翔路4-5號,1.0,128.0,枋寮分局,
QOA00023,東海村,屏東縣枋寮鄉東海村永翔路25號,1.0,366.0,枋寮分局,
QOA00028,東海村,屏東縣枋寮鄉東海村永翔路27號,1.0,450.0,枋寮分局,
QOA00029,東海村,屏東縣枋寮鄉東海村永翔路49號,1.0,100.0,枋寮分局,
QOA00084,太源村,屏東縣枋寮鄉太源村中山路三段55號,1.0,420.0,枋寮分局,共有2處、總計可容納人數869人
QOA00085,太源村,屏東縣枋寮鄉太源村中山路三段55號,1.0,449.0,枋寮分局,共有2處、總計可容納人數869人
QOA00024,太源村,屏東縣枋寮鄉太源村中山路三段63號,1.0,136.0,枋寮分局,
QOA00030,太源村,屏東縣枋寮鄉太源村中山路三段65號,1.0,266.0,枋寮分局,
QOA00022,太源村,屏東縣枋寮鄉太源村中山路三段101號,1.0,133.0,枋寮分局,
QOA00036,佳冬村,屏東縣佳冬鄉佳冬村文化三路24號,1.0,52.0,枋寮分局,
QOA00033,佳冬村,屏東縣佳冬鄉佳冬村文化三路157號,1.0,266.0,枋寮分局,
QOA00049,佳冬村,屏東縣佳冬鄉佳冬村佳昌路2號,1.0,178.0,枋寮分局,
QOA00037,佳冬村,屏東縣佳冬鄉佳冬村佳農街67號,1.0,458.0,枋寮分局,共有6處、總計可容納人數3183人
QOA00038,佳冬村,屏東縣佳冬鄉佳冬村佳農街67號,1.0,474.0,枋寮分局,共有6處、總計可容納人數3183人
QOA00039,佳冬村,屏東縣佳冬鄉佳冬村佳農街67號,1.0,686.0,枋寮分局,共有6處、總計可容納人數3183人
QOA00075,佳冬村,屏東縣佳冬鄉佳冬村佳農街67號,1.0,153.0,枋寮分局,共有6處、總計可容納人數3183人
QOA00076,佳冬村,屏東縣佳冬鄉佳冬村佳農街67號,1.0,1364.0,枋寮分局,共有6處、總計可容納人數3183人
QOA00077,佳冬村,屏東縣佳冬鄉佳冬村佳農街67號,1.0,48.0,枋寮分局,共有6處、總計可容納人數3183人
QOA00034,羌園村,屏東縣佳冬鄉羌園村內館路3之19號,1.0,102.0,枋寮分局,
QOA00071,六根村,屏東縣佳冬鄉六根村復興路21號,1.0,260.0,枋寮分局,
QOA00035,六根村,屏東縣佳冬鄉六根村佳和路87-1號,1.0,106.0,枋寮分局,
QOA00041,萬建村,屏東縣佳冬鄉萬建村文化二路106號,1.0,133.0,枋寮分局,
QOA00040,萬建村,屏東縣佳冬鄉萬建村文化二路108號,1.0,200.0,枋寮分局,
QOA00067,加祿村,屏東縣枋山鄉加祿村會社28號,1.0,369.0,枋寮分局,
QOA00066,加祿村,屏東縣枋山鄉加祿村會社路53號,1.0,213.0,枋寮分局,
QOA00043,善餘村,屏東縣枋山鄉善餘村德隆113號,1.0,110.0,枋寮分局,
QOA00045,善餘村,屏東縣枋山鄉善餘村光復路24號,1.0,301.0,枋寮分局,共有3處、總計可容納人數629人
QOA00069,善餘村,屏東縣枋山鄉善餘村光復路24號,1.0,156.0,枋寮分局,共有3處、總計可容納人數629人
QOA00070,善餘村,屏東縣枋山鄉善餘村光復路24號,1.0,172.0,枋寮分局,共有3處、總計可容納人數629人
QOA00042,楓港村,屏東縣枋山鄉楓港村舊庄路27號,1.0,68.0,枋寮分局,
QOA00046,楓林村,屏東縣獅子鄉楓林村楓林二巷26號,1.0,160.0,枋寮分局,
QOA00047,竹坑村,屏東縣獅子鄉竹坑村竹坑路60號,1.0,1633.0,枋寮分局,
QOA00048,內獅村,屏東縣獅子鄉內獅村內獅巷82號,1.0,53.0,枋寮分局,
QOA00068,內獅村,屏東縣獅子鄉內獅村內獅巷84號,1.0,320.0,枋寮分局,
QOA00082,春日村,屏東縣春日鄉春日村春日路98-1號,1.0,378.0,枋寮分局,
