編號,村里別,地址,建築物名稱,類別,地下樓層數,可容納人數,電腦編號,備註,placemark_address
383.0,黎明里,彰化縣員林市黎明里中正路15號,蕭博仁律師事務所,地下室,"1 ","34 ",JSA00429,,彰化縣員林市黎明里中正路15號
384.0,黎明里,彰化縣員林市黎明里中正路17號,王記切仔麵,地下室,"1 ","30 ",JSA00430,,彰化縣員林市黎明里中正路17號
385.0,黎明里,彰化縣員林市黎明里永和街9號,尚美佳實業有限公司,地下室,"1 ","24 ",JSA00463,,彰化縣員林市黎明里永和街9號
386.0,黎明里,彰化縣員林市黎明里中正路265號,十二韻員林中正店,地下室,"1 ","94 ",JSA00569,,彰化縣員林市黎明里中正路265號
387.0,黎明里,彰化縣員林市黎明里南昌路10號,"Li Light髮妝美容",地下室,"1 ","26 ",JSA00588,,彰化縣員林市黎明里南昌路10號
388.0,黎明里,彰化縣員林市黎明里中正路267號,旺來豆花,地下室,"1 ","88 ",JSA00597,,彰化縣員林市黎明里中正路267號
389.0,黎明里,彰化縣員林市黎明里中正路255號,日信藥局,地下室,"1 ","68 ",JSA00607,,彰化縣員林市黎明里中正路255號
390.0,黎明里,彰化縣員林市黎明里南昌路2號,圓林文具行,地下室,"1 ","41 ",JSA00608,,彰化縣員林市黎明里南昌路2號
391.0,黎明里,彰化縣員林市黎明里南昌路2-1號,民宅,地下室,"1 ","68 ",JSA00609,,彰化縣員林市黎明里南昌路2-1號
392.0,黎明里,彰化縣員林市黎明里中正路257號,游外省麵,地下室,"1 ","41 ",JSA00610,,彰化縣員林市黎明里中正路257號
393.0,黎明里,彰化縣員林市黎明里中正路259號,原日信藥局,地下室,"1 ","61 ",JSA00611,,彰化縣員林市黎明里中正路259號
394.0,黎明里,彰化縣員林市黎明里中正路263號,可不可紅茶,地下室,"1 ","100 ",JSA00612,,彰化縣員林市黎明里中正路263號
395.0,黎明里,彰化縣員林市黎明里南昌路6號,宏記商店,地下室,"1 ","77 ",JSA00613,,彰化縣員林市黎明里南昌路6號
396.0,黎明里,彰化縣員林市黎明里中正路101號,早安美芝城,地下室,"1 ","24 ",JSA00713,,彰化縣員林市黎明里中正路101號
397.0,黎明里,彰化縣員林市黎明里中正路103號,阿成海鮮,地下室,"1 ","24 ",JSA00714,,彰化縣員林市黎明里中正路103號
398.0,黎明里,彰化縣員林市黎明里惠來街33之4號,民宅,地下室,"1 ","52 ",JSA00877,,彰化縣員林市黎明里惠來街33之4號
399.0,黎明里,彰化縣員林市黎明里黎明巷12號,民宅,地下室,"1 ","70 ",JSA01014,,彰化縣員林市黎明里黎明巷12號
400.0,黎明里,彰化縣員林市黎明里光明街31號,育英國小,地下室,"1 ","134 ",JSA01062,,彰化縣員林市黎明里光明街31號
401.0,黎明里,彰化縣員林市黎明里中正路223號,皇樓喜餅,地下室,"1 ","26 ",JSA01087,,彰化縣員林市黎明里中正路223號
402.0,黎明里,彰化縣員林市黎明里光明街100巷6號,民宅,地下室,"1 ","30 ",JSA01088,,彰化縣員林市黎明里光明街100巷6號
403.0,黎明里,彰化縣員林市黎明里中正路13號,民宅,地下室,"1 ","34 ",JSA01116,,彰化縣員林市黎明里中正路13號
404.0,黎明里,彰化縣員林市黎明里中正路331號,員林義美門市,地下室,"1 ","170 ",JSA01193,,彰化縣員林市黎明里中正路331號
405.0,黎明里,彰化縣員林市黎明里光明街108號,民宅,地下室,"1 ","16 ",JSA01255,,彰化縣員林市黎明里光明街108號
406.0,黎明里,彰化縣員林市黎明里光明街31號,育英國小,地下室,"1 ","161 ",JSA01296,,彰化縣員林市黎明里光明街31號
407.0,黎明里,彰化縣員林市黎明里中正路317號,優誠華歌爾,地下室,"1 ","108 ",JSA01329,,彰化縣員林市黎明里中正路317號
408.0,黎明里,彰化縣員林市黎明里中正路191號,大益五金行,地下室,"1 ","84 ",JSA01535,,彰化縣員林市黎明里中正路191號
409.0,黎明里,彰化縣員林市黎明里中正路61號,民宅,地下室,"1 ","147 ",JSA01555,,彰化縣員林市黎明里中正路61號
410.0,黎明里,彰化縣員林市黎明里惠來街8號,惠來廣場社區,地下室,"1 ","755 ",JSA01590,,彰化縣員林市黎明里惠來街8號
411.0,民生里,彰化縣員林市民生里萬年路1段313號,民宅,地下室,"1 ","18 ",JSA00179,,彰化縣員林市民生里萬年路1段313號
412.0,民生里,彰化縣員林市民生里萬年路1段317號,民宅,地下室,"1 ","18 ",JSA00182,,彰化縣員林市民生里萬年路1段317號
413.0,民生里,彰化縣員林市民生里萬年路1段321號,柒拾蛋糕,地下室,"1 ","22 ",JSA00184,,彰化縣員林市民生里萬年路1段321號
414.0,民生里,彰化縣員林市民生里四平街18巷2號,民宅,地下室,"1 ","27 ",JSA00314,,彰化縣員林市民生里四平街18巷2號
415.0,民生里,彰化縣員林市民生里永春街21號,民宅,地下室,"1 ","36 ",JSA00341,,彰化縣員林市民生里永春街21號
416.0,民生里,彰化縣員林市民生里永昌街87號,艾娜美學設計,地下室,"1 ","33 ",JSA00395,,彰化縣員林市民生里永昌街87號
417.0,民生里,彰化縣員林市民生里永昌街59號,幸福衣坊,地下室,"1 ","27 ",JSA00398,,彰化縣員林市民生里永昌街59號
418.0,民生里,彰化縣員林市民生里中正路274號,南門四神湯,地下室,"1 ","32 ",JSA00460,,彰化縣員林市民生里中正路274號
419.0,民生里,彰化縣員林市民生里中正路276號,咖哩家族,地下室,"1 ","108 ",JSA00461,,彰化縣員林市民生里中正路276號
420.0,民生里,彰化縣員林市民生里萬年路1段309巷7號,民宅,地下室,"1 ","105 ",JSA00622,,彰化縣員林市民生里萬年路1段309巷7號
421.0,民生里,彰化縣員林市民生里中正路224號,潘耳鼻喉科診所,地下室,"1 ","28 ",JSA00838,,彰化縣員林市民生里中正路224號
422.0,民生里,彰化縣員林市民生里永昌街8號,民宅,地下室,"1 ","121 ",JSA00946,,彰化縣員林市民生里永昌街8號
423.0,民生里,彰化縣員林市民生里民生路67號,源興碾米廠,地下室,"1 ","27 ",JSA00975,,彰化縣員林市民生里民生路67號
424.0,民生里,彰化縣員林市民生里南興街63號,民宅,地下室,"1 ","233 ",JSA01018,,彰化縣員林市民生里南興街63號
425.0,民生里,彰化縣員林市民生里萬年路1段333號,民宅,地下室,"1 ","257 ",JSA01065,,彰化縣員林市民生里萬年路1段333號
426.0,民生里,彰化縣員林市民生里萬年路1段299巷12號,民宅,地下室,"1 ","22 ",JSA01118,,彰化縣員林市民生里萬年路1段299巷12號
427.0,民生里,彰化縣員林市民生里永春街14號,民宅,地下室,"1 ","26 ",JSA01152,,彰化縣員林市民生里永春街14號
428.0,民生里,彰化縣員林市民生里永昌街55號,愛迪生通訊廣場,地下室,"1 ","17 ",JSA01178,,彰化縣員林市民生里永昌街55號
429.0,民生里,彰化縣員林市民生里永昌街58號,民宅,地下室,"1 ","42 ",JSA01200,,彰化縣員林市民生里永昌街58號
430.0,民生里,彰化縣員林市民生里四維街74號,民宅,地下室,"1 ","31 ",JSA01232,,彰化縣員林市民生里四維街74號
431.0,民生里,彰化縣員林市民生里中正路100號,有巢氏員林中正店,地下室,"1 ","90 ",JSA01242,,彰化縣員林市民生里中正路100號
432.0,民生里,彰化縣員林市民生里四維街1號,民宅,地下室,"1 ","33 ",JSA01282,,彰化縣員林市民生里四維街1號
433.0,民生里,彰化縣員林市民生里永康街47號,民宅,地下室,"1 ","23 ",JSA01335,,彰化縣員林市民生里永康街47號
434.0,民生里,彰化縣員林市民生里中正路98號,福友辦公家具,地下室,"1 ","41 ",JSA01340,,彰化縣員林市民生里中正路98號
435.0,民生里,彰化縣員林市民生里永康街45號,民宅,地下室,"1 ","23 ",JSA01345,,彰化縣員林市民生里永康街45號
436.0,民生里,彰化縣員林市民生里永康街43號,佑誠管理顧問公司,地下室,"1 ","22 ",JSA01351,,彰化縣員林市民生里永康街43號
437.0,民生里,彰化縣員林市民生里中正路96號,蕭森霖中醫診所,地下室,"1 ","42 ",JSA01352,,彰化縣員林市民生里中正路96號
438.0,民生里,彰化縣員林市民生里永昌街12號,民宅,地下室,"1 ","23 ",JSA01381,,彰化縣員林市民生里永昌街12號
439.0,民生里,彰化縣員林市民生里民生路47號,傑盟建設-第一寶座,地下室,"1 ","693 ",JSA01561,,彰化縣員林市民生里民生路47號
440.0,民生里,彰化縣員林市民生里永昌街88巷25號,中正福星大廈,地下室,"1 ","3,322 ",JSA01565,,彰化縣員林市民生里永昌街88巷25號
441.0,光明里,彰化縣員林市光明里光明街256號,"Moon with Bella",地下室,"1 ","43 ",JSA00167,,彰化縣員林市光明里光明街256號
442.0,光明里,彰化縣員林市光明里光明街302號,Sweet服飾,地下室,"1 ","137 ",JSA00333,,彰化縣員林市光明里光明街302號
443.0,光明里,彰化縣員林市光明里三民街42號,大隆興藥局,地下室,"1 ","27 ",JSA00428,,彰化縣員林市光明里三民街42號
444.0,光明里,彰化縣員林市光明里中正路429號,德安中醫診所,地下室,"1 ","36 ",JSA00942,,彰化縣員林市光明里中正路429號
445.0,光明里,彰化縣員林市光明里三民街49號,姜家麵,地下室,"1 ","30 ",JSA01135,,彰化縣員林市光明里三民街49號
446.0,光明里,彰化縣員林市光明里民生路50號,員林天主堂,地下室,"1 ","331 ",JSA01575,,彰化縣員林市光明里民生路50號
447.0,東和里,彰化縣員林市東和里員東路2段535號,DABO裝一塊窯烤披薩,地下室,"1 ","57 ",JSA00453,,彰化縣員林市東和里員東路2段535號
448.0,東和里,彰化縣員林市東和里員水路2段546巷6號,民宅,地下室,"1 ","31 ",JSA00564,,彰化縣員林市東和里員水路2段546巷6號
449.0,東和里,彰化縣員林市東和里員水路2段546巷2號,民宅,地下室,"1 ","24 ",JSA00565,,彰化縣員林市東和里員水路2段546巷2號
450.0,東和里,彰化縣員林市東和里萬年路2段113號,民宅,地下室,"1 ","51 ",JSA00574,,彰化縣員林市東和里萬年路2段113號
451.0,東和里,彰化縣員林市東和里萬年路2段109號,民宅,地下室,"1 ","64 ",JSA00576,,彰化縣員林市東和里萬年路2段109號
452.0,東和里,彰化縣員林市東和里萬年路2段111號,民宅,地下室,"1 ","55 ",JSA09577,,彰化縣員林市東和里萬年路2段111號
453.0,東和里,彰化縣員林市東和里萬年路2段105號,民宅,地下室,"1 ","53 ",JSA00578,,彰化縣員林市東和里萬年路2段105號
454.0,東和里,彰化縣員林市東和里萬年路2段107號,民宅,地下室,"1 ","53 ",JSA00579,,彰化縣員林市東和里萬年路2段107號
455.0,東和里,彰化縣員林市東和里萬年路2段101號,民宅,地下室,"1 ","55 ",JSA00580,,彰化縣員林市東和里萬年路2段101號
456.0,東和里,彰化縣員林市東和里萬年路2段99號,民宅,地下室,"1 ","54 ",JSA00581,,彰化縣員林市東和里萬年路2段99號
457.0,東和里,彰化縣員林市東和里萬年路2段97號,民宅,地下室,"1 ","62 ",JSA00582,,彰化縣員林市東和里萬年路2段97號
458.0,東和里,彰化縣員林市東和里萬年路2段121巷17號,民宅,地下室,"1 ","110 ",JSA00647,,彰化縣員林市東和里萬年路2段121巷17號
459.0,東和里,彰化縣員林市東和里萬年路2段121巷13號,民宅,地下室,"1 ","241 ",JSA00679,,彰化縣員林市東和里萬年路2段121巷13號
460.0,東和里,彰化縣員林市東和里員水路2段566巷28-38號,廖崇成中醫診所,地下室,"1 ","243 ",JSA01189,,彰化縣員林市東和里員水路2段566巷28-38號
461.0,東和里,彰化縣員林市東和里員水路2段566巷24號,民宅,地下室,"1 ","47 ",JSA01190,,彰化縣員林市東和里員水路2段566巷24號
462.0,東和里,彰化縣員林市東和里員水路2段566巷22號,民宅,地下室,"1 ","48 ",JSA01191,,彰化縣員林市東和里員水路2段566巷22號
463.0,東和里,彰化縣員林市東和里萬年路1段360號,富俋國際開發,地下室,"1 ","48 ",JSA01295,,彰化縣員林市東和里萬年路1段360號
464.0,東和里,彰化縣員林市東和里萬年路1段352號,野馬密室逃脫,地下室,"1 ","127 ",JSA01459,,彰化縣員林市東和里萬年路1段352號
465.0,東和里,彰化縣員林市東和里育英路2號,財經大樓,地下室,"1 ","548 ",JSA01537,,彰化縣員林市東和里育英路2號
466.0,仁愛里,彰化縣員林市仁愛里員東路2段仁愛巷8弄5號,民宅,地下室,"1 ","25 ",JSA00822,,彰化縣員林市仁愛里員東路2段仁愛巷8弄5號
467.0,仁愛里,彰化縣員林市員東路2段仁愛巷10弄7之1至8之4號,民宅,地下室,"1 ","247 ",JSA01162,,彰化縣員林市員東路2段仁愛巷10弄7之1至8之4號
468.0,仁愛里,彰化縣員林市仁愛里員東路2段362巷37.39號,民宅,地下室,"1 ","333 ",JSA01252,,彰化縣員林市仁愛里員東路2段362巷37.39號
469.0,仁愛里,彰化縣員林市仁愛里員東路2段362巷47號,民宅,地下室,"1 ","22 ",JSA01336,,彰化縣員林市仁愛里員東路2段362巷47號
470.0,仁愛里,彰化縣員林市大同路1段190巷18號,民宅,地下室,"1 ","32 ",JSA00812,,彰化縣員林市大同路1段190巷18號
471.0,仁愛里,彰化縣員林市大同路1段190巷37號,民宅,地下室,"1 ","35 ",JSA00857,,彰化縣員林市大同路1段190巷37號
472.0,仁愛里,彰化縣員林市仁愛里員東路2段376號,民宅,地下室,"1 ","31 ",JSA00479,,彰化縣員林市仁愛里員東路2段376號
473.0,仁愛里,彰化縣員林市仁愛里三民東街268號,遠傳員林三民東門市,地下室,"1 ","241 ",JSA00532,,彰化縣員林市仁愛里三民東街268號
474.0,仁愛里,彰化縣員林市大同路1段206號,MoMo美甲工作室,地下室,"1 ","1,994 ",JSA00533,,彰化縣員林市大同路1段206號
475.0,仁愛里,彰化縣員林市大同路1段190巷15號,民宅,地下室,"1 ","191 ",JSA00699,,彰化縣員林市大同路1段190巷15號
476.0,仁愛里,彰化縣員林市仁愛里員東路2段306號,民宅,地下室,"1 ","167 ",JSA00736,,彰化縣員林市仁愛里員東路2段306號
477.0,仁愛里,彰化縣員林市仁愛里員東路2段298號,皓安牙醫診所,地下室,"1 ","78 ",JSA00737,,彰化縣員林市仁愛里員東路2段298號
478.0,仁愛里,彰化縣員林市仁愛里員東路2段308號,藝樺美容美體舒壓館,地下室,"1 ","146 ",JSA00738,,彰化縣員林市仁愛里員東路2段308號
479.0,仁愛里,彰化縣員林市仁愛里員東路2段288號,民宅,地下室,"1 ","37 ",JSA00765,,彰化縣員林市仁愛里員東路2段288號
480.0,仁愛里,彰化縣員林市仁愛里員東路2段278號,民宅,地下室,"1 ","46 ",JSA00766,,彰化縣員林市仁愛里員東路2段278號
481.0,仁愛里,彰化縣員林市仁愛里大同路1段180號,巧妙補習班,地下室,"1 ","25 ",JSA00768,,彰化縣員林市仁愛里大同路1段180號
482.0,仁愛里,彰化縣員林市仁愛里大同路1段178號,培程文理補習班,地下室,"1 ","25 ",JSA00769,,彰化縣員林市仁愛里大同路1段178號
483.0,仁愛里,彰化縣員林市仁愛里大同路1段176號,民宅,地下室,"1 ","25 ",JSA00770,,彰化縣員林市仁愛里大同路1段176號
484.0,仁愛里,彰化縣員林市仁愛里大同路1段174號,小林牙醫診所,地下室,"1 ","25 ",JSA00771,,彰化縣員林市仁愛里大同路1段174號
485.0,仁愛里,彰化縣員林市仁愛里員東路2段328號,民宅,地下室,"1 ","50 ",JSA00778,,彰化縣員林市仁愛里員東路2段328號
486.0,仁愛里,彰化縣員林市仁愛里員東路2段320號,綠屋生活櫥櫃館,地下室,"1 ","43 ",JSA00779,,彰化縣員林市仁愛里員東路2段320號
487.0,仁愛里,彰化縣員林市仁愛里三民東街220號,"Le Polka服飾",地下室,"1 ","65 ",JSA00848,,彰化縣員林市仁愛里三民東街220號
488.0,仁愛里,彰化縣員林市仁愛里員東路2段268號,民宅,地下室,"1 ","37 ",JSA01049,,彰化縣員林市仁愛里員東路2段268號
489.0,仁愛里,彰化縣員林市仁愛里三民東街182-192號,來碗粥,地下室,"1 ","38 ",JSA01142,,彰化縣員林市仁愛里三民東街182-192號
490.0,仁愛里,彰化縣員林市仁愛里三民東街176巷3號,朵蕾妮音樂短期補習班,地下室,"1 ","44 ",JSA01161,,彰化縣員林市仁愛里三民東街176巷3號
491.0,仁愛里,彰化縣員林市仁愛里大同路1段200號,明彩數位影像,地下室,"1 ","16 ",JSA01449,,彰化縣員林市仁愛里大同路1段200號
492.0,仁愛里,彰化縣員林市仁愛里員東路2段410號,醫聯醫師藥局,地下室,"1 ","391 ",JSA01578,,彰化縣員林市仁愛里員東路2段410號
493.0,忠孝里,彰化縣員林市忠孝里員東路2段423巷9號,民宅,地下室,"1 ","31 ",JSA00343,,彰化縣員林市忠孝里員東路2段423巷9號
494.0,忠孝里,彰化縣員林市忠孝里員水路2段410號,東泉水果店,地下室,"1 ","36 ",JSA00345,,彰化縣員林市忠孝里員水路2段410號
495.0,忠孝里,彰化縣員林市忠孝里員水路2段368號,泉安蜜餞,地下室,"1 ","61 ",JSA00494,,彰化縣員林市忠孝里員水路2段368號
496.0,忠孝里,彰化縣員林市忠孝里員水路2段366巷36號,民宅,地下室,"1 ","25 ",JSA00814,,彰化縣員林市忠孝里員水路2段366巷36號
497.0,忠孝里,彰化縣員林市忠孝里員東路2段445號,仁愛庭園,地下室,"1 ","105 ",JSA00843,,彰化縣員林市忠孝里員東路2段445號
498.0,忠孝里,彰化縣員林市忠孝里員水路2段392號,民宅,地下室,"1 ","50 ",JSA01081,,彰化縣員林市忠孝里員水路2段392號
499.0,忠孝里,彰化縣員林市忠孝里員水路2段336.338號,民宅,地下室,"1 ","63 ",JSA01257,,彰化縣員林市忠孝里員水路2段336.338號
500.0,忠孝里,彰化縣員林市忠孝里員東路2段351巷9弄14號,民宅,地下室,"1 ","41 ",JSA01262,,彰化縣員林市忠孝里員東路2段351巷9弄14號
501.0,忠孝里,彰化縣員林市忠孝里員水路2段350號,羅馬大地學區廣場,地下室,"1 ","1,357 ",JSA01522,,彰化縣員林市忠孝里員水路2段350號
502.0,三義里,彰化縣員林市三義里三義路115號,員林商旅,地下室,"1 ","241 ",JSA01572,,彰化縣員林市三義里三義路115號
503.0,三義里,彰化縣員林市中山路1段389號,巨嘉電腦,地下室,"1 ","98 ",JSA01047,,彰化縣員林市中山路1段389號
504.0,三義里,彰化縣員林市中山路1段411號,嘉新帆布,地下室,"1 ","167 ",JSA01089,,彰化縣員林市中山路1段411號
505.0,三義里,彰化縣員林市中山路1段507號,白馬磁磚,地下室,"1 ","37 ",JSA00150,,彰化縣員林市中山路1段507號
506.0,三義里,彰化縣員林市中山路1段577號,光輝洋酒,地下室,"1 ","46 ",JSA00977,,彰化縣員林市中山路1段577號
507.0,三義里,彰化縣員林市中山路1段579號,民宅,地下室,"1 ","45 ",JSA00978,,彰化縣員林市中山路1段579號
508.0,三義里,彰化縣員林市中山路1段581號,民宅,地下室,"1 ","44 ",JSA00979,,彰化縣員林市中山路1段581號
509.0,三義里,彰化縣員林市三義里員鹿路103巷37號,民宅,地下室,"1 ","32 ",JSA01415,,彰化縣員林市三義里員鹿路103巷37號
510.0,三義里,彰化縣員林市三義里員鹿路103巷56弄65號,民宅,地下室,"1 ","28 ",JSA01448,,彰化縣員林市三義里員鹿路103巷56弄65號
511.0,三義里,彰化縣員林市三義里員鹿路245巷23號,民宅,地下室,"1 ","156 ",JSA01473,,彰化縣員林市三義里員鹿路245巷23號
512.0,三義里,彰化縣員林市三義里員鹿路245巷2號,民宅,地下室,"1 ","127 ",JSA01455,,彰化縣員林市三義里員鹿路245巷2號
513.0,三義里,彰化縣員林市三義里莒光路180號,"瑪吉斯貿易股份有限
公司",地下室,"1 ","310 ",JSA01436,,彰化縣員林市三義里莒光路180號
514.0,三義里,彰化縣員林市三義里莒光路191號,民宅,地下室,"1 ","54 ",JSA00684,,彰化縣員林市三義里莒光路191號
515.0,三義里,彰化縣員林市三義里莒光路90號,安全輪胎,地下室,"1 ","80 ",JSA01101,,彰化縣員林市三義里莒光路90號
516.0,三義里,彰化縣員林市三義里莒光路98號,承德牙醫診所,地下室,"1 ","127 ",JSA01099,,彰化縣員林市三義里莒光路98號
517.0,三義里,彰化縣員林市三義里莒光路9號,隆美窗簾,地下室,"1 ","18 ",JSA00449,,彰化縣員林市三義里莒光路9號
518.0,三義里,彰化縣員林市三義里惠安街20號,統帥大樓,地下室,"1 ","396 ",JSA01495,,彰化縣員林市三義里惠安街20號
519.0,三義里,彰化縣員林市三義里惠安街83號,皇家龍邸,地下室,"1 ","686 ",JSA01526,,彰化縣員林市三義里惠安街83號
520.0,三義里,彰化縣員林市三義里惠明街319號,員林稽徵處,地下室,"1 ","468 ",JSA01501,,彰化縣員林市三義里惠明街319號
521.0,中央里,彰化縣員林市中山路1段146號,建大輪胎,地下室,"1 ","1,166 ",JSA00081,,彰化縣員林市中山路1段146號
522.0,中央里,彰化縣員林市中山路1段6巷11號,利勤紡織,地下室,"1 ","183 ",JSA00836,,彰化縣員林市中山路1段6巷11號
523.0,中央里,彰化縣員林市中央里中央路566號,民宅,地下室,"1 ","31 ",JSA00043,,彰化縣員林市中央里中央路566號
524.0,中央里,彰化縣員林市中央里中央路435巷91號,民宅,地下室,"1 ","26 ",JSA00630,,彰化縣員林市中央里中央路435巷91號
525.0,中央里,彰化縣員林市中央里中央路337巷102號,民宅,地下室,"1 ","57 ",JSA00088,,彰化縣員林市中央里中央路337巷102號
526.0,中央里,彰化縣員林市中央里柳橋路二段207巷62號,民宅,地下室,"1 ","27 ",JSA00976,,彰化縣員林市中央里柳橋路二段207巷62號
527.0,中央里,彰化縣員林市中央里柳橋路二段207巷82號,民宅,地下室,"1 ","56 ",JSA01102,,彰化縣員林市中央里柳橋路二段207巷82號
528.0,中央里,彰化縣員林市中央里柳橋路二段207巷98號或148號,民宅,地下室,"1 ","3,183 ",JSA01574,,彰化縣員林市中央里柳橋路二段207巷98號或148號
529.0,中央里,彰化縣員林市中央里柳橋路二段365號,民宅,地下室,"1 ","103 ",JSA00091,,彰化縣員林市中央里柳橋路二段365號
530.0,中央里,彰化縣員林市中央里員集路2段131號,饒明國小,地下室,"1 ","212 ",JSA01328,,彰化縣員林市中央里員集路2段131號
531.0,中央里,彰化縣員林市中央里員集路2段177巷52-64號,歐鄉別墅二期,地下室,"1 ","602 ",JSA01427,,彰化縣員林市中央里員集路2段177巷52-64號
532.0,中央里,彰化縣員林市中央里中央路435巷93號,"今技矽膠工業股份
有限公司",地下室,"1 ","93 ",JSA01446,,彰化縣員林市中央里中央路435巷93號
533.0,中央里,彰化縣員林市中央里柳橋路二段285號,民宅,地下室,"1 ","466 ",JSA01373,,彰化縣員林市中央里柳橋路二段285號
534.0,南平里,彰化縣員林市南平里南平3街150號,民宅,地下室,"1 ","17 ",JSA01369,,彰化縣員林市南平里南平3街150號
535.0,南平里,彰化縣員林市南平里南平3街9號,大唐江山,地下室,"1 ","628 ",JSA01529,,彰化縣員林市南平里南平3街9號
536.0,南平里,彰化縣員林市南平里南平5街2號,民宅,地下室,"1 ","70 ",JSA01371,,彰化縣員林市南平里南平5街2號
537.0,南平里,彰化縣員林市南平里南平5街4號,民宅,地下室,"1 ","70 ",JSA01370,,彰化縣員林市南平里南平5街4號
538.0,南平里,彰化縣員林市南平里南平西街151號,民宅,地下室,"1 ","30 ",JSA01433,,彰化縣員林市南平里南平西街151號
539.0,南平里,彰化縣員林市南平里南平西街153號,民宅,地下室,"1 ","30 ",JSA01432,,彰化縣員林市南平里南平西街153號
540.0,南平里,員林市南平里南平街176號,榮城天廈,地下室,"1 ","868 ",JSA01477,,員林市南平里南平街176號
541.0,南平里,彰化縣員林市南平里南平西街187號,圓林嘉年華,地下室,"1 ","293 ",JSA01504,,彰化縣員林市南平里南平西街187號
542.0,南平里,彰化縣員林市南平里南平東街15-25號,星鑽廣場,地下室,"1 ","436 ",JSA01465,,彰化縣員林市南平里南平東街15-25號
543.0,南平里,彰化縣員林市南平里南平東街37號,佳佑建設,地下室,"1 ","412 ",JSA01536,,彰化縣員林市南平里南平東街37號
544.0,南平里,彰化縣員林市南平里南平街113號,鴻運廣場,地下室,"1 ","1,476 ",JSA01461,,彰化縣員林市南平里南平街113號
545.0,南平里,彰化縣員林市南平里南平三街11號,銀河廣場,地下室,"1 ","590 ",JSA01478,,彰化縣員林市南平里南平三街11號
546.0,南平里,彰化縣員林市南平里南潭路1巷26號,民宅,地下室,"1 ","56 ",JSA01469,,彰化縣員林市南平里南潭路1巷26號
547.0,南平里,彰化縣員林市南平里莒光路518號,明台產物保險,地下室,"1 ","63 ",JSA00782,,彰化縣員林市南平里莒光路518號
548.0,南平里,彰化縣員林市南平里莒光路533號,民宅,地下室,"1 ","31 ",JSA00164,,彰化縣員林市南平里莒光路533號
549.0,南平里,彰化縣員林市南平里莒光路534號,民宅,地下室,"1 ","31 ",JSA00163,,彰化縣員林市南平里莒光路534號
550.0,南平里,彰化縣員林市南平里莒光路646號,民宅,地下室,"1 ","20 ",JSA00135,,彰化縣員林市南平里莒光路646號
551.0,南平里,彰化縣員林市南平里莒光路648號,民宅,地下室,"1 ","103 ",JSA00134,,彰化縣員林市南平里莒光路648號
552.0,南平里,彰化縣員林市南平里莒光路649號,民宅,地下室,"1 ","73 ",JSA00059,,彰化縣員林市南平里莒光路649號
553.0,南平里,彰化縣員林市南平里莒光路665號,民宅,地下室,"1 ","88 ",JSA00724,,彰化縣員林市南平里莒光路665號
554.0,南平里,彰化縣員林市南平里復興路59巷23號,民宅,地下室,"1 ","45 ",JSA00346,,彰化縣員林市南平里復興路59巷23號
555.0,南平里,彰化縣員林市南平里惠農路25號,員林果菜市場,地下室,"1 ","211 ",JSA00024,,彰化縣員林市南平里惠農路25號
556.0,南平里,彰化縣員林市南平里新生路441號,悅順香料行,地下室,"1 ","22 ",JSA01127,,彰化縣員林市南平里新生路441號
557.0,南平里,彰化縣員林市南平里新生路489巷2之1號,民宅,地下室,"1 ","24 ",JSA00674,,彰化縣員林市南平里新生路489巷2之1號
558.0,南平里,彰化縣員林市南平里新生路490號,國榮電機材料行,地下室,"1 ","82 ",JSA00964,,彰化縣員林市南平里新生路490號
559.0,南平里,彰化縣員林市南平里新生路496號,民宅,地下室,"1 ","47 ",JSA00832,,彰化縣員林市南平里新生路496號
560.0,南平里,彰化縣員林市南平里新生路504巷6號,民宅,地下室,"1 ","140 ",JSA01051,,彰化縣員林市南平里新生路504巷6號
561.0,南平里,彰化縣員林市南平里新生路506號,鉦新眼鏡,地下室,"1 ","23 ",JSA00892,,彰化縣員林市南平里新生路506號
562.0,南平里,彰化縣員林市南平里新生路512號,民宅,地下室,"1 ","62 ",JSA01115,,彰化縣員林市南平里新生路512號
563.0,南平里,彰化縣員林市南平里新生路514號,皇冠髮型設計,地下室,"1 ","67 ",JSA01114,,彰化縣員林市南平里新生路514號
564.0,南平里,彰化縣員林市南平里南平里新生路520號,金昌記帳士事務所,地下室,"1 ","45 ",JSA00798,,彰化縣員林市南平里南平里新生路520號
565.0,南平里,彰化縣員林市南平里新生路522號,元新電子材料行,地下室,"1 ","44 ",JSA00799,,彰化縣員林市南平里新生路522號
566.0,南平里,彰化縣員林市南平里新生路538號,福鎮果菜商行,地下室,"1 ","56 ",JSA00801,,彰化縣員林市南平里新生路538號
567.0,南平里,彰化縣員林市南平里新生路558號,親家極上,地下室,"1 ","780 ",JSA01307,,彰化縣員林市南平里新生路558號
568.0,南平里,彰化縣員林市南平里靜修路74之13號,信眾藥局,地下室,"1 ","16 ",JSA00948,,彰化縣員林市南平里靜修路74之13號
569.0,南平里,彰化縣員林市南平里靜修路74之14號,大千書局,地下室,"1 ","33 ",JSA00949,,彰化縣員林市南平里靜修路74之14號
570.0,南平里,彰化縣員林市南平里靜修路74之22號,民宅,地下室,"1 ","40 ",JSA00847,,彰化縣員林市南平里靜修路74之22號
