編號,村里別,地址,建築物名稱,類別,地下樓層數,可容納人數,電腦編號,備註,placemark_address
21.0,中正里,彰化縣員林市中正里育英路22巷24號,員林國宅,地下室,"1 ","2,620 ",JSA01556,,彰化縣員林市中正里育英路22巷24號
22.0,中正里,彰化縣員林市中正里博愛路57號,博愛大廈,地下室,"1 ","155 ",JSA01580,,彰化縣員林市中正里博愛路57號
23.0,中正里,彰化縣員林市中正里林森路302號,八卦大樓,地下室,"1 ","481 ",JSA01581,,彰化縣員林市中正里林森路302號
24.0,中正里,彰化縣員林市中正里三民東街45號,茂仁眼科診所,地下室,"1 ","113 ",JSA01602,,彰化縣員林市中正里三民東街45號
25.0,中正里,彰化縣員林市中正里員東路2段498號,中華電信員林服務中心,地下室,"1 ","2,624 ",JSA01615,,彰化縣員林市中正里員東路2段498號
26.0,仁美里,彰化縣員林市仁美里和平街18號,游月說舞團,地下室,"1 ","11 ",JSA00005,,彰化縣員林市仁美里和平街18號
27.0,仁美里,彰化縣員林市仁美里靜修東路145號,民宅,地下室,"1 ","23 ",JSA00198,,彰化縣員林市仁美里靜修東路145號
28.0,仁美里,彰化縣員林市仁美里靜修東路147號,民宅,地下室,"1 ","23 ",JSA00199,,彰化縣員林市仁美里靜修東路147號
29.0,仁美里,彰化縣員林市仁美里靜修東路99號,非嚐不可牛肉麵,地下室,"1 ","46 ",JSA00392,,彰化縣員林市仁美里靜修東路99號
30.0,仁美里,彰化縣員林市仁美里大同路1段345號,大同國中,地下室,"1 ","114 ",JSA00661,,彰化縣員林市仁美里大同路1段345號
31.0,仁美里,彰化縣員林市仁美里育英路156號,中華素食,地下室,"1 ","17 ",JSA00680,,彰化縣員林市仁美里育英路156號
32.0,仁美里,彰化縣員林市仁美里育英路158號,員林仁升商行,地下室,"1 ","20 ",JSA00681,,彰化縣員林市仁美里育英路158號
33.0,仁美里,彰化縣員林市仁美里育英路160號,江媽媽港式燒臘,地下室,"1 ","47 ",JSA00685,,彰化縣員林市仁美里育英路160號
34.0,仁美里,彰化縣員林市仁美里育英路116巷2號,三民鐘錶材料行,地下室,"1 ","46 ",JSA00823,,彰化縣員林市仁美里育英路116巷2號
35.0,仁美里,彰化縣員林市仁美里育英路116巷4號,民宅,地下室,"1 ","47 ",JSA00824,,彰化縣員林市仁美里育英路116巷4號
36.0,仁美里,彰化縣員林市仁美里育英路116巷6號,民宅,地下室,"1 ","47 ",JSA00825,,彰化縣員林市仁美里育英路116巷6號
37.0,仁美里,彰化縣員林市仁美里育英路116巷8號,民宅,地下室,"1 ","47 ",JSA00826,,彰化縣員林市仁美里育英路116巷8號
38.0,仁美里,彰化縣員林市仁美里育英路116巷10號,民宅,地下室,"1 ","47 ",JSA00827,,彰化縣員林市仁美里育英路116巷10號
39.0,仁美里,彰化縣員林市仁美里育英路116巷12號,民宅,地下室,"1 ","47 ",JSA00828,,彰化縣員林市仁美里育英路116巷12號
40.0,仁美里,彰化縣員林市仁美里育英路116巷14號,民宅,地下室,"1 ","47 ",JSA00829,,彰化縣員林市仁美里育英路116巷14號
41.0,仁美里,彰化縣員林市仁美里育英路116巷16號,民宅,地下室,"1 ","46 ",JSA00830,,彰化縣員林市仁美里育英路116巷16號
42.0,仁美里,彰化縣員林市仁美里中正路622號,神瓏養生會館,地下室,"1 ","74 ",JSA00834,,彰化縣員林市仁美里中正路622號
43.0,仁美里,彰化縣員林市仁美里中正路616號,天生烤手,地下室,"1 ","76 ",JSA00881,,彰化縣員林市仁美里中正路616號
44.0,仁美里,彰化縣員林市仁美里中正路630號,拉亞漢堡,地下室,"1 ","66 ",JSA00906,,彰化縣員林市仁美里中正路630號
45.0,仁美里,彰化縣員林市仁美里和平東街40號,希拉餐廳,地下室,"1 ","126 ",JSA00909,,彰化縣員林市仁美里和平東街40號
46.0,仁美里,彰化縣員林市仁美里中正路628號,愛心小兒科,地下室,"1 ","71 ",JSA00912,,彰化縣員林市仁美里中正路628號
47.0,仁美里,彰化縣員林市仁美里中正路562巷,民宅,地下室,"1 ","787 ",JSA01042,,彰化縣員林市仁美里中正路562巷
48.0,仁美里,彰化縣員林市仁美里和平東街62之1號,東禾藥局,地下室,"1 ","25 ",JSA01066,,彰化縣員林市仁美里和平東街62之1號
49.0,仁美里,彰化縣員林市仁美里靜修路12號,康橋商旅,地下室,"1 ","1,246 ",JSA01140,,彰化縣員林市仁美里靜修路12號
50.0,仁美里,彰化縣員林市仁美里育英路140巷25號,民宅,地下室,"1 ","61 ",JSA01147,,彰化縣員林市仁美里育英路140巷25號
51.0,仁美里,彰化縣員林市仁美里和平東街34號,愛婗幼兒園,地下室,"1 ","51 ",JSA01155,,彰化縣員林市仁美里和平東街34號
52.0,仁美里,彰化縣員林市仁美里靜修東路76號,康騰教育機構,地下室,"1 ","60 ",JSA01251,,彰化縣員林市仁美里靜修東路76號
53.0,仁美里,彰化縣員林市仁美里靜修東路161號,民宅,地下室,"1 ","80 ",JSA01292,,彰化縣員林市仁美里靜修東路161號
54.0,仁美里,彰化縣員林市仁美里靜修東路52號,翰霖文教機構,地下室,"1 ","70 ",JSA01309,,彰化縣員林市仁美里靜修東路52號
55.0,仁美里,彰化縣員林市仁美里靜修東路120巷,陽明天下社區,地下室,"1 ","1,212 ",JSA01317,,彰化縣員林市仁美里靜修東路120巷
56.0,仁美里,彰化縣員林市仁美里育英路140巷31號,民宅,地下室,"1 ","53 ",JSA01326,,彰化縣員林市仁美里育英路140巷31號
57.0,仁美里,彰化縣員林市仁美里靜修東路55巷,陽明天下社區,地下室,"1 ","855 ",JSA01389,,彰化縣員林市仁美里靜修東路55巷
58.0,仁美里,彰化縣員林市仁美里靜修東路21號,羅記池上飯包,地下室,"1 ","85 ",JSA01412,,彰化縣員林市仁美里靜修東路21號
59.0,仁美里,彰化縣員林市仁美里靜修東路35號,風船葛花坊,地下室,"1 ","76 ",JSA01438,,彰化縣員林市仁美里靜修東路35號
60.0,仁美里,彰化縣員林市仁美里靜修東路39號,補習班,地下室,"1 ","152 ",JSA01439,,彰化縣員林市仁美里靜修東路39號
61.0,仁美里,彰化縣員林市仁美里靜修東路37號,非凡比服飾,地下室,"1 ","76 ",JSA01440,,彰化縣員林市仁美里靜修東路37號
62.0,仁美里,彰化縣員林市仁美里中正路648號,民宅,地下室,"1 ","55 ",JSA01472,,彰化縣員林市仁美里中正路648號
63.0,仁美里,彰化縣員林市仁美里靜修東路60號,濤園大樓,地下室,"1 ","198 ",JSA01490,,彰化縣員林市仁美里靜修東路60號
64.0,仁美里,彰化縣員林市仁美里靜修東路42號,真中醫診所,地下室,"1 ","133 ",JSA01541,,彰化縣員林市仁美里靜修東路42號
65.0,仁美里,彰化縣員林市仁美里浮圳路2段405號,泰山大世紀名人特區,地下室,"1 ","1,961 ",JSA01610,,彰化縣員林市仁美里浮圳路2段405號
66.0,中山里,彰化縣員林市中山里中山路1段844號,合作金庫員林分行,地下室,"1 ","16 ",JSA00006,,彰化縣員林市中山里中山路1段844號
67.0,中山里,彰化縣員林市中山里中山路1段836號,好樂迪,地下室,"1 ","38 ",JSA00009,,彰化縣員林市中山里中山路1段836號
68.0,中山里,彰化縣員林市中山里民族街33號,員林何醫院,地下室,"1 ","186 ",JSA00057,,彰化縣員林市中山里民族街33號
69.0,中山里,彰化縣員林市中山里中山路1段780號,"員林人休閒商業
大樓",地下室,"1 ","516 ",JSA00974,,彰化縣員林市中山里中山路1段780號
70.0,中山里,彰化縣員林市中山里光明街305號,奇締男飾店,地下室,"1 ","80 ",JSA00980,,彰化縣員林市中山里光明街305號
71.0,中山里,彰化縣員林市中山里光明街303號,大和眼鏡,地下室,"1 ","80 ",JSA00981,,彰化縣員林市中山里光明街303號
72.0,中山里,彰化縣員林市中山里中山路1段805號,髮絲特假髮,地下室,"1 ","22 ",JSA01052,,彰化縣員林市中山里中山路1段805號
73.0,中山里,彰化縣員林市中山里光明街253號,RAY髮型美甲沙龍,地下室,"1 ","14 ",JS001072,,彰化縣員林市中山里光明街253號
74.0,中山里,彰化縣員林市中山里光明街251號,誠泰男飾店,地下室,"1 ","14 ",JSA01073,,彰化縣員林市中山里光明街251號
75.0,中山里,彰化縣員林市中山里光明街249號,Quella嬰幼服飾,地下室,"1 ","14 ",JSA01074,,彰化縣員林市中山里光明街249號
76.0,中山里,彰化縣員林市中山里光明街247號,行動時尚館,地下室,"1 ","14 ",JSA01075,,彰化縣員林市中山里光明街247號
77.0,中山里,彰化縣員林市中山里光明街355號,"Blue way碩登服飾店",地下室,"1 ","74 ",JSA01106,,彰化縣員林市中山里光明街355號
78.0,中山里,彰化縣員林市中山里光明街353號,夢工場禾都眼鏡,地下室,"1 ","76 ",JSA01107,,彰化縣員林市中山里光明街353號
79.0,中山里,彰化縣員林市中山里光明街351號,水噹噹皮鞋店,地下室,"1 ","76 ",JSA01108,,彰化縣員林市中山里光明街351號
80.0,中山里,彰化縣員林市中山里光明街349號,"O2td outfit服飾",地下室,"1 ","76 ",JSA01109,,彰化縣員林市中山里光明街349號
81.0,中山里,彰化縣員林市中山里光明街345號,California服飾,地下室,"1 ","116 ",JSA01110,,彰化縣員林市中山里光明街345號
82.0,中山里,彰化縣員林市中山里光明街347號,印象服飾店,地下室,"1 ","304 ",JSA01126,,彰化縣員林市中山里光明街347號
83.0,中山里,彰化縣員林市中山里中山路1段820號,仁仁小兒科診所,地下室,"1 ","73 ",JSA01265,,彰化縣員林市中山里中山路1段820號
84.0,中山里,彰化縣員林市中山里民族街33號,員林何醫院,地下室,"1 ","203 ",JSA01393,,彰化縣員林市中山里民族街33號
85.0,中山里,彰化縣員林市中山里中山路1段717號,臺灣之星,地下室,"1 ","148 ",JSA01498,,彰化縣員林市中山里中山路1段717號
86.0,和平里,彰化縣員林市和平里民權街54號,新生大旅社,地下室,"1 ","44 ",JSA00020,,彰化縣員林市和平里民權街54號
87.0,和平里,彰化縣員林市和平里中山路2段369巷4號,台灣電力公司,地下室,"1 ","125 ",JSA00032,,彰化縣員林市和平里中山路2段369巷4號
88.0,和平里,彰化縣員林市和平里中山路2段2號,萊爾富員林店,地下室,"1 ","275 ",JSA00056,,彰化縣員林市和平里中山路2段2號
89.0,和平里,彰化縣員林市和平里民權街48號,民宅,地下室,"1 ","87 ",JSA00062,,彰化縣員林市和平里民權街48號
90.0,和平里,彰化縣員林市和平里中正路585號,員林客運,地下室,"1 ","198 ",JSA00071,,彰化縣員林市和平里中正路585號
91.0,和平里,彰化縣員林市和平里中山路2段30號,民宅,地下室,"1 ","537 ",JSA00076,,彰化縣員林市和平里中山路2段30號
92.0,和平里,彰化縣員林市和平里中山路2段277巷12弄4號,公寓,地下室,"1 ","152 ",JSA00086,,彰化縣員林市和平里中山路2段277巷12弄4號
93.0,和平里,彰化縣員林市和平里中山路2段123號,大慶眼鏡,地下室,"1 ","65 ",JSA00098,,彰化縣員林市和平里中山路2段123號
94.0,和平里,彰化縣員林市和平里中山路2段277巷3號,民宅,地下室,"1 ","16 ",JSA00115,,彰化縣員林市和平里中山路2段277巷3號
95.0,和平里,彰化縣員林市和平里建國路38巷27號,民宅,地下室,"1 ","24 ",JSA00147,,彰化縣員林市和平里建國路38巷27號
96.0,和平里,彰化縣員林市和平里中山路2段36號,光陽機車采和車業,地下室,"1 ","50 ",JSA00174,,彰化縣員林市和平里中山路2段36號
97.0,和平里,彰化縣員林市和平里中山路2段131巷48弄5號,民宅,地下室,"1 ","78 ",JSA00358,,彰化縣員林市和平里中山路2段131巷48弄5號
98.0,和平里,彰化縣員林市和平里中山路2段131巷48弄13號,民宅,地下室,"1 ","78 ",JSA00362,,彰化縣員林市和平里中山路2段131巷48弄13號
99.0,和平里,彰化縣員林市和平里中山路2段131巷48弄15號,民宅,地下室,"1 ","78 ",JSA00363,,彰化縣員林市和平里中山路2段131巷48弄15號
100.0,和平里,彰化縣員林市和平里中山路2段131巷48弄19號,民宅,地下室,"1 ","78 ",JSA00365,,彰化縣員林市和平里中山路2段131巷48弄19號
101.0,和平里,彰化縣員林市和平里中山路2段131巷48弄21號,民宅,地下室,"1 ","78 ",JSA00366,,彰化縣員林市和平里中山路2段131巷48弄21號
102.0,和平里,彰化縣員林市和平里中山路2段131巷48弄25號,民宅,地下室,"1 ","78 ",JSA00368,,彰化縣員林市和平里中山路2段131巷48弄25號
103.0,和平里,彰化縣員林市和平里中山路2段131巷48弄27號,民宅,地下室,"1 ","78 ",JSA00369,,彰化縣員林市和平里中山路2段131巷48弄27號
104.0,和平里,彰化縣員林市和平里中山路2段131巷48弄29號,民宅,地下室,"1 ","78 ",JSA00370,,彰化縣員林市和平里中山路2段131巷48弄29號
105.0,和平里,彰化縣員林市和平里中山路2段131巷48弄4號,民宅,地下室,"1 ","17 ",JSA00372,,彰化縣員林市和平里中山路2段131巷48弄4號
106.0,和平里,彰化縣員林市和平里中山路2段131巷48弄6號,民宅,地下室,"1 ","17 ",JSA00373,,彰化縣員林市和平里中山路2段131巷48弄6號
107.0,和平里,彰化縣員林市和平里中山路2段131巷48弄12號,民宅,地下室,"1 ","17 ",JSA00376,,彰化縣員林市和平里中山路2段131巷48弄12號
108.0,和平里,彰化縣員林市和平里中山路2段131巷48弄14號,民宅,地下室,"1 ","17 ",JSA00377,,彰化縣員林市和平里中山路2段131巷48弄14號
109.0,和平里,彰化縣員林市和平里中山路2段131巷48弄16號,民宅,地下室,"1 ","17 ",JSA00378,,彰化縣員林市和平里中山路2段131巷48弄16號
110.0,和平里,彰化縣員林市和平里中山路2段131巷48弄18號,民宅,地下室,"1 ","17 ",JSA00379,,彰化縣員林市和平里中山路2段131巷48弄18號
111.0,和平里,彰化縣員林市和平里中山路2段131巷48弄28號,民宅,地下室,"1 ","17 ",JSA00384,,彰化縣員林市和平里中山路2段131巷48弄28號
112.0,和平里,彰化縣員林市和平里中山路2段131巷48弄30號,民宅,地下室,"1 ","17 ",JSA00385,,彰化縣員林市和平里中山路2段131巷48弄30號
113.0,和平里,彰化縣員林市和平里新興街105號,民宅,地下室,"1 ","42 ",JSA00431,,彰化縣員林市和平里新興街105號
114.0,和平里,彰化縣員林市和平里新興街113號,民宅,地下室,"1 ","56 ",JSA00432,,彰化縣員林市和平里新興街113號
115.0,和平里,彰化縣員林市和平里莒光路774號,民宅,地下室,"1 ","54 ",JSA00442,,彰化縣員林市和平里莒光路774號
116.0,和平里,彰化縣員林市和平里莒光路772號,民宅,地下室,"1 ","54 ",JSA00443,,彰化縣員林市和平里莒光路772號
117.0,和平里,彰化縣員林市和平里莒光路764巷1號,民宅,地下室,"1 ","31 ",JSA00444,,彰化縣員林市和平里莒光路764巷1號
118.0,和平里,彰化縣員林市和平里莒光路764巷13號,民宅,地下室,"1 ","45 ",JSA00445,,彰化縣員林市和平里莒光路764巷13號
119.0,和平里,彰化縣員林市和平里莒光路764巷5號,民宅,地下室,"1 ","45 ",JSA00446,,彰化縣員林市和平里莒光路764巷5號
120.0,和平里,彰化縣員林市和平里莒光路780巷1號,民宅,地下室,"1 ","22 ",JSA00455,,彰化縣員林市和平里莒光路780巷1號
121.0,和平里,彰化縣員林市和平里莒光路796號,鴻毅汽車材料,地下室,"1 ","353 ",JSA00606,,彰化縣員林市和平里莒光路796號
122.0,和平里,彰化縣員林市和平里莒光路778號,民宅,地下室,"1 ","84 ",JSA00802,,彰化縣員林市和平里莒光路778號
123.0,和平里,彰化縣員林市和平里中山路2段121號,杏宇語言治療所,地下室,"1 ","20 ",JSA00835,,彰化縣員林市和平里中山路2段121號
124.0,和平里,彰化縣員林市和平里中山路2段119號,刺衛紋身,地下室,"1 ","22 ",JSA00845,,彰化縣員林市和平里中山路2段119號
125.0,和平里,彰化縣員林市和平里中正路511號,天莘聯合診所,地下室,"1 ","192 ",JSA00905,,彰化縣員林市和平里中正路511號
126.0,和平里,彰化縣員林市和平里中山路2段82號,民宅,地下室,"1 ","75 ",JSA00928,,彰化縣員林市和平里中山路2段82號
127.0,和平里,彰化縣員林市和平里中山路2段277巷12弄3號,民宅,地下室,"1 ","1,380 ",JSA01022,,彰化縣員林市和平里中山路2段277巷12弄3號
128.0,和平里,彰化縣員林市和平里中山路2段369巷2弄17號,民宅,地下室,"1 ","80 ",JSA01095,,彰化縣員林市和平里中山路2段369巷2弄17號
129.0,和平里,彰化縣員林市和平里中正路573號,優美印刷廠,地下室,"1 ","75 ",JSA01154,,彰化縣員林市和平里中正路573號
130.0,和平里,彰化縣員林市和平里中山路2段277巷45號,民宅,地下室,"1 ","35 ",JSA01231,,彰化縣員林市和平里中山路2段277巷45號
131.0,和平里,彰化縣員林市和平里莒光路724-734號,瓦特淨水生活館,地下室,"1 ","102 ",JSA01337,,彰化縣員林市和平里莒光路724-734號
132.0,和平里,彰化縣員林市和平里靜修路48之1號,儒林美術社,地下室,"1 ","30 ",JSA01379,,彰化縣員林市和平里靜修路48之1號
133.0,和平里,彰化縣員林市和平里莒光路736巷50號,民宅,地下室,"1 ","26 ",JSA01400,,彰化縣員林市和平里莒光路736巷50號
134.0,和平里,彰化縣員林市和平里莒光路736巷52號,民宅,地下室,"1 ","46 ",JSA01401,,彰化縣員林市和平里莒光路736巷52號
135.0,和平里,彰化縣員林市和平里中山路2段277巷,民宅,地下室,"1 ","6,808 ",JSA01458,,彰化縣員林市和平里中山路2段277巷
136.0,和平里,彰化縣員林市和平里雙平路16號,民宅,地下室,"1 ","16 ",JSA01489,,彰化縣員林市和平里雙平路16號
137.0,和平里,彰化縣員林市和平里中山路2段131巷54弄13號,民宅,地下室,"1 ","355 ",JSA01549,,彰化縣員林市和平里中山路2段131巷54弄13號
138.0,和平里,彰化縣員林市和平里莒光路736巷1號,書香福第社區,地下室,"1 ","1,025 ",JSA01576,,彰化縣員林市和平里莒光路736巷1號
139.0,和平里,彰化縣員林市和平里和平街20號,員林禪寺,地下室,"1 ","994 ",JSA01585,,彰化縣員林市和平里和平街20號
140.0,和平里,彰化縣員林市和平里中山路2段79號,拓元西服,地下室,"1 ","1,485 ",JSA01620,,彰化縣員林市和平里中山路2段79號
141.0,三信里,彰化縣員林市三信里浮圳路2段632號,"歐特曼生技股份
有限公司",地下室,"1 ","50 ",JSA00025,,彰化縣員林市三信里浮圳路2段632號
142.0,三信里,彰化縣員林市三信里大同路2段192號,初席髮苑,地下室,"1 ","20 ",JSA00109,,彰化縣員林市三信里大同路2段192號
143.0,三信里,彰化縣員林市三信里大同路2段333巷68號,民宅,地下室,"1 ","38 ",JSA00110,,彰化縣員林市三信里大同路2段333巷68號
144.0,三信里,彰化縣員林市三信里中山路2段257號,永慶不動產,地下室,"1 ","38 ",JSA00139,,彰化縣員林市三信里中山路2段257號
145.0,三信里,彰化縣員林市三信里大同路2段237號,神腦國際,地下室,"1 ","43 ",JSA00459,,彰化縣員林市三信里大同路2段237號
146.0,三信里,彰化縣員林市三信里中山路2段240號,彰化地檢,地下室,"1 ","191 ",JSA00634,,彰化縣員林市三信里中山路2段240號
147.0,三信里,彰化縣員林市三信里中山路2段240號,彰化地檢,地下室,"1 ","291 ",JSA00648,,彰化縣員林市三信里中山路2段240號
148.0,三信里,彰化縣員林市三信里中山路2段138號,周燒肉飯,地下室,"1 ","16 ",JSA00726,,彰化縣員林市三信里中山路2段138號
149.0,三信里,彰化縣員林市三信里中山路2段140號,海味小卷米粉,地下室,"1 ","16 ",JSA00727,,彰化縣員林市三信里中山路2段140號
150.0,三信里,彰化縣員林市三信里中山路2段142號,員林北門素食煎包,地下室,"1 ","16 ",JSA00728,,彰化縣員林市三信里中山路2段142號
151.0,三信里,彰化縣員林市三信里中山路2段154號,找餐店,地下室,"1 ","16 ",JSA00735,,彰化縣員林市三信里中山路2段154號
152.0,三信里,彰化縣員林市三信里育英路453號,民宅,地下室,"1 ","55 ",JSA00739,,彰化縣員林市三信里育英路453號
153.0,三信里,彰化縣員林市三信里大同路2段199巷8弄5號,民宅,地下室,"1 ","23 ",JSA00794,,彰化縣員林市三信里大同路2段199巷8弄5號
154.0,三信里,彰化縣員林市三信里大同路2段199巷8弄1號,民宅,地下室,"1 ","23 ",JSA00796,,彰化縣員林市三信里大同路2段199巷8弄1號
155.0,三信里,彰化縣員林市三信里育英路561巷3號,民宅,地下室,"1 ","15 ",JSA00985,,彰化縣員林市三信里育英路561巷3號
156.0,三信里,彰化縣員林市三信里育英路571號,三色麵疙瘩,地下室,"1 ","23 ",JSA00991,,彰化縣員林市三信里育英路571號
157.0,三信里,彰化縣員林市三信里育英路565號,英元氣活力屋早餐,地下室,"1 ","23 ",JSA00994,,彰化縣員林市三信里育英路565號
158.0,三信里,彰化縣員林市三信里育英路563號,大員林不動產,地下室,"1 ","23 ",JSA00995,,彰化縣員林市三信里育英路563號
159.0,三信里,彰化縣員林市三信里育英路557號,傑欣農藥行,地下室,"1 ","23 ",JSA00997,,彰化縣員林市三信里育英路557號
160.0,三信里,彰化縣員林市三信里育英路555號,"賴維直地政士
事務所",地下室,"1 ","23 ",JSA00998,,彰化縣員林市三信里育英路555號
161.0,三信里,彰化縣員林市三信里育英路553號,民宅,地下室,"1 ","23 ",JSA00999,,彰化縣員林市三信里育英路553號
162.0,三信里,彰化縣員林市三信里育英路551號,常春藤英語,地下室,"1 ","23 ",JSA01000,,彰化縣員林市三信里育英路551號
163.0,三信里,彰化縣員林市三信里育英路561巷2號,民宅,地下室,"1 ","14 ",JSA01001,,彰化縣員林市三信里育英路561巷2號
164.0,三信里,彰化縣員林市三信里育英路561巷6號,民宅,地下室,"1 ","15 ",JSA01003,,彰化縣員林市三信里育英路561巷6號
165.0,三信里,彰化縣員林市三信里育英路561巷14號,民宅,地下室,"1 ","21 ",JSA01004,,彰化縣員林市三信里育英路561巷14號
166.0,三信里,彰化縣員林市三信里育英路561巷16號,民宅,地下室,"1 ","21 ",JSA01005,,彰化縣員林市三信里育英路561巷16號
167.0,三信里,彰化縣員林市三信里育英路539巷1號,經典之美髮型藝術,地下室,"1 ","14 ",JSA01020,,彰化縣員林市三信里育英路539巷1號
168.0,三信里,彰化縣員林市三信里育英路539巷11號,滴靈家庭用品社,地下室,"1 ","25 ",JSA01021,,彰化縣員林市三信里育英路539巷11號
169.0,三信里,彰化縣員林市三信里僑信街62號,民宅,地下室,"1 ","23 ",JSA01032,,彰化縣員林市三信里僑信街62號
170.0,三信里,彰化縣員林市三信里僑信街50號,巨明霓虹廣告社,地下室,"1 ","52 ",JSA01059,,彰化縣員林市三信里僑信街50號
171.0,三信里,彰化縣員林市三信里僑信街48號,高昇數學家教班,地下室,"1 ","52 ",JSA01060,,彰化縣員林市三信里僑信街48號
172.0,三信里,彰化縣員林市三信里育英路579號,民宅,地下室,"1 ","24 ",JSA01067,,彰化縣員林市三信里育英路579號
173.0,三信里,彰化縣員林市三信里育英路577號,民宅,地下室,"1 ","24 ",JSA01068,,彰化縣員林市三信里育英路577號
174.0,三信里,彰化縣員林市三信里育英路575號,民宅,地下室,"1 ","24 ",JSA01069,,彰化縣員林市三信里育英路575號
175.0,三信里,彰化縣員林市三信里育英路573號,民宅,地下室,"1 ","24 ",JSA01070,,彰化縣員林市三信里育英路573號
176.0,三信里,彰化縣員林市三信里法院街74號,民宅,地下室,"1 ","27 ",JSA01083,,彰化縣員林市三信里法院街74號
177.0,三信里,彰化縣員林市三信里法院街76號,民宅,地下室,"1 ","27 ",JSA01084,,彰化縣員林市三信里法院街76號
178.0,三信里,彰化縣員林市三信里法院街78號,民宅,地下室,"1 ","28 ",JSA01085,,彰化縣員林市三信里法院街78號
179.0,三信里,彰化縣員林市三信里中山路2段280號,僑信國小,地下室,"1 ","302 ",JSA01171,,彰化縣員林市三信里中山路2段280號
180.0,三信里,彰化縣員林市三信里中山路2段280號,僑信國小,地下室,"1 ","84 ",JSA01341,,彰化縣員林市三信里中山路2段280號
181.0,三信里,彰化縣員林市三信里大同路2段305.307號,民宅,地下室,"1 ","22 ",JSA01367,,彰化縣員林市三信里大同路2段305.307號
182.0,三信里,彰化縣員林市三信里中山路2段280號,僑信國小,地下室,"1 ","140 ",JSA01368,,彰化縣員林市三信里中山路2段280號
183.0,三信里,彰化縣員林市三信里大同路2段297號,民宅,地下室,"1 ","22 ",JSA01450,,彰化縣員林市三信里大同路2段297號
184.0,三信里,彰化縣員林市三信里大仁南街12至22號,民宅,地下室,"1 ","470 ",JSA01471,,彰化縣員林市三信里大仁南街12至22號
185.0,三信里,彰化縣員林市三信里中山路二段280號,僑信國小,地下室,"1 ","853 ",JSA01517,,彰化縣員林市三信里中山路二段280號
186.0,三信里,彰化縣員林市三信里大同路2段199巷201號,民宅,地下室,"1 ","98 ",JSA01167,,彰化縣員林市三信里大同路2段199巷201號
187.0,新興里,彰化縣員林市新興里中正路520號,民宅,地下室,"1 ","17 ",JSA00451,,彰化縣員林市新興里中正路520號
