類別,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
公寓,兆連里,基隆市仁愛區獅球路37巷11弄17號,"25.124827,121.7388593",B01,29,第一分局,
公寓,兆連里,基隆市仁愛區獅球路25巷10號,"25.1255473,121.7396707",B01,20,第一分局,
公寓,兆連里,基隆市仁愛區獅球路25巷7號,"25.1257457,121.7393793",B01,42,第一分局,
兆連國宅,兆連里,基隆市仁愛區獅球路25巷8號,"25.1253473,121.7391015",B02,1760,第一分局,
成功國小-教學大樓,光華里,基隆市仁愛區獅球路6號,"25.1259711,121.7388667",B01,280,第一分局,
成功國小-活動中心,光華里,基隆市仁愛區獅球路6號,"25.1261156,121.738612",B01,374,第一分局,
成功市場,光華里,基隆市仁愛區成功一路88號,"25.1274871,121.7375473",B02,1686,第一分局,
國民運動中心,光華里,基隆市仁愛區獅球路8之1號,"25.1248489,121.7378407",B01,1172,第一分局,
南榮新村,吉仁里,基隆市仁愛區南新街206號,"25.123426,121.7457595",B01,53,第一分局,
公寓,吉仁里,基隆市仁愛區南榮路219之2號,"25.1230243,121.7431046",B01,25,第一分局,
公寓,吉仁里,基隆市仁愛區南榮路191巷15之2號,"25.1234383,121.7436846",B01,35,第一分局,
公寓,吉仁里,基隆市仁愛區南榮路213之4號,"25.1231194,121.7431007",B01,164,第一分局,
公寓,吉仁里,基隆市仁愛區南榮路183號,"25.1238674,121.7430017",B01,355,第一分局,
公寓,吉仁里,基隆市仁愛區南榮路187號,"25.1237277,121.7430178",B01,137,第一分局,
公寓,曲水里,基隆市仁愛區龍安街169號,"25.1239454,121.7420832",B01,60,第一分局,
公寓,曲水里,基隆市仁愛區龍安街196巷15號,"25.1235306,121.7416139",B01,21,第一分局,
公寓,曲水里,基隆市仁愛區南榮路64巷33號,"25.1230646,121.7425393",B01,20,第一分局,
公寓,曲水里,基隆市仁愛區龍安街143號,"25.1244051,121.7419993",B01,63,第一分局,
公寓,曲水里,基隆市仁愛區南榮路64巷6號,"25.1232994,121.7427746",B01,105,第一分局,
公寓,育仁里,基隆市仁愛區南榮路319巷22號,"25.1199897,121.7446785",B01,15,第一分局,
公寓,育仁里,基隆市仁愛區南榮路319巷16號,"25.119744,121.7445946",B01,97,第一分局,
南榮國小,育仁里,基隆市仁愛區南榮路321號,"25.1195071,121.7439066",B01,332,第一分局,
公寓,育仁里,基隆市仁愛區南榮路120號,"25.1189223,121.7433985",B01,260,第一分局,
公寓,和明里,基隆市仁愛區仁一路295號,"25.1288013,121.7468818",B01,296,第一分局,
公寓,和明里,基隆市仁愛區仁一路267之4號,"25.1283446,121.7479641",B01,83,第一分局,
仁愛國小,和明里,基隆市仁愛區仁二路139號,"25.127833,121.7460322",B01,557,第一分局,
公寓,和明里,基隆市仁愛區仁一路299號,"25.129041,121.746378",B01,339,第一分局,
公寓,和明里,基隆市仁愛區愛五路34號,"25.1288289,121.745888",B01,417,第一分局,
公寓,和明里,基隆市仁愛區仁一路265巷16號,"25.1277506,121.7479136",B01,166,第一分局,
選委會,和明里,基隆市仁愛區仁一路263號,"25.1282892,121.7481184",B02,287,第一分局,
公寓,和明里,基隆市仁愛區仁一路257號,"25.1282083,121.7490133",B05,902,第一分局,
世紀首席,和明里,基隆市仁愛區仁一路261之1號,"25.1281696,121.7484024",B04,1128,第一分局,
港都帝座,和明里,基隆市仁愛區仁一路277號,"25.1284429,121.7475464",B01,425,第一分局,
公寓,忠勇里,基隆市仁愛區愛五路19巷20號,"25.1289275,121.7452815",B01,35,第一分局,
公寓,忠勇里,基隆市仁愛區仁二路194號,"25.1287405,121.7450457",B01,72,第一分局,
公寓,忠勇里,基隆市仁愛區仁二路196號,"25.1287517,121.745009",B01,70,第一分局,
公寓,忠勇里,基隆市仁愛區仁二路198號,"25.128772,121.7449711",B01,129,第一分局,
公寓,忠勇里,基隆市仁愛區仁二路181巷5之2號,"25.1282349,121.7447128",B01,45,第一分局,
公寓,忠勇里,基隆市仁愛區仁二路191號,"25.1287248,121.7447839",B01,51,第一分局,
公寓,忠勇里,基隆市仁愛區仁三路11號,"25.1279723,121.7445061",B03,721,第一分局,
公寓,明德里,基隆市仁愛區孝三路23號,"25.1291399,121.7385667",B01,114,第一分局,
公寓,明德里,基隆市仁愛區孝三路39號,"25.1293314,121.7387242",B01,75,第一分局,
公寓,明德里,基隆市仁愛區孝三路35號,"25.1292708,121.7386835",B01,77,第一分局,
公寓,明德里,基隆市仁愛區孝三路41號,"25.1293941,121.7387678",B01,84,第一分局,
公寓,明德里,基隆市仁愛區忠三路91號,"25.1294831,121.738828",B01,65,第一分局,
公寓,明德里,基隆市仁愛區忠三路97之12號,"25.1295252,121.7385967",B01,105,第一分局,
公寓,林泉里,基隆市仁愛區復興街6巷23號,"25.1258005,121.7522688",B01,45,第一分局,
公寓,林泉里,基隆市仁愛區復興街6巷46之1號,"25.1257195,121.7520828",B01,51,第一分局,
公寓,林泉里,基隆市仁愛區復興街44巷16號,"25.1263553,121.7523375",B01,33,第一分局,
公寓,林泉里,基隆市仁愛區復興街16巷19號,"25.1261066,121.7525796",B01,52,第一分局,
公寓,林泉里,基隆市仁愛區復興街40之3號,"25.1263408,121.752716",B01,34,第一分局,
公寓,林泉里,基隆市仁愛區復興街64巷15號,"25.1250079,121.7522541",B01,20,第一分局,
公寓,林泉里,基隆市仁愛區復興街4巷2號,"25.1268764,121.7521046",B01,33,第一分局,
公寓,林泉里,基隆市仁愛區復興街60巷3號,"25.1254699,121.7524052",B01,28,第一分局,
公寓,林泉里,基隆市仁愛區復興街45號,"25.1265586,121.7531227",B01,70,第一分局,
公寓,林泉里,基隆市仁愛區復興街16巷20號,"25.1263849,121.7524949",B01,42,第一分局,
公寓,林泉里,基隆市仁愛區復興街14號,"25.1268497,121.7525568",B01,68,第一分局,
公寓,花崗里,基隆市仁愛區仁一路95巷2之1號,"25.1277283,121.7534673",B01,22,第一分局,
公寓,花崗里,基隆市仁愛區仁一路129號,"25.1278964,121.7525571",B01,44,第一分局,
公寓,花崗里,基隆市仁愛區愛九路22號,"25.1272573,121.7523449",B01,66,第一分局,
公寓,花崗里,基隆市仁愛區仁一路95巷22號,"25.1272477,121.7534741",B01,19,第一分局,
公寓,花崗里,基隆市仁愛區仁一路157號,"25.1279253,121.7519266",B01,113,第一分局,
公寓,花崗里,基隆市仁愛區仁一路95巷28之2號,"25.1271649,121.7534593",B01,99,第一分局,
公寓,花崗里,基隆市仁愛區劉銘傳路11巷38弄18號,"25.1271316,121.7520431",B01,35,第一分局,
公寓,花崗里,基隆市仁愛區仁一路107巷25號,"25.1269133,121.7531864",B01,18,第一分局,
公寓,花崗里,基隆市仁愛區愛九路25巷6號,"25.1271807,121.7528108",B01,40,第一分局,
仁愛禧園,花崗里,基隆市仁愛區仁一路107巷8號,"25.1273583,121.7531154",B01,40,第一分局,
公寓,花崗里,基隆市仁愛區愛九路11號,"25.1275109,121.7527131",B01,169,第一分局,
公寓,花崗里,基隆市仁愛區愛九路1號,"25.1277719,121.752808",B01,108,第一分局,
兆鎮,花崗里,基隆市仁愛區仁一路133號之1,"25.1277551,121.7524295",B01,434,第一分局,
仁愛禧園,花崗里,基隆市仁愛區仁一路107巷6號之1,"25.1274546,121.753026",B01,165,第一分局,
公寓,英仁里,基隆市仁愛區南榮路403巷19之1號,"25.118006,121.7451083",B01,10,第一分局,
公寓,英仁里,基隆市仁愛區南榮路393巷45號,"25.1184446,121.7456945",B01,23,第一分局,
公寓,英仁里,基隆市仁愛區南榮路393巷41號,"25.1183776,121.7455792",B01,131,第一分局,
金寶塔,英仁里,基隆市仁愛區南榮路463巷22弄6之1號,"25.1164289,121.7503828",B02,1178,第一分局,
公寓,虹橋里,基隆市仁愛區劉銘傳路53巷4號,"25.1262349,121.7509773",B01,78,第一分局,
公寓,虹橋里,基隆市仁愛區劉銘傳路63巷14之3號,"25.1258524,121.7511234",B01,43,第一分局,
公寓,虹橋里,基隆市仁愛區劉銘傳路63巷4號,"25.1259161,121.7509173",B01,16,第一分局,
公寓,虹橋里,基隆市仁愛區劉銘傳路63巷18號,"25.1257747,121.7511551",B01,38,第一分局,
公寓,虹橋里,基隆市仁愛區劉銘傳路43巷36號,"25.1269437,121.7514137",B01,20,第一分局,
公寓,虹橋里,基隆市仁愛區劉銘傳路63巷12號,"25.125911,121.7510534",B01,12,第一分局,
公寓,虹橋里,基隆市仁愛區劉銘傳路57號,"25.1261913,121.7508234",B01,26,第一分局,
金鼎大廈,虹橋里,基隆市仁愛區劉銘傳路51號,"25.126446,121.7508564",B02,223,第一分局,
公寓,虹橋里,基隆市仁愛區劉銘傳路3之2號,"25.1276779,121.7511499",B02,323,第一分局,
兆鎮晶鑽,虹橋里,基隆市仁愛區劉銘傳路11巷13號,"25.1276724,121.7512324",B01,332,第一分局,
仁愛華府,書院里,基隆市仁愛區華六街9號,"25.1251397,121.7360907",B01B02B03,1040,第一分局,
仁愛富悅,書院里,基隆市仁愛區獅球路42巷2號,"25.1247429,121.7359739",B01,356,第一分局,
仁愛富悅,書院里,基隆市仁愛區獅球路42巷3號,"25.1246486,121.7361049",B01,657,第一分局,
公寓,崇文里,基隆市仁愛區精一路3之1號,"25.1267298,121.7415888",B01,67,第一分局,
公寓,崇文里,基隆市仁愛區精一路1號,"25.1267698,121.7416124",B01,103,第一分局,
大華商旅,崇文里,基隆市仁愛區精一路15號,"25.1265016,121.741458",B01,541,第一分局,
公寓,博愛里,基隆市仁愛區愛二路1之5號,"25.1276519,121.7409725",B01,51,第一分局,
公寓,博愛里,基隆市仁愛區仁五路12-5號,"25.1273427,121.741226",B01,352,第一分局,
公寓,博愛里,基隆市仁愛區仁五路8號,"25.1272285,121.7414154",B01,376,第一分局,
仁愛市場,博愛里,基隆市仁愛區愛一路8號,"25.1281258,121.7407224",B01,3812,第一分局,
公寓,博愛里,基隆市仁愛區仁五路6號,"25.1271951,121.7414799",B01,102,第一分局,
公寓,智仁里,基隆市仁愛區延平街77之6號,"25.1248033,121.7487479",B01,150,第一分局,
公寓,智仁里,基隆市仁愛區延平街16號,"25.1267721,121.7484058",B01,37,第一分局,
公寓,智仁里,基隆市仁愛區愛七路53號,"25.1258297,121.7491993",B01,67,第一分局,
公寓,智仁里,基隆市仁愛區愛七路19號,"25.1271264,121.7492008",B01,24,第一分局,
公寓,智仁里,基隆市仁愛區仁二路63號,"25.1276826,121.7494987",B01,62,第一分局,
公寓,智仁里,基隆市仁愛區延平街7號,"25.1271973,121.7486489",B01,38,第一分局,
公寓,智仁里,基隆市仁愛區延平街16之33號,"25.1268647,121.748428",B01,101,第一分局,
公寓,智仁里,基隆市仁愛區仁二路119巷7號,"25.1266955,121.7480965",B01,68,第一分局,
公寓,智仁里,基隆市仁愛區延平街12巷29號,"25.1269212,121.7482907",B01,65,第一分局,
公寓,智仁里,基隆市仁愛區仁二路119巷11號,"25.1263221,121.748166",B01,74,第一分局,
公寓,智仁里,基隆市仁愛區愛七路14巷4號,"25.1271936,121.7488766",B01,111,第一分局,
公寓,智仁里,基隆市仁愛區延平街46號,"25.1256845,121.7484166",B01,210,第一分局,
信義國小-教學大樓,智仁里,基隆市仁愛區仁二路135號,"25.1273692,121.7473104",B01,230,第一分局,
公寓,智仁里,基隆市仁愛區仁二路119巷5號,"25.1272651,121.746896",B01,53,第一分局,
公寓,智仁里,基隆市仁愛區仁二路52號,"25.1271458,121.7480302",B01,34,第一分局,
公寓,智仁里,基隆市仁愛區延平街12巷16號,"25.1278004,121.7496005",B01,77,第一分局,
信義國小-活動中心,智仁里,基隆市仁愛區仁二路135號,"25.1271233,121.7481856",B01,323,第一分局,
公寓,智仁里,基隆市仁愛區仁二路95號,"25.1262172,121.7472017",B01,133,第一分局,
雙喜居,智仁里,基隆市仁愛區愛七路40號,"25.1275416,121.7485193",B01,281,第一分局,
仁愛名邸,智仁里,基隆市仁愛區仁二路51巷13號,"25.1262049,121.7489923",B01,505,第一分局,
仁愛延吉,智仁里,基隆市仁愛區延平街33號,"25.1274202,121.7497884",B01,532,第一分局,
公寓,智仁里,基隆市仁愛區仁二路119巷3號,"25.1263431,121.7485673",B01,110,第一分局,
信義國小-日月亭停車場,智仁里,基隆市仁愛區仁二路135號,"25.1272679,121.7480338",B01,984,第一分局,
公寓,朝棟里,基隆市仁愛區成功一路113巷39號,"25.1268095,121.7467605",B01,29,第一分局,
光華國宅,朝棟里,基隆市仁愛區成功一路133巷1-30號,"25.1267203,121.7354807",B01,9758,第一分局,
公寓,新店里,基隆市仁愛區孝二路106號,"25.1284682,121.7363961",B01B02B03B04,201,第一分局,
國際百貨,新店里,基隆市仁愛區孝二路86號,"25.1306146,121.7408383",B01,484,第一分局,
公寓,新店里,基隆市仁愛區忠二路27號,"25.1301534,121.7405993",B01,132,第一分局,
公寓,新店里,基隆市仁愛區孝二路93巷15號,"25.1300515,121.7398013",B01,90,第一分局,
公寓,新店里,基隆市仁愛區孝二路54號,"25.1305622,121.7401732",B01,196,第一分局,
公寓,新店里,基隆市仁愛區忠二路31號,"25.1293241,121.7400675",B01,139,第一分局,
華帥海景飯店,新店里,基隆市仁愛區孝二路108號,"25.1301146,121.739706",B01,224,第一分局,
公寓,新店里,基隆市仁愛區忠三路6號,"25.1288013,121.7403754",B01,324,第一分局,
公寓,新店里,基隆市仁愛區孝一路26號,"25.1288843,121.7405183",B02,115,第一分局,
慶安宮,新店里,基隆市仁愛區忠二路1之1號,"25.1295579,121.7409332",B02,280,第一分局,
公寓,新店里,基隆市仁愛區孝二路82號,"25.1300231,121.7405036",B01,93,第一分局,
公寓,獅球里,基隆市仁愛區獅球路169巷5弄11號,"25.1236327,121.7367695",B01,40,第一分局,
公寓,獅球里,基隆市仁愛區獅球路49號,"25.1251137,121.7385903",B01,93,第一分局,
公寓,誠仁里,基隆市仁愛區南榮路161巷6號,"25.1238679,121.7433595",B01,46,第一分局,
台北香港,誠仁里,基隆市仁愛區南榮路22號,"25.1255979,121.7426295",B03,667,第一分局,
仁愛精典,誠仁里,基隆市仁愛區南榮路151巷108號,"25.1256482,121.7449134",B01,452,第一分局,
公寓,福仁里,基隆市仁愛區南榮路77號,"25.1259634,121.7428167",B01,104,第一分局,
仁愛遠見,福仁里,基隆市仁愛區南榮路117巷37弄17之2號,"25.1261757,121.7441609",B01,132,第一分局,
公寓,德厚里,基隆市仁愛區龍安街220巷8號,"25.1221673,121.7415498",B01,441,第一分局,
華麗站前,德厚里,基隆市仁愛區龍安街200號,"25.1228519,121.7418083",B02,1080,第一分局,
龍安遠見,德厚里,基隆市仁愛區龍安街220巷7號,"25.1220579,121.7413354",B01,161,第一分局,
公寓,龍門里,基隆市仁愛區南榮路134巷56號,"25.1168694,121.7431434",B01,113,第一分局,
公寓,龍門里,基隆市仁愛區南榮路134巷54號,"25.1171555,121.7431565",B01,172,第一分局,
艾美獎,龍門里,基隆市仁愛區龍安街198巷33號,"25.1225967,121.7412868",B02,2997,第一分局,
來欣南榮公寓,龍門里,基隆市仁愛區南榮路134巷66號,"25.1173982,121.743292",B01,121,第一分局,
