行政區,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
士林區,WVA02050,三玉里,臺北市士林區德行東路265巷1號,"25.110205,121.534968",1,"374 ",士林分局,
士林區,WVA02059,三玉里,臺北市士林區士東路200巷83號,"25.109983,121.534169",1,"138 ",士林分局,
士林區,WVA02910,三玉里,臺北市士林區士東路200巷49弄2號,"25.1108,121.534234",1,"373 ",士林分局,
士林區,WVA02932,三玉里,臺北市士林區士東路200巷31弄16號,"25.111512,121.534588",1,"458 ",士林分局,
士林區,WVA02941,三玉里,臺北市士林區芝玉路二段61巷2-8號,"25.111865,121.534668",3,"857 ",士林分局,
士林區,WVA02942,三玉里,臺北市士林區士東路200巷68號,"25.110306,121.533906",2,"245 ",士林分局,
士林區,WVA00332,三玉里,臺北市士林區忠誠路二段50巷17號,"25.110737,121.52976",1,"788 ",士林分局,
士林區,WVA01654,三玉里,臺北市士林區忠誠路二段42號,"25.110372,121.529928",2,"2966 ",士林分局,
士林區,WVA01657,三玉里,臺北市士林區忠誠路二段52號,"25.11084,121.530395",1,"362 ",士林分局,
士林區,WVA01658,三玉里,臺北市士林區忠誠路二段56號,"25.111031,121.530428",1,"614 ",士林分局,
士林區,WVA01682,三玉里,臺北市士林區忠誠路二段40巷6號,"25.110219,121.529833",1,"941 ",士林分局,
士林區,WVA01684,三玉里,臺北市士林區忠誠路二段50巷2號,"25.11083,121.530227",1,"144 ",士林分局,
士林區,WVA01685,三玉里,臺北市士林區忠誠路二段50巷8號,"25.110855,121.529882",1,"805 ",士林分局,
士林區,WVA02018,三玉里,臺北市士林區士東路136號,"25.112213,121.5306",1,"1086 ",士林分局,
士林區,WVA02027,三玉里,臺北市士林區忠誠路二段76巷15號,"25.111785,121.529945",1,"1049 ",士林分局,
士林區,WVA02028,三玉里,臺北市士林區忠誠路二段70巷11號,"25.111395,121.529872",1,"1905 ",士林分局,
士林區,WVA02055,三玉里,臺北市士林區德行東路217號,"25.109347,121.532763",1,"190 ",士林分局,
士林區,WVA02061,三玉里,臺北市士林區德行東路219巷1號,"25.109531,121.532669",1,"346 ",士林分局,
士林區,WVA02728,三玉里,臺北市士林區德行東路203巷2號,"25.109251,121.532146",1,"862 ",士林分局,
士林區,WVA01182,三玉里,臺北市士林區天母東路84號,"25.117896,121.535656",1,"498 ",士林分局,
士林區,WVA01183,三玉里,臺北市士林區天母東路88號,"25.117968,121.535801",1,"520 ",士林分局,
士林區,WVA01207,三玉里,臺北市士林區天母東路82巷2號,"25.117785,121.535422",1,"246 ",士林分局,
士林區,WVA01674,三玉里,臺北市士林區忠誠路二段21巷15號,"25.109473,121.531234",2,"534 ",士林分局,
士林區,WVA01675,三玉里,臺北市士林區忠誠路二段21巷25號,"25.109593,121.531717",1,"390 ",士林分局,
士林區,WVA01676,三玉里,臺北市士林區忠誠路二段21巷31號,"25.109749,121.532183",1,"520 ",士林分局,
士林區,WVA01677,三玉里,臺北市士林區忠誠路二段21巷43號,"25.109981,121.532825",1,"953 ",士林分局,
士林區,WVA01678,三玉里,臺北市士林區忠誠路二段21巷47號,"25.110075,121.533187",1,"1084 ",士林分局,
士林區,WVA01683,三玉里,臺北市士林區忠誠路二段41巷32號,"25.110059,121.531848",1,"196 ",士林分局,
士林區,WVA02062,三玉里,臺北市士林區忠誠路二段21巷38號,"25.109732,121.532574",1,"297 ",士林分局,
士林區,WVA02063,三玉里,臺北市士林區忠誠路二段21巷37號,"25.10984,121.532531",1,"288 ",士林分局,
士林區,WVA02064,三玉里,臺北市士林區德行東路203巷8號,"25.109703,121.531961",1,"152 ",士林分局,
士林區,WVA02697,三玉里,臺北市士林區德行東路221號,"25.109385,121.532884",1,"316 ",士林分局,
士林區,WVA02729,三玉里,臺北市士林區德行東路219巷17號,"25.11005,121.532453",1,"196 ",士林分局,
士林區,WVA02791,三玉里,臺北市士林區忠誠路二段247號,"25.11792,121.534902",1,"1010 ",士林分局,
士林區,WVA02792,三玉里,臺北市士林區忠誠路二段55號,"25.11181,121.531437",3,"17673 ",士林分局,
士林區,WVA02850,三玉里,臺北市士林區忠誠路二段41巷30號,"25.109923,121.531584",2,"617 ",士林分局,
士林區,WVA03048,三玉里,臺北市士林區忠誠路二段21巷17號,"25.109503,121.531377",1,"156 ",士林分局,
士林區,WVA03066,三玉里,臺北市士林區忠誠路二段25號,"25.109338,121.530756",3,"2300 ",士林分局,
士林區,WVA03304,三玉里,臺北市士林區忠誠路二段21巷22號,"25.109309,121.531647",1,"155 ",士林分局,
士林區,WVA03123,三玉里,臺北市士林區士東路200巷49弄1號,"25.111111,121.534149",1,"437 ",士林分局,
士林區,WVA03134,三玉里,臺北市士林區士東路200巷59號,"25.11061,121.53406",3,"1373 ",士林分局,
士林區,WVA03159,三玉里,臺北市士林區士東路200巷51號,"25.110866,121.534049",1,"564 ",士林分局,
士林區,WVA02846,三玉里,臺北市士林區忠誠路二段53巷7號,"25.111419,121.532376",2,"2381 ",士林分局,
士林區,WVA03320,三玉里,臺北市士林區忠誠路二段21巷26號,"25.109432,121.531865",1,"661 ",士林分局,
士林區,WVA01169,三玉里,臺北市士林區天母東路116號,"25.117995,121.537323",1,"3365 ",士林分局,
士林區,WVA02794,三玉里,臺北市士林區忠誠路二段207巷1號,"25.116544,121.535223",1,"1158 ",士林分局,
士林區,WVA00014,三玉里,臺北市士林區士東路301號,"25.114732,121.537719",1,"4289 ",士林分局,
士林區,WVA00007,三玉里,臺北市士林區士東路180號,"25.1123,121.53229",1,"481 ",士林分局,
士林區,WVA03173,三玉里,臺北市士林區忠誠路二段101號,"25.11624,121.536531",2、3,"25866 ",士林分局,
士林區,WVA03173,三玉里,臺北市士林區忠誠路二段101號,"25.11624,121.536531",3,"16513 ",士林分局,
士林區,WVA03045,三玉里,臺北市士林區忠誠路二段207巷6號,"25.116551,121.536362",2,"13701 ",士林分局,
士林區,WVA03290,三玉里,臺北市士林區士東路190之3號,"25.110914,121.533344",3,"2571 ",士林分局,
士林區,WVA01655,三玉里,臺北市士林區忠誠路二段51號,"25.110582,121.531058",1,"457 ",士林分局,
士林區,WVA01655,三玉里,臺北市士林區忠誠路二段51號,"25.110582,121.531058",1,"406 ",士林分局,
士林區,WVA01655,三玉里,臺北市士林區忠誠路二段51號,"25.110582,121.531058",1,"1321 ",士林分局,
士林區,WVA01655,三玉里,臺北市士林區忠誠路二段51號,"25.110582,121.531058",1,"1321 ",士林分局,
士林區,WVA00073,仁勇里,臺北市士林區大北路116號,"25.090537,121.523885",1,"25 ",士林分局,
士林區,WVA00081,仁勇里,臺北市士林區大北路62號,"25.090121,121.525306",1,"42 ",士林分局,
士林區,WVA00083,仁勇里,臺北市士林區大北路64號,"25.090135,121.52526",1,"220 ",士林分局,
士林區,WVA00086,仁勇里,臺北市士林區大北路74號,"25.090198,121.525049",1,"170 ",士林分局,
士林區,WVA00087,仁勇里,臺北市士林區大北路80號,"25.090243,121.524886",1,"53 ",士林分局,
士林區,WVA00089,仁勇里,臺北市士林區大北路90號,"25.090354,121.52464",1,"57 ",士林分局,
士林區,WVA00092,仁勇里,臺北市士林區大西路62號,"25.091245,121.524734",1,"188 ",士林分局,
士林區,WVA00093,仁勇里,臺北市士林區大西路64號,"25.09128,121.524745",1,"449 ",士林分局,
士林區,WVA00094,仁勇里,臺北市士林區大西路70-1號,"25.091286,121.525268",1,"44 ",士林分局,
士林區,WVA00150,仁勇里,臺北市士林區小北街41號,"25.090752,121.524794",1,"100 ",士林分局,
士林區,WVA00161,仁勇里,臺北市士林區小西街76-3號,"25.090833,121.524103",1,"113 ",士林分局,
士林區,WVA02918,仁勇里,臺北市士林區大西路71號,"25.091515,121.524726",2,"1201 ",士林分局,
士林區,WVA00098,仁勇里,臺北市士林區大東路127號,"25.091705,121.525431",1,"28 ",士林分局,
士林區,WVA00099,仁勇里,臺北市士林區大東路128號,"25.091725,121.525553",1,"200 ",士林分局,
士林區,WVA00100,仁勇里,臺北市士林區大東路129號,"25.091754,121.525419",1,"96 ",士林分局,
士林區,WVA00102,仁勇里,臺北市士林區大東路133號,"25.091847,121.525395",1,"89 ",士林分局,
士林區,WVA00103,仁勇里,臺北市士林區大東路140號,"25.091951,121.525491",1,"41 ",士林分局,
士林區,WVA00104,仁勇里,臺北市士林區大東路142號,"25.091996,121.525478",3,"57 ",士林分局,
士林區,WVA00105,仁勇里,臺北市士林區大東路144號,"25.09204,121.525465",1,"73 ",士林分局,
士林區,WVA00122,仁勇里,臺北市士林區大東路83號,"25.090833,121.525668",2,"141 ",士林分局,
士林區,WVA00123,仁勇里,臺北市士林區大東路88巷3號,"25.091453,121.525809",1,"24 ",士林分局,
士林區,WVA01290,仁勇里,臺北市士林區文林路66號,"25.086884,121.525763",1,"262 ",士林分局,
士林區,WVA01294,仁勇里,臺北市士林區文林路255巷13號,"25.090841,121.52642",1,"74 ",士林分局,
士林區,WVA03296,仁勇里,臺北市士林區小北街28號,"25.090845,121.525285",1,"417 ",士林分局,
士林區,WVA00107,仁勇里,臺北市士林區大東路16-10號,"25.088021,121.525223",1,"30 ",士林分局,
士林區,WVA00113,仁勇里,臺北市士林區大東路22號,"25.088733,121.525129",1,"125 ",士林分局,
士林區,WVA00169,仁勇里,臺北市士林區小南街14號,"25.088743,121.525718",1,"80 ",士林分局,
士林區,WVA00170,仁勇里,臺北市士林區小南街20號,"25.088837,121.525561",1,"40 ",士林分局,
士林區,WVA00171,仁勇里,臺北市士林區小南街27號,"25.088705,121.525375",1,"32 ",士林分局,
士林區,WVA00172,仁勇里,臺北市士林區小南街32號,"25.088792,121.525332",1,"117 ",士林分局,
士林區,WVA01258,仁勇里,臺北市士林區文林路102號,"25.0879,121.526315",5,"1248 ",士林分局,
士林區,WVA01259,仁勇里,臺北市士林區文林路112號,"25.088137,121.52636",1,"188 ",士林分局,
士林區,WVA01260,仁勇里,臺北市士林區文林路132號,"25.088585,121.526568",1,"62 ",士林分局,
士林區,WVA01261,仁勇里,臺北市士林區文林路146號,"25.088861,121.5267",1,"112 ",士林分局,
士林區,WVA01267,仁勇里,臺北市士林區文林路170號,"25.089386,121.526948",1,"40 ",士林分局,
士林區,WVA01274,仁勇里,臺北市士林區文林路283號,"25.091685,121.526211",1,"664 ",士林分局,
士林區,WVA01275,仁勇里,臺北市士林區文林路291號,"25.091899,121.526158",1,"753 ",士林分局,
士林區,WVA01375,仁勇里,臺北市士林區安平街5巷3號,"25.088244,121.5256",1,"65 ",士林分局,
士林區,WVA00069,仁勇里,臺北市士林區大北路10號,"25.089731,121.526674",1,"98 ",士林分局,
士林區,WVA00074,仁勇里,臺北市士林區大北路12號,"25.089763,121.526638",1,"106 ",士林分局,
士林區,WVA00075,仁勇里,臺北市士林區大北路14號,"25.089777,121.526591",1,"73 ",士林分局,
士林區,WVA00076,仁勇里,臺北市士林區大北路20號,"25.089815,121.526476",1,"121 ",士林分局,
士林區,WVA00077,仁勇里,臺北市士林區大北路28號,"25.089846,121.526262",1,"34 ",士林分局,
士林區,WVA00078,仁勇里,臺北市士林區大北路32號,"25.089873,121.526169",1,"133 ",士林分局,
士林區,WVA00080,仁勇里,臺北市士林區大北路48號,"25.089986,121.525803",1,"54 ",士林分局,
士林區,WVA00088,仁勇里,臺北市士林區大北路9號,"25.089637,121.526636",1,"84 ",士林分局,
士林區,WVA00115,仁勇里,臺北市士林區大東路40號,"25.089448,121.52536",1,"92 ",士林分局,
士林區,WVA00117,仁勇里,臺北市士林區大東路44號,"25.089541,121.52539",1,"74 ",士林分局,
士林區,WVA00118,仁勇里,臺北市士林區大東路46號,"25.089586,121.525403",1,"58 ",士林分局,
士林區,WVA00119,仁勇里,臺北市士林區大東路48號,"25.089631,121.52542",1,"78 ",士林分局,
士林區,WVA00120,仁勇里,臺北市士林區大東路76號,"25.090394,121.525803",1,"129 ",士林分局,
士林區,WVA00121,仁勇里,臺北市士林區大東路78號,"25.090453,121.525949",1,"94 ",士林分局,
士林區,WVA00126,仁勇里,臺北市士林區大南路16號,"25.089086,121.525946",1,"45 ",士林分局,
士林區,WVA00134,仁勇里,臺北市士林區大南路34-1號,"25.08923,121.525428",1,"49 ",士林分局,
士林區,WVA00148,仁勇里,臺北市士林區小北街19號,"25.090387,121.526168",1,"58 ",士林分局,
士林區,WVA00149,仁勇里,臺北市士林區小北街23號,"25.090409,121.526093",1,"48 ",士林分局,
士林區,WVA00151,仁勇里,臺北市士林區小北街7號,"25.090316,121.526478",1,"144 ",士林分局,
士林區,WVA00162,仁勇里,臺北市士林區小東街18號,"25.089048,121.526211",1,"41 ",士林分局,
士林區,WVA00164,仁勇里,臺北市士林區小東街24號,"25.089148,121.526247",1,"77 ",士林分局,
士林區,WVA00165,仁勇里,臺北市士林區小東街28號,"25.089224,121.526273",1,"117 ",士林分局,
士林區,WVA00166,仁勇里,臺北市士林區小東街31號,"25.089348,121.526227",1,"88 ",士林分局,
士林區,WVA00167,仁勇里,臺北市士林區小東街35號,"25.08944,121.526231",1,"264 ",士林分局,
士林區,WVA00168,仁勇里,臺北市士林區小東街36號,"25.089379,121.526328",1,"28 ",士林分局,
士林區,WVA01266,仁勇里,臺北市士林區文林路169號,"25.089461,121.526767",1,"100 ",士林分局,
士林區,WVA01268,仁勇里,臺北市士林區文林路193-197號,"25.089731,121.526878",1,"229 ",士林分局,
士林區,WVA01269,仁勇里,臺北市士林區文林路199號,"25.089915,121.526977",1,"108 ",士林分局,
士林區,WVA01270,仁勇里,臺北市士林區文林路201號,"25.089976,121.526988",1,"80 ",士林分局,
士林區,WVA03331,仁勇里,臺北市士林區文林路144巷10號,"25.088588,121.526917",1,"369 ",士林分局,
士林區,WVA03197,仁勇里,臺北市士林區文林路235號,"25.090485,121.526702",2,"1744 ",士林分局,
士林區,WVA01264,仁勇里,臺北市士林區文林路162號,"25.089186,121.526855",1,"292 ",士林分局,
士林區,WVA01271,仁勇里,臺北市士林區文林路205號,"25.090085,121.526976",1,"152 ",士林分局,
士林區,WVA01262,仁勇里,臺北市士林區文林路158號,"25.089067,121.526867",1,"457 ",士林分局,
士林區,WVA01263,仁勇里,臺北市士林區文林路158-1號,"25.089023,121.527024",1,"476 ",士林分局,
士林區,WVA00002,公館里,臺北市士林區永公路245巷24號,"25.123179,121.559017",1,"160 ",士林分局,
士林區,WVA00955,天山里,臺北市士林區中山北路七段14巷30弄2號,"25.119026,121.533041",1,"545 ",士林分局,
士林區,WVA00957,天山里,臺北市士林區中山北路七段14巷30弄9號,"25.119208,121.533514",1,"466 ",士林分局,
士林區,WVA00958,天山里,臺北市士林區天母東路43巷4弄1號,"25.118642,121.532483",1,"1386 ",士林分局,
士林區,WVA00959,天山里,臺北市士林區天母東路43巷4弄2號,"25.118473,121.532486",1,"613 ",士林分局,
士林區,WVA00962,天山里,臺北市士林區天母東路61巷8號,"25.11857,121.533994",1,"114 ",士林分局,
士林區,WVA00963,天山里,臺北市士林區天母東路37巷3號,"25.118189,121.532118",1,"829 ",士林分局,
士林區,WVA00964,天山里,臺北市士林區天母東路69巷7號,"25.118943,121.5342",1,"389 ",士林分局,
士林區,WVA01174,天山里,臺北市士林區天母東路45號,"25.118216,121.532445",1,"373 ",士林分局,
士林區,WVA01176,天山里,臺北市士林區天母東路49號,"25.118217,121.532869",1,"1345 ",士林分局,
士林區,WVA01178,天山里,臺北市士林區天母東路59號,"25.11822,121.533638",1,"318 ",士林分局,
士林區,WVA01178,天山里,臺北市士林區天母東路59號,"25.11822,121.533638",2,"901 ",士林分局,
士林區,WVA01180,天山里,臺北市士林區天母東路63號,"25.118227,121.534034",1,"904 ",士林分局,
士林區,WVA01188,天山里,臺北市士林區天母東路43巷4弄12號,"25.118483,121.53319",1,"677 ",士林分局,
士林區,WVA01189,天山里,臺北市士林區天母東路43巷4弄13號,"25.118673,121.533169",2,"1618 ",士林分局,
士林區,WVA01192,天山里,臺北市士林區天母東路61巷5號,"25.118891,121.53381",1,"349 ",士林分局,
士林區,WVA01193,天山里,臺北市士林區天母東路61巷6號,"25.118454,121.534026",1,"450 ",士林分局,
士林區,WVA01194,天山里,臺北市士林區天母東路69巷1號,"25.1185,121.534407",1,"346 ",士林分局,
士林區,WVA02943,天山里,臺北市士林區天母東路43巷4弄10號,"25.118482,121.532892",1,"696 ",士林分局,
士林區,WVA00377,天山里,臺北市士林區中山北路七段34號,"25.119954,121.531155",1,"358 ",士林分局,
士林區,WVA00406,天山里,臺北市士林區中山北路七段14巷31弄8號,"25.119892,121.53231",1,"412 ",士林分局,
士林區,WVA00874,天山里,臺北市士林區中山北路七段36號,"25.120103,121.531245",1,"401 ",士林分局,
士林區,WVA00931,天山里,臺北市士林區中山北路七段82巷10弄18號,"25.120398,121.532024",1,"210 ",士林分局,
士林區,WVA00933,天山里,臺北市士林區中山北路七段82巷10弄24號,"25.120155,121.532122",1,"292 ",士林分局,
士林區,WVA00950,天山里,臺北市士林區天母東路1號,"25.118362,121.53093",1,"677 ",士林分局,
士林區,WVA01095,天山里,臺北市士林區中山北路七段14巷2號,"25.118635,121.531073",1,"712 ",士林分局,
士林區,WVA01101,天山里,臺北市士林區中山北路七段14巷29-1號,"25.119129,121.532497",1,"2273 ",士林分局,
士林區,WVA01131,天山里,臺北市士林區中山北路七段38巷12弄1號,"25.119812,121.531897",1,"169 ",士林分局,
士林區,WVA01132,天山里,臺北市士林區中山北路七段38巷12弄2號,"25.11974,121.531791",1,"286 ",士林分局,
士林區,WVA01133,天山里,臺北市士林區中山北路七段38巷12弄4號,"25.119696,121.531822",1,"229 ",士林分局,
士林區,WVA01134,天山里,臺北市士林區中山北路七段14巷31弄3號,"25.119626,121.53256",2,"154 ",士林分局,
士林區,WVA01140,天山里,臺北市士林區中山北路七段82巷10弄38號,"25.119751,121.532705",1,"161 ",士林分局,
士林區,WVA02995,天山里,臺北市士林區中山北路七段38巷12弄6號,"25.119589,121.531823",1,"149 ",士林分局,
士林區,WVA03098,天山里,臺北市士林區中山北路七段38巷11號,"25.120125,121.531584",1,"1254 ",士林分局,
士林區,WVA03110,天山里,臺北市士林區中山北路七段14巷5弄13號,"25.119562,121.531458",1,"1606 ",士林分局,
士林區,WVA03146,天山里,臺北市士林區中山北七段14巷31弄7號,"25.119691,121.532355",2,"824 ",士林分局,
士林區,WVA00401,天山里,臺北市士林區中山北路七段14巷17號,"25.118829,121.53215",1,"754 ",士林分局,
士林區,WVA00402,天山里,臺北市士林區中山北路七段14巷23號,"25.119057,121.532211",1,"382 ",士林分局,
士林區,WVA00403,天山里,臺北市士林區中山北路七段14巷7號,"25.118856,121.531513",1,"577 ",士林分局,
士林區,WVA01081,天山里,臺北市士林區中山北路七段82巷29號,"25.121777,121.533126",1,"324 ",士林分局,
士林區,WVA01097,天山里,臺北市士林區中山北路七段14巷6號,"25.11867,121.531499",1,"437 ",士林分局,
士林區,WVA01098,天山里,臺北市士林區中山北路七段14巷8號,"25.118597,121.531676",1,"865 ",士林分局,
士林區,WVA01099,天山里,臺北市士林區中山北路七段14巷15號,"25.118846,121.531871",1,"885 ",士林分局,
士林區,WVA01100,天山里,臺北市士林區中山北路七段14巷12號,"25.118652,121.531903",1,"196 ",士林分局,
士林區,WVA01113,天山里,臺北市士林區中山北路七段14巷5弄2號,"25.119028,121.531473",1,"558 ",士林分局,
士林區,WVA01137,天山里,臺北市士林區中山北路七段82巷10弄31號,"25.120159,121.532645",1,"94 ",士林分局,
士林區,WVA01138,天山里,臺北市士林區中山北路七段82巷10弄35號,"25.119987,121.532752",1,"490 ",士林分局,
士林區,WVA01138,天山里,臺北市士林區中山北路七段82巷10弄35號,"25.119987,121.532752",2,"137 ",士林分局,
士林區,WVA01171,天山里,臺北市士林區天母東路29號,"25.118192,121.531919",1,"328 ",士林分局,
士林區,WVA01195,天山里,臺北市士林區天母東路69巷21號,"25.120149,121.533002",1,"1002 ",士林分局,
士林區,WVA00380,天山里,臺北市士林區中山北路七段54號,"25.120597,121.531454",1,"1552 ",士林分局,
士林區,WVA00458,天山里,臺北市士林區中山北路七段82巷11號,"25.121355,121.532589",1,"500 ",士林分局,
士林區,WVA00459,天山里,臺北市士林區中山北路七段82巷23號,"25.121504,121.533002",1,"708 ",士林分局,
士林區,WVA00460,天山里,臺北市士林區中山北路七段82巷10弄10號,"25.120571,121.531853",1,"600 ",士林分局,
士林區,WVA00461,天山里,臺北市士林區中山北路七段82巷10弄4號,"25.12094,121.532025",1,"102 ",士林分局,
士林區,WVA00875,天山里,臺北市士林區中山北路七段62號,"25.120975,121.531647",1,"736 ",士林分局,
士林區,WVA00882,天山里,臺北市士林區中山北路七段40號,"25.120258,121.531222",1,"313 ",士林分局,
士林區,WVA00893,天山里,臺北市士林區中山北路七段82巷5號,"25.121434,121.53211",1,"510 ",士林分局,
士林區,WVA00894,天山里,臺北市士林區中山北路七段82巷7號,"25.121364,121.532345",1,"364 ",士林分局,
士林區,WVA00912,天山里,臺北市士林區中山北路七段100巷2號,"25.121727,121.532031",1,"66 ",士林分局,
士林區,WVA00913,天山里,臺北市士林區中山北路七段100巷6號,"25.121594,121.532445",1,"160 ",士林分局,
士林區,WVA00917,天山里,臺北市士林區中山北路七段114巷2號,"25.122053,121.532105",1,"132 ",士林分局,
士林區,WVA00918,天山里,臺北市士林區中山北路七段114巷6號,"25.122024,121.532285",1,"137 ",士林分局,
士林區,WVA00922,天山里,臺北市士林區中山北路七段114巷10弄5號,"25.121787,121.532743",1,"160 ",士林分局,
士林區,WVA00929,天山里,臺北市士林區中山北路七段82巷10弄6號,"25.120819,121.532006",1,"130 ",士林分局,
士林區,WVA00934,天山里,臺北市士林區中山北路七段82巷10弄2號,"25.121032,121.532068",1,"274 ",士林分局,
士林區,WVA03018,天山里,臺北市士林區中山北路七段82巷12號,"25.121115,121.532449",2,"3017 ",士林分局,
士林區,WVA00363,天山里,臺北市士林區中山北路七段148號,"25.123456,121.532438",1,"806 ",士林分局,
士林區,WVA00364,天山里,臺北市士林區中山北路七段150號,"25.123495,121.532657",1,"301 ",士林分局,
士林區,WVA00365,天山里,臺北市士林區中山北路七段152號,"25.123705,121.53252",1,"358 ",士林分局,
士林區,WVA00366,天山里,臺北市士林區中山北路七段156號,"25.123965,121.532642",1,"529 ",士林分局,
士林區,WVA00368,天山里,臺北市士林區中山北路七段186號,"25.124703,121.533084",1,"148 ",士林分局,
士林區,WVA00400,天山里,臺北市士林區中山北路七段124巷1-1號,"25.122385,121.532415",1,"145 ",士林分局,
士林區,WVA00411,天山里,臺北市士林區中山北路七段140巷1號,"25.123131,121.532394",1,"922 ",士林分局,
士林區,WVA00412,天山里,臺北市士林區中山北路七段140巷17號,"25.123063,121.533135",1,"182 ",士林分局,
士林區,WVA00413,天山里,臺北市士林區中山北路七段140巷2號,"25.122966,121.532355",1,"674 ",士林分局,
士林區,WVA00415,天山里,臺北市士林區中山北路七段146巷3號,"25.123252,121.532818",1,"130 ",士林分局,
士林區,WVA00416,天山里,臺北市士林區中山北路七段146巷7號,"25.123244,121.533028",1,"201 ",士林分局,
士林區,WVA00866,天山里,臺北市士林區中山北路七段190巷6號,"25.124877,121.533201",1,"216 ",士林分局,
士林區,WVA00876,天山里,臺北市士林區中山北路七段122號,"25.122333,121.532",1,"297 ",士林分局,
士林區,WVA00877,天山里,臺北市士林區中山北路七段126號,"25.122472,121.532056",1,"169 ",士林分局,
士林區,WVA00883,天山里,臺北市士林區中山北路七段154巷5號,"25.124269,121.53316",1,"457 ",士林分局,
士林區,WVA00901,天山里,臺北市士林區中山北路七段190巷4弄1號,"25.1247,121.533348",1,"113 ",士林分局,
士林區,WVA00902,天山里,臺北市士林區中山北路七段190巷4弄2號,"25.1247,121.533348",1,"712 ",士林分局,
士林區,WVA00919,天山里,臺北市士林區中山北路七段114巷5號,"25.122136,121.532478",1,"264 ",士林分局,
士林區,WVA00920,天山里,臺北市士林區中山北路七段114巷7號,"25.122114,121.532771",1,"118 ",士林分局,
士林區,WVA00921,天山里,臺北市士林區中山北路七段114巷9號,"25.122129,121.532956",1,"106 ",士林分局,
士林區,WVA00923,天山里,臺北市士林區中山北路七段124巷6號,"25.12235,121.533064",1,"265 ",士林分局,
