電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
WSA00943,三重里,臺北市南港區南港路一段2巷25號,"25.055645,121.620112",1,508.0,南港分局,
WSA01000,三重里,臺北市南港區經貿二路196號,"25.059892,121.614926",1,3057.0,南港分局,
WSA01005,三重里,臺北市南港區經貿二路189號,"25.060537,121.616054",1,5024.0,南港分局,
WSA00016,三重里,臺北市南港區三重路69號,"25.06079,121.613896",1,237.0,南港分局,
WSA00018,三重里,臺北市南港區園區街30號,"25.059217,121.612523",1,197.0,南港分局,
WSA00019,三重里,臺北市南港區三重路67巷1號,"25.060689,121.613732",1,122.0,南港分局,
WSA00020,三重里,臺北市南港區三重路67巷2弄1號,"25.060511,121.613776",1,136.0,南港分局,
WSA00021,三重里,臺北市南港區三重路67巷2弄11號,"25.060123,121.613765",1,88.0,南港分局,
WSA00022,三重里,臺北市南港區三重路67巷2弄2號,"25.060596,121.613671",1,272.0,南港分局,
WSA00869,三重里,臺北市南港區園區街56號,"25.059165,121.611881",1,1189.0,南港分局,
WSA00888,三重里,臺北市南港區園區街6號,"25.059176,121.613674",1,2489.0,南港分局,
WSA00923,三重里,臺北市南港區園區街22號,"25.059289,121.613024",1,2597.0,南港分局,
WSA00924,三重里,臺北市南港區園區街36號,"25.059228,121.612382",4,3985.0,南港分局,
WSA00947,三重里,臺北市南港區園區街28號,"25.059224,121.612611",4,1984.0,南港分局,
WSA00606,三重里,臺北市南港區重陽路476號,"25.060029,121.611529",1,433.0,南港分局,
WSA00896,三重里,臺北市南港區松河街762號,"25.061191,121.611709",1,1438.0,南港分局,
WSA00878,三重里,臺北市南港區重陽路487號,"25.060749,121.611737",1,1653.0,南港分局,
WSA00905,三重里,臺北市南港區重陽路458號,"25.059404,121.610843",4,4380.0,南港分局,
WSA00965,三重里,臺北市南港區重陽路485號,"25.060692,121.611445",1,1725.0,南港分局,
WSA00977,三重里,臺北市南港區松河街756號,"25.061029,121.611446",1,609.0,南港分局,
WSA00980,三重里,臺北市南港區重陽路478號,"25.060092,121.611667",1,2612.0,南港分局,
WSA00989,三重里,臺北市南港區重陽路477號,"25.060148,121.611228",1,1754.0,南港分局,
WSA00821,三重里,臺北市南港區重陽路499號,"25.061523,121.612387",2,2216.0,南港分局,
WSA00931,三重里,臺北市南港區三重路41巷33號,"25.060175,121.612754",1,3244.0,南港分局,
WSA00933,三重里,臺北市南港區重陽路449號,"25.059439,121.610111",3,3653.0,南港分局,
WSA00859,三重里,臺北市南港區園區街64號,"25.059208,121.611455",3,1541.0,南港分局,
WSA00863,三重里,臺北市南港區經貿二路157巷62號,"25.061074,121.617273",1,5816.0,南港分局,
WSA00867,三重里,臺北市南港區經貿二路157巷36弄86號,"25.061572,121.614757",1,586.0,南港分局,
WSA00868,三重里,臺北市南港區經貿二路157巷36弄90號,"25.061755,121.61463",1,1454.0,南港分局,
WSA00904,三重里,臺北市南港區經貿二路235巷53號,"25.061775,121.616061",1,2720.0,南港分局,
WSA00906,三重里,臺北市南港區經貿二路185巷50號,"25.061499,121.616607",2,1510.0,南港分局,
WSA00959,三重里,臺北市南港區經貿二路157巷36弄82號,"25.06153,121.614852",1,833.0,南港分局,
WSA00960,三重里,臺北市南港區經貿二路157巷36弄96號,"25.061962,121.61404",4,4981.0,南港分局,
WSA00969,三重里,臺北市南港區經貿二路235巷36號,"25.061353,121.615129",1,1005.0,南港分局,
WSA00971,三重里,臺北市南港區經貿二路235巷31號,"25.061606,121.615731",1,6190.0,南港分局,
WSA00976,三重里,臺北市南港區經貿二路231號,"25.060614,121.615095",1,1220.0,南港分局,
WSA00855,三重里,臺北市南港區重陽路551號,"25.063148,121.614082",1,1238.0,南港分局,
WSA00814,三重里,臺北市南港區經貿二路157巷36弄95號,"25.061871,121.615007",1,293.0,南港分局,
WSA00842,三重里,臺北市南港區重陽路588號,"25.06294,121.614614",1,657.0,南港分局,
WSA00917,三重里,臺北市南港區經貿二路157巷36弄109號,"25.06231,121.61465",3,2925.0,南港分局,
WSA00928,三重里,臺北市南港區經園街58號,"25.062436,121.616111",1,978.0,南港分局,
WSA00930,三重里,臺北市南港區重陽路547號,"25.063023,121.613743",1,893.0,南港分局,
WSA00934,三重里,臺北市南港區經貿二路157巷50號,"25.060801,121.61675",1,1141.0,南港分局,
WSA00942,三重里,臺北市南港區重陽路596號,"25.062958,121.614773",1,644.0,南港分局,
WSA00945,三重里,臺北市南港區經貿二路235巷50號,"25.061668,121.615234",2,878.0,南港分局,
WSA00946,三重里,臺北市南港區經貿二路245號,"25.06114,121.614489",1,376.0,南港分局,
WSA00951,三重里,臺北市南港區經貿二路157巷36弄99號,"25.062021,121.615104",1,378.0,南港分局,
WSA01006,三重里,臺北市南港區經貿二路255巷58號,"25.0626,121.615014",1,452.0,南港分局,
WSA01017,三重里,臺北市南港區經貿二路255巷7號,"25.0617658,121.61438",1,1931.0,南港分局,
WSA00861,三重里,臺北市南港區三重路66號,"25.057258,121.614402",1,8372.0,南港分局,
WSA00899,三重里,臺北市南港區惠民街67號,"25.057483,121.610426",1,5594.0,南港分局,
WSA00794,三重里,臺北市南港區園區街3號,"25.058478,121.611987",2,33608.0,南港分局,
WSA00800,三重里,臺北市南港區園區街3號,"25.058478,121.611987",2,33608.0,南港分局,
WSA00997,三重里,臺北市南港區經貿二路2號,"25.056311,121.616344",2、3,48196.0,南港分局,
WSA01009,三重里,臺北市南港區經貿二路239號,"25.060866,121.614616",3,1045.0,南港分局,
WSA00958,三重里,臺北市南港區經貿二路166號,"25.058395,121.616125",1,9897.0,南港分局,
WSA00970,三重里,臺北市南港區經貿二路186號,"25.059222,121.615185",1,13570.0,南港分局,
WSA01014,三重里,臺北市南港區經貿一路170號,"25.057825,121.618407",3,17340.0,南港分局,
WSA00033,中南里,臺北市南港區中南街115號,"25.052287,121.615279",1,78.0,南港分局,
WSA00211,中南里,臺北市南港區忠孝東路七段610號,"25.052948,121.61555",1,304.0,南港分局,
WSA00212,中南里,臺北市南港區忠孝東路七段613號,"25.05321,121.615288",1,578.0,南港分局,
WSA00048,中南里,臺北市南港區中南街42巷58號,"25.053172,121.612117",1,114.0,南港分局,
WSA00049,中南里,臺北市南港區中南街42巷64號,"25.053172,121.612117",1,221.0,南港分局,
WSA00202,中南里,臺北市南港區忠孝東路七段545號,"25.053007,121.613134",1,1036.0,南港分局,
WSA00206,中南里,臺北市南港區忠孝東路七段561號,"25.053066,121.613654",1,308.0,南港分局,
WSA00209,中南里,臺北市南港區忠孝東路七段577號,"25.053132,121.614177",1,265.0,南港分局,
WSA00215,中南里,臺北市南港區忠孝東路七段487巷1號,"25.052952,121.611558",1,148.0,南港分局,
WSA00216,中南里,臺北市南港區忠孝東路七段487巷9號,"25.053231,121.611532",1,102.0,南港分局,
WSA00034,中南里,臺北市南港區中南街120號,"25.052391,121.615168",1,49.0,南港分局,
WSA00036,中南里,臺北市南港區中南街128號,"25.052194,121.61514",1,57.0,南港分局,
WSA00207,中南里,臺北市南港區忠孝東路七段570號,"25.052678,121.613466",1,77.0,南港分局,
WSA00208,中南里,臺北市南港區忠孝東路七段576號,"25.052692,121.613605",2,1542.0,南港分局,
WSA00975,中南里,臺北市南港區忠孝東路七段510號,"25.052236,121.610365",1,972.0,南港分局,
WSA01018,中南里,臺北市南港區中南街140-1號,"25.051974,121.614977",3,1991.0,南港分局,
WSA00907,中南里,臺北市南港區忠孝東路七段574號,"25.052717,121.613772",1,4457.0,南港分局,
WSA00992,中南里,臺北市南港區研究院路一段130巷99號,"25.049043,121.612483",1,2596.0,南港分局,
WSA00995,中南里,臺北市南港區研究院路一段130巷99號,"25.049043,121.612483",1,26832.0,南港分局,
WSA00973,中南里,臺北市南港區忠孝東路七段526號,"25.052387,121.611284",1,1017.0,南港分局,
WSA00569,中研里,臺北市南港區研究院路二段35巷13號,"25.046334,121.615992",2,1621.0,南港分局,
WSA00754,中研里,臺北市南港區研究路2巷14-16號,"25.047953,121.614316",1,1308.0,南港分局,
WSA00900,中研里,臺北市南港區研究路12巷30號,"25.047504,121.614436",2,1061.0,南港分局,
WSA00877,中研里,臺北市南港區研究院路二段12巷19號,"25.047695,121.614741",1,614.0,南港分局,
WSA00882,中研里,臺北市南港區研究院路二段2巷12弄7號,"25.048002,121.614604",1,181.0,南港分局,
WSA00847,中研里,臺北市南港區研究院路二段12巷5號,"25.047754,121.615296",2,500.0,南港分局,
WSA00535,中研里,臺北市南港區研究院路二段35號,"25.045904,121.61541",2,373.0,南港分局,
WSA00575,中研里,臺北市南港區研究院路二段61巷2弄41號,"25.043388,121.618436",1,524.0,南港分局,
WSA00978,中研里,臺北市南港區福山街5號,"25.04575,121.615852",1,122.0,南港分局,
WSA00954,中研里,臺北市南港區研究院路二段61巷15號,"25.044633,121.617248",4,4388.0,南港分局,
WSA00550,中研里,臺北市南港區研究院路二段12巷57弄2號,"25.04774,121.613718",1,796.0,南港分局,
WSA00551,中研里,臺北市南港區研究院路二段12巷57弄32之1號,"25.04802,121.613221",1,208.0,南港分局,
WSA00552,中研里,臺北市南港區研究院路二段12巷57弄34號,"25.048145,121.613775",1,1222.0,南港分局,
WSA00567,中研里,臺北市南港區研究院路二段2巷54弄9號,"25.048532,121.612967",1,146.0,南港分局,
WSA00979,中研里,臺北市南港區研究院路二段12巷57弄2之1號,"25.047629,121.613682",1,88.0,南港分局,
WSA00985,中研里,臺北市南港區研究院路二段2巷32號,"25.048577,121.613913",1,745.0,南港分局,
WSA00520,中研里,臺北市南港區研究院路二段14號,"25.047553,121.615488",1,128.0,南港分局,
WSA00528,中研里,臺北市南港區研究院路二段20號,"25.047381,121.615429",1,544.0,南港分局,
WSA00541,中研里,臺北市南港區研究院路二段12巷14弄1號,"25.047519,121.615044",1,262.0,南港分局,
WSA00542,中研里,臺北市南港區研究院路二段12巷14弄13號,"25.047176,121.614845",1,189.0,南港分局,
WSA00543,中研里,臺北市南港區研究院路二段12巷14弄17號,"25.046854,121.614737",1,232.0,南港分局,
WSA00546,中研里,臺北市南港區研究院路二段12巷14弄24號,"25.046882,121.614605",1,296.0,南港分局,
WSA00549,中研里,臺北市南港區研究院路二段12巷14弄50號,"25.046223,121.614403",1,374.0,南港分局,
WSA00553,中研里,臺北市南港區研究院路二段12巷58弄9號,"25.046906,121.613909",1,265.0,南港分局,
WSA00568,中研里,臺北市南港區研究院路二段34巷7號,"25.047039,121.614684",1,1301.0,南港分局,
WSA00601,中研里,臺北市南港區研究院路二段28號,"25.047122,121.615328",1,260.0,南港分局,
WSA00540,中研里,臺北市南港區研究院路二段72號,"25.045643,121.615076",1,1178.0,南港分局,
WSA00920,中研里,臺北市南港區研究院路二段98巷21弄10號,"25.044312,121.61498",1,2041.0,南港分局,
WSA00941,中研里,臺北市南港區研究院路二段90號,"25.044516,121.615588",1,2010.0,南港分局,
WSA00950,中研里,臺北市南港區研究院路二段92號,"25.044262,121.615748",3,1694.0,南港分局,
WSA00953,中研里,臺北市南港區研究院路二段88號,"25.044846,121.615421",1,1465.0,南港分局,
WSA00737,中研里,臺北市南港區舊莊街一段1號,"25.042399,121.61721",1,1096.0,南港分局,
WSA00938,中研里,臺北市南港區舊莊街一段1號,"25.042399,121.61721",1,3005.0,南港分局,
WSA00576,中研里,臺北市南港區研究院路二段61巷2弄8號,"25.04364,121.61702",1,858.0,南港分局,
WSA00577,中研里,臺北市南港區研究院路二段61巷3弄18號,"25.043562,121.617819",1,1673.0,南港分局,
WSA00811,中研里,臺北市南港區研究院路二段61巷2弄19號,"25.044291,121.617444",1,1560.0,南港分局,
WSA00929,中研里,臺北市南港區研究院路二段61巷4弄2號,"25.042743,121.616991",1,1482.0,南港分局,
WSA00972,中研里,臺北市南港區研究院路二段61巷65號,"25.044702,121.617124",1,2422.0,南港分局,
WSA00537,中研里,臺北市南港區研究院路二段42號,"25.046703,121.615078",1,1332.0,南港分局,
WSA00538,中研里,臺北市南港區研究院路二段56號,"25.046175,121.614949",1,1538.0,南港分局,
WSA00573,中研里,臺北市南港區研究院路二段54巷26號,"25.04623,121.613618",1,600.0,南港分局,
WSA00580,中研里,臺北市南港區研究院路二段70巷39號,"25.045601,121.613736",1,2146.0,南港分局,
WSA00584,中研里,臺北市南港區研究院路二段70巷47弄14號,"25.046004,121.613134",1,1706.0,南港分局,
WSA00581,中研里,臺北市南港區研究院路二段70巷49號,"25.045618,121.613149",1,1648.0,南港分局,
WSA00831,中研里,臺北市南港區研究院路二段86號,"25.045085,121.615362",1,822.0,南港分局,
WSA00944,中研里,臺北市南港區研究院路二段70巷28號,"25.045304,121.613992",1,9180.0,南港分局,
WSA00579,中研里,臺北市南港區研究院路二段70巷12號,"25.045514,121.614546",1,1254.0,南港分局,
WSA00763,仁福里,臺北市南港區福德街375號,"25.040752,121.590872",2,28281.0,南港分局,
WSA00002,玉成里,臺北市南港區八德路四段772號,"25.050374,121.580128",2,2433.0,南港分局,
WSA00003,玉成里,臺北市南港區八德路四段790號,"25.050604,121.580662",1,3438.0,南港分局,
WSA00004,玉成里,臺北市南港區八德路四段869號,"25.050765,121.580098",4,3420.0,南港分局,
WSA00860,玉成里,臺北市南港區南港路三段332號,"25.051641,121.580921",2,3445.0,南港分局,
WSA00813,玉成里,臺北市南港區南港路三段215號,"25.051393,121.580634",2,1710.0,南港分局,
WSA00342,玉成里,臺北市南港區八德路四段842號,"25.051293,121.582334",1,600.0,南港分局,
WSA00443,玉成里,臺北市南港區南港路三段130巷3弄1號,"25.053785,121.58799",1,2477.0,南港分局,
WSA00444,玉成里,臺北市南港區南港路三段130巷3弄6號,"25.05364,121.587911",1,241.0,南港分局,
WSA00445,玉成里,臺北市南港區南港路三段130巷5弄1號,"25.054228,121.587903",1,85.0,南港分局,
WSA00446,玉成里,臺北市南港區南港路三段130巷5弄2號,"25.054103,121.587937",1,52.0,南港分局,
WSA00447,玉成里,臺北市南港區南港路三段130巷5弄4號,"25.054086,121.587844",1,96.0,南港分局,
WSA00448,玉成里,臺北市南港區南港路三段130巷5弄5號,"25.054189,121.587772",1,86.0,南港分局,
WSA00449,玉成里,臺北市南港區松河街372號,"25.05421,121.58734",1,1132.0,南港分局,
WSA00450,玉成里,臺北市南港區松河街380號,"25.054433,121.587715",1,84.0,南港分局,
WSA00451,玉成里,臺北市南港區松河街376號,"25.054335,121.587551",1,86.0,南港分局,
WSA00461,玉成里,臺北市南港區南港路三段208巷6號,"25.053623,121.586072",1,348.0,南港分局,
WSA00468,玉成里,臺北市南港區南港路三段67巷2之9號,"25.052309,121.588477",1,158.0,南港分局,
WSA00753,玉成里,臺北市南港區南港路三段190巷11號,"25.053476,121.586716",2,418.0,南港分局,
WSA00939,玉成里,臺北市南港區松河街356號,"25.053664,121.586273",3,781.0,南港分局,
WSA00005,玉成里,臺北市南港區八德路四段901號,"25.05103,121.580986",1,858.0,南港分局,
WSA00412,玉成里,臺北市南港區南港路三段117號,"25.052927,121.587168",1,326.0,南港分局,
WSA00414,玉成里,臺北市南港區南港路三段127號,"25.052934,121.586933",1,96.0,南港分局,
WSA00415,玉成里,臺北市南港區南港路三段139號,"25.052498,121.585201",1,284.0,南港分局,
WSA00416,玉成里,臺北市南港區南港路三段141號,"25.052451,121.585061",1,554.0,南港分局,
WSA00417,玉成里,臺北市南港區南港路三段145號,"25.052341,121.584779",1,337.0,南港分局,
WSA00423,玉成里,臺北市南港區南港路三段183號,"25.051483,121.581356",1,60.0,南港分局,
WSA00452,玉成里,臺北市南港區南港路三段149巷37號,"25.05168,121.58535",1,362.0,南港分局,
WSA00453,玉成里,臺北市南港區南港路三段149巷49弄11號,"25.052185,121.585347",1,577.0,南港分局,
WSA00454,玉成里,臺北市南港區南港路三段149巷49弄6號,"25.052142,121.585617",1,421.0,南港分局,
WSA00464,玉成里,臺北市南港區南港路三段314巷5號,"25.051969,121.581267",1,206.0,南港分局,
WSA00780,玉成里,臺北市南港區八德路四段927號,"25.051406,121.581853",1,381.0,南港分局,
WSA00952,玉成里,臺北市南港區八德路四段923號,"25.051323,121.58165",1,768.0,南港分局,
WSA00999,玉成里,臺北市南港區南港路三段320號,"25.051662,121.581203",1,185.0,南港分局,
WSA00001,玉成里,臺北市南港區八德路四段768之1號,"25.050304,121.57996",2,452.0,南港分局,
WSA00027,合成里,臺北市南港區中坡北路92號,"25.047944,121.580538",3,1266.0,南港分局,
WSA00110,合成里,臺北市南港區玉成街44巷10弄1號,"25.048179,121.581095",1,206.0,南港分局,
WSA00111,合成里,臺北市南港區玉成街52巷1號,"25.048078,121.581424",1,124.0,南港分局,
WSA00112,合成里,臺北市南港區玉成街52巷12號,"25.047784,121.581087",1,189.0,南港分局,
WSA00113,合成里,臺北市南港區玉成街52巷4號,"25.047872,121.581316",1,116.0,南港分局,
WSA00765,合成里,臺北市南港區中坡北路110號,"25.048622,121.580361",2,216.0,南港分局,
WSA00067,合成里,臺北市南港區玉成街46號,"25.048317,121.581407",1,581.0,南港分局,
WSA00069,合成里,臺北市南港區玉成街68號,"25.046607,121.582213",1,634.0,南港分局,
WSA00221,合成里,臺北市南港區忠孝東路五段805號,"25.044612,121.582021",1,788.0,南港分局,
WSA00222,合成里,臺北市南港區忠孝東路五段815號,"25.044917,121.582211",1,842.0,南港分局,
WSA00252,合成里,臺北市南港區忠孝東路六段83號,"25.048048,121.5845",1,904.0,南港分局,
WSA00759,合成里,臺北市南港區玉成街66號,"25.047118,121.581587",1,1928.0,南港分局,
WSA00785,合成里,臺北市南港區玉成街26-66號,"25.049757,121.581644",1,1808.0,南港分局,
WSA00808,合成里,臺北市南港區玉成街81號,"25.048128,121.58219",5,18125.0,南港分局,
WSA00225,合成里,臺北市南港區忠孝東路六段101號,"25.048452,121.585153",1,60.0,南港分局,
WSA00237,合成里,臺北市南港區忠孝東路六段297號,"25.050052,121.590642",1,849.0,南港分局,
WSA00245,合成里,臺北市南港區忠孝東路六段435號,"25.050684,121.593418",1,210.0,南港分局,
WSA00840,合成里,臺北市南港區忠孝東路六段285號,"25.049897,121.590239",1,697.0,南港分局,
WSA01019,合成里,臺北市南港區市民大道七段16號,"25.0487831,121.58091",1,1254.0,南港分局,
WSA00828,合成里,臺北市南港區玉成街81號,"25.048128,121.58219",4,2738.0,南港分局,
WSA00326,成福里,臺北市南港區東新街108巷10號,"25.04585,121.587751",1,254.0,南港分局,
WSA00329,成福里,臺北市南港區東新街108巷3號,"25.04633,121.587912",1,348.0,南港分局,
WSA00332,成福里,臺北市南港區東新街118巷1號,"25.046479,121.588379",1,106.0,南港分局,
WSA00347,成福里,臺北市南港區東新街80巷5號,"25.045995,121.58717",1,194.0,南港分局,
WSA00348,成福里,臺北市南港區東新街80巷10弄12號,"25.045489,121.58668",1,1218.0,南港分局,
WSA00349,成福里,臺北市南港區東新街80巷10弄2號,"25.045694,121.587087",1,390.0,南港分局,
WSA00350,成福里,臺北市南港區東新街80巷14弄2號,"25.045299,121.587266",1,160.0,南港分局,
WSA00351,成福里,臺北市南港區東新街80巷9弄2號,"25.045752,121.587273",1,197.0,南港分局,
WSA00925,成福里,臺北市南港區東新街86號,"25.04632,121.58728",1,1334.0,南港分局,
WSA00153,成福里,臺北市南港區成福路177號,"25.041117,121.588558",3,3888.0,南港分局,
WSA00158,成福里,臺北市南港區成福路225號,"25.039757,121.589466",1,118.0,南港分局,
WSA00170,成福里,臺北市南港區成福路149巷20號,"25.041824,121.588539",1,468.0,南港分局,
WSA00171,成福里,臺北市南港區成福路149巷5弄2號,"25.04181,121.588213",1,218.0,南港分局,
WSA00173,成福里,臺北市南港區成福路171巷24號,"25.041388,121.588865",1,222.0,南港分局,
WSA00174,成福里,臺北市南港區成福路171巷38號,"25.041591,121.589273",1,44.0,南港分局,
WSA00175,成福里,臺北市南港區成福路171巷40弄10號,"25.041253,121.589492",1,97.0,南港分局,
WSA00176,成福里,臺北市南港區成福路171巷40弄12號,"25.041031,121.589468",1,97.0,南港分局,
WSA00177,成福里,臺北市南港區成福路171巷40弄16號,"25.04097,121.589541",1,74.0,南港分局,
WSA00178,成福里,臺北市南港區成福路171巷40弄2號,"25.041443,121.589366",1,164.0,南港分局,
WSA00179,成福里,臺北市南港區成福路171巷40弄20號,"25.040842,121.589623",1,92.0,南港分局,
WSA00180,成福里,臺北市南港區成福路171巷40弄8號,"25.041378,121.58926",1,46.0,南港分局,
WSA00194,成福里,臺北市南港區成福路237巷2號,"25.039527,121.5899",1,254.0,南港分局,
WSA00775,成福里,臺北市南港區福德街373巷30號,"25.038709,121.5913",3,7608.0,南港分局,
WSA00957,成福里,臺北市南港區成福路149巷5弄1號,"25.041899,121.588376",1,229.0,南港分局,
WSA00835,成福里,臺北市南港區成福路171巷22弄3號,"25.041132,121.589077",1,940.0,南港分局,
WSA00148,成福里,臺北市南港區成福路131號,"25.042009,121.587479",1,669.0,南港分局,
WSA00160,成福里,臺北市南港區成福路25號,"25.044691,121.586755",2,197.0,南港分局,
WSA00162,成福里,臺北市南港區成福路47號,"25.044018,121.586777",1,52.0,南港分局,
WSA00164,成福里,臺北市南港區成福路53號,"25.043697,121.586894",1,569.0,南港分局,
WSA00168,成福里,臺北市南港區成福路121巷2號,"25.042088,121.587674",1,288.0,南港分局,
WSA00328,成福里,臺北市南港區東新街108巷26號,"25.044967,121.587266",1,713.0,南港分局,
WSA00982,成福里,臺北市南港區成福路51之3號,"25.043742,121.586737",1,262.0,南港分局,
WSA00333,成福里,臺北市南港區東新街118巷15號,"25.046012,121.588224",1,454.0,南港分局,
WSA00336,成福里,臺北市南港區東新街170巷21號,"25.044454,121.593155",1,320.0,南港分局,
WSA00337,成福里,臺北市南港區東新街170巷23號,"25.044032,121.593059",1,108.0,南港分局,
WSA00338,成福里,臺北市南港區東新街170巷23之1號,"25.043938,121.592994",1,104.0,南港分局,
WSA00339,成福里,臺北市南港區東新街170巷7弄2號,"25.045206,121.592952",1,2340.0,南港分局,
WSA00340,成福里,臺北市南港區東新街170巷7弄33號,"25.045051,121.593258",1,393.0,南港分局,
WSA00341,成福里,臺北市南港區東新街170巷7弄7號,"25.045373,121.59305",1,481.0,南港分局,
WSA00903,成福里,臺北市南港區東新街122號,"25.046443,121.588552",3,3801.0,南港分局,
WSA00932,成福里,臺北市南港區東新街118巷29號,"25.04605,121.588622",2,3794.0,南港分局,
WSA00320,成福里,臺北市南港區同德路100號,"25.046147,121.586755",2,1834.0,南港分局,
WSA00321,成福里,臺北市南港區同德路100號,"25.046147,121.586755",3,1278.0,南港分局,
WSA00335,成福里,臺北市南港區東新街118巷86號,"25.045545,121.589639",1,5984.0,南港分局,
WSA00157,百福里,臺北市南港區成福路212號,"25.03985,121.589107",1,49.0,南港分局,
WSA00189,百福里,臺北市南港區成福路206巷12號,"25.040009,121.588508",1,386.0,南港分局,
WSA00190,百福里,臺北市南港區成福路206巷2號,"25.040098,121.588826",1,582.0,南港分局,
WSA00193,百福里,臺北市南港區福德街362號,"25.039756,121.589053",1,248.0,南港分局,
WSA00645,百福里,臺北市南港區福德街312號,"25.039387,121.587649",1,153.0,南港分局,
WSA00646,百福里,臺北市南港區福德街344號,"25.039605,121.588511",1,274.0,南港分局,
WSA00647,百福里,臺北市南港區福德街359號,"25.039657,121.589226",1,114.0,南港分局,
WSA00649,百福里,臺北市南港區福德街310巷8號,"25.039611,121.58757",1,52.0,南港分局,
WSA00935,百福里,臺北市南港區福德街320號,"25.039463,121.587923",3,1632.0,南港分局,
WSA00151,百福里,臺北市南港區成福路166號,"25.041578,121.587577",2,1652.0,南港分局,
WSA00154,百福里,臺北市南港區成福路186號,"25.041212,121.587965",1,181.0,南港分局,
WSA00155,百福里,臺北市南港區成福路196號,"25.040963,121.588202",1,462.0,南港分局,
WSA00181,百福里,臺北市南港區成福路180巷10號,"25.041105,121.587455",1,778.0,南港分局,
WSA00182,百福里,臺北市南港區成福路194巷7號,"25.040641,121.587519",1,108.0,南港分局,
WSA00183,百福里,臺北市南港區成福路194巷1弄1號,"25.040921,121.587885",1,169.0,南港分局,
WSA00184,百福里,臺北市南港區成福路194巷1弄2號,"25.040877,121.587766",1,358.0,南港分局,
WSA00188,百福里,臺北市南港區成福路206巷1號,"25.040188,121.588612",1,364.0,南港分局,
WSA00191,百福里,臺北市南港區成福路206巷5弄11號,"25.040365,121.588123",1,162.0,南港分局,
