建築物名稱,縣(市),鄉鎮市區,村里別,地址,避難樓層,"防空避難 設備面積 (平方公尺)",是否兼作停車空間,"容量 （自動計算）",轄管分局,"建檔日期 （西元年/月/日）","最後修正日期 （西元年/月/日）",緯經度,備註
仁德醫校,苗栗縣,後龍鎮,溪洲里,苗栗縣後龍鎮溪洲79之3號,B01,555.0,0.0,616.0,竹南分局,880729.0,880729.0,"24.6218104855099,120.7812593969667",
仁德醫校,苗栗縣,後龍鎮,溪洲里,苗栗縣後龍鎮溪洲79之3號,B01,671.0,0.0,745.0,竹南分局,880923.0,880923.0,"24.6218104855099,120.7812593969667",
年興紡織公司,苗栗縣,後龍鎮,東明里,苗栗縣後龍鎮東明里8鄰下浮尾119之3號,B01,499.0,0.0,554.0,竹南分局,881001.0,881001.0,"24.626412749801116, 120.79907317843359",
育達科技大學,苗栗縣,造橋鄉,談文村,苗栗縣造橋鄉學府路168號,B02,5498.0,0.0,6108.0,竹南分局,1110603.0,1110603.0,"24.651105899035674, 120.84221343823562",
彰化銀行,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮環市路2段110號,B01,529.0,0.0,587.0,竹南分局,1070101.0,1070101.0,"24.68663104991179, 120.86955672658786",
友旺科技公司陳來毅,苗栗縣,竹南鎮,公義里,苗栗縣竹南鎮友義路77號,B01,673.5,0.0,748.0,竹南分局,1101124.0,1101124.0,"24.72393518225871, 120.90798826891782",
秦億浪板公司,苗栗縣,竹南鎮,佳興里,苗栗縣竹南鎮公義路178巷12號,B01,323.0,0.0,358.0,竹南分局,1091215.0,1091215.0,"24.69786702200326, 120.88348371309355",
竹興國小,苗栗縣,竹南鎮,竹興里,苗栗縣竹南鎮竹圍街27號,B01,5600.0,1.0,3888.0,竹南分局,1110101.0,1110101.0,"24.687344193520644, 120.86495778241188",
正裕啟動公司,苗栗縣,竹南鎮,公館里,苗栗縣竹南鎮公館仔74號,B01,46.0,0.0,51.0,竹南分局,1110603.0,1110603.0,"24.663574, 120.874311",
惠普實業公司,苗栗縣,竹南鎮,公館里,苗栗縣竹南鎮公館仔68號,B01,75.0,0.0,83.0,竹南分局,1110603.0,1110603.0,"24.66447300085625, 120.87503838249143",
連泰紙業公司,苗栗縣,造橋鄉,朝陽村,苗栗縣造橋鄉朝陽路107號,B01,405.0,0.0,450.0,竹南分局,1110603.0,1110603.0,"24.654440, 120.867122",
勝文百貨,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮博愛街42號,B01,876.0,0.0,973.0,竹南分局,1091215.0,1091215.0,"24.687092587028992, 120.87878838610453",
新光明大旅社,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮博愛街44號,B01,50.0,0.0,55.0,竹南分局,1091215.0,1091215.0,"24.68711034916179, 120.8786277670711",
電子遊藝場,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮民族街97號,B01,48.0,0.0,53.0,竹南分局,1091215.0,1091215.0,"24.687401682860123, 120.87827855357676",
伯樂手作活力早點,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮博愛街128號,B01,15.0,0.0,16.0,竹南分局,1091215.0,1091215.0,"24.68717025256171, 120.87604999959909",
金典文化廣場,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮照南里12鄰博愛街56號,B01,60.0,0.0,66.0,竹南分局,1091215.0,1091215.0,"24.687209186782678, 120.87814265357663",
民宅公寓,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮照南里12鄰博愛街52號,B01,42.0,0.0,46.0,竹南分局,1091215.0,1091215.0,"24.68717709033437, 120.8782707400824",
民宅公寓,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮照南里12鄰博愛街54號,B01,51.0,0.0,56.0,竹南分局,1091215.0,1091215.0,"24.687047500997124, 120.87818428241194",
民宅公寓,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮民族街95號,B01,80.0,0.0,88.0,竹南分局,1091215.0,1091215.0,"24.687296990099814, 120.87832832658782",
民宅公寓,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮照南里15鄰自由街157號,B01,102.0,0.0,113.0,竹南分局,1091215.0,1091215.0,"24.68791775150907, 120.87412557076375",
民宅公寓,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮照南里15鄰博愛街106之1號,B01,92.0,0.0,102.0,竹南分局,1091215.0,1091215.0,"24.687141849112617, 120.8765036265879",
悠雅美學館,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里17鄰敦化街1號,B01,41.0,0.0,45.0,竹南分局,1091215.0,1091215.0,"24.686989101083775, 120.87540774008232",
南光醫院,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里16鄰延平路11號,B01,20.0,0.0,22.0,竹南分局,1091215.0,1091215.0,"24.686383181817032, 120.87659889590645",
全國電子,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里17鄰博愛街133號,B01,112.0,0.0,124.0,竹南分局,1091215.0,1091215.0,"24.68686644610062, 120.87528799775278",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里20鄰大營路166之3號,B01,90.0,0.0,100.0,竹南分局,1091215.0,1091215.0,"24.68627274712248, 120.87301515357665",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里20鄰大營路164號,B01,20.0,0.0,22.0,竹南分局,1091215.0,1091215.0,"24.68616590898639, 120.87307179775273",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里20鄰大營路160號,B01,33.0,0.0,36.0,竹南分局,1091215.0,1091215.0,"24.6864213468667, 120.87296934008235",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里20鄰大營路150號,B01,67.0,0.0,74.0,竹南分局,1091215.0,1091215.0,"24.68595378614477, 120.87311108241195",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里20鄰大營路48之1號,B01,75.0,0.0,83.0,竹南分局,1091215.0,1091215.0,"24.682642878520173, 120.87319174008226",
國泰人壽保險,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里博愛街217號,B01,50.0,0.0,55.0,竹南分局,1091215.0,1091215.0,"24.686920069295407, 120.8730238521029",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮康德街50號,B01,41.0,0.0,45.0,竹南分局,1091215.0,1091215.0,"24.686671056683192, 120.87532178425838",
張耳鼻喉科,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里17鄰博愛街123號,B01,11.0,0.0,12.0,竹南分局,1091215.0,1091215.0,"24.68692469082797, 120.8755911842583",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里9鄰公教路148號,B01,255.0,0.0,283.0,竹南分局,1101124.0,1101124.0,"24.69559258829327, 120.87242118425834",
正昕鐵工廠,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里11鄰公教路189巷6號,B01,60.0,0.0,66.0,竹南分局,1101124.0,1101124.0,"24.695526797998838, 120.87119648241195",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里12鄰建國路288巷7號,B01,70.0,0.0,77.0,竹南分局,1101124.0,1101124.0,"24.690964651307997, 120.869973626588",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里12鄰建國路288巷79弄17號,B01,21.0,0.0,23.0,竹南分局,1101124.0,1101124.0,"24.692617892716086, 120.86935249590654",
民宅公寓,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮照南里15鄰博愛街132號,B01,23.0,0.0,25.0,竹南分局,1101124.0,1101124.0,"24.68722163850136, 120.87590637076386",
民宅公寓,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮照南里16鄰博愛街140巷50號,B01,41.0,0.0,45.0,竹南分局,1101124.0,1101124.0,"24.68742750396746, 120.87591259775272",
民宅公寓,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮照南里11鄰博愛街46號,B01,112.0,0.0,124.0,竹南分局,1101124.0,1101124.0,"24.68711044916171, 120.87872834192856",
湯圓冰站,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮民族街93號,B01,74.0,0.0,82.0,竹南分局,1101124.0,1101124.0,"24.687207149010504, 120.87831129775262",
民宅公寓,苗栗縣,竹南鎮,正南里,苗栗縣竹南鎮正南里14鄰中正路52號,B01,66.0,0.0,73.0,竹南分局,1101124.0,1101124.0,"24.684270347534557, 120.87805628610447",
逢源住宅大樓,苗栗縣,竹南鎮,正南里,苗栗縣竹南鎮正南里10鄰中山路49號,B01,81.0,0.0,90.0,竹南分局,1101124.0,1101124.0,"24.684930449432372, 120.87970381309327",
民宅公寓,苗栗縣,竹南鎮,正南里,苗栗縣竹南鎮正南里9鄰中正路28號（10號）,B01,34.0,0.0,37.0,竹南分局,1101124.0,1101124.0,"24.684309350501305, 120.87901475726939",
慈佑醫院,苗栗縣,竹南鎮,正南里,苗栗縣竹南鎮正南里16鄰民治街17之1號,B01,36.0,0.0,40.0,竹南分局,1101124.0,1101124.0,"24.684713241996803, 120.87884281124715",
大千傢飾,苗栗縣,竹南鎮,正南里,苗栗縣竹南鎮正南里15鄰光復路6之6號,B01,32.0,0.0,35.0,竹南分局,1101124.0,1101124.0,"24.682911684622105, 120.87921251309346",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里20鄰營盤邊53之6號,B01,14.0,0.0,15.0,竹南分局,1101124.0,1101124.0,"24.68901659051147, 120.86889495542317",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里17鄰建國路291號,B01,20.0,0.0,22.0,竹南分局,1101124.0,1101124.0,"24.69058, 120.86986",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里17鄰建國路277號,B01,18.0,0.0,20.0,竹南分局,1101124.0,1101124.0,"24.69025921215404, 120.87029272658799",
"美麗家園老人
長期照顧中心",苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里14鄰環市路三段69號,B01,145.0,0.0,161.0,竹南分局,1101124.0,1101124.0,"24.69032589213786, 120.87078915542313",
住宅大樓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里15鄰博愛街340巷30號,B01,148.0,0.0,164.0,竹南分局,1101124.0,1101124.0,"24.688585939432187, 120.8682936842582",
營盤里民眾活動中心,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里19鄰營盤邊64之1號,B01,35.0,0.0,38.0,竹南分局,1101124.0,1101124.0,"24.688834598340534, 120.867971355423",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里19鄰營盤邊64之3號,B01,34.0,0.0,37.0,竹南分局,1101124.0,1101124.0,"24.689032101833327, 120.8688051554233",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里19鄰營盤邊64之4號,B01,35.0,0.0,38.0,竹南分局,1101124.0,1101124.0,"24.689071094199768, 120.86879442658808",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里19鄰營盤邊64之5號,B01,35.0,0.0,38.0,竹南分局,1101124.0,1101124.0,"24.689032101833327, 120.86871932474176",
民宅公寓,苗栗縣,竹南鎮,營盤里,苗栗縣竹南鎮營盤里19鄰營盤邊64之6號,B01,35.0,0.0,38.0,竹南分局,1101124.0,1101124.0,"24.689032101833327, 120.8686978670714",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里4鄰民權街12號,B01,54.0,0.0,60.0,竹南分局,1101124.0,1101124.0,"24.686094460736314, 120.8795447265879",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里7鄰光復路74號,B01,44.0,0.0,48.0,竹南分局,1101124.0,1101124.0,"24.685292555205844, 120.87923105542298",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮民權街9號,B01,67.0,0.0,74.0,竹南分局,1101124.0,1101124.0,"24.685843947860374, 120.87965134192872",
群益住宅大樓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里11鄰博愛街49號,B01,50.0,0.0,55.0,竹南分局,1101124.0,1101124.0,"24.686891894334405, 120.87812938425823",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里6鄰光復路90號,B01,75.0,0.0,83.0,竹南分局,1101124.0,1101124.0,"24.68572193829675, 120.87945245542308",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里11鄰和平街106號,B01,12.0,0.0,13.0,竹南分局,1101124.0,1101124.0,"24.68679154622948, 120.8779720995989",
玉山銀行,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里9鄰民族街83號,B01,84.0,0.0,93.0,竹南分局,1101124.0,1101124.0,"24.68667484643035, 120.87835562658785",
竹信合作社,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里11鄰光復路88號,B01,90.0,0.0,100.0,竹南分局,1101124.0,1101124.0,"24.685620944998977, 120.87948164192868",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮和平街100號,B01,41.0,0.0,45.0,竹南分局,1101124.0,1101124.0,"24.686640201602398, 120.8778889977527",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里5鄰中山路61號,B01,28.0,0.0,31.0,竹南分局,1101124.0,1101124.0,"24.685481438823558, 120.87944548241192",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里5鄰中山路83號,B01,93.0,0.0,103.0,竹南分局,1101124.0,1101124.0,"24.685863451112823, 120.87984019959897",
民宅公寓,苗栗縣,竹南鎮,竹南里,苗栗縣竹南鎮竹南里4鄰民權街14號,B01,40.0,0.0,44.0,竹南分局,1101124.0,1101124.0,"24.68598706085401, 120.8796487861046",
聯泰豐塑膠有限公司,苗栗縣,後龍鎮,大山里,苗栗縣後龍鎮大山里12鄰下大山腳1之2號,B01,224.0,0.0,248.0,竹南分局,1020222.0,1020222.0,"24.623638424628176, 120.79085798012397",
儒鴻有限公司,苗栗縣,後龍鎮,大山里,苗栗縣後龍鎮大山里1鄰龍山路50號,B01,65.0,0.0,72.0,竹南分局,770812.0,770812.0,"24.64032410133357, 120.80450436067458",
民宅公寓,苗栗縣,後龍鎮,灣寶里,苗栗縣後龍鎮灣寶里百三街151之6號,B01,260.0,0.0,288.0,竹南分局,601215.0,601215.0,"24.643086960110335, 120.80876517381287",
邰莫電機公司,苗栗縣,後龍鎮,埔頂里,苗栗縣後龍鎮埔頂里15鄰中華路711號,B01,126.0,0.0,140.0,竹南分局,780426.0,780426.0,"24.620887831808194, 120.80495823373553",
耀順公司,苗栗縣,後龍鎮,龍坑里,苗栗縣後龍鎮龍坑里15鄰十班坑153之9號,B01,118.0,0.0,131.0,竹南分局,1100101.0,1100101.0,"24.59228387558204, 120.773056184257",
儒鴻實業公司,苗栗縣,後龍鎮,龍津里,苗栗縣後龍鎮公司寮90號,B01,43.0,0.0,47.0,竹南分局,1100101.0,1100101.0,"24.610844856095934, 120.7617601619849",
坤龍紡織廠,苗栗縣,後龍鎮,龍津里,苗栗縣後龍鎮龍津里16鄰169之4號,B01,255.0,0.0,283.0,竹南分局,1100101.0,1100101.0,"24.60368888360089, 120.77534659123263",
冠軍建材公司,苗栗縣,造橋鄉,豐湖村,苗栗縣造橋鄉豐湖村1鄰乳姑山2號,B01,140.0,0.0,155.0,竹南分局,1090101.0,1090101.0,"24.625719463444995, 120.85249082474081",
造橋鄉公所,苗栗縣,造橋鄉,造橋村,苗栗縣造橋鄉造橋村13鄰老庄3-1號,B01,145.0,0.0,161.0,竹南分局,1090101.0,1090101.0,"24.639072682930394, 120.86521093285117",
造橋鄉農會,苗栗縣,造橋鄉,造橋村,苗栗縣造橋鄉造橋村1鄰平仁路34號,B01,46.0,0.0,51.0,竹南分局,1090101.0,1090101.0,"24.64103716932866, 120.86627654192802",
造橋分駐所,苗栗縣,造橋鄉,造橋村,苗栗縣造橋鄉造橋村3鄰平仁路51號,B01,74.0,0.0,82.0,竹南分局,1090101.0,1090101.0,"24.642235178152003, 120.86681931309285",
強安威勝股份有限公司,苗栗縣,造橋鄉,造橋村,苗栗縣造橋鄉東興6之6號,B01,47.0,0.0,52.0,竹南分局,1090801.0,1090801.0,"24.639968655928303, 120.86650289350906",
民宅公寓,苗栗縣,造橋鄉,大西村,苗栗縣造橋鄉大西村8鄰十字路70之3號,B01,92.0,0.0,102.0,竹南分局,1110101.0,1110101.0,"24.62030713270665, 120.89245361493899",
宜銳紡織公司,苗栗縣,造橋鄉,造橋村,苗栗縣造橋鄉造橋村13鄰東興路5號,B01,40.0,0.0,44.0,竹南分局,1110101.0,1110101.0,"24.63986233473909, 120.8670869130929",
"竹南鎮農會信用部
中港分部",苗栗縣,竹南鎮,中港里,苗栗縣竹南鎮中港里7鄰中正路535號,B01,27.0,0.0,30.0,竹南分局,1110101.0,1110101.0,"24.683076671643168, 120.8646606044523",
許宅,苗栗縣,竹南鎮,中港里,苗栗縣竹南鎮中港里12鄰中正路435號,B01,11.0,0.0,12.0,竹南分局,1110101.0,1110101.0,"24.683300200796417, 120.86829126891736",
莊宅,苗栗縣,竹南鎮,中港里,苗栗縣竹南鎮中港里5鄰八德街39號,B01,54.0,0.0,60.0,竹南分局,1110101.0,1110101.0,"24.68234965660996, 120.86479919959903",
聯順造紙,苗栗縣,竹南鎮,中美里,苗栗縣竹南鎮中美里8鄰澎湖厝6之1號,B01,82.0,0.0,91.0,竹南分局,1110101.0,1110101.0,"24.681576606511236, 120.85896511309349",
耶蘇基督聖教會,苗栗縣,竹南鎮,中美里,苗栗縣竹南鎮中美里7鄰21號,B01,27.0,0.0,30.0,竹南分局,1110101.0,1110101.0,"24.685699154633333, 120.86000501124705",
金天地建設,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮中華里1鄰新生路159號,B01,67.0,0.0,74.0,竹南分局,1110101.0,1110101.0,"24.6843836442733, 120.86752671309355",
永昱建設,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮中華里15鄰新生路258號,B01,316.0,1.0,219.0,竹南分局,1110101.0,1110101.0,"24.686240547177675, 120.86717915542302",
信暉建設,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮中華里16鄰萬大街88號,B01,40.0,0.0,44.0,竹南分局,1110101.0,1110101.0,"24.686887456412244, 120.86853462658786",
昱盟建設,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮中華里15鄰萬大街48號,B01,1099.0,1.0,763.0,竹南分局,1110101.0,1110101.0,"24.686405595209486, 120.8685037130936",
張宅,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮中華里15鄰萬壽街69號,B01,706.0,1.0,490.0,竹南分局,1110101.0,1110101.0,"24.68678969794778, 120.86754454008224",
蕭宅,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮中華里16鄰萬壽街56號,B01,25.0,0.0,27.0,竹南分局,1110101.0,1110101.0,"24.68632244703681, 120.86751791309362",
張宅,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮中華里16鄰萬大街74號,B01,25.0,0.0,27.0,竹南分局,1110101.0,1110101.0,"24.686585698282915, 120.86837243823608",
民宅公寓,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮中華里16鄰萬大街70號,B01,25.0,0.0,27.0,竹南分局,1110101.0,1110101.0,"24.68653104329044, 120.86850691309333",
竹建瓦斯,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮中華里15鄰環市路二段107號,B01,276.0,0.0,306.0,竹南分局,1110101.0,1110101.0,"24.6887482442477,120.873964052391",
李宅,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮新生路260號,B01,23.0,0.0,25.0,竹南分局,1110101.0,1110101.0,"24.68459933767927, 120.867310655423",
台灣聖教會,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮中華里1鄰中正路212號,B01,61.0,0.0,67.0,竹南分局,1110101.0,1110101.0,"24.683706751538296, 120.86766521124717",
南龍區漁會,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮中華里13鄰民生路52號,B01,42.0,0.0,46.0,竹南分局,1110101.0,1110101.0,"24.68376515462879, 120.8648240606769",
三泰福星住宅大樓,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮中華里18鄰環市路41號,B01,2818.0,1.0,1956.0,竹南分局,1110101.0,1110101.0,"24.692256081310326, 120.87448236977943",
三泰金鑽住宅大樓,苗栗縣,竹南鎮,中華里,苗栗縣竹南鎮中華里16鄰環市路二段259號,B02,4752.0,1.0,3300.0,竹南分局,1110101.0,1110101.0,"24.687673696495423, 120.86945164192858",
民宅公寓,苗栗縣,竹南鎮,龍鳯里,苗栗縣竹南鎮龍鳯里5鄰山寮56之3號,B01,26.0,0.0,28.0,竹南分局,1101124.0,1101124.0,"24.702613099399017, 120.87227730480403",
住宅大樓,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮照南里10鄰三泰街18號,B01,25.0,0.0,27.0,竹南分局,1101124.0,1101124.0,"24.69284487924871, 120.88025465542314",
民宅公寓,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮照南里9鄰光復路290號,B01,70.0,0.0,77.0,竹南分局,1101124.0,1101124.0,"24.690661791585974, 120.87969445542319",
民宅公寓,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮照南里3鄰光復路184巷8號,B01,41.0,0.0,45.0,竹南分局,1101124.0,1101124.0,"24.68826855651864, 120.87933583454335",
惠双房屋,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮照南里20鄰光復路344號,B01,55.0,0.0,61.0,竹南分局,1101124.0,1101124.0,"24.69168633361081, 120.87959134008238",
大眾醫院,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮照南里9鄰光復路304號,B01,65.0,0.0,72.0,竹南分局,1101124.0,1101124.0,"24.690892511608766, 120.87951894008232",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄44之2號,B01,71.0,0.0,78.0,竹南分局,1101124.0,1101124.0,"24.69302749210715, 120.86904781309354",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄44之15號,B01,52.0,0.0,57.0,竹南分局,1101124.0,1101124.0,"24.69305673544555, 120.86901562658802",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄44之1號,B01,38.0,0.0,42.0,竹南分局,1101124.0,1101124.0,"24.692847670744175, 120.86900481863195",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄44之17號,B01,48.0,0.0,53.0,竹南分局,1101124.0,1101124.0,"24.692883727130944, 120.86901562866143",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄44之7號,B01,62.0,0.0,68.0,竹南分局,1101124.0,1101124.0,"24.692881290182978, 120.86901831087022",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里15鄰建國路288巷197號,B01,21.0,0.0,23.0,竹南分局,1101124.0,1101124.0,"24.694659889680114, 120.87230772658798",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里15鄰建國路288巷201號,B01,24.0,0.0,26.0,竹南分局,1101124.0,1101124.0,"24.69471429427444, 120.8724031689176",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里21鄰建國路79弄19號,B01,88.0,0.0,97.0,竹南分局,1101124.0,1101124.0,"24.69264143616048, 120.86939181124738",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄42之13號,B01,50.0,0.0,55.0,竹南分局,1101124.0,1101124.0,"24.692495962398095, 120.87002640940096",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄42之17號,B01,50.0,0.0,55.0,竹南分局,1101124.0,1101124.0,"24.6928575533274, 120.86915425542315",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄44之5號,B01,50.0,0.0,55.0,竹南分局,1101124.0,1101124.0,"24.69302749210715, 120.86899416891762",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄44之13號,B01,50.0,0.0,55.0,竹南分局,1101124.0,1101124.0,"24.69300799654439, 120.86913364377507",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄44之9號,B01,50.0,0.0,55.0,竹南分局,1101124.0,1101124.0,"24.69305673544555, 120.86907999959912",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄44之3號,B01,50.0,0.0,55.0,竹南分局,1101124.0,1101124.0,"24.692988500978583, 120.86901562658802",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里20鄰建國路288巷79弄42之11號,B01,50.0,0.0,55.0,竹南分局,1101124.0,1101124.0,"24.69283805773805, 120.86915425542315",
民宅公寓,苗栗縣,竹南鎮,聖福里,苗栗縣竹南鎮聖福里二20建國路288巷79弄42之1號,B01,50.0,0.0,55.0,竹南分局,1101124.0,1101124.0,"24.69293553565423, 120.86914352658795",
