地址,經度,緯度,編號,里別,避難所在之地下樓層數,可容納人數,轄管分局
臺中市清水區學園街26巷16號,"120.576216 ","24.266283 ",JK00042,靈泉里,1.0,40.0,清水分局
臺中市清水區新興路104號,"120.575648 ","24.265808 ",JK00043,靈泉里,1.0,27.0,清水分局
臺中市清水區中山路170號,"120.576162 ","24.270240 ",JK00061,文昌里,1.0,457.0,清水分局
臺中市清水區光復街65號之12,"120.575152 ","24.271071 ",JK00062,文昌里,1.0,24.0,清水分局
臺中市清水區文昌街34之1號,"120.576704 ","24.270255 ",JK00063,文昌里,1.0,19.0,清水分局
臺中市清水區文昌街78號,"120.575513 ","24.270509 ",JK00064,文昌里,1.0,106.0,清水分局
臺中市清水區文昌街74號,"120.575667 ","24.270475 ",JK00065,文昌里,1.0,85.0,清水分局
臺中市清水區文昌街80號,"120.575419 ","24.270558 ",JK00066,文昌里,1.0,50.0,清水分局
臺中市清水區西寧路32之1、2號,"120.575235 ","24.271807 ",JK00068,文昌里,1.0,77.0,清水分局
臺中市清水區清水街15號,"120.576384 ","24.269307 ",JK00071,文昌里,1.0,185.0,清水分局
臺中市清水區光復街65號,"120.575300 ","24.271067 ",JK00077,文昌里,1.0,711.0,清水分局
臺中市清水區五權東路50號,"120.575423 ","24.276020 ",JK00079,西寧里,1.0,174.0,清水分局
臺中市清水區中興街88號,"120.574491 ","24.272204 ",JK00083,西寧里,1.0,75.0,清水分局
臺中市清水區中興街86號,"120.574529 ","24.272188 ",JK00084,西寧里,1.0,75.0,清水分局
臺中市清水區中興街83號,"120.573931 ","24.272284 ",JK00097,西寧里,1.0,16.0,清水分局
臺中市清水區中興街90號,"120.574429 ","24.272222 ",JK00100,西寧里,1.0,75.0,清水分局
臺中市清水區西寧路155號,"120.575906 ","24.273558 ",JK00116,西寧里,1.0,88.0,清水分局
臺中市清水區中山路212號,"120.576607 ","24.271614 ",JK00118,西寧里,1.0,16.0,清水分局
臺中市清水區中山路196號,"120.576450 ","24.270870 ",JK00119,中興里,1.0,325.0,清水分局
臺中市清水區新興路266之1號,"120.577645 ","24.270582 ",JK00120,中興里,1.0,113.0,清水分局
臺中市清水區新興路260號,"120.577637 ","24.270290 ",JK00122,中興里,1.0,486.0,清水分局
臺中市清水區董公街13號,"120.577353 ","24.272515 ",JK00127,北寧里,1.0,31.0,清水分局
臺中市清水區光明路35號,"120.578561 ","24.271237 ",JK00130,中興里,1.0,1027.0,清水分局
臺中市清水區大街路138號,"120.578691 ","24.269101 ",JK00136,鰲峰里,1.0,107.0,清水分局
臺中市清水區鰲峰路385巷1號,"120.558277 ","24.265976 ",JK00153,南社里,1.0,2634.0,清水分局
臺中市清水區光華路110號,"120.573192 ","24.265721 ",JK00158,南寧里,1.0,334.0,清水分局
臺中市清水區鰲峰路72號,"120.571867 ","24.269673 ",JK00169,南寧里,1.0,53.0,清水分局
臺中市清水區光華路37號,"120.572023 ","24.263291 ",JK00189,清水里,1.0,60.0,清水分局
臺中市清水區光華路39號,"120.572042 ","24.263330 ",JK00190,清水里,1.0,53.0,清水分局
臺中市清水區南社路109號,"120.565559 ","24.263643 ",JK00193,南社里,1.0,33.0,清水分局
臺中市清水區星海路113號,"120.569186 ","24.261647 ",JK00195,南社里,1.0,126.0,清水分局
臺中市清水區星海路111號,"120.569188 ","24.261595 ",JK00196,南社里,1.0,126.0,清水分局
臺中市清水區星海路109號,"120.569158 ","24.261555 ",JK00197,南社里,1.0,126.0,清水分局
臺中市清水區中華路151號,"120.562824 ","24.264351 ",JK00198,南社里,1.0,2408.0,清水分局
臺中市清水區中清路八段768之2號,"120.571365 ","24.167336 ",JK00199,南寧里,1.0,3522.0,清水分局
臺中市清水區中華路26號,"120.560059 ","24.259520 ",JK00201,南社里,1.0,170.0,清水分局
臺中市清水區中清路八段758號,"120.571609 ","24.267008 ",JK00203,南寧里,1.0,317.0,清水分局
臺中市清水區忠孝路178巷6號,"120.556966 ","24.258923 ",JK00204,南社里,1.0,381.0,清水分局
臺中市清水區中華路227號,"120.564375 ","24.266227 ",JK00205,南社里,1.0,1048.0,清水分局
臺中市清水區光華路125號,"120.573260 ","24.266804 ",JK00206,南寧里,1.0,1381.0,清水分局
臺中市清水區中山路19號之2,"120.570323 ","24.260310 ",JK00207,清水里,1.0,3996.0,清水分局
臺中市清水區鎮政路1號,"120.560389 ","24.265223 ",JK00208,南社里,1.0,4296.0,清水分局
臺中市清水區中航路3段1號,"120.583802 ","24.266306 ",JK00209,鰲峰里,1.0,2780.0,清水分局
臺中市清水區新興路16號,"120.575176 ","24.264328 ",JK00210,靈泉里,1.0,515.0,清水分局
臺中市清水區中華路92號,"120.560461 ","24.260109 ",JK00211,南社里,1.0,895.0,清水分局
臺中市清水區中山路79號,"120.572127 ","24.262181 ",JK00212,清水里,1.0,758.0,清水分局
臺中市清水區大街路138之5號,"120.579144 ","24.269333 ",JK00213,鰲峰里,1.0,437.0,清水分局
臺中市清水區新興路100號,"120.575571 ","24.265428 ",JK00214,靈泉里,1.0,324.0,清水分局
臺中市清水區高美路41巷20號,"120.575429 ","24.276022 ",JK00215,西寧里,1.0,207.0,清水分局
臺中市清水區高美路41巷20號,"120.575429 ","24.276022 ",JK00216,西寧里,1.0,182.0,清水分局
臺中市清水區高美路41巷20號,"120.575429 ","24.276022 ",JK00217,西寧里,1.0,680.0,清水分局
臺中市清水區中山路241號,"120.574963 ","24.268656 ",JK00218,南寧里,1.0,342.0,清水分局
臺中市清水區建國路10號,"120.562950 ","24.271243 ",JK00219,西社里,1.0,84.0,清水分局
臺中市清水區鰲峰路23號,"120.574081 ","24.269272 ",JK00220,南寧里,1.0,313.0,清水分局
臺中市清水區中華路22號,"120.559642 ","24.258741 ",JK00221,南社里,1.0,273.0,清水分局
臺中市清水區中山路92號,"120.574627 ","24.266565 ",JK00222,清水里,1.0,219.0,清水分局
臺中市清水區中華路168號,"120.563450 ","24.264020 ",JK00223,南社里,1.0,880.0,清水分局
臺中市沙鹿區向上路7段125號,"120.566783 ","24.203985 ",JE00058,三鹿里,1.0,4177.0,清水分局
臺中市沙鹿區向上路7段127號,"120.566752 ","24.203984 ",JE00057,三鹿里,1.0,2384.0,清水分局
臺中市梧棲區大勇二路10號,"120.533134 ","24.269952 ",JH00460,頂寮里,1.0,3973.0,清水分局
臺中市清水區鰲峰路250號之1,"120.562484 ","24.268000 ",JK00224,西社里,1.0,638.0,清水分局
