建築物名稱,縣(市),鄉鎮市區,村里別,地址,避難樓層,"防空避難 設備面積 (平方公尺)",是否兼作停車空間,"容量 （自動計算）",轄管分局,"建檔日期 （西元年/月/日）","最後修正日期 （西元年/月/日）",緯經度,備註
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里7鄰忠孝二路76號,1.0,29.0,,32.0,頭份分局,1972/2/23,2022/12/31,"24.692185, 120.908929",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里7鄰長安街20號,1.0,23.0,,25.0,頭份分局,1973/5/10,2022/12/31,"24.691736, 120.909167",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里10鄰信東路212號,1.0,28.0,,31.0,頭份分局,1975/5/29,2022/12/31,"24.691784746065128, 120.90815308151637",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里10鄰信東路210號,1.0,28.0,,31.0,頭份分局,1975/7/7,2022/12/31,"24.691595, 120.908313",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里10鄰信東路218號,1.0,32.0,,35.0,頭份分局,1978/1/30,2022/12/31,"24.69198876822501, 120.90805573733647",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里9鄰長泰街13巷13號,1.0,12.0,,13.0,頭份分局,1974/12/31,2022/12/31,"24.691167, 120.909288",
民宅公寓,苗栗縣,頭份市,自強里,苗栗縣頭份市自強里10鄰信東路222號,1.0,34.0,,37.0,頭份分局,1978/1/30,2022/12/31,"24.69201902874543, 120.90805455268038",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里10鄰長泰街3號,1.0,46.0,,51.0,頭份分局,1979/4/9,2022/12/31,"24.690890, 120.909333",
民宅公寓,苗栗縣,頭份市,自強里,苗栗縣頭份市自強里10鄰信東路178號,1.0,25.0,,27.0,頭份分局,1978/4/10,2022/12/31,"24.691148234623515, 120.90869394104034",
民宅公寓,苗栗縣,頭份市,自強里,苗栗縣頭份市自強里10鄰信東路220號,1.0,39.0,,43.0,頭份分局,1978/1/30,2022/12/31,"24.691995624556863, 120.90810031035241",
民宅公寓,苗栗縣,頭份市,自強里,苗栗縣頭份市自強里10鄰信東路214號,1.0,35.0,,38.0,頭份分局,1978/10/27,2022/12/31,"24.69182773334758, 120.90816686802438",
民宅公寓,苗栗縣,頭份市,自強里,苗栗縣頭份市自強里7鄰忠孝二路70號,1.0,22.0,,24.0,頭份分局,1971/5/25,2022/12/31,"24.692372923730282, 120.90883848336833",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里7鄰長安街22號,1.0,23.0,,25.0,頭份分局,1974/4/17,2022/12/31,"24.691732, 120.909288",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里7鄰長安街16號,1.0,29.0,,32.0,頭份分局,1974/4/29,2022/12/31,"24.69172, 120.909097",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里7鄰忠孝一路129號,1.0,50.0,,55.0,頭份分局,1976/10/30,2022/12/31,"24.690813, 120.909532",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里1鄰長安街113號,1.0,287.0,,318.0,頭份分局,1979/8/27,2022/12/31,"24.691248730312417, 120.91213502569637",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市自強里5鄰長生街14號,1.0,27.0,,30.0,頭份分局,1971/11/24,2022/12/31,"24.691978476710847, 120.90972369686038",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里9鄰長安街96號,1.0,17.0,,18.0,頭份分局,1972/12/19,2022/12/31,"24.691683564652376, 120.90910755503737",
民宅公寓,苗栗縣,頭份市,自強里,苗栗縣頭份市自強里6鄰長安街106號,1.0,18.0,,20.0,頭份分局,1972/2/23,2022/12/31,"24.691888248728333, 120.91122923503407",
民宅公寓,苗栗縣,頭份市,自強里,苗栗縣頭份市自強里6鄰忠孝一路195號,1.0,15.0,,16.0,頭份分局,1972/2/13,2022/12/31,"24.69193008104057, 120.91120305268043",
民宅公寓,苗栗縣,頭份市,自強里,苗栗縣頭份市自強里6鄰長安街80弄1號,1.0,177.0,,196.0,頭份分局,1983/1/19,2022/12/31,"24.692383980152705, 120.91090344104039",
民宅公寓,苗栗縣,頭份市,自強里,苗栗縣頭份市自強里6鄰忠孝二路74號,1.0,30.0,,33.0,頭份分局,1972/6/20,2022/12/31,"24.6922881846265, 120.90896509686046",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里9鄰長安街9號,1.0,17.0,,18.0,頭份分局,1971/3/25,2022/12/31,"24.69193671882575, 120.90913589972142",
民宅公寓,苗栗縣,頭份市,自強里,苗栗縣頭份市自強里7鄰忠孝一路121號,1.0,19.0,,21.0,頭份分局,1972/2/23,2022/12/31,"24.6908500750391, 120.90933628336838",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里8鄰忠孝二路66號,1.0,29.0,,32.0,頭份分局,1972/2/23,2022/12/31,"24.692422823620998, 120.90885222754841",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里8鄰忠孝二路68號,1.0,30.0,,33.0,頭份分局,1971/11/24,2022/12/31,"24.692205041192082, 120.90887891220441",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里2鄰中華路815號,1.0,18.0,,20.0,頭份分局,1972/7/23,2022/12/31,"24.6820123004365, 120.90324489871227",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里2鄰中華路827號,1.0,28.0,,31.0,頭份分局,1971/5/25,2022/12/31,"24.6822975376594, 120.90353929871219",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里2鄰中華路829號,1.0,22.0,,24.0,頭份分局,1971/3/10,2022/12/31,"24.682149019137107, 120.90447942093621",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里6鄰東民路19號,1.0,28.0,,31.0,頭份分局,1971/9/15,2022/12/31,"24.68200671925963, 120.90270398336817",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里1鄰中華路885巷6號,1.0,70.0,,77.0,頭份分局,1970/1/16,2022/12/31,"24.68347359177287, 120.90498992331622",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里1鄰中華路885巷2號,1.0,77.0,,85.0,頭份分局,1970/1/16,2022/12/31,"24.68336375213081, 120.90486100056424",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里1鄰中華路891號,1.0,23.0,,25.0,頭份分局,1978/4/25,2022/12/31,"24.683124458261013, 120.90475670850016",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里2鄰東民路28號,1.0,210.0,,233.0,頭份分局,1980/8/6,2022/12/31,"24.682505164669962, 120.90321393310418",
住宅大樓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里2鄰東民路35號,1.0,828.0,v,575.0,頭份分局,1980/8/6,2022/12/31,"24.682934658528268, 120.90341338469219",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里1鄰東民路29號,1.0,28.0,,31.0,頭份分局,1974/2/19,2022/12/31,"24.68250721328223, 120.90295077728426",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里2鄰東興路97號,1.0,48.0,,53.0,頭份分局,1971/11/24,2022/12/31,"24.68361400904151, 120.90494186934832",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里2鄰東興路99號,1.0,20.0,,22.0,頭份分局,1971/11/24,2022/12/31,"24.683669457493654, 120.90432471220427",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里8鄰東興路165巷22號,1.0,20.0,,22.0,頭份分局,1970/10/15,2022/12/31,"24.68333100074339, 120.90201688336826",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里2鄰東興路60巷4號,1.0,49.0,,54.0,頭份分局,1970/11/26,2022/12/31,"24.683481451928287, 120.9061601410403",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里8鄰東銀街28巷10號,1.0,25.0,,27.0,頭份分局,1970/5/15,2022/12/31,"24.68293539146218, 120.90157937184262",
民宅公寓,苗栗縣,頭份市,民生里,苗栗縣頭份市民生里5鄰民生街5號,1.0,19.0,,21.0,頭份分局,1971/1/20,2022/12/31,"24.680715, 120.901205",
民宅公寓,苗栗縣,頭份市,民生里,苗栗縣頭份市民生里5鄰民生街3號,1.0,20.0,,22.0,頭份分局,1979/4/13,2022/12/31,"24.680629, 120.901159",
住宅大樓,苗栗縣,頭份市,民生里,苗栗縣頭份市民生里3鄰光華街31巷7號,1.0,479.0,v,332.0,頭份分局,1982/8/21,2022/12/31,"24.681423, 120.900149",
民宅公寓,苗栗縣,頭份市,東庄里,苗栗縣頭份市東庄里19鄰華隆街29號,1.0,36.0,,40.0,頭份分局,1979/10/30,2022/12/31,"24.685846802784038, 120.89950833918822",
六合國小,苗栗縣,頭份市,東庄里,苗栗縣頭份市東庄里19鄰民族路252號,1.0,120.0,,133.0,頭份分局,1974/12/28,2022/12/31,"24.685230, 120.901348",
台灣電力公司變電所,苗栗縣,頭份市,東庄里,苗栗縣頭份市東庄里19鄰民族路370號,1.0,236.0,,262.0,頭份分局,1976/5/5,2022/12/31,"24.685654248104264, 120.89719998257655",
民宅公寓,苗栗縣,頭份市,東庄里,苗栗縣頭份市東庄里6鄰民族路313號,1.0,41.0,,45.0,頭份分局,1973/5/29,2022/12/31,"24.685364993795687, 120.89803138257665",
嘉里大榮貨運公司,苗栗縣,頭份市,東庄里,苗栗縣頭份市東庄里6鄰自強路2段68號,1.0,320.0,,355.0,頭份分局,1980/4/2,2022/12/31,"24.684410050245514, 120.89766699421763",
三松木器加工廠,苗栗縣,頭份市,東庄里,苗栗縣頭份市東庄里9鄰民族路418號,1.0,31.0,,34.0,頭份分局,1986/7/3,2022/12/31,"24.685840951065547, 120.89506180956131",
民宅公寓,苗栗縣,頭份市,東庄里,苗栗縣頭份市東庄里9鄰民族路426號,1.0,39.0,,43.0,頭份分局,1975/5/27,2022/12/31,"24.685633748139566, 120.89490596723303",
民宅公寓,苗栗縣,頭份市,東庄里,苗栗縣頭份市東庄里9鄰民族路436號,1.0,20.0,,22.0,頭份分局,1970/4/8,2022/12/31,"24.685734144703986, 120.89471121141243",
民宅公寓,苗栗縣,頭份市,東庄里,苗栗縣頭份市東庄里9鄰民族路438號,1.0,22.0,,24.0,頭份分局,1970/1/7,2022/12/31,"24.68575414140354, 120.89464762490476",
民宅公寓,苗栗縣,頭份市,東庄里,苗栗縣頭份市東庄里9鄰民族路440號,1.0,15.0,,16.0,頭份分局,1970/1/7,2022/12/31,"24.68562949327842, 120.89487588257667",
民宅公寓,苗栗縣,頭份市,蟠桃里,苗栗縣頭份市蟠桃里8鄰擁翠庭13號,1.0,300.0,,333.0,頭份分局,1982/2/17,2022/12/31,"24.690249, 120.900106",
民宅公寓,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里18鄰蘆竹路430號,1.0,20.0,,22.0,頭份分局,1970/5/6,2022/12/31,"24.680834, 120.881078",
民宅公寓,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里18鄰蘆竹路434號,1.0,20.0,,22.0,頭份分局,1970/5/6,2022/12/31,"24.680964, 120.881068",
民宅公寓,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里18鄰蘆竹路432號,1.0,20.0,,22.0,頭份分局,1970/5/6,2022/12/31,"24.680869, 120.881113",
民宅公寓,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里19鄰自強路531號,1.0,70.0,,77.0,頭份分局,1971/1/20,2022/12/31,"24.682272, 120.885403",
民宅公寓,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里20鄰華夏路48號,1.0,29.0,,32.0,頭份分局,1972/9/9,2022/12/31,"24.683589, 120.884398",
民宅公寓,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里18鄰蘆竹路340號,1.0,27.0,,30.0,頭份分局,1972/12/19,2022/12/31,"24.679522509885775, 120.88282345499007",
民宅公寓,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里21鄰蘆竹路453號,1.0,150.0,,166.0,頭份分局,1971/11/24,2022/12/31,"24.680870, 120.880960",
民宅公寓,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里18鄰蘆竹路353號,1.0,30.0,,33.0,頭份分局,1972/2/23,2022/12/31,"24.679109454999217, 120.88266099732003",
民宅公寓,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里18鄰蘆竹路355號,1.0,45.0,,50.0,頭份分局,1972/2/23,2022/12/31,"24.679173514944654, 120.88275639732014",
民宅公寓,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里18鄰蘆竹路359號,1.0,32.0,,35.0,頭份分局,1972/2/23,2022/12/31,"24.679131459411728, 120.88260145498994",
民宅公寓,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里18鄰蘆竹路338號,1.0,27.0,,30.0,頭份分局,1972/12/23,2022/12/31,"24.67959170516778, 120.88295264149505",
民宅公寓,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里南田街175號,1.0,20.0,,22.0,頭份分局,1975/7/17,2022/12/31,"24.681065, 120.885904",
民宅公寓,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里21鄰蘆竹路453號,1.0,25.0,,27.0,頭份分局,1976/11/6,2022/12/31,"24.68115655083666, 120.88096618198016",
民宅公寓,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里18鄰蘆竹路438號,1.0,28.0,,31.0,頭份分局,1974/5/21,2022/12/31,"24.681124, 120.881094",
永貞國小,苗栗縣,頭份市,田寮里,苗栗縣頭份市田寮里8鄰永貞路一段335號,1.0,68.0,,75.0,頭份分局,1976/7/4,2022/12/31,"24.680491, 120.884668",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里3鄰中華路720號,1.0,55.0,,61.0,頭份分局,1977/11/7,2022/12/31,"24.68036246884274, 120.90176540468453",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里3鄰中華路756號,1.0,20.0,,22.0,頭份分局,1970/4/24,2022/12/31,"24.680856361163073, 120.90244010817648",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里3鄰中華路784號,1.0,12.0,,13.0,頭份分局,1974/6/8,2022/12/31,"24.68160455640832, 120.9033853363796",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里3鄰中華路764號,1.0,12.0,,13.0,頭份分局,1979/6/22,2022/12/31,"24.68152934220721, 120.90288955188934",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里3鄰中華路788號,1.0,12.0,,13.0,頭份分局,1974/10/5,2022/12/31,"24.6818755439879, 120.90361436908422",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里3鄰中華路790號,1.0,20.0,,22.0,頭份分局,1970/4/21,2022/12/31,"24.68184200599272, 120.90354943839692",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里3鄰中華路794號,1.0,35.0,,38.0,頭份分局,1970/2/3,2022/12/31,"24.682000000375698, 120.90359383839704",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里4鄰中華路734巷27號,1.0,17.0,,18.0,頭份分局,1970/2/3,2022/12/31,"24.68034321087876, 120.90270235188925",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里3鄰中華路734巷46號,1.0,19.0,,21.0,頭份分局,1972/3/23,2022/12/31,"24.68002505779095, 120.90242289421754",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里4鄰中華路734巷48號,1.0,19.0,,21.0,頭份分局,1971/9/15,2022/12/31,"24.680040808951208, 120.90308886299688",
民宅公寓,苗栗縣,頭份市,民生里,苗栗縣頭份市民生里10鄰中華路533號,1.0,253.0,,281.0,頭份分局,1974/10/24,2022/12/31,"24.677200411686176, 120.89613292490452",
民宅公寓,苗栗縣,頭份市,民生里,苗栗縣頭份市民生里9鄰中華路641號,1.0,100.0,,111.0,頭份分局,1984/12/21,2022/12/31,"24.679273454582326, 120.89900764024827",
民宅公寓,苗栗縣,頭份市,民生里,苗栗縣頭份市民生里10鄰中華路521巷12號,1.0,41.0,,45.0,頭份分局,1984/4/10,2022/12/31,"24.677441462236068, 120.89539780956103",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里3鄰中華路736號,1.0,38.0,,42.0,頭份分局,1971/3/17,2022/12/31,"24.6809299537225, 120.9021436402483",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里3鄰中華路718號,1.0,30.0,,33.0,頭份分局,1977/6/25,2022/12/31,"24.680669746816875, 120.9017351267559",
晟新醫院,苗栗縣,頭份市,仁愛里,苗栗縣頭份市仁愛里10鄰銀河路118號,1.0,200.0,,222.0,頭份分局,1972/2/23,2022/12/31,"24.682104, 120.907422",
民宅公寓,苗栗縣,頭份市,仁愛里,苗栗縣頭份市仁愛里4鄰銀河路50號,1.0,23.0,,25.0,頭份分局,1970/2/19,2022/12/31,"24.683729, 120.909987",
民宅公寓,苗栗縣,頭份市,仁愛里,苗栗縣頭份市仁愛里6鄰信義路3號,1.0,43.0,,47.0,頭份分局,1970/5/5,2022/12/31,"24.684025, 120.909870",
民宅公寓,苗栗縣,頭份市,仁愛里,苗栗縣頭份市仁愛里5鄰信義路12號,1.0,35.0,,38.0,頭份分局,1970/2/3,2022/12/31,"24.683860, 120.909458",
民宅公寓,苗栗縣,頭份市,仁愛里,苗栗縣頭份市仁愛里9鄰和平路19號,1.0,35.0,,38.0,頭份分局,1970/7/9,2022/12/31,"24.683588, 120.908237",
頭份市公所藝術館,苗栗縣,頭份市,仁愛里,苗栗縣頭份市仁愛里1鄰中山路234號,1.0,195.0,,216.0,頭份分局,1971/5/25,2022/12/31,"24.686906835619087, 120.91327550956132",
民宅公寓,苗栗縣,頭份市,仁愛里,苗栗縣頭份市仁愛里11鄰中興巷32號之16,1.0,21.0,,23.0,頭份分局,1971/3/13,2022/12/31,"24.682964, 120.908032",
民宅公寓,苗栗縣,頭份市,仁愛里,苗栗縣頭份市仁愛里11鄰中興巷32號之14,1.0,21.0,,23.0,頭份分局,1972/2/23,2022/12/31,"24.682942, 120.907967",
民宅公寓,苗栗縣,頭份市,仁愛里,苗栗縣頭份市仁愛里10鄰民族路1號,1.0,72.0,,80.0,頭份分局,1971/9/15,2022/12/31,"24.682571, 120.907489",
