類別,建築物名稱,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
大樓,大樓,D408000081,過田里,新北市三重區過田里過圳街7巷16號,1.0,245.0,光明派出所,,121.489907,25.059534
大樓,大樓,D408000082,光田里,新北市三重區光田里三民街14號,1.0,195.0,光明派出所,,121.485632,25.060698
大樓,三重戶政事務所,D408000083,過田里,新北市三重區過田里新北大道1段9號,1.0,466.0,光明派出所,,121.489206,25.061139
大樓,三民大廈丁棟,D408000084,三民里,新北市三重區三民里重陽路2段34巷61號,1.0,175.0,光明派出所,,121.48598,25.063569
大樓,中山吉祥大樓,D408000085,光田里,新北市三重區光田里新北大道1段95號,1.0,439.0,光明派出所,,121.484465,25.061298
公寓,台汽公司-建議解列,D408000086,中山里,新北市三重區中山里中正北路27號,1.0,577.0,光明派出所,,121.492476,25.061882
大樓,三民大廈乙區,D408000087,三民里,新北市三重區三民里重陽路34巷82號,1.0,320.0,光明派出所,,121.484611,25.064514
大樓,大仁社區,D408000088,重陽里,新北市三重區重陽里大仁街68號,1.0,183.0,光明派出所,,121.492325,25.065117
華廈,華廈,D408000089,光陽里,新北市三重區光陽里重陽路1段60巷67號,1.0,62.0,光明派出所,,121.484389,25.058317
大樓,三民大廈重陽社區,D408000090,三民里,新北市三重區三民里重陽路2段74號,1.0,1579.0,光明派出所,,121.487263,25.064211
大樓,三民大廈中正社區,D408000091,三民里,新北市三重區三民里中正北路118巷7號,1.0,1435.0,光明派出所,,121.485114,25.064776
大樓,大樓,D408000092,過田里,新北市三重區過田里新北大道1段7號,1.0,1619.0,光明派出所,,121.489529,25.061179
華廈,黃年圖-華廈,D408000093,田心里,新北市三重區田心里忠孝路3段99巷15號,1.0,94.0,光明派出所,,121.479578,25.064359
大樓,金寶石社區,D408000094,光陽里,新北市三重區光陽里三陽路55號,1.0,1248.0,光明派出所,,121.484426,25.059094
大樓,儷園大廈,D408000095,三民里,新北市三重區三民里中正北路118巷2號,1.0,325.0,光明派出所,,121.484823,25.064952
大樓,淇園大廈,D408000096,中山里,新北市三重區中山里中正北路19號,1.0,267.0,光明派出所,,121.492556,25.061773
大樓,國王特區,D408000097,過田里,新北市三重區過田里重陽路1段43巷24號,1.0,570.0,光明派出所,,121.48796,25.058295
大樓,重陽皇家大樓,D408000098,過田里,新北市三重區過田里重陽路1段45號,1.0,256.0,光明派出所,,121.486881,25.058133
大樓,興華德營大樓,D408000099,光田里,新北市三重區光田里興華街85號,1.0,363.0,光明派出所,,121.484533,25.059908
大樓,傳世寶第社區,D408000100,田安里,新北市三重區田安里中華路48號,1.0,240.0,光明派出所,,121.483381,25.06169
大樓,大樓,D408000101,過田里,新北市三重區過田里重新路4段43號,1.0,268.0,光明派出所,,121.487884,25.057581
公寓,大同市民活動中心,D408000102,民生里,新北市三重區民生里大同北路186號,1.0,307.0,光明派出所,,121.490708,25.066295
大樓,全球大富貴社區,D408000103,光陽里,新北市三重區光陽里中華路20巷21號,1.0,712.0,光明派出所,,121.482635,25.060797
大樓,頭家恭喜社區,D408000104,田安里,新北市三重區田安里新北大道1段240號,1.0,1353.0,光明派出所,,121.481778,25.061669
大樓,傳家堡社區,D408000105,三民里,新北市三重區三民里三民街115巷9號,1.0,138.0,光明派出所,,,
大樓,大樓,D408000106,過田里,新北市三重區過田里重新路四段51號,1.0,1450.0,光明派出所,,121.487766,25.057493
大樓,圓如意社區,D408000107,三民里,新北市三重區三民里中正北路118巷1號,1.0,323.0,光明派出所,,121.485461,25.065092
大樓,理想家社區,D408000108,民生里,新北市三重區民生里大智街116號,1.0,129.0,光明派出所,,121.493043,25.066936
大樓,世華經典大廈,D408000109,三民里,新北市三重區三民里重陽路2段36號,1.0,332.0,光明派出所,,121.486917,25.063127
公寓,新北市召會三重會所,D408000110,中山里,新北市三重區中山里大同北路36號,1.0,431.0,光明派出所,,121.495282,25.062648
大樓,大樓,D408000111,過田里,新北市三重區過田里重新路3段147號,1.0,972.0,光明派出所,,121.490133,25.059054
華廈,華廈-新北大道一段100巷20號集合住宅,D408000112,田安里,新北市三重區田安里新北大道1段100巷20號,1.0,138.0,光明派出所,,121.485485,25.062254
大樓,中華電信三重行通大樓,D408000113,中山里,新北市三重區中山里重新路3段27號,1.0,2765.0,光明派出所,,,
華廈,華廈-大仁街30號、明志街55號集合住宅,D408000114,重陽里,新北市三重區重陽里大仁街30號,1.0,97.0,光明派出所,,121.491556,25.064014
大樓,宸泰御品社區,D408000115,田安里,新北市三重區田安里中華路51號,1.0,708.0,光明派出所,,121.483991,25.062099
大樓,吳仁發,D408000116,田心里,新北市三重區田心里忠孝路3段99巷10號,1.0,482.0,光明派出所,,121.479737,25.06422
公寓,聯邦公園,D408000117,田心里,新北市三重區田心里中華路125號,1.0,4031.0,光明派出所,,121.484456,25.063851
大樓,大樓,D408000118,錦田里,新北市三重區錦田里中正北路2號,1.0,513.0,光明派出所,,121.490186,25.062646
大樓,桔園大廈,D408000119,光田里,新北市三重區光田里三光街27號,1.0,271.0,光明派出所,,121.48466,25.060903
公寓,三重區公所,D408000120,過田里,新北市三重區過田里新北大道1段11號,1.0,1543.0,光明派出所,,121.4884,25.061199
大樓,顏添富,D408000121,光陽里,新北市三重區光陽里中華路16號,1.0,380.0,光明派出所,,121.483353,25.060604
公寓,公寓,D408000122,過田里,新北市三重區過田里新北大道1段5巷2弄2號,1.0,128.0,光明派出所,,121.489309,25.060674
大樓,新北市三重區綜合體育館,D408000123,中山里,新北市三重區中山里新北大道1段2號,1.0,7144.0,光明派出所,,121.491597,25.061554
大樓,京采公寓大廈,D408000124,過田里,新北市三重區過田里過圳街40號,2.0,261.0,光明派出所,,121.48795,25.059709
大樓,峰閣大廈,D408000125,過田里,新北市三重區過田里重陽路1段113巷1弄46號,1.0,274.0,光明派出所,,121.488202,25.058668
大樓,永揚富貴大樓管理,D408000126,光陽里,新北市三重區光陽里名源街6號,1.0,118.0,光明派出所,,121.481935,25.060872
公寓,台汽公司-建議解列,D408000127,中山里,新北市三重區中山里中正北路27號,1.0,924.0,光明派出所,,121.492476,25.061882
大樓,I世紀社區,D408001089,田安里,新北市三重區田安里三民街68號,1.0,702.0,光明派出所,,121.485699,25.062481
大樓,東村鼎富社區,D408001291,過田里,新北市三重區過田里重陽路1段43巷30號,1.0,258.0,光明派出所,,121.488174,25.058434
大樓,甜心社區,D408001308,田心里,新北市三重區田心里忠孝路3段84巷1號,1.0,621.0,光明派出所,,121.480544,25.064695
大樓,幸福85大樓,D408001317,中山里,新北市三重區中山里重新路3段85號,1.0,82.0,光明派出所,,121.491784,25.060191
大樓,大樓,D408001321,錦田里,新北市三重區錦田里新北大道1段6號,1.0,2139.0,光明派出所,,121.488619,25.061549
公寓,新北市三重區修德國民小學,D408001330,民生里,新北市三重區民生里重陽路3段3號,1.0,1051.0,光明派出所,,121.488801,25.066116
大樓,新北市立聯合醫院三重院區,D408001332,中山里,新北市三重區中山里新北大道1段3號,2.0,2949.0,光明派出所,,,
大樓,冠德天驕社區,D408001336,中山里,新北市三重區中山里重新路3段25號,1.0,1129.0,光明派出所,,121.494854,25.061585
大樓,鑫寶璽悅社區,D408001338,三民里,新北市三重區三民里中正北路110號,3.0,530.0,光明派出所,,121.485945,25.064942
大樓,陳一仁(未有管委會),D408001339,田心里,新北市三重區田心里忠孝路3段84巷18號,1.0,109.0,光明派出所,,121.480931,25.064696
大樓,捷易市中興大廈,D408001340,國隆里,新北市三重區國隆里國隆路19號,1.0,275.0,光明派出所,,121.492943,25.064096
大樓,冠德天驕社區,D408001341,中山里,新北市三重區中山里重新路三段19號,1.0,1129.0,光明派出所,,121.494983,25.061609
大樓,長虹天馥社區,D408001342,民生里,新北市三重區民生里重陽路3段5巷18號,1.0,867.0,光明派出所,,121.489736,25.066027
大樓,淞暘雙囍公寓大廈,D408001343,光陽里,新北市三重區光陽里新生街96號,1.0,478.0,光明派出所,,121.483388,25.059312
大樓,捷運京典社區大樓,D408001344,光陽里,新北市三重區光陽里光陽街66號,1.0,490.0,光明派出所,,,
大樓,青水居社區,D408001345,光田里,新北市三重區光田里新北大道1段111號,1.0,259.0,光明派出所,,121.484054,25.061296
大樓,冠德天晴社區,D408001346,三民里,新北市三重區三民里中正北路88號,4.0,1046.0,光明派出所,,121.486282,25.064709
大樓,築禾交響院,D408001347,國隆里,新北市三重區國隆里19鄰中正北路29號,5.0,4574.0,光明派出所,,121.492309,25.062146
公寓,老舊公寓,D409000007,永吉里,新北市三重區永吉里自強路三段95.97號,1.0,104.0,永福派出所,,121.488057,25.075594
公寓,老舊公寓,D409000008,永吉里,新北市三重區永吉里三和路4段138巷13.14號,1.0,117.0,永福派出所,,121.487751,25.075118
公寓,老舊公寓,D409000009,永吉里,新北市三重區永吉里三和路四段138巷46號,1.0,175.0,永福派出所,,121.487751,25.075118
公寓,老舊公寓,D409000011,永吉里,新北市三重區永吉里自強路3段81.83號,1.0,105.0,永福派出所,,121.488057,25.075594
公寓,老舊公寓,D409000012,永盛里,新北市三重區永盛里三和路四段252號,1.0,558.0,永福派出所,,121.485966,25.076888
公寓,永福國小,D409000013,永福里,新北市三重區永福里永福街66號,1.0,1047.0,永福派出所,,121.480638,25.077007
大樓,永福街華夏,D409000016,永福里,新北市三重區永福里永福街136號,1.0,93.0,永福派出所,,121.478969,25.075546
大樓,新第來亨,D409000017,永福里,新北市三重區永福里永福街72巷3945號,1.0,2780.0,永福派出所,,121.480757,25.07614
大樓,華夏,D409000018,永福里,新北市三重區永福里力行路2段136巷23弄1720號,1.0,537.0,永福派出所,,121.481315,25.076177
大樓,華夏,D409000026,永豐里,新北市三重區永豐里永福街179巷28號,1.0,383.0,永福派出所,,121.47797,25.074802
大樓,華夏,D409000027,永豐里,新北市三重區永豐里永福街197巷24號,1.0,286.0,永福派出所,,121.477325,25.074513
大樓,華夏,D409000028,永福里,新北市三重區永福里永福街54號,1.0,69.0,永福派出所,,121.481525,25.078197
大樓,華夏,D409000029,永清里,新北市三重區永清里三和路4段378號,1.0,1926.0,永福派出所,,121.482568,25.078783
公寓,老舊公寓,D409000030,永清里,新北市三重區永清里三和路4段390巷116號,1.0,640.0,永福派出所,,121.479225,25.078297
公寓,老舊公寓,D409000031,永清里,新北市三重區永清里三和路四段390巷62號,1.0,1496.0,永福派出所,,121.479532,25.078334
大樓,富貴新城,D409000035,永順里,新北市三重區永順里永福街137號,1.0,171.0,永福派出所,,121.478749,25.07672
大樓,華夏,D409000036,永福里,新北市三重區永福里永福街68號,1.0,320.0,永福派出所,,121.479077,25.076883
大樓,華夏,D409000037,永福里,新北市三重區永福里永福街60號,1.0,60.0,永福派出所,,121.481077,25.077866
大樓,華夏,D409000038,永清里,新北市三重區永清里三和路4段408號,1.0,428.0,永福派出所,,121.480948,25.079745
大樓,華夏,D409000040,永福里,新北市三重區永福里永福街72巷35號,1.0,339.0,永福派出所,,121.480256,25.076196
大樓,金寶石大樓,D409000041,永吉里,新北市三重區永吉里三和路4段152號,1.0,313.0,永福派出所,,121.488298,25.075601
大樓,華夏,D409000043,永安里,新北市三重區永安里力行路2段91巷21弄5號,1.0,89.0,永福派出所,,121.483444,25.075633
大樓,薇風馥麗飯店,D409000044,永盛里,新北市三重區永盛里三和路4段282號,1.0,597.0,永福派出所,,121.485037,25.0774
大樓,合康世紀玫瑰,D409000045,永安里,新北市三重區永安里永福街285號,1.0,1195.0,永福派出所,,121.483227,25.074269
大樓,國泰麗都A區,D409000046,永豐里,新北市三重區永豐里永福街243號,1.0,700.0,永福派出所,,121.480923,25.074327
大樓,合康喜瑞,D409000047,永豐里,新北市三重區永豐里永福街199號,1.0,835.0,永福派出所,,121.479513,25.074694
大樓,三和大廈,D409000048,永吉里,新北市三重區永吉里車路頭街109巷6號,1.0,340.0,永福派出所,,121.485081,25.07445
大樓,三和國中,D409000049,永盛里,新北市三重區永盛里三和路4段216號,1.0,839.0,永福派出所,,121.486502,25.076579
大樓,台北雙子星,D409000050,永福里,新北市三重區永福里永福街72巷15號,1.0,239.0,永福派出所,,121.479639,25.076632
大樓,漢特建設,D409000051,永福里,新北市三重區永福里永福街72巷25號,1.0,240.0,永福派出所,,121.479948,25.076434
大樓,國泰麗都,D409000052,永豐里,新北市三重區永豐里永福街235巷9號,1.0,343.0,永福派出所,,121.480493,25.073849
大樓,三和A+社區,D409000053,永豐里,新北市三重區永豐里力行路2段136巷20號,1.0,104.0,永福派出所,,121.480842,25.075388
大樓,華夏,D409000054,永清里,新北市三重區永清里三和路4段358-2號,1.0,58.0,永福派出所,,121.48347,25.078148
大樓,幸福幫手,D409000055,永福里,新北市三重區永福里力行路二段136巷31號,1.0,94.0,永福派出所,,121.480497,25.075411
大樓,鴻寬-永福匯,D409000056,永福里,新北市三重區永福里永福街56號,1.0,209.0,永福派出所,,121.481465,25.077992
大樓,KYMCO,D409000057,永安里,新北市三重區永安里永福街230號,1.0,275.0,永福派出所,,121.483361,25.07464
大樓,忠孝名門,D410000001,福田里,新北市三重區福田里忠孝路3段53-57號,1.0,247.0,大有派出所,,121.480916,25.066487
大樓,華夏,D410000002,六福里,新北市三重區六福里力行路1段38巷23號,1.0,471.0,大有派出所,,121.485603,25.067187
公寓,老舊公寓,D410000014,永發里,新北市三重區永發里中正北路191巷2號,1.0,614.0,大有派出所,,121.477352,25.069944
公寓,老舊公寓,D410000031,永發里,新北市三重區永發里中正北路315巷6弄70號,1.0,284.0,大有派出所,,121.476747,25.07251
公寓,老舊公寓,D410000032,永發里,新北市三重區永發里中正北路193巷35弄83-86號,1.0,396.0,大有派出所,,121.479073,25.071474
公寓,老舊公寓,D410000034,永發里,新北市三重區永發里大勇街82巷3289號,1.0,1678.0,大有派出所,,121.479813,25.072227
公寓,老舊公寓,D410000035,永發里,新北市三重區永發里大勇街82巷26弄31號,1.0,258.0,大有派出所,,121.47837,25.07209
公寓,老舊公寓,D410000039,永發里,新北市三重區永發里力行路2段30巷8弄2號,1.0,578.0,大有派出所,,121.481816,25.072134
公寓,老舊公寓,D410000042,永發里,新北市三重區永發里國道路1段59號,1.0,889.0,大有派出所,,121.481132,25.072779
公寓,老舊公寓,D410000043,永發里,新北市三重區永發里力行路2段210號,1.0,379.0,大有派出所,,121.481709,25.072775
大樓,老舊公寓,D410000044,六福里,新北市三重區六福里中正北路1701號,2.0,1128.0,大有派出所,,121.482121,25.067601
公寓,重陽國小,D410000045,六福里,新北市三重區六福里中正北路113號,1.0,5026.0,大有派出所,,121.484505,25.066307
大樓,老舊公寓,D410000046,永煇里,新北市三重區永煇里大勇街2號,1.0,210.0,大有派出所,,121.483521,25.071254
大樓,自助洗衣,D410000047,六福里,新北市三重區六福里力行路1段62號,2.0,2285.0,大有派出所,,121.484376,25.069202
