類別,建築物名稱,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
大樓,大樓,D405000083,龍濱里,新北市三重區龍濱里秀江街30號,1.0,1000.0,長泰派出所,,121.501963,25.07281
大樓,查無該址,D405000084,長泰里,新北市三重區長泰里長壽街70號,1.0,505.0,長泰派出所,,121.501444,25.068773
大樓,大樓,D405000085,龍濱里,新北市三重區龍濱里環河北路1段350號,1.0,1606.0,長泰派出所,,121.503167,25.072631
大樓,大樓,D405000086,龍門里,新北市三重區龍門里龍門路179號,1.0,915.0,長泰派出所,,121.499344,25.07315
大樓,大樓,D405000087,承德里,新北市三重區承德里龍門路274巷1號,1.0,205.0,長泰派出所,,121.501671,25.074262
大樓,大樓,D405000088,長江里,新北市三重區長江里龍濱路1號,1.0,310.0,長泰派出所,,121.503305,25.066979
大樓,大樓,D405000089,奕壽里,新北市三重區奕壽里13鄰秀江街136號,1.0,280.0,長泰派出所,,121.497293,25.070412
大樓,大樓,D405000090,奕壽里,新北市三重區奕壽里秀江街128號,1.0,264.0,長泰派出所,,121.498947,25.071888
大樓,大樓,D405000091,奕壽里,新北市三重區奕壽里仁愛街8號,1.0,278.0,長泰派出所,,121.496808,25.070963
公寓,公寓,D405000092,介壽里,新北市三重區介壽里萬全街5號,1.0,1005.0,長泰派出所,,121.499185,25.069629
大樓,大樓,D405000093,長江里,新北市三重區長江里河邊北街52號,1.0,1481.0,長泰派出所,,121.504444,25.067264
大樓,大樓,D405000094,長福里,新北市三重區長福里河邊北街84號,1.0,997.0,長泰派出所,,121.50412,25.069205
公寓,公寓,D405000095,龍濱里,新北市三重區龍濱里秀江街28號,1.0,322.0,長泰派出所,,121.502292,25.072904
大樓,捷運三重國小站,D405000096,奕壽里,新北市三重區奕壽里三和路3段1號,1.0,3595.0,長泰派出所,,121.498768,25.071841
大樓,大樓,D405000097,龍濱里,新北市三重區龍濱里龍濱路170號,1.0,216.0,長泰派出所,,121.501292,25.072769
大樓,大樓,D405000098,介壽里,新北市三重區介壽里介壽路26號,1.0,368.0,長泰派出所,,121.499918,25.070667
大樓,捷運三重國小站,D405000099,奕壽里,新北市三重區奕壽里三和路3段1號,1.0,3286.0,長泰派出所,,121.497422,25.07047
大樓,大樓,D405000100,錦江里,新北市三重區錦江里河邊北街130號,1.0,347.0,長泰派出所,,121.503537,25.07186
大樓,大樓,D405000101,長福里,新北市三重區長福里長壽街196號,1.0,356.0,長泰派出所,,121.503907,25.069049
大樓,大樓,D405000102,長福里,新北市三重區長福里河邊北街96號,1.0,341.0,長泰派出所,,121.50397,25.069729
大樓,大樓,D405000103,順德里,新北市三重區順德里河邊北242號,1.0,88.0,長泰派出所,,121.501832,25.075844
大樓,大樓,D405000104,長福里,新北市三重區長福里長榮路69號,1.0,125.0,長泰派出所,,121.502381,25.068991
公寓,公寓,D405000105,三安里,新北市三重區三安里安慶街8號,1.0,42.0,長泰派出所,,121.497371,25.069433
公寓,公寓,D405000106,三安里,新北市三重區三安里正義北路295號,1.0,116.0,長泰派出所,,121.494904,25.070688
大樓,大樓,D405000107,三安里,新北市三重區三安里正義北路279號,3.0,707.0,長泰派出所,,121.495231,25.070319
大樓,大樓,D405000109,三安里,新北市三重區三安里正義北路245號,2.0,373.0,長泰派出所,,121.495789,25.069496
大樓,大樓,D405000110,三安里,新北市三重區三安里龍門路1號,3.0,847.0,長泰派出所,,121.494832,25.071009
大樓,大樓,D405000111,三安里,新北市三重區三安里三和路2段206號,2.0,604.0,長泰派出所,,121.498059,25.069345
大樓,大樓,D405000112,三安里,新北市三重區三安里文化北路133號,2.0,318.0,長泰派出所,,121.497805,25.068955
公寓,長泰派出所,D405000113,奕壽里,新北市三重區奕壽里仁愛街15號,1.0,174.0,長泰派出所,,,
大樓,大樓,D405000114,龍濱里,新北市三重區龍濱里龍濱路208號,1.0,126.0,長泰派出所,,121.500466,25.073444
大樓,禮寓,D405000115,長福里,新北市三重區長福里長榮路83號,1.0,276.0,長泰派出所,,121.502778,25.069097
公寓,光榮國小,D405000116,介壽里,新北市三重區介壽里介壽路32號,1.0,516.0,長泰派出所,,121.5014,25.071059
大樓,豐鼎,D405000117,長江里,新北市三重區長江里14鄰龍濱路3號,1.0,620.0,長泰派出所,,121.503252,25.067147
公寓,公寓,D406000004,六合里,新北市三重區六合里自強路2段20號,1.0,107.0,厚德派出所,,121.489751,25.069038
大樓,麗景公園大廈,D406000008,立德里,新北市三重區立德里忠孝路2段40號,2.0,1282.0,厚德派出所,,121.485366,25.070556
大樓,長青天下,D406000009,立德里,新北市三重區立德里忠孝路2段34號,4.0,381.0,厚德派出所,,121.485606,25.070703
大樓,經典人生,D406000010,立德里,新北市三重區立德里忠孝路2段80號,2.0,244.0,厚德派出所,,121.484254,25.069805
大樓,大樓,D406000014,六合里,新北市三重區六合里三張街128巷11號,1.0,107.0,厚德派出所,,121.486809,25.069431
公寓,公寓,D406000022,瑞德里,新北市三重區瑞德里仁昌街83號,1.0,42.0,厚德派出所,,121.49917,25.074813
大樓,金莊花園大廈,D406000023,培德里,新北市三重區培德里忠孝路2段95號,3.0,935.0,厚德派出所,,121.484219,25.070101
公寓,名人凱旋門,D406000029,幸福里,新北市三重區幸福里重陽路3段174號,1.0,759.0,厚德派出所,,121.489873,25.067993
公寓,公寓,D406000030,幸福里,新北市三重區幸福里重陽路3段134號,1.0,105.0,厚德派出所,,121.489127,25.067028
公寓,公寓,D406000032,安慶里,新北市三重區安慶里民生東街7巷1號,1.0,161.0,厚德派出所,,121.493019,25.068576
大樓,華夏,D406000033,福安里,新北市三重區福安里民生東街2號,1.0,183.0,厚德派出所,,121.492512,25.068239
大樓,華夏,D406000037,厚德里,新北市三重區厚德里後竹圍街2巷1弄2號,1.0,313.0,厚德派出所,,121.491686,25.073295
公寓,公寓,D406000038,永德里,新北市三重區永德里大智街260號,1.0,141.0,厚德派出所,,121.488727,25.073839
公寓,公寓,D406000039,永德里,新北市三重區永德里大智街260號,1.0,132.0,厚德派出所,,121.488727,25.073839
公寓,公寓,D406000040,永德里,新北市三重區永德里後竹圍街175巷12弄6號,1.0,114.0,厚德派出所,,121.485395,25.072183
公寓,公寓,D406000041,永德里,新北市三重區永德里後竹圍街175巷12弄7號,1.0,104.0,厚德派出所,,121.485317,25.072288
公寓,公寓,D406000042,永德里,新北市三重區永德里後竹圍街175巷29號,1.0,106.0,厚德派出所,,121.485608,25.073001
大樓,大樓,D406000045,信安里,新北市三重區信安里重陽路4段128號,2.0,568.0,厚德派出所,,121.492424,25.071259
大樓,金品,D406000046,信安里,新北市三重區信安里正義北路374號,1.0,177.0,厚德派出所,,121.493413,25.07145
公寓,公寓,D406000047,信安里,新北市三重區信安里重陽路4段79號,2.0,1754.0,厚德派出所,,121.492555,25.070902
大樓,大樓,D406000048,信安里,新北市三重區信安里重陽路4段79號,2.0,614.0,厚德派出所,,121.492555,25.070902
大樓,大樓,D406000051,尚德里,新北市三重區尚德里重陽路4段152號,1.0,107.0,厚德派出所,,121.493033,25.072015
大樓,華夏,D406000052,厚德里,新北市三重區厚德里忠孝路1段45巷1號,1.0,284.0,厚德派出所,,121.491218,25.072229
公寓,公寓,D406000053,安慶里,新北市三重區安慶里雙園街57巷30號,1.0,116.0,厚德派出所,,121.494536,25.068316
公寓,公寓,D406000054,安慶里,新北市三重區安慶里雙園街57巷25號,1.0,118.0,厚德派出所,,121.494657,25.068387
大樓,華夏,D406000055,培德里,新北市三重區培德里大智街238號,1.0,86.0,厚德派出所,,121.489542,25.072651
大樓,大樓,D406000057,厚德里,新北市三重區厚德里後竹圍街6號,1.0,113.0,厚德派出所,,121.491646,25.073805
大樓,大樓,D406000058,崇德里,新北市三重區崇德里仁昌街32號,2.0,475.0,厚德派出所,,121.496873,25.074173
大樓,大樓,D406000059,崇德里,新北市三重區崇德里仁和街97號,1.0,165.0,厚德派出所,,121.498039,25.074042
大樓,麗寶團緣,D406000060,培德里,新北市三重區培德里忠孝路2段101號,2.0,845.0,厚德派出所,,121.483967,25.069917
大樓,大樓,D406000061,安慶里,新北市三重區安慶里民生東街1號,1.0,165.0,厚德派出所,,121.492903,25.068515
大樓,大樓,D406000062,福安里,新北市三重區福安里民生東街6號,1.0,420.0,厚德派出所,,121.49267,25.068492
大樓,承展汽車有限公司,D406000063,永德里,新北市三重區永德里後竹圍街195號,1.0,108.0,厚德派出所,,121.485229,25.071627
大樓,太平洋花園廣場,D406000064,厚德里,新北市三重區厚德里三和路4段16號,2.0,3822.0,厚德派出所,,121.491122,25.07394
大樓,大樓,D406000065,幸福里,新北市三重區幸福里安慶街297巷1弄12號,1.0,722.0,厚德派出所,,121.489354,25.067859
大樓,華夏,D406000066,安慶里,新北市三重區安慶里正義北路286號,1.0,77.0,厚德派出所,,121.495548,25.069383
大樓,華夏,D406000067,安慶里,新北市三重區安慶里正義北路288號,1.0,210.0,厚德派出所,,121.495522,25.069424
大樓,華夏,D406000068,六合里,新北市三重區六合里力行路1段89巷6號,1.0,708.0,厚德派出所,,121.486699,25.068548
大樓,華夏,D406000069,立德里,新北市三重區立德里自強路2段88號,1.0,124.0,厚德派出所,,121.487811,25.070507
大樓,華夏,D406000070,福安里,新北市三重區福安里正義北路314巷28號,1.0,234.0,厚德派出所,,121.494129,25.069937
大樓,華夏,D406000071,福安里,新北市三重區福安里正義北路314巷27號,1.0,94.0,厚德派出所,,121.494129,25.070042
大樓,世達花園,D406000072,六合里,新北市三重區六合里自強路2段58號,1.0,687.0,厚德派出所,,121.488695,25.069748
大樓,公園森活,D406000073,福安里,新北市三重區福安里六張街90巷1號,1.0,1724.0,厚德派出所,,121.492991,25.069925
大樓,華夏,D406000074,福安里,新北市三重區福安里正義北路332號,1.0,55.0,厚德派出所,,121.494551,25.070662
大樓,華夏,D406000075,培德里,新北市三重區培德里中正北路165巷2號,2.0,448.0,厚德派出所,,121.47872,25.06966
大樓,寶石庭園,D406000076,福安里,新北市三重區福安里六張街85號,2.0,1909.0,厚德派出所,,121.493065,25.070089
大樓,華夏,D406000077,尚德里,新北市三重區尚德里三和路3段103號,1.0,156.0,厚德派出所,,121.494478,25.072664
大樓,華夏,D406000078,福安里,新北市三重區福安里正義北路332號,2.0,127.0,厚德派出所,,121.494551,25.070662
大樓,海德堡,D406000079,厚德里,新北市三重區厚德里忠孝路1段77號,2.0,552.0,厚德派出所,,121.490454,25.07215
大樓,大樓,D406000081,立德里,新北市三重區立德里忠孝路2段52號,1.0,217.0,厚德派出所,,121.485062,25.070392
大樓,正義大樓,D406000082,福安里,新北市三重區福安里正義北路316號,2.0,581.0,厚德派出所,,121.494961,25.070247
大樓,大樓,D406000083,崇德里,新北市三重區崇德里仁愛街141巷21號,1.0,377.0,厚德派出所,,121.496861,25.075731
大樓,皇家公園,D406000085,福安里,新北市三重區福安里正義北路338巷63號,1.0,223.0,厚德派出所,,121.492729,25.070331
大樓,華夏,D406000087,六合里,新北市三重區六合里力行路1段153巷27號,1.0,3498.0,厚德派出所,,121.48613,25.069049
大樓,華夏,D406000088,永德里,新北市三重區永德里自強路3段43巷16號,1.0,98.0,厚德派出所,,121.48764,25.073057
大樓,華夏,D406000089,安慶里,新北市三重區安慶里雙園街57巷34弄59號,1.0,71.0,厚德派出所,,121.493098,25.068084
大樓,幸大百御園,D406000090,福安里,新北市三重區福安里重陽路4段35號,3.0,833.0,厚德派出所,,121.491652,25.069727
大樓,三和正旺,D406000091,厚德里,新北市三重區厚德里三和路3段172號,3.0,407.0,厚德派出所,,121.492443,25.073198
公寓,厚德國小,D406000092,立德里,新北市三重區立德里忠孝路1段70號,1.0,3888.0,厚德派出所,,121.48873,25.071822
大樓,躍龍門,D406000093,崇德里,新北市三重區崇德里仁愛街99號,1.0,858.0,厚德派出所,,121.495762,25.073825
大樓,樹一品,D406000094,信安里,新北市三重區信安里重陽路4段66號,1.0,396.0,厚德派出所,,121.491924,25.070568
大樓,兆豐國際商業銀行,D406000095,幸福里,新北市三重區幸福里重陽路三段99號,1.0,84.0,厚德派出所,,,
大樓,大樓,D406000096,厚德里,新北市三重區厚德里三和路3段156號,1.0,48.0,厚德派出所,,121.492989,25.072832
大樓,大樓,D406000097,永德里,新北市三重區永德里國道路1段18號,1.0,413.0,厚德派出所,,121.485835,25.073257
大樓,大樓,D406000098,厚德里,新北市三重區厚德里三和路三段186號,1.0,363.0,厚德派出所,,121.492105,25.073432
公寓,公寓,D406000099,培德里,新北市三重區培德里力行路1段88號,2.0,455.0,厚德派出所,,121.482798,25.070234
大樓,大樓,D407000001,溪美里,新北市三重區溪美里福隆路30號,1.0,138.0,慈福派出所,,121.491798,25.078195
大樓,歌林科技大樓,D407000002,福隆里,新北市三重區福隆里溪尾街14號,1.0,1196.0,慈福派出所,,121.49119,25.075619
大樓,仁政街157號華夏,D407000003,溪美里,新北市三重區溪美里仁政街157號,1.0,70.0,慈福派出所,,121.491415,25.079297
大樓,尊皇大都會,D407000004,溪美里,新北市三重區溪美里仁政街152號之7,2.0,561.0,慈福派出所,,121.491459,25.078843
大樓,住商不動產,D407000006,福隆里,新北市三重區福隆里自強路4段2號,1.0,151.0,慈福派出所,,121.488236,25.076123
大樓,仁政街126號華夏,D407000008,溪美里,新北市三重區溪美里仁政街126號,3.0,1952.0,慈福派出所,,121.491637,25.078537
大樓,開發實業,D407000009,溪美里,新北市三重區溪美里溪尾街39號,2.0,543.0,慈福派出所,,121.491328,25.075865
大樓,全民開獎大樓,D407000012,五順里,新北市三重區五順里五華街35巷59號之1,1.0,168.0,慈福派出所,,121.495998,25.08173
大樓,大樓,D407000015,福隆里,新北市三重區福隆里溪尾街42號,3.0,379.0,慈福派出所,,121.490722,25.077018
大樓,大樓,D407000016,福隆里,新北市三重區福隆里自強路4段31巷1號,3.0,1721.0,慈福派出所,,121.48941,25.076654
公寓,舊式公寓,D407000018,福隆里,新北市三重區福隆里溪尾街96號,1.0,182.0,慈福派出所,,121.489638,25.078575
公寓,鴻昌建材,D407000019,福隆里,新北市三重區福隆里自強路4段12號,1.0,168.0,慈福派出所,,121.488415,25.076353
公寓,CNC雕刻,D407000021,福隆里,新北市三重區福隆里溪尾街108巷46弄1號,1.0,128.0,慈福派出所,,121.487781,25.077857
公寓,舊式公寓,D407000022,福隆里,新北市三重區福隆里溪尾街108巷46弄2號,1.0,196.0,慈福派出所,,121.487784,25.077986
公寓,好師傅有限公司,D407000027,福隆里,新北市三重區福隆里溪尾街108巷46弄37號,1.0,561.0,慈福派出所,,121.489091,25.078273
公寓,舊式公寓,D407000028,福樂里,新北市三重區福樂里三和路4段135巷25號,1.0,611.0,慈福派出所,,121.485564,25.078259
大樓,大樓,D407000031,福隆里,新北市三重區福隆里三和路4段95號之1,1.0,281.0,慈福派出所,,121.488039,25.076098
大樓,三和101,D407000034,福隆里,新北市三重區福隆里三和路4段103號,2.0,1582.0,慈福派出所,,121.487132,25.076629
大樓,台新銀行,D407000035,慈生里,新北市三重區慈生里三和路4段183號,1.0,254.0,慈福派出所,,121.482687,25.079102
大樓,蓮愛,D407000036,溪美里,新北市三重區溪美里溪尾街41號,1.0,613.0,慈福派出所,,121.491264,25.076133
大樓,華夏,D407000037,福隆里,新北市三重區福隆里三和路4段117巷15號,1.0,312.0,慈福派出所,,121.486133,25.077749
大樓,五華街華夏,D407000038,五常里,新北市三重區五常里五華街7巷71號,1.0,386.0,慈福派出所,,121.496577,25.080676
大樓,三和路4段華夏,D407000039,福隆里,新北市三重區福隆里三和路4段117巷15號,1.0,594.0,慈福派出所,,121.486133,25.077749
大樓,三和路4段117巷22號華夏,D407000040,福隆里,新北市三重區福隆里三和路4段117巷22號,1.0,270.0,慈福派出所,,121.485846,25.077999
大樓,五華街華夏,D407000041,五順里,新北市三重區五順里五華街35巷59號,1.0,268.0,慈福派出所,,121.495922,25.08168
大樓,巨林美而美,D407000042,五順里,新北市三重區五順里五華街16號,1.0,477.0,慈福派出所,,121.494873,25.080276
大樓,聖仁參藥行,D407000043,五常里,新北市三重區五常里五華街6號,1.0,1251.0,慈福派出所,,121.495048,25.080003
公寓,萊爾富車超商,D407000044,慈愛里,新北市三重區慈愛里三和路4段233號,1.0,771.0,慈福派出所,,121.481153,25.079966
大樓,大樓,D407000048,福隆里,新北市三重區福隆里三和路4段95號,1.0,212.0,慈福派出所,,121.488153,25.076046
公寓,舊式公寓,D407000049,慈福里,新北市三重區慈福里慈愛街26號,1.0,334.0,慈福派出所,,121.484975,25.078889
公寓,舊式公寓,D407000053,福隆里,新北市三重區福隆里溪尾街108巷48號,1.0,318.0,慈福派出所,,121.488054,25.078333
大樓,大樓,D407000063,福樂里,新北市三重區福樂里溪尾街108巷73號,1.0,475.0,慈福派出所,,121.487319,25.078259
大樓,正大藥局,D407000064,五順里,新北市三重區五順里五華街39號,1.0,172.0,慈福派出所,,121.494543,25.081058
大樓,7-11藥局,D407000071,五順里,新北市三重區五順里仁義街180號,1.0,280.0,慈福派出所,,121.496765,25.081514
大樓,仁義幼兒園,D407000072,五順里,新北市三重區五順里仁義街188號,1.0,901.0,慈福派出所,,121.496693,25.081663
公寓,三重社會福利大樓,D407000073,溪美里,新北市三重區溪美里溪尾街73號,1.0,2247.0,慈福派出所,,121.490598,25.077856
大樓,仁義街211華夏,D407000074,五順里,新北市三重區五順里仁義街211巷13號,1.0,1397.0,慈福派出所,,121.497371,25.082138
大樓,東北檳榔攤,D407000075,五順里,新北市三重區五順里仁義街169號,1.0,290.0,慈福派出所,,121.496949,25.081514
大樓,第一廣場,D407000076,溪美里,新北市三重區溪美里溪尾街115號,2.0,1451.0,慈福派出所,,121.48971,25.078864
大樓,仁政74華夏,D407000077,溪美里,新北市三重區溪美里仁政街74號,1.0,482.0,慈福派出所,,121.4927,25.077393
大樓,仁義街168華夏,D407000078,五常里,新北市三重區五常里仁義街168號,1.0,1277.0,慈福派出所,,121.497001,25.081109
大樓,華夏,D407000079,福樂里,新北市三重區福樂里三和路4段117巷58號,1.0,256.0,慈福派出所,,121.486547,25.078021
大樓,瀚大,D407000080,溪美里,新北市三重區溪美里福隆路14號,1.0,134.0,慈福派出所,,121.491327,25.077965
大樓,五華街華夏,D407000081,五常里,新北市三重區五常里五華街1巷32號,1.0,63.0,慈福派出所,,121.496205,25.080133
大樓,金發工業股份有限公司,D407000082,五常里,新北市三重區五常里仁愛街269巷50號,1.0,243.0,慈福派出所,,121.49432,25.079603
大樓,富凱廣場,D407000083,溪美里,新北市三重區溪美里溪尾街121號,3.0,1388.0,慈福派出所,,121.489627,25.0791
大樓,黑石,D407000084,五常里,新北市三重區五常里仁義街160號,1.0,152.0,慈福派出所,,121.497137,25.080803
大樓,大樓,D407000085,五常里,新北市三重區五常里仁義街159巷38號,2.0,1287.0,慈福派出所,,121.498618,25.082018
大樓,大樓,D407000086,五順里,新北市三重區五順里五華街19號,1.0,1874.0,慈福派出所,,121.494948,25.080469
大樓,仁安堂中醫,D407000087,福樂里,新北市三重區福樂里三和路4段133號,1.0,1435.0,慈福派出所,,121.484654,25.077984
大樓,大樓,D407000088,五常里,新北市三重區五常里五華街9號之1,1.0,902.0,慈福派出所,,121.495154,25.080158
大樓,柔佩詩髮廊,D407000089,五常里,新北市三重區五常里仁義街145號,1.0,502.0,慈福派出所,,121.497268,25.080884
大樓,佳潔車體美容,D407000090,五順里,新北市三重區五順里環河北路2段322號,2.0,180.0,慈福派出所,,121.498308,25.083218
大樓,想不到娃娃家族,D407000091,慈福里,新北市三重區慈福里三和路4段163巷50號,1.0,70.0,慈福派出所,,121.488399,25.080122
大樓,永和豆漿,D407000092,溪美里,新北市三重區溪美里仁愛街281號,1.0,127.0,慈福派出所,,121.492753,25.078943
大樓,酒饌洋酒,D407000093,福隆里,新北市三重區福隆里福隆路3號,1.0,1107.0,慈福派出所,,121.489413,25.077036
大樓,歡喜佛堂,D407000094,溪美里,新北市三重區溪美里福隆路20號,1.0,280.0,慈福派出所,,121.49149,25.078026
大樓,仁愛尊貴,D407000096,溪美里,新北市三重區溪美里仁愛街366巷12號,2.0,180.0,慈福派出所,,121.491126,25.08027
大樓,築城麗富,D407000098,溪美里,新北市三重區溪美里溪尾街125號,4.0,3390.0,慈福派出所,,121.4893,25.079696
大樓,幸福家綻,D407000100,慈惠里,新北市三重區慈惠里三和路4段203巷183號,1.0,458.0,慈福派出所,,121.486032,25.080518
大樓,悠悅賞,D407000115,仁華里,新北市三重區仁華里永安北路2段101號,1.0,954.0,慈福派出所,,121.482948,25.083864
大樓,合嘉逍遙遊,D407000120,仁華里,新北市三重區仁華里永安北路2段121號,1.0,1212.0,慈福派出所,,121.483576,25.084244
大樓,大樓,D407000134,仁華里,新北市三重區仁華里永安北路二段117號,1.0,134.0,慈福派出所,,121.483508,25.084201
大樓,捷絲旅-三重館,D407000135,福隆里,新北市三重區福隆里三和路4段107-1號,1.0,596.0,慈福派出所,,121.487036,25.077195
大樓,小品川,D407000136,五常里,新北市三重區五常里元信一街161號,5.0,564.0,慈福派出所,,121.497113,25.077799
大樓,峰雲,D407000137,溪美里,新北市三重區溪美里福隆路75號,1.0,139.0,慈福派出所,,121.491557,25.077851
大樓,仁政公寓大廈,D407000138,溪美里,新北市三重區溪美里仁政街76巷17號,1.0,70.0,慈福派出所,,121.491698,25.077164
大樓,仁仁愛社區,D407000139,五常里,新北市三重區五常里仁義街79巷23號,1.0,742.0,慈福派出所,,121.49846,25.079499
大樓,達麗大景匯,D407000140,五常里,新北市三重區五常里環河北路2段220號,1.0,727.0,慈福派出所,,121.499987,25.080074
大樓,大亮時代一期,D407000141,五常里,新北市三重區五常里元信二街116號,1.0,520.0,慈福派出所,,121.497033,25.079791
大樓,徐匯棧,D407000142,仁華里,新北市三重區仁華里19鄰仁安街99號,1.0,1129.0,慈福派出所,,121.482945,25.083415
大樓,大亮時代二期,D407000143,五常里,新北市三重區五常里仁義街106號,1.0,534.0,慈福派出所,,121.49783,25.079485
大樓,日日東森社區,D407000144,五常里,新北市三重區五常里元信一街26號,4.0,629.0,慈福派出所,,121.499848,25.079006
大樓,大亮時代三期,D407000145,五常里,新北市三重區五常里6鄰元信三街19號,1.0,397.0,慈福派出所,,121.499044,25.081527
大樓,達麗麗水苑,D407000146,五常里,新北市三重區五常里1鄰仁義街79巷42號,1.0,395.0,慈福派出所,,121.499217,25.080007
大樓,欣世代國際館,D407000147,五常里,新北市三重區五常里5鄰元信二街56號,1.0,909.0,慈福派出所,,121.498509,25.080522
公寓,明志國中-勵志樓,D408000001,重陽里,新北市三重區重陽里明志街135號,1.0,279.0,光明派出所,,121.489876,25.063536
公寓,老舊公寓,D408000002,田心里,新北市三重區田心里忠孝路3段50巷51號,1.0,132.0,光明派出所,,121.483211,25.064254
大樓,大樓,D408000006,過田里,新北市三重區過田里三寧街1號,1.0,1159.0,光明派出所,,121.488833,25.059317
公寓,老舊公寓,D408000007,錦田里,新北市三重區錦田里新北大道1段46巷11號,1.0,114.0,光明派出所,,121.487802,25.06207
大樓,公寓-陳皇霖,D408000013,民生里,新北市三重區民生里民生街40號,1.0,221.0,光明派出所,,121.491717,25.066978
大樓,公寓-朱明章,D408000014,民生里,新北市三重區民生里民生街50號,1.0,154.0,光明派出所,,121.491625,25.066845
大樓,公寓-黃碧華,D408000016,民生里,新北市三重區民生里民生街56號,1.0,129.0,光明派出所,,121.491543,25.066757
公寓,老舊公寓,D408000017,田安里,新北市三重區田安里中華路52號,1.0,132.0,光明派出所,,121.48339,25.061881
公寓,老舊公寓,D408000019,田安里,新北市三重區田安里中華路58號,1.0,125.0,光明派出所,,121.483399,25.062127
公寓,明志國中-行政大樓,D408000022,重陽里,新北市三重區重陽里明志街135號,1.0,341.0,光明派出所,,121.489876,25.063536
公寓,明志街113-115集合住宅,D408000024,重陽里,新北市三重區重陽里明志街113號,1.0,131.0,光明派出所,,121.490075,25.063594
公寓,洛陽街49巷11號集合住宅,D408000027,田心里,新北市三重區田心里洛陽街49巷11號,1.0,132.0,光明派出所,,121.481544,25.063698
公寓,老舊公寓,D408000028,田心里,新北市三重區田心里洛陽街49巷135號,1.0,214.0,光明派出所,,121.481503,25.063772
公寓,老舊公寓,D408000029,田心里,新北市三重區田心里洛陽街47號,1.0,214.0,光明派出所,,121.481968,25.063309
公寓,老舊公寓,D408000030,田心里,新北市三重區田心里洛陽街25巷6號,1.0,276.0,光明派出所,,121.482786,25.063616
大樓,新生街59號集合住宅,D408000031,光田里,新北市三重區光田里新生街59號,1.0,487.0,光明派出所,,121.484564,25.059412
大樓,三重區公所,D408000034,過田里,新北市三重區過田里新北大道1段11號,1.0,302.0,光明派出所,,121.4884,25.061199
公寓,老舊公寓,D408000036,過田里,新北市三重區過田里過圳街46號,1.0,226.0,光明派出所,,121.487299,25.06085
大樓,老舊公寓,D408000037,過田里,新北市三重區過田里重陽路1段115號,1.0,364.0,光明派出所,,121.486995,25.06013
公寓,修德國小,D408000039,民生里,新北市三重區民生里重陽路3段3號,1.0,990.0,光明派出所,,121.488903,25.066233
公寓,修德國小,D408000040,民生里,新北市三重區民生里重陽路3段3號,1.0,1621.0,光明派出所,,121.489064,25.066175
公寓,老舊公寓,D408000042,光陽里,新北市三重區光陽里三陽路100巷1弄2號,1.0,221.0,光明派出所,,121.483524,25.058438
大樓,三陽路102號集合住宅,D408000044,光陽里,新北市三重區光陽里三陽路102號,1.0,184.0,光明派出所,,121.483431,25.05872
大樓,宏福白宮社區,D408000048,光陽里,新北市三重區光陽里名源街32號,1.0,484.0,光明派出所,,121.482246,25.059941
公寓,老舊公寓-魏志誠,D408000053,光陽里,新北市三重區光陽里中華路2巷31弄2號,1.0,321.0,光明派出所,,121.482207,25.060495
華廈,利恆華廈大樓,D408000055,田安里,新北市三重區田安里新北大道1段86巷17號,1.0,314.0,光明派出所,,121.485992,25.062148
華廈,詹明煌,D408000056,田安里,新北市三重區田安里過圳街106號,1.0,94.0,光明派出所,,121.48618,25.062314
公寓,母心幼兒園,D408000057,大園里,新北市三重區大園里大同北路115巷3號,1.0,154.0,光明派出所,,121.494089,25.064505
公寓,老舊公寓-趙慧譁,D408000062,重陽里,新北市三重區重陽里大同北路148巷6號,1.0,133.0,光明派出所,,121.491576,25.06488
公寓,老舊公寓-李文章,D408000063,重陽里,新北市三重區重陽里大同北路148巷20號,1.0,162.0,光明派出所,,121.491275,25.064809
華廈,大仁街50號華廈,D408000064,重陽里,新北市三重區重陽里大仁街50號,1.0,517.0,光明派出所,,121.491704,25.064703
公寓,老舊公寓-劉國勝,D408000067,光田里,新北市三重區光田里新北大道1段97號,1.0,409.0,光明派出所,,121.4844,25.061299
大樓,大樓,D408000072,國隆里,新北市三重區國隆里明志街17號,1.0,260.0,光明派出所,,121.492364,25.064496
大樓,好利旺社區,D408000073,國隆里,新北市三重區國隆里大仁街11號,1.0,865.0,光明派出所,,121.491789,25.064134
大樓,福利旺社區,D408000074,過田里,新北市三重區過田里過圳街2號,1.0,1873.0,光明派出所,,121.488307,25.059092
大樓,大樓,D408000075,過田里,新北市三重區過田里重陽路1段57號,1.0,123.0,光明派出所,,121.486867,25.058425
大樓,大樓,D408000076,過田里,新北市三重區過田里過圳街7巷28號,1.0,199.0,光明派出所,,121.490228,25.059748
華廈,民生大第社區,D408000077,民生里,新北市三重區民生里民生街57號,1.0,186.0,光明派出所,,121.491138,25.066443
華廈,劉經議-華廈,D408000078,田安里,新北市三重區田安里新北大道1段100巷16號,1.0,53.0,光明派出所,,121.485487,25.06216
華廈,林澤祥-華廈,D408000079,田安里,新北市三重區田安里新北大道1段100巷12號,1.0,265.0,光明派出所,,121.485497,25.06212
華廈,麗晶大廈-華廈,D408000080,光陽里,新北市三重區光陽里新生街100號,1.0,112.0,光明派出所,,121.483219,25.059217
