電腦編號,建築物名稱,地址,緯度,經度,避難樓層,可容納人數,轄管分局,備註一,備註二
EPA01360,舞動陽光飛揚,桃園市中壢區興華里10鄰文化二路305號1樓,24.978756,121.250831,B01,4428,中壢分局,,
EPA01361,勝昌製葯廠股份有限公司,桃園市中壢區過嶺里11鄰民族路六段436號,24.963511,121.157103,B01,5053,中壢分局,,
EPA01362,典藏伊莎,桃園市中壢區仁和里10鄰華美一路127號,24.95282,121.2614,B01B02,1289,中壢分局,,
EPA01363,雅硯社區,桃園市中壢區自信里24鄰永福路926號1樓,24.962563,121.254118,B01B02,543,中壢分局,,
EPA01364,元智生活會館,桃園市中壢區興仁里12鄰興仁路二段89號,24.966833,121.262973,B01,3142,中壢分局,,
EPA01365,順益汽車中壢營業所,桃園市中壢區永福里7鄰中園路158號,24.968155,121.237121,B01,2277,中壢分局,,
EPA01366,中原大學,桃園市中壢區普忠里13鄰中北路200號,24.957625,121.240776,B01,676,中壢分局,,
EPA01367,戀戀歐洲,桃園市中壢區仁義里3鄰中園路15號,24.965158,121.236271,B01B02,1490,中壢分局,,
EPA01368,民宅,桃園市中壢區普仁里15鄰大勇一街38號,24.954213,121.240217,B01,216,中壢分局,,
EPA01369,易鼎股份有限公司,桃園市中壢區文化里6鄰松江南路1號,24.980649,121.245261,B01,696,中壢分局,,
EPA01370,臻藝,桃園市中壢區五權里22鄰五族二街172號3樓,24.959094,121.206578,B01B02B03,3137,中壢分局,,
EPA01371,居城市,桃園市中壢區復興里28鄰自強一路32號6樓,24.975485,121.245144,B01,1122,中壢分局,,
EPA01372,顏宅,桃園市中壢區永光里12鄰三光路205號2樓,24.964022,121.213046,B01B02B03,3153,中壢分局,,
EPA01373,宜誠鼎峰,桃園市中壢區興華里31鄰文化二路318號12樓,24.978835,121.250226,B01B02,3119,中壢分局,,
EPA01374,民宅,桃園市中壢區中堅里2鄰光明路二段2巷2-1號(4382617),24.938925,121.258135,B01B02,1506,中壢分局,,
EPA01375,舞動向陽特區,桃園市中壢區忠孝里1鄰文化路302號,24.977968,121.251773,B01B02,1360,中壢分局,,
EPA01376,中央大學,桃園市中壢區五權里2鄰中大路300號,24.968249,121.195259,B01,7948,中壢分局,,
EPA01377,美麗歐洲,桃園市中壢區忠義里1鄰中園路18號,24.965143,121.236476,B01B02B03,3542,中壢分局,,
EPA01378,鄒宅,桃園市中壢區光明里19鄰明德路260號,24.961344,121.217227,B01B02,286,中壢分局,,
EPA01379,海華帝國,桃園市中壢區金華里35鄰六和路55號,24.964179,121.224578,B01B02,1921,中壢分局,,
EPA01380,民宅,桃園市中壢區中堅里16鄰龍東路631號(4382617),24.937915,121.25856,B01B02,1506,中壢分局,,
EPA01381,_私人住宅(華廈),桃園市中壢區興國里1鄰永嘉街56號,24.959387,121.221317,B01,408,中壢分局,,
EPA01382,水悅社區,桃園市中壢區自信里27鄰莊敬路829巷3號,24.963685,121.254902,B01B02,8109,中壢分局,,
EPA01383,愛上杜拜,桃園市中壢區文化里21鄰長春五路48號,24.979316,121.247901,B01B02,1813,中壢分局,,
EPA01384,清境,桃園市中壢區芝芭里4鄰民權路3段995巷2號,24.987257,121.208219,B01,275,中壢分局,,
EPA01385,嚴宅,桃園市中壢區五權里21鄰五族三街15號,24.960284,121.206371,B01,165,中壢分局,,
EPA01386,匯豐汽車中壢營業所,桃園市中壢區永福里12鄰西園路101號,24.982282,121.235964,B01,241,中壢分局,,
EPA01387,民宅,桃園市中壢區新街里8鄰元化路260號,24.962073,121.225547,B01B02,353,中壢分局,,
EPA01388,林宅,桃園市中壢區光明里4鄰民權路340號,24.96338,121.217709,B01B02B03,3523,中壢分局,,
EPA01389,民宅,桃園市中壢區普忠里20鄰普忠路210號,24.9597,121.245925,B01,1467,中壢分局,,
EPA01390,臻品社區,桃園市中壢區中堅里11鄰中山東路3段317號(4372755),24.941326,121.251392,B01B02,6350,中壢分局,,
EPA01391,青雲小富翁,桃園市中壢區明德里11鄰龍岡路二段73巷39號,24.946363,121.229268,B01,877,中壢分局,,
EPA01392,樂家精神護理之家,桃園市中壢區內厝里8鄰67-8號(高鐵南路三段657巷3號),24.976313,121.233266,B01,432,中壢分局,,
EPA01393,日月光半導體製造(股),桃園市中壢區復華里3鄰中華路一段550-6號,24.971737,121.252072,B01B02B03,25343,中壢分局,,
EPA01394,古華飯店,桃園市中壢區光明里4鄰民權路396號,24.964715,121.217064,B01B02B03,3355,中壢分局,,
EPA01395,萬能科技大學,桃園市中壢區永福里4鄰萬能路1-1號,24.990387,121.232171,B01,1062,中壢分局,,
EPA01396,裕邦華廈,桃園市中壢區中正里20鄰環中東路33號,24.962125,121.255175,B01,315,中壢分局,,
EPA01397,富庶村,桃園市中壢區至善里22鄰龍昌路149巷25號,24.939082,121.250586,B01,337,中壢分局,,
EPA01398,民宅,桃園市中壢區興南里18鄰九和一街1號22樓之1,24.961997,121.223522,B01B02B03,1883,中壢分局,,
EPA01399,民宅,桃園市中壢區仁福里18鄰中山東路三段429巷57弄20號,24.940072,121.253981,B01,591,中壢分局,,
EPA01400,囍來登,桃園市中壢區龍德里11鄰龍興路167號,24.936454,121.239083,B01B02,3245,中壢分局,,
EPA01401,基督教聖經教會,桃園市中壢區興和里9鄰新生路二段421號,24.98493,121.223719,B01,374,中壢分局,,
EPA01402,站前藝術館,桃園市中壢區德義里8鄰溪洲街1號,24.956485,121.229091,B01B02B03,1731,中壢分局,,
EPA01403,元智大富翁,桃園市中壢區興仁里12鄰興安一街36號,24.966581,121.264461,B01B02B03,1771,中壢分局,,
EPA01404,太子天廈,桃園市中壢區仁美里1鄰中山東路三段55號,24.94556,121.247933,B01B02B03B04,2153,中壢分局,,
EPA01405,南方莊園,"桃園市中壢區過嶺里1鄰過嶺6-2號   樹籽路8號      ",24.967842,121.178677,B01B02,3187,中壢分局,,
EPA01406,臻第社區,桃園市中壢區仁和里6鄰仁德五街16號,24.95365,121.26256,B01B02B03,5250,中壢分局,,
EPA01407,民宅,桃園市中壢區健行里3鄰新興路194巷18號,24.95301,121.22736,B01,174,中壢分局,,
EPA01408,民宅,桃園市中壢區東興里2鄰中北路二段231號,24.953352,121.228974,B01B02B03,1542,中壢分局,,
EPA01409,久霆股份有限公司,桃園市中壢區永福里6鄰西園路130號3樓,24.980486,121.234422,B01,4047,中壢分局,,
EPA01410,城市之鑽,桃園市中壢區芝芭里1鄰文興路412號2樓,24.999668,121.210234,B01,640,中壢分局,,
EPA01411,民宅,桃園市中壢區普仁里10鄰中北路53號,24.957462,121.236085,B01,855,中壢分局,,
EPA01412,過嶺國民中學,桃園市中壢區過嶺里17鄰松智路2號,24.960547,121.175444,B01,1247,中壢分局,,
EPA01413,海華國際之星,桃園市中壢區金華里29鄰環北路352號,24.965887,121.22415,B01B02B03,5389,中壢分局,,
EPA01414,悠活賞社區,桃園市中壢區龍慈里35鄰龍川四街63號,24.937031,121.244968,B01B02B03,1972,中壢分局,,
EPA01415,宜誠菁英行館,桃園市中壢區文化里21鄰長春五路60號,24.979351,121.247846,B01B02,5188,中壢分局,,
EPA01416,合作金庫,桃園市中壢區永光里10鄰環西路二段230號,24.964492,121.211636,B01B02B03B04,2553,中壢分局,,
EPA01417,宜誠天裔,桃園市中壢區龍興里17鄰龍岡路三段115巷65弄55號,24.939134,121.233384,B01B02B03,1522,中壢分局,,
EPA01418,維多利亞社區,桃園市中壢區自強里20鄰自強里富國街35號,24.96851,121.257838,B01B02,1708,中壢分局,,
EPA01419,_谷岱(鋒橋建設),桃園市中壢區青埔里5鄰青埔六街47號,25.004978,121.217485,B01,436,中壢分局,A18-主燈區,550.0
EPA01420,財團法人私立有得國民小學,桃園市中壢區文化里24鄰長春一路288號,24.980521,121.251704,B01,963,中壢分局,,
EPA01422,長榮醫院,桃園市中壢區自治里20鄰環中東路150號,24.964584,121.257801,B01B02,714,中壢分局,,
EPA01423,冠世界,桃園市中壢區忠義里1鄰中園路36-10號12樓,24.965671,121.236492,B01B02B03,2651,中壢分局,,
EPA01424,宏惠光電股份有限公司,桃園市中壢區永福里6鄰安東路5號,24.98235,121.241242,B01,470,中壢分局,,
EPA01425,帝元家堡,桃園市中壢區青埔里7鄰領航南路二段191號,25.004212,121.214138,B01,527,中壢分局,,
EPA01426,元智生活會館,桃園市中壢區興仁里12鄰興仁路二段67巷38號,24.967465,121.263025,B01B02B03,2231,中壢分局,,
EPA01427,中央大學,桃園市中壢區五權里2鄰中大路300號,24.9659,121.194953,B01,250,中壢分局,,
EPA01428,竑門天止,桃園市中壢區幸福里30鄰福壽六街15-8號,24.965482,121.233204,B01B02,1845,中壢分局,,
EPA01429,_大園高中,桃園市大園區青峰里27鄰大成路二段8號,25.021048,121.220535,B01,2077,中壢分局,,
EPA01430,索士亞科技股份有限公司,桃園市中壢區內定里高下路1號,24.987972,121.240508,B01,1397,中壢分局,,
EPA01431,城市之星,桃園市中壢區洽溪里6鄰永泰路１６５號,25.010554,121.204008,B01B02,1707,中壢分局,A19-洽溪路廊,380.0
EPA01432,城市之光,桃園市中壢區芝芭里1鄰文德路９６號,25.001814,121.208412,B01B02,2436,中壢分局,A19-青塘園,400.0
EPA01433,民宅,桃園市中壢區普忠里16鄰新中一街２９號,24.960142,121.243965,B01,242,中壢分局,,
EPA01434,杭州勵緻,桃園市中壢區信義里14鄰杭州路36號8樓之2,24.950428,121.23535,B01B02,1541,中壢分局,,
EPA01435,清雲天下,桃園市中壢區健行里2鄰健行路218號,24.949701,121.22711,B01,352,中壢分局,,
EPA01436,法國之星,桃園市中壢區永光里10鄰環西路二段300巷2-2號10樓,24.964914,121.213192,B01B02B03B04,1315,中壢分局,,
EPA01437,新上城,桃園市中壢區興華里8鄰復華街306號9樓,24.976501,121.248471,B01B02B03,2004,中壢分局,,
EPA01438,鼎藏精華,桃園市中壢區篤行里5鄰興仁路二段648巷46號,24.957931,121.26427,B01,911,中壢分局,,
EPA01439,民宅,桃園市中壢區東興里2鄰新興路230巷42號12樓,24.953768,121.228273,B01B02B03,1151,中壢分局,,
EPA01440,新街國小,桃園市中壢區新街里7鄰延平路157號,24.962347,121.217623,B01B02,341,中壢分局,,
EPA01441,富庶村,桃園市中壢區至善里8鄰龍昌路149巷28號9樓,24.93915,121.250521,B01,893,中壢分局,,
EPA01442,中原大學,桃園市中壢區普忠里13鄰中北路200號,24.957479,121.240787,B01B02,2540,中壢分局,,
EPA01443,青雲福邸,桃園市中壢區明德里3鄰長沙路80號,24.949383,121.23053,B01,280,中壢分局,,
EPA01444,新都廷,桃園市中壢區忠福里38鄰南園二路336號,24.971837,121.227051,B01B02B03,1077,中壢分局,,
EPA01445,和瑞捷星,桃園市中壢區忠福里38鄰南園二路292號,24.971999,121.227912,B01B02B03,2301,中壢分局,,
EPA01446,天朵,桃園市中壢區仁德里11鄰新中北路二段170巷66號2樓,24.954569,121.263083,B01B02,2807,中壢分局,,
EPA01447,漢升密封科技股份有限公司,桃園市中壢區文化里3鄰北園路22號之1,24.980324,121.242366,B01,1572,中壢分局,,
EPA01448,宸宜進寶,桃園市中壢區洽溪里6鄰民權路四段479號,25.009195,121.201638,B01,1213,中壢分局,A19-IOT,440.0
EPA01449,啟英高中,桃園市中壢區永福里6鄰中園路447號,24.975337,121.235744,B01,860,中壢分局,,
EPA01450,中央大學,桃園市中壢區內厝里1鄰大享街一段186巷63號,24.968966,121.187225,B01,1269,中壢分局,,
EPA01451,_國際高鐵新站特區,桃園市中壢區青埔里7鄰致遠一路278號,25.007023,121.215223,B01B02,1547,中壢分局,,
EPA01452,家福開發,桃園市中壢區新明里11鄰三光路66號,24.963316,121.212278,B01,100,中壢分局,,
EPA01453,家福開發,桃園市中壢區新明里11鄰三光路68號,24.961234,121.210995,B01,104,中壢分局,,
EPA01454,家福開發,桃園市中壢區新明里11鄰三光路70號,24.961279,121.210985,B01,104,中壢分局,,
EPA01455,家福開發,桃園市中壢區新明里11鄰三光路72號,24.961304,121.211071,B01,104,中壢分局,,
EPA01456,家福開發,桃園市中壢區新明里11鄰三光路76號,24.963326,121.212246,B01,104,中壢分局,,
EPA01457,家福開發,桃園市中壢區新明里11鄰三光路78號,24.961339,121.21114,B01,104,中壢分局,,
EPA01458,_城市首席,桃園市中壢區青埔里3鄰青溪路二段129號,25.016858,121.223716,B01B02,2293,中壢分局,,
EPA01459,宏國新城,桃園市中壢區永光里7鄰環西路二段352-3號8樓,24.957927,121.207135,B01B02B03B04,1524,中壢分局,,
EPA01460,翁宅,桃園市中壢區永光里19鄰環西路二段363號,24.965689,121.214843,B01,91,中壢分局,,
EPA01461,海華大帝,桃園市中壢區金華里2鄰六和路79號13樓之2,24.963102,121.224659,B01B02B03,5957,中壢分局,,
EPA01462,宜誠僑峰,桃園市中壢區芝芭里1鄰領航南路一段172號13樓,24.999924,121.206599,B01B02,3111,中壢分局,A19-IOT,480.0
EPA01463,宜誠璽悅,桃園市中壢區龍興里18鄰龍岡路三段115巷65弄9號,24.93842,121.233694,B01B02,1766,中壢分局,,
EPA01464,鋒橋淳光,桃園市中壢區青埔里6鄰青埔路二段321號,25.00444,121.218446,B01B02,1521,中壢分局,,
EPA01465,_國際高鐵晶站社區,桃園市中壢區青埔里5鄰高鐵站前西路一段206號,25.010002,121.216135,B01B02,835,中壢分局,A18-主燈區,40.0
EPA01466,幸福樂章,桃園市中壢區中興里11鄰榮安八街37號,24.962518,121.258957,B01B02,581,中壢分局,,
EPA01467,聯饗書屋,桃園市中壢區中央里8鄰中央東路48號,24.956704,121.225045,B01,77,中壢分局,,
EPA01468,鉑金苑,桃園市中壢區忠福里39鄰南園二路267號3樓,24.9717,121.227981,B01B02,3450,中壢分局,,
EPA01469,人人化學製藥股份有限公司,桃園市中壢區永福里7鄰南園二路3號,24.971737,121.234378,B01,29,中壢分局,,
EPA01470,龍騰御,桃園市中壢區五權里20鄰正光二街6號6樓,24.961007,121.206337,B01B02B03,945,中壢分局,,
EPA01471,涵美賞,桃園市中壢區明德里18鄰五華街69號,24.948126,121.231991,B01B02B03,797,中壢分局,,
EPA01472,中大隨筆社區,桃園市中壢區內厝里19鄰大享街466號,24.974452,121.197305,B01B02,364,中壢分局,,
EPA01473,榮元診所,桃園市中壢區中原里12鄰興農路106號,24.97366,121.257507,B01,202,中壢分局,,
EPA01474,湯城世紀-領袖,桃園市中壢區忠義里10鄰中華路一段805巷30弄76號,24.965653,121.246481,B01B02B03B04,5040,中壢分局,,
EPA01475,中壢靈糧堂,桃園市中壢區信義里14鄰杭州路71號,24.95135,121.235405,B01,457,中壢分局,,
EPA01476,伯爵與夫人,桃園市中壢區仁義里22鄰福州二街512號7樓之5,24.968296,121.235072,B01B02B03,4613,中壢分局,,
EPA01477,_國際高鐵帝景特區,桃園市大園區青山里35鄰致祥三街48號,25.007944,121.211587,B01B02,846,中壢分局,A19-洽溪路廊_,390.0
EPA01478,宜誠天匯社區,桃園市中壢區過嶺里12鄰松勤路86號3樓,24.960704,121.164799,B01B02B03,2236,中壢分局,,
EPA01479,名馳雋朗社區,桃園市中壢區過嶺里12鄰民族路五段518號3樓,24.958171,121.166009,B01B02B03,1373,中壢分局,,
EPA01480,楊宅,桃園市中壢區內厝里5鄰中正路二段363巷155-3號,24.979642,121.193231,B01,43,中壢分局,,
EPA01481,曾宅,桃園市中壢區內厝里5鄰中正路二段363巷155-6號,24.97971,121.19322,B01,43,中壢分局,,
EPA01483,游宅,桃園市中壢區內厝里5鄰中正路二段363巷155-5號,24.979632,121.193231,B01,43,中壢分局,,
EPA01484,傅宅,桃園市中壢區內厝里5鄰中正路二段363巷155-2號,24.97969,121.193199,B01,45,中壢分局,,
EPA01485,新世紀特區,桃園市中壢區洽溪里7鄰領航北路二段81號,25.008414,121.202757,B01B02,1916,中壢分局,A19-青塘園,300.0
EPA01486,佳瑞M+,桃園市中壢區青埔里4鄰高鐵站前西路二段107號2樓,25.0066799,121.2208135,B01B02B03,1254,中壢分局,A18-主燈區,450.0
EPA01488,微笑城堡,桃園市中壢區復華里3鄰長興街35號3樓,24.971296,121.250429,B01B02,3027,中壢分局,,
EPA01489,涵韻,桃園市中壢區興華里18鄰復華街218號,24.974681,121.248305,B01B02B03,704,中壢分局,,
EPA01490,經濟部標準檢驗局新竹分局,桃園市中壢區忠義里2鄰南園路2-1號,24.966782,121.240942,0,103,中壢分局,,
EPA01491,_首富社區,桃園市大園區青山里35鄰致祥一街95號,25.008307,121.211712,B01B02,1788,中壢分局,A19-洽溪路廊_,370.0
EPA01492,麒寶國際會館,桃園市中壢區洽溪里6鄰民權路四段730號,25.012502,121.203516,B01B02,1107,中壢分局,A19-洽溪路廊,540.0
EPA01493,日光苑,桃園市中壢區芝芭里1鄰高鐵南路二段283號,25.002595,121.204839,B01B02,976,中壢分局,A19-IOT,160.0
EPA01494,和瑞捷境,桃園市中壢區忠福里38鄰南園二路296巷21弄72號,24.972353,121.227648,B01B02B03,1877,中壢分局,,
EPA01495,銀行廣場地下停車場,桃園市中壢區興南里25鄰九和一街35號,24.962544,121.230043,B01B02B03,2060,中壢分局,,
EPA01496,大學誠,桃園市中壢區五權里20鄰正光二街90號12樓,24.960082,121.205197,B01B02B03,1380,中壢分局,,
EPA01497,佳昂躍世界,桃園市中壢區青溪里7鄰永能路16號,25.0065909,121.2032181,B01B02B03,1191,中壢分局,A19-青塘園,130.0
EPA01498,_東方明珠,桃園市大園區青峰里28鄰大華一街26號,25.020749,121.219538,B01B02,1278,中壢分局,,
EPA01499,_太子馥,桃園市大園區青山里35鄰致遠一路129號5樓,25.006595,121.212795,B01B02,2673,中壢分局,A18-主燈區,560.0
EPA01500,世界MRT,桃園市中壢區芝芭里1鄰領航北路一段261號2樓,25.0061537,121.2007422,B01B02,1743,中壢分局,A19-轉運站,120.0
EPA01501,尊藏帝苑,桃園市中壢區芝芭里1鄰文智路92號10樓,25.001792,121.207119,B01B02,1479,中壢分局,A19-青塘園,320.0
EPA01502,_紐約線上,桃園市中壢區青埔里19鄰青商路76號2樓,25.005777,121.217344,B01B02B03,1190,中壢分局,A18-主燈區,440.0
EPA01503,太睿A19,桃園市中壢區洽溪里2鄰聖溪二路208號5樓之2,25.021003,121.196172,B01B02,1535,中壢分局,,
EPA01504,益展詠富,桃園市中壢區龍興里19鄰龍仁路31號,24.937645,121.234357,B01B02B03,838,中壢分局,,
EPA01505,藏悅大廈,桃園市中壢區五權里24鄰正大街88號,24.960045,121.205462,B01B02B03,2050,中壢分局,,
EPA01506,格百鑫股份有限公司,桃園市中壢區中榮里4鄰博愛三路38號3樓,24.954689,121.218983,B01,120,中壢分局,,
EPA01507,卓宅,桃園市中壢區新明里15鄰中正路596號,24.959473,121.211385,B01,235,中壢分局,,
EPA01508,民宅,桃園市中壢區仁美里1鄰中山東路三段111號,24.944661,121.248463,B01,77,中壢分局,,
EPA01509,東京線上,桃園市中壢區青溪里7鄰領航北路二段2號,25.006937,121.201612,B01B02B03,1036,中壢分局,A19-轉運站,210.0
EPA01510,民宅,桃園市中壢區東興里12鄰中北路二段79號,24.95126,121.224862,B01B02,195,中壢分局,,
EPA01511,晶曜社區,桃園市中壢區龍慈里22鄰後寮一路282號,24.937118,121.246263,B01B02,419,中壢分局,,
EPA01512,伍金企業股份有限公司,桃園市中壢區內定里新北園路20號,24.99033,121.241732,B01,815,中壢分局,,
EPA01513,慶澤居,桃園市中壢區興福里26鄰福洲二街351號,24.96745,121.230135,B01B02,422,中壢分局,,
EPA01514,青沐,桃園市中壢區洽溪里7鄰永春路143號,25.012947,121.206029,B01B02,452,中壢分局,A19-洽溪路廊,390.0
EPA01515,_布拉格水立方二期,桃園市大園區青山里35鄰致遠一路17號9樓,25.005411,121.211432,B01B02,1056,中壢分局,A19-青塘園,410.0
EPA01516,_宜誠大容國美館,桃園市大園區青山里35鄰公園路一段76號,25.005459,121.210869,B01B02,2040,中壢分局,A19-青塘園,350.0
EPA01517,民宅,桃園市中壢區復華里3鄰中華路一段572號,24.969852,121.251642,B01B02B03,4340,中壢分局,,
EPA01518,日月光半導體股份有限公司,桃園市中壢區復華里3鄰中華路一段566號,24.969833,121.25174,B01B02B03,19958,中壢分局,,
EPA01519,大清哈佛社區,桃園市中壢區過嶺里12鄰松義路125號10樓,24.960356,121.166582,B01B02,2703,中壢分局,,
EPA01520,懷寧醫院,桃園市中壢區五權里13鄰正光街229號,24.961409,121.205358,B01B02B03B04,1512,中壢分局,,
EPA01521,台灣產健股份有限公司,桃園市中壢區興國里4鄰元化路二段109號6樓之7,24.962631,121.220571,B01,453,中壢分局,,
EPA01522,宮廷樂章,桃園市中壢區金華里5鄰新生路288號,24.964324,121.223401,B01B02,3956,中壢分局,,
EPA01523,_青昕,桃園市中壢區青埔里4鄰青埔四街88號,25.005405,121.220185,B01,325,中壢分局,A18-主燈區,550.0
EPA01524,世界CBD,桃園市中壢區青埔里4鄰青商路123號6樓,25.006842,121.217906,B01B02B03,1282,中壢分局,A18-主燈區,310.0
EPA01525,_佳昂河沐,桃園市大園區青山里35鄰公園路一段87號2樓,25.004565,121.210428,B01B02B03,1083,中壢分局,A19-青塘園,350.0
EPA01526,幸福大院,桃園市中壢區復華里3鄰長興街150巷16號7樓,24.973069,121.250225,B01B02,5580,中壢分局,,
EPA01527,國際高鐵上品苑,桃園市中壢區洽溪里5鄰永順三街50號,25.012879,121.204731,B01,511,中壢分局,A19-洽溪路廊,490.0
EPA01528,上城捷境,桃園市中壢區青埔里4鄰青商路1號,25.005355,121.216293,B01B02B03,1408,中壢分局,,
EPA01529,明日苑NO1國品苑,桃園市中壢區青埔里4鄰青商路129號2樓,25.007266,121.218213,B01B02B03,791,中壢分局,A18-主燈區,280.0
EPA01530,國際高鐵捷運首席,桃園市中壢區洽溪里7鄰民權路四段281號10樓,25.0065,121.202302,B01B02B03,1938,中壢分局,A19-IOT,150.0
EPA01531,海德公園,桃園市大園區青峰里29鄰高鐵北路二段96號,25.018352,121.220657,B01B02,841,中壢分局,,
EPA01532,_東方明珠NO2,桃園市大園區青峰里28鄰大成路二段49號,25.020602,121.220466,B01B02B03,1230,中壢分局,,
EPA01533,竹城羽田,桃園市大園區青峰里29鄰大成路二段1號,25.019766,121.220948,B01B02B03,1349,中壢分局,,
EPA01534,喜大人,桃園市中壢區青埔里1鄰高鐵北路二段1號,25.017699,121.218231,B01,402,中壢分局,,
EPA01535,麗朵,桃園市中壢區興福里38鄰南園二路296巷26號2樓,24.972752,121.227874,B01B02B03,3436,中壢分局,,
EPA01536,青川社區,桃園市中壢區月眉里14鄰月桃路568巷122號,25.011219,121.188633,B01,376,中壢分局,,
EPA01537,振祥富御,桃園市中壢區自信里17鄰莊敬路829巷48號,24.963474,121.254738,B01B02,1295,中壢分局,,
EPA01538,湯城世紀-領袖,桃園市中壢區忠義里10鄰中華路一段835巷66弄21號,24.967221,121.245748,B01B02B03B04,5040,中壢分局,,
EPA01539,國致精密股份有限公司,桃園市中壢區文化里6鄰北園路31-1號,24.98295,121.24224,B01,120,中壢分局,,
EPA01540,富旺新世界,桃園市中壢區龍東里16鄰龍東路255巷165號,24.931168,121.250002,B01,832,中壢分局,,
EPA01541,富旺新世紀,桃園市中壢區龍東里16鄰龍昌路461號11樓,24.931015,121.248948,B01B02,1213,中壢分局,,
EPA01542,昇公館,桃園市中壢區三民里11鄰環西路二段201號,24.965716,121.216512,B01B02,1690,中壢分局,,
EPA01543,_帝一莊社區,桃園市大園區青峰里37鄰領航北路四段310號,25.024091,121.220085,B01B02,3577,中壢分局,,
EPA01544,順儷MIHO,桃園市中壢區青溪里7鄰洽溪路171號,25.0076386,121.2056597,B01B02,705,中壢分局,A19-青塘園,50.0
EPA01545,_順儷,桃園市大園區青峰里28鄰大豐四街8號,25.022913,121.218857,B01B02,751,中壢分局,,
EPA01546,_順儷V2,桃園市大園區青峰里26鄰大智路99號,25.022812,121.216824,B01B02,646,中壢分局,,
EPA01547,鋒橋遠見,桃園市中壢區洽溪里6鄰民權路四段742號,25.013035,121.203754,B01B02,629,中壢分局,A19-洽溪路廊,540.0
EPA01548,_國際高鐵-富御居(華廈),桃園市中壢區青埔里3鄰青峰路二段112號,25.017776,121.222256,B01B02,305,中壢分局,,
EPA01549,_國際高鐵-捷運之星(華廈),桃園市大園區青峰里38鄰大成路一段2號,25.018561,121.223392,B01B02,2361,中壢分局,,
EPA01550,太睿泰極,桃園市中壢區芝芭里1鄰領航南路一段89號,25.001135,121.205347,B01B02,1722,中壢分局,A19-IOT,290.0
EPA01551,台中商業銀行中壢分行,桃園市中壢區金華里21鄰環北路389號,24.966165,121.225666,B01,290,中壢分局,,
EPA01552,民宅,桃園市中壢區新街里6鄰延平路廟前10號,24.963959,121.233451,B01,195,中壢分局,,
EPA01553,法國紅,桃園市中壢區永光里11鄰環西路二段226巷2號9樓,24.963932,121.211819,B01B02B03,273,中壢分局,,
EPA01554,雲邸社區,桃園市中壢區龍德里20鄰龍慈路832號,24.934277,121.237553,B01B02,2457,中壢分局,,
EPA01555,宜誠天匯2社區,桃園市中壢區過嶺里12鄰松義三街252號,24.959784,121.165457,B01B02B03,1557,中壢分局,,
EPA01556,太睿泰極,桃園市中壢區芝芭里1鄰領航南路一段89號,25.001242,121.205379,B01B02,1722,中壢分局,A19-IOT,290.0
EPA01557,_AIC營邦企業,桃園市大園區青峰里26鄰領航北路四段152號,25.023542,121.216875,B01B02,926,中壢分局,,
EPA01558,_宜城當代國學館,桃園市大園區青峰里27鄰大勇路31號2樓,25.020186,121.219397,B01B02,2032,中壢分局,,
EPA01559,威均雙子星,桃園市中壢區芝芭里1鄰文平路70號,25.0042308,121.2042805,B01B02B03,1291,中壢分局,A19-IOT,130.0
EPA01560,_璟都帝一琚,桃園市大園區青峰里28鄰大豐二街60號2樓,25.022512,121.220823,B01B02,1222,中壢分局,,
EPA01561,_國際高鐵御景,桃園市中壢區青溪里7鄰高鐵南路一段372號13樓,25.007299,121.208378,B01B02B03,975,中壢分局,A19-洽溪路廊,200.0
EPA01562,宜誠當代國瑭,桃園市中壢區洽溪里7鄰公園路二段250號,24.962515,121.23015,B01B02,3060,中壢分局,,
EPA01563,太子馥NO2,桃園市中壢區青溪里7鄰領航北路二段192號,25.008602,121.204177,B01B02B03,3239,中壢分局,A19-青塘園,200.0
EPA01564,新潤明日苑NO3,桃園市中壢區青埔里4鄰領航南路三段320號9樓,25.011343,121.221304,B01B02B03B04,543,中壢分局,A18-主燈區,250.0
EPA01565,和耀真諦,桃園市中壢區復華里3鄰長興街58號,24.971541,121.250456,B01B02B03,978,中壢分局,,
EPA01566,詠藏,桃園市中壢區興華里16鄰長樂二街19號10樓之5,24.977999,121.248954,B01B02B03,2291,中壢分局,,
EPA01567,高榮禮拜堂,桃園市中壢區過嶺里14鄰松智路211號,24.959681,121.170874,B01,370,中壢分局,,
EPA01568,青埔馥境社區,桃園市中壢區月眉里8鄰月德路176巷1號,25.020826,121.181144,B01,1078,中壢分局,,
EPA01569,高誠森仰社區,桃園市中壢區過嶺里12鄰松勇路217號,24.962493,121.163954,B01B02,1491,中壢分局,,
EPA01570,百川文隱,桃園市中壢區五福里15鄰中正路627號,24.959605,121.210758,B01B02B03,726,中壢分局,,
EPA01571,青埔國中,桃園市中壢區青溪里7鄰領航北路二段281號,25.011654,121.206122,B01,809,中壢分局,A19-洽溪路廊,280.0
EPA01572,曜見築,桃園市大園區青山里34鄰興德路30號,25.019297,121.212321,B01B02,1591,中壢分局,,
EPA01573,華固天圓,桃園市中壢區青溪里7鄰領航北路二段336號,25.010749,121.206681,B01B02B03,1925,中壢分局,A19-洽溪路廊,170.0
EPA01574,新潤明日苑NO5國寶苑,桃園市中壢區青埔里4鄰青商路359號,25.0111512,121.2219232,B01B02B03B04,535,中壢分局,A18-主燈區,320.0
