電腦編號,鄉鎮市區,村里別,地址,經度,緯度,避難樓層,可容納人數,轄管分局
FS0464,鳳山區,鎮北里,高雄市鳳山區鎮北里經武路85之22號,"120.362375 ","22.628542 ",B1,238.0,鳳山分局
FS0465,鳳山區,南成里,高雄市鳳山區南成里天興街21號,"120.330180 ","22.593865 ",B1,337.0,鳳山分局
FS0466,鳳山區,海洋里,高雄市鳳山區海洋里海洋二路157巷37號,"120.347827 ","22.613530 ",B1,327.0,鳳山分局
FS0467,鳳山區,興仁里,高雄市鳳山區興仁里中山路183號,"120.357150 ","22.623431 ",B1,217.0,鳳山分局
FS0477,鳳山區,文山里,高雄市鳳山區文山里文勇街74號,"120.358610 ","22.639845 ",B1,275.0,鳳山分局
FS0478,鳳山區,興仁里,高雄市鳳山區興仁里中山路101號,"120.359522 ","22.621769 ",B1,321.0,鳳山分局
FS0479,鳳山區,文華里,高雄市鳳山區文華里文武街146巷9弄1號,"120.344878 ","22.635093 ",B1,374.0,鳳山分局
FS4112,鳳山區,曹公里,高雄市鳳山區曹公里曹公路111號,"120.357227 ","22.630211 ",B1,232.0,鳳山分局
FS0481,鳳山區,南成里,高雄市鳳山區南成里林森路120號,"120.333197 ","22.593464 ",B1,262.0,鳳山分局
FS0482,鳳山區,文德里,高雄市鳳山區文德里文學街88號,"120.345702 ","22.635715 ",B1,382.0,鳳山分局
FS0509,鳳山區,文德里,高雄市鳳山區文德里文學街90號,"120.345674 ","22.635677 ",B1,404.0,鳳山分局
FS0529,鳳山區,天興里,高雄市鳳山區天興里天興街19號,"120.330177 ","22.593979 ",B1,404.0,鳳山分局
FS0531,鳳山區,正義里,高雄市鳳山區正義里五甲三路84號,"120.326616 ","22.592362 ",B1,368.0,鳳山分局
FS0532,鳳山區,鎮東里,高雄市鳳山區鎮東里光遠路77號,"120.365965 ","22.623919 ",B1,233.0,鳳山分局
FS0534,鳳山區,文德里,高雄市鳳山區文德里八德路2段212巷53號,"120.351919 ","22.645802 ",B1,288.0,鳳山分局
FS0535,鳳山區,文英里,高雄市鳳山區文英里八德路2段212巷71號,"120.351716 ","22.645265 ",B1,271.0,鳳山分局
FS0536,鳳山區,忠孝里,高雄市鳳山區忠孝里光復路2段150巷12號,"120.343180 ","22.631104 ",B1,253.0,鳳山分局
FS0537,鳳山區,國泰里,高雄市鳳山區國泰里五甲一路364號,"120.350720 ","22.612848 ",B1,314.0,鳳山分局
FS0539,鳳山區,南興里,高雄市鳳山區南興里中山路70巷10號,"120.359922 ","22.622177 ",B1,275.0,鳳山分局
FS0540,鳳山區,文德里,高雄市鳳山區文德里文學街65號,"120.345892 ","22.635698 ",B1,230.0,鳳山分局
FS0541,鳳山區,文山里,高雄市鳳山區文山里文中街186號,"120.354125 ","22.641603 ",B1,331.0,鳳山分局
FS0542,鳳山區,興仁里,高雄市鳳山區興仁里五甲一路173號,"120.355681 ","22.618953 ",B1,271.0,鳳山分局
FS0544,鳳山區,鎮西里,高雄市鳳山區鎮西里中山西路10號,"120.355064 ","22.626418 ",B1,357.0,鳳山分局
FS0833,鳳山區,文英里,高雄市鳳山區文英里八德路2段198號,"120.353821 ","22.645465 ",B1,208.0,鳳山分局
FS0834,鳳山區,福興里,高雄市鳳山區福興里五福二路136號,"120.327350 ","22.587503 ",B1,367.0,鳳山分局
FS0835,鳳山區,忠誠里,高雄市鳳山區忠誠里鳳松路25巷7號,"120.360749 ","22.632760 ",B1,361.0,鳳山分局
FS0893,鳳山區,忠義里,高雄市鳳山區忠義里光復路2段243號,"120.343301 ","22.629320 ",B1,335.0,鳳山分局
FS0894,鳳山區,南興里,高雄市鳳山區南興里大東一路127號,"120.361172 ","22.621832 ",B1,336.0,鳳山分局
FS0895,鳳山區,福興里,高雄市鳳山區福興里自強一路9號,"120.330263 ","22.588346 ",B1,354.0,鳳山分局
FS0931,鳳山區,鎮南里,高雄市鳳山區鎮南里南正二路31號,"120.333864 ","22.597850 ",B1,229.0,鳳山分局
FS0932,鳳山區,協和里,高雄市鳳山區協和里平等路165號,"120.351639 ","22.620913 ",B1,354.0,鳳山分局
FS0979,鳳山區,縣衙里,高雄市鳳山區縣衙里光遠路372巷1弄6號,"120.358312 ","22.626377 ",B1,312.0,鳳山分局
FS0986,鳳山區,中和里,高雄市鳳山區中和里自由路164號,"120.350056 ","22.625783 ",B1,553.0,鳳山分局
FS1121,鳳山區,鳳崗里,高雄市鳳山區鳳崗里光遠路360號,"120.358830 ","22.626208 ",B1,216.0,鳳山分局
FS1122,鳳山區,國泰里,高雄市鳳山區國泰里五甲二路391號,"120.335599 ","22.597625 ",B1,403.0,鳳山分局
FS1123,鳳山區,興仁里,高雄市鳳山區興仁里立德街130號,"120.359295 ","22.621317 ",B1,483.0,鳳山分局
FS1124,鳳山區,天興里,高雄市鳳山區天興里自強一路102號,"120.329541 ","22.590194 ",B1,483.0,鳳山分局
FS1125,鳳山區,國泰里,高雄市鳳山區國泰里五甲二路470號,"120.335198 ","22.597747 ",B1,355.0,鳳山分局
FS1126,鳳山區,鳳崗里,高雄市鳳山區鳳崗里鳳崗路12號,"120.359909 ","22.628477 ",B1,387.0,鳳山分局
FS1127,鳳山區,南成里,高雄市鳳山區南成里林森路141號,"120.333192 ","22.593971 ",B1,395.0,鳳山分局
FS1128,鳳山區,武漢里,高雄市鳳山區武漢里武營路241號,"120.337199 ","22.611183 ",B1,2310.0,鳳山分局
FS1129,鳳山區,文德里,高雄市鳳山區文德里濱山街55巷11弄1號,"120.351003 ","22.646270 ",B1,395.0,鳳山分局
FS1130,鳳山區,忠義里,高雄市鳳山區忠義里中山西路316號,"120.343109 ","22.628518 ",B1,200.0,鳳山分局
FS1131,鳳山區,南興里,高雄市鳳山區南興里中山路34巷37之2號,"120.361263 ","22.620965 ",B1,1802.0,鳳山分局
FS1132,鳳山區,中和里,高雄市鳳山區中和里中興街58號,"120.348352 ","22.625966 ",B1,473.0,鳳山分局
FS1133,鳳山區,忠義里,高雄市鳳山區忠義里中山西路262號,"120.345161 ","22.628238 ",B1,465.0,鳳山分局
FS1220,鳳山區,忠義里,高雄市鳳山區忠義里中山西路141號,"120.351392 ","22.627230 ",B1,393.0,鳳山分局
FS1263,鳳山區,文德里,高雄市鳳山區文德里文澄街2巷18號,"120.356026 ","22.643595 ",B1,505.0,鳳山分局
FS1264,鳳山區,興仁里,高雄市鳳山區興仁里中山路19巷1號,"120.361654 ","22.620714 ",B1,424.0,鳳山分局
FS1265,鳳山區,國泰里,高雄市鳳山區國泰里五甲二路496號,"120.334171 ","22.597090 ",B1,1637.0,鳳山分局
FS1266,鳳山區,文德里,高雄市鳳山區文德里文建街182號,"120.347768 ","22.635494 ",B1,264.0,鳳山分局
FS1267,鳳山區,文德里,高雄市鳳山區文德里文建街184號,"120.347798 ","22.635625 ",B1,405.0,鳳山分局
FS1268,鳳山區,文德里,高雄市鳳山區文德里文澄街93號,"120.352830 ","22.643892 ",B1,405.0,鳳山分局
FS1269,鳳山區,新樂里,高雄市鳳山區新樂里崗山北街3號,"120.338519 ","22.610534 ",B1,454.0,鳳山分局
FS1270,鳳山區,忠孝里,高雄市鳳山區忠孝里光復路2段186之1號,"120.341951 ","22.630062 ",B1,617.0,鳳山分局
FS1271,鳳山區,忠孝里,高雄市鳳山區忠孝里光復路2段188號,"120.341858 ","22.629718 ",B1,4495.0,鳳山分局
FS1272,鳳山區,文山里,高雄市鳳山區文山里文衡路153號,"120.356198 ","22.638780 ",B1,522.0,鳳山分局
FS1274,鳳山區,忠孝里,高雄市鳳山區忠孝里光復路2段254號,"120.340202 ","22.629593 ",B1,270.0,鳳山分局
FS1395,鳳山區,和興里,高雄市鳳山區和興里大東二路112號,"120.358529 ","22.618687 ",B1,498.0,鳳山分局
FS1432,鳳山區,文華里,高雄市鳳山區文華里文清街101號,"120.352864 ","22.644894 ",B1,437.0,鳳山分局
FS1433,鳳山區,瑞興里,高雄市鳳山區瑞興里瑞興路133號,"120.366360 ","22.625993 ",B1,510.0,鳳山分局
FS1434,鳳山區,鳳崗里,高雄市鳳山區鳳崗里光復路65號,"120.360183 ","22.628855 ",B1,516.0,鳳山分局
FS1435,鳳山區,曹公里,高雄市鳳山區曹公里曹公路36巷2號,"120.357637 ","22.629937 ",B1,1383.0,鳳山分局
FS1436,鳳山區,文德里,高雄市鳳山區文德里青年路2段526號,"120.349888 ","22.645472 ",B1,643.0,鳳山分局
FS1437,鳳山區,鎮北里,高雄市鳳山區鎮北里鳳松路300號,"120.363365 ","22.639261 ",B1,514.0,鳳山分局
FS1438,鳳山區,文英里,高雄市鳳山區文英里八德路2段210號,"120.353399 ","22.645697 ",B1,558.0,鳳山分局
FS1439,鳳山區,老爺里,高雄市鳳山區老爺里七聖街148號,"120.347217 ","22.610232 ",B1,384.0,鳳山分局
FS1440,鳳山區,協和里,高雄市鳳山區協和里自由路231號,"120.350121 ","22.625447 ",B1,521.0,鳳山分局
FS1441,鳳山區,文山里,高雄市鳳山區文山里八德路197號,"120.358090 ","22.638179 ",B1,335.0,鳳山分局
FS1443,鳳山區,北門里,高雄市鳳山區北門里立人街23號,"120.365123 ","22.630210 ",B1,334.0,鳳山分局
FS1446,鳳山區,北門里,高雄市鳳山區北門里立人街25號,"120.365022 ","22.630268 ",B1,661.0,鳳山分局
FS1448,鳳山區,文英里,高雄市鳳山區文英里文英路65號,"120.359905 ","22.637674 ",B1,661.0,鳳山分局
FS1451,鳳山區,中和里,高雄市鳳山區中和里自由路224號,"120.348803 ","22.625525 ",B1,618.0,鳳山分局
FS1454,鳳山區,鳳東里,高雄市鳳山區鳳東里鳳東路73之1號,"120.380486 ","22.626919 ",B1,405.0,鳳山分局
FS1566,鳳山區,文德里,高雄市鳳山區文德里文濱路85號,"120.348843 ","22.642310 ",B1,567.0,鳳山分局
FS1567,鳳山區,鎮北里,高雄市鳳山區鎮北里經武路6號,"120.362162 ","22.625893 ",B1,1025.0,鳳山分局
FS1568,鳳山區,鳳東里,高雄市鳳山區鳳東里鳳東路65之1號,"120.380658 ","22.626995 ",B1,409.0,鳳山分局
FS1570,鳳山區,新富里,高雄市鳳山區新富里新富路376號,"120.343633 ","22.612793 ",B1,354.0,鳳山分局
FS1571,鳳山區,富甲里,高雄市鳳山區富甲里南正一路76號,"120.370146 ","22.627631 ",B1,379.0,鳳山分局
FS1572,鳳山區,文山里,高雄市鳳山區文山里濱山街10巷14號,"120.351562 ","22.645112 ",B1,647.0,鳳山分局
FS1574,鳳山區,鎮南里,高雄市鳳山區鎮南里鎮南街107號,"120.330361 ","22.596961 ",B1,1078.0,鳳山分局
FS1575,鳳山區,國泰里,高雄市鳳山區國泰里凱旋路256號,"120.349378 ","22.613413 ",B1,481.0,鳳山分局
FS1576,鳳山區,福興里,高雄市鳳山區福興里南安路5號,"120.325692 ","22.587966 ",B2,438.0,鳳山分局
FS1577,鳳山區,鳳崗里,高雄市鳳山區鳳崗里光遠路70巷15號,"120.366761 ","22.624276 ",B1,704.0,鳳山分局
FS1578,鳳山區,文華里,高雄市鳳山區文華里文雅街19巷2號,"120.354286 ","22.635064 ",B1,727.0,鳳山分局
FS1580,鳳山區,新甲里,高雄市鳳山區新甲里新康街286號,"120.344481 ","22.612331 ",B1,522.0,鳳山分局
FS1581,鳳山區,新甲里,高雄市鳳山區新甲里海洋一路60巷13號,"120.343641 ","22.609213 ",B1,409.0,鳳山分局
FS1582,鳳山區,新甲里,高雄市鳳山區新甲里海洋一路60巷23號,"120.343678 ","22.608840 ",B1,407.0,鳳山分局
FS1583,鳳山區,鎮北里,高雄市鳳山區鎮北里文龍路85號,"120.347211 ","22.643795 ",B1,407.0,鳳山分局
FS1584,鳳山區,文華里,高雄市鳳山區文華里文湖街22號,"120.353232 ","22.643764 ",B3,375.0,鳳山分局
FS1585,鳳山區,忠孝里,高雄市鳳山區忠孝里青年路二段89號,"120.349000 ","22.630785 ",B1,735.0,鳳山分局
FS1586,鳳山區,忠孝里,高雄市鳳山區忠孝里光復路65號,"120.347726 ","22.629290 ",B1,816.0,鳳山分局
FS1587,鳳山區,東門里,高雄市鳳山區東門里中山東路60之3號,"120.370223 ","22.623700 ",B1,351.0,鳳山分局
FS1588,鳳山區,生明里,高雄市鳳山區生明里王生明路150號,"120.362489 ","22.618514 ",B1,80.0,鳳山分局
FS1589,鳳山區,協和里,高雄市鳳山區協和里自治街15巷57號,"120.351789 ","22.625142 ",B1,670.0,鳳山分局
FS1590,鳳山區,福誠里,高雄市鳳山區福誠里瑞順街48巷7號,"120.355631 ","22.643339 ",B1,850.0,鳳山分局
FS1591,鳳山區,鳳東里,高雄市鳳山區鳳東里鳳林路101之1號,"120.375829 ","22.622480 ",B1,475.0,鳳山分局
FS1592,鳳山區,新富里,高雄市鳳山區新富里新富路255號,"120.340121 ","22.613254 ",B1,413.0,鳳山分局
FS1593,鳳山區,文華里,高雄市鳳山區文華里文化路8號,"120.354474 ","22.634080 ",B1,286.0,鳳山分局
FS1595,鳳山區,忠孝里,高雄市鳳山區忠孝里青年路2段588巷5號,"120.349130 ","22.646625 ",B1,807.0,鳳山分局
FS1596,鳳山區,福興里,高雄市鳳山區福興里五福二路136號,"120.327354 ","22.587529 ",B1,1110.0,鳳山分局
FS1597,鳳山區,鳳崗里,高雄市鳳山區鳳崗里光遠路121巷81號,"120.364247 ","22.622207 ",B1,609.0,鳳山分局
FS1598,鳳山區,文山里,高雄市鳳山區文山里濱山街15巷2號,"120.350739 ","22.645460 ",B2,409.0,鳳山分局
FS1599,鳳山區,南和里,高雄市鳳山區南和里南安路6之1號,"120.325484 ","22.588065 ",B1,743.0,鳳山分局
FS1601,鳳山區,新甲里,高雄市鳳山區新甲里海洋一路62號,"120.343615 ","22.609788 ",B1,742.0,鳳山分局
FS1602,鳳山區,過埤里,高雄市鳳山區過埤里保生路69號,"120.359971 ","22.592600 ",B1,482.0,鳳山分局
FS1603,鳳山區,文衡里,高雄市鳳山區文衡里建國路3段87號,"120.355262 ","22.636471 ",B1,1677.0,鳳山分局
FS1605,鳳山區,過埤里,高雄市鳳山區過埤里過埤路176號,"120.362405 ","22.590382 ",B1,498.0,鳳山分局
FS1606,鳳山區,過埤里,高雄市鳳山區過埤里過勇路150號,"120.362945 ","22.588459 ",B1,237.0,鳳山分局
FS1609,鳳山區,鎮北里,高雄市鳳山區鎮北里北榮街43號,"120.367504 ","22.641815 ",B2,466.0,鳳山分局
FS1613,鳳山區,東門里,高雄市鳳山區東門里中山東路159號,"120.368049 ","22.623400 ",B1,863.0,鳳山分局
FS1615,鳳山區,鎮南里,高雄市鳳山區鎮南里南成街39號,"120.331463 ","22.597090 ",B1,1141.0,鳳山分局
FS1730,鳳山區,中和里,高雄市鳳山區中和里裕昌街71號,"120.347611 ","22.627088 ",B1,762.0,鳳山分局
FS1731,鳳山區,鎮北里,高雄市鳳山區鎮北里北榮街3號,"120.368382 ","22.641728 ",B1,503.0,鳳山分局
FS1732,鳳山區,曹公里,高雄市鳳山區曹公里曹公路21號,"120.357173 ","22.626757 ",B1,475.0,鳳山分局
FS1733,鳳山區,和興里,高雄市鳳山區和興里松江街43之1號,"120.357291 ","22.619285 ",B1,1500.0,鳳山分局
FS1738,鳳山區,文華里,高雄市鳳山區文華里文雅東街118之1號,"120.361970 ","22.634200 ",B1,524.0,鳳山分局
FS1742,鳳山區,曹公里,高雄市鳳山區曹公里曹公路15號,"120.357253 ","22.626512 ",B1,518.0,鳳山分局
FS1744,鳳山區,南和里,高雄市鳳山區南和里南和街101號,"120.335306 ","22.594221 ",B1,622.0,鳳山分局
FS1746,鳳山區,武漢里,高雄市鳳山區武漢里新甲路43號,"120.335317 ","22.611122 ",B1,8848.0,鳳山分局
FS1891,鳳山區,龍成里,高雄市鳳山區龍成里龍成路34巷53號,"120.330779 ","22.596336 ",B1,847.0,鳳山分局
FS1894,鳳山區,埤頂里,高雄市鳳山區埤頂里埤頂46之1號,"120.374033 ","22.626763 ",B1,779.0,鳳山分局
FS1897,鳳山區,瑞竹里,高雄市鳳山區瑞竹里瑞竹路140巷19弄2號,"120.368798 ","22.626386 ",B1,575.0,鳳山分局
FS1924,鳳山區,中和里,高雄市鳳山區中和里中山西路235號,"120.348324 ","22.627749 ",B1,583.0,鳳山分局
FS1997,鳳山區,老爺里,高雄市鳳山區老爺里南京路88號,"120.345768 ","22.608567 ",B2,536.0,鳳山分局
FS2004,鳳山區,曹公里,高雄市鳳山區曹公里曹公路55之1號,"120.356899 ","22.628765 ",B1,2684.0,鳳山分局
FS2005,鳳山區,南和里,高雄市鳳山區南和里南江街44號,"120.337061 ","22.600375 ",B1,518.0,鳳山分局
FS2008,鳳山區,新富里,高雄市鳳山區新富里凱旋路300巷1號,"120.348371 ","22.614225 ",B1,961.0,鳳山分局
FS2059,鳳山區,新甲里,高雄市鳳山區新甲里新昌街30號,"120.343074 ","22.608142 ",B1,522.0,鳳山分局
FS2060,鳳山區,海洋里,高雄市鳳山區海洋里南福街33號,"120.347641 ","22.610284 ",B1,506.0,鳳山分局
FS2061,鳳山區,文德里,高雄市鳳山區文德里濱山街49號,"120.351311 ","22.646101 ",B2,619.0,鳳山分局
FS2062,鳳山區,鎮西里,高雄市鳳山區鎮西里新生街2號,"120.357142 ","22.630408 ",B1,931.0,鳳山分局
FS2266,鳳山區,埤頂里,高雄市鳳山區埤頂里埤頂街49之2號,"120.380574 ","22.629916 ",B2,619.0,鳳山分局
FS2267,鳳山區,鎮西里,高雄市鳳山區鎮西里新生街2號,"120.357142 ","22.630408 ",B1,931.0,鳳山分局
FS2269,鳳山區,文英里,高雄市鳳山區文英里八德路2段212巷17號,"120.352386 ","22.645961 ",B1,834.0,鳳山分局
FS2294,鳳山區,鎮北里,高雄市鳳山區鎮北里武松街159號,"120.363738 ","22.639019 ",B1,603.0,鳳山分局
FS2295,鳳山區,新甲里,高雄市鳳山區新甲里新樂街84號,"120.342031 ","22.608726 ",B3,695.0,鳳山分局
FS2310,鳳山區,正義里,高雄市鳳山區正義里五甲三路295巷17號,"120.323413 ","22.588660 ",B1,612.0,鳳山分局
FS2323,鳳山區,興中里,高雄市鳳山區興中里復興街20巷5號,"120.354772 ","22.625070 ",B1,903.0,鳳山分局
FS2324,鳳山區,文山里,高雄市鳳山區文山里文南街171號,"120.357404 ","22.640599 ",B1,1046.0,鳳山分局
FS2325,鳳山區,瑞竹里,高雄市鳳山區瑞竹里瑞竹路206之11號,"120.369446 ","22.627877 ",B1,567.0,鳳山分局
FS2326,鳳山區,瑞竹里,高雄市鳳山區瑞竹里博愛路529之2號,"120.363260 ","22.630384 ",B1,943.0,鳳山分局
FS2327,鳳山區,鎮東里,高雄市鳳山區鎮東里黃埔路32巷34號,"120.366421 ","22.622123 ",B1,300.0,鳳山分局
FS2328,鳳山區,興仁里,高雄市鳳山區興仁里中山路231號,"120.356506 ","22.624822 ",B1,1098.0,鳳山分局
FS2329,鳳山區,文德里,高雄市鳳山區文德里文澄街95號,"120.352559 ","22.643927 ",B2,505.0,鳳山分局
FS2330,鳳山區,大德里,高雄市鳳山區大德里林森路16號,"120.330353 ","22.591391 ",B2,527.0,鳳山分局
FS2331,鳳山區,和德里,高雄市鳳山區和德里大東二路145號,"120.358521 ","22.618352 ",B1,831.0,鳳山分局
FS2384,鳳山區,大德里,高雄市鳳山區大德里天興街195號,"120.333073 ","22.590222 ",B1,624.0,鳳山分局
FS2385,鳳山區,大德里,高雄市鳳山區大德里天興街199號,"120.333130 ","22.590055 ",B1,1003.0,鳳山分局
FS2386,鳳山區,文德里,高雄市鳳山區文德里文化西路70巷12弄23號,"120.348783 ","22.635674 ",B1,580.0,鳳山分局
FS2388,鳳山區,新甲里,高雄市鳳山區新甲里新樂街279號,"120.339983 ","22.610455 ",B1,593.0,鳳山分局
FS2390,鳳山區,富甲里,高雄市鳳山區富甲里保泰路154號,"120.330388 ","22.600413 ",B1,615.0,鳳山分局
FS2391,鳳山區,新興里,高雄市鳳山區新興里復仁街21號,"120.354487 ","22.625243 ",B1,661.0,鳳山分局
FS2570,鳳山區,鎮南里,高雄市鳳山區鎮南里龍成路111號,"120.328715 ","22.597488 ",B1,891.0,鳳山分局
FS2571,鳳山區,瑞興里,高雄市鳳山區瑞興里瑞竹路173巷21號,"120.368072 ","22.628202 ",B1,785.0,鳳山分局
FS2572,鳳山區,文德里,高雄市鳳山區文德里文樂街60號,"120.348725 ","22.645434 ",B1,696.0,鳳山分局
FS2690,鳳山區,文山里,高雄市鳳山區文山里文澄街1巷1號,"120.356072 ","22.643068 ",B2,648.0,鳳山分局
FS2717,鳳山區,埤頂里,高雄市鳳山區埤頂里埤頂街55號,"120.380504 ","22.630027 ",B1,1133.0,鳳山分局
FS2723,鳳山區,文德里,高雄市鳳山區文德里文雅街145號,"120.350103 ","22.635939 ",B1,1095.0,鳳山分局
FS2724,鳳山區,文華里,高雄市鳳山區文華里文勇街25號,"120.358444 ","22.638850 ",B1,997.0,鳳山分局
FS2727,鳳山區,文華里,高雄市鳳山區文華里文勇街25號,"120.358464 ","22.638950 ",B2,1036.0,鳳山分局
FS2728,鳳山區,鳳崗里,高雄市鳳山區鳳崗里光遠路161號,"120.363443 ","22.624977 ",B2,1036.0,鳳山分局
FS2732,鳳山區,誠信里,高雄市鳳山區誠信里杭州街8號,"120.374619 ","22.621863 ",B2,1821.0,鳳山分局
FS6558,鳳山區,鎮南里,高雄市鳳山區鎮南里永安街45號,"120.332786 ","22.597206 ",B1,1146.0,鳳山分局
FS2733,鳳山區,興仁里,高雄市鳳山區興仁里中山路138號,"120.357637 ","22.624103 ",B2,1365.0,鳳山分局
FS2735,鳳山區,新甲里,高雄市鳳山區新甲里新泰街22號,"120.342993 ","22.610540 ",B1,2116.0,鳳山分局
FS2736,鳳山區,瑞興里,高雄市鳳山區瑞興里瑞竹路155之5號,"120.368516 ","22.627706 ",B1,679.0,鳳山分局
FS2740,鳳山區,正義里,高雄市鳳山區正義里瑞隆東路205號,"120.339164 ","22.605865 ",B1,841.0,鳳山分局
FS2748,鳳山區,東門里,高雄市鳳山區東門里中山東路227號,"120.372172 ","22.625033 ",B1,752.0,鳳山分局
FS2865,鳳山區,過埤里,高雄市鳳山區過埤里過埤路188號,"120.362089 ","22.590371 ",B1,873.0,鳳山分局
FS2866,鳳山區,鎮北里,高雄市鳳山區鎮北里北文街101號,"120.368697 ","22.643494 ",B1,644.0,鳳山分局
FS2868,鳳山區,曹公里,高雄市鳳山區曹公里中正路229號,"120.360465 ","22.629997 ",B3,369.0,鳳山分局
FS2869,鳳山區,過埤里,高雄市鳳山區過埤里過埤路595號,"120.355827 ","22.590347 ",B2,714.0,鳳山分局
FS2871,鳳山區,和興里,高雄市鳳山區和興里五甲一路11之1號,"120.358537 ","22.621855 ",B3,708.0,鳳山分局
FS2954,鳳山區,鎮北里,高雄市鳳山區鎮北里鳳仁路110巷336號,"120.373874 ","22.644373 ",B2,313.0,鳳山分局
FS2955,鳳山區,新興里,高雄市鳳山區新興里經武路36號,"120.362821 ","22.627611 ",B1,3525.0,鳳山分局
FS2956,鳳山區,南和里,高雄市鳳山區南和里南和街21號,"120.333976 ","22.595948 ",B1,1338.0,鳳山分局
FS2957,鳳山區,興仁里,高雄市鳳山區興仁里立德街222號,"120.356877 ","22.623145 ",B3,798.0,鳳山分局
FS3017,鳳山區,忠孝里,高雄市鳳山區忠孝里光復路65號,"120.360183 ","22.628855 ",B1,1154.0,鳳山分局
FS3019,鳳山區,新強里,高雄市鳳山區新強里新強路201號,"120.339395 ","22.611418 ",B1,707.0,鳳山分局
FS3025,鳳山區,文德里,高雄市鳳山區文德里八德路2段275號,"120.351685 ","22.644691 ",B1,206.0,鳳山分局
FS3026,鳳山區,福祥里,高雄市鳳山區福祥里福誠二街168號,"120.322866 ","22.592234 ",B1,1187.0,鳳山分局
FS3027,鳳山區,新樂里,高雄市鳳山區新樂里興隆街33巷11號,"120.344212 ","22.605131 ",B1,749.0,鳳山分局
FS3031,鳳山區,富甲里,高雄市鳳山區富甲里南正一路48巷8之1號,"120.337093 ","22.595317 ",B1,1206.0,鳳山分局
FS3032,鳳山區,鎮北里,高雄市鳳山區鎮北里北文街82巷1號,"120.368978 ","22.642966 ",B2,384.0,鳳山分局
FS3310,鳳山區,新富里,高雄市鳳山區新富里南福街152巷14號,"120.346504 ","22.611960 ",B1,10785.0,鳳山分局
FS3311,鳳山區,鳳崗里,高雄市鳳山區鳳崗里光遠路228號,"120.363372 ","22.626222 ",B1,1195.0,鳳山分局
FS3312,鳳山區,過埤里,高雄市鳳山區過埤里過雄街80號,"120.361303 ","22.586490 ",B1,1204.0,鳳山分局
