電腦編號,建築物名稱,鄉鎮市區,村里別,地址,地下樓層,可容納人數,轄管分局
XG2707,小港高中,小港區,二苓里,高雄市小港區二苓里2鄰學府路117號,1,1275,小港分局
XG2758,大樓,小港區,二苓里,高雄市小港區二苓里19鄰大業北路362號,1,638,小港分局
XG2759,社教館演藝廳,小港區,二苓里,高雄市小港區二苓里2鄰學府路115號,1,6680,小港分局
XG2768,社教館文教館,小港區,二苓里,高雄市小港區二苓里2鄰學府路115號,1,4175,小港分局
XG2786,國海大廈,小港區,二苓里,高雄市小港區二苓里19鄰大業北路376號,1,458,小港分局
XG2820,達福骨科診所,小港區,二苓里,高雄市小港區二苓里19鄰漢民路232號,1,162,小港分局
XG2838,公寓,小港區,二苓里,高雄市小港區二苓里4鄰二苓路133巷20號,1,51,小港分局
XG2882,安泰醫院,小港區,二苓里,高雄市小港區二苓里2鄰學府路111號,1,1218,小港分局
XG2899,安泰醫院,小港區,二苓里,高雄市小港區二苓里2鄰學府路111號,1,1136,小港分局
XG2449,透天,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路393號,"  1 ","  24 ",小港分局
XG2452,透天,小港區,店鎮里,高雄市小港區店鎮里20鄰紹興街79號,"  1 ","  12 ",小港分局
XG2453,透天,小港區,店鎮里,高雄市小港區店鎮里20鄰紹興街77號,"  1 ","  14 ",小港分局
XG2454,透天,小港區,店鎮里,高雄市小港區店鎮里20鄰紹興街75號,"  1 ","  14 ",小港分局
XG2668,大樓,小港區,店鎮里,高雄市小港區店鎮里25鄰店北路200號,"  1 ","  1,506 ",小港分局
XG0772,透天,小港區,店鎮里,高雄市小港店鎮里12鄰店中路21號,"  1 ","  84 ",小港分局
XG0773,透天,小港區,店鎮里,高雄市小港區店鎮里12鄰店中路27號,"  1 ","  21 ",小港分局
XG0835,協勝發鋼鐵廠,小港區,店鎮里,高雄市小港區店鎮里17鄰光陽街7號,"  1 ","  221 ",小港分局
XG0844,公寓,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路90之7號,"  1 ","  34 ",小港分局
XG0845,公寓,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路90之3號,"  1 ","  34 ",小港分局
XG0932,華廈,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路461號,"  1 ","  188 ",小港分局
XG0957,公寓,小港區,店鎮里,高雄市小港區店鎮里1鄰頂橫路79號,"  1 ","  29 ",小港分局
XG1401,華廈,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路399號,"  1 ","  48 ",小港分局
XG1403,公寓,小港區,店鎮里,高雄市小港區店鎮里21鄰江山街15號,"  1 ","  44 ",小港分局
XG1409,透天,小港區,店鎮里,高雄市小港區店鎮里22鄰寶山街42號,"  1 ","  20 ",小港分局
XG1410,透天,小港區,店鎮里,高雄市小港區店鎮里13鄰長興街37號,"  1 ","  19 ",小港分局
XG1411,透天,小港區,店鎮里,高雄市小港區店鎮里13鄰長興街39號,"  1 ","  25 ",小港分局
XG1412,透天,小港區,店鎮里,高雄市小港區店鎮里13鄰長興街41號,"  1 ","  20 ",小港分局
XG1413,透天,小港區,店鎮里,高雄市小港區店鎮里13鄰長興街43號,"  1 ","  20 ",小港分局
XG1414,透天,小港區,店鎮里,高雄市小港區店鎮里13鄰長興街45號,"  1 ","  20 ",小港分局
XG1415,透天,小港區,店鎮里,高雄市小港區店鎮里13鄰長興街47號,"  1 ","  20 ",小港分局
XG1416,透天,小港區,店鎮里,高雄市小港區店鎮里13鄰長興街49號,"  1 ","  20 ",小港分局
XG1460,公寓,小港區,店鎮里,高雄市小港區店鎮里17鄰光陽街6號,"  1 ","  97 ",小港分局
XG1519,透天,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路371號,"  1 ","  50 ",小港分局
XG1520,透天,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路369號,"  1 ","  50 ",小港分局
XG1543,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路68號,"  1 ","  34 ",小港分局
XG1544,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路26號,"  1 ","  78 ",小港分局
XG1545,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路18號,"  1 ","  38 ",小港分局
XG1563,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街40號,"  1 ","  11 ",小港分局
XG1564,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷1號,"  1 ","  11 ",小港分局
XG1565,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷3號,"  1 ","  11 ",小港分局
XG1566,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷5號,"  1 ","  11 ",小港分局
XG1567,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街42號,"  1 ","  11 ",小港分局
XG1620,工廠,小港區,店鎮里,高雄市小港區店鎮里17鄰嘉興街6號,"  1 ","  340 ",小港分局
XG1666,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷10號,"  1 ","  18 ",小港分局
XG1667,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷8號,"  1 ","  18 ",小港分局
XG1668,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷6號,"  1 ","  18 ",小港分局
XG1669,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷4號,"  1 ","  11 ",小港分局
XG1720,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39之7號,"  1 ","  14 ",小港分局
XG1721,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39之6號,"  1 ","  14 ",小港分局
XG1722,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39之5號,"  1 ","  16 ",小港分局
XG1723,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39之4號,"  1 ","  16 ",小港分局
XG1724,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39之3號,"  1 ","  16 ",小港分局
XG1725,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39之2號,"  1 ","  16 ",小港分局
XG1726,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39之1號,"  1 ","  14 ",小港分局
XG1727,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39號,"  1 ","  14 ",小港分局
XG1728,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路43巷4號,"  1 ","  15 ",小港分局
XG1729,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路43巷3號,"  1 ","  11 ",小港分局
XG1730,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路43巷2號,"  1 ","  11 ",小港分局
XG1731,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路43巷1號,"  1 ","  22 ",小港分局
XG1732,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路37巷6號,"  1 ","  11 ",小港分局
XG1733,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路37巷5號,"  1 ","  11 ",小港分局
XG1734,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路37巷4號,"  1 ","  11 ",小港分局
XG1735,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路37巷3號,"  1 ","  11 ",小港分局
XG1736,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路37巷2號,"  1 ","  11 ",小港分局
XG1737,透天,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路37巷1號,"  1 ","  11 ",小港分局
XG1765,公寓,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街34號,"  1 ","  35 ",小港分局
XG1766,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷2號,"  1 ","  28 ",小港分局
XG1770,透天,小港區,店鎮里,高雄市小港區店鎮里4鄰南北路11號,"  1 ","  21 ",小港分局
XG1771,透天,小港區,店鎮里,高雄市小港區店鎮里4鄰南北路13號,"  1 ","  21 ",小港分局
XG1815,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街70號,"  1 ","  11 ",小港分局
XG1823,透天,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路439號,"  1 ","  17 ",小港分局
XG1853,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街86號,"  1 ","  10 ",小港分局
XG1854,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街84號,"  1 ","  10 ",小港分局
XG1855,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街82號,"  1 ","  10 ",小港分局
XG1856,透天,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街80號,"  1 ","  10 ",小港分局
XG1895,透天,小港區,店鎮里,高雄市小港區店鎮里12鄰店中路41號,"  1 ","  37 ",小港分局
XG2058,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰頂橫路2之7號,"  1 ","  19 ",小港分局
XG2059,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰頂橫路2之8號,"  1 ","  19 ",小港分局
XG2060,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰頂橫路2之9號,"  1 ","  19 ",小港分局
XG2061,公寓,小港區,店鎮里,高雄市小港區店鎮里14鄰店陽街2號,"  1 ","  59 ",小港分局
XG2062,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路54巷16號,"  1 ","  20 ",小港分局
XG2063,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路54巷14號,"  1 ","  20 ",小港分局
XG2069,公寓,小港區,店鎮里,高雄市小港區店鎮里21鄰江山街47巷2號,"  1 ","  72 ",小港分局
XG2106,公寓,小港區,店鎮里,高雄市小港區店鎮里4鄰南北路10號,"  1 ","  70 ",小港分局
XG2299,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰頂橫路2之3號,"  1 ","  13 ",小港分局
XG2300,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰頂橫路2之4號,"  1 ","  15 ",小港分局
XG2301,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰頂橫路2之5號,"  1 ","  15 ",小港分局
XG2302,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰頂橫路2之6號,"  1 ","  13 ",小港分局
XG2303,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路54巷6號,"  1 ","  13 ",小港分局
XG2304,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路54巷8號,"  1 ","  15 ",小港分局
XG2305,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路54巷10號,"  1 ","  15 ",小港分局
XG2306,透天,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路54巷12號,"  1 ","  13 ",小港分局
XG2319,透天,小港區,店鎮里,高雄市小港區店鎮里7鄰明芳街97號,"  1 ","  75 ",小港分局
XG2320,公寓,小港區,店鎮里,高雄市小港區店鎮里7鄰立群路67號,"  1 ","  115 ",小港分局
XG2405,公寓,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路32之5號,"  1 ","  22 ",小港分局
XG2406,公寓,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路32之4號,"  1 ","  21 ",小港分局
XG2407,公寓,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路32之3號,"  1 ","  21 ",小港分局
XG2408,公寓,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路32之2號,"  1 ","  22 ",小港分局
XG2409,公寓,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路32之9號,"  1 ","  31 ",小港分局
XG2450,透天,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路395號,"  1 ","  28 ",小港分局
XG2451,公寓,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路397號,"  1 ","  33 ",小港分局
XG2455,透天,小港區,店鎮里,高雄市小港區店鎮里20鄰紹興街73號,"  1 ","  14 ",小港分局
XG2501,華廈,小港區,店鎮里,高雄市小港區店鎮里8鄰立群路45號,"  1 ","  254 ",小港分局
XG2576,嘉鴻遊艇公司,小港區,店鎮里,高雄市小港區店鎮里17鄰光陽街6之1號,"  1 ","  1,690 ",小港分局
XG2602,華廈,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路58號,"  1 ","  164 ",小港分局
XG2651,華廈,小港區,店鎮里,高雄市小港區店鎮里22鄰江山街6號,"  1 ","  286 ",小港分局
XG2660,華廈,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路80號,"  1 ","  259 ",小港分局
XG2671,華廈,小港區,店鎮里,高雄市小港區店鎮里2鄰寶山街25號,"  1 ","  507 ",小港分局
XG2686,華廈,小港區,店鎮里,高雄市小港區店鎮里22鄰店陽街10號,"  1 ","  373 ",小港分局
XG2704,華廈,小港區,店鎮里,高雄市小港區店鎮里21鄰江山街61號,"  1 ","  356 ",小港分局
XG2706,華廈,小港區,店鎮里,高雄市小港區店鎮里8鄰立群路57號,"  1 ","  93 ",小港分局
XG2708,華廈,小港區,店鎮里,高雄市小港區店鎮里21鄰店陽街33號,"  1 ","  391 ",小港分局
XG2740,大樓,小港區,店鎮里,高雄市小港區店鎮里26鄰立群路25巷9號,"  1 ","  1,326 ",小港分局
XG2744,大樓,小港區,店鎮里,高雄市小港區店鎮里4鄰南北路9號,"  1 ","  490 ",小港分局
XG2749,大樓,小港區,店鎮里,高雄市小港區店鎮里15鄰店中路84之5號,"  1 ","  470 ",小港分局
XG2751,大樓,小港區,店鎮里,高雄市小港區店鎮里8鄰立群路37號,"  1 ","  470 ",小港分局
XG2763,華廈,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路437號,"  1 ","  82 ",小港分局
XG2877,大樓,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路90之8號,"  1 ","  466 ",小港分局
XG2878,大樓,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路90之8號,"  2 ","  466 ",小港分局
XG2879,大樓,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路90之8號,"  3 ","  466 ",小港分局
XG2895,大樓,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路62號,"  1 ","  284 ",小港分局
XG2896,大樓,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路62號,"  2 ","  284 ",小港分局
XG2923,大樓,小港區,店鎮里,高雄市小港區店鎮里3鄰頂橫路16號," 1、2、3","  4,093 ",小港分局
XG0841,透天,小港區,正苓里,高雄市小港區正苓里24鄰康莊路164號,1,35,小港分局
XG0842,透天,小港區,正苓里,高雄市小港區正苓里24鄰康莊路166號,1,35,小港分局
XG0843,公寓,小港區,正苓里,高雄市小港區正苓里22鄰崇文路46之2號,1,73,小港分局
XG0884,公寓,小港區,正苓里,高雄市小港區正苓里30鄰平治街152號,1,106,小港分局
XG0897,公寓,小港區,正苓里,高雄市小港區正苓里20鄰崇文路23號,1,67,小港分局
XG0898,公寓,小港區,正苓里,高雄市小港區正苓里24鄰康莊路168號,1,53,小港分局
XG0903,透天,小港區,正苓里,高雄市小港區正苓里1鄰宏平路671號,1,19,小港分局
XG0904,公寓,小港區,正苓里,高雄市小港區正苓里1鄰宏平路673號,1,33,小港分局
XG0905,公寓,小港區,正苓里,高雄市小港區正苓里1鄰宏平路675號,1,62,小港分局
XG0906,公寓,小港區,正苓里,高雄市小港區正苓里8鄰沿海一路91號,1,30,小港分局
XG0907,公寓,小港區,正苓里,高雄市小港區正苓里8鄰沿海一路93號,1,60,小港分局
XG0908,透天,小港區,正苓里,高雄市小港區正苓里8鄰沿海一路97號,1,49,小港分局
XG0912,公寓,小港區,正苓里,高雄市小港區正苓里4鄰永順街206號,1,80,小港分局
XG0919,透天,小港區,正苓里,高雄市小港區正苓里22鄰崇文路56號,1,24,小港分局
XG0920,透天,小港區,正苓里,高雄市小港區正苓里22鄰崇文路54號,1,24,小港分局
XG0921,透天,小港區,正苓里,高雄市小港區正苓里22鄰崇文路52號,1,27,小港分局
XG0925,公寓,小港區,正苓里,高雄市小港區正苓里14鄰永順街134號,1,113,小港分局
XG0931,公寓,小港區,正苓里,高雄市小港區正苓里21鄰沿海一路219號,1,78,小港分局
XG0943,公寓,小港區,正苓里,高雄市小港區正苓里11鄰康莊路201號,1,32,小港分局
XG0944,公寓,小港區,正苓里,高雄市小港區正苓里11鄰康莊路203巷1號,1,52,小港分局
XG0945,公寓,小港區,正苓里,高雄市小港區正苓里16鄰康莊路196巷6號,1,153,小港分局
XG0946,公寓,小港區,正苓里,高雄市小港區正苓里16鄰沿海一路127號,1,31,小港分局
XG0947,公寓,小港區,正苓里,高雄市小港區正苓里16鄰沿海一路129號,1,31,小港分局
XG0948,公寓,小港區,正苓里,高雄市小港區正苓里16鄰沿海一路131號,1,31,小港分局
XG0949,公寓,小港區,正苓里,高雄市小港區正苓里16鄰沿海一路133號,1,31,小港分局
XG0950,公寓,小港區,正苓里,高雄市小港區正苓里16鄰沿海一路135號,1,31,小港分局
XG0951,公寓,小港區,正苓里,高雄市小港區正苓里16鄰沿海一路137號,1,31,小港分局
XG0955,透天,小港區,正苓里,高雄市小港區正苓里10鄰沿海一路117號,1,33,小港分局
XG0956,透天,小港區,正苓里,高雄市小港區正苓里10鄰沿海一路119號,1,33,小港分局
XG0964,公寓,小港區,正苓里,高雄市小港區正苓里11鄰康莊路195號,1,36,小港分局
XG0966,公寓,小港區,正苓里,高雄市小港區正苓里9鄰永順街193號,1,84,小港分局
XG0967,公寓,小港區,正苓里,高雄市小港區正苓里5鄰宏平路655號,1,136,小港分局
XG0968,公寓,小港區,正苓里,高雄市小港區正苓里11鄰康莊路194號,1,26,小港分局
XG0979,公寓,小港區,正苓里,高雄市小港區正苓里11鄰康莊路188號,1,34,小港分局
XG0980,公寓,小港區,正苓里,高雄市小港區正苓里11鄰康莊路186號,1,34,小港分局
XG0981,公寓,小港區,正苓里,高雄市小港區正苓里11鄰康莊路184號,1,34,小港分局
XG0982,公寓,小港區,正苓里,高雄市小港區正苓里11鄰康莊路182號,1,34,小港分局
XG0983,公寓,小港區,正苓里,高雄市小港區正苓里11鄰康莊路180號,1,59,小港分局
XG0984,公寓,小港區,正苓里,高雄市小港區正苓里17鄰崇文路71號,1,9,小港分局
XG0985,透天,小港區,正苓里,高雄市小港區正苓里17鄰崇文路69號,1,14,小港分局
XG0986,透天,小港區,正苓里,高雄市小港區正苓里17鄰崇文路67號,1,14,小港分局
XG0987,透天,小港區,正苓里,高雄市小港區正苓里17鄰崇文路65號,1,54,小港分局
XG0988,公寓,小港區,正苓里,高雄市小港區正苓里17鄰崇文路63號,1,55,小港分局
XG0989,公寓,小港區,正苓里,高雄市小港區正苓里17鄰崇文路61巷1號,1,70,小港分局
XG0994,公寓,小港區,正苓里,高雄市小港區正苓里12鄰康莊路163號,1,80,小港分局
XG1004,公寓,小港區,正苓里,高雄市小港區正苓里15鄰康莊路133號,1,116,小港分局
XG1023,公寓,小港區,正苓里,高雄市小港區正苓里6鄰宏平路631號,1,48,小港分局
XG1024,公寓,小港區,正苓里,高雄市小港區正苓里26鄰平治街133號,1,88,小港分局
XG1027,公寓,小港區,正苓里,高雄市小港區正苓里21鄰崇文路3號,1,200,小港分局
XG1033,公寓,小港區,正苓里,高雄市小港區正苓里19鄰崇文路43號,1,71,小港分局
XG1042,公寓,小港區,正苓里,高雄市小港區正苓里32鄰漢民路301號,1,123,小港分局
XG1043,公寓,小港區,正苓里,高雄市小港區正苓里31鄰平治街110號,1,102,小港分局
XG1102,公寓,小港區,正苓里,高雄市小港區正苓里25鄰康莊路144號,1,104,小港分局
XG1103,公寓,小港區,正苓里,高雄市小港區正苓里25鄰行義街16號,1,106,小港分局
XG1119,公寓,小港區,正苓里,高雄市小港區正苓里33鄰沿海一路241號,1,33,小港分局
XG1120,透天,小港區,正苓里,高雄市小港區正苓里33鄰沿海一路239號,1,21,小港分局
XG1121,透天,小港區,正苓里,高雄市小港區正苓里33鄰沿海一路237號,1,21,小港分局
XG1122,透天,小港區,正苓里,高雄市小港區正苓里33鄰沿海一路235號,1,21,小港分局
XG1123,透天,小港區,正苓里,高雄市小港區正苓里33鄰沿海一路233號,1,21,小港分局
XG1124,透天,小港區,正苓里,高雄市小港區正苓里33鄰沿海一路231號,1,21,小港分局
XG1125,透天,小港區,正苓里,高雄市小港區正苓里33鄰沿海一路229號,1,21,小港分局
XG1148,公寓,小港區,正苓里,高雄市小港區正苓里33鄰漢民路248號,1,44,小港分局
XG1149,公寓,小港區,正苓里,高雄市小港區正苓里33鄰漢民路250號,1,46,小港分局
XG1150,公寓,小港區,正苓里,高雄市小港區正苓里33鄰漢民路252號,1,46,小港分局
XG1151,公寓,小港區,正苓里,高雄市小港區正苓里33鄰漢民路254號,1,185,小港分局
XG1153,公寓,小港區,正苓里,高雄市小港區正苓里25鄰康莊路178號,1,153,小港分局
XG1154,公寓,小港區,正苓里,高雄市小港區正苓里21鄰沿海一路209號,1,54,小港分局
XG1169,公寓,小港區,正苓里,高雄市小港區正苓里19鄰崇文路51號,1,178,小港分局
XG1206,公寓,小港區,正苓里,高雄市小港區正苓里29鄰崇文路6號,1,71,小港分局
XG1221,公寓,小港區,正苓里,高雄市小港區正苓里36鄰漢民路256巷3號,1,18,小港分局
XG1222,公寓,小港區,正苓里,高雄市小港區正苓里29鄰崇文路8號,1,36,小港分局
XG1223,公寓,小港區,正苓里,高雄市小港區正苓里25鄰康莊路142號,1,68,小港分局
XG1224,公寓,小港區,正苓里,高雄市小港區正苓里4鄰永順街216號,1,30,小港分局
XG1225,公寓,小港區,正苓里,高雄市小港區正苓里8鄰永順街211號,1,29,小港分局
XG1226,公寓,小港區,正苓里,高雄市小港區正苓里1鄰宏平路677號,1,47,小港分局
XG1254,公寓,小港區,正苓里,高雄市小港區正苓里14鄰行義街50號,1,29,小港分局
XG1255,公寓,小港區,正苓里,高雄市小港區正苓里14鄰行義街46號,1,29,小港分局
XG1256,公寓,小港區,正苓里,高雄市小港區正苓里8鄰永順街147號,1,80,小港分局
XG1268,公寓,小港區,正苓里,高雄市小港區正苓里11鄰康莊路199號,1,57,小港分局
XG1269,公寓,小港區,正苓里,高雄市小港區正苓里15鄰永順街113號,1,91,小港分局
XG1330,公寓,小港區,正苓里,高雄市小港區正苓里12鄰康莊路169號,1,41,小港分局
XG1345,公寓,小港區,正苓里,高雄市小港區正苓里12鄰永順街165號,1,71,小港分局
XG1346,公寓,小港區,正苓里,高雄市小港區正苓里12鄰永順街185號,1,82,小港分局
XG1347,公寓,小港區,正苓里,高雄市小港區正苓里6鄰宏平路649號,1,12,小港分局
XG1348,透天,小港區,正苓里,高雄市小港區正苓里7鄰永順路178號,1,24,小港分局
XG1349,透天,小港區,正苓里,高雄市小港區正苓里7鄰永順路176號,1,24,小港分局
XG1350,公寓,小港區,正苓里,高雄市小港區正苓里6鄰宏平路647號,1,193,小港分局
XG1351,公寓,小港區,正苓里,高雄市小港區正苓里21鄰漢民路269號,1,50,小港分局
XG1353,公寓,小港區,正苓里,高雄市小港區正苓里20鄰崇文路7號,1,90,小港分局
XG1355,公寓,小港區,正苓里,高雄市小港區正苓里6鄰宏平路691號,1,28,小港分局
XG1356,公寓,小港區,正苓里,高雄市小港區正苓里6鄰宏平路693號,1,28,小港分局
XG1357,公寓,小港區,正苓里,高雄市小港區正苓里6鄰宏平路695號,1,28,小港分局
XG1358,公寓,小港區,正苓里,高雄市小港區正苓里6鄰宏平路697號,1,28,小港分局
XG1359,公寓,小港區,正苓里,高雄市小港區正苓里6鄰宏平路699號,1,56,小港分局
XG1360,公寓,小港區,正苓里,高雄市小港區正苓里3鄰沿海一路63號,1,62,小港分局
XG1361,公寓,小港區,正苓里,高雄市小港區正苓里3鄰沿海一路67號,1,62,小港分局
XG1362,公寓,小港區,正苓里,高雄市小港區正苓里3鄰沿海一路71號,1,62,小港分局
XG1363,公寓,小港區,正苓里,高雄市小港區正苓里3鄰沿海一路75號,1,62,小港分局
XG1364,公寓,小港區,正苓里,高雄市小港區正苓里3鄰沿海一路79號,1,62,小港分局
XG1365,公寓,小港區,正苓里,高雄市小港區正苓里3鄰沿海一路83號,1,62,小港分局
XG1399,公寓,小港區,正苓里,高雄市小港區正苓里24鄰行義街1號,1,150,小港分局
XG1400,公寓,小港區,正苓里,高雄市小港區正苓里30鄰平治街134號,1,85,小港分局
XG1457,公寓,小港區,正苓里,高雄市小港區正苓里3鄰沿海一路87號,1,108,小港分局
XG1458,公寓,小港區,正苓里,高雄市小港區正苓里3鄰沿海一路61號,1,110,小港分局
XG1513,公寓,小港區,正苓里,高雄市小港區正苓里19鄰崇文路29號,1,64,小港分局
XG1547,透天,小港區,正苓里,高雄市小港區正苓里21鄰沿海一路197號,1,36,小港分局
XG1548,透天,小港區,正苓里,高雄市小港區正苓里21鄰沿海一路195號,1,37,小港分局
XG1549,透天,小港區,正苓里,高雄市小港區正苓里21鄰沿海一路193號,1,36,小港分局
XG1576,透天,小港區,正苓里,高雄市小港區正苓里32鄰漢民路315號,1,34,小港分局
XG1577,透天,小港區,正苓里,高雄市小港區正苓里32鄰金府路63號,1,34,小港分局
XG1578,透天,小港區,正苓里,高雄市小港區正苓里32鄰金府路67號,1,34,小港分局
XG1579,透天,小港區,正苓里,高雄市小港區正苓里32鄰金府路71號,1,34,小港分局
XG1580,透天,小港區,正苓里,高雄市小港區正苓里32鄰金府路75號,1,34,小港分局
XG1581,透天,小港區,正苓里,高雄市小港區正苓里32鄰金府路79號,1,34,小港分局
XG1583,透天,小港區,正苓里,高雄市小港區正苓里28鄰金府路83號,1,34,小港分局
XG1584,透天,小港區,正苓里,高雄市小港區正苓里28鄰金府路87號,1,33,小港分局
XG1585,透天,小港區,正苓里,高雄市小港區正苓里28鄰金府路91號,1,33,小港分局
