類別,電腦編號,村里別,地址,地下樓層數,可容納人數,備註,placemark_address
公寓,花崗010,花崗里,基隆市仁愛區仁一路107巷8號,1.0,49.0,,基隆市仁愛區仁一路107巷8號
公寓,花崗011,花崗里,基隆市仁愛區愛九路11號,1.0,203.0,,基隆市仁愛區愛九路11號
公寓,花崗012,花崗里,基隆市仁愛區愛九路1號,1.0,130.0,,基隆市仁愛區愛九路1號
大樓,花崗013,花崗里,基隆市仁愛區仁一路133號,1.0,521.0,,基隆市仁愛區仁一路133號
公寓,花崗014,花崗里,基隆市仁愛區仁一路107巷6號之1,1.0,198.0,,基隆市仁愛區仁一路107巷6號之1
公寓,玉田001,玉田里,基隆市仁愛區愛四路5號,1.0,371.0,,基隆市仁愛區愛四路5號
公寓,玉田002,玉田里,基隆市仁愛區仁二路212巷20號,1.0,44.0,,基隆市仁愛區仁二路212巷20號
公寓,玉田003,玉田里,基隆市仁愛區愛四路28巷9號,1.0,96.0,,基隆市仁愛區愛四路28巷9號
公寓,玉田004,玉田里,基隆市仁愛區愛四路2巷22之1號,1.0,61.0,,基隆市仁愛區愛四路2巷22之1號
公寓,玉田005,玉田里,基隆市仁愛區愛三路98巷2弄6號,1.0,50.0,,基隆市仁愛區愛三路98巷2弄6號
公寓,玉田006,玉田里,基隆市仁愛區玉田里四鄰仁三路30號,1.0,28.0,,基隆市仁愛區玉田里四鄰仁三路30號
公寓,玉田007,玉田里,基隆市仁愛區仁二路212巷18號,1.0,16.0,,基隆市仁愛區仁二路212巷18號
公寓,玉田008,玉田里,基隆市仁愛區仁三路38號,1.0,46.0,,基隆市仁愛區仁三路38號
公寓,玉田009,玉田里,基隆市仁愛區仁二路208號,1.0,144.0,,基隆市仁愛區仁二路208號
公寓,玉田010,玉田里,基隆市仁愛區愛四路10巷12號,1.0,34.0,,基隆市仁愛區愛四路10巷12號
公寓,玉田011,玉田里,基隆市仁愛區仁三路40號,1.0,93.0,,基隆市仁愛區仁三路40號
公寓,玉田012,玉田里,基隆市仁愛區愛四路34號,1.0,25.0,,基隆市仁愛區愛四路34號
公寓,玉田013,玉田里,基隆市仁愛區仁三路32號,1.0,134.0,,基隆市仁愛區仁三路32號
公寓,玉田014,玉田里,基隆市仁愛區仁一路303巷13號,1.0,23.0,,基隆市仁愛區仁一路303巷13號
公寓,玉田015,玉田里,基隆市仁愛區愛四路48號,1.0,301.0,,基隆市仁愛區愛四路48號
公寓,玉田016,玉田里,基隆市仁愛區仁三路24號之1,1.0,614.0,,基隆市仁愛區仁三路24號之1
公寓,玉田017,玉田里,基隆市仁愛區愛三路98巷6號,1.0,31.0,,基隆市仁愛區愛三路98巷6號
公寓,玉田019,玉田里,基隆市仁愛區愛四路52號,1.0,398.0,,基隆市仁愛區愛四路52號
公寓,玉田021,玉田里,基隆市仁愛區仁一路307號,1.0,275.0,,基隆市仁愛區仁一路307號
公寓,和明001,和明里,基隆市仁愛區仁一路295號,1.0,356.0,
公寓,和明002,和明里,基隆市仁愛區仁一路267之4號,1.0,99.0,,基隆市仁愛區仁一路267之4號
仁愛國小,和明003,和明里,基隆市仁愛區仁二路139號,1.0,1070.0,,基隆市仁愛區仁二路139號
公寓,和明004,和明里,基隆市仁愛區仁一路299號,1.0,651.0,,基隆市仁愛區仁一路299號
大樓,和明005,和明里,基隆市仁愛區愛五路34號,1.0,800.0,,基隆市仁愛區愛五路34號
公寓,和明006,和明里,基隆市仁愛區仁一路265巷16號,1.0,199.0,,基隆市仁愛區仁一路265巷16號
大樓,和明008,和明里,基隆市仁愛區仁一路259號,1.0,802.0,,基隆市仁愛區仁一路259號
選委會,和明010,和明里,基隆市仁愛區仁一路263號,1.0,552.0,,基隆市仁愛區仁一路263號
大樓,和明011,和明里,基隆市仁愛區仁一路257號,1.0,1732.0,,基隆市仁愛區仁一路257號
中選會,和明012,和明里,基隆市仁愛區仁一路261之1號,1.0,2166.0,,基隆市仁愛區仁一路261之1號
大樓,和明013,和明里,基隆市仁愛區仁一路277號,1.0,817.0,,基隆市仁愛區仁一路277號
公寓,忠勇001,忠勇里,基隆市仁愛區愛五路6巷19弄24號,1.0,103.0,,基隆市仁愛區愛五路6巷19弄24號
公寓,忠勇002,忠勇里,基隆市仁愛區愛五路19巷20號,1.0,42.0,,基隆市仁愛區愛五路19巷20號
公寓,忠勇003,忠勇里,基隆市仁愛區愛五路6巷19弄22號,3.0,80.0,,基隆市仁愛區愛五路6巷19弄22號
公寓,忠勇004,忠勇里,基隆市仁愛區仁二路194號,1.0,87.0,,基隆市仁愛區仁二路194號
公寓,忠勇005,忠勇里,基隆市仁愛區仁二路196號,1.0,85.0,,基隆市仁愛區仁二路196號
公寓,忠勇006,忠勇里,基隆市仁愛區仁二路198號,1.0,154.0,,基隆市仁愛區仁二路198號
公寓,忠勇007,忠勇里,基隆市仁愛區仁二路181巷5之2號,1.0,54.0,,基隆市仁愛區仁二路181巷5之2號
公寓,忠勇008,忠勇里,基隆市仁愛區仁二路191號,1.0,61.0,,基隆市仁愛區仁二路191號
大樓,忠勇012,忠勇里,基隆市仁愛區仁三路11號,1.0,1385.0,,基隆市仁愛區仁三路11號
公寓,林泉001,林泉里,基隆市仁愛區復興街6巷23號,1.0,54.0,,基隆市仁愛區復興街6巷23號
公寓,林泉002,林泉里,基隆市仁愛區復興街6巷42號,1.0,50.0,,基隆市仁愛區復興街6巷42號
公寓,林泉003,林泉里,基隆市仁愛區復興街6巷46之1號,1.0,61.0,,基隆市仁愛區復興街6巷46之1號
公寓,林泉004,林泉里,基隆市仁愛區復興街44巷16號,1.0,40.0,,基隆市仁愛區復興街44巷16號
公寓,林泉005,林泉里,基隆市仁愛區復興街16巷19號,1.0,63.0,,基隆市仁愛區復興街16巷19號
公寓,林泉006,林泉里,基隆市仁愛區復興街40之3號,1.0,40.0,,基隆市仁愛區復興街40之3號
公寓,林泉007,林泉里,基隆市仁愛區復興街64巷15號,1.0,24.0,,基隆市仁愛區復興街64巷15號
公寓,林泉008,林泉里,基隆市仁愛區復興街4巷2號,1.0,40.0,,基隆市仁愛區復興街4巷2號
公寓,林泉009,林泉里,基隆市仁愛區復興街60巷3號,1.0,34.0,,基隆市仁愛區復興街60巷3號
公寓,林泉010,林泉里,基隆市仁愛區復興街45號,1.0,84.0,,基隆市仁愛區復興街45號
公寓,林泉011,林泉里,基隆市仁愛區復興街16巷20號,1.0,51.0,,基隆市仁愛區復興街16巷20號
公寓,林泉012,林泉里,基隆市仁愛區復興街14號,1.0,81.0,,基隆市仁愛區復興街14號
公寓,虹橋001,虹橋里,基隆市仁愛區劉銘傳路53巷4號,1.0,93.0,,基隆市仁愛區劉銘傳路53巷4號
公寓,虹橋002,虹橋里,基隆市仁愛區劉銘傳路119巷11號,1.0,72.0,,基隆市仁愛區劉銘傳路119巷11號
公寓,虹橋003,虹橋里,基隆市仁愛區劉銘傳路63巷14之3號,1.0,52.0,,基隆市仁愛區劉銘傳路63巷14之3號
公寓,虹橋004,虹橋里,基隆市仁愛區劉銘傳路63巷4號,1.0,19.0,,基隆市仁愛區劉銘傳路63巷4號
公寓,虹橋005,虹橋里,基隆市仁愛區劉銘傳路63巷18號,1.0,46.0,,基隆市仁愛區劉銘傳路63巷18號
公寓,虹橋006,虹橋里,基隆市仁愛區劉銘傳路43巷36號,1.0,24.0,,基隆市仁愛區劉銘傳路43巷36號
公寓,虹橋007,虹橋里,基隆市仁愛區劉銘傳路63巷12號,1.0,15.0,,基隆市仁愛區劉銘傳路63巷12號
公寓,虹橋008,虹橋里,基隆市仁愛區劉銘傳路57號,1.0,31.0,,基隆市仁愛區劉銘傳路57號
公寓,虹橋009,虹橋里,基隆市仁愛區劉銘傳路51號,1.0,267.0,,基隆市仁愛區劉銘傳路51號
公寓,虹橋010,虹橋里,基隆市仁愛區劉銘傳路3之2號,1.0,388.0,,基隆市仁愛區劉銘傳路3之2號
公寓,虹橋011,虹橋里,基隆市仁愛區劉銘傳路11巷13號,1.0,399.0,,基隆市仁愛區劉銘傳路11巷13號
公寓,智仁001,智仁里,基隆市仁愛區延平街77之6號,1.0,180.0,,基隆市仁愛區延平街77之6號
公寓,智仁002,智仁里,基隆市仁愛區延平街16號,1.0,44.0,,基隆市仁愛區延平街16號
公寓,智仁003,智仁里,基隆市仁愛區愛七路53號,1.0,81.0,,基隆市仁愛區愛七路53號
公寓,智仁004,智仁里,基隆市仁愛區愛七路19號,1.0,28.0,,基隆市仁愛區愛七路19號
公寓,智仁005,智仁里,基隆市仁愛區仁二路63號,1.0,75.0,,基隆市仁愛區仁二路63號
公寓,智仁006,智仁里,基隆市仁愛區延平街7號,1.0,46.0,,基隆市仁愛區延平街7號
公寓,智仁007,智仁里,基隆市仁愛區延平街16之33號,1.0,121.0,,基隆市仁愛區延平街16之33號
公寓,智仁008,智仁里,基隆市仁愛區仁二路119巷7號,1.0,82.0,,基隆市仁愛區仁二路119巷7號
公寓,智仁009,智仁里,基隆市仁愛區延平街12巷29號,1.0,78.0,,基隆市仁愛區延平街12巷29號
公寓,智仁010,智仁里,基隆市仁愛區仁二路119巷11號,1.0,89.0,,基隆市仁愛區仁二路119巷11號
公寓,智仁011,智仁里,基隆市仁愛區愛七路14巷4號,1.0,133.0,,基隆市仁愛區愛七路14巷4號
公寓,智仁012,智仁里,基隆市仁愛區延平街46號,1.0,252.0,,基隆市仁愛區延平街46號
公寓,智仁013,智仁里,基隆市仁愛區仁二路133之1號,1.0,53.0,,基隆市仁愛區仁二路133之1號
公寓,智仁014,智仁里,基隆市仁愛區仁二路135號,1.0,442.0,,基隆市仁愛區仁二路135號
公寓,智仁015,智仁里,基隆市仁愛區仁二路119巷5號,1.0,64.0,,基隆市仁愛區仁二路119巷5號
公寓,智仁016,智仁里,基隆市仁愛區仁二路52號,1.0,41.0,,基隆市仁愛區仁二路52號
公寓,智仁017,智仁里,基隆市仁愛區延平街12巷16號,1.0,93.0,,基隆市仁愛區延平街12巷16號
公寓,智仁018,智仁里,基隆市仁愛區仁二路135號,1.0,388.0,,基隆市仁愛區仁二路135號
公寓,智仁019,智仁里,基隆市仁愛區仁二路95號,1.0,160.0,,基隆市仁愛區仁二路95號
公寓,智仁020,智仁里,基隆市仁愛區愛七路40號,1.0,338.0,,基隆市仁愛區愛七路40號
公寓,智仁021,智仁里,基隆市仁愛區仁二路51巷13號,1.0,606.0,,基隆市仁愛區仁二路51巷13號
公寓,智仁022,智仁里,基隆市仁愛區延平街33號,1.0,638.0,,基隆市仁愛區延平街33號
公寓,智仁023,智仁里,基隆市仁愛區仁二路119巷3號,1.0,132.0,,基隆市仁愛區仁二路119巷3號
公寓,文安001,文安里,基隆市仁愛區成功一路14巷20弄7號,1.0,24.0,,基隆市仁愛區成功一路14巷20弄7號
公寓,文安002,文安里,基隆市仁愛區精一路22號,1.0,57.0,,基隆市仁愛區精一路22號
公寓,文安003,文安里,基隆市仁愛區精一路26之4號,1.0,75.0,,基隆市仁愛區精一路26之4號
公寓,文安004,文安里,基隆市仁愛區精一路40之4號,1.0,92.0,,基隆市仁愛區精一路40之4號
公寓,文安005,文安里,基隆市仁愛區成功一路14巷6號,1.0,121.0,,基隆市仁愛區成功一路14巷6號
公寓,文安006,文安里,基隆市仁愛區成功一路9號,1.0,227.0,,基隆市仁愛區成功一路9號
公寓,吉仁001,吉仁里,基隆市仁愛區南新街206號,1.0,64.0,,基隆市仁愛區南新街206號
公寓,吉仁002,吉仁里,基隆市仁愛區南榮路219之2號,1.0,30.0,,基隆市仁愛區南榮路219之2號
公寓,吉仁003,吉仁里,基隆市仁愛區南榮路191巷15之2號,1.0,43.0,,基隆市仁愛區南榮路191巷15之2號
公寓,吉仁004,吉仁里,基隆市仁愛區南榮路213之4號,1.0,197.0,,基隆市仁愛區南榮路213之4號
公寓,吉仁005,吉仁里,基隆市仁愛區南榮路183號,1.0,426.0,,基隆市仁愛區南榮路183號
公寓,吉仁006,吉仁里,基隆市仁愛區南榮路187號,1.0,164.0,,基隆市仁愛區南榮路187號
公寓,曲水001,曲水里,基隆市仁愛區龍安街169號,1.0,72.0,,基隆市仁愛區龍安街169號
公寓,曲水002,曲水里,基隆市仁愛區龍安街196巷15號,1.0,26.0,,基隆市仁愛區龍安街196巷15號
公寓,曲水003,曲水里,基隆市仁愛區南榮路64巷33號,1.0,24.0,,基隆市仁愛區南榮路64巷33號
公寓,曲水004,曲水里,基隆市仁愛區龍安街143號,1.0,75.0,,基隆市仁愛區龍安街143號
公寓,曲水005,曲水里,基隆市仁愛區南榮路64巷6號,1.0,126.0,,基隆市仁愛區南榮路64巷6號
公寓,育仁001,育仁里,基隆市仁愛區南榮路319巷22號,1.0,18.0,,基隆市仁愛區南榮路319巷22號
南榮國小,育仁002,育仁里,基隆市仁愛區南榮路319巷16號,1.0,116.0,,基隆市仁愛區南榮路319巷16號
公寓,育仁003,育仁里,基隆市仁愛區南榮路321號,1.0,398.0,,基隆市仁愛區南榮路321號
公寓,育仁004,育仁里,基隆市仁愛區南榮路120號,1.0,312.0,,基隆市仁愛區南榮路120號
公寓,英仁001,英仁里,基隆市仁愛區南榮路393巷8-1至8-2號,1.0,160.0,,基隆市仁愛區南榮路393巷8-1至8-2號
公寓,英仁002,英仁里,基隆市仁愛區南榮路403巷19之1號,1.0,12.0,,基隆市仁愛區南榮路403巷19之1號
公寓,英仁003,英仁里,基隆市仁愛區南榮路393巷45號,1.0,27.0,,基隆市仁愛區南榮路393巷45號
公寓,英仁004,英仁里,基隆市仁愛區南榮路393巷41號,1.0,157.0,,基隆市仁愛區南榮路393巷41號
金寶塔,英仁005,英仁里,基隆市仁愛區南榮路463巷22弄6之1號,1.0,2263.0,,基隆市仁愛區南榮路463巷22弄6之1號
公寓,崇文001,崇文里,基隆市仁愛區精一路3之1號,1.0,81.0,,基隆市仁愛區精一路3之1號
公寓,崇文002,崇文里,基隆市仁愛區精一路1號,1.0,123.0,,基隆市仁愛區精一路1號
公寓,崇文003,崇文里,基隆市仁愛區精一路15號,1.0,649.0,,基隆市仁愛區精一路15號
公寓,誠仁001,誠仁里,基隆市仁愛區南榮路161巷6號,1.0,55.0,,基隆市仁愛區南榮路161巷6號
大樓,誠仁002,誠仁里,基隆市仁愛區南榮路22號,1.0,1282.0,,基隆市仁愛區南榮路22號
公寓,誠仁003,誠仁里,基隆市仁愛區南榮路151巷108號,1.0,543.0,,基隆市仁愛區南榮路151巷108號
公寓,福仁001,福仁里,基隆市仁愛區南榮路77號,1.0,124.0,,基隆市仁愛區南榮路77號
公寓,福仁002,福仁里,基隆市仁愛區南榮路117巷37弄17之2號,1.0,159.0,,基隆市仁愛區南榮路117巷37弄17之2號
大樓,德厚001,德厚里,基隆市仁愛區龍安街220巷8號,1.0,529.0,,基隆市仁愛區龍安街220巷8號
大樓,德厚002,德厚里,基隆市仁愛區龍安街200號,1.0,2075.0,,基隆市仁愛區龍安街200號
公寓,德厚003,德厚里,基隆市仁愛區8鄰龍安街220巷7號,1.0,193.0,,基隆市仁愛區8鄰龍安街220巷7號
公寓,龍門001,龍門里,基隆市仁愛區南榮路134巷56號,1.0,136.0,,基隆市仁愛區南榮路134巷56號
公寓,龍門002,龍門里,基隆市仁愛區南榮路134巷54號,1.0,206.0,,基隆市仁愛區南榮路134巷54號
大樓,龍門003,龍門里,基隆市仁愛區龍安街198巷33號,1.0,5755.0,,基隆市仁愛區龍安街198巷33號
公寓,龍門004,龍門里,基隆市仁愛區南榮路134巷66號,1.0,145.0,,基隆市仁愛區南榮路134巷66號
大樓,書院002,書院里,基隆市仁愛區獅球路42巷2號,1.0,683.0,,基隆市仁愛區獅球路42巷2號
大樓,書院003,書院里,基隆市仁愛區獅球路42巷3號,1.0,789.0,,基隆市仁愛區獅球路42巷3號
