建築物名稱,村里別,地址,經緯度,地下樓層數,可容納人數,轄管分局,編號,備註,placemark_address
,中山里,虎尾鎮中山里新興路63號,"23.70904, 120.43465",1.0,126.0,虎尾分局,470.0,,虎尾鎮中山里新興路63號
,中山里,虎尾鎮中山里中山路82號,"23.70823, 120.43424",1.0,209.0,虎尾分局,471.0,,虎尾鎮中山里中山路82號
,中山里,虎尾鎮中山里德興路16號,"23.70832, 120.43218",1.0,733.0,虎尾分局,472.0,,虎尾鎮中山里德興路16號
永慶房屋,中山里,虎尾鎮中山里中山路39號,"23.70933, 120.43626",1.0,170.0,虎尾分局,473.0,,虎尾鎮中山里中山路39號
,中山里,雲林縣虎尾鎮中山里中正路140號,"23.70825, 120.43344",1.0,165.0,虎尾分局,474.0,,雲林縣虎尾鎮中山里中正路140號
,中山里,雲林縣虎尾鎮中山里中山路67號,"23.70401, 120.43644",1.0,116.0,虎尾分局,475.0,,雲林縣虎尾鎮中山里中山路67號
"高治機械
",中民村,雲林縣褒忠鄉中民村中正路14之5號,"23.6975,  120.32205",1.0,102.0,虎尾分局,476.0,,雲林縣褒忠鄉中民村中正路14之5號
"吉升飼料
",中民村,雲林縣褒忠鄉中民村中正路28之18號,"23.69659, 120.31811",1.0,433.0,虎尾分局,477.0,,雲林縣褒忠鄉中民村中正路28之18號
"三仁醫院
",中勝村,雲林縣褒忠鄉中勝村中正路466號,"23.69266, 120.3055",1.0,183.0,虎尾分局,478.0,,雲林縣褒忠鄉中勝村中正路466號
詠瑞林森華夏,公安里,雲林縣虎尾鎮公安里林森路1段416巷31號,"23.71131, 120.43443",1.0,657.0,虎尾分局,479.0,,雲林縣虎尾鎮公安里林森路1段416巷31號
寶翔大樓,公安里,雲林縣虎尾鎮公安里林森路1段360巷41號,"23.71232, 120.43506",1.0,381.0,虎尾分局,480.0,,雲林縣虎尾鎮公安里林森路1段360巷41號
,公安里,雲林縣虎尾鎮公安里林森路1段360巷9號,"23.71209, 120.43576",1.0,1766.0,虎尾分局,481.0,,雲林縣虎尾鎮公安里林森路1段360巷9號
,公安里,雲林縣虎尾鎮公安里博愛路20號,"23.7137,  120.43711",1.0,22.0,虎尾分局,482.0,,雲林縣虎尾鎮公安里博愛路20號
,公安里,雲林縣虎尾鎮公安里博愛路96號,"23.71541, 120.4367",1.0,31.0,虎尾分局,483.0,,雲林縣虎尾鎮公安里博愛路96號
一般住宅,公安里,雲林縣虎尾鎮公安里林森路1段430號,"23.710820626472913, 120.4350261252737",1.0,180.0,虎尾分局,484.0,,雲林縣虎尾鎮公安里林森路1段430號
,公安里,雲林縣虎尾鎮公安里博愛路106巷39號,"23.71591, 120.43766",1.0,27.0,虎尾分局,485.0,,雲林縣虎尾鎮公安里博愛路106巷39號
,公安里,雲林縣虎尾鎮公安里博愛路106巷41號,"23.71591, 120.43766",1.0,27.0,虎尾分局,486.0,,雲林縣虎尾鎮公安里博愛路106巷41號
,公安里,雲林縣虎尾鎮博愛路106巷37之1號,"23.71591, 120.43766",1.0,27.0,虎尾分局,487.0,,雲林縣虎尾鎮博愛路106巷37之1號
,公安里,雲林縣虎尾鎮公安里博愛路98號,"23.71547, 120.43669",1.0,31.0,虎尾分局,488.0,,雲林縣虎尾鎮公安里博愛路98號
虎尾農工,公安里,雲林縣虎尾鎮公安里博愛路65號,"23.709444, 120.445444",1.0,607.0,虎尾分局,489.0,,雲林縣虎尾鎮公安里博愛路65號
,公安里,雲林縣虎尾鎮公安里新興路114號,"23.7119,  120.43427",1.0,283.0,虎尾分局,490.0,,雲林縣虎尾鎮公安里新興路114號
,公安里,雲林縣虎尾鎮公安里光復路482號,"23.71125, 120.43388",1.0,231.0,虎尾分局,491.0,,雲林縣虎尾鎮公安里光復路482號
公寓,公安里,雲林縣虎尾鎮公安里博愛路47-1號,"23.714287499619513, 120.43640496698337",1.0,261.0,虎尾分局,492.0,,雲林縣虎尾鎮公安里博愛路47-1號
富邦產險,公安里,雲林縣虎尾鎮公安里新興路116號,"23.712029609613833, 120.4343550246548",1.0,411.0,虎尾分局,493.0,,雲林縣虎尾鎮公安里新興路116號
大樓,公安里,雲林縣虎尾鎮公安里林森路1段426號,"23.710832510516106, 120.43504356698321",1.0,206.0,虎尾分局,494.0,,雲林縣虎尾鎮公安里林森路1段426號
富明大樓,公安里,雲林縣虎尾鎮公安里林森路1段416巷32號,"23.71170488673902, 120.43440210931169",1.0,181.0,虎尾分局,495.0,,雲林縣虎尾鎮公安里林森路1段416巷32號
,公安里,雲林縣虎尾鎮公安里林森路1段396巷47號,"23.71124, 120.43559",1.0,193.0,虎尾分局,496.0,,雲林縣虎尾鎮公安里林森路1段396巷47號
,公安里,雲林縣虎尾鎮公安里光復路446號,"23.71087, 120.43457",1.0,139.0,虎尾分局,497.0,,雲林縣虎尾鎮公安里光復路446號
博愛雅苑,公安里,雲林縣虎尾鎮公安里博愛路43號,"23.71398, 120.43656",1.0,176.0,虎尾分局,498.0,,雲林縣虎尾鎮公安里博愛路43號
,公安里,雲林縣虎尾鎮公安里林森路1段416巷13號,"23.71106, 120.4347",1.0,261.0,虎尾分局,499.0,,雲林縣虎尾鎮公安里林森路1段416巷13號
,公安里,雲林縣虎尾鎮公安里明正東路40號,"23.71556, 120.43787",1.0,221.0,虎尾分局,500.0,,雲林縣虎尾鎮公安里明正東路40號
虎尾國小,公安里,雲林縣虎尾鎮公安里明正路88號,"23.71366, 120.43177",1.0,878.0,虎尾分局,501.0,,雲林縣虎尾鎮公安里明正路88號
啟楠公司,公安里,雲林縣虎尾鎮公安里光復路432號,"23.71073, 120.43486",1.0,138.0,虎尾分局,502.0,,雲林縣虎尾鎮公安里光復路432號
虎尾帝王管委會,公安里,雲林縣虎尾鎮公安里林森路1段476號,"23.709740, 120.43429",1.0,890.0,虎尾分局,503.0,,雲林縣虎尾鎮公安里林森路1段476號
,公安里,雲林縣虎尾鎮公安里公安路178號之18,"23.70999, 120.43397",1.0,348.0,虎尾分局,504.0,,雲林縣虎尾鎮公安里公安路178號之18
,平和里,雲林縣虎尾鎮平和里光明路56號,"23.70539, 120.4482",1.0,408.0,虎尾分局,505.0,,雲林縣虎尾鎮平和里光明路56號
大凱迪建設,平和里,雲林縣虎尾鎮平和里成德街100號,"23.70979, 120.44861",1.0,378.0,虎尾分局,506.0,,雲林縣虎尾鎮平和里成德街100號
雲林農田水利會,平和里,雲林縣虎尾鎮平和里七鄰光明路91之1號,"23.70652, 120.44567",1.0,196.0,虎尾分局,507.0,,雲林縣虎尾鎮平和里七鄰光明路91之1號
大成商工,平和里,雲林縣虎尾鎮平和里成平街21號,"23.70955, 120.44629",1.0,1739.0,虎尾分局,508.0,升學樓739人、行政大樓1000人,雲林縣虎尾鎮平和里成平街21號
平和國小,平和里,雲林縣虎尾鎮平和里光復路22號,"23.70724, 120.45073",1.0,744.0,虎尾分局,509.0,A棟558人、B棟186人,雲林縣虎尾鎮平和里光復路22號
圖書館,平和里,雲林縣虎尾鎮平和里光明路68號,"23.70668, 120.4464",1.0,672.0,虎尾分局,510.0,,雲林縣虎尾鎮平和里光明路68號
"土庫鎮公所
",石廟里,雲林縣土庫鎮石廟里中興路175號,"23.68222, 120.38973",1.0,1439.0,虎尾分局,511.0,,雲林縣土庫鎮石廟里中興路175號
新市鎮大樓,立仁里,雲林縣虎尾鎮立仁里北平路228號,"23.70856, 120.42639",1.0,2128.0,虎尾分局,512.0,,雲林縣虎尾鎮立仁里北平路228號
立仁世家大樓,立仁里,雲林縣虎尾鎮立仁里復興路147巷1號,"23.70754, 120.4284",1.0,117.0,虎尾分局,513.0,,雲林縣虎尾鎮立仁里復興路147巷1號
,立仁里,雲林縣虎尾鎮立仁里北平路218號,"23.70897, 120.42669",1.0,40.0,虎尾分局,514.0,,雲林縣虎尾鎮立仁里北平路218號
立仁大廈,立仁里,雲林縣虎尾鎮立仁里立仁街51號,"23.70524, 120.427996",1.0,1047.0,虎尾分局,515.0,,雲林縣虎尾鎮立仁里立仁街51號
巨星大廈,立仁里,雲林縣虎尾鎮立仁里忠孝路216號,"23.70824, 120.42586",1.0,1198.0,虎尾分局,516.0,,雲林縣虎尾鎮立仁里忠孝路216號
,立仁里,雲林縣虎尾鎮立仁里北平路250號,"23.7086,  120.42598",1.0,2128.0,虎尾分局,517.0,,雲林縣虎尾鎮立仁里北平路250號
,立仁里,雲林縣虎尾鎮立仁里復興路149號,"23.70752, 120.42832",1.0,1859.0,虎尾分局,518.0,,雲林縣虎尾鎮立仁里復興路149號
立仁國小,立仁里,雲林縣虎尾鎮立仁里立仁路40號,"23.70608, 120.42742",1.0,450.0,虎尾分局,519.0,後棟450人、西棟613人,雲林縣虎尾鎮立仁里立仁路40號
,西安里,雲林縣虎尾鎮西安里中正路263號,"23.70572, 120.43094",1.0,352.0,虎尾分局,520.0,,雲林縣虎尾鎮西安里中正路263號
,西安里,雲林縣虎尾鎮西安里八德街101號,"23.6997,  120.42898",1.0,945.0,虎尾分局,521.0,,雲林縣虎尾鎮西安里八德街101號
青春學苑,西安里,雲林縣虎尾鎮西安里五間厝60號,"23.70669, 120.43043",1.0,330.0,虎尾分局,522.0,,雲林縣虎尾鎮西安里五間厝60號
中盈大樓,西安里,雲林縣虎尾鎮西安里中正路189號,"23.70729, 120.43224",1.0,282.0,虎尾分局,523.0,,雲林縣虎尾鎮西安里中正路189號
白宮影城,西安里,雲林縣虎尾鎮西安里中正路257號,"23.7054,  120.43114",1.0,77.0,虎尾分局,524.0,,雲林縣虎尾鎮西安里中正路257號
"虎科大宿舍
",西安里,雲林縣虎尾鎮新吉里工專路103號,"23.70287, 120.424514",1.0,1844.0,虎尾分局,525.0,宿舍121人、新一舍1723人,雲林縣虎尾鎮新吉里工專路103號
虎科大學,西安里,雲林縣虎尾鎮西安里文化路64號,"23.70155, 120.43044",1.0,3754.0,虎尾分局,526.0,"單一館445人、機械館1990人
、行政大樓603人、文理大樓716人",雲林縣虎尾鎮西安里文化路64號
登豐米蘭,西安里,雲林縣虎尾鎮西安里林森路2段57號,"23.70669, 120.43043",1.0,1503.0,虎尾分局,527.0,,雲林縣虎尾鎮西安里林森路2段57號
土庫鎮公所零售市場,忠正里,雲林縣土庫鎮忠正里文化路5號,"23.67531, 120.390385",1.0,726.0,虎尾分局,528.0,,雲林縣土庫鎮忠正里文化路5號
一般住宅,忠正里,雲林縣土庫鎮忠正里中華路58號,"23.66982, 120.38742",1.0,52.0,虎尾分局,529.0,,雲林縣土庫鎮忠正里中華路58號
蔡醫院,忠正里,雲林縣土庫鎮忠正里中山路64號,"23.67444, 120.38978",1.0,95.0,虎尾分局,530.0,,雲林縣土庫鎮忠正里中山路64號
,東仁里,雲林縣虎尾鎮東仁里三民路35號,"23.71089, 120.43925",1.0,849.0,虎尾分局,531.0,,雲林縣虎尾鎮東仁里三民路35號
國泰人壽,東仁里,雲林縣虎尾鎮東仁里信義路67號,"23.71117, 120.43753",1.0,37.0,虎尾分局,532.0,,雲林縣虎尾鎮東仁里信義路67號
虎尾高中,東仁里,雲林縣虎尾鎮東仁里光復路222號,"23.71032, 120.44214",1.0,980.0,虎尾分局,533.0,至善樓468人、圖書館512人,雲林縣虎尾鎮東仁里光復路222號
上毅飯店,東仁里,雲林縣虎尾鎮東仁里信義路28號,"23.71078, 120.43771",1.0,250.0,虎尾分局,534.0,,雲林縣虎尾鎮東仁里信義路28號
虎尾春秋,東仁里,雲林縣虎尾鎮東仁里信義路69號,"23.711473656308968, 120.43769953814756",1.0,264.0,虎尾分局,535.0,,雲林縣虎尾鎮東仁里信義路69號
"鄉寶公司
世中居大樓",東仁里,雲林縣虎尾鎮東仁里福民路76號,"23.71086, 120.43606",1.0,307.0,虎尾分局,536.0,,雲林縣虎尾鎮東仁里福民路76號
東仁國中,東仁里,雲林縣虎尾鎮東仁里東明路85號,"23.71409, 120.44003",1.0,2531.0,虎尾分局,537.0,辦公大樓473人、停車場2058人,雲林縣虎尾鎮東仁里東明路85號
昱龍建設公司,東仁里,雲林縣虎尾鎮東仁里東興路146-1號,"23.68253, 120.95912",1.0,165.0,虎尾分局,538.0,,雲林縣虎尾鎮東仁里東興路146-1號
,長南村,雲林縣元長鄉長南村中山路31號,"23.64884, 120.31335",1.0,66.0,虎尾分局,539.0,,雲林縣元長鄉長南村中山路31號
"元長鄉
圖書館",長南村,雲林縣元長鄉長南村仁愛路1之1號,"23.65021, 120.31472",1.0,78.0,虎尾分局,540.0,,雲林縣元長鄉長南村仁愛路1之1號
,惠來里,雲林縣虎尾鎮惠來里惠來145之10號,"23.73329, 120.49121",1.0,141.0,虎尾分局,541.0,,雲林縣虎尾鎮惠來里惠來145之10號
殯葬管理所,惠來里,雲林縣虎尾鎮惠來里惠來201號,"23.72874, 120.4912",1.0,380.0,虎尾分局,542.0,,雲林縣虎尾鎮惠來里惠來201號
台榮企業,惠來里,雲林縣虎尾鎮惠來里惠來112號,"23.72874, 120.4912",1.0,80.0,虎尾分局,543.0,,雲林縣虎尾鎮惠來里惠來112號
,越港里,雲林縣土庫鎮越港里成功路1之62號,"23.67306, 120.39674",1.0,34.0,虎尾分局,544.0,,雲林縣土庫鎮越港里成功路1之62號
永年中學,越港里,雲林縣土庫鎮越港里建國路13號,"23.67984, 120.39986",1.0,131.0,虎尾分局,545.0,,雲林縣土庫鎮越港里建國路13號
"土庫國小
越港分校",越港里,雲林縣土庫鎮越港里林森路120號,"23.67379, 120.39598",1.0,843.0,虎尾分局,546.0,,雲林縣土庫鎮越港里林森路120號
順天宮香客大樓,順天里,雲林縣土庫鎮順天里中正路107巷16號,"23.67606, 120.39035",1.0,111.0,虎尾分局,547.0,,雲林縣土庫鎮順天里中正路107巷16號
土庫商工,順天里,雲林縣土庫鎮順天里中央路2號,"23.67246, 120.3877",1.0,1385.0,虎尾分局,548.0,"工科大樓505人、圖書館440人
、體育館440人",雲林縣土庫鎮順天里中央路2號
巨路國際公司,順天里,雲林縣土庫鎮順天里中央路71號,"23.67012, 120.38556",1.0,217.0,虎尾分局,549.0,,雲林縣土庫鎮順天里中央路71號
公園家大樓,新吉里,雲林縣虎尾鎮新吉里工專路281號,"23.70758, 120.42205",1.0,860.0,虎尾分局,550.0,,雲林縣虎尾鎮新吉里工專路281號
,新吉里,雲林縣虎尾鎮新吉里林森路2段436巷68號,"23.69994, 120.42261",1.0,464.0,虎尾分局,551.0,,雲林縣虎尾鎮新吉里林森路2段436巷68號
,新吉里,雲林縣虎尾鎮新吉里工專路231號,"23.70523, 120.42291",1.0,504.0,虎尾分局,552.0,,雲林縣虎尾鎮新吉里工專路231號
大學城大樓,新吉里,雲林縣虎尾鎮新吉里工專路113號,"23.70341, 120.42447",1.0,473.0,虎尾分局,553.0,,雲林縣虎尾鎮新吉里工專路113號
,新興里,雲林縣虎尾鎮新興里光復路441號,"23.71016, 120.43604",1.0,296.0,虎尾分局,554.0,,雲林縣虎尾鎮新興里光復路441號
,新興里,雲林縣虎尾鎮新興里新生路92號,"23.70794, 120.43715",1.0,221.0,虎尾分局,555.0,,雲林縣虎尾鎮新興里新生路92號
,新興里,雲林縣虎尾鎮新興里民生路46號,"23.70852, 120.43713",1.0,183.0,虎尾分局,556.0,,雲林縣虎尾鎮新興里民生路46號
雲林縣稅務局虎尾分局,新興里,雲林縣虎尾鎮新興里光明路118號,"23.70776, 120.44528",1.0,449.0,虎尾分局,557.0,,雲林縣虎尾鎮新興里光明路118號
虎尾地政事務所,新興里,雲林縣虎尾鎮新興里光明路120號,"23.70784, 120.44493",1.0,344.0,虎尾分局,558.0,,雲林縣虎尾鎮新興里光明路120號
"虎尾
鎮公所",新興里,雲林縣虎尾鎮新興里行政路6號,"23.70848, 120.4453",1.0,833.0,虎尾分局,559.0,,雲林縣虎尾鎮新興里行政路6號
源欣安股份有限公司,新興里,雲林縣虎尾鎮新興里和平路1號,"23.70943, 120.43826",1.0,471.0,虎尾分局,560.0,,雲林縣虎尾鎮新興里和平路1號
台西客運虎尾站,新興里,雲林縣虎尾鎮新興里新興路80號,"23.70944, 120.43468",1.0,487.0,虎尾分局,561.0,,雲林縣虎尾鎮新興里新興路80號
元富證券,新興里,雲林縣虎尾鎮新興里中正路15號,"23.70957, 120.4371",1.0,402.0,虎尾分局,562.0,,雲林縣虎尾鎮新興里中正路15號
海洋商業大樓,新興里,雲林縣虎尾鎮新興里光復路443號,"23.71014, 120.4357",1.0,137.0,虎尾分局,563.0,,雲林縣虎尾鎮新興里光復路443號
若瑟醫院,新興里,雲林縣虎尾鎮新生路74號,"23.70854, 120.437",1.0,2697.0,虎尾分局,564.0,A棟1284人、B棟277人,雲林縣虎尾鎮新生路74號
,德興里,雲林縣虎尾鎮德興里德興路84號,"23.70896, 120.42983",1.0,211.0,虎尾分局,565.0,,雲林縣虎尾鎮德興里德興路84號
雙子星大樓,德興里,雲林縣虎尾鎮德興里公安路75巷6號,"23.711332323140898, 120.43171617116423",2.0,957.0,虎尾分局,566.0,,雲林縣虎尾鎮德興里公安路75巷6號
皇寶大樓,德興里,雲林縣虎尾鎮德興里西平路30號,"23.710329810894915, 120.43000546698315",1.0,482.0,虎尾分局,567.0,,雲林縣虎尾鎮德興里西平路30號
,德興里,雲林縣虎尾鎮德興里德興路26-5號,"23.70971, 120.43112",1.0,957.0,虎尾分局,568.0,,雲林縣虎尾鎮德興里德興路26-5號
,德興里,雲林縣虎尾鎮德興里德興路155號,"23.71167, 120.43011",1.0,652.0,虎尾分局,569.0,,雲林縣虎尾鎮德興里德興路155號
聯合報虎尾辦事處,德興里,雲林縣虎尾鎮德興里北平路64號,"23.71202, 120.42923",1.0,411.0,虎尾分局,570.0,,雲林縣虎尾鎮德興里北平路64號
一般住宅,德興里,雲林縣虎尾鎮德興里西平路42號,"23.71080868735354, 120.42967539643855",1.0,292.0,虎尾分局,571.0,,雲林縣虎尾鎮德興里西平路42號
天主堂,德興里,雲林縣虎尾鎮德興里北平路77號,"23.71088, 120.42867",1.0,259.0,虎尾分局,572.0,,雲林縣虎尾鎮德興里北平路77號
友華生技,墾地里,雲林縣虎尾鎮科虎路128號,"23.728173, 120.40710",1.0,521.0,虎尾分局,573.0,,雲林縣虎尾鎮科虎路128號
兆耀欣業建設有限公司,墾地里,雲林縣虎尾鎮墾地里六十甲路5-1號,"23.732445, 120.410738",1.0,969.0,虎尾分局,574.0,,雲林縣虎尾鎮墾地里六十甲路5-1號
禾楓君悅,墾地里,雲林縣虎尾鎮墾地里1鄰永興北二街150號,"23.7417, 120.41603",1.0,1094.0,虎尾分局,575.0,,雲林縣虎尾鎮墾地里1鄰永興北二街150號
僑馥建設,墾地里,雲林縣虎尾鎮墾地里松園三路112號,"23.738666, 120.408537",1.0,559.0,虎尾分局,576.0,,雲林縣虎尾鎮墾地里松園三路112號
僑馥建築,墾地里,雲林縣虎尾鎮墾地里松園三路98號,"23.738914,120.408909",1.0,682.0,虎尾分局,577.0,,雲林縣虎尾鎮墾地里松園三路98號
半畝田建設公司,墾地里,雲林縣虎尾鎮墾地里永興南二街252號,"23.733250, 120.412761",1.0,1270.0,虎尾分局,578.0,,雲林縣虎尾鎮墾地里永興南二街252號
鼎然建設公司,墾地里,雲林縣虎尾鎮墾地里科虎路6號,"23.72538, 120.40729",1.0,355.0,虎尾分局,579.0,,雲林縣虎尾鎮墾地里科虎路6號
雲林家扶中心,穎川里,雲林縣虎尾鎮穎川里頂南56號,"23.6954,  120.42193",1.0,596.0,虎尾分局,580.0,,雲林縣虎尾鎮穎川里頂南56號
,興新里,雲林縣土庫鎮頂圍路36號,"23.67576, 120.38606",1.0,354.0,虎尾分局,581.0,,雲林縣土庫鎮頂圍路36號
黃金寶大樓,新興里,雲林縣虎尾鎮新興里和平路17號,"23.70948, 120.438090",1.0,1064.0,虎尾分局,582.0,,雲林縣虎尾鎮新興里和平路17號
虎科大學電機館,安慶里,雲林縣虎尾鎮安慶里文化路83號,"23.70027801440184, 120.43099669828464",1.0,536.0,虎尾分局,583.0,,雲林縣虎尾鎮安慶里文化路83號
安慶國小,安慶里,雲林縣虎尾鎮安慶里民主路36號,"23.70333512658055, 120.43348741703298",1.0,858.0,虎尾分局,584.0,安慶國小主棟747人、安慶國小C棟111人,雲林縣虎尾鎮安慶里民主路36號
安安婦產科,新吉里,雲林縣虎尾鎮新吉里林森路2段428號,"23.69933, 120.42474",1.0,550.0,虎尾分局,585.0,,雲林縣虎尾鎮新吉里林森路2段428號
虎尾科技大學,廉使里,雲林縣虎尾鎮廉使里建成路311號,"23.728818, 120.425101",1.0,94.0,虎尾分局,586.0,,雲林縣虎尾鎮廉使里建成路311號
