行政區,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
文山區,WQA01089,景仁里,臺北市文山區羅斯福路六段150巷1號,"24.995342,121.540867",1,"56 ",文山第二分局,
文山區,WQA01144,景仁里,臺北市文山區羅斯福路六段150巷22號,"24.995667,121.540533",1,"413 ",文山第二分局,
文山區,WQA01229,景仁里,臺北市文山區溪口街76號,"24.995728,121.538723",1,"245 ",文山第二分局,
文山區,WQA01243,景仁里,臺北市文山區羅斯福路六段166巷8弄2號,"24.995153,121.540634",1,"1009 ",文山第二分局,
文山區,WQA01280,景仁里,臺北市文山區羅斯福路六段166巷10號,"24.994989,121.540413",1,"264 ",文山第二分局,
文山區,WQA01319,景仁里,臺北市文山區羅斯福路六段142巷5號,"24.997128,121.538696",1,"13949 ",文山第二分局,
文山區,WQA01299,景仁里,臺北市文山區羅斯福路六段148號,"24.995473,121.540927",1,"568 ",文山第二分局,
文山區,WQA01325,景仁里,臺北市文山區羅斯福路六段150巷23號,"24.995539,121.540352",1,"1020 ",文山第二分局,
文山區,WQA01320,景仁里,臺北市文山區羅斯福路六段146-1號,"24.995701,121.540953",1,"2153 ",文山第二分局,
文山區,WQA01321,景仁里,"臺北市文山區羅斯福路六段142巷1號       ","24.996198,121.540057",1,"6946 ",文山第二分局,
文山區,WQA00193,景仁里,臺北市文山區景仁街20巷14號,"24.997855,121.540017",1,"177 ",文山第二分局,
文山區,WQA00194,景仁里,臺北市文山區景仁街20巷8號,"24.997464,121.540145",1,"76 ",文山第二分局,
文山區,WQA01055,景仁里,臺北市文山區羅斯福路六段100號,"24.997921,121.540392",1,"160 ",文山第二分局,
文山區,WQA01056,景仁里,臺北市文山區羅斯福路六段104號,"24.997776,121.540454",1,"644 ",文山第二分局,
文山區,WQA01057,景仁里,臺北市文山區羅斯福路六段122號,"24.997363,121.540615",1,"110 ",文山第二分局,
文山區,WQA01058,景仁里,臺北市文山區羅斯福路六段124號,"24.997319,121.540629",1,"162 ",文山第二分局,
文山區,WQA01059,景仁里,臺北市文山區羅斯福路六段130號,"24.997116,121.540527",2,"1400 ",文山第二分局,
文山區,WQA01060,景仁里,臺北市文山區羅斯福路六段136號,"24.996659,121.540823",4,"1525 ",文山第二分局,
文山區,WQA01061,景仁里,臺北市文山區羅斯福路六段136號,"24.996659,121.540823",2,"2745 ",文山第二分局,
文山區,WQA01086,景仁里,臺北市文山區羅斯福路六段142巷20弄1號,"24.997758,121.539227",1,"5002 ",文山第二分局,
文山區,WQA01087,景仁里,臺北市文山區羅斯福路六段142巷20弄1號,"24.997758,121.539227",2,"5002 ",文山第二分局,
文山區,WQA01088,景仁里,臺北市文山區羅斯福路六段142巷20弄2-1號,"24.996898,121.539888",1,"1861 ",文山第二分局,
文山區,WQA01090,景仁里,臺北市文山區羅斯福路六段92巷1號,"24.998144,121.540105",1,"410 ",文山第二分局,
文山區,WQA01110,景仁里,臺北市文山區羅斯福路六段142巷22號 ,"24.996832,121.539581",1,"1462 ",文山第二分局,
文山區,WQA01327,景仁里,臺北市文山區溪口街68號,"24.995515,121.538961",3,"1413 ",文山第二分局,
文山區,WQA01333,景仁里,臺北市文山區羅斯福路六段142巷88號,"24.99771,121.537896",1、2、3,"730 ",文山第二分局,
文山區,WQA00191,景行里,臺北市文山區景中街30巷12號,"24.992249,121.542047",1,"4873 ",文山第二分局,
文山區,WQA00208,景行里,臺北市文山區景文街41號,"24.992068,121.541437",1,"306 ",文山第二分局,
文山區,WQA00216,景行里,臺北市文山區景文街99號,"24.99088,121.541332",1,"333 ",文山第二分局,
文山區,WQA00235,景行里,臺北市文山區景後街158號,"24.990959,121.542295",2,"828 ",文山第二分局,
文山區,WQA00236,景行里,臺北市文山區景後街168號,"24.990717,121.542246",1,"310 ",文山第二分局,
文山區,WQA00246,景行里,臺北市文山區景美街109號,"24.99011,121.541394",1,"240 ",文山第二分局,
文山區,WQA00248,景行里,臺北市文山區景美街13號,"24.992372,121.541748",1,"182 ",文山第二分局,
文山區,WQA00259,景行里,臺北市文山區景美街61號,"24.991021,121.541856",1,"57 ",文山第二分局,
文山區,WQA00260,景行里,臺北市文山區景美街99號,"24.990279,121.541546",1,"720 ",文山第二分局,
文山區,WQA01154,景行里,臺北市文山區景美街120號,"24.989031,121.541594",1,"134 ",文山第二分局,
文山區,WQA01173,景行里,臺北市文山區景文街107號,"24.990675,121.541282",2,"289 ",文山第二分局,
文山區,WQA01242,景行里,臺北市文山區景美街43號,"24.991351,121.542192",1,"369 ",文山第二分局,
文山區,WQA01340,景行里,臺北市文山區景後街99號,"24.99146,121.542694",1,"573 ",文山第二分局,
文山區,WQA00201,景行里,臺北市文山區景文街153號,"24.989432,121.540999",1,"28 ",文山第二分局,
文山區,WQA00202,景行里,臺北市文山區景文街171號,"24.989056,121.540976",1,"102 ",文山第二分局,
文山區,WQA00203,景行里,臺北市區景文街173號,"24.989065,121.541283",1,"25 ",文山第二分局,
文山區,WQA00204,景行里,臺北市文山區景文街179號,"24.988764,121.540961",1,"402 ",文山第二分局,
文山區,WQA00205,景行里,臺北市文山區景文街189號,"24.988612,121.540989",1,"617 ",文山第二分局,
文山區,WQA00217,景行里,臺北市文山區景文街163巷5號,"24.989059,121.541171",1,"81 ",文山第二分局,
文山區,WQA00249,景行里,臺北市文山區景美街132號,"24.988707,121.541709",1,"54 ",文山第二分局,
文山區,WQA00250,景行里,臺北市文山區景美街136號,"24.988621,121.541754",1,"84 ",文山第二分局,
文山區,WQA00252,景行里,臺北市文山區景美街143號,"24.989471,121.541524",1,"405 ",文山第二分局,
文山區,WQA00253,景行里,臺北市文山區景美街153號,"24.98928,121.541605",1,"688 ",文山第二分局,
文山區,WQA00254,景行里,臺北市文山區景美街156號,"24.988413,121.541452",1,"78 ",文山第二分局,
文山區,WQA00255,景行里,臺北市文山區景美街181號,"24.988859,121.541784",1,"96 ",文山第二分局,
文山區,WQA00257,景行里,臺北市文山區景美街199號,"24.988475,121.541914",1,"176 ",文山第二分局,
文山區,WQA00388,景行里,臺北市文山區景興路288-290號,"24.989274,121.542173",1,"106 ",文山第二分局,
文山區,WQA01214,景行里,臺北市文山區景興路282巷1號,"24.989576,121.542057",1,"1686 ",文山第二分局,
文山區,WQA01231,景行里,臺北市文山區景興路282巷9號,"24.989725,121.541632",1,"632 ",文山第二分局,
文山區,WQA01303,景行里,臺北市文山區景興路318號,"24.988424,121.542055",1,"152 ",文山第二分局,
文山區,WQA00099,景行里,臺北市文山區車前路12號,"24.991471,121.540914",1,"405 ",文山第二分局,
文山區,WQA00100,景行里,臺北市文山區車前路8號,"24.99142,121.541077",1,"180 ",文山第二分局,
文山區,WQA00209,景行里,臺北市文山區景文街42號,"24.991716,121.54123",1,"1292 ",文山第二分局,
文山區,WQA00210,景行里,臺北市文山區景文街44號,"24.991624,121.541229",1,"221 ",文山第二分局,
文山區,WQA00212,景行里,臺北市文山區景文街60號,"24.990914,121.54113",1,"53 ",文山第二分局,
文山區,WQA00234,景行里,臺北市文山區景後街124號,"24.991793,121.542432",2,"262 ",文山第二分局,
文山區,WQA00237,景行里,臺北市文山區景後街95號,"24.991914,121.543037",2,"1252 ",文山第二分局,
文山區,WQA00238,景行里,臺北市文山區景後街95號,"24.991914,121.543037",3,"1149 ",文山第二分局,
文山區,WQA01079,景行里,臺北市文山區羅斯福路六段403號,"24.991821,121.540634",2,"1292 ",文山第二分局,
文山區,WQA01118,景行里,臺北市文山區景文街92號,"24.990382,121.540915",1,"750 ",文山第二分局,
文山區,WQA01123,景行里,臺北市文山區景後街97號,"24.991584,121.542685",1,"312 ",文山第二分局,
文山區,WQA01160,景行里,臺北市文山區車前路2號,"24.991221,121.54118",2,"382 ",文山第二分局,
文山區,WQA01185,景行里,臺北市文山區景文街32號,"24.99209,121.541178",3,"748 ",文山第二分局,
文山區,WQA01215,景行里,臺北市文山區羅斯福路六段457號,"24.990084,121.53992",1,"1629 ",文山第二分局,
文山區,WQA01238,景行里,臺北市文山區羅斯福路六段405號,"24.99173,121.540605",1,"1081 ",文山第二分局,
文山區,WQA01278,景行里,臺北市文山區羅斯福路六段431號,"24.990873,121.54021",1,"293 ",文山第二分局,
文山區,WQA01291,景行里,臺北市文山區景文街106號,"24.990037,121.54091",1,"1646 ",文山第二分局,
文山區,WQA01307,景行里,臺北市文山區車前路11號,"24.991282,121.540862",1,"4656 ",文山第二分局,
文山區,WQA01314,景行里,臺北市文山區景文街88號,"24.990459,121.541011",2,"100 ",文山第二分局,
文山區,WQA00190,景行里,臺北市文山區景中街36號,"24.992609,121.543564",1,"3273 ",文山第二分局,
文山區,WQA00241,景行里,臺北市文山區景興路238巷1號,"24.990621,121.542906",1,"253 ",文山第二分局,
文山區,WQA00245,景行里,臺北市文山區景後街149巷3號,"24.990209,121.542272",1,"82 ",文山第二分局,
文山區,WQA00383,景行里,臺北市文山區景興路210號,"24.991527,121.543564",1,"682 ",文山第二分局,
文山區,WQA00385,景行里,臺北市文山區景興路218號,"24.991322,121.543491",1,"316 ",文山第二分局,
文山區,WQA00387,景行里,臺北市文山區景興路272號,"24.989778,121.542511",3,"1253 ",文山第二分局,
文山區,WQA00437,景行里,臺北市文山區景興路202巷8號,"24.991924,121.543355",1,"708 ",文山第二分局,
文山區,WQA01136,景行里,臺北市文山區景興路238弄7號,"24.998265,121.544766",1,"69 ",文山第二分局,
文山區,WQA01148,景行里,臺北市文山區景興路222號,"24.991099,121.543282",2,"1685 ",文山第二分局,
文山區,WQA01165,景行里,臺北市文山區景後街151號,"24.990001,121.541916",3,"4524 ",文山第二分局,
文山區,WQA01170,景行里,臺北市文山區景興路258號,"24.990167,121.542748",1,"864 ",文山第二分局,
文山區,WQA01204,景行里,臺北市文山區景後街145號,"24.990316,121.542181",1,"446 ",文山第二分局,
文山區,WQA01252,景行里,臺北市文山區景興路262號,"24.989999,121.542635",1,"544 ",文山第二分局,
文山區,WQA01332,景行里,臺北市文山區景後街130號,"24.991484,121.542435",1,"1220 ",文山第二分局,
文山區,WQA01332,景行里,臺北市文山區景後街130號,"24.991484,121.542435",2,"2216 ",文山第二分局,
文山區,WQA01332,景行里,臺北市文山區景後街130號,"24.991484,121.542435",3,"1696 ",文山第二分局,
文山區,WQA01337,景行里,臺北市文山區景興路300號,"24.989149,121.541861",1,"1329 ",文山第二分局,
文山區,WQA00200,景行里,臺北市文山區景文街108號,"24.989491,121.54079",1,"1064 ",文山第二分局,
文山區,WQA01314,景行里,臺北市文山區景文街108號,"24.989491,121.54079",1,"338 ",文山第二分局,
文山區,WQA00206,景行里,臺北市文山區景文街30號,"24.992289,121.541194",1,"14 ",文山第二分局,
文山區,WQA01253,景行里,臺北市文山區景文街142巷2號,"24.988516,121.540302",1,"10822 ",文山第二分局,
文山區,WQA01188,景行里,臺北市文山區景中街2號,"24.992763,121.541098",1,"1197 ",文山第二分局,
文山區,WQA00289,景東里,臺北市文山區景華街82巷7弄13號,"24.994813,121.54588",1,"78 ",文山第二分局,
文山區,WQA00376,景東里,臺北市文山區景興路155號,"24.993679,121.544721",1,"162 ",文山第二分局,
文山區,WQA00378,景東里,臺北市文山區景興路167號,"24.993214,121.5446",1,"513 ",文山第二分局,
文山區,WQA00381,景東里,臺北市文山區景興路191號,"24.992286,121.54422",1,"2861 ",文山第二分局,
文山區,WQA00384,景東里,臺北市文山區景興路217號,"24.991605,121.543854",2,"342 ",文山第二分局,
文山區,WQA00386,景東里,臺北市文山區景興路225號,"24.991402,121.543846",3,"1288 ",文山第二分局,
文山區,WQA00433,景東里,臺北市文山區景興路177巷2號,"24.992733,121.544597",1,"194 ",文山第二分局,
文山區,WQA01184,景東里,臺北市文山區景興路203號,"24.991796,121.543943",1,"432 ",文山第二分局,
文山區,WQA00262,景東里,臺北市文山區景華街102號,"24.995225,121.546143",1,"50 ",文山第二分局,
文山區,WQA00268,景東里,臺北市文山區景華街90號,"24.995125,121.545716",1,"261 ",文山第二分局,
文山區,WQA00288,景東里,臺北市文山區景華街82巷7弄10號,"24.994641,121.545739",1,"130 ",文山第二分局,
文山區,WQA00373,景東里,臺北市文山區景興路121號,"24.994655,121.54481",1,"161 ",文山第二分局,
文山區,WQA00408,景東里,臺北市文山區景興路84號,"24.996064,121.54483",1,"368 ",文山第二分局,
文山區,WQA00409,景東里,臺北市文山區景華街68號,"24.995089,121.545016",1,"672 ",文山第二分局,
文山區,WQA00410,景東里,臺北市文山區景華街96號,"24.995214,121.54589",1,"73 ",文山第二分局,
文山區,WQA00413,景東里,臺北市文山區景華街82巷5號,"24.994983,121.545361",1,"152 ",文山第二分局,
文山區,WQA00414,景東里,臺北市文山區景華街82巷7弄15號,"24.99483,121.545996",1,"62 ",文山第二分局,
文山區,WQA00415,景東里,臺北市文山區景華街82巷7弄2號,"24.9946,121.545461",1,"304 ",文山第二分局,
文山區,WQA00416,景東里,臺北市文山區景華街82巷7弄14號,"24.994662,121.545883",1,"188 ",文山第二分局,
文山區,WQA00420,景東里,臺北市文山區景興路127巷2號,"24.994444,121.544995",1,"217 ",文山第二分局,
文山區,WQA00421,景東里,臺北市文山區景興路127巷5號,"24.99454,121.545188",1,"90 ",文山第二分局,
文山區,WQA00422,景東里,臺北市文山區景興路127巷6號,"24.994439,121.545141",1,"240 ",文山第二分局,
文山區,WQA00277,景東里,臺北市文山區景華街128巷12號,"24.994923,121.547695",1,"1033 ",文山第二分局,
文山區,WQA00278,景東里,臺北市文山區景華街128巷17號,"24.995276,121.54807",1,"845 ",文山第二分局,
文山區,WQA00279,景東里,臺北市文山區景華街128巷34號,"24.994626,121.547284",1,"1060 ",文山第二分局,
文山區,WQA00280,景東里,臺北市文山區景華街128巷62號,"24.994327,121.547127",1,"665 ",文山第二分局,
文山區,WQA00281,景東里,臺北市文山區景華街128巷2弄11號,"24.994997,121.546938",1,"145 ",文山第二分局,
文山區,WQA00282,景東里,臺北市文山區景華街128巷2弄9號,"24.995113,121.547028",1,"192 ",文山第二分局,
文山區,WQA00418,景東里,臺北市文山區景華街128巷2弄1號,"24.995335,121.54734",1,"364 ",文山第二分局,
文山區,WQA01306,景東里,臺北市文山區景華街128巷2弄7號,"24.994935,121.547259",2,"466 ",文山第二分局,
文山區,WQA00374,景東里,臺北市文山區景興路143號,"24.994116,121.544792",1,"237 ",文山第二分局,
文山區,WQA00375,景東里,臺北市文山區景興路149號,"24.993939,121.544769",1,"229 ",文山第二分局,
文山區,WQA00423,景東里,臺北市文山區景興路137巷13號,"24.994367,121.545643",1,"585 ",文山第二分局,
文山區,WQA00424,景東里,臺北市文山區景興路137巷13號,"24.994367,121.545643",2,"1697 ",文山第二分局,
文山區,WQA00425,景東里,臺北市文山區景興路153巷1號,"24.993895,121.544999",1,"116 ",文山第二分局,
文山區,WQA00426,景東里,臺北市文山區景興路153巷2號,"24.993689,121.54497",1,"333 ",文山第二分局,
文山區,WQA00429,景東里,臺北市文山區景興路153巷7號,"24.993832,121.545194",1,"77 ",文山第二分局,
文山區,WQA00430,景東里,臺北市文山區景興路153巷14弄1號,"24.99313,121.545323",1,"774 ",文山第二分局,
文山區,WQA00431,景東里,臺北市文山區景興路153巷14弄16號,"24.992905,121.545807",1,"269 ",文山第二分局,
文山區,WQA00432,景東里,臺北市文山區景興路177巷16號,"24.992591,121.545264",2,"1390 ",文山第二分局,
文山區,WQA00443,景東里,臺北市文山區景興路177巷1弄18號,"24.993102,121.545159",1,"113 ",文山第二分局,
文山區,WQA00435,景東里,臺北市文山區景興路177巷1弄2號,"24.992999,121.544714",1,"112 ",文山第二分局,
文山區,WQA00436,景東里,臺北市文山區景興路177巷1弄6號,"24.993082,121.54479",1,"193 ",文山第二分局,
文山區,WQA01147,景東里,臺北市文山區景興路137巷8號,"24.994138,121.545205",1,"737 ",文山第二分局,
文山區,WQA01286,景東里,臺北市文山區景興路177巷11號,"24.992771,121.545068",1,"422 ",文山第二分局,
文山區,WQA00264,景東里,臺北市文山區景華街130號,"24.995785,121.547116",1,"296 ",文山第二分局,
文山區,WQA00265,景東里,臺北市文山區景華街138號,"24.995965,121.547335",1,"138 ",文山第二分局,
文山區,WQA00271,景東里,臺北市文山區景華街104巷2號,"24.995135,121.546175",1,"206 ",文山第二分局,
文山區,WQA00272,景東里,臺北市文山區景華街104巷5號,"24.995094,121.546325",1,"77 ",文山第二分局,
文山區,WQA00283,景東里,臺北市文山區景華街128巷3弄1-1號,"24.995567,121.547313",1,"66 ",文山第二分局,
文山區,WQA00284,景東里,臺北市文山區景華街128巷3弄20號,"24.995698,121.547788",1,"196 ",文山第二分局,
文山區,WQA00285,景東里,臺北市文山區景華街128巷3弄9號,"24.995885,121.547625",1,"396 ",文山第二分局,
文山區,WQA00371,景東里,臺北市文山區景興街153巷15號,"24.994004,121.545575",2,"1230 ",文山第二分局,
文山區,WQA00411,景東里,臺北市文山區景華街106號,"24.995315,121.546233",1,"382 ",文山第二分局,
文山區,WQA00417,景東里,臺北市文山區景華街128巷3弄6號,"24.995505,121.547528",1,"382 ",文山第二分局,
文山區,WQA00418,景東里,臺北市文山區景華街128巷3弄1號,"24.995618,121.54738",1,"188 ",文山第二分局,
文山區,WQA00427,景東里,臺北市文山區景興路153巷31號,"24.99359,121.546206",1,"225 ",文山第二分局,
文山區,WQA00428,景東里,臺北市文山區景興路153巷45號,"24.993825,121.546288",1,"140 ",文山第二分局,
文山區,WQA00797,景東里,臺北市文山區景華街128巷3弄8號,"24.995591,121.547667",1,"194 ",文山第二分局,
文山區,WQA00792,景東里,臺北市文山區景華街148號,"24.996282,121.547566",1,"190 ",文山第二分局,
文山區,WQA01129,景東里,臺北市文山區景華街128巷2弄10號,"24.995201,121.546815",1,"766 ",文山第二分局,
文山區,WQA01131,景東里,臺北市文山區景興路153巷25號,"24.99369,121.546019",1,"818 ",文山第二分局,
文山區,WQA01174,景東里,臺北市文山區景華街122號,"24.99558,121.546786",3,"1753 ",文山第二分局,
文山區,WQA00073,景美里,臺北市文山區育英街4-1號,"24.990805,121.53923",1,"93 ",文山第二分局,
文山區,WQA00076,景美里,臺北市文山區育英街73號,"24.992488,121.538794",1,"332 ",文山第二分局,
文山區,WQA00077,景美里,臺北市文山區育英街17巷1號,"24.990613,121.538949",1,"218 ",文山第二分局,
文山區,WQA00078,景美里,臺北市文山區育英街17巷12號,"24.990628,121.538307",1,"34 ",文山第二分局,
文山區,WQA00079,景美里,臺北市文山區里育英街17巷13-1號,"24.992454,121.53811",1,"68 ",文山第二分局,
文山區,WQA00080,景美里,臺北市文山區育英街17巷16號,"24.990272,121.538252",1,"100 ",文山第二分局,
文山區,WQA00081,景美里,臺北市文山區育英街17巷18號,"24.990203,121.538152",1,"49 ",文山第二分局,
文山區,WQA00084,景美里,臺北市文山區育英街17巷5弄10-1號,"24.99002,121.53876",1,"86 ",文山第二分局,
文山區,WQA00085,景美里,臺北市文山區育英街17巷5弄10-5號,"24.990349,121.539091",1,"58 ",文山第二分局,
文山區,WQA0086,景美里,臺北市文山區育英街17巷5弄11號,"24.99015,121.539053",1,"238 ",文山第二分局,
文山區,WQA00087,景美里,臺北市文山區育英街17巷9弄15號,"24.989916,121.538673",1,"42 ",文山第二分局,
文山區,WQA01072,景美里,臺北市文山區羅斯福路六段282號,"24.994596,121.541619",1,"213 ",文山第二分局,
文山區,WQA01199,景美里,臺北市文山區羅斯福路六段376號,"24.988909,121.539268",1,"1510 ",文山第二分局,
文山區,WQA01220,景美里,臺北市文山區羅斯福路六段314號,"24.990209,121.539514",1,"1198 ",文山第二分局,
文山區,WQA01250,景美里,臺北市文山區育英街11號,"24.990593,121.539278",1,"620 ",文山第二分局,
文山區,WQA00074,景美里,臺北市文山區育英街59號,"24.992004,121.538557",1,"184 ",文山第二分局,
文山區,WQA00075,景美里,臺北市文山區育英街63號,"24.99219,121.538677",1,"85 ",文山第二分局,
文山區,WQA00098,景美里,臺北市文山區育英街65巷8號,"24.992366,121.538908",1,"34 ",文山第二分局,
文山區,WQA00618,景美里,臺北市文山區萬慶街15號,"24.992318,121.539824",1,"28 ",文山第二分局,
文山區,WQA00620,景美里,臺北市文山區萬慶街25號,"24.992543,121.539568",1,"89 ",文山第二分局,
文山區,WQA00621,景美里,臺北市文山區萬慶街25-1號,"24.992711,121.539343",1,"29 ",文山第二分局,
文山區,WQA00622,景美里,臺北市文山區萬慶街29號,"24.99275,121.53926",1,"312 ",文山第二分局,
文山區,WQA00633,景美里,臺北市文山區萬慶街13巷2號,"24.992149,121.539771",1,"54 ",文山第二分局,
文山區,WQA00634,景美里,臺北市文山區萬慶街13巷22號,"24.991675,121.539627",1,"132 ",文山第二分局,
文山區,WQA00635,景美里,臺北市文山區萬慶街23巷1號,"24.992307,121.539725",1,"92 ",文山第二分局,
文山區,WQA00636,景美里,臺北市文山區萬慶街23巷13號,"24.991958,121.539278",1,"501 ",文山第二分局,
文山區,WQA00637,景美里,臺北市文山區萬慶街23巷9號,"24.991871,121.539627",1,"29 ",文山第二分局,
文山區,WQA01069,景美里,臺北市文山區羅斯福路六段252號,"24.992058,121.540097",1,"80 ",文山第二分局,
文山區,WQA01070,景美里,臺北市文山區羅斯福路六段256號,"24.991869,121.540184",1,"468 ",文山第二分局,
文山區,WQA01076,景美里,臺北市文山區羅斯福路六段340號,"24.98965,121.539364",1,"346 ",文山第二分局,
文山區,WQA00075,景美里,臺北市文山區育英街路63號,"24.99219,121.538677",1,"730 ",文山第二分局,
文山區,WQA01180,景美里,臺北市文山區萬慶街23巷17號,"24.991954,121.539434",1,"957 ",文山第二分局,
文山區,WQA01143,景美里,臺北市文山區育英街61號,"24.992239,121.538422",2,"705 ",文山第二分局,
文山區,WQA00090,景美里,臺北市文山區育英街31巷34弄2號,"24.9904,121.537685",1,"70 ",文山第二分局,
文山區,WQA00091,景美里,臺北市文山區育英街31巷34弄5號,"24.990338,121.53751",1,"214 ",文山第二分局,
文山區,WQA00092,景美里,臺北市文山區育英街45巷15號,"24.991028,121.537565",2,"1574 ",文山第二分局,
文山區,WQA00093,景美里,臺北市文山區育英街45巷6號,"24.991471,121.538129",1,"90 ",文山第二分局,
文山區,WQA00094,景美里,臺北市文山區育英街47巷1-1號,"24.991615,121.537968",1,"82 ",文山第二分局,
文山區,WQA00095,景美里,臺北市文山區育英街57巷1號,"24.99191,121.53831",1,"96 ",文山第二分局,
文山區,WQA00096,景美里,臺北市文山區育英街57巷5號,"24.992066,121.538211",1,"78 ",文山第二分局,
文山區,WQA01114,景美里,臺北市文山區育英街路33號,"24.991213,121.538484",1,"1685 ",文山第二分局,
文山區,WQA01155,景美里,臺北市文山區育英街45巷13號,"24.991057,121.537955",1,"238 ",文山第二分局,
文山區,WQA01191,景美里,臺北市文山區育英街45巷13-1號,"24.990904,121.537887",1,"294 ",文山第二分局,
文山區,WQA01221,景美里,臺北市文山區育英街55號,"24.991966,121.537996",3,"2152 ",文山第二分局,
文山區,WQA01270,景美里,臺北市文山區育英街45巷8號,"24.991344,121.537995",1,"852 ",文山第二分局,
文山區,WQA00069,景美里,臺北市文山區育英街16號,"24.991258,121.538718",1,"205 ",文山第二分局,
文山區,WQA00070,景美里,臺北市文山區育英街24號,"24.991477,121.538625",1,"64 ",文山第二分局,
文山區,WQA00071,景美里,臺北市文山區育英街25號,"24.990912,121.538818",1,"113 ",文山第二分局,
文山區,WQA00072,景美里,臺北市文山區育英街28號,"24.991534,121.53845",1,"102 ",文山第二分局,
文山區,WQA00082,景美里,臺北市文山區育英街17巷2-1號,"24.990741,121.538732",1,"86 ",文山第二分局,
文山區,WQA00083,景美里,臺北市文山區育英街17巷6號,"24.990507,121.538588",1,"66 ",文山第二分局,
文山區,WQA00088,景美里,臺北市文山區育英街2巷1弄12號,"24.991354,121.53898",1,"74 ",文山第二分局,
文山區,WQA00097,景美里,臺北市文山區育英街65巷15號,"24.99246,121.538527",1,"40 ",文山第二分局,
文山區,WQA00628,景美里,臺北市文山區萬慶街45號,"24.99334,121.538583",1,"1072 ",文山第二分局,
文山區,WQA01205,景美里,臺北市文山區萬慶街51巷11號,"24.992875,121.538231",1,"1096 ",文山第二分局,
文山區,WQA01341,景美里,臺北市文山區育英街79號,"24.992657,121.538814",1,"181 ",文山第二分局,
文山區,WQA01342,景美里,臺北市文山區育英街83號,"24.992837,121.538877",1,"136 ",文山第二分局,
文山區,WQA01071,景美里,臺北市文山區羅斯福路六段336號,"24.989781,121.539165",1,"382 ",文山第二分局,
文山區,WQA01073,景美里,臺北市文山區羅斯福路六段336號,"24.989781,121.539165",1,"306 ",文山第二分局,
文山區,WQA01074,景美里,臺北市文山區羅斯福路六段336號,"24.989781,121.539165",1,"884 ",文山第二分局,
文山區,WQA01075,景美里,臺北市文山區羅斯福路六段336號,"24.989781,121.539165",1,"578 ",文山第二分局,
文山區,WQA01112,景美里,臺北市文山區羅斯福路六段336號,"24.989781,121.539165",1,"1624 ",文山第二分局,
文山區,WQA01095,景美里,臺北市文山區羅斯福路六段276巷1號,"24.991354,121.539644",1,"54 ",文山第二分局,
文山區,WQA00267,景華里,臺北市文山區景華街7號,"24.995055,121.541738",1,"1914 ",文山第二分局,
