類別,電腦編號,里別,地址,地下樓層數,可容納人數,備註
一般住宅,COA00026,新順里,臺南市安南區新順里13鄰永安路13號,1.0,47人,"23.045745,120.219675"
一般住宅,COA00027,新順里,臺南市安南區新順里13鄰永安路89巷6號,1.0,43人,"23.044107,120.224323"
一般住宅,COA00028,新順里,臺南市安南區新順里13鄰永安路89巷9號,1.0,43人,"23.044342,120.224231"
一般住宅,COA00029,安西里,臺南市安南區安西里11鄰安和路一段317號,1.0,47人,"23.032921,120.212248"
一般住宅,COA00030,溪北里,臺南市安南區溪北里4鄰敬安街9號,1.0,53人,"23.027889,120.211563"
一般住宅,COA00031,新順里,臺南市安南區新順里10鄰政安路91號,1.0,53人,"23.041135,120.219541"
一般住宅,COA00033,新順里,臺南市安南區新順里13鄰永安路89巷6號,1.0,47人,"23.044107,120.224323"
一般住宅,COA00034,新順里,臺南市安南區新順里13鄰開安路49號,1.0,47人,"23.04671,120.222539"
一般住宅,COA00035,新順里,臺南市安南區新順里13鄰開安一街8巷15弄15號,1.0,47人,"23.046122,120.224425"
一般住宅,COA00036,安東里,臺南市安南區安東里16鄰安和路一段478巷38弄2號,1.0,42人,"23.034928,120.214688"
一般住宅,COA00037,安東里,臺南市安南區安東里8鄰安和路二段54巷20號,1.0,47人,"23.037358,120.214782"
瀛海中學,COA00039,安慶里,臺南市安南區安慶里12鄰長溪路一段76號,1.0,667人,"23.035378,120.211422"
瀛海中學,COA00040,安慶里,臺南市安南區安慶里12鄰長溪路一段76號,1.0,667人,"23.035378,120.211422"
瀛海中學,COA00041,安慶里,臺南市安南區安慶里12鄰長溪路一段76號,1.0,667人,"23.035378,120.211422"
一般住宅,COA00042,安慶里,臺南市安南區安慶里26鄰長溪路一段133號,1.0,43人,"23.035851,120.210216"
一般住宅,COA00043,安慶里,臺南市安南區安慶里26鄰長溪路一段135號,1.0,47人,"23.035902,120.210158"
一般住宅,COA00044,安慶里,臺南市安南區安慶里26鄰長溪路一段143號,1.0,47人,"23.036037,120.210027"
一般住宅,COA00046,安慶里,臺南市安南區安慶里3鄰長溪路一段168巷115號,1.0,47人,"23.038979,120.210137"
安南國中,COA00047,淵東里,臺南市安南區淵東里16鄰安中路三段252號,1.0,500人,"23.048549,120.178054"
安南國中,COA00048,淵東里,臺南市安南區淵東里16鄰安中路三段252號,1.0,500人,"23.048549,120.178054"
一般住宅,COA00050,淵東里,臺南市安南區淵東里16鄰安中路三段292號,1.0,47人,"23.048855,120.176744"
一般住宅,COA00051,淵東里,臺南市安南區淵東里10鄰安中路三段362號,1.0,43人,"23.049081,120.175652"
一般住宅,COA00052,淵東里,臺南市安南區淵東里10鄰安中路三段366號,1.0,43人,"23.049104,120.175576"
一般住宅,COA00053,淵東里,臺南市安南區淵東里10鄰安中路三段368號,1.0,43人,"23.049115,120.175529"
一般住宅,COA00054,淵東里,臺南市安南區淵東里10鄰安中路三段374號,1.0,60人,"23.049147,120.175411"
一般住宅,COA00055,淵東里,臺南市安南區淵東里10鄰安中路三段376號,1.0,60人,"23.049159,120.175371"
一般住宅,COA00056,淵東里,臺南市安南區淵東里10鄰安中路三段380號,1.0,60人,"23.049177,120.175293"
一般住宅,COA00057,淵東里,臺南市安南區淵東里10鄰安中路三段382號,1.0,60人,"23.049188,120.175248"
一般住宅,COA00058,淵東里,臺南市安南區淵東里10鄰安中路三段384號,1.0,60人,"23.049195,120.175208"
一般住宅,COA00059,淵東里,臺南市安南區淵東里10鄰安中路三段386號,1.0,60人,"23.049211,120.175171"
一般住宅,COA00060,淵東里,臺南市安南區淵東里10鄰安中路三段388號,1.0,60人,"23.04922,120.17513"
一般住宅,COA00061,淵東里,臺南市安南區淵東里10鄰安中路三段388之1號,1.0,60人,"23.049232,120.175088"
一般住宅,COA00062,淵東里,臺南市安南區淵東里10鄰安中路三段388號之2,1.0,60人,"23.049242,120.17505"
一般住宅,COA00063,淵東里,臺南市安南區淵東里10鄰安中路三段388號之3,1.0,60人,"23.049247,120.174985"
一般住宅,COA00065,淵東里,臺南市安南區淵東里9鄰安中路三段400巷13號,1.0,160人,"23.050007,120.17475"
一般住宅,COA00071,海東里,臺南市安南區海東里8鄰海佃路二段509巷65號,1.0,266人,"23.041492,120.185298"
一般住宅,COA00073,海東里,臺南市安南區海東里5鄰海佃路二段483巷106號,1.0,47人,"23.040589,120.184458"
一般住宅,COA00077,海東里,臺南市安南區海東里24鄰同安路173號,1.0,47人,"23.041512,120.191092"
一般住宅,COA00078,海東里,臺南市安南區海東里24鄰同安路177號,1.0,47人,"23.04156,120.191154"
一般住宅,COA00079,海東里,臺南市安南區海東里24鄰同安路179號,1.0,47人,"23.041595,120.191185"
一般住宅,COA00080,海東里,臺南市安南區海東里13鄰海環街51號,1.0,53人,"23.038841,120.186615"
一般住宅,COA00081,海東里,臺南市安南區海東里13鄰海環街53號,1.0,53人,"23.038823,120.186572"
一般住宅,COA00082,海東里,臺南市安南區海東里16鄰同安路133號,1.0,65人,"23.040875,120.190355"
一般住宅,COA00083,海東里,臺南市安南區海東里16鄰同安路131號,1.0,65人,"23.040849,120.190321"
一般住宅,COA00084,海東里,臺南市安南區海東里24鄰同安路225巷53號,1.0,47人,"23.042622,120.191076"
一般住宅,COA00085,溪心里,臺南市安南區溪心里8鄰海佃路二段772號,1.0,55人,"23.045907,120.185107"
一般住宅,COA00086,溪心里,臺南市安南區溪心里8鄰海佃路二段770號,1.0,55人,"23.045869,120.185128"
一般住宅,COA00087,溪心里,臺南市安南區溪心里16鄰安中路二段17號,1.0,53人,"23.045719,120.190139"
一般住宅,COA00088,溪心里,臺南市安南區溪心里1鄰安中路三段27號,1.0,61人,"23.047139,120.183273"
一般住宅,COA00089,溪心里,臺南市安南區溪心里2鄰海佃路二段597號,1.0,439人,"23.04436,120.185755"
一般住宅,COA00090,溪心里,臺南市安南區溪心里12鄰海佃路二段666號,1.0,44人,"23.044319,120.186224"
一般住宅,COA00091,溪心里,臺南市安南區溪心里12鄰海佃路二段668號,1.0,44人,"23.044346,120.186197"
一般住宅,COA00092,溪心里,臺南市安南區溪心里12鄰海佃路二段750號,1.0,44人,"23.045441,120.185408"
一般住宅,COA00093,溪心里,臺南市安南區溪心里12鄰海佃路二段746號,1.0,44人,"23.045366,120.185463"
一般住宅,COA00094,溪心里,臺南市安南區溪心里12鄰海佃路二段752號,1.0,44人,"23.045477,120.185384"
一般住宅,COA00095,溪心里,臺南市安南區溪心里12鄰海佃路二段748號,1.0,44人,"23.045401,120.185438"
一般住宅,COA00096,溪心里,臺南市安南區溪心里8鄰海佃路二段822號,1.0,53人,"23.046807,120.184402"
一般住宅,COA00097,溪心里,臺南市安南區溪心里2鄰海佃路二段631號,1.0,44人,"23.045113,120.1851"
安南區公所,COA00099,溪心里,臺南市安南區溪心里21鄰安中路二段310號,1.0,201人,"23.047322,120.184721"
一般住宅,COA00101,溪心里,臺南市安南區溪心里23鄰海佃路三段22號,1.0,43人,"23.047609,120.18377"
一般住宅,COA00104,溪心里,臺南市安南區溪心里10鄰海佃路三段11號,1.0,41人,"23.047487,120.183475"
一般住宅,COA00106,溪心里,臺南市安南區溪心里19鄰安中路三段246號,1.0,61人,"23.048379,120.178957"
一般住宅,COA00107,溪心里,臺南市安南區溪心里19鄰安中路三段242號,1.0,60人,"23.048344,120.179039"
一般住宅,COA00108,溪心里,臺南市安南區溪心里19鄰安中路三段244號,1.0,61人,"23.048344,120.179039"
一般住宅,COA00109,溪心里,臺南市安南區溪心里19鄰安中路三段240號,1.0,61人,"23.048338,120.179086"
海東國小,COA00114,淵中里,臺南市安南區淵中里1鄰安中路三段381號,1.0,91人,"23.049023,120.174806"
長老教會,COA00115,淵中里,臺南市安南區淵中里17鄰安中路三段281號,1.0,73人,"23.048376,120.177484"
海東國小,COA00116,淵中里,臺南市安南區淵中里1鄰安中路三段381號,1.0,401人,"23.049023,120.174806"
一般住宅,COA00120,州南里,臺南市安南區州南里2鄰安和路四段533巷85弄11號,1.0,52人,"23.060596,120.217198"
福國寺,COA00122,州南里,臺南市安南區州南里20鄰安和路四段538巷81號,1.0,188人,"23.060879,120.220147"
台南啟智學校,COA00126,州南里,臺南市安南區州南里13鄰長和路二段74號,1.0,499人,"23.064129,120.222343"
台南啟智學校,COA00127,州南里,臺南市安南區州南里13鄰長和路二段74號,1.0,584人,"23.064129,120.222343"
台南啟智學校,COA00128,州南里,臺南市安南區州南里13鄰長和路二段74號,1.0,619人,"23.064129,120.222343"
肉品市場,COA00129,州南里,臺南市安南區州南里13鄰長和路二段12巷28號,1.0,232人,"23.064558,120.224774"
台南啟智學校,COA00130,州南里,臺南市安南區州南里13鄰長和路二段74號,1.0,501人,"23.064129,120.222343"
一般住宅,COA00131,州南里,臺南市安南區州南里16鄰安和路四段516號,1.0,53人,"23.06128,120.218858"
一般住宅,COA00133,州南里,臺南市安南區州南里16鄰安和路四段518號,1.0,36人,"23.061322,120.218855"
一般住宅,COA00134,州南里,臺南市安南區州南里1鄰安和路四段316號,1.0,68人,"23.057459,120.218791"
一般住宅,COA00135,州南里,臺南市安南區州南里11鄰安和路四段544號,1.0,57人,"23.06173,120.218858"
一般住宅,COA00136,州南里,臺南市安南區州南里11鄰安和路四段544號,1.0,51人,"23.06173,120.218858"
一般住宅,COA00137,州南里,臺南市安南區州南里11鄰安和路四段542號,1.0,53人,"23.061686,120.218849"
一般住宅,COA00138,州南里,臺南市安南區州南里10鄰安和路五段84巷16弄10號,1.0,260人,"23.064699,120.21898"
安順國小,COA00142,安順里,臺南市安南區安順里12鄰安和路三段193號,1.0,267人,"23.048596,120.217427"
安順國中,COA00143,安順里,臺南市安南區安順里12鄰安和路三段227號,1.0,329人,"23.049557,120.218222"
一般住宅,COA00150,安順里,臺南市安南區安順里12鄰安和路四段36巷59號,1.0,153人,"23.051428,120.220828"
一般住宅,COA00151,安順里,臺南市安南區安順里17鄰開安三街34號,1.0,320人,"23.047695,120.225235"
安順國小,COA00169,安順里,臺南市安南區安順里12鄰安和路三段193號,1.0,267人,"23.048596,120.217427"
安順國中,COA00153,安順里,臺南市安南區安順里12鄰安和路三段227號,1.0,6861人,"23.049557,120.218222"
一般住宅,COA00154,安順里,臺南市安南區安順里12鄰安和路四段36巷112號,1.0,47人,"23.050823,120.222021"
一般住宅,COA00155,安順里,臺南市安南區安順里12鄰安和路四段36巷110號,1.0,107人,"23.050739,120.221767"
安順國中,COA00160,安順里,臺南市安南區安順里12鄰安和路三段227號,1.0,168人,"23.049557,120.218222"
安順國中,COA00168,安順里,臺南市安南區安順里12鄰安和路三段227號,1.0,200人,"23.049557,120.218222"
安順國小,COA00152,安順里,臺南市安南區安順里12鄰安和路三段193號,1.0,187人,"23.048596,120.217427"
一般住宅,COA00170,州北里,臺南市安南區州北里20鄰安和路五段254號,1.0,60人,"23.067709,120.217134"
一般住宅,COA00171,州北里,臺南市安南區州北里20鄰安和路五段262號,1.0,60人,"23.067851,120.217065"
一般住宅,COA00172,州北里,臺南市安南區州北里13鄰安和路五段159號,1.0,35人,"23.066095,120.217786"
一般住宅,COA00173,州北里,臺南市安南區州北里7鄰安和路五段336巷5弄46號,1.0,32人,"23.070767,120.216403"
和順國小,COA00174,州北里,臺南市安南區州北里14鄰安和路五段178巷5號,1.0,725人,"23.066628,120.21839"
一般住宅,COA00175,州北里,臺南市安南區州北里22鄰安和路五段315號,1.0,51人,"23.06884,120.216122"
一般住宅,COA00176,州北里,臺南市安南區州北里22鄰安和路五段313號,1.0,51人,"23.068804,120.216142"
一般住宅,COA00177,州北里,臺南市安南區州北里22鄰安和路五段311號,1.0,51人,"23.068764,120.216157"
一般住宅,COA00178,州北里,臺南市安南區州北里13鄰安和路五段139號,1.0,97人,"23.065798,120.217983"
一般住宅,COA00179,塭南里,臺南市安南區塭南里1鄰安昌街174巷39弄33號,1.0,53人,"23.071066,120.221315"
一般住宅,COA00180,州南里,臺南市安南區州南里13鄰長和路二段12巷28號,1.0,133人,"23.064558,120.224774"
仁愛之家,COA00181,州南里,臺南市安南區州南里13鄰長和路二段36號,1.0,267人,"23.064264,120.223513"
安順國中,COA00182,安順里,臺南市安南區安順里12鄰安和路三段227號,1.0,965人,"23.049557,120.218222"
一般住宅,COA00183,安順里,臺南市安南區安順里18鄰育安街182號,1.0,236人,"23.049016,120.215374"
總頭里活動中心,COA00184,總頭里,臺南市安南區總頭里10鄰長溪路二段565號,1.0,339人,"23.055126,120.201933"
一般住宅,COA00185,總頭里,臺南市安南區總頭里12鄰長溪路二段473號,1.0,99人,"23.05303,120.202113"
總頭里活動中心,COA00186,總頭里,臺南市安南區總頭里10鄰長溪路二段565號,1.0,339人,"23.055126,120.201933"
長安國小,COA00189,長安里,臺南市安南區長安里17鄰長溪路三段249號,1.0,160人,"23.065109,120.197731"
樺谷飯店,COA00191,溪墘里,臺南市安南區溪墘里5鄰海佃路一段254號,1.0,267人,"23.025608,120.191471"
文賢市場,COA00192,幸福里,臺南市安南區幸福里21鄰國安街157號,1.0,800人,"23.02194,120.18763"
國安里活動中心,COA00193,國安里,臺南市安南區國安里11鄰郡安路六段111巷36弄2號,1.0,731人,"23.025255,120.18507"
海佃國小,COA00195,溪東里,臺南市安南區溪東里21鄰郡安路五段56號,1.0,67人,"23.028739,120.199816"
一般住宅,COA00205,安富里,臺南市安南區安富里20鄰安富街172號,1.0,59人,"23.027073,120.197597"
一般住宅,COA00206,安富里,臺南市安南區安富里20鄰安富街174號,1.0,59人,"23.027055,120.197548"
一般住宅,COA00207,安富里,臺南市安南區安富里20鄰安富街176號,1.0,59人,"23.027038,120.197503"
一般住宅,COA00208,安富里,臺南市安南區安富里20鄰安富街178號,1.0,59人,"23.027056,120.197451"
一般住宅,COA00209,安富里,臺南市安南區安富里20鄰安富街180號,1.0,60人,"23.027035,120.197408"
一般住宅,COA00210,安富里,臺南市安南區安富里20鄰安富街182號,1.0,60人,"23.027049,120.19736"
一般住宅,COA00211,安富里,臺南市安南區安富里20鄰安富街184號,1.0,60人,"23.027034,120.197318"
一般住宅,COA00212,安富里,臺南市安南區安富里20鄰安富街186號,1.0,60人,"23.027017,120.197266"
一般住宅,COA00213,安富里,臺南市安南區安富里20鄰安富街188號,1.0,60人,"23.027002,120.197221"
一般住宅,COA00214,安富里,臺南市安南區安富里20鄰安富街190號,1.0,60人,"23.026985,120.197179"
一般住宅,COA00243,安富里,臺南市安南區安富里6鄰府安路五段153巷3弄2號,1.0,69人,"23.023188,120.19829"
一般住宅,COA00244,安富里,臺南市安南區安富里6鄰府安路五段153巷7弄2號,1.0,69人,"23.023444,120.198241"
一般住宅,COA00245,安富里,臺南市安南區安富里19鄰安富街197號,1.0,52人,"23.026702,120.197049"
一般住宅,COA00246,安富里,臺南市安南區安富里19鄰安富街195號,1.0,60人,"23.02671,120.197095"
一般住宅,COA00247,安富里,臺南市安南區安富里19鄰安富街193號,1.0,60人,"23.026727,120.197145"
一般住宅,COA00248,安富里,臺南市安南區安富里19鄰安富街191號,1.0,60人,"23.026713,120.197188"
一般住宅,COA00249,安富里,臺南市安南區安富里20鄰安富街198號,1.0,60人,"23.026956,120.196989"
一般住宅,COA00250,安富里,臺南市安南區安富里19鄰安富街197號,1.0,60人,"23.026702,120.197049"
一般住宅,COA00251,安富里,臺南市安南區安富里19鄰安富街185號,1.0,60人,"23.02672,120.197329"
一般住宅,COA00252,安富里,臺南市安南區安富里19鄰安富街183號,1.0,60人,"23.026751,120.197374"
一般住宅,COA00253,安富里,臺南市安南區安富里19鄰安富街187號,1.0,60人,"23.026734,120.197283"
一般住宅,COA00254,安富里,臺南市安南區安富里19鄰安富街179號,1.0,60人,"23.026783,120.197467"
一般住宅,COA00255,安富里,臺南市安南區安富里19鄰安富街177號,1.0,60人,"23.026774,120.197518"
一般住宅,COA00256,安富里,臺南市安南區安富里19鄰安富街175號,1.0,60人,"23.026789,120.19756"
一般住宅,COA00257,安富里,臺南市安南區安富里19鄰安富街173號,1.0,60人,"23.026806,120.197603"
一般住宅,COA00285,安富里,臺南市安南區安富里19鄰安富街171號,1.0,51人,"23.026789,120.197648"
一般住宅,COA00286,安富里,臺南市安南區安富里19鄰安富街199巷3弄1號,1.0,84人,"23.026561,120.197094"
一般住宅,COA00287,安富里,臺南市安南區安富里19鄰安富街199巷3弄2號,1.0,84人,"23.026392,120.197126"
一般住宅,COA00288,安富里,臺南市安南區安富里19鄰安富街199巷3弄3號,1.0,84人,"23.026582,120.197166"
一般住宅,COA00289,安富里,臺南市安南區安富里19鄰安富街199巷3弄4號,1.0,84人,"23.026399,120.197203"
一般住宅,COA00290,安富里,臺南市安南區安富里19鄰安富街199巷3弄5號,1.0,69人,"23.026586,120.197239"
一般住宅,COA00291,安富里,臺南市安南區安富里19鄰安富街199巷3弄6號,1.0,69人,"23.026406,120.197281"
一般住宅,COA00292,安富里,臺南市安南區安富里19鄰安富街199巷3弄7號,1.0,69人,"23.026612,120.197301"
一般住宅,COA00293,安富里,臺南市安南區安富里19鄰安富街199巷3弄8號,1.0,69人,"23.026415,120.19734"
一般住宅,COA00294,安富里,臺南市安南區安富里19鄰安富街199巷3弄9號,1.0,69人,"23.026624,120.197357"
一般住宅,COA00295,安富里,臺南市安南區安富里19鄰安富街199巷3弄10號,1.0,69人,"23.026425,120.197404"
一般住宅,COA00296,安富里,臺南市安南區安富里19鄰安富街199巷3弄11號,1.0,69人,"23.026629,120.197429"
一般住宅,COA00297,安富里,臺南市安南區安富里19鄰安富街199巷3弄12號,1.0,69人,"23.026441,120.197469"
一般住宅,COA00298,安富里,臺南市安南區安富里19鄰安富街199巷3弄13號,1.0,69人,"23.026636,120.197492"
一般住宅,COA00299,安富里,臺南市安南區安富里19鄰安富街199巷3弄14號,1.0,69人,"23.026454,120.197525"
一般住宅,COA00300,安富里,臺南市安南區安富里19鄰安富街199巷3弄15號,1.0,69人,"23.026651,120.197552"
一般住宅,COA00301,安富里,臺南市安南區安富里19鄰安富街199巷3弄16號,1.0,69人,"23.026461,120.197596"
一般住宅,COA00302,安富里,臺南市安南區安富里19鄰安富街199巷3弄17號,1.0,69人,"23.026665,120.197613"
一般住宅,COA00303,安富里,臺南市安南區安富里19鄰安富街199巷3弄18號,1.0,69人,"23.026464,120.197661"
一般住宅,COA00304,安富里,臺南市安南區安富里19鄰安富街199巷3弄19號,1.0,69人,"23.026679,120.197675"
一般住宅,COA00305,安富里,臺南市安南區安富里19鄰安富街199巷3弄20號,1.0,69人,"23.026485,120.197715"
土城國中,COA00315,顯宮里,臺南市安南區顯宮里3鄰安中路五段265號,1.0,1117人,"23.057106,120.149046"
顯宮國小,COA00318,鹿耳里,臺南市安南區鹿耳里3鄰顯宮二街1號,1.0,1291人,"23.036376,120.126529"
土城國中,COA00320,顯宮里,臺南市安南區顯宮里3鄰安中路五段265號,1.0,768人,"23.057106,120.149046"
安佃國小,COA00321,佃西里,臺南市安南區佃西里13鄰海佃路四段493號,1.0,150人,"23.063806,120.173272"
南興國小,COA00323,南興里,臺南市安南區南興里4鄰公學路五段627號,1.0,524人,"23.073761,120.160466"
威鎮天廈,COA00324,佃東里,臺南市安南區佃東里7鄰公學路四段122巷79號,1.0,213人,"23.069429,120.17605"
學東館,COA00325,學東里,臺南市安南區學東里4鄰公學路六段509號,1.0,53人,"23.07797,120.146714"
一般住宅,COA00326,新順里,臺南市安南區新順里14鄰永安路108號,1.0,347人,"23.043828,120.222838"
敦陽公司,COA00327,新順里,臺南市安南區新順里10鄰政安路80號,1.0,1263人,"23.040882,120.219442"
一般住宅,COA00328,溪北里,臺南市安南區溪北里3鄰郡安路四段46號,1.0,16人,"23.02804,120.21221"
安南區衛生所,COA00329,淵東里,臺南市安南區淵東里10鄰仁安路70號,1.0,1631人,"23.050138,120.176109"
長谷鳳凰城B區,COA00330,溪頂里,臺南市安南區溪頂里11鄰郡安路四段278巷15弄1號,1.0,4945人,"23.028127,120.205747"
長谷鳳凰城E區,COA00331,溪頂里,臺南市安南區溪頂里19鄰郡安路四段253巷61號,1.0,3575人,"23.027581,120.206823"
長谷鳳凰城A區,COA00332,溪頂里,臺南市安南區溪頂里6鄰郡安路四段278巷8號,1.0,3575人,"23.028182,120.205423"
長谷鳳凰城D區,COA00333,溪頂里,臺南市安南區溪頂里17鄰郡安路四段278巷15弄2號,1.0,1689人,"23.027743,120.20583"
安南國中,COA00334,淵東里,臺南市安南區淵東里16鄰安中路三段252號,1.0,733人,"23.048549,120.178054"
海佃國小,COA00335,溪東里,臺南市安南區溪東里21鄰郡安路五段56號,1.0,2336人,"23.028739,120.199816"
安南易居公寓,COA00336,南興里,臺南市安南區南興里6鄰公學路五段697巷157號,1.0,608人,"23.071601,120.159082"
開億公司,COA00337,新順里,臺南市安南區新順里10鄰政安路149巷8號,1.0,747人,"23.041166,120.222937"
和順國小,COA00338,州北里,臺南市安南區州北里14鄰安和路五段178巷5號,1.0,592人,"23.066628,120.21839"
一般住宅,COA00339,海東里,臺南市安南區海東里17鄰同安路235號,1.0,2974人,"23.042496,120.192062"
一般住宅,COA00340,新順里,臺南市安南區新順里14鄰永安路16號,1.0,191人,"23.045797,120.218653"
一般住宅,COA00341,新順里,臺南市安南區新順里14鄰永安二街53號,1.0,128人,"23.044342,120.218667"
城西焚化爐,COA00342,城西里,臺南市安南區城西里7鄰城西街三段1105巷121弄150號,1.0,201人,"23.04618,120.075805"
本淵寮市場,COA00343,淵東里,臺南市安南區淵東里21鄰本原街三段85號,1.0,701人,"23.052948,120.177206"
達泰科技股份公司,COA00344,塩田里,臺南市安南區塩田里7鄰工業二路21號,1.0,5944人,"23.035636,120.157356"
一般住宅,COA00345,新順里,臺南市安南區新順里11鄰安豐六街221號,1.0,701人,"23.046151,120.216697"
安慶國小,COA00346,梅花里,臺南市安南區梅花里17鄰安中路一段703巷80號,1.0,1333人,"23.040147,120.19311"
一般住宅,COA00347,布袋里,臺南市安南區布袋里1鄰工明南二路106號,1.0,128人,"23.059757,120.204141"
和順國中,COA00349,州北里,臺南市安南區州北里8鄰安和路五段84巷66號,1.0,8281人,"23.066147,120.22049"
力伽實業公司,COA00350,塩田里,臺南市安南區塩田里7鄰工環路11號,1.0,8361人,"23.037227,120.158707"
康寧大學,COA00351,公塭里,臺南市安南區公塭里5鄰安中路五段188號,1.0,7912人,"23.057044,120.152604"
成功大學水工試驗所,COA00352,顯宮里,臺南市安南區顯宮里3鄰安明路三段500號,1.0,5843人,"23.050881,120.147093"
一般住宅,COA00353,塩田里,臺南市安南區塩田里7鄰工環路1號,1.0,97人,"23.037541,120.156454"
益通公司,COA00354,塩田里,臺南市安南區塩田里7鄰本田路二段498號,1.0,1479人,"23.035952,120.152865"
和順國中,COA00356,州北里,臺南市安南區州北里8鄰安和路五段84巷66號,1.0,815人,"23.066147,120.22049"
統一化粧品公司,COA00358,塩田里,臺南市安南區塩田里7鄰工業二路70號,1.0,3817人,"23.04109,120.151756"
臺鹽生技,COA00359,塩田里,臺南市安南區塩田里7鄰工業二路20號,1.0,36人,"23.035342,120.158392"
和順國中,COA00360,州北里,臺南市安南區州北里8鄰安和路五段84巷66號,1.0,4700人,"23.066147,120.22049"
中信金管理學院,COA00361,公塭里,臺南市安南區公塭里5鄰臺江大道三段600號,1.0,10753人,"23.062635,120.162334"
一般住宅,COA00362,新順里,臺南市安南區新順里13鄰開安一街37號,1.0,448人,"23.046294,120.225376"
益通公司,COA00363,塩田里,臺南市安南區塩田里7鄰本田路二段498號,1.0,1480人,"23.035952,120.152865"
水多多城西館,COA00364,城西里,臺南市安南區城西里7鄰城西街三段1105巷121弄146號,1.0,1970人,"23.047173,120.075049"
海東國小,COA00365,淵中里,臺南市安南區淵中里1鄰安中路三段381號,1.0,308人,"23.049023,120.174806"
中信金管理學院,COA00368,公塭里,臺南市安南區公塭里5鄰臺江大道三段600號,1.0,7912人,"23.062635,120.162334"
經濟部科技研發中心,COA00369,塩田里,臺南市安南區塩田里7鄰工業二路31號,1.0,11983人,"23.033611,120.158488"
海東國小,COA00370,淵中里,臺南市安南區淵中里1鄰安中路三段381號,1.0,3681人,"23.049023,120.174806"
長安國小,COA00371,長安里,臺南市安南區長安里17鄰長溪路三段249號,1.0,260人,"23.065109,120.197731"
正慧食品工業公司,COA00372,顯宮里,臺南市安南區顯宮里3鄰工業六路8號,1.0,1016人,"23.035416,120.143896"
萬通人力公司,COA00373,總頭里,臺南市安南區總頭里12鄰長溪路二段455號,1.0,881人,"23.05206,120.202162"
益通集團,COA00375,塩田里,臺南市安南區塩田里7鄰工業三路26號,1.0,2851人,"23.03468,120.15423"
益通集團,COA00376,顯宮里,臺南市安南區顯宮里3鄰科技二路50號,1.0,6400人,"23.035903,120.141097"
臺南市政府地政事務所,COA00377,淵東里,臺南市安南區淵東里10鄰仁安路1號,1.0,2088人,"23.049893,120.175404"
新日光能源科技,COA00378,塩田里,臺南市安南區塩田里7鄰本田路二段518號,1.0,17217人,"23.039203,120.158274"
中國醫藥附設醫院,COA00379,州南里,臺南市安南區州南里13鄰長和路二段66號,1.0,10827人,"23.064232,120.223192"
文弘國際有限公司,COA00380,顯宮里,臺南市安南區顯宮里3鄰科技公園大道15號,1.0,9283人,"23.043558,120.146942"
穎漢科技有限公司,COA00381,顯宮里,臺南市安南區顯宮里3鄰科技一路50號,1.0,1279人,"23.039055,120.148839"
