類別,電腦編號,里別,地址,地下樓層數,可容納人數,備註
臺邦巴黎春天,CPA00803,建平里,臺南市安平區建平里19鄰文平路438號,1.0,3534人,"22.993589,120.178932"
親愛寶貝公寓大廈,CPA00805,育平里,臺南市安平區育平里40鄰光州二街142號,1.0,270人,"22.986697,120.165092"
一般住宅,CPA00808,建平里,臺南市安平區建平里20鄰建平八街76號,1.0,1538人,"22.990779,120.179979"
臺南市選舉委員會,CPA00811,建平里,臺南市安平區建平里20鄰建平九街1號,1.0,477人,"22.990856,120.181788"
萬客隆名人世家,CPA00813,建平里,臺南市安平區建平里7鄰府前路二段624號,1.0,7461人,"22.993418,120.184"
污水處理廠,CPA00814,文平里,臺南市安平區文平里21鄰健康路三段15號,1.0,837人,"22.982714,120.177674"
荷蘭村汽車旅館,CPA00818,國平里,臺南市安平區國平里13鄰建平一街239號,1.0,318人,"22.984441,120.174454"
一般住宅,CPA00820,華平里,臺南市安平區華平里3鄰怡平路468巷81號,1.0,601人,"22.995398,120.173278"
荷蘭家鄉,CPA00822,國平里,臺南市安平區國平里28鄰健康三街12巷1號,1.0,8486人,"22.985368,120.168745"
陽光新加坡,CPA00823,育平里,臺南市安平區育平里40鄰光州二街150號,1.0,790人,"22.986643,120.16547"
臺南市政府消防局,CPA00829,平通里,臺南市安平區平通里31鄰永華路二段898號,1.0,1949人,"22.992049,120.166636"
一般住宅,CPA00830,怡平里,臺南市安平區怡平里9鄰慶平路191號,1.0,1888人,"22.996827,120.178898"
金城幼稚園,CPA00831,平通里,臺南市安平區平通里22鄰育平九街374號,1.0,138人,"22.995729,120.166662"
億載國小,CPA00836,億載里,臺南市安平區億載里8鄰郡平路310號,1.0,2780人,"22.989998,120.16373"
億載國小漁光分校,CPA00837,漁光里,臺南市安平區漁光里3鄰漁光路133號,1.0,209人,"22.978247,120.1587"
安平國中,CPA00838,平通里,臺南市安平區平通里19鄰慶平路687號,1.0,2486人,"22.997633,120.168409"
關帝聖堂,CPA00839,平安里,臺南市安平區平安里2鄰民權路四段193號,1.0,1064人,"22.99897,120.180777"
臺邦商旅,CPA00840,文平里,臺南市安平區文平里6鄰永華二街199號,1.0,2372人,"22.988543,120.184267"
永恆天詩,CPA00841,平通里,臺南市安平區平通里26鄰永華路二段768號,1.0,3401人,"22.991488,120.170765"
安麗台南體驗中心,CPA00842,文平里,臺南市安平區文平里8鄰永華路二段129之1號,1.0,668人,"22.989137,120.184247"
海景知音,CPA00843,育平里,臺南市安平區育平里39鄰健康路三段696之2號,1.0,1832人,"22.985251,120.165415"
閱讀左岸,CPA00844,平通里,臺南市安平區平通里21鄰國平路589號,1.0,2282人,"22.9963,120.171512"
西門國小,CPA00845,王城里,臺南市安平區王城里11鄰安北路180號,1.0,1094人,"23.002455,120.158893"
星光水悅,CPA00846,國平里,臺南市安平區國平里27鄰健康三街140號,1.0,6186人,"22.987417,120.168516"
佛光山南台別院,CPA00847,文平里,臺南市安平區文平里8鄰永華路二段161號,1.0,3186人,"22.989345,120.18283"
瑜舍大樓,CPA00848,怡平里,臺南市安平區怡平里5鄰慶平路386號,1.0,319人,"22.997093,120.17719"
荷蘭海韻,CPA00849,平通里,臺南市安平區平通里33鄰永華路二段900號,1.0,3797人,"22.991976,120.166238"
慈濟中學,CPA00850,文平里,臺南市安平區文平里16鄰建平五街111號,1.0,1564人,"22.98748,120.179392"
慈濟國小,CPA00851,國平里,臺南市安平區國平里8鄰文平路95號,1.0,8633人,"22.986166,120.17769"
春田建設,CPA00852,國平里,臺南市安平區國平里23鄰郡平路56號,1.0,2232人,"22.98881,120.172004"
白鷺灣公寓大廈,CPA00853,金城里,臺南市安平區金城里4鄰安北路722巷120號,1.0,2686人,"22.998705,120.145945"
相對論大樓,CPA00854,國平里,臺南市安平區國平里22鄰文平路207號,1.0,3089人,"22.987221,120.177655"
基督教台南聖教會,CPA00855,建平里,臺南市安平區建平里7鄰府前四街90號,1.0,1405人,"22.994983,120.185176"
金府城KTV,CPA00856,平安里,臺南市安平區平安里1鄰中華西路二段559號,1.0,2612人,"22.998515,120.186397"
安平區公所,CPA00857,平通里,臺南市安平區平通里15鄰育平路316號,1.0,2370人,"22.99454,120.168926"
宏昱建設公司,CPA00858,平通里,臺南市安平區平通里32鄰育平七街123號,1.0,440人,"22.993069,120.165135"
元皇建設公司,CPA00859,育平里,臺南市安平區育平里32鄰府平路267巷2號,1.0,2293人,"22.987013,120.167038"
臺邦上閑悅大樓,CPA00860,文平里,臺南市安平區文平里10鄰永華路二段377號,1.0,3917人,"22.989719,120.179985"
康舟里澤,CPA00861,國平里,臺南市安平區國平里12鄰健康路三段138號,1.0,2224人,"22.983377,120.176972"
市立金城國民中學,CPA00862,建平里,臺南市安平區建平里17鄰怡平路8號,1.0,2201人,"22.993126,120.18111"
皇鼎建設,CPA00863,育平里,臺南市安平區育平里18鄰永華路二段865號,1.0,3945人,"22.991349,120.167066"
府都KADO大樓,CPA00864,建平里,臺南市安平區建平里4鄰文平路388號,1.0,933人,"22.991966,120.178753"
合眾建築,CPA00865,育平里,臺南市安平區育平里38鄰平豐路122號,1.0,2192人,"22.987152,120.164548"
大員黃冠假日酒店,CPA00866,金城里,臺南市安平區金城里2鄰安北路536號,1.0,7750人,"22.998743,120.149972"
新悅城,CPA00867,國平里,臺南市安平區國平里33鄰健康路三段317號,1.0,1866人,"22.984041,120.169639"
新悅城,CPA00868,國平里,臺南市安平區國平里33鄰健康路三段327號,1.0,3925人,"22.984186,120.168876"
一般住宅,CPA00869,建平里,臺南市安平區建平里4鄰文平路328號,1.0,695人,"22.991174,120.178648"
一般住宅,CPA00870,天妃里,臺南市安平區天妃里10鄰安北路98之2號,1.0,704人,"23.001908,120.165364"
永華海悅,CPA00871,億載里,臺南市安平區億載里6鄰永華路二段1178號,1.0,1216人,"22.992056,120.162914"
佛光山寺,CPA00872,文平里,臺南市安平區文平里8鄰永華路二段159號,1.0,348人,"22.989334,120.182909"
永華海悅,CPA00873,平通里,臺南市安平區平通里26鄰永華路二段800號,1.0,1109人,"22.991555,120.169586"
博悅大樓,CPA00874,國平里,臺南市安平區國平里1鄰永華路二段503號,1.0,1741人,"22.990321,120.175231"
水悅灣,CPA00875,國平里,臺南市安平區國平里33鄰國平西路31號,1.0,2972人,"22.983521,120.169732"
肯辛頓旅店,CPA00876,怡平里,臺南市安平區怡平里3鄰建平十七街177號,1.0,117人,"22.997335,120.177809"
遠奏曲,CPA00877,國平里,臺南市安平區國平里35鄰國平南路96號,1.0,3722人,"22.981749,120.168366"
文華一品大樓,CPA00878,國平里,臺南市安平區國平里18鄰建平七街577號,1.0,1497人,"22.989597,120.172444"
龍騰鑫市政大樓,CPA00879,建平里,臺南市安平區建平里13鄰永華路二段288號,1.0,1882人,"22.990217,120.179602"
德醫護理之家,CPA00880,平通里,臺南市安平區平通里32鄰育平七街115號,1.0,657人,"22.993026,120.165482"
一般住宅,CPA00881,平通里,臺南市安平區平通里32鄰育平六街100號,1.0,246人,"22.992671,120.164677"
一般住宅,CPA00882,華平里,臺南市安平區華平里4鄰育平九街99號,1.0,618人,"22.994941,120.173136"
一般住宅,CPA00884,文平里,臺南市安平區文平里10鄰永華路二段393號,1.0,3132人,"22.98985,120.178863"
真愛2(大樓),CPA00885,國平里,臺南市安平區國平里35鄰國平北路123號,1.0,2651人,"22.982769,120.167627"
謙吧大樓,CPA00886,育平里,臺南市安平區育平里30鄰育平路108號,1.0,1668人,"22.987571,120.166712"
安順國中,COA00144,安順里,臺南市安南區安順里12鄰安和路三段227號,1.0,200人,"23.049557,120.218222"
