類別,電腦編號,村里別,地址,緯經度,避難樓層,可容納人數,轄管分局,備註
一般住宅,CNA00049,小西門里,臺南市中西區小西門里15鄰西門路一段672號,"22.989097,120.197736",B01,110.0,第二分局,
一般住宅,CNA00050,小西門里,臺南市中西區小西門里16鄰府前路一段359巷38號,"22.989514,120.199414",B01,100.0,第二分局,
一般住宅,CNA00051,小西門里,臺南市中西區小西門里16鄰府前路一段359巷26號,"22.989733,120.199268",B01,133.0,第二分局,
一般住宅,CNA00052,小西門里,臺南市中西區小西門里16鄰府前路一段359巷36號,"22.989577,120.199388",B01,83.0,第二分局,
一般住宅,CNA00053,小西門里,臺南市中西區小西門里18鄰府前路一段327號,"22.989865,120.199861",B01,21.0,第二分局,
一般住宅,CNA00054,小西門里,臺南市中西區小西門里18鄰府前路一段313號,"22.989832,120.200132",B01,55.0,第二分局,
一般住宅,CNA00055,小西門里,臺南市中西區小西門里18鄰府前路一段327號,"22.989865,120.199861",B01,10.0,第二分局,
一般住宅,CNA00056,小西門里,臺南市中西區小西門里18鄰府前路一段325號,"22.989847,120.199893",B01,10.0,第二分局,
一般住宅,CNA00057,小西門里,臺南市中西區小西門里18鄰府前路一段331號,"22.989868,120.199798",B01,10.0,第二分局,
一般住宅,CNA00058,小西門里,臺南市中西區小西門里18鄰府前路一段361號,"22.989979,120.199166",B01,8.0,第二分局,
一般住宅,CNA00059,小西門里,臺南市中西區小西門里18鄰府前路一段369號,"22.990009,120.198981",B01,60.0,第二分局,
一般住宅,CNA00060,小西門里,臺南市中西區小西門里18鄰府前路一段365號,"22.989979,120.199091",B01,8.0,第二分局,
一般住宅,CNA00061,小西門里,臺南市中西區小西門里17鄰府前路一段371巷11號,"22.989529,120.198958",B01,6.0,第二分局,
一般住宅,CNA00062,小西門里,臺南市中西區小西門里17鄰府前路一段371巷17號,"22.989336,120.198932",B01,5.0,第二分局,
一般住宅,CNA00064,小西門里,臺南市中西區小西門里18鄰府前路一段327號,"22.989865,120.199861",B01,71.0,第二分局,
一般住宅,CNA00065,小西門里,臺南市中西區小西門里17鄰府前路一段371巷15號,"22.989432,120.198992",B01,21.0,第二分局,
一般住宅,CNA00066,小西門里,臺南市中西區小西門里18鄰府前路一段341號,"22.989889,120.199583",B01,21.0,第二分局,
一般住宅,CNA00067,小西門里,臺南市中西區小西門里16鄰府前路一段359巷34號,"22.989661,120.199412",B01,55.0,第二分局,
一般住宅,CNA00069,小西門里,臺南市中西區小西門里18鄰府前路一段331號,"22.989868,120.199798",B01,14.0,第二分局,
一般住宅,CNA00070,小西門里,臺南市中西區小西門里18鄰府前路一段329號,"22.989853,120.199826",B01,21.0,第二分局,
一般住宅,CNA00071,小西門里,臺南市中西區小西門里15鄰西門路一段670號,"22.989045,120.197672",B01,194.0,第二分局,
公有,CNA00072,小西門里,臺南市中西區小西門里15鄰和意路26號,"22.98861,120.199397",B01,200.0,第二分局,
一般住宅,CNA00073,小西門里,臺南市中西區小西門里15鄰西門路一段662號,"22.988606,120.197734",B01,234.0,第二分局,
一般住宅,CNA00074,南門里,臺南市中西區南門里16鄰府前路一段235號,"22.98888,120.203418",B01,60.0,第二分局,
一般住宅,CNA00075,小西門里,臺南市中西區小西門里6鄰府緯街31號,"22.983785,120.198978",B01,71.0,第二分局,
一般住宅,CNA00077,小西門里,臺南市中西區小西門里6鄰府緯街11號,"22.983799,120.199524",B01,50.0,第二分局,
一般住宅,CNA00078,小西門里,臺南市中西區小西門里8鄰府緯街28號,"22.983947,120.199183",B01,44.0,第二分局,
一般住宅,CNA00079,小西門里,臺南市中西區小西門里8鄰永福路一段107號,"22.9842,120.199941",B01,271.0,第二分局,
一般住宅,CNA00080,小西門里,臺南市中西區小西門里7鄰南寧街71巷21號,"22.984252,120.198753",B01,427.0,第二分局,
一般住宅,CNA00081,小西門里,臺南市中西區小西門里7鄰南寧街83巷16號,"22.984718,120.198398",B01,305.0,第二分局,
公有,CNA00082,小西門里,臺南市中西區小西門里8鄰府緯街4巷6號,"22.984404, 120.199465",B01,383.0,第二分局,
一般住宅,CNA00083,小西門里,臺南市中西區小西門里6鄰府緯街19號,"22.983799,120.199326",B01,344.0,第二分局,
一般住宅,CNA00084,小西門里,臺南市中西區小西門里7鄰南寧街83巷36號,"22.984376,120.198353",B01,160.0,第二分局,
一般住宅,CNA00085,小西門里,臺南市中西區小西門里6鄰府緯街7號,"22.983725,120.199642",B01,71.0,第二分局,
一般住宅,CNA00086,小西門里,臺南市中西區小西門里5鄰永福路一段77號,"22.983504,120.199986",B01,221.0,第二分局,
一般住宅,CNA00087,小西門里,臺南市中西區小西門里8鄰府緯街8號,"22.98393,120.199651",B01,838.0,第二分局,
一般住宅,CNA00089,小西門里,臺南市中西區小西門里15鄰西門路一段556號,"22.985658,120.197754",B01,10.0,第二分局,
一般住宅,CNA00111,小西門里,臺南市中西區小西門里7鄰府緯街72巷6號,"22.984181,120.198278",B01,16.0,第二分局,
一般住宅,CNA00113,小西門里,臺南市中西區小西門里7鄰府緯街72巷12號,"22.984286,120.198267",B01,13.0,第二分局,
一般住宅,CNA00116,小西門里,臺南市中西區小西門里10鄰健康路一段380號,"22.981655,120.198942",B01,271.0,第二分局,
一般住宅,CNA00118,小西門里,臺南市中西區小西門里9鄰五妃街309巷2號,"22.982351,120.199129",B01,50.0,第二分局,
一般住宅,CNA00120,小西門里,臺南市中西區小西門里14鄰健康路一段410巷37號,"22.982413,120.198311",B01,171.0,第二分局,
一般住宅,CNA00125,小西門里,臺南市中西區小西門里14鄰健康路一段410巷7號,"22.981781,120.198207",B01,33.0,第二分局,
一般住宅,CNA00126,小西門里,臺南市中西區小西門里14鄰健康路一段410巷9號,"22.981824,120.198199",B01,33.0,第二分局,
一般住宅,CNA00128,小西門里,臺南市中西區小西門里14鄰健康路一段420巷4號,"22.981714,120.198096",B01,83.0,第二分局,
一般住宅,CNA00129,小西門里,臺南市中西區小西門里14鄰健康路一段420巷6號,"22.981746,120.198088",B01,33.0,第二分局,
一般住宅,CNA00130,小西門里,臺南市中西區小西門里14鄰健康路一段420巷8號,"22.981786,120.198092",B01,33.0,第二分局,
一般住宅,CNA00131,小西門里,臺南市中西區小西門里14鄰健康路一段420巷10號,"22.981822,120.198106",B01,33.0,第二分局,
一般住宅,CNA00132,小西門里,臺南市中西區小西門里14鄰健康路一段420巷10號,"22.981822,120.198106",B01,33.0,第二分局,
一般住宅,CNA00134,小西門里,臺南市中西區小西門里14鄰健康路一段420巷18號,"22.982046,120.198117",B01,183.0,第二分局,
一般住宅,CNA00135,小西門里,臺南市中西區小西門里14鄰健康路一段420巷20號,"22.982081,120.198117",B01,60.0,第二分局,
一般住宅,CNA00137,小西門里,臺南市中西區小西門里14鄰健康路一段420巷24號,"22.982161,120.19814",B01,50.0,第二分局,
一般住宅,CNA00138,小西門里,臺南市中西區小西門里14鄰健康路一段420巷26號,"22.982199,120.198145",B01,50.0,第二分局,
一般住宅,CNA00139,小西門里,臺南市中西區小西門里14鄰健康路一段420巷28號,"22.982227,120.198148",B01,44.0,第二分局,
一般住宅,CNA00140,小西門里,臺南市中西區小西門里14鄰健康路一段420巷1號,"22.981674,120.197935",B01,38.0,第二分局,
一般住宅,CNA00141,小西門里,臺南市中西區小西門里14鄰健康路一段420巷3號,"22.981715,120.197941",B01,38.0,第二分局,
一般住宅,CNA00142,小西門里,臺南市中西區小西門里14鄰健康路一段420巷5號,"22.981752,120.19794",B01,38.0,第二分局,
一般住宅,CNA00143,小西門里,臺南市中西區小西門里14鄰健康路一段420巷7號,"22.981781,120.197936",B01,38.0,第二分局,
一般住宅,CNA00144,小西門里,臺南市中西區小西門里14鄰健康路一段420巷9號,"22.981824,120.19794",B01,38.0,第二分局,
一般住宅,CNA00145,小西門里,臺南市中西區小西門里14鄰健康路一段420巷11號,"22.981853,120.197936",B01,38.0,第二分局,
一般住宅,CNA00146,小西門里,臺南市中西區小西門里14鄰健康路一段420巷13號,"22.98189,120.19794",B01,94.0,第二分局,
一般住宅,CNA00147,小西門里,臺南市中西區小西門里14鄰健康路一段420巷13號,"22.98189,120.19794",B01,183.0,第二分局,
一般住宅,CNA00148,小西門里,臺南市中西區小西門里14鄰健康路一段420巷19號,"22.982085,120.197947",B01,38.0,第二分局,
一般住宅,CNA00150,小西門里,臺南市中西區小西門里14鄰健康路一段420巷23號,"22.982157,120.197937",B01,33.0,第二分局,
一般住宅,CNA00151,小西門里,臺南市中西區小西門里14鄰健康路一段420巷25號,"22.982195,120.197935",B01,38.0,第二分局,
一般住宅,CNA00152,小西門里,臺南市中西區小西門里14鄰健康路一段420巷27號,"22.982227,120.197929",B01,33.0,第二分局,
一般住宅,CNA00154,小西門里,臺南市中西區小西門里11鄰五妃街309巷15號,"22.982132,120.199592",B01,200.0,第二分局,
一般住宅,CNA00155,小西門里,臺南市中西區小西門里11鄰五妃街309巷11號,"22.982122,120.199736",B01,227.0,第二分局,
一般住宅,CNA00156,小西門里,臺南市中西區小西門里9鄰五妃街289號,"22.982502,120.19969",B01,38.0,第二分局,
一般住宅,CNA00157,小西門里,臺南市中西區小西門里9鄰五妃街303號,"22.982506,120.199408",B01,38.0,第二分局,
一般住宅,CNA00158,城隍里,臺南市中西區城隍里1鄰北門路一段171號,"22.99603,120.211744",B01,230.0,第二分局,
一般住宅,CNA00159,小西門里,臺南市中西區小西門里9鄰五妃街299號,"22.982533,120.199492",B01,33.0,第二分局,
一般住宅,CNA00160,小西門里,臺南市中西區小西門里9鄰五妃街297號,"22.982512,120.199529",B01,33.0,第二分局,
一般住宅,CNA00161,小西門里,臺南市中西區小西門里9鄰五妃街295號,"22.982527,120.199558",B01,33.0,第二分局,
一般住宅,CNA00162,小西門里,臺南市中西區小西門里9鄰五妃街293號,"22.982513,120.199603",B01,38.0,第二分局,
一般住宅,CNA00163,小西門里,臺南市中西區小西門里9鄰五妃街291號,"22.98252,120.199644",B01,33.0,第二分局,
一般住宅,CNA00164,南門里,臺南市中西區南門里10鄰樹林街二段175巷5號,"22.985879,120.201322",B01,94.0,第二分局,
一般住宅,CNA00165,南門里,臺南市中西區南門里10鄰樹林街二段175巷12號,"22.985669,120.201076",B01,60.0,第二分局,
一般住宅,CNA00166,南門里,臺南市中西區南門里12鄰永福路一段54號,"22.986661,120.200255",B01,166.0,第二分局,
一般住宅,CNA00168,南門里,臺南市中西區南門里10鄰樹林街二段171號,"22.986259,120.201374",B01,55.0,第二分局,
一般住宅,CNA00169,南門里,臺南市中西區南門里12鄰永福路一段68巷8號,"22.986892,120.200996",B01,116.0,第二分局,
公有,CNA00170,南門里,臺南市中西區南門里9鄰南寧街47號之29,"22.984978,120.200461",B01,229.0,第二分局,
公有,CNA00171,南門里,臺南市中西區南門里9鄰健康路一段342號,"22.981926,120.200832",B01,1479.0,第二分局,
一般住宅,CNA00173,南門里,臺南市中西區南門里9鄰忠義路一段47號,"22.98598,120.201721",B01,13.0,第二分局,
一般住宅,CNA00174,南門里,臺南市中西區南門里9鄰忠義路一段55號,"22.98616,120.201747",B01,6.0,第二分局,
供公眾使用,CNA00175,南門里,臺南市中西區南門里10鄰樹林街二段205號,"22.986211,120.200543",B01,34.0,第二分局,
一般住宅,CNA00176,南門里,臺南市中西區南門里11鄰忠義路一段59號,"22.9864,120.20173",B01,50.0,第二分局,
一般住宅,CNA00177,南門里,臺南市中西區南門里10鄰永福路一段18號,"22.985575,120.200211",B01,15.0,第二分局,
一般住宅,CNA00178,南門里,臺南市中西區南門里11鄰忠義路一段67號,"22.986733,120.201747",B01,16.0,第二分局,
一般住宅,CNA00179,南門里,臺南市中西區南門里12鄰樹林街二段326號,"22.986502,120.200829",B01,5.0,第二分局,
一般住宅,CNA00180,南門里,臺南市中西區南門里10鄰樹林街二段175巷8號,"22.9858,120.201096",B01,60.0,第二分局,
供公眾使用,CNA00181,南門里,臺南市中西區南門里9鄰南寧街140號,"22.985157,120.200697",B01,127.0,第二分局,
一般住宅,CNA00183,南門里,臺南市中西區南門里10鄰樹林街二段177號,"22.986249,120.201038",B01,333.0,第二分局,
一般住宅,CNA00185,南門里,臺南市中西區南門里11鄰樹林街二段286號,"22.986386,120.201499",B01,110.0,第二分局,
一般住宅,CNA00186,南門里,臺南市中西區南門里10鄰樹林街二段175巷13號,"22.985627,120.201267",B01,44.0,第二分局,
一般住宅,CNA00187,南門里,臺南市中西區南門里10鄰樹林街二段175巷10號,"22.985748,120.201072",B01,94.0,第二分局,
公有,CNA00188,南門里,臺南市中西區南門里11鄰忠義路一段81號,"22.986908,120.201761",B01,271.0,第二分局,
一般住宅,CNA00190,南門里,臺南市中西區南門里4鄰南寧街90號,"22.985146,120.202214",B01,71.0,第二分局,
一般住宅,CNA00191,南門里,臺南市中西區南門里4鄰南寧街60號,"22.985071,120.20303",B01,121.0,第二分局,
一般住宅,CNA00192,南門里,臺南市中西區南門里4鄰南寧街68號,"22.985071,120.202979",B01,44.0,第二分局,
一般住宅,CNA00193,南門里,臺南市中西區南門里8鄰忠義路一段50號,"22.986115,120.201903",B01,77.0,第二分局,
一般住宅,CNA00194,南門里,臺南市中西區南門里4鄰南寧街86號,"22.985175,120.202389",B01,83.0,第二分局,
一般住宅,CNA00195,南門里,臺南市中西區南門里4鄰南寧街84號,"22.985157,120.202465",B01,60.0,第二分局,
一般住宅,CNA00196,南門里,臺南市中西區南門里4鄰南寧街72號,"22.985108,120.202803",B01,44.0,第二分局,
一般住宅,CNA00197,南門里,臺南市中西區南門里4鄰南寧街70號,"22.985092,120.202848",B01,44.0,第二分局,
一般住宅,CNA00199,南門里,臺南市中西區南門里4鄰南寧街50號,"22.985029,120.203271",B01,233.0,第二分局,
一般住宅,CNA00200,南門里,臺南市中西區南門里4鄰南寧街48號,"22.98499,120.203464",B01,121.0,第二分局,
一般住宅,CNA00201,南門里,臺南市中西區南門里4鄰南寧街46號,"22.984956,120.203574",B01,110.0,第二分局,
一般住宅,CNA00202,南門里,臺南市中西區南門里4鄰南寧街42號,"22.984933,120.203639",B01,66.0,第二分局,
一般住宅,CNA00203,南門里,臺南市中西區南門里4鄰南寧街40號,"22.984922,120.203694",B01,55.0,第二分局,
一般住宅,CNA00204,南門里,臺南市中西區南門里4鄰南寧街38號,"22.984915,120.203739",B01,60.0,第二分局,
一般住宅,CNA00205,南門里,臺南市中西區南門里4鄰南寧街36號,"22.9849,120.203779",B01,60.0,第二分局,
一般住宅,CNA00214,南門里,臺南市中西區南門里5鄰南門路48巷19號,"22.985296,120.202957",B01,55.0,第二分局,
一般住宅,CNA00215,南門里,臺南市中西區南門里5鄰南門路48巷15號,"22.985261,120.203166",B01,55.0,第二分局,
一般住宅,CNA00216,南門里,臺南市中西區南門里5鄰南門路48巷16號,"22.985461,120.203213",B01,55.0,第二分局,
一般住宅,CNA00217,南門里,臺南市中西區南門里5鄰南門路48巷13號,"22.985247,120.203277",B01,83.0,第二分局,
一般住宅,CNA00218,南門里,臺南市中西區南門里5鄰南門路48巷7號,"22.985201,120.203599",B01,55.0,第二分局,
一般住宅,CNA00219,南門里,臺南市中西區南門里5鄰南門路48巷3號,"22.985175,120.203799",B01,55.0,第二分局,
一般住宅,CNA00220,南門里,臺南市中西區南門里5鄰南門路48巷20號,"22.985496,120.202993",B01,55.0,第二分局,
一般住宅,CNA00221,南門里,臺南市中西區南門里5鄰南門路48巷20號,"22.985496,120.202993",B01,55.0,第二分局,
一般住宅,CNA00222,南門里,臺南市中西區南門里5鄰南門路48巷12號,"22.985441,120.203374",B01,83.0,第二分局,
一般住宅,CNA00223,南門里,臺南市中西區南門里5鄰南門路48巷8號,"22.985378,120.20365",B01,55.0,第二分局,
一般住宅,CNA00224,南門里,臺南市中西區南門里5鄰南門路48巷4號,"22.985354,120.203822",B01,55.0,第二分局,
一般住宅,CNA00225,南門里,臺南市中西區南門里5鄰南門路48巷19號,"22.985296,120.202957",B01,55.0,第二分局,
一般住宅,CNA00226,南門里,臺南市中西區南門里6鄰南門路44巷15號,"22.985596,120.203254",B01,55.0,第二分局,
一般住宅,CNA00227,南門里,臺南市中西區南門里6鄰南門路44巷11號,"22.985565,120.203405",B01,83.0,第二分局,
一般住宅,CNA00228,南門里,臺南市中西區南門里6鄰南門路44巷7號,"22.985526,120.203635",B01,55.0,第二分局,
一般住宅,CNA00229,南門里,臺南市中西區南門里6鄰南門路44巷3號,"22.98551,120.203783",B01,55.0,第二分局,
一般住宅,CNA00230,南門里,臺南市中西區南門里6鄰南門路44巷20號,"22.98584,120.202977",B01,55.0,第二分局,
一般住宅,CNA00231,南門里,臺南市中西區南門里6鄰南門路44巷16號,"22.9858,120.203215",B01,55.0,第二分局,
一般住宅,CNA00232,南門里,臺南市中西區南門里6鄰南門路44巷12號,"22.985775,120.203407",B01,55.0,第二分局,
一般住宅,CNA00233,南門里,臺南市中西區南門里6鄰南門路44巷20號,"22.98584,120.202977",B01,55.0,第二分局,
一般住宅,CNA00234,南門里,臺南市中西區南門里6鄰南門路44巷4號,"22.985714,120.203816",B01,55.0,第二分局,
一般住宅,CNA00235,南門里,臺南市中西區南門里7鄰樹林街二段113號,"22.985844,120.203888",B01,1935.0,第二分局,
公有,CNA00236,南門里,臺南市中西區南門里9鄰南寧街47號,"22.984762,120.200976",B01,586.0,第二分局,
公有,CNA00237,南門里,臺南市中西區南門里4鄰南寧街45號,"22.984784,120.20329",B01,21.0,第二分局,
一般住宅,CNA00240,南門里,臺南市中西區南門里1鄰健康路一段288號,"22.981528,120.203442",B01,8.0,第二分局,
一般住宅,CNA00241,南門里,臺南市中西區南門里1鄰南門路92號,"22.981565,120.203601",B01,8.0,第二分局,
公有,CNA00242,南門里,臺南市中西區南門里4鄰南寧街45號,"22.984513,120.202285",B01,638.0,第二分局,
一般住宅,CNA00243,南門里,臺南市中西區南門里1鄰南門路68巷9號,"22.981964,120.202887",B01,27.0,第二分局,
公有,CNA00244,南門里,臺南市中西區南門里4鄰南寧街45號,"22.984779,120.202302",B01,570.0,第二分局,
一般住宅,CNA00245,南門里,臺南市中西區南門里1鄰南門路68巷21號,"22.981942,120.202146",B01,16.0,第二分局,
一般住宅,CNA00246,南門里,臺南市中西區南門里3鄰南門路68巷8號,"22.982106,120.20322",B01,188.0,第二分局,
一般住宅,CNA00247,南門里,臺南市中西區南門里1鄰南門路82號,"22.981736,120.203624",B01,94.0,第二分局,
公有,CNA00248,南門里,臺南市中西區南門里4鄰南寧街45號,"22.984784,120.20329",B01,3758.0,第二分局,
一般住宅,CNA00249,南門里,臺南市中西區南門里1鄰南門路68巷7號,"22.98196,120.202969",B01,10.0,第二分局,
一般住宅,CNA00250,南門里,臺南市中西區南門里1鄰南門路68巷7號,"22.981954,120.203035",B01,16.0,第二分局,
供公眾使用,CNA00251,南門里,臺南市中西區南門里1鄰南門路68巷25號,"22.981954,120.20186",B01,300.0,第二分局,
一般住宅,CNA00252,郡王里,臺南市中西區郡王里2鄰南門路233號,"22.983422,120.204122",B01,347.0,第二分局,
一般住宅,CNA00253,郡王里,臺南市中西區郡王里2鄰南門路231巷13號,"22.98357,120.205253",B01,71.0,第二分局,
一般住宅,CNA00256,郡王里,臺南市中西區郡王里2鄰南門路231巷5號,"22.98364,120.204629",B01,24.0,第二分局,
一般住宅,CNA00257,郡王里,臺南市中西區郡王里4鄰南門路227巷10號,"22.983805,120.205014",B01,77.0,第二分局,
公有,CNA00259,郡王里,臺南市中西區郡王里2鄰南門路241號,"22.982707,120.204003",B01,83.0,第二分局,
一般住宅,CNA00260,郡王里,臺南市中西區郡王里1鄰南門路253號,"22.981905,120.203869",B01,8.0,第二分局,
一般住宅,CNA00261,郡王里,臺南市中西區郡王里1鄰南門路245巷1號之1,"22.98224,120.204258",B01,77.0,第二分局,
一般住宅,CNA00262,郡王里,臺南市中西區郡王里5鄰南門路227巷6號之1,"22.983865,120.204702",B01,77.0,第二分局,
一般住宅,CNA00264,小西門里,臺南市中西區小西門里2鄰五妃街322巷35號,"22.983044,120.199014",B01,13.0,第二分局,
一般住宅,CNA00266,小西門里,臺南市中西區小西門里6鄰府緯街9巷6號,"22.983585,120.199465",B01,105.0,第二分局,
一般住宅,CNA00267,小西門里,臺南市中西區小西門里3鄰西門路一段482巷25號,"22.983377,120.198628",B01,33.0,第二分局,
一般住宅,CNA00268,小西門里,臺南市中西區小西門里6鄰府緯街9巷29號,"22.98344,120.198728",B01,227.0,第二分局,
一般住宅,CNA00270,小西門里,臺南市中西區小西門里2鄰五妃街306號,"22.982755,120.198594",B01,7.0,第二分局,
一般住宅,CNA00272,小西門里,臺南市中西區小西門里1鄰西門路一段464號,"22.983118,120.197789",B01,33.0,第二分局,
一般住宅,CNA00274,小西門里,臺南市中西區小西門里1鄰西門路一段466號,"22.983074,120.198181",B01,394.0,第二分局,
一般住宅,CNA00275,小西門里,臺南市中西區小西門里2鄰五妃街326號,"22.982842,120.198052",B01,27.0,第二分局,
一般住宅,CNA00276,南門里,臺南市中西區南門里14鄰忠義路一段72號之1,"22.986899,120.201892",B01,194.0,第二分局,
一般住宅,CNA00277,南門里,臺南市中西區南門里13鄰樹林街二段264號,"22.986291,120.202425",B01,194.0,第二分局,
一般住宅,CNA00278,南門里,臺南市中西區南門里8鄰樹林街二段155號,"22.98609,120.202164",B01,127.0,第二分局,
一般住宅,CNA00279,郡王里,臺南市中西區郡王里7鄰南寧街2號,"22.984546,120.205477",B01,160.0,第二分局,
一般住宅,CNA00280,郡王里,臺南市中西區郡王里10鄰樹林街二段73號,"22.98564,120.205338",B01,516.0,第二分局,
一般住宅,CNA00283,郡王里,臺南市中西區郡王里5鄰南寧街35號,"22.98459,120.204551",B01,94.0,第二分局,
一般住宅,CNA00284,郡王里,臺南市中西區郡王里10鄰南門路187巷23號,"22.985412,120.205254",B01,21.0,第二分局,
一般住宅,CNA00286,郡王里,臺南市中西區郡王里4鄰南門路227巷15號,"22.983917,120.205029",B01,50.0,第二分局,
一般住宅,CNA00287,郡王里,臺南市中西區郡王里7鄰南寧街18號,"22.984642,120.204928",B01,44.0,第二分局,
一般住宅,CNA00288,郡王里,臺南市中西區郡王里4鄰南門路227巷17號,"22.983889,120.205186",B01,55.0,第二分局,
一般住宅,CNA00289,郡王里,臺南市中西區郡王里10鄰南門路187巷9號,"22.985451,120.204963",B01,105.0,第二分局,
一般住宅,CNA00290,郡王里,臺南市中西區郡王里9鄰南門路187巷6號,"22.98533,120.204745",B01,110.0,第二分局,
一般住宅,CNA00292,城隍里,臺南市中西區城隍里2鄰民族路二段2號,"22.99462,120.211607",B01,45.0,第二分局,
一般住宅,CNA00293,城隍里,臺南市中西區城隍里2鄰民族路二段4號,"22.99461,120.211567",B01,40.0,第二分局,
一般住宅,CNA00294,城隍里,臺南市中西區城隍里2鄰民族路二段8號,"22.994606,120.211439",B01,37.0,第二分局,
一般住宅,CNA00295,城隍里,臺南市中西區城隍里2鄰民族路二段10號,"22.994599,120.211393",B01,75.0,第二分局,
一般住宅,CNA00296,城隍里,臺南市中西區城隍里2鄰民族路二段12號,"22.994599,120.211312",B01,64.0,第二分局,
一般住宅,CNA00297,城隍里,臺南市中西區城隍里2鄰民族路二段16號,"22.994592,120.211208",B01,40.0,第二分局,
一般住宅,CNA00298,城隍里,臺南市中西區城隍里2鄰民族路二段18號,"22.994592,120.211168",B01,38.0,第二分局,
一般住宅,CNA00299,城隍里,臺南市中西區城隍里2鄰民族路二段18號之2,"22.994591,120.211089",B01,43.0,第二分局,
一般住宅,CNA00300,城隍里,臺南市中西區城隍里2鄰民族路二段34號,"22.994592,120.211014",B01,78.0,第二分局,
一般住宅,CNA00301,城隍里,臺南市中西區城隍里2鄰民族路二段38號,"22.994592,120.210981",B01,20.0,第二分局,
一般住宅,CNA00302,城隍里,臺南市中西區城隍里2鄰民族路二段42號,"22.994586,120.210856",B01,10.0,第二分局,
一般住宅,CNA00303,城隍里,臺南市中西區城隍里2鄰民族路二段56號,"22.994582,120.210594",B01,54.0,第二分局,
一般住宅,CNA00304,城隍里,臺南市中西區城隍里2鄰民族路二段60號,"22.994641,120.210414",B01,27.0,第二分局,
