轄管區,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
中山區,WMA00747,中原里,臺北市中山區中原街35號,"25.056709,121.528964",1,"878 ",中山分局,
中山區,WMA00749,中原里,臺北市中山區中原街27號,"25.056417,121.528965",1,"450 ",中山分局,
中山區,WMA01001,中原里,臺北市中山區吉林路140-142號,"25.055813,121.530055",1,"817 ",中山分局,
中山區,WMA01002,中原里,臺北市中山區吉林路146-152號之2,"25.056139,121.529982",2,"2310 ",中山分局,
中山區,WMA01043,中原里,臺北市中山區吉林路144巷10-16號,"25.055983,121.529702",1,"299 ",中山分局,
中山區,WMA01044,中原里,臺北市中山區吉林路144巷13-19號,"25.056183,121.52873",1,"280 ",中山分局,
中山區,WMA01045,中原里,臺北市中山區吉林路144巷7-9號,"25.056169,121.529388",1,"379 ",中山分局,
中山區,WMA01046,中原里,臺北市中山區吉林路154巷1-15號,"25.056549,121.529827",1,"304 ",中山分局,
中山區,WMA01047,中原里,臺北市中山區吉林路154巷16-22號,"25.056415,121.529351",1,"317 ",中山分局,
中山區,WMA01048,中原里," 臺北市中山區吉林路154巷17號","25.056557,121.529219",1,"42 ",中山分局,
中山區,WMA01049,中原里,臺北市中山區吉林路154巷8-14號,"25.05641,121.529615",1,"354 ",中山分局,
中山區,WMA01052,中原里,臺北市中山區吉林路168巷10-16號,"25.056751,121.529508",1,"342 ",中山分局,
中山區,WMA01053,中原里,臺北市中山區吉林路168巷18號,"25.056754,121.52923",1,"114 ",中山分局,
中山區,WMA01054,中原里,臺北市中山區吉林路168巷2-8號,"25.056747,121.529838",1,"168 ",中山分局,
中山區,WMA01793,中原里,臺北市中山區中原街19-23號,"25.056194,121.528957",1,"648 ",中山分局,
中山區,WMA00699,中原里,臺北市中山區民生東路二段2-6號,"25.057863,121.52788",1,"546 ",中山分局,
中山區,WMA00700,中原里,臺北市中山區民生東路二段10號,"25.057856,121.528158",1,"270 ",中山分局,
中山區,WMA00751,中原里,臺北市中山區中原街41號,"25.056967,121.52894",1,"760 ",中山分局,
中山區,WMA01005,中原里,臺北市中山區吉林路176號之1,"25.05731,121.530074",1,"450 ",中山分局,
中山區,WMA01055,中原里,臺北市中山區吉林路174巷11-13號,"25.057281,121.529222",1,"990 ",中山分局,
中山區,WMA01056,中原里,臺北市中山區吉林路174巷5-9號,"25.057185,121.529655",1,"460 ",中山分局,
中山區,WMA02271,中原里,臺北市中山區新生北路二段101巷13-17號,"25.057475,121.52842",1,"180 ",中山分局,
中山區,WMA02273,中原里,臺北市中山區新生北路二段101巷26-28號,"25.057364,121.529309",1,"176 ",中山分局,
中山區,WMA02274,中原里,臺北市中山區新生北路二段101巷36-38號,"25.057359,121.529769",1,"161 ",中山分局,
中山區,WMA2275,中原里,臺北市中山區新生北路二段101巷47-49號,"25.057502,121.529701",1,"507 ",中山分局,
中山區,WMA03250,中原里,臺北市中山區新生北路二段101巷21號,"25.057521,121.529008",3,"1878 ",中山分局,
中山區,WMA03822,中原里,臺北市中山區中原街46號,"25.057649,121.528817",1,"153 ",中山分局,
中山區,WMA03861,中原里,臺北市中山區南京東路二段41巷3弄6號,"25.052918,121.52954",1,"222 ",中山分局,
中山區,WMA01724,中原里,臺北市中山區長春路116號,"25.054717,121.52963",1,"2519 ",中山分局,
中山區,WMA02272,中原里,臺北市中山區新生北路二段101巷2號,"25.057268,121.528462",1,"1816 ",中山分局,
中山區,WMA00995,中原里,臺北市中山區吉林路100號,"25.053137,121.529991",1,"1512 ",中山分局,
中山區,WMA00526,北安里,臺北市中山區北安路823-827之1號,"25.084878,121.556462",1,"345 ",中山分局,
中山區,WMA00527,北安里,臺北市中山區北安路829號,"25.08481,121.556951",1,"537 ",中山分局,
中山區,WMA00528,北安里,臺北市中山區北安路833-839號,"25.084695,121.557157",1,"577 ",中山分局,
中山區,WMA00655,北安里,臺北市中山區北安路821巷1弄2-12號,"25.08509,121.556439",1,"356 ",中山分局,
中山區,WMA00659,北安里,臺北市中山區北安路805巷4弄6號,"25.085975,121.554709",1,"256 ",中山分局,
中山區,WMA00656,北安里,臺北市中山區北安路821巷2弄1-15號,"25.085283,121.556324",1,"1337 ",中山分局,
中山區,WMA00657,北安里,臺北市中山區北安路821巷3弄1-7號,"25.085533,121.556597",1,"2777 ",中山分局,
中山區,WMA00658,北安里,臺北市中山區北安路821巷3弄10-14號,"25.085214,121.557046",1,"237 ",中山分局,
中山區,WMA00659,北安里,臺北市中山區北安路821巷4弄2-8號,"25.085457,121.55638",1,"333 ",中山分局,
中山區,WMA00649,北安里,臺北市中山區北安路805巷2號,"25.085792,121.554281",1,"694 ",中山分局,
中山區,WMA00650,北安里,臺北市中山區北安路805巷20-22號,"25.086371,121.556017",1,"925 ",中山分局,
中山區,WMA00651,北安里,臺北市中山區北安路805巷42號,"25.086565,121.556302",1,"434 ",中山分局,
中山區,WMA00652,北安里,臺北市中山區北安路805巷9-11號,"25.086165,121.555725",1,"81 ",中山分局,
中山區,WMA00659,北安里,臺北市中山區北安路805巷4弄1-7號,"25.086086,121.554751",1,"260 ",中山分局,
中山區,WMA00523,北安里,臺北市中山區北安路761-771號,"25.085903,121.552812",1,"3748 ",中山分局,
中山區,WMA00525,北安里,臺北市中山區北安路773-779號,"25.085761,121.55334",1,"165 ",中山分局,
中山區,WMA03660,北安里,臺北市中山區北安路826號,"25.08424,121.557305",1,"1377 ",中山分局,
中山區,WMA03195,北安里,臺北市中山區北安路795巷6號,"25.085622,121.55387",1,"120 ",中山分局,
中山區,WMA03701,北安里,臺北市中山區北安路789號,"25.085622,121.55387",1,"420 ",中山分局,
中山區,WMA01356,正守里,臺北市中山區林森北路67巷18號,"25.048431,121.525176",1,"170 ",中山分局,
中山區,WMA01357,正守里,臺北市中山區林森北路67巷20、22號,"25.047688,121.528605",1,"69 ",中山分局,
中山區,WMA01358,正守里,臺北市中山區林森北路67巷28、30號,"25.047688,121.528605",1,"96 ",中山分局,
中山區,WMA01359,正守里,臺北市中山區林森北路67巷32號,"25.048349,121.525591",1,"145 ",中山分局,
中山區,WMA01361,正守里,臺北市中山區林森北路67巷46、48號,"25.047688,121.528605",1,"424 ",中山分局,
中山區,WMA01374,正守里,臺北市中山區林森北路67巷24弄2號,"25.048203,121.525208",1,"36 ",中山分局,
中山區,WMA01664,正守里,臺北市中山區長安東路一段30巷4號,"25.048241,121.526076",1,"228 ",中山分局,
中山區,WMA03178,正守里,臺北市中山區長安東路一段30巷8弄11號,"25.048114,121.52549",1,"181 ",中山分局,
中山區,WMA03483,正守里,臺北市中山區林森北路59號,"25.048287,121.524855",2,"2373 ",中山分局,
中山區,WMA03706,正守里,臺北市中山區長安東路一段30巷3弄15號,"25.04768,121.527179",1,"445 ",中山分局,
中山區,WMA03708,正守里,臺北市中山區長安東路一段30巷8弄3號,"25.047971,121.525942",1,"52 ",中山分局,
中山區,WMA01360,正守里,臺北市中山區林森北路67巷43號,"25.048428,121.525887",1,"233 ",中山分局,
中山區,WMA01362,正守里,臺北市中山區林森北路67巷47號,"25.04842,121.525979",1,"265 ",中山分局,
中山區,WMA01363,正守里,臺北市中山區林森北路67巷7號,"25.048625,121.524882",1,"112 ",中山分局,
中山區,WMA01663,正守里,臺北市中山區長安東路一段30巷2號,"25.048372,121.526202",1,"305 ",中山分局,
中山區,WMA03471,正守里,臺北市中山區長安東路一段22號,"25.048769,121.524686",1,"3046 ",中山分局,
中山區,WMA03712,正守里,臺北市中山區長安東路一段30號,"25.048663,121.526134",1,"426 ",中山分局,
中山區,WMA01364,正守里,臺北市中山區林森北路67巷76、78號,"25.047688,121.528605",1,"333 ",中山分局,
中山區,WMA01365,正守里,臺北市中山區林森北路67巷80號,"25.048027,121.526976",1,"141 ",中山分局,
中山區,WMA01366,正守里,臺北市中山區林森北路67巷85號,"25.048155,121.527088",1,"386 ",中山分局,
中山區,WMA01366,正守里,臺北市中山區林森北路67巷87號,"25.048134,121.527179",1,"386 ",中山分局,
中山區,WMA01652,正守里,臺北市中山區長安東路一段42號,"25.048437,121.527067",2,"204 ",中山分局,
中山區,WMA01653,正守里,臺北市中山區長安東路一段46、46-1號,"25.048299,121.529203",1,"453 ",中山分局,
中山區,WMA01654,正守里,臺北市中山區長安東路一段48、48-1號,"25.048299,121.529203",1,"473 ",中山分局,
中山區,WMA01353,正守里,臺北市中山區林森北路67巷118號,"25.047788,121.528139",1,"36 ",中山分局,
中山區,WMA01354,正守里,臺北市中山區林森北路67巷124號,"25.047732,121.528246",1,"44 ",中山分局,
中山區,WMA01355,正守里,臺北市中山區林森北路67巷132號、132號之1,"25.047706,121.528533",1,"365 ",中山分局,
中山區,WMA01655,正守里,臺北市中山區林森北路67巷132號之1,"25.047688,121.528605",1,"365 ",中山分局,
中山區,WMA01667,正守里,臺北市中山區長安東路一段52之1號,"25.048206,121.528225",1,"661 ",中山分局,
中山區,WMA01668,正守里,臺北市中山區長安東路一段54號,"25.048196,121.528268",1,"661 ",中山分局,
中山區,WMA02237,正守里,臺北市中山區長安東路一段52巷7弄7、9號,"25.047436,121.528186",1,"49 ",中山分局,
中山區,WMA01668,正守里,臺北市中山區長安東路一段52巷9弄1之1號,"25.047277,121.528059",1,"45 ",中山分局,
中山區,WMA02237,正守里,臺北市中山區市民大道二段71號,"25.046678,121.529508",1,"101 ",中山分局,
中山區,WMA02238,正守里,臺北市中山區市民大道二段67巷5號,"25.046814,121.529264",1,"40 ",中山分局,
中山區,WMA02239,正守里,臺北市中山區市民大道二段67巷9-13號,"25.04688,121.529177",1,"74 ",中山分局,
中山區,WMA02240,正守里,臺北市中山區市民大道二段67巷6、8號,"25.047567,121.528367",1,"33 ",中山分局,
中山區,WMA02241,正守里,臺北市中山區市民大道二段67巷15、17號,"25.047567,121.528367",1,"117 ",中山分局,
中山區,WMA02242,正守里,臺北市中山區市民大道二段67巷19號,"25.047086,121.528929",1,"42 ",中山分局,
中山區,WMA02243,正守里,臺北市中山區市民大道二段67巷22號,"25.047174,121.528717",1,"29 ",中山分局,
中山區,WMA02244,正守里,臺北市中山區市民大道二段67巷23、25號,"25.047567,121.528367",1,"228 ",中山分局,
中山區,WMA02245,正守里,臺北市中山區市民大道二段67巷24號,"25.047225,121.528654",1,"58 ",中山分局,
中山區,WMA02246,正守里,臺北市中山區市民大道二段67巷28號,"25.047355,121.528552",1,"53 ",中山分局,
中山區,WMA02247,正守里,臺北市中山區市民大道二段67巷32號,"25.047457,121.528465",1,"108 ",中山分局,
中山區,WMA02248,正守里,臺北市中山區市民大道二段67巷34號,"25.047525,121.528418",1,"53 ",中山分局,
中山區,WMA03232,正守里,臺北市中山區林森北路67巷134、136號,"25.047688,121.528605",1,"682 ",中山分局,
中山區,WMA01367,正守里,臺北市中山區長安東路一段56巷7弄2號,"25.047494,121.528966",1,"236 ",中山分局,
中山區,WMA01368,正守里,臺北市中山區長安東路一段56巷7弄34號,"25.04687,121.52967",1,"48 ",中山分局,
中山區,WMA01369,正守里,臺北市中山區長安東路一段56巷1弄10號,"25.047549,121.529197",1,"89 ",中山分局,
中山區,WMA01370,正守里,臺北市中山區長安東路一段56巷1弄30號,"25.046887,121.529934",1,"52 ",中山分局,
中山區,WMA01371,正守里,臺北市中山區長安東路一段56巷1弄32號,"25.046803,121.53003",1,"42 ",中山分局,
中山區,WMA01372,正守里,臺北市中山區長安東路一段56巷1弄50號,"25.046509,121.53042",1,"21 ",中山分局,
中山區,WMA01656,正守里,臺北市中山區長安東路一段58號,"25.047954,121.528963",1,"162 ",中山分局,
中山區,WMA01657,正守里,臺北市中山區長安東路一段64號,"25.047931,121.52938",2、3,"1312 ",中山分局,
中山區,WMA03264,正守里,臺北市中山區長安東路一段56巷9號,"25.047737,121.528716",1,"100 ",中山分局,
中山區,WMA03515,正守里,臺北市中山區長安東路一段56巷1弄24號,"25.047122,121.529649",1,"108 ",中山分局,
中山區,WMA03535,正守里,臺北市中山區長安東路一段56巷7弄20號,"25.047259,121.529248",1,"483 ",中山分局,
中山區,WMA03535,正守里,臺北市中山區長安東路一段56巷1弄38號,"25.046652,121.530243",1,"190 ",中山分局,
中山區,WMA03546,正守里,臺北市中山區長安東路一段56巷1弄29號,"25.047177,121.529782",1,"188 ",中山分局,
中山區,WMA03735,正守里,臺北市中山區長安東路56巷1弄12號,"25.04749,121.529268",1,"153 ",中山分局,
中山區,WMA01373,正守里,臺北市中山區林森北路67巷150弄55、57號,"25.047688,121.528605",1,"349 ",中山分局,
中山區,WMA02208,正守里,臺北市中山區新生北路一段40-58號,"25.046289,121.531481",2,"1760 ",中山分局,
中山區,WMA02230,正守里,臺北市中山區新生北路一段64號,"25.04683,121.5307",1,"64 ",中山分局,
中山區,WMA02231,正守里,臺北市中山區新生北路一段78-90之1號,"25.047435,121.529996",2,"2288 ",中山分局,
中山區,WMA03200,正守里,臺北市中山區長安東路一段56巷1弄37號,"25.046984,121.529987",1,"129 ",中山分局,
中山區,WMA02230,正守里,臺北市中山區新生北路一段66號,"25.047031,121.530403",3,"893 ",中山分局,
中山區,WMA03863,正守里,臺北市中山區長安東路一段40號,"25.048463,121.526942",1,"217 ",中山分局,
中山區,WMA01363,正守里,臺北市中山區林森北路67巷7號,"25.048625,121.524882",1,"112 ",中山分局,
中山區,WMA00101,正得里,臺北市中山區中山北路一段41號,"25.049036,121.521469",1,"17 ",中山分局,
中山區,WMA00145,正得里,臺北市中山區中山北路一段33巷14號,"25.048704,121.521922",1,"68 ",中山分局,
中山區,WMA00146,正得里,臺北市中山區中山北路一段33巷15、15之1號,"25.048331,121.523587",1,"222 ",中山分局,
中山區,WMA00147,正得里,臺北市中山區中山北路一段33巷15、15之1號,"25.048331,121.523587",1,"102 ",中山分局,
中山區,WMA00148,正得里,臺北市中山區中山北路一段33巷2號,"25.048781,121.521523",1,"100 ",中山分局,
中山區,WMA00149,正得里,臺北市中山區中山北路一段33巷22、24號,"25.048331,121.523587",1,"145 ",中山分局,
中山區,WMA00150,正得里,臺北市中山區中山北路一段33巷28號,"25.048615,121.522364",1,"86 ",中山分局,
中山區,WMA00152,正得里,臺北市中山區中山北路一段33巷3號,"25.048839,121.521643",1,"65 ",中山分局,
中山區,WMA00155,正得里,臺北市中山區中山北路一段33巷36、36之1號,"25.048331,121.523587",1,"106 ",中山分局,
中山區,WMA00158,正得里,臺北市中山區中山北路一段33巷7、7之1號,"25.048331,121.523587",1,"565 ",中山分局,
中山區,WMA00159,正得里,臺北市中山區中山北路一段33巷20弄3號,"25.048473,121.522192",1,"34 ",中山分局,
中山區,WMA00160,正得里,臺北市中山區中山北路一段53巷12號,"25.049108,121.522279",1,"232 ",中山分局,
中山區,WMA00163,正得里,臺北市中山區中山北路一段53巷4號,"25.049212,121.521905",1,"61 ",中山分局,
中山區,WMA00472,正得里,臺北市中山區天津街16號,"25.048401,121.52243",1,"46 ",中山分局,
中山區,WMA00473,正得里,臺北市中山區天津街21號,"25.048444,121.522626",1,"210 ",中山分局,
中山區,WMA03841,正得里,臺北市中山區長安東路一段4號,"25.049602,121.522124",1,"159 ",中山分局,
中山區,WMA03022,正得里,臺北市中山區中山北路一段7-11號,"25.048372,121.521126",1,"756 ",中山分局,
中山區,WMA03093,正得里,臺北市中山區中山北路一段53巷3、3之1號,"25.048677,121.523987",2,"386 ",中山分局,
中山區,WMA03356,正得里,臺北市中山區中山北路一段5巷9弄10-16號,"25.048214,121.52355",4,"1558 ",中山分局,
中山區,WMA03505,正得里,臺北市中山區中山北路一段53巷8號,"25.049074,121.522161",1,"1188 ",中山分局,
中山區,WMA00173,正得里,臺北市中山區中山北路一段83巷6號,"25.050324,121.522516",1,"174 ",中山分局,
中山區,WMA00478,正得里,臺北市中山區天津街50、52號,"25.051411,121.523287",1,"246 ",中山分局,
中山區,WMA00479,正得里,臺北市中山區天津街56號-56號之20,"25.050519,121.523004",1,"2336 ",中山分局,
中山區,WMA00482,正得里,臺北市中山區天津街66號,"25.051364,121.523274",1,"400 ",中山分局,
中山區,WMA00483,正得里,臺北市中山區天津街68號,"25.051411,121.523287",1,"301 ",中山分局,
中山區,WMA01662,正得里,臺北市中山區長安東路一段11巷4號,"25.050111,121.522634",1,"18 ",中山分局,
中山區,WMA03049,正得里,臺北市中山區中山北路一段135巷6、8號,"25.051117,121.524984",1,"402 ",中山分局,
中山區,WMA03139,正得里,臺北市中山區長安東路一段13號,"25.049704,121.522647",1,"165 ",中山分局,
中山區,WMA03175,正得里,臺北市中山區中山北路一段105巷3-3之3號,"25.050924,121.522754",1,"416 ",中山分局,
中山區,WMA03827,正得里,臺北市中山區中山北路一段123號,"25.050823,121.521846",1,"744 ",中山分局,
中山區,WMA03791,正得里,臺北市中山區中山北路一段109號,"25.051065,121.522425",1,"1292 ",中山分局,
中山區,WMA00151,正得里,臺北市中山區中山北路一段33巷29號,"25.048538,121.523144",1,"44 ",中山分局,
中山區,WMA00153,正得里,臺北市中山區中山北路一段33巷31號,"25.048507,121.523225",1,"74 ",中山分局,
中山區,WMA00154,正得里,臺北市中山區中山北路一段33巷35、35之1號,"25.048331,121.523587",1,"97 ",中山分局,
中山區,WMA00156,正得里,臺北市中山區中山北路一段33巷39-41號,"25.048456,121.523709",1,"498 ",中山分局,
中山區,WMA00157,正得里,臺北市中山區中山北路一段33巷43、43之1號,"25.048331,121.523587",1,"296 ",中山分局,
中山區,WMA00161,正得里,臺北市中山區中山北路一段53巷20、20之1號,"25.048677,121.523987",1,"533 ",中山分局,
中山區,WMA00162,正得里,臺北市中山區中山北路一段53巷24號,"25.048843,121.52339",1,"265 ",中山分局,
中山區,WMA00168,正得里,臺北市中山區中山北路一段83巷16之1-16之4號,"25.050144,121.523308",1、2,"376 ",中山分局,
中山區,WMA00170,正得里,臺北市中山區中山北路一段83巷18號,"25.050059,121.523518",1,"297 ",中山分局,
中山區,WMA00171,正得里,臺北市中山區中山北路一段83巷20號,"25.049987,121.523674",1,"470 ",中山分局,
中山區,WMA00172,正得里,臺北市中山區中山北路一段83巷22、24號,"25.049634,121.524339",1,"725 ",中山分局,
中山區,WMA00474,正得里,臺北市中山區天津街35之1號,"25.049135,121.522831",1,"37 ",中山分局,
中山區,WMA00475,正得里,臺北市中山區天津街37號,"25.049779,121.522989",1,"261 ",中山分局,
中山區,WMA00475,正得里,臺北市中山區天津街39號之1,"25.049855,121.523011",1,"261 ",中山分局,
中山區,WMA00476,正得里,臺北市中山區天津街45號,"25.049947,121.523238",1,"193 ",中山分局,
中山區,WMA00476,正得里,臺北市中山區天津街45之1號,"25.049928,121.523319",1,"193 ",中山分局,
中山區,WMA00477,正得里,臺北市中山區天津街47號,"25.050122,121.523092",1,"170 ",中山分局,
中山區,WMA01283,正得里,臺北市中山區林森北路50-56號,"25.048344,121.524201",2,"852 ",中山分局,
中山區,WMA01645,正得里,臺北市中山區長安東路一段12之2號,"25.049364,121.523183",1,"52 ",中山分局,
中山區,WMA01646,正得里,臺北市中山區長安東路一段16號,"25.049313,121.523401",2,"930 ",中山分局,
中山區,WMA01647,正得里,臺北市中山區長安東路一段18號,"25.049246,121.523675",3,"3229 ",中山分局,
中山區,WMA01648,正得里,臺北市中山區長安東路一段19號,"25.049633,121.522983",2,"160 ",中山分局,
中山區,WMA01649,正得里,臺北市中山區長安東路一段21號,"25.04959,121.523163",1,"420 ",中山分局,
中山區,WMA01650,正得里,臺北市中山區長安東路一段23號-23號之6,"25.049447,121.523775",1、2,"1301 ",中山分局,
中山區,WMA03130,正得里,臺北市中山區中山北路一段53巷28號,"25.048731,121.523822",1,"277 ",中山分局,
中山區,WMA03174,正得里,臺北市中山區中山北路一段53巷24之1號,"25.048808,121.523337",1,"229 ",中山分局,
中山區,WMA03198,正得里,臺北市中山區中山北路一段53巷22號,"25.048845,121.523148",2,"477 ",中山分局,
中山區,WMA03489,正得里,臺北市中山區長安東路一段20號,"25.049178,121.523948",1,"421 ",中山分局,
中山區,WMA03542,正得里,臺北市中山區中山北路一段53巷26號,"25.048821,121.523597",1,"574 ",中山分局,
中山區,WMA00105,正得里,臺北市中山區中山北路一段105巷10號,"25.050637,121.523493",1,"358 ",中山分局,
中山區,WMA00106,正得里,臺北市中山區中山北路一段105巷12號之5，6,"25.050523,121.523905",1,"193 ",中山分局,
中山區,WMA00107,正得里,臺北市中山區中山北路一段105巷15號,"25.050726,121.523565",1,"284 ",中山分局,
中山區,WMA00108,正得里,臺北市中山區中山北路一段105巷16、16之1號,"25.050487,121.524584",1,"580 ",中山分局,
中山區,WMA00109,正得里,臺北市中山區中山北路一段105巷18號,"25.050402,121.524456",1,"130 ",中山分局,
中山區,WMA00110,正得里,臺北市中山區中山北路一段105巷18之1號,"25.050388,121.524516",1,"434 ",中山分局,
中山區,WMA00111,正得里,臺北市中山區中山北路一段105巷20、22號,"25.050487,121.524584",1,"570 ",中山分局,
中山區,WMA00112,正得里,臺北市中山區中山北路一段105巷21號之5,"25.050743,121.524193",2,"428 ",中山分局,
中山區,WMA00113,正得里,臺北市中山區中山北路一段105巷23號,"25.050554,121.524306",2,"574 ",中山分局,
中山區,WMA00114,正得里,臺北市中山區中山北路一段121巷22號,"25.051006,121.523719",1,"172 ",中山分局,
中山區,WMA00115,正得里,臺北市中山區中山北路一段121巷29號,"25.050927,121.52448",1,"174 ",中山分局,
中山區,WMA00116,正得里,臺北市中山區中山北路一段121巷31號,"25.050908,121.524567",1,"108 ",中山分局,
中山區,WMA00117,正得里,臺北市中山區中山北路一段121巷33號,"25.05092,121.524721",1,"201 ",中山分局,
中山區,WMA00118,正得里,臺北市中山區中山北路一段121巷34號,"25.050853,121.52445",1,"69 ",中山分局,
中山區,WMA00119,正得里,臺北市中山區中山北路一段121巷38、40號,"25.05078,121.524745",1,"191 ",中山分局,
中山區,WMA00120,正得里,臺北市中山區中山北路一段121巷9之1號,"25.051155,121.523529",1,"62 ",中山分局,
中山區,WMA00134,正得里,臺北市中山區中山北路一段135巷30號,"25.051297,121.524223",1,"60 ",中山分局,
中山區,WMA00135,正得里,臺北市中山區中山北路一段135巷32號,"25.05128,121.524292",1,"141 ",中山分局,
中山區,WMA00166,正得里,臺北市中山區中山北路一段83巷13號之3,"25.050018,121.524215",1、2,"614 ",中山分局,
中山區,WMA00174,正得里,臺北市中山區中山北路一段83巷9、9之1號,"25.049634,121.524339",1,"1206 ",中山分局,
中山區,WMA00174,正得里,臺北市中山區中山北路一段83巷7號,"25.050283,121.523189",1,"607 ",中山分局,
中山區,WMA00480,正得里,臺北市中山區天津街57號,"25.051034,121.523347",2,"252 ",中山分局,
中山區,WMA00481,正得里,臺北市中山區天津街61、61之1號,"25.051411,121.523287",1,"94 ",中山分局,
中山區,WMA03097,正得里,臺北市中山區中山北路一段121巷26號,"25.050954,121.523962",1,"154 ",中山分局,
中山區,WMA03435,正得里,臺北市中山區中山北路一段121巷27號,"25.051024,121.524294",2,"482 ",中山分局,
中山區,WMA03787,正得里,臺北市中山區中山北路一段105巷12號,"25.050576,121.523653",1,"628 ",中山分局,
中山區,WMA03675,正得里,臺北市中山區中山北路一段121巷17號,"25.051079,121.523951",1,"258 ",中山分局,
中山區,WMA03842,正得里,臺北市中山區中山北路一段135巷39號,"25.051252,121.524798",1,"368 ",中山分局,
中山區,WMA00133,正得里,臺北市中山區中山北路一段135巷21號,"25.051466,121.523827",1,"265 ",中山分局,
中山區,WMA01257,正得里,臺北市中山區林森北路102、104號,"25.068172,121.525895",1,"285 ",中山分局,
中山區,WMA01259,正得里,臺北市中山區林森北路110號,"25.051006,121.524975",1,"152 ",中山分局,
中山區,WMA01259,正得里,臺北市中山區林森北路112號,"25.051051,121.524987",1,"152 ",中山分局,
中山區,WMA01261,正得里,臺北市中山區林森北路126-136號,"25.051216,121.52503",1,"450 ",中山分局,
中山區,WMA01304,正得里,臺北市中山區林森北路96-96之8號,"25.049949,121.524673",1,"570 ",中山分局,
中山區,WMA01329,正得里,臺北市中山區林森北路138巷12號,"25.05153,121.524765",1,"137 ",中山分局,
中山區,WMA01330,正得里,臺北市中山區林森北路138巷13號,"25.051589,121.524882",1,"73 ",中山分局,
中山區,WMA01338,正得里,臺北市中山區林森北路138巷15號,"25.0516,121.524767",1,"136 ",中山分局,
中山區,WMA01339,正得里,臺北市中山區林森北路138巷32號,"25.051649,121.524254",1,"76 ",中山分局,
中山區,WMA01389,正得里,臺北市中山區林森北路100號,"25.050484,121.524821",2,"789 ",中山分局,
中山區,WMA01389,正得里,臺北市中山區中山北路一段105巷25號,"25.050487,121.524584",2,"789 ",中山分局,
中山區,WMA01810,正得里,臺北市中山區南京東路一段2-6號之1號,"25.052029,121.522919",2,"606 ",中山分局,
中山區,WMA01812,正得里,臺北市中山區南京東路一段34號,"25.051985,121.523843",1,"112 ",中山分局,
中山區,WMA01813,正得里,臺北市中山區南京東路一段46號,"25.05196,121.52443",2,"520 ",中山分局,
中山區,WMA03068,正得里,臺北市中山區南京東路一段66號,"25.051932,121.52508",4,"688 ",中山分局,
中山區,WMA03131,正得里,臺北市中山區南京東路一段60-62之1號,"25.051938,121.524928",1,"421 ",中山分局,
中山區,WMA03450,正得里,臺北市中山區林森北路138巷38號,"25.051656,121.524071",1,"245 ",中山分局,
中山區,WMA03514,正得里,臺北市中山區林森北路80號,"25.049761,121.524604",3,"2038 ",中山分局,
中山區,WMA03869,正得里,臺北市中山區中山北路一段53巷23號,"25.048922,121.523824",2,"272 ",中山分局,
中山區,WMA03874,正得裡,臺北市中山區天津街46號,"25.049960883886186,121.52287708410893",1,"1058 ",中山分局,
中山區,WMA01344,正義里,臺北市中山區林森北路159巷30、32號,"25.051456,121.527019",1,"182 ",中山分局,
中山區,WMA01345,正義里,臺北市中山區林森北路159巷38號,"25.051476,121.526425",1,"68 ",中山分局,
中山區,WMA01390,正義里,臺北市中山區南京東路一段132巷29號,"25.050841,121.527043",1,"276 ",中山分局,
中山區,WMA01809,正義里,臺北市中山區南京東路一段120號,"25.051904,121.526726",3,"497 ",中山分局,
中山區,WMA01814,正義里,臺北市中山區南京東路一段86號,"25.051918,121.525617",1,"570 ",中山分局,
中山區,WMA01815,正義里,臺北市中山區南京東路一段92號,"25.051912,121.526011",1,"288 ",中山分局,
中山區,WMA01820,正義里,臺北市中山區南京東路一段132巷11、13號,"25.050511,121.52696",1,"330 ",中山分局,
中山區,WMA01821,正義里,臺北市中山區南京東路一段132巷15號,"25.051282,121.527165",1,"234 ",中山分局,
中山區,WMA01822,正義里,臺北市中山區南京東路一段132巷21號、23號,"25.05111,121.527131",1,"350 ",中山分局,
中山區,WMA01823,正義里,臺北市中山區南京東路一段132巷28號及28號之3,"25.050198,121.526712",2,"65 ",中山分局,
中山區,WMA01824,正義里,臺北市中山區南京東路一段132巷31-37號,"25.050623,121.526991",1,"190 ",中山分局,
中山區,WMA01825,正義里,臺北市中山區南京東路一段132巷6號,"25.0515,121.527107",1,"117 ",中山分局,
中山區,WMA01826,正義里,臺北市中山區南京東路一段132巷8-14號,"25.051331,121.527032",1,"589 ",中山分局,
中山區,WMA03209,正義里,臺北市中山區南京東路一段132巷11-13號,"25.051376,121.527261",1,"265 ",中山分局,
中山區,WMA03448,正義里,臺北市中山區南京東路一段132巷11-13號,"25.051376,121.527261",1,"793 ",中山分局,
中山區,WMA03753,正義里,臺北市中山區南京東路一段108號,"25.051894,121.526438",1,"1396 ",中山分局,
中山區,WMA01262,正義里,臺北市中山區林森北路131號,"25.051019,121.525206",1,"274 ",中山分局,
中山區,WMA01263,正義里,臺北市中山區林森北路147號-149號之3,"25.05148,121.525335",1,"246 ",中山分局,
中山區,WMA01326,正義里,臺北市中山區林森北路133巷16號,"25.050906,121.525825",1,"40 ",中山分局,
中山區,WMA01340,正義里,臺北市中山區林森北路145巷10、16號,"25.051054,121.526737",1,"100 ",中山分局,
