電腦編號,建築物名稱,里別,緯度,經度,避難樓層,容量,轄管分局,備註
EVW10022,華通電腦公司,新莊里,25.025779,121.241954,B1,400.0,蘆竹分局,
EVW10023,華通電腦公司,新莊里,25.025779,121.241954,B1,250.0,蘆竹分局,
EVW10024,華通電腦公司,新莊里,25.024588,121.240881,B1,932.0,蘆竹分局,
EVW10025,華通電腦公司,新莊里,25.02417,121.243467,B1,44.0,蘆竹分局,
EVW10026,私人住宅,新莊里,25.023361,121.244746,B1,55.0,蘆竹分局,
EVW10027,私人住宅,大竹里,25.023247,121.255208,B1,446.0,蘆竹分局,
EVW10033,台北合眾汽車工廠,中福里,24.992956,121.266981,B1,41.0,蘆竹分局,
EVW10036,好鮮公司,中福里,24.99022,121.267414,B1,60.0,蘆竹分局,
EVW10050,詰合公司,新興里,25.01765,121.26774,B1,35.0,蘆竹分局,
EVW10053,華通電腦公司,新莊里,25.024588,121.240881,B1,1431.0,蘆竹分局,
EVW10055,開南大學,新興里,25.010781,121.271561,B1,5070.0,蘆竹分局,
EVW10056,元昌臻園社區,上竹里,25.024675,121.263189,B1,594.0,蘆竹分局,
EVW10057,益萊工業公司,新興里,25.009014,121.270965,B1,96.0,蘆竹分局,
EVW10059,華通電腦公司,新莊里,25.024588,121.240881,B1,784.0,蘆竹分局,
EVW10060,哲偉工業公司,新興里,25.01549,121.265334,B1,647.0,蘆竹分局,
EVW10062,華通電腦公司,新莊里,25.025779,121.241954,B1,1826.0,蘆竹分局,
EVW10063,諾貝爾社區,上竹里,25.019949,121.266597,B1,1371.0,蘆竹分局,
EVW10064,哲固資訊科技公司,新莊里,25.021988,121.25181,B1,143.0,蘆竹分局,
EVW10065,黎豐電子公司,新莊里,25.022262,121.251848,B1,1248.0,蘆竹分局,
EVW10066,大竹國小,大竹里,25.024664,121.258589,B1,414.0,蘆竹分局,
EVW10067,玫瑰庭園社區,大竹里,25.024455,121.253552,B1,123.0,蘆竹分局,
EVW10068,開南大學,新興里,25.010781,121.271561,B1,1638.0,蘆竹分局,
EVW10069,開南大學,新興里,25.010781,121.271561,B1,963.0,蘆竹分局,
EVW10070,瓦特汽車材料製造公司,中福里,24.99114,121.265336,B1,510.0,蘆竹分局,
EVW10071,私人住宅,大竹里,25.023828,121.259259,B1,124.0,蘆竹分局,
EVW10072,大竹國中,大竹里,25.023,121.25838,B1,608.0,蘆竹分局,
EVW10073,四季Villa社區,中興里,25.018595,121.257791,B1,1077.0,蘆竹分局,
EVW10074,音悅桂冠社區,中興里,25.017761,121.259159,B1,1544.0,蘆竹分局,
EVW10075,龍安國小,新興里,24.991085,121.273167,B1,1262.0,蘆竹分局,
EVW10076,大築A+社區,中興里,25.017963,121.259876,B1,2766.0,蘆竹分局,
EVW10077,大華國小,宏竹里,25.039256,121.254247,B1,414.0,蘆竹分局,
EVW10078,龍安國小,新興里,24.991085,121.273167,B1,2021.0,蘆竹分局,
EVW10079,宜誠湖水岸社區,上竹里,25.018592,121.26815,B1,1534.0,蘆竹分局,
EVW10080,星光麗緻社區,上興里,25.018663,121.259994,B1,4391.0,蘆竹分局,
EVW10081,開南大學,新興里,25.010781,121.271561,B1,1696.0,蘆竹分局,
EVW10082,開南金磚社區,新興里,25.00916,121.27047,B1,642.0,蘆竹分局,
EVW10083,宜誠領袖會館社區,上興里,25.018267,121.260312,B1,2806.0,蘆竹分局,
EVW10084,漢豐御品苑社區,上興里,25.020156,121.262808,B1,955.0,蘆竹分局,
EVW10085,群英會館社區,上興里,25.015732,121.26369,B1,1710.0,蘆竹分局,
EVW10086,楓丹白露社區,新莊里,25.021435,121.254952,B1,1276.0,蘆竹分局,
EVW10087,青川之丘社區,大竹里,25.020731,121.256429,B1,703.0,蘆竹分局,
EVW10088,唯美社區,中福里,25.00909,121.255403,B1,662.0,蘆竹分局,
EVW10089,寶欣美廈社區,大竹里,25.024107,121.253283,B1,873.0,蘆竹分局,
EVW10090,私人住宅,中興里,25.018335,121.257159,B1,349.0,蘆竹分局,
EVW10091,文藝復興社區,大竹里,25.02478,121.25266,B1,929.0,蘆竹分局,
EVW10092,巴黎情歌社區,新莊里,25.02053,121.255287,B1,1703.0,蘆竹分局,
EVW10093,韋瓦第社區,中興里,25.017782,121.257695,B1,1086.0,蘆竹分局,
EVW10094,中麗璞遇社區,上竹里,25.022953,121.262749,B1,403.0,蘆竹分局,
EVW10095,築拾居社區,中興里,25.016652,121.258244,B1,520.0,蘆竹分局,
EVW10096,宜誠國玥社區,中興里,25.014704,121.259832,B1,2213.0,蘆竹分局,
EVW10097,寓上春樹社區,大竹里,25.020727,121.256047,B1,729.0,蘆竹分局,
EVW10098,群耀V1社區,大竹里,25.021521,121.25702,B1,1721.0,蘆竹分局,
EVW10099,領秀社區,大竹里,25.02351,121.253861,B1,676.0,蘆竹分局,
EVW10100,雲邦社區,中福里,25.002713,121.25806,B1,1950.0,蘆竹分局,
EVW10101,徐薇英文大樓,上竹里,25.023779,121.260769,B1,209.0,蘆竹分局,
EVW10102,福倉湖碩社區,中興里,25.020479,121.258812,B1,1342.0,蘆竹分局,
EVW10103,寶欣樂GO社區,大竹里,25.024792,121.254108,B1,1578.0,蘆竹分局,
EVW10104,卓悅心澄社區,上竹里,25.020772,121.266329,B1,407.0,蘆竹分局,
EVW10105,私人住宅,中興里,25.016957,121.259376,B1,277.0,蘆竹分局,
EVW10106,金格食品觀光工廠,宏竹里,25.031762,121.253417,B1,1621.0,蘆竹分局,
EVW10107,宇志物業,新興里,25.008671,121.271714,B1,935.0,蘆竹分局,
EVW10108,美居大樓,中福里,25.016003,121.25181,B1,1106.0,蘆竹分局,
EVW10109,曉知青社區,新興里,24.990615,121.274677,B1,1073.0,蘆竹分局,
EVW10110,達見綜合工業股份有限公司,新莊里,25.023361,121.244746,B1,407.0,蘆竹分局,
EVW10111,鐮裕實業公司,中福里,24.990898,121.266308,B1,2221.0,蘆竹分局,
EVW10112,中麗璞聚社區,新莊里,25.020931,121.254684,B1,376.0,蘆竹分局,
EVW10113,興仁市民活動中心,中興里,25.014284,121.262019,B1,890.0,蘆竹分局,
EVW10114,豐郡大景社區,中興里,25.017112,121.257382,B1、B2、B3,861.0,蘆竹分局,
EVW10115,宜賈金屬公司,新興里,24.993624,121.273775,B1、B2,713.0,蘆竹分局,
EVW10116,蘆竹2號社會注宅,大竹里,25.02497,121.25734,B1,3709.0,蘆竹分局,
EVW10117,金剛禪寺,新興里,25.0111682,121.2755828,B1,2675.0,蘆竹分局,
EVW10118,傳佳建設股份有限公司,上興里,25.0204995,121.2625366,B1,1058.0,蘆竹分局,
EVW10119,寶國建築經理股份有限公司,新莊里,25.0204341,121.2545188,B1,851.0,蘆竹分局,
EVW10120,蘆竹1號社會注宅,大竹里,25.0216471,121.255805,B1,1078.0,蘆竹分局,
EVW10121,寶欣建設社區,上興里,25.0143525,121.2611905,B1,1182.0,蘆竹分局,
EVW10122,泓瑞建設股份有限公司,大竹里,25.02417,121.257593,B1,1927.0,蘆竹分局,
EVW10123,中麗碧波社區,上興里,25.019974,121.261645,B1,908.0,蘆竹分局,
EVZ10001,大聯邦社區,福昌里,25.039718,121.292109,B1,135.0,蘆竹分局,
EVZ10002,台北新領空社區,南興里,25.041937,121.291109,B1,2731.0,蘆竹分局,
EVZ10003,國際富市社區,福昌里,25.03947,121.29258,B1,152.0,蘆竹分局,
EVZ10004,萬昌富貴社區,福昌里　,25.039597,121.292277,B1,1766.0,蘆竹分局,
EVZ10005,大聯邦社區,正興里,25.039657,121.288081,B1、B2,3455.0,蘆竹分局,
EVZ10006,台北領航家社區,順興里,25.042452,121.286893,B3,2502.0,蘆竹分局,
EVZ10007,萬昌富貴社區,福昌里,25.03923,121.292823,B1,235.0,蘆竹分局,
EVZ10008,全聯,南興里,25.040068,121.292815,B1,450.0,蘆竹分局,
EVZ10009,大聯邦社區,南興里,25.040236,121.291642,B1、B2,903.0,蘆竹分局,
EVZ10010,大聯邦社區,順興里,25.042092,121.287653,B1、B2,949.0,蘆竹分局,
EVZ10011,大聯邦社區,正興里,25.039992,121.287415,B1、B2,6858.0,蘆竹分局,
EVZ10012,星馳市社區,福昌里,25.039925,121.290175,B1,6791.0,蘆竹分局,
EVZ10019,木材工廠,蘆竹里,25.048261,121.266318,B2,362.0,蘆竹分局,
EVZ10024,環太企業公司,蘆竹里,25.05584,121.27221,B3,318.0,蘆竹分局,
EVZ10025,昇捷林園,正興里,25.040551,121.286456,B4,2163.0,蘆竹分局,
EVZ10026,星光市社區,福昌里,25.040334,121.29079,B5,4933.0,蘆竹分局,
EVZ10027,風車的故鄉社區,福昌里,25.038443,121.290954,B1、B2,2711.0,蘆竹分局,
EVZ10028,新傳凱悅社區,南興里,25.041736,121.288832,B1,1378.0,蘆竹分局,
EVZ10029,星河社區,南興里,25.04145,121.291991,B1、B2、B3,5995.0,蘆竹分局,
EVZ10030,新傳凱悅社區,順興里,25.041677,121.288462,B1,2774.0,蘆竹分局,
EVZ10031,龍天下社區,正興里,25.040198,121.285349,B1,679.0,蘆竹分局,
EVZ10032,麗寶經典社區,福興里,25.038363,121.290494,B1,4959.0,蘆竹分局,
EVZ10033,威尼斯社區,福昌里,25.03883,121.290233,B1,1228.0,蘆竹分局,
EVZ10034,微風生活社區,正興里,25.041014,121.285645,B1、B2,4190.0,蘆竹分局,
EVZ10035,爵士堡社區,福昌里,25.039259,121.290038,B1,2326.0,蘆竹分局,
EVZ10036,昇捷荷堂社區,正興里　,25.040341,121.286799,B1、B2,5291.0,蘆竹分局,
EVZ10037,鳳祥社區,正興里,25.040036,121.285624,B1,722.0,蘆竹分局,
EVZ10038,帝景龍禧社區,正興里,25.040873,121.28588,B1,2208.0,蘆竹分局,
EVZ10039,國家學院社區,南興里,25.042126,121.290509,B1,1313.0,蘆竹分局,
EVZ10040,夢想家社區,福昌里,25.038356,121.29107,B1、B2,1068.0,蘆竹分局,
EVZ10041,夢想家社區,福昌里,25.038242,121.291331,B1、B2,724.0,蘆竹分局,
EVZ10042,私人住宅,蘆竹里,25.058759,121.26823,B1,2356.0,蘆竹分局,
EVZ10043,都會風閣社區,福興里,25.039096,121.289069,B1,2953.0,蘆竹分局,
EVZ10044,花都社區,福興里,25.038753,121.289711,B1,5111.0,蘆竹分局,
EVZ10045,時尚風閣社區,順興里,25.041067,121.286004,B1,2920.0,蘆竹分局,
EVZ10046,宜誠皇家社區,福昌里,25.037668,121.291923,B1,820.0,蘆竹分局,
EVZ10047,公寓(無名稱),福昌里,25.039055,121.289924,B1,390.0,蘆竹分局,
EVZ10048,香榭尊堤社區,南興里,25.042401,121.287687,B1,3393.0,蘆竹分局,
EVZ10049,公寓(無名稱),福昌里,25.039356,121.291169,B1,184.0,蘆竹分局,
EVZ10050,樸實賞社區,福昌里,25.038108,121.292559,B1,1966.0,蘆竹分局,
EVZ10051,私人住宅,蘆竹里,25.05519,121.269566,B1,230.0,蘆竹分局,
EVZ10052,香榭尊堤社區,南興里,25.042307,121.287859,B1,3058.0,蘆竹分局,
EVZ10054,新植物園社區,正興里,25.039456,121.286724,B1,1161.0,蘆竹分局,
EVZ10055,新台北華城社區,南興里,25.040358,121.293342,B1、B2,1716.0,蘆竹分局,
EVZ10056,橘園社區,福昌里,25.038461,121.292331,B1、B2,1546.0,蘆竹分局,
EVZ10057,涵園社區,福興里,25.037831,121.291392,B1,4345.0,蘆竹分局,
EVZ10058,悅園社區,福興里,25.037495,121.290434,B1,2167.0,蘆竹分局,
EVZ10059,昇恆昌公司,蘆竹里,25.055081,121.2767,B1,2606.0,蘆竹分局,
EVZ10060,明水苑社區,南興里,25.041629,121.290217,B1,7899.0,蘆竹分局,
EVZ10061,星晴天社區,南興里,25.037392,121.293372,B1,1952.0,蘆竹分局,
EVZ10062,創國精密股份有限公司,蘆竹里,25.058827,121.268619,B1,1440.0,蘆竹分局,
EVZ10063,鴻百科技公司,蘆竹里,25.057669,121.274396,B1,6248.0,蘆竹分局,
EVZ10064,宜誠新天地社區,順興里,25.041884,121.286033,B1,2439.0,蘆竹分局,
EVZ10065,龍德宮,富竹里,25.026872,121.277452,B1,712.0,蘆竹分局,
EVZ10066,龍德宮,富竹里,25.026872,121.277452,B1,487.0,蘆竹分局,
EVZ10067,震易股份有限公司,蘆竹里,25.05713,121.273838,B1,1100.0,蘆竹分局,
EVZ10068,光明國小,南興里,25.04059,121.29111,B1,1504.0,蘆竹分局,
EVZ10069,竹城玉川社區,南興里,25.04156,121.29014,B1,1009.0,蘆竹分局,
EVZ10070,合遠建設社區,富竹里,25.0286146,121.2627669,B1,2239.0,蘆竹分局,
EVZ10071,海喬建設社區,南興里,25.04385,121.28713,B1,627.0,蘆竹分局,
EVX10001,柏承科技公司,坑口里,25.096359,121.27257,B1,377.0,蘆竹分局,
EVX10003,陽興造機公司,坑口里,25.08954,121.27198,B1,408.0,蘆竹分局,
EVX10004,興航實業公司,坑口里,25.090204,121.276346,B1,154.0,蘆竹分局,
EVX10007,私人住宅,坑口里,25.092668,121.271705,B1,562.0,蘆竹分局,
EVX10010,逸風實業公司,山腳里,25.08403,121.29064,B1,35.0,蘆竹分局,
EVX10011,啟琳化工公司,坑口里,25.096854,121.269212,B1,66.0,蘆竹分局,
EVX10012,耿鼎企業公司,坑口里,25.107517,121.275876,B1,383.0,蘆竹分局,
EVX10013,台硝化工公司,坑口里,25.107876,121.275495,B1,155.0,蘆竹分局,
EVX10014,鴻來企業公司,坑口里,25.09745,121.26915,B1,667.0,蘆竹分局,
EVX10015,景陽製瓶工業公司,濱海里,25.117398,121.262546,B1,54.0,蘆竹分局,
EVX10018,廣明實業公司,海湖里,25.104077,121.258861,B1,86.0,蘆竹分局,
EVX10019,台灣佑能工具公司,濱海里,25.109234,121.260375,B1,400.0,蘆竹分局,
EVX10020,私人住宅,海湖里,25.10523,121.26455,B1,277.0,蘆竹分局,
EVX10021,桃園市肉品市場,外社里,25.083369,121.298105,B1,200.0,蘆竹分局,
EVX10022,聯邦染整公司,外社里,25.084734,121.294421,B1,184.0,蘆竹分局,
EVX10025,泰舜實業公司,坑口里,25.096243,121.272891,B1,197.0,蘆竹分局,
EVX10026,遠翔倉儲公司,濱海里,25.111906,121.260289,B1,690.0,蘆竹分局,
EVX10027,旭榮公司,海湖里,25.106635,121.258868,B1,4608.0,蘆竹分局,
EVX10029,台灣佑能工具公司,濱海里,25.109234,121.260375,B1,830.0,蘆竹分局,
EVX10030,相興機械廠,坑口里,25.095715,121.271421,B1,265.0,蘆竹分局,
EVX10032,華潔洗滌公司,坑口里,25.101903,121.269554,B1,362.0,蘆竹分局,
EVX10033,郵船通運公司,海湖里,25.107476,121.261013,B1,1866.0,蘆竹分局,
EVX10034,台通光電公司,坑口里,25.098375,121.272087,B1,898.0,蘆竹分局,
EVX10035,耿鼎企業公司,坑口里,25.107973,121.275797,B1,423.0,蘆竹分局,
EVX10036,澳亞飛航訓練中心,坑口里,25.093872,121.268243,B1,16.0,蘆竹分局,
EVX10037,南岩半導體公司,山腳里,25.085692,121.284493,B1,578.0,蘆竹分局,
EVX10038,日馳企業公司,海湖里,25.107191,121.260377,B1,1494.0,蘆竹分局,
EVX10039,長生電場,海湖里,,,B1,437.0,蘆竹分局,
EVX10040,旭富製藥公司,濱海里,25.113561,121.263322,B1,272.0,蘆竹分局,
EVX10041,台耀化學公司,坑口里,25.092784,121.277035,B1,208.0,蘆竹分局,
EVX10042,柏承科技公司,坑口里,25.096359,121.27257,B1,963.0,蘆竹分局,
EVX10043,日馳企業公司,海湖里,25.107191,121.260377,B1,976.0,蘆竹分局,
EVX10044,清泉電熱公司,外社里,25.081876,121.309036,B1,90.0,蘆竹分局,
EVX10045,閎基A11社區,坑口里,25.093098,121.267825,B1,742.0,蘆竹分局,
EVX10046,益睿科技公司,山腳里,25.089252,121.28564,B1,3959.0,蘆竹分局,
EVX10047,台耀化學公司,坑口里,25.092784,121.277035,B1,254.0,蘆竹分局,
EVX10048,木川褧浦,坑口里,25.094505,121.269487,B1,384.0,蘆竹分局,
EVX10049,台耀化學公司,坑口里,25.092784,121.277035,B1,211.0,蘆竹分局,
EVX10050,旭富製藥公司,海湖里,25.113561,121.263322,B1,428.0,蘆竹分局,
EVX10051,貝克漢旅館,濱海里,25.1097234,121.253821,B1,759.0,蘆竹分局,
