編號,地址,可容納人數,經度,緯度,里別,避難所在之地下樓層數,轄管分局
237.0,臺中市豐原區北陽里16鄰豐東路332號,17.0,"120.733288 ","24.251286 ",北陽里,1,豐原分局
238.0,臺中市豐原區北陽里16鄰豐東路328號,17.0,"120.733239 ","24.251210 ",北陽里,1,豐原分局
239.0,臺中市豐原區北陽里16鄰豐東路306號,13.0,"120.732954 ","24.250881 ",北陽里,1,豐原分局
240.0,臺中市豐原區北陽里16鄰豐東路308號,13.0,"120.733008 ","24.250931 ",北陽里,1,豐原分局
241.0,臺中市豐原區中陽里9鄰直興街9巷9號,30.0,"120.726115 ","24.250457 ",中陽里,1,豐原分局
242.0,臺中市豐原區中陽里10鄰中陽路113巷123號,26.0,"120.725328 ","24.250222 ",中陽里,1,豐原分局
243.0,臺中市豐原區中陽里10鄰中陽路113巷161號,48.0,"120.725307 ","24.250183 ",中陽里,1,豐原分局
244.0,臺中市豐原區中陽里10鄰自強街79號,112.0,"120.724940 ","24.249030 ",中陽里,1,豐原分局
245.0,臺中市豐原區中陽里8鄰自成街51號,265.0,"120.725671 ","24.251404 ",中陽里,1,豐原分局
246.0,臺中市豐原區中陽里23鄰向陽路269號,348.0,"120.728177 ","24.251353 ",中陽里,1,豐原分局
247.0,臺中市豐原區中陽里25鄰圓環東路581號,50.0,"120.727853 ","24.250060 ",中陽里,1,豐原分局
248.0,臺中市豐原區中陽里25鄰圓環東路679號,35.0,"120.728956 ","24.252051 ",中陽里,1,豐原分局
249.0,臺中市豐原區中陽里25鄰向陽路288號,52.0,"120.728016 ","24.251207 ",中陽里,1,豐原分局
250.0,臺中市豐原區中陽里23鄰圓環東路657號,128.0,"120.728724 ","24.251633 ",中陽里,1,豐原分局
251.0,臺中市豐原區中陽里18鄰圓環東路489號,80.0,"120.726793 ","24.248175 ",中陽里,1,豐原分局
252.0,臺中市豐原區南陽里15鄰圓環東路214號,208.0,"120.720406 ","24.243154 ",南陽里,1,豐原分局
253.0,臺中市豐原區中陽里17鄰圓環東路597號,34.0,"120.727988 ","24.250404 ",中陽里,1,豐原分局
254.0,臺中市豐原區南陽里19鄰永康路213巷177弄9號,1012.0,"120.726667 ","24.239225 ",南陽里,1,豐原分局
255.0,臺中市豐原區南陽里21鄰南陽路213號,27.0,"120.728685 ","24.244195 ",南陽里,1,豐原分局
256.0,臺中市豐原區南陽里22鄰安康路127號,27.0,"120.725838 ","24.243030 ",南陽里,1,豐原分局
257.0,臺中市豐原區南陽里22鄰安康路105號,37.0,"120.725894 ","24.242972 ",南陽里,1,豐原分局
258.0,臺中市豐原區南陽里22鄰安康路116號,30.0,"120.724146 ","24.242445 ",南陽里,1,豐原分局
259.0,臺中市豐原區南陽里22鄰安康路119號,13.0,"120.726125 ","24.242775 ",南陽里,1,豐原分局
260.0,臺中市豐原區南陽里21鄰南陽路243號,61.0,"120.727878 ","24.244675 ",南陽里,1,豐原分局
261.0,臺中市豐原區南陽里22鄰永康路122號,30.0,"120.726650 ","24.243666 ",南陽里,1,豐原分局
262.0,臺中市豐原區南陽里22鄰安康路107號,26.0,"120.725928 ","24.242947 ",南陽里,1,豐原分局
263.0,臺中市豐原區南陽里22鄰安康路109號,26.0,"120.725962 ","24.242913 ",南陽里,1,豐原分局
264.0,臺中市豐原區南陽里19鄰永康路213巷177弄31號,621.0,"120.726618 ","24.239643 ",南陽里,1,豐原分局
265.0,臺中市豐原區南陽里9鄰南陽新村185號,26.0,"120.726370 ","24.243569 ",南陽里,1,豐原分局
266.0,臺中市豐原區南陽里12鄰南陽路301巷12號,33.0,"120.726256 ","24.244935 ",南陽里,1,豐原分局
267.0,臺中市豐原區南陽里12鄰南陽路301巷18號,33.0,"120.726226 ","24.244807 ",南陽里,1,豐原分局
268.0,臺中市豐原區南陽里11鄰南陽路301巷36號,20.0,"120.725689 ","24.244019 ",南陽里,1,豐原分局
269.0,臺中市豐原區南陽里11鄰南陽路301巷24弄14號,28.0,"120.725391 ","24.244517 ",南陽里,1,豐原分局
270.0,臺中市豐原區南陽里12鄰南陽路309號,23.0,"120.726277 ","24.245597 ",南陽里,1,豐原分局
271.0,臺中市豐原區南陽里13鄰南陽路363號,37.0,"120.725247 ","24.246281 ",南陽里,1,豐原分局
272.0,臺中市豐原區南陽里13鄰南陽路315號,37.0,"120.726080 ","24.245714 ",南陽里,1,豐原分局
273.0,臺中市豐原區南陽里13鄰南陽路399號,47.0,"120.724627 ","24.246682 ",南陽里,1,豐原分局
274.0,臺中市豐原區南陽里13鄰南陽路403號,33.0,"120.724577 ","24.246722 ",南陽里,1,豐原分局
275.0,臺中市豐原區南陽里13鄰南陽路南陽市場2號,33.0,"120.724323 ","24.246894 ",南陽里,1,豐原分局
276.0,臺中市豐原區南陽里25鄰南陽路南陽市場4號,50.0,"120.724248 ","24.246946 ",南陽里,1,豐原分局
277.0,臺中市豐原區南陽里25鄰南陽路南陽市場5號,68.0,"120.724219 ","24.246963 ",南陽里,1,豐原分局
278.0,臺中市豐原區南陽里25鄰南陽路南陽市場6號,67.0,"120.724181 ","24.246988 ",南陽里,1,豐原分局
279.0,臺中市豐原區南陽里25鄰南陽路南陽市場7號,48.0,"120.724144 ","24.247015 ",南陽里,1,豐原分局
280.0,臺中市豐原區南陽里27鄰圓環東路195號,33.0,"120.720862 ","24.243476 ",南陽里,1,豐原分局
281.0,臺中市豐原區南陽里27鄰圓環東路213號,23.0,"120.721401 ","24.243608 ",南陽里,1,豐原分局
282.0,臺中市豐原區南陽里27鄰圓環東路227號,83.0,"120.721827 ","24.244022 ",南陽里,1,豐原分局
283.0,臺中市豐原區南陽里27鄰圓環東路269號,25.0,"120.722426 ","24.244185 ",南陽里,1,豐原分局
284.0,臺中市豐原區南陽里27鄰圓環東路271號,30.0,"120.722457 ","24.244205 ",南陽里,1,豐原分局
285.0,臺中市豐原區南陽里27鄰圓環東路273號,30.0,"120.722457 ","24.244205 ",南陽里,1,豐原分局
286.0,臺中市豐原區南陽里27鄰圓環東路275號,25.0,"120.722516 ","24.244242 ",南陽里,1,豐原分局
287.0,臺中市豐原區南陽里27鄰圓環東路277號,25.0,"120.722545 ","24.244261 ",南陽里,1,豐原分局
288.0,臺中市豐原區南陽里13鄰圓環東路347號,25.0,"120.724081 ","24.245190 ",南陽里,1,豐原分局
289.0,臺中市豐原區南陽里13鄰圓環東路349號,25.0,"120.724118 ","24.245213 ",南陽里,1,豐原分局
290.0,臺中市豐原區南陽里13鄰圓環東路389號,25.0,"120.725196 ","24.245885 ",南陽里,1,豐原分局
291.0,臺中市豐原區南陽里13鄰圓環東路391號,30.0,"120.725247 ","24.245918 ",南陽里,1,豐原分局
292.0,臺中市豐原區南陽里28鄰圓環東路281巷10號,22.0,"120.722444 ","24.244534 ",南陽里,1,豐原分局
293.0,臺中市豐原區南陽里28鄰圓環東路281巷14號,22.0,"120.722365 ","24.244575 ",南陽里,1,豐原分局
294.0,臺中市豐原區南陽里28鄰圓環東路281巷16號,22.0,"120.722328 ","24.244591 ",南陽里,1,豐原分局
295.0,臺中市豐原區南陽里28鄰圓環東路303號,30.0,"120.723142 ","24.244637 ",南陽里,1,豐原分局
296.0,臺中市豐原區南陽里11鄰南陽路301巷20號,33.0,"120.726101 ","24.244727 ",南陽里,1,豐原分局
297.0,臺中市豐原區南陽里12鄰圓環東路384號,45.0,"120.724551 ","24.245107 ",南陽里,1,豐原分局
298.0,臺中市豐原區南陽里12鄰圓環東路424號,43.0,"120.725268 ","24.245545 ",南陽里,1,豐原分局
299.0,臺中市豐原區南陽里12鄰圓環東路426號,43.0,"120.725303 ","24.245573 ",南陽里,1,豐原分局
300.0,臺中市豐原區南陽里12鄰圓環東路416號,36.0,"120.725095 ","24.245436 ",南陽里,1,豐原分局
301.0,臺中市豐原區南陽里12鄰圓環東路428號,110.0,"120.725357 ","24.245602 ",南陽里,1,豐原分局
302.0,臺中市豐原區北陽里11鄰豐東路160號,55.0,"120.730429 ","24.248532 ",北陽里,1,豐原分局
303.0,臺中市豐原區北陽里11鄰豐東路166號,61.0,"120.730560 ","24.248678 ",北陽里,1,豐原分局
304.0,臺中市豐原區北陽里11鄰豐東路200號,20.0,"120.731059 ","24.249276 ",北陽里,1,豐原分局
305.0,臺中市豐原區北陽里11鄰豐東路202號,21.0,"120.731092 ","24.249314 ",北陽里,1,豐原分局
306.0,臺中市豐原區北陽里11鄰豐東路220巷32弄8號,66.0,"120.732004 ","24.248964 ",北陽里,1,豐原分局
307.0,臺中市豐原區北陽里18鄰南陽路34-1號,31.0,"120.733045 ","24.241626 ",北陽里,1,豐原分局
308.0,臺中市豐原區北陽里20鄰南陽路綠山巷7弄22號,81.0,"120.733574 ","24.242764 ",北陽里,1,豐原分局
309.0,臺中市豐原區北陽里18鄰南陽路36號,38.0,"120.732952 ","24.241683 ",北陽里,1,豐原分局
310.0,臺中市豐原區北陽里20鄰南陽路綠山巷83號,1100.0,"120.736050 ","24.242274 ",北陽里,1,豐原分局
311.0,臺中市豐原區陽明里23鄰南陽路447號,4216.0,"120.723315 ","24.247603 ",陽明里,1,豐原分局
312.0,臺中市豐原區陽明里19鄰南陽路逸仙莊1號,466.0,"120.721452 ","24.248079 ",陽明里,1,豐原分局
313.0,臺中市豐原區陽明里8鄰南陽路547號,148.0,"120.720619 ","24.249247 ",陽明里,1,豐原分局
314.0,臺中市豐原區陽明里8鄰南陽路543號,140.0,"120.720708 ","24.249227 ",陽明里,1,豐原分局
315.0,臺中市豐原區陽明里8鄰南陽路545號,145.0,"120.720667 ","24.249241 ",陽明里,1,豐原分局
316.0,臺中市豐原區陽明里8鄰南陽路500號,25.0,"120.722012 ","24.247572 ",陽明里,1,豐原分局
317.0,臺中市豐原區陽明里8鄰南陽路539號,183.0,"120.720792 ","24.249212 ",陽明里,1,豐原分局
318.0,臺中市豐原區陽明里18鄰樂天街53巷30號,32.0,"120.719752 ","24.245729 ",陽明里,1,豐原分局
319.0,臺中市豐原區陽明里18鄰自強南街180巷3號,88.0,"120.720298 ","24.245042 ",陽明里,1,豐原分局
320.0,臺中市豐原區陽明里18鄰南陽路樂天新村18-5號,23.0,"120.733170 ","24.241071 ",陽明里,1,豐原分局
321.0,臺中市豐原區陽明里18鄰自強南街190號,33.0,"120.720183 ","24.244834 ",陽明里,1,豐原分局
322.0,臺中市豐原區陽明里18鄰自強南街191號,108.0,"120.720040 ","24.244698 ",陽明里,1,豐原分局
323.0,臺中市豐原區陽明里18鄰自強南街192號,108.0,"120.720151 ","24.244834 ",陽明里,1,豐原分局
324.0,臺中市豐原區北陽里8鄰圓環東路544號,94.0,"120.727134 ","24.248063 ",北陽里,1,豐原分局
325.0,臺中市豐原區北陽里8鄰圓環東路556號,61.0,"120.727262 ","24.248304 ",北陽里,1,豐原分局
326.0,臺中市豐原區北陽里8鄰中陽路222號,56.0,"120.728230 ","24.248797 ",北陽里,1,豐原分局
327.0,臺中市豐原區中陽里25鄰圓環東路643號,61.0,"120.728218 ","24.250720 ",中陽里,1,豐原分局
328.0,臺中市豐原區北陽里9鄰圓環東路672號,50.0,"120.728605 ","24.250720 ",北陽里,1,豐原分局
329.0,臺中市豐原區陽明里8鄰南陽路500號之1,33.0,"120.721088 ","24.249433 ",陽明里,1,豐原分局
330.0,臺中市豐原區北陽里8鄰豐東路75號,2327.0,"120.728977 ","24.247397 ",北陽里,1,豐原分局
331.0,臺中市豐原區南陽里4鄰南陽路190號,1077.0,"120.724388 ","24.246613 ",南陽里,1,豐原分局
332.0,臺中市豐原區北陽里7鄰豐東路120號,266.0,"120.729885 ","24.247617 ",北陽里,1,豐原分局
333.0,臺中市豐原區北陽里6鄰豐東路51號,27.0,"120.728680 ","24.245970 ",北陽里,1,豐原分局
334.0,臺中市豐原區北陽里6鄰豐東路23號,22.0,"120.728264 ","24.245414 ",北陽里,1,豐原分局
335.0,臺中市豐原區北陽里6鄰豐東路45號,26.0,"120.728523 ","24.245750 ",北陽里,1,豐原分局
336.0,臺中市豐原區北陽里6鄰豐東路1號,26.0,"120.727967 ","24.245049 ",北陽里,1,豐原分局
337.0,臺中市豐原區北陽里6鄰豐東路59號,26.0,"120.728872 ","24.246251 ",北陽里,1,豐原分局
338.0,臺中市豐原區北陽里6鄰豐東路61號,26.0,"120.728894 ","24.246285 ",北陽里,1,豐原分局
339.0,臺中市豐原區北陽里6鄰豐東路53號,26.0,"120.728779 ","24.246110 ",北陽里,1,豐原分局
340.0,臺中市豐原區北陽里7鄰豐東路34號,22.0,"120.728984 ","24.246062 ",北陽里,1,豐原分局
341.0,臺中市豐原區北陽里7鄰豐東路36號,22.0,"120.729010 ","24.246103 ",北陽里,1,豐原分局
342.0,臺中市豐原區北陽里6鄰豐東路57號,24.0,"120.728844 ","24.246207 ",北陽里,1,豐原分局
343.0,臺中市豐原區北陽里6鄰豐東路6號,27.0,"120.728176 ","24.244979 ",北陽里,1,豐原分局
344.0,臺中市豐原區北陽里7鄰豐東路6-1號,27.0,"120.728239 ","24.245036 ",北陽里,1,豐原分局
345.0,臺中市豐原區北陽里6鄰豐東路30號,22.0,"120.728938 ","24.245994 ",北陽里,1,豐原分局
346.0,臺中市豐原區北陽里7鄰豐東路32號,22.0,"120.728961 ","24.246027 ",北陽里,1,豐原分局
347.0,臺中市豐原區北陽里7鄰豐東路2號,26.0,"120.728112 ","24.244897 ",北陽里,1,豐原分局
348.0,臺中市豐原區北陽里7鄰豐東路12號,13.0,"120.728277 ","24.245111 ",北陽里,1,豐原分局
349.0,臺中市豐原區北陽里7鄰豐東路14號,20.0,"120.728307 ","24.245149 ",北陽里,1,豐原分局
350.0,臺中市豐原區北陽里7鄰豐東路46號,20.0,"120.729102 ","24.246257 ",北陽里,1,豐原分局
351.0,臺中市豐原區北陽里6鄰南陽路250號,27.0,"120.726832 ","24.245539 ",北陽里,1,豐原分局
352.0,臺中市豐原區北陽里6鄰南陽路202號,32.0,"120.728241 ","24.244713 ",北陽里,1,豐原分局
353.0,臺中市豐原區北陽里7鄰南陽路200號,32.0,"120.728281 ","24.244691 ",北陽里,1,豐原分局
354.0,臺中市豐原區北陽里7鄰南陽路204號,31.0,"120.728206 ","24.244734 ",北陽里,1,豐原分局
355.0,臺中市豐原區北陽里7鄰南陽路206號,31.0,"120.728168 ","24.244755 ",北陽里,1,豐原分局
356.0,臺中市豐原區北陽里7鄰南陽路208號,32.0,"120.728129 ","24.244778 ",北陽里,1,豐原分局
357.0,臺中市豐原區北陽里7鄰南陽路188號,27.0,"120.728564 ","24.244516 ",北陽里,1,豐原分局
358.0,臺中市豐原區北陽里7鄰南陽路186號,32.0,"120.728602 ","24.244491 ",北陽里,1,豐原分局
359.0,臺中市豐原區中陽里8鄰自成街49巷6號,365.0,120.725453,24.251561,中陽里,1,豐原分局
360.0,臺中市豐原區南陽里10鄰安康路100號,3008.0,"120.725195 ","24.242944 ",南陽里,1,豐原分局
361.0,臺中市豐原區陽明里23鄰南陽路515號,3058.0,"120.722452 ","24.242469 ",陽明里,2,豐原分局
362.0,臺中市豐原區中陽里5鄰南陽路440號,950.0,"120.723620 ","24.248674 ",中陽里,1,豐原分局
363.0,臺中市豐原區南陽里26鄰保康路56-1號,1730.0,"120.722452 ","24.242469 ",南陽里,1,豐原分局
364.0,臺中市豐原區北陽里1鄰圓環東路500號,162.0,"120.726589 ","24.247095 ",北陽里,1,豐原分局
365.0,臺中市豐原區南陽里10鄰安康路43號,1974.0,"120.724834 ","24.243811 ",南陽里,3,豐原分局
366.0,臺中市豐原區中陽里23鄰愛國街260號,426.0,"120.728350 ","24.252414 ",中陽里,3,豐原分局
367.0,臺中市豐原區中陽里12鄰自強街68號,96.0,"120.724894 ","24.248678 ",中陽里,1,豐原分局
368.0,臺中市豐原區北陽里13鄰豐原大道四段303巷10號,867.0,"120.735003 ","24.247089 ",北陽里,1,豐原分局
369.0,臺中市豐原區陽明里7鄰陽明街36號,9893.0,"120.720633 ","24.246865 ",陽明里,1,豐原分局
370.0,臺中市豐原區北陽里9鄰圓環東路662號,434.0,"120.728606 ","24.250603 ",北陽里,2,豐原分局
371.0,臺中市豐原區中陽里15鄰直興街2號,98.0,"120.726277 ","24.250258 ",中陽里,1,豐原分局
372.0,臺中市豐原區中陽里向陽路295號,53.0,120.729457,24.250828,中陽里,1,豐原分局
373.0,臺中市豐原區南陽里19鄰永康路211巷100號,1834.0,120.726411,24.240027,南陽里,2,豐原分局
374.0,臺中市豐原區南陽里12鄰安康路5號,2452.0,120.724026,24.244737,南陽里,1,豐原分局
375.0,臺中市豐原區中陽里5鄰惠陽街11號,159.0,120.722686,24.249164,中陽里,1,豐原分局
376.0,臺中市豐原區陽明里4鄰自強南街68號,140.0,120.722612,24.246481,陽明里,1,豐原分局
377.0,臺中市豐原區陽明4鄰陽明街86號,939.0,120.722196,24.246469,陽明里,2,豐原分局
378.0,臺中市豐原區中陽里8鄰向陽路230號,1064.0,120.726709,24.251815,中陽里,4,豐原分局
379.0,臺中市豐原區中陽里15鄰直興街36號,797.0,120.726527,24.250783,中陽里,3,豐原分局
380.0,臺中市豐原區中陽里4鄰豐陽路27號,444.0,"120.721918 ","24.249867 ",中陽里,1,豐原分局
381.0,臺中市神岡區社口里19鄰中山路412號,82.0,"120.688121 ","24.247479 ",社口里,1,豐原分局
382.0,臺中市神岡區大社里18鄰大漢街1巷24號,196.0,"120.697738 ","24.254066 ",大社里,1,豐原分局
383.0,臺中市神岡區三角里9鄰大富路112號,52.0,"120.693794 ","24.245370 ",三角里,1,豐原分局
384.0,臺中市神岡區社口里24鄰中山路614巷3號,732.0,"120.682297 ","24.247358 ",社口里,1,豐原分局
385.0,臺中市神岡區岸裡里3鄰岸裡二街12號,456.0,"120.698894 ","24.248049 ",岸裡里,1,豐原分局
386.0,臺中市神岡區社南里9鄰中山路667巷73號,80.0,"120.677544 ","24.247011 ",社南里,1,豐原分局
387.0,臺中市神岡區社南里9鄰中山路667巷28號,142.0,"120.677591 ","24.247814 ",社南里,1,豐原分局
388.0,臺中市神岡區社口里22鄰民權一街6號,63.0,"120.684420 ","24.246898 ",社口里,1,豐原分局
389.0,臺中市神岡區三角里9鄰大富路116號,322.0,"120.693650 ","24.245294 ",三角里,1,豐原分局
390.0,臺中市神岡區岸裡里7鄰大富路61巷3號,143.0,"120.695310 ","24.246521 ",岸裡里,1,豐原分局
391.0,臺中市神岡區三角里6鄰三社路52巷16號,86.0,"120.694222 ","24.237686 ",三角里,1,豐原分局
392.0,臺中市神岡區大社里21鄰大漢街1巷37號,192.0,"120.698029 ","24.254197 ",大社里,1,豐原分局
393.0,臺中市神岡區社口里29鄰中山路928號,2080.0,"120.677226 ","24.251446 ",社口里,1,豐原分局
394.0,臺中市神岡區社南里15鄰民生路145號,940.0,"120.675255 ","24.240842 ",社南里,1,豐原分局
395.0,臺中市神岡區社口里11鄰文昌街180號,780.0,"120.683331 ","24.249956 ",社口里,1,豐原分局
396.0,臺中市神岡區社南里20鄰社南街136號,849.0,120.686001,24.245036,社南里,1,豐原分局
397.0,臺中市神岡區社口里29鄰中山路986號,1025.0,"120.678188 ","24.249929 ",社口里,1,豐原分局
398.0,臺中市神岡區社南里14鄰中山路865號,407.0,"120.674640 ","24.252141 ",社南里,1,豐原分局
399.0,臺中市神岡區社口里12鄰文政街40巷19號,266.0,120.681027,24.248912,社口里,2,豐原分局
400.0,臺中市神岡區社南里3鄰昌平路五段313巷88號,786.0,120.683189,24.244401,社南里,1,豐原分局
401.0,臺中市神岡區大社里13鄰大漢街147巷50號,410.0,120.700422,24.253027,大社里,2,豐原分局
402.0,臺中市神岡區社南里4鄰社南街5巷15弄15號,375.0,"120.688298 ","24.246232 ",社南里,1,豐原分局
403.0,臺中市豐原區翁社里12鄰豐年路174號,31.0,"120.738962 ","24.265429 ",翁社里,1,豐原分局
404.0,臺中市豐原區南村里13鄰水源路599巷10號,18.0,"120.729311 ","24.254586 ",南村里,1,豐原分局
405.0,臺中市豐原區南村里13鄰水源路599巷8號,20.0,"120.729308 ","24.254629 ",南村里,1,豐原分局
406.0,臺中市豐原區南村里3鄰水源路387號,55.0,"120.734793 ","24.254971 ",南村里,1,豐原分局
407.0,臺中市豐原區南村里16鄰水源路404號,18.0,"120.735608 ","24.256146 ",南村里,1,豐原分局
408.0,臺中市豐原區南村里16鄰水源路402號,50.0,"120.735608 ","24.256146 ",南村里,1,豐原分局
409.0,臺中市豐原區南村里13鄰圓環東路803號,18.0,"120.729712 ","24.254849 ",南村里,1,豐原分局
410.0,臺中市豐原區南村里10鄰圓環東路820號,42.0,"120.730132 ","24.254116 ",南村里,1,豐原分局
411.0,臺中市豐原區南嵩里4鄰水源路95號,60.0,"120.742475 ","24.255118 ",南嵩里,1,豐原分局
412.0,臺中市豐原區南村里6鄰水源路465號,487.0,"120.734326 ","24.255237 ",南村里,1,豐原分局
413.0,臺中市豐原區南村里3鄰水源路395巷11號,95.0,"120.734316 ","24.255130 ",南村里,1,豐原分局
414.0,臺中市豐原區南田里10鄰南田街76號,72.0,"120.737683 ","24.259162 ",南田里,1,豐原分局
415.0,臺中市豐原區翁明里2鄰豐勢路一段192號,16.0,"120.725644 ","24.255029 ",翁明里,1,豐原分局
416.0,臺中市豐原區南村里15鄰豐勢路一段36號,15.0,"120.722909 ","24.252587 ",南村里,1,豐原分局
417.0,臺中市豐原區南村里5鄰圓環東路864號,83.0,"120.730051 ","24.255234 ",南村里,1,豐原分局
418.0,臺中市豐原區南村里5鄰圓環東路868號,20.0,"120.730011 ","24.255303 ",南村里,1,豐原分局
419.0,臺中市豐原區翁明里2鄰豐勢路一段167號,17.0,"120.724988 ","24.254883 ",翁明里,1,豐原分局
420.0,臺中市豐原區朴子里3鄰豐勢路二段915號,24.0,"120.753428 ","24.273268 ",朴子里,1,豐原分局
421.0,臺中市豐原區朴子里3鄰豐勢路二段916號,34.0,"120.758450 ","24.276045 ",朴子里,1,豐原分局
422.0,臺中市豐原區翁子里6鄰豐勢路二段94號,15.0,"120.736830 ","24.260718 ",翁子里,1,豐原分局
423.0,臺中市豐原區南村里9鄰豐勢路一段40號,15.0,"120.722983 ","24.252659 ",南村里,1,豐原分局
424.0,臺中市豐原區南村里9鄰豐勢路一段42號,15.0,"120.723012 ","24.252692 ",南村里,1,豐原分局
425.0,臺中市豐原區南村里9鄰豐勢路一段42之1號,15.0,"120.723048 ","24.252725 ",南村里,1,豐原分局
426.0,臺中市豐原區南村里9鄰豐勢路一段46號,15.0,"120.723069 ","24.252751 ",南村里,1,豐原分局
427.0,臺中市豐原區南村里9鄰豐勢路一段36號,15.0,"120.722909 ","24.252587 ",南村里,1,豐原分局
428.0,臺中市豐原區南村里9鄰豐勢路一段32號,15.0,"120.722871 ","24.252531 ",南村里,1,豐原分局
429.0,臺中市豐原區南嵩里4鄰水源路113號,51.0,"120.741926 ","24.255528 ",南嵩里,1,豐原分局
430.0,臺中市豐原區翁子里2鄰豐勢路二段690號,70.0,"120.750259 ","24.268998 ",翁子里,1,豐原分局
431.0,臺中市豐原區朴子里11鄰豐勢路二段1200巷6號,113.0,"120.759325 ","24.275699 ",朴子里,1,豐原分局
432.0,臺中市豐原區翁明里1鄰豐勢路一段120號,15.0,"120.725644 ","24.255029 ",翁明里,1,豐原分局
433.0,臺中市豐原區南村里14鄰文化街30號,1157.0,"120.728787 ","24.253722 ",南村里,2,豐原分局
434.0,臺中市豐原區南田里21鄰朝陽路33號之1,2186.0,"120.744958 ","24.262028 ",南田里,1,豐原分局
435.0,臺中市豐原區南村里8鄰直興街161號,629.0,"120.726884 ","24.254525 ",南村里,1,豐原分局
436.0,臺中市豐原區南田里21鄰朝陽路33號,1398.0,"120.744958 ","24.262028 ",南田里,1,豐原分局
437.0,臺中市豐原區翁明里10鄰直興街249號,1210.0,"120.725504 ","24.256938 ",翁明里,2,豐原分局
438.0,臺中市豐原區南村里3鄰水源路341號,1469.0,"120.738468 ","24.255682 ",南村里,1,豐原分局
439.0,臺中市豐原區南村里15鄰文村街21號,600.0,"120.725871 ","24.253832 ",南村里,3,豐原分局
440.0,臺中市豐原區翁明里3鄰豐勢路一段339號,1002.0,"120.728940 ","24.257139 ",翁明里,3,豐原分局
441.0,臺中市豐原區翁子里16鄰富陽路3號,2152.0,"120.744818 ","24.264476 ",翁子里,2,豐原分局
442.0,臺中市豐原區翁子里4鄰富陽路61之1號,525.0,"120.745475 ","24.263462 ",翁子里,1,豐原分局
443.0,臺中市豐原區南村里12鄰北陽路235號,415.0,"120.735678 ","24.251508 ",南村里,2,豐原分局
444.0,臺中市豐原區南村里6鄰水源路473巷8號,931.0,120.731784,24.253392,南村里,1,豐原分局
445.0,臺中市豐原區南嵩里4鄰水源路9巷67號,1041.0,120.743597,24.254145,南嵩里,1,豐原分局
446.0,臺中市豐原區南村里11鄰圓環東路699號,399.0,120.729182,24.252765,南村里,2,豐原分局
447.0,臺中市豐原區南村里13鄰圓環東路763號,690.0,"120.729734 ","24.254332 ",南村里,3,豐原分局
448.0,臺中市神岡區神岡里14鄰神岡路30號,379.0,"120.661385 ","24.257919 ",神岡里,1,豐原分局
449.0,臺中市神岡區神岡里2鄰神圳路2號之1,175.0,120.661211,24.258608,神岡里,1,豐原分局
450.0,臺中市神岡區新庄里19鄰和睦路一段742巷21號,222.0,120.647219,24.283721,新庄里,1,豐原分局
451.0,臺中市神岡區新庄里19鄰溪頭路326號,50.0,"120.644870 ","24.290624 ",新庄里,1,豐原分局
452.0,臺中市神岡區圳前里10鄰圳岸路5號,354.0,"120.653398 ","24.259778 ",圳前里,1,豐原分局
453.0,臺中市神岡區神岡里2鄰中山路1448號,263.0,"120.661975 ","24.259433 ",神岡里,1,豐原分局
454.0,臺中市神岡區圳堵里6鄰三民路643號,670.0,"120.659218 ","24.273027 ",圳堵里,1,豐原分局
455.0,臺中市神岡區新庄里19鄰和睦路一段888號,154.0,"120.642387 ","24.286795 ",新庄里,1,豐原分局
456.0,臺中市神岡區新庄里17鄰中平路215號,406.0,120.652861,24.275023,新庄里,1,豐原分局
457.0,臺中市神岡區北庄里3鄰中山路989巷11號,745.0,"120.671601 ","24.252528 ",北庄里,1,豐原分局
458.0,臺中市神岡區神岡里14鄰神岡路95號,134.0,"120.659662 ","24.257128 ",神岡里,1,豐原分局
459.0,臺中市神岡區神岡里4鄰神清路61號,947.0,120.658657,24.261282,神岡里,1,豐原分局
460.0,臺中市神岡區神岡里2神圳路1號,988.0,120.660902,24.258161,神岡里,1,豐原分局
461.0,臺中市神岡區北庄里3鄰中山路893巷9之2號,2165.0,"120.673193 ","24.252669 ",北庄里,1,豐原分局
462.0,臺中市豐原區北湳里12鄰圓環北路二段141號,2056.0,"120.723204 ","24.261234 ",北湳里,3,豐原分局
463.0,臺中市豐原區豐原里9鄰三民路27號,277.0,"120.721835 ","24.253843 ",豐原里,1,豐原分局
464.0,臺中市豐原區豐原里9鄰三民路29號,277.0,"120.721791 ","24.253830 ",豐原里,1,豐原分局
465.0,臺中市豐原區豐原里22鄰三豐路一段61巷16號,444.0,"120.722151 ","24.255960 ",豐原里,2,豐原分局
466.0,臺中市豐原區豐原里7鄰三民路44巷11號,77.0,"120.721858 ","24.254366 ",豐原里,1,豐原分局
467.0,臺中市豐原區豐原里10鄰三民路65號,273.0,"120.720924 ","24.253610 ",豐原里,2,豐原分局
468.0,臺中市豐原區豐原里6鄰三民路16號,66.0,"120.722300 ","24.254431 ",豐原里,1,豐原分局
469.0,臺中市豐原區豐原里12鄰中正路19號,58.0,"120.722363 ","24.253439 ",豐原里,1,豐原分局
470.0,臺中市豐原區豐原里7鄰三民路44巷9號,33.0,"120.721946 ","24.254422 ",豐原里,1,豐原分局
471.0,臺中市豐原區豐原里9鄰中正路2號,20.0,"120.722273 ","24.253869 ",豐原里,1,豐原分局
