電腦編號,座落,緯度,經度,地下樓層數,可容納人數,管轄分局,placemark_address
TOA0051,宜蘭縣礁溪鄉德陽村德陽路150號,24.8288597,121.7672528,1.0,136.0,礁溪分局,宜蘭縣礁溪鄉德陽村德陽路150號
TOA0052,宜蘭縣礁溪鄉大忠村大忠路100號,24.824672,121.764493,1.0,605.0,礁溪分局,宜蘭縣礁溪鄉大忠村大忠路100號
TOA0053,宜蘭縣礁溪鄉大忠村大忠路98號,24.823859,121.7647644,1.0,184.0,礁溪分局,宜蘭縣礁溪鄉大忠村大忠路98號
TOA0054,宜蘭縣礁溪鄉大忠村大忠路96號,24.8241644,121.7645771,1.0,1074.0,礁溪分局,宜蘭縣礁溪鄉大忠村大忠路96號
TOA0055,宜蘭縣礁溪鄉德陽村德陽路243號,24.8264311,121.7642689,1.0,257.0,礁溪分局,宜蘭縣礁溪鄉德陽村德陽路243號
TOA0056,宜蘭縣礁溪鄉玉石村礁溪路六段6號,24.8293636,121.7770252,1.0,320.0,礁溪分局,宜蘭縣礁溪鄉玉石村礁溪路六段6號
TOA0057,宜蘭縣礁溪鄉大忠村大忠路209號,24.8251193,121.7637913,2.0,2337.0,礁溪分局,宜蘭縣礁溪鄉大忠村大忠路209號
TOA0058,宜蘭縣礁溪鄉玉石村公園路70巷39弄9號,24.8332862,121.7755947,1.0,1169.0,礁溪分局,宜蘭縣礁溪鄉玉石村公園路70巷39弄9號
TOA0059,宜蘭縣礁溪鄉德陽村德陽路62巷11號,24.829878,121.769586,1.0,761.0,礁溪分局,宜蘭縣礁溪鄉德陽村德陽路62巷11號
TOA0060,宜蘭縣礁溪鄉玉石村健康一街56號,24.8298037,121.7746051,2.0,1318.0,礁溪分局,宜蘭縣礁溪鄉玉石村健康一街56號
TOA0061,宜蘭縣礁溪鄉德陽村忠孝路1巷1-3號,24.830205,121.7707852,1.0,366.0,礁溪分局,宜蘭縣礁溪鄉德陽村忠孝路1巷1-3號
TOA0100,宜蘭縣礁溪鄉六結村中山路一段241巷20號,24.823028,121.771095,1.0,139.0,礁溪分局,宜蘭縣礁溪鄉六結村中山路一段241巷20號
TOA0101,宜蘭縣礁溪鄉玉石村公園路86巷21號 ,24.832941,121.77452,1.0,457.0,礁溪分局,宜蘭縣礁溪鄉玉石村公園路86巷21號 
TOA0102,宜蘭縣礁溪鄉德陽村德陽路173號,24.8284047,121.7670145,1.0,435.0,礁溪分局,宜蘭縣礁溪鄉德陽村德陽路173號
TOA0103,宜蘭縣礁溪鄉德陽村德陽路174號,24.827915,121.765231,1.0,477.0,礁溪分局,宜蘭縣礁溪鄉德陽村德陽路174號
TOA0104,宜蘭縣礁溪鄉大忠村礁溪路四段78號,24.8196982,121.7691944,1.0,329.0,礁溪分局,宜蘭縣礁溪鄉大忠村礁溪路四段78號
TOA0105,宜蘭縣礁溪鄉玉石村公園路89號,24.8322816,121.7745806,1.0,243.0,礁溪分局,宜蘭縣礁溪鄉玉石村公園路89號
TOA0106,宜蘭縣礁溪鄉玉石村忠孝路27巷8弄1號,24.8303506,121.7716319,1.0,998.0,礁溪分局,宜蘭縣礁溪鄉玉石村忠孝路27巷8弄1號
TOA0107,宜蘭縣礁溪鄉大忠村和平路91號,24.8230907,121.7671969,1.0,219.0,礁溪分局,宜蘭縣礁溪鄉大忠村和平路91號
TOA0108,宜蘭縣礁溪鄉德陽村中山路二段136巷2號,24.8257969,121.773305,1.0,423.0,礁溪分局,宜蘭縣礁溪鄉德陽村中山路二段136巷2號
TOA0109,宜蘭縣礁溪鄉時潮村塭底路107號,24.814949,121.812726,1.0,1172.0,礁溪分局,宜蘭縣礁溪鄉時潮村塭底路107號
TOA0110,宜蘭縣礁溪鄉大忠村礁溪路四段73號,24.819413,121.7687995,1.0,361.0,礁溪分局,宜蘭縣礁溪鄉大忠村礁溪路四段73號
TOA0111,宜蘭縣礁溪鄉大忠村和平路32號,24.822697,121.7689342,1.0,707.0,礁溪分局,宜蘭縣礁溪鄉大忠村和平路32號
TOA0112,宜蘭縣礁溪鄉德陽村興農路291巷1號,24.817626,121.7810256,1.0,672.0,礁溪分局,宜蘭縣礁溪鄉德陽村興農路291巷1號
TOA0113,宜蘭縣礁溪鄉德陽村礁溪路五段118號,24.8274963,121.7723803,1.0,795.0,礁溪分局,宜蘭縣礁溪鄉德陽村礁溪路五段118號
TOA0079,宜蘭縣頭城鎮新建里新興路111號,24.8508625,121.816746,1.0,276.0,礁溪分局,宜蘭縣頭城鎮新建里新興路111號
TOA0080,宜蘭縣頭城鎮拔雅里復興路61巷21弄2號,24.8632139,121.817111,1.0,304.0,礁溪分局,宜蘭縣頭城鎮拔雅里復興路61巷21弄2號
TOA0081,宜蘭縣頭城鎮拔雅里公園路136號,24.86189,121.82175,1.0,317.0,礁溪分局,宜蘭縣頭城鎮拔雅里公園路136號
TOA0082,宜蘭縣頭城鎮城北里西五巷3之1號,24.859545,121.824273,1.0,907.0,礁溪分局,宜蘭縣頭城鎮城北里西五巷3之1號
TOA0083,宜蘭縣頭城鎮武營里開蘭路369號,24.8646209,121.828268,1.0,440.0,礁溪分局,宜蘭縣頭城鎮武營里開蘭路369號
TOA0084,宜蘭縣頭城鎮拔雅里吉祥路236巷1號,24.861942,121.814445,1.0,79.0,礁溪分局,宜蘭縣頭城鎮拔雅里吉祥路236巷1號
TOA0085,宜蘭縣頭城鎮城南里青雲路3段40號,24.854963,121.823368,1.0,332.0,礁溪分局,宜蘭縣頭城鎮城南里青雲路3段40號
TOA0086,宜蘭縣頭城鎮拔雅里吉祥路105號,24.8631292,121.80952,1.0,101.0,礁溪分局,宜蘭縣頭城鎮拔雅里吉祥路105號
TOA0087,宜蘭縣頭城鎮拔雅里吉祥路97號,24.861006,121.812724,1.0,108.0,礁溪分局,宜蘭縣頭城鎮拔雅里吉祥路97號
TOA0089,宜蘭縣頭城鎮拔雅里復興路79號,24.864118,121.8180393,1.0,578.0,礁溪分局,宜蘭縣頭城鎮拔雅里復興路79號
TOA0090,宜蘭縣頭城鎮武營里開蘭路283號,24.86262,121.82669,1.0,149.0,礁溪分局,宜蘭縣頭城鎮武營里開蘭路283號
TOA0091,宜蘭縣頭城鎮武營里開蘭路279巷8號,24.8629589,121.826094,1.0,527.0,礁溪分局,宜蘭縣頭城鎮武營里開蘭路279巷8號
TOA0093,宜蘭縣頭城鎮新建里新忠路20號,24.855691,121.818829,1.0,487.0,礁溪分局,宜蘭縣頭城鎮新建里新忠路20號
TOA0094,宜蘭縣頭城鎮新建里新興路111號,24.8508625,121.816746,1.0,1770.0,礁溪分局,宜蘭縣頭城鎮新建里新興路111號
TOA0095,宜蘭縣頭城鎮拔雅里復興路87號,24.864032,121.818324,1.0,344.0,礁溪分局,宜蘭縣頭城鎮拔雅里復興路87號
TOA0096,宜蘭縣頭城鎮城西里南門路2號,24.8560168,121.8229432,1.0,162.0,礁溪分局,宜蘭縣頭城鎮城西里南門路2號
TOA0098,宜蘭縣頭城鎮大坑里協天路676號,24.857726,121.8321161,1.0,454.0,礁溪分局,宜蘭縣頭城鎮大坑里協天路676號
TOA0114,宜蘭縣頭城鎮新建里新興路111號,24.8508625,121.816746,1.0,441.0,礁溪分局,宜蘭縣頭城鎮新建里新興路111號
TOA0115,宜蘭縣頭城鎮新建里新忠路47號,24.855387,121.818277,1.0,522.0,礁溪分局,宜蘭縣頭城鎮新建里新忠路47號
TOA0116,宜蘭縣頭城鎮武營里青雲路三段515巷2號,24.866193,121.829079,1.0,629.0,礁溪分局,宜蘭縣頭城鎮武營里青雲路三段515巷2號
TOA0099,宜蘭縣頭城鎮石城里濱海路7段33號,24.9696319,121.9252862,1.0,211.0,礁溪分局,宜蘭縣頭城鎮石城里濱海路7段33號
TOA0062,宜蘭縣礁溪鄉林美村林尾路160-1號,24.8162257,121.7220999,1.0,2983.0,礁溪分局,宜蘭縣礁溪鄉林美村林尾路160-1號
TOA0063,宜蘭縣礁溪鄉林美村林尾路180-11號,24.8218937,121.7290246,1.0,465.0,礁溪分局,宜蘭縣礁溪鄉林美村林尾路180-11號
TOA0119,宜蘭縣礁溪鄉三民村十六結路100號,24.8130527,121.7599778,1.0,946.0,礁溪分局,宜蘭縣礁溪鄉三民村十六結路100號
TOA0064,宜蘭縣礁溪鄉吳沙村育英路79號,24.7860524,121.7590951,1.0,101.0,礁溪分局,宜蘭縣礁溪鄉吳沙村育英路79號
TOA0065,宜蘭縣礁溪鄉玉光村瑪僯路26-3號,24.793754,121.7667676,1.0,185.0,礁溪分局,宜蘭縣礁溪鄉玉光村瑪僯路26-3號
TOA0066,宜蘭縣礁溪鄉光武村武暖路80之8號,24.7821716,121.7775994,1.0,745.0,礁溪分局,宜蘭縣礁溪鄉光武村武暖路80之8號
TOA0067,宜蘭縣礁溪鄉龍潭村漳福路155號,24.7909114,121.7400195,1.0,1057.0,礁溪分局,宜蘭縣礁溪鄉龍潭村漳福路155號
TOA0068,宜蘭縣礁溪鄉龍潭村漳福路155號,24.7905081,121.7400897,1.0,534.0,礁溪分局,宜蘭縣礁溪鄉龍潭村漳福路155號
TOA0072,宜蘭縣礁溪鄉龍潭村龍泉路189號,24.787497,121.745865,1.0,994.0,礁溪分局,宜蘭縣礁溪鄉龍潭村龍泉路189號
TOA0118,宜蘭縣礁溪鄉龍潭村育龍路71號,24.7794243,121.7449665,1.0,534.0,礁溪分局,宜蘭縣礁溪鄉龍潭村育龍路71號
TOA0073,宜蘭縣壯圍鄉吉祥村壯五路130號,24.7457631,121.7876659,1.0,191.0,礁溪分局,宜蘭縣壯圍鄉吉祥村壯五路130號
TOA0074,宜蘭縣壯圍鄉吉祥村壯志路1號,24.746832,121.785759,1.0,66.0,礁溪分局,宜蘭縣壯圍鄉吉祥村壯志路1號
TOA0075,宜蘭縣壯圍鄉永鎮村永鎮路1號,24.7640631,121.815656,1.0,104.0,礁溪分局,宜蘭縣壯圍鄉永鎮村永鎮路1號
TQA0001,宜蘭縣蘇澳鎮蘇北里中原路200號,24.5994757,121.8479743,1.0,107.0,蘇澳分局,宜蘭縣蘇澳鎮蘇北里中原路200號
TQA0002,宜蘭縣蘇澳鎮蘇東里蘇東路6號,24.5956534,121.8556543,1.0,841.0,蘇澳分局,宜蘭縣蘇澳鎮蘇東里蘇東路6號
TQA0010,宜蘭縣蘇澳鎮蘇東里蘇東中路10號,24.5964188,121.8550084,1.0,860.0,蘇澳分局,宜蘭縣蘇澳鎮蘇東里蘇東中路10號
TQA0016,宜蘭縣蘇澳鎮長安里成功路53號,24.5932863,121.8521765,1.0,31.0,蘇澳分局,宜蘭縣蘇澳鎮長安里成功路53號
TQA0019,宜蘭縣蘇澳鎮蘇北里太平路17號,24.5955728,121.8513324,1.0,176.0,蘇澳分局,宜蘭縣蘇澳鎮蘇北里太平路17號
TQA0022,宜蘭縣蘇澳鎮蘇西里蘇港路195號,24.5940881,121.8464549,1.0,415.0,蘇澳分局,宜蘭縣蘇澳鎮蘇西里蘇港路195號
TQA0024,宜蘭縣蘇澳鎮蘇西里中山路一段252號,24.596412,121.844551,1.0,152.0,蘇澳分局,宜蘭縣蘇澳鎮蘇西里中山路一段252號
TQA0025,宜蘭縣蘇澳鎮蘇北里中山路96號之1,24.5959569,121.8505713,1.0,259.0,蘇澳分局,宜蘭縣蘇澳鎮蘇北里中山路96號之1
TQA0026,宜蘭縣蘇澳鎮蘇北里冷泉路30號,24.5991318,121.8468361,1.0,69.0,蘇澳分局,宜蘭縣蘇澳鎮蘇北里冷泉路30號
TQA0027,宜蘭縣蘇澳鎮蘇西里志成路15巷15號,24.593029,121.8421854,1.0,138.0,蘇澳分局,宜蘭縣蘇澳鎮蘇西里志成路15巷15號
TQA0059,宜蘭縣蘇澳鎮聖湖里中山路一段427號,24.5959303,121.8398977,1.0,107.0,蘇澳分局,宜蘭縣蘇澳鎮聖湖里中山路一段427號
TQA0060,宜蘭縣蘇澳鎮聖湖里聖愛路12號,24.5970802,121.8360624,1.0,39.0,蘇澳分局,宜蘭縣蘇澳鎮聖湖里聖愛路12號
TQA0061,宜蘭縣蘇澳鎮聖湖里中山路二段1號,24.5963579,121.8354638,1.0,206.0,蘇澳分局,宜蘭縣蘇澳鎮聖湖里中山路二段1號
TQA0062,宜蘭縣蘇澳鎮聖湖里25鄰中山路二段1號,24.5963579,121.8354638,1.0,783.0,蘇澳分局,宜蘭縣蘇澳鎮聖湖里25鄰中山路二段1號
TQA0063,宜蘭縣蘇澳鎮聖湖里中山路二段235號,24.6095265,121.8262585,1.0,1185.0,蘇澳分局,宜蘭縣蘇澳鎮聖湖里中山路二段235號
TQA0073,宜蘭縣蘇澳鎮蘇西里中山路1段220號,24.595725,121.835978,1.0,483.0,蘇澳分局,宜蘭縣蘇澳鎮蘇西里中山路1段220號
TQA0074,宜蘭縣蘇澳鎮蘇西里中山路1段252號,24.595725,121.835978,1.0,255.0,蘇澳分局,宜蘭縣蘇澳鎮蘇西里中山路1段252號
TQA0079,宜蘭縣蘇澳鎮蘇西里蘇港路213號,24.5943508,121.8446197,1.0,1549.0,蘇澳分局,宜蘭縣蘇澳鎮蘇西里蘇港路213號
TQA0080,宜蘭縣蘇澳鎮蘇西里中原路301-1號,24.596501,121.8473294,2.0,1368.0,蘇澳分局,宜蘭縣蘇澳鎮蘇西里中原路301-1號
TQA0081,宜蘭縣蘇澳鎮蘇南里中正路38號,24.5979255,121.8532652,2.0,1936.0,蘇澳分局,宜蘭縣蘇澳鎮蘇南里中正路38號
TQA0083,宜蘭縣蘇澳鎮蘇西里蘇港路193號,24.5941644,121.8465318,1.0,718.0,蘇澳分局,宜蘭縣蘇澳鎮蘇西里蘇港路193號
TQA0084,宜蘭縣蘇澳鎮聖愛里中山路二段235號 ,24.6097827,121.8261511,3.0,384.0,蘇澳分局,宜蘭縣蘇澳鎮聖愛里中山路二段235號 
TQA0085,宜蘭縣蘇澳鎮蘇西里中山路一段308巷46號,24.5970186,121.8407833,1.0,194.0,蘇澳分局,宜蘭縣蘇澳鎮蘇西里中山路一段308巷46號
TQA0028,宜蘭縣蘇澳鎮龍德里德興一路7號,24.6306876,121.8272142,1.0,66.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興一路7號
TQA0029,宜蘭縣蘇澳鎮龍德里德興一路23號,24.6280891,121.8245266,1.0,222.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興一路23號
TQA0030,宜蘭縣蘇澳鎮龍德里德興一路29號,24.6268404,121.8231349,1.0,105.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興一路29號
TQA0031,宜蘭縣蘇澳鎮龍德里德興一路41號,24.625022,121.8215142,1.0,109.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興一路41號
TQA0034,宜蘭縣蘇澳鎮龍德里德興六路8號,24.6314771,121.8259685,1.0,79.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興六路8號
TQA0036,宜蘭縣蘇澳鎮龍德里德興七路6號,24.6351558,121.8297971,1.0,95.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興七路6號
TQA0037,宜蘭縣蘇澳鎮龍德里德興六路11號,24.6309025,121.8239126,1.0,103.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興六路11號
TQA0039,宜蘭縣蘇澳鎮龍德里自強路17號,24.6327315,121.8254993,1.0,60.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里自強路17號
TQA0040,宜蘭縣蘇澳鎮龍德里自強路19號,24.6327074,121.8249609,1.0,42.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里自強路19號
TQA0042,宜蘭縣蘇澳鎮永榮里大同路108號,24.6215957,121.8345477,1.0,218.0,蘇澳分局,宜蘭縣蘇澳鎮永榮里大同路108號
TQA0044,宜蘭縣蘇澳鎮永榮里新馬路2號,24.6181961,121.8324637,1.0,87.0,蘇澳分局,宜蘭縣蘇澳鎮永榮里新馬路2號
TQA0046,宜蘭縣蘇澳鎮龍德里福德路134號,24.6397131,121.8320861,1.0,258.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里福德路134號
TQA0048,宜蘭縣蘇澳鎮龍德里德興一路45號,24.6242672,121.8208355,1.0,88.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興一路45號
TQA0049,宜蘭縣蘇澳鎮龍德里德興一路17號,24.6290464,121.8250604,1.0,106.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興一路17號
TQA0052,宜蘭縣蘇澳鎮隘丁里忠孝路166巷16號,24.6142247,121.8374795,1.0,243.0,蘇澳分局,宜蘭縣蘇澳鎮隘丁里忠孝路166巷16號
TQA0053,宜蘭縣蘇澳鎮隘丁里隘丁路12號,24.6180774,121.835055,1.0,262.0,蘇澳分局,宜蘭縣蘇澳鎮隘丁里隘丁路12號
TQA0054,宜蘭縣蘇澳鎮龍德里自強路10號,24.6338703,121.8291561,1.0,570.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里自強路10號
TQA0055,宜蘭縣蘇澳鎮龍德里德興八路5號,24.6363949,121.8296087,1.0,158.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興八路5號
TQA0065,宜蘭縣蘇澳鎮港邊里嶺腳路140號,24.6138855,121.8533741,1.0,135.0,蘇澳分局,宜蘭縣蘇澳鎮港邊里嶺腳路140號
TQA0075,宜蘭縣蘇澳鎮龍德里自強路15號,24.6326591,121.825971,1.0,49.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里自強路15號
TQA0076,宜蘭縣蘇澳鎮龍德里德興三路5號,24.62653,121.8213528,1.0,155.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興三路5號
TQA0082,宜蘭縣蘇澳鎮新城里海山西路500號 ,24.6163015,121.8278465,1.0,127.0,蘇澳分局,宜蘭縣蘇澳鎮新城里海山西路500號 
TQA0088,宜蘭縣蘇澳鎮港邊里三民路15-2號,24.6104406,121.8477551,1.0,1635.0,蘇澳分局,宜蘭縣蘇澳鎮港邊里三民路15-2號
TQA0066,宜蘭縣南澳鄉南澳村蘇花路二段181號,24.4641976,121.7985772,1.0,273.0,蘇澳分局,宜蘭縣南澳鄉南澳村蘇花路二段181號
TQA0067,宜蘭縣蘇澳鎮南強里南澳路93號,24.465348,121.803321,1.0,36.0,蘇澳分局,宜蘭縣蘇澳鎮南強里南澳路93號
TQA0071,宜蘭縣南澳鄉東岳村蘇花路3段101號,24.516755,121.829478,1.0,842.0,蘇澳分局,宜蘭縣南澳鄉東岳村蘇花路3段101號
TQA0064,宜蘭縣蘇澳鎮南安里漁港路48號,24.5826306,121.8680141,1.0,101.0,蘇澳分局,宜蘭縣蘇澳鎮南安里漁港路48號
TQA0072,宜蘭縣蘇澳鎮南安里南安路74巷10號,24.583341,121.867563,1.0,47.0,蘇澳分局,宜蘭縣蘇澳鎮南安里南安路74巷10號
TQA0077,宜蘭縣蘇澳鎮南建里學府路122號,24.578909,121.8684428,2.0,1772.0,蘇澳分局,宜蘭縣蘇澳鎮南建里學府路122號
