編號,村里別,地址,建築物名稱,類別,地下樓層數,可容納人數,電腦編號,緯經度,備註,placemark_address
163.0,福安村,秀水鄉福安村中山路364號,秀水高工,地下室,1.0,418.0,315.0,24.034498291327985，120.4993130541568,,秀水鄉福安村中山路364號
164.0,安東村,秀水鄉安東村中山路104號,葉群國際股份公司,地下室,1.0,98.0,100.0,24.038085403144255，120.50680366054974,,秀水鄉安東村中山路104號
165.0,安東村,秀水鄉安東村中山路290號,秀水鄉公所,地下室,1.0,992.0,227.0,24.035515910151275，120.50299634072842,,秀水鄉安東村中山路290號
166.0,安東村,秀水鄉安東村中山路257號,秀水國小,地下室,1.0,1425.0,309.0,24.035109566602642，120.50331914615424,,秀水鄉安東村中山路257號
167.0,安東村,秀水鄉安東村彰水路一段421號,三立化學公司,地下室,1.0,248.0,203.0,24.044113472238735，120.50614296833015,,秀水鄉安東村彰水路一段421號
168.0,安東村,秀水鄉安東村安樂街37號,民宅,地下室,1.0,65.0,261.0,24.0407081175442，120.50238120660319,,秀水鄉安東村安樂街37號
169.0,安東村,秀水鄉安東村中山路328號,秀水鄉農會,地下室,1.0,1269.0,355.0,24.03500549379694，120.50171196236288,,秀水鄉安東村中山路328號
170.0,莊雅村,秀水鄉莊雅村溪心街209號,政祥實業,地下室,1.0,181.0,179.0,24.038971999974653，120.50850861823743,,秀水鄉莊雅村溪心街209號
171.0,馬興村,秀水鄉馬興村培英巷1號,馬興國小,地下室,1.0,423.0,285.0,24.061931930514724，120.4969243605845,,秀水鄉馬興村培英巷1號
172.0,馬興村,秀水鄉馬興村培英巷1號,馬興國小,地下室,1.0,592.0,292.0,24.061931930514724，120.4969243605845,,秀水鄉馬興村培英巷1號
173.0,鶴鳴村,秀水鄉鶴鳴村彰鹿路626號,慈濟慈善基金會,地下室,2.0,9759.0,363.0,24.050689999472453，120.48507832300416,,秀水鄉鶴鳴村彰鹿路626號
