類別,建築物名稱,電腦編號,村里別,緯經度,地下樓層數,可容納人數,轄管分局,備註,停車場坡道,"unnamed (1)","unnamed (2)","unnamed (3)",placemark_address
大樓,羅丹映象社區,EMA01103,北埔里,"25.0229724,121.2936989",1、2,2790.0,桃園分局,,O,,,,桃園區莊敬路二段66號
大樓,寶佳名門社區,EMA01116,北埔里,"25.0217259,121.2899648",1、2,6408.0,桃園分局,,O,,,,桃園區敬三街185號
公寓,桃園市桃園區同德國民小學,EMA01134,同德里,"25.0147361,121.2958724",1,712.0,桃園分局,,,,,,桃園區同德六街175號
大樓,城品社區,EMA01136,南埔里,"25.0090912,121.2951753",1、2,2018.0,桃園分局,,O,,,,桃園區大興西路二段225號
大樓,中華電信桃園營運處,EMA01138,中埔里,"25.0137529,121.2865307",1、2,1246.0,桃園分局,(機敏單位)電信機構,O,,,,桃園區富國路218號
公寓,中華塑膠工業股份有限公司,EMA01139,中埔里,"25.0092446,121.2844167",1,1177.0,桃園分局,,O,,,,(機敏單位)桃園區永安路223號
大樓,建國國宅社區,EMA01146,中成里,"25.0007071,121.2986245",1、2,7153.0,桃園分局,,O,,,,(機敏單位)桃園區大興西路二段36號
大樓,中國龍社區,EMA01148,中興里,"24.9982696,121.3034572",1、2,489.0,桃園分局,(機敏單位)金融機構," ",,,,桃園區永安路223號
公寓,中國龍社區,EMA01150,寶慶里,"25.0147417,121.2921882",1,2450.0,桃園分局,,O,,,,(機敏單位)桃園區力行路258號
大樓,竹城賞社區,EMA01151,寶安里,"25.0169918,121.2952964",1、2、3,4610.0,桃園分局,,O,,,,(機敏單位)桃園區中正路1071號
大樓,生活家社區,EMA01172,寶安里,"25.0182185,121.293472",1、2,5690.0,桃園分局,,O,,,,(機敏單位)桃園區縣府路51號
公寓,中正晶華社區,EMA01173,北埔里,"25.0236294,121.2935513",1,2052.0,桃園分局,,O,,,,(機敏單位)桃園區桃鶯路133號
大樓,私人住宅,EMA01180,寶慶里,"25.0118618,121.2959075",1、2,532.0,桃園分局,," ",,,,(機敏單位)桃園區建國路156號之8
大樓,世界花園社區,EMA01181,中成里,"25.0016013,121.2983359",1、2、3,5042.0,桃園分局,,O,,,,(機敏單位)桃園區桃鶯路445號之1
大樓,米羅花園社區,EMA01195,寶慶里,"25.0120538,121.2958171",1、2,1765.0,桃園分局,,O,,,,桃園市桃園區中埔二街125號
公寓,花旗銀行桃園分行,EMA01197,中寧里,"25.0118912,121.2988147",1,2180.0,桃園分局,(機敏單位)金融機構,O,,,,桃園區大興西路二段36號
大樓,世紀風華社區,EMA01321,瑞慶里,"25.0215606,121.2907486",1、2、3,7053.0,桃園分局,,O,,,,(機敏單位)桃園區富國路100號
大樓,竹城御賞社區,EMA01331,寶慶里,"25.0107619,121.2968689",1、2、3,7054.0,桃園分局,,O,,,,桃園區大興西路二段122號
公寓,私人住宅,EMA01200,南埔里,"25.0090805,121.2969624",1,617.0,桃園分局,,,,,,桃園區永順街115號
大樓,漂亮社區,EMA01202,寶安里,"25.018601,121.2940713",1、2、3,9546.0,桃園分局,,O,,,,桃園區同德十街20巷1號
公寓,瑞昇全家福社區,EMA01205,慈文里,"25.0063642,121.2987975",1,1429.0,桃園分局,,O,,,,桃園區慈光街101巷12號
大樓,林內廚具,EMA01206,同德里,"25.0132724,121.2969903",1、2,3193.0,桃園分局,,O,,,,桃園區同德五街220號
公寓,桃園市桃園區同德國民小學,EMA01211,同德里,"25.0147361,121.2958724",1,1620.0,桃園分局,,O,,,,桃園區同德六街175號
大樓,中正綠園邸社區,EMA01212,北埔里,"25.0242571,121.2945176",1、2,3393.0,桃園分局,,O,,,,桃園區中正路1393號
大樓,竹城和賞社區,EMA01215,明德里,"25.0221451,121.2955113",1、2、3,3168.0,桃園分局,,O,,,,桃園區中正路1333號
大樓,上華文理語文數學短期補習班,EMA01218,同德里,"25.0159208,121.2978463",1、2,1518.0,桃園分局,,O,,,,桃園區同德六街148號
大樓,中華電信桃園營運處,EMA01220,中埔里,"25.0126659,121.2874241",1、2、3,1946.0,桃園分局,(機敏單位)電信機構,O,,,,桃園區富國路100號
大樓,昇捷臻品社區,EMA01222,寶慶里,"25.0118483,121.2940349",1、2,5249.0,桃園分局,,O,,,,桃園區寶慶路122號
大樓,綠色奇跡社區,EMA01224,慈文里,"25.0057572,121.2987472",1、2、3,4493.0,桃園分局,,O,,,,桃園區慈光街93號
公寓,私人住宅,EMA01228,中興里,"24.9973676,121.3029542",1,533.0,桃園分局,,,,,,桃園區中山北路201號
公寓,麵包同話,EMA01232,長安里,"25.0064359,121.3034769",1,226.0,桃園分局,,,,,,桃園區中正路687號
公寓,豪足足體養生會舘,EMA01235,長安里,"25.0063116,121.3034088",1,249.0,桃園分局,,,,,,桃園區中正路685號
公寓,珍愛麗源社區,EMA01237,北埔里,"25.0229469,121.2929729",1,888.0,桃園分局,,,,,,桃園區敬二街23號
大樓,私人住宅,EMA01255,中興里,"24.9996853,121.3006825",1、2,1032.0,桃園分局,,O,,,,桃園區永安路333號
大樓,遠傳桃園南平直營門市,EMA01258,同德里,"25.0173923,121.2965019",1、2、3,7981.0,桃園分局,,O,,,,桃園區南平路402號
公寓,私人住宅,EMA01263,中寧里,"25.0101599,121.2998276",1,252.0,桃園分局,,,,,,桃園區同德二街168號
大樓,登瑞臻品社區,EMA01264,瑞慶里,"25.0222468,121.2925431",1、2、3,5849.0,桃園分局,,O,,,,桃園區莊敬路二段113號
大樓,登瑞臻品社區,EMA01266,寶安里,"25.0177626,121.2929545",1、2,1817.0,桃園分局,,O,,,,桃園區永安北路450號之1
大樓,喜願社區,EMA01267,同德里,"25.0154185,121.2978045",1、2,1817.0,桃園分局,,O,,,,桃園區中埔五街26號
公寓,私人住宅,EMA01272,永安里,"24.9994968,121.30261",1,604.0,桃園分局,,,,,,桃園區永康街141號
公寓,中正悅光,EMA01281,永安里,"24.9990228,121.3026019",1,665.0,桃園分局,,,,,,桃園區永安路330號
大樓,阿曼社區,EMA01295,寶慶里,"25.0125156,121.295506",1、2,2026.0,桃園分局,,O,,,,桃園區同德五街281號
公寓,桃園市立同德國民中學,EMA01296,寶慶里,"25.0158935,121.2933362",1,1117.0,桃園分局,,O,,,,桃園區南平路487號
大樓,懷石賞社區,EMA01301,同德里,"25.0160751,121.296385",1、2,2404.0,桃園分局,,O,,,,桃園區中埔六街10號
大樓,中悅音樂廣場社區,EMA01305,明德里,"25.0216338,121.2956994",1、2、3,12318.0,桃園分局,,O,,,,桃園區中正路1309號
大樓,金和當舖,EMA01306,南埔里,"25.0082397,121.2941982",1、2、3,2104.0,桃園分局,,O,,,,桃園區大興西路二段255號
公寓,桃園市桃園區莊敬國民小學,EMA01318,瑞慶里,"25.0212991,121.2926002",1,3062.0,桃園分局,,O,,,,桃園區莊一街107號
大樓,亞曼尼社區,EMA01332,寶慶里,"25.0099173,121.2956418",1、2、3,2350.0,桃園分局,,O,,,,桃園區大興西路二段192號
公寓,尊爵會館社區,EMA01333,北埔里,"25.023948,121.2924775",1,960.0,桃園分局,,,,,,桃園區敬二街61-71號
大樓,上業記帳士事務所,EMA01334,寶慶里,"25.0139648,121.2952179",1、2,1293.0,桃園分局,,O,,,,桃園區中埔二街200號
大樓,綠意心賞社區,EMA01335,北埔里,"25.0238111,121.293256",1、2,2850.0,桃園分局,,O,,,,桃園區莊二街168號
大樓,臻愛一世社區,EMA01336,同德里,"25.0181466,121.29739",1、2、3,7472.0,桃園分局,,,,,,桃園區中正路1165號
大樓,陽光凱悅社區,EMA01344,北埔里,"25.0230467,121.2920627",1、2,1020.0,桃園分局,,O,,,,桃園區莊二街215號
公寓,梵谷與我社區,EMA01345,寶慶里,"25.0139788,121.2951",1,1293.0,桃園分局,,O,,,,桃園區中埔二街202號
大樓,中正御賞社區,EMA01346,長安里,"25.0040154,121.3019911",1、2,812.0,桃園分局,," ",,,,桃園區愛六街71號
大樓,涵碧賞社區,EMA01347,同德里,"25.0162084,121.2961231",1、2,1472.0,桃園分局,,O,,,,桃園區中埔六街37號
大樓,竹城東京社區,EMA01348,同德里,"25.0173788,121.2977",1、2、3,4881.0,桃園分局,,O,,,,桃園區中正路1113號
大樓,日光流域社區,EMA01349,慈文里,"25.0080642,121.2989213",1、2、3,5522.0,桃園分局,,O,,,,桃園區慈德街110號
大樓,歐洲桂冠社區,EMA01350,寶安里,"25.0181443,121.2949697",1、2,9716.0,桃園分局,,O,,,,桃園區中埔六街131號
公寓,全家便利商店中寧店,EMA01360,同德里,"25.0185525,121.2970859",1,794.0,桃園分局,,O,,,,桃園區中正路1167號
大樓,涵舍社區,EMA01372,明德里,"25.0206109,121.2959618",1、2,2746.0,桃園分局,,O,,,,桃園區同德十一街76號
大樓,金溪水晶,EMA01374,中興里,"24.9979649,121.3000514",1、2,632.0,桃園分局,," ",,,,桃園區民安路65號
大樓,竹城北京社區,EMA01375,寶慶里,"25.0105228,121.2964394",1、2、3,6970.0,桃園分局,,O,,,,桃園區大興西路二段130號
大樓,私人住宅,EMA01385,慈文里,"25.0058369,121.2980116",1、2,306.0,桃園分局,,O,,,,桃園區蓮埔街22號
公寓,中正京華社區,EMA01386,同德里,"25.0168021,121.2958346",1,524.0,桃園分局,,O,,,,桃園區中埔六街79號
公寓,紐約四季社區,EMA01387,寶安里,"25.0164399,121.2922362",1,4474.0,桃園分局,,,,,,桃園區永安北路381巷6弄1號
大樓,竹城兼六園社區,EMA01397,瑞慶里,"25.0210061,121.2912077",1、2,4325.0,桃園分局,,O,,,,桃園區莊一街156號
公寓,晶璽社區,EMA01398,同德里,"25.0163121,121.29608",1,502.0,桃園分局,," ",,,,桃園區中埔六街59號
大樓,涵碧賞社區,EMA01399,同德里,"25.0158036,121.2962765",1、2,4690.0,桃園分局,,O,,,,桃園區中埔六街17號
公寓,私人住宅,EMA01413,南埔里,"25.0054801,121.2980161",1,186.0,桃園分局,," ",,,,桃園區蓮埔街11號
公寓,中悅藝術廣場社區,EMA01414,瑞慶里,"25.0219162,121.2944979",1,23861.0,桃園分局,,O,,,,桃園區莊一街25號
公寓,呂祖聖殿,EMA01415,中寧里,"25.0123502,121.296501",1,744.0,桃園分局,," ",,,,桃園區中埔一街50號
大樓,竹城喜多社區,EMA01416,同德里,"25.0154394,121.2964038",1、2,7146.0,桃園分局,,O,,,,桃園區中埔六街1號
大樓,桃園市私立新興國際中小學,EMA01417,西埔里,"25.0159046,121.2848523",1、2,3707.0,桃園分局,,O,,,,桃園區富國路437號
大樓,吉品社區,EMA01418,永安里,"25.0030869,121.3048637",1、2、3,2083.0,桃園分局,,O,,,,桃園區埔新路138號
公寓,桃園市政府警察局桃園分局,EMA01419,中成里,"25.0001286,121.2990048",1,3735.0,桃園分局,(機敏單位)警察單位,O,,,,桃園區力行路258號
公寓,演說家社區,EMA01436,中寧里,"25.0115687,121.2995322",1,519.0,桃園分局,,,,,,桃園區大興西路二段29號
公寓,私人住宅,EMA01447,同德里,"25.0134593,121.2960065",1,497.0,桃園分局,,,,,,桃園區中埔一街86號
公寓,桃園市桃園區永順國民小學,EMA01448,南埔里,"25.0087291,121.297059",1,3735.0,桃園分局,,O,,,,桃園區永順街100號
大樓,竹城橫綱社區,EMA01463,同德里,"25.0135039,121.2959867",1、2、3,4272.0,桃園分局,,O,,,,桃園區中埔ㄧ街88巷88號
大樓,桃園市政府消防局,T98209,中成里,"24.9996674,121.298043",1、2,5126.0,桃園分局,,O,,,,桃園區力行路280號
大樓,錢都KTV,T98314,同德里,"25.0179748,121.2972425",1、2、3,1010.0,桃園分局,,O,,,,桃園區南平路366號
大樓,天韻社區,T98417,寶慶里,"25.0133712,121.2956794",1、2,4865.0,桃園分局,,O,,,,桃園區中埔一街105號
大樓,藝文大觀社區,T98419,中寧里,"25.0094423,121.2975664",1、2,11083.0,桃園分局,,O,,,,桃園區大興西路二段139巷91號
大樓,德有爵品社區,T98420,同德里,"25.0164639,121.2959203",1、2、3,1561.0,桃園分局,,O,,,,桃園區中埔六街67號
大樓,百川十扇社區,T98423,寶慶里,"25.0116728,121.2947383",1、2,952.0,桃園分局,," ",,,,桃園區同德五街331號
大樓,百川十扇社區,T99102,寶慶里,"25.011862,121.294308",1、2,1866.0,桃園分局,,O,,,,桃園區同德五街300號
大樓,璟都群英會社區,T099301,長德里,"25.0043394,121.3005328",1、2,3217.0,桃園分局,,O,,,,桃園區愛九街13號
大樓,臺灣土地銀行北桃園分行,T099302,同德里,"25.0163805,121.2977519",1、2、3,983.0,桃園分局,(機敏單位)金融機構," ",,,,桃園區中正路1071號
大樓,合雄首璽社區,T099303,寶安里,"25.0195647,121.2931591",1、2、3,8052.0,桃園分局,,O,,,,桃園區中埔ㄧ街398號
大樓,品藏社區,T099305,慈文里,"25.0043722,121.2973466",1、2、3,2450.0,桃園分局,,O,,,,桃園區慈光街26號
公寓,私人住宅,EMA00244,光興里,"24.9937396,121.3012581",1,33.0,桃園分局,,,,,,桃園區莒光街84號
公寓,私人住宅,EMA00245,光興里,"24.9924881,121.3033312",1,52.0,桃園分局,,,,,,桃園區中山北路11號之1
公寓,耶穌基督後期聖徒教會,EMA00246,光興里,"24.9942058,121.3026436",1,137.0,桃園分局,,,,,,桃園區縣府路102號
公寓,私人住宅,EMA00247,光興里,"24.9958814,121.3007538",1,321.0,桃園分局,,,,,,桃園區忠一路66號
公寓,88行館社區,EMA00248,光興里,"24.9939101,121.3027144",1,136.0,桃園分局,,,,,,桃園區縣府路92號
公寓,私人住宅,EMA00249,光興里,"24.995809,121.303564",1,34.0,桃園分局,,,,,,桃園區文康街113號
大樓,基督教桃園市府靈糧堂,EMA00250,光興里,"24.9943247,121.3025242",1、2,980.0,桃園分局,,,,,,桃園區縣府路110號
公寓,私人住宅,EMA00251,光興里,"24.994037,121.302906",1,560.0,桃園分局,,,,,,桃園區中山北路83號
公寓,私人住宅,EMA01196,光興里,"24.9957926,121.3014649",1,401.0,桃園分局,,,,,,桃園區忠一路51號
公寓,桃園市桃園區中山國民小學,EMA01201,中山里,"24.9862392,121.2896871",1,797.0,桃園分局,,,,,,桃園區國際路一段1070號
公寓,桃園市政府環境保護局,EMA01238,光興里,"24.9940652,121.3025309",1,369.0,桃園分局,,,,,,桃園區縣府路98號
大樓,昇捷白金漢社區,EMA01338,光興里,"24.993231,121.3025768",1、2,2986.0,桃園分局,,O,,,,桃園區縣府路76號
大樓,縣府敦品大樓,T97325,光興里,"24.995721,121.3022228",1、2,1990.0,桃園分局,,O,,,,桃園區孝一街5號
公寓,私人住宅,EMA00252,光興里,"24.993174,121.302996",1,300.0,桃園分局,,,,,,桃園區中山北路45號
公寓,私人住宅,EMA00253,光興里,"24.993174,121.302996",1,360.0,桃園分局,,,,,,桃園區中山北路45號
公寓,桃園信用合作社,EMA00254,光興里,"24.99265,121.30413",1,232.0,桃園分局,,,,,,桃園區育樂街61號
公寓,私人住宅,EMA00255,光興里,"24.9930632,121.303282",1,129.0,桃園分局,,,,,,桃園區中山北路42號
公寓,私人住宅,EMA00257,光興里,"24.9946229,121.302492",1,58.0,桃園分局,,,,,,桃園區勇一街17號
公寓,私人住宅,EMA00258,光興里,"24.9929172,121.3038395",1,120.0,桃園分局,,,,,,桃園區文康街1號之9
公寓,私人住宅,EMA00259,光興里,"24.9922608,121.3021379",1,34.0,桃園分局,,,,,,桃園區中山路448巷2號
公寓,私人住宅,EMA00260,光興里,"24.9926783,121.3022144",1,325.0,桃園分局,,,,,,桃園區縣府路46號
公寓,私人住宅,EMA00261,光興里,"24.9947399,121.3015219",1,268.0,桃園分局,,,,,,桃園區縣府路132號
公寓,私人住宅,EMA00262,光興里,"24.9933797,121.3041408",1,60.0,桃園分局,,,,,,桃園區文康街2號
公寓,私人住宅,EMA00263,光興里,"24.993527,121.303467",1,42.0,桃園分局,,,,,,桃園區中山北路56號
公寓,私人住宅,EMA00264,光興里,"24.9929906,121.3040171",1,20.0,桃園分局,,,,,,桃園區文康街10號
公寓,私人住宅,EMA00265,光興里,"24.994655,121.302869",1,165.0,桃園分局,,,,,,桃園區勇一街1號
公寓,私人住宅,EMA01042,光興里,"24.9946417,121.3016838",1,90.0,桃園分局,,,,,,桃園區縣府路128號
公寓,欣听園社區,EMA01092,光興里,"24.9944307,121.3021317",1,457.0,桃園分局,,,,,,桃園區縣府路116號
大樓,勞動部勞工保險局桃園辦事處,EMA01185,光興里,"24.9924668,121.301875",1、2,388.0,桃園分局,,,,,,桃園區縣府路26號
公寓,私立普飛美語短期補習班,EMA01249,光興里,"24.9924854,121.3035904",1,192.0,桃園分局,,,,,,桃園區中山北路14號
公寓,私人住宅,EMA00266,光興里,"24.9961089,121.301279",1,30.0,桃園分局,,,,,,桃園區孝二街9號
公寓,市議員余信憲服務處,EMA00267,光興里,"24.9937396,121.3012581",1,50.0,桃園分局,,,,,,桃園區忠一路72號
公寓,私人住宅,EMA00268,光興里,"24.995392,121.300254",1,26.0,桃園分局,,,,,,桃園區仁一街14號
公寓,私人住宅,EMA00270,光興里,"24.9950507,121.300926",1,160.0,桃園分局,,,,,,桃園區縣府路192號
公寓,私人住宅,EMA00271,光興里,"24.9964428,121.3019111",1,32.0,桃園分局,,,,,,桃園區忠二路53號
公寓,私人住宅,EMA00272,光興里,"24.9957476,121.3007957",1,30.0,桃園分局,,,,,,桃園區忠一路75號
公寓,私人住宅,EMA00273,光興里,"24.9957582,121.3011967",1,44.0,桃園分局,,,,,,桃園區忠一路63號
公寓,私人住宅,EMA00274,光興里,"24.9963049,121.301999",1,39.0,桃園分局,,,,,,桃園區忠二路47號
公寓,私人住宅,EMA00275,光興里,"24.9963891,121.3017233",1,157.0,桃園分局,,,,,,桃園區忠二路61號
公寓,私人住宅,EMA00277,光興里,"24.995609,121.300373",1,21.0,桃園分局,,,,,,桃園區忠一路93號
公寓,私人住宅,EMA00278,光興里,"24.9956464,121.3008662",1,13.0,桃園分局,,,,,,桃園區忠一路67號
公寓,私人住宅,EMA00279,光興里,"24.9962503,121.3012405",1,28.0,桃園分局,,,,,,桃園區忠二路67號
公寓,私人住宅,EMA00280,光興里,"24.9963049,121.301999",1,37.0,桃園分局,,,,,,桃園區忠二路47號
公寓,私人住宅,EMA00281,光興里,"24.9962937,121.3004472",1,40.0,桃園分局,,,,,,桃園區忠二路97號
公寓,私人住宅,EMA00269,光興里,"24.9956153,121.2992778",1,109.0,桃園分局,,,,,,桃園區忠一路149號
公寓,私人住宅,EMA00276,光興里,"24.9956299,121.2989903",1,38.0,桃園分局,,,,,,桃園區忠一路161號
大樓,私人住宅,EMA01043,光興里,"24.996264,121.299791",1、2,1048.0,桃園分局,,O,,,,桃園區民安路102號
大樓,縣府LV社區,EMA01233,中路里,"24.9929993,121.29083",1、2,1053.0,桃園分局,,O,,,,桃園區延壽街121-10巷17號
大樓,中泰宏園社區,EMA00341,中平里,"24.9881939,121.292808",1、2、3,1600.0,桃園分局,,O,,,,桃園區中平路103號
公寓,私人住宅,EMA01040,中平里,"24.9880163,121.294129",1,417.0,桃園分局,," ",,,,桃園區宏昌五街7號之2
大樓,生活大賞社區,EMA01075,中平里,"24.9876478,121.294389",1、2,2232.0,桃園分局,,O,,,,桃園區宏昌六街124號
大樓,住通誠品A+社區,EMA01426,中平里,"24.9878503,121.2933857",1、2,619.0,桃園分局,," ",,,,桃園市桃園區泰昌七街90號
公寓,私人住宅,EMA00342,中原里,"24.9846402,121.2931662",1,1040.0,桃園分局,,O,,,,桃園區宏昌十三街596號
公寓,宏昌社區,EMA00344,中原里,"24.984934,121.294461",1,942.0,桃園分局,," ",,,,桃園區宏昌十三街566號
公寓,金色大地社區,EMA00345,中山里,"24.984637,121.2905841",1,1232.0,桃園分局,,O,,,,桃園區宏昌十二街530號
公寓,私人住宅,EMA00346,中山里,"24.9845488,121.2896474",1,376.0,桃園分局,," ",,,,桃園區國際路一段1008號
大樓,私人住宅,EMA01091,中山里,"24.9854719,121.2934489",1、2,1102.0,桃園分局,,,,,,桃園區中平路160號
