類別,編號,里別,地址,Location,地下層數位址,可容納人數,備註
一般建築,C0102,和昌里,高雄市楠梓區和昌里軍校路930號,"22.713799,120.290879",1.2,1041.0,
一般建築,C0103,和昌里,高雄市楠梓區和昌里軍校路973號,"22.711741,120.291807",1.2,2192.0,
一般建築,C0104,和昌里,高雄市楠梓區和昌里晉昌街13號,"22.719957,120.283158",1,1630.0,
一般建築,C0105,東寧里,高雄市楠梓區東寧里土庫一路175號,"22.735925,120.329552",1.2,1936.0,
一般建築,C0106,東寧里,高雄市楠梓區東寧里土庫一路199號,"22.736084,120.328616",1.2,3470.0,
一般建築,C0107,東寧里,高雄市楠梓區東寧里楠梓東街61號,"22.729448,120.329886",1,176.0,
一般建築,C0108,東寧里,高雄市楠梓區東寧里楠梓路269巷75號,"22.733101,120.326134",1,5633.0,
學校,C0109,金田里,高雄市楠梓區金田里加昌路180號,"22.722648,120.315957",1,1214.0,
一般建築,C0110,金田里,高雄市楠梓區金田里加昌路81號,"22.722731,120.317974",1.2.3,6460.0,
一般建築,C0111,金田里,高雄市楠梓區金田里金和街168巷62號,"22.724074,120.31859",1.2.3,2019.0,
一般建築,C0112,金田里,高雄市楠梓區金田里金富街113號,"22.725534,120.319541",1.2.3,1598.0,
一般建築,C0113,金田里,高雄市楠梓區金田里高峰街63號,"22.720403,120.315644",1.2,2496.0,
活動中心,C0114,金田里,高雄市楠梓區金田里學專路775號,"22.721938,120.317286",1,760.0,
學校,C0115,建昌里,高雄市楠梓區建昌里加昌路910號,"22.713608,120.291989",1,2210.0,
圖書館,C0116,建昌里,高雄市楠梓區建昌里藍昌路72號,"22.715536,120.290836",1,260.0,
學校,C0117,國昌里,高雄市楠梓區國昌里德民路1010號,"22.719434,120.286067",1,3892.0,
一般建築,C0118,國昌里,高雄市楠梓區國昌里德民路1226號,"22.7175,120.283432",1.2,5832.0,
一般建築,C0119,清豐里,高雄市楠梓區清豐里土庫二路188號,"22.739464,120.326126",1,4595.0,
一般建築,C0120,清豐里,高雄市楠梓區清豐里土庫二路22號,"22.737138,120.327687",1.2,4844.0,
一般建築,C0121,清豐里,高雄市楠梓區清豐里安泰街180號,"22.745049,120.336616",1,2435.0,
一般建築,C0122,清豐里,高雄市楠梓區清豐里卓越路163號,"22.751571,120.330884",1.2.3,6514.0,
一般建築,C0123,清豐里,高雄市楠梓區清豐里卓越路251號,"22.751469,120.32861",1,1522.0,
學校,C0124,清豐里,高雄市楠梓區清豐里卓越路2號,"22.751963,120.331323",1,8869.0,
一般建築,C0125,清豐里,高雄市楠梓區清豐里卓越路51巷6號,"22.751234,120.332716",1,4424.0,
一般建築,C0126,清豐里,高雄市楠梓區清豐里清平街16號,"22.735372,120.338623",1,2203.0,
一般建築,C0127,清豐里,高雄市楠梓區清豐里清平街24號,"22.735527,120.338678",1,595.0,
一般建築,C0128,清豐里,高雄市楠梓區清豐里清平街47號,"22.736529,120.338828",1,2777.0,
一般建築,C0129,清豐里,高雄市楠梓區清豐里清平街50號,"22.736059,120.338856",1,3373.0,
一般建築,C0130,清豐里,高雄市楠梓區清豐里清平街51巷44號,"22.73707658,120.337877467349",1,3094.0,
一般建築,C0131,清豐里,高雄市楠梓區清豐里清平街66號,"22.736874,120.339174",1,917.0,
一般建築,C0132,清豐里,高雄市楠梓區清豐里清安街42巷3號,"22.737811,120.338488",1,1623.0,
一般建築,C0133,清豐里,高雄市楠梓區清豐里清成街73號,"22.737302,120.335605",1,2008.0,
一般建築,C0134,清豐里,高雄市楠梓區清豐里清成街74號,"22.737086,120.335787",1,986.0,
一般建築,C0135,清豐里,高雄市楠梓區清豐里清成街92號,"22.737548,120.336061",1,2089.0,
一般建築,C0136,清豐里,高雄市楠梓區清豐里清豐路211號,"22.739409,120.32781",1.2.3,4881.0,
一般建築,C0137,清豐里,高雄市楠梓區清豐里創新路753號,"22.750117,120.331359",1.2,798.0,
一般建築,C0138,清豐里,高雄市楠梓區清豐里創新路888號,"22.749922,120.331819",1,1268.0,
學校,C0139,清豐里,高雄市楠梓區清豐里楠梓新路426號,"22.73126938,120.327912925022",1,1303.0,
一般建築,C0140,清豐里,高雄市楠梓區清豐里旗楠路126巷109號,"22.730582,120.331739",1,3142.0,
一般建築,C0141,清豐里,高雄市楠梓區清豐里旗楠路534號,"22.737499,120.335218",1,1343.0,
一般建築,C0142,清豐里,高雄市楠梓區清豐里旗楠路67號,"22.732482,120.330051",1,2348.0,
一般建築,C0143,清豐里,高雄市楠梓區清豐里旗楠路93號,"22.73287128,120.330427679688",1.2,5314.0,
一般建築,C0144,清豐里,高雄市楠梓區清豐里旗楠路99號,"22.73333064,120.331138469558",1,806.0,
一般建築,C0145,清豐里,高雄市楠梓區清豐里旗楠路長安巷30弄2號,"22.73101,120.329975",1,3694.0,
一般建築,C0146,清豐里,高雄市楠梓區清豐里寶溪北街6號,"22.746523,120.333326",1.2,3518.0,
一般建築,C0147,惠民里,高雄市楠梓區惠民里高楠公路1692號,"22.727347,120.322089",1,2164.0,
一般建築,C0148,惠民里,高雄市楠梓區惠民里高楠公路1837號,"22.729188,120.320677",1,773.0,
一般建築,C0149,惠民里,高雄市楠梓區惠民里高楠公路1868巷1號,"22.730902,120.321138",1,601.0,
一般建築,C0150,惠民里,高雄市楠梓區惠民里惠豐街248號,"22.7296,120.31733",1,3858.0,
一般建築,C0151,惠豐里,高雄市楠梓區惠豐里高楠公路1753號,"22.728083,120.32101",1,2995.0,
一般建築,C0152,惠豐里,高雄市楠梓區惠豐里惠春街143號,"22.727606,120.318821",1,10635.0,
一般建築,C0153,惠豐里,高雄市楠梓區惠豐里惠春街161號,"22.727806,120.318502",1,4251.0,
一般建築,C0154,惠豐里,高雄市楠梓區惠豐里惠豐街105號,"22.7282,120.318698",1,1000.0,
一般建築,C0155,惠豐里,高雄市楠梓區惠豐里惠豐街206巷26號,"22.729438,120.318368",1.2,2775.0,
一般建築,C0156,惠豐里,高雄市楠梓區惠豐里惠豐街300號,"22.730492,120.316654",1.2,7924.0,
一般建築,C0157,隆昌里,高雄市楠梓區隆昌里後昌路803之2號,"22.711057,120.295204",1,220.0,
一般建築,C0158,隆昌里,高雄市楠梓區隆昌里後昌路826號,"22.711168,120.295692",1,179.0,
一般建築,C0159,隆昌里,高雄市楠梓區隆昌里後昌路837巷11號,"22.711524,120.294533",1,434.0,
一般建築,C0160,隆昌里,高雄市楠梓區隆昌里後昌路837巷37號,"22.71112338,120.293975296185",1,7049.0,
一般建築,C0161,瑞屏里,高雄市楠梓區瑞屏里後昌路128號,"22.718374,120.310246",1,1203.0,
學校,C0162,瑞屏里,高雄市楠梓區瑞屏里海專路142號,"22.724713,120.314498",1,2695.0,
一般建築,C0163,瑞屏里,高雄市楠梓區瑞屏里瑞仁路36號,"22.723718,120.313886",1,390.0,
一般建築,C0164,瑞屏里,高雄市楠梓區瑞屏里瑞仁路46號,"22.723527,120.313468",1,304.0,
一般建築,C0165,瑞屏里,高雄市楠梓區瑞屏里瑞仁路56號,"22.723507,120.313191",1,2085.0,
一般建築,C0166,瑞屏里,高雄市楠梓區瑞屏里瑞昌街20號,"22.721371,120.311941",1,1196.0,
一般建築,C0167,瑞屏里,高雄市楠梓區瑞屏里瑞屏路66巷2號,"22.723523,120.31168",1.2,3281.0,
一般建築,C0168,稔田里,高雄市楠梓區稔田里高楠公路1001號,"22.714493,120.32546",1,2489.0,
一般建築,C0169,裕昌里,高雄市楠梓區裕昌里裕昌街157號,"22.717063,120.288535",1,1126.0,
一般建築,C0170,裕昌里,高雄市楠梓區裕昌里裕昌街167號,"22.71692,120.288335",1.2.3,4360.0,
一般建築,C0171,翠屏里,高雄市楠梓區翠屏里加仁路102號,"22.728006,120.302325",1,4785.0,
一般建築,C0172,翠屏里,高雄市楠梓區翠屏里加仁路13巷1號,"22.727758,120.299884",1,2548.0,
一般建築,C0173,翠屏里,高雄市楠梓區翠屏里加仁路70巷3號,"22.727872,120.301462",1,1341.0,
一般建築,C0174,翠屏里,高雄市楠梓區翠屏里加仁路76號,"22.72791,120.301571",1,1536.0,
一般建築,C0175,翠屏里,高雄市楠梓區翠屏里海專路420號,"22.727637,120.309854",1,250.0,
一般建築,C0176,翠屏里,高雄市楠梓區翠屏里壽豐路405號,"22.72472,120.296664",1,783.0,
一般建築,C0177,翠屏里,高雄市楠梓區翠屏里翠屏路67號,"22.726517,120.299139",1,4771.0,
一般建築,C0178,翠屏里,高雄市楠梓區翠屏里德民路172號,"22.726441,120.309498",1,4554.0,
一般建築,C0179,翠屏里,高雄市楠梓區翠屏里德民路22之6號,"22.732657,120.318181",1,4156.0,
一般建築,C0180,翠屏里,高雄市楠梓區翠屏里德民路266號之1,"22.72603428,120.308121767349",1,571.0,
一般建築,C0181,翠屏里,高雄市楠梓區翠屏里德民路338號,"22.7258,120.306066",1,1041.0,
一般建築,C0182,翠屏里,高雄市楠梓區翠屏里德民路356巷18號,"22.725981,120.304748",1,825.0,
一般建築,C0183,翠屏里,高雄市楠梓區翠屏里德民路356巷30之1號,"22.726551,120.304744",1,6247.0,
一般建築,C0184,翠屏里,高雄市楠梓區翠屏里德民路356巷46弄48號,"22.72791851,120.305850938596",1,243.0,
一般建築,C0185,翠屏里,高雄市楠梓區翠屏里德民路356巷60弄2號,"22.728836,120.304922",1,2504.0,
一般建築,C0186,翠屏里,高雄市楠梓區翠屏里德民路356巷60弄3號,"22.728456,120.305007",1,1476.0,
一般建築,C0187,翠屏里,高雄市楠梓區翠屏里德民路376號,"22.725529,120.302283",1,496.0,
一般建築,C0188,翠屏里,高雄市楠梓區翠屏里德民路400巷37弄13號,"22.72708275,120.29967194179",1,2184.0,
一般建築,C0189,翠屏里,高雄市楠梓區翠屏里德民路400巷37弄8號,"22.72652329,120.299658580821",1,2974.0,
一般建築,C0190,翠屏里,高雄市楠梓區翠屏里德民路450號,"22.724701,120.300085",1.2,2523.0,
一般建築,C0191,翠屏里,高雄市楠梓區翠屏里德民路52號,"22.728372,120.312393",1,2411.0,
一般建築,C0192,翠屏里,高雄市楠梓區翠屏里德民路72號,"22.727841,120.311814",1.2.3.4,5605.0,
一般建築,C0193,翠屏里,高雄市楠梓區翠屏里德祥路12之6號,"22.728368,120.311544",1,765.0,
一般建築,C0194,翠屏里,高雄市楠梓區翠屏里德祥路172號,"22.726673,120.308122",1,1677.0,
一般建築,C0195,翠屏里,高雄市楠梓區翠屏里德祥路37號,"22.728373,120.312099",1.2,1092.0,
一般建築,C0196,翠屏里,高雄市楠梓區翠屏里德祥路5號,"22.729037,120.311378",1.2,3856.0,
一般建築,C0197,翠屏里,高雄市楠梓區翠屏里德祥路87號,"22.727508,120.310997",1,342.0,
一般建築,C0198,翠屏里,高雄市楠梓區翠屏里德富街282號,"22.729168,120.297766",1.2,6368.0,
一般建築,C0199,翠屏里,高雄市楠梓區翠屏里德富街286巷1號,"22.729175,120.297978",1.2.3,5411.0,
一般建築,C0200,翠屏里,高雄市楠梓區翠屏里德富街28號,"22.72604,120.297366",1,4902.0,
一般建築,C0201,翠屏里,高雄市楠梓區翠屏里德富街306號,"22.729925,120.298368",1,3490.0,
一般建築,C0202,翠屏里,高雄市楠梓區翠屏里德惠路128號,"22.728356,120.303383",1,5899.0,
一般建築,C0203,翠屏里,高雄市楠梓區翠屏里德惠路60巷5號,"22.726769,120.303186",1,1945.0,
一般建築,C0204,翠屏里,高雄市楠梓區翠屏里德惠路70巷19號,"22.727499,120.303848",1,790.0,
一般建築,C0205,翠屏里,高雄市楠梓區翠屏里德維街11號,"22.72765,120.310331",1,1036.0,
一般建築,C0206,翠屏里,高雄市楠梓區翠屏里德賢路127號,"22.727277,120.308668",1,10018.0,
一般建築,C0207,翠屏里,高雄市楠梓區翠屏里德賢路143號,"22.727062,120.308205",1,1105.0,
一般建築,C0208,翠屏里,高雄市楠梓區翠屏里德賢路153號,"22.726614,120.306842",1,486.0,
一般建築,C0209,翠屏里,高雄市楠梓區翠屏里德賢路161號,"22.726586,120.306656",1,299.0,
一般建築,C0210,翠屏里,高雄市楠梓區翠屏里德賢路175號,"22.72644,120.306383",1,1026.0,
一般建築,C0211,翠屏里,高雄市楠梓區翠屏里德賢路17號,"22.728673,120.310999",1,916.0,
一般建築,C0212,翠屏里,高雄市楠梓區翠屏里德賢路208號,"22.726838,120.306479",1,1269.0,
一般建築,C0213,翠屏里,高雄市楠梓區翠屏里德賢路210號,"22.726828,120.306419",1,1427.0,
一般建築,C0214,翠屏里,高雄市楠梓區翠屏里德賢路220巷22號,"22.726989,120.305933",1,1054.0,
一般建築,C0215,翠屏里,高雄市楠梓區翠屏里德賢路220巷67號,"22.728165,120.306223",1,2970.0,
一般建築,C0216,翠屏里,高雄市楠梓區翠屏里德賢路220巷85號,"22.72876,120.306155",1,1934.0,
一般建築,C0217,翠屏里,高雄市楠梓區翠屏里德賢路248巷30號,"22.727087,120.305567",1.2,2042.0,
一般建築,C0218,翠屏里,高雄市楠梓區翠屏里德賢路380巷26號,"22.727091,120.304508",1,2381.0,
一般建築,C0219,翠屏里,高雄市楠梓區翠屏里德賢路537號,"22.725822,120.301499",1.2,506.0,
一般建築,C0220,翠屏里,高雄市楠梓區翠屏里德賢路544號,"22.726558,120.301464",1,6946.0,
一般建築,C0221,翠屏里,高雄市楠梓區翠屏里德賢路547號,"22.725275,120.30007",1.2,7634.0,
一般建築,C0222,翠屏里,高雄市楠梓區翠屏里德賢路550巷10弄1號,"22.726319,120.301394",1,1710.0,
一般建築,C0223,翠屏里,高雄市楠梓區翠屏里德賢路588號,"22.725838,120.300702",1.2,973.0,
一般建築,C0224,翠屏里,高雄市楠梓區翠屏里德賢路88號,"22.727941,120.309078",1,5216.0,
一般建築,C0225,翠屏里,高雄市楠梓區翠屏里德豐街165號,"22.725916,120.298236",1,3049.0,
一般建築,C0226,翠屏里,高雄市楠梓區翠屏里德豐街225號,"22.727423,120.298392",1,640.0,
一般建築,C0227,慶昌里,高雄市楠梓區慶昌里新昌街101號,"22.710947,120.29894",1,640.0,
一般建築,C0228,慶昌里,高雄市楠梓區慶昌里新昌街111號,"22.711226,120.29861",1,323.0,
一般建築,C0229,慶昌里,高雄市楠梓區慶昌里新昌街115號,"22.711314,120.298447",1,122.0,
一般建築,C0230,慶昌里,高雄市楠梓區慶昌里新昌街49號,"22.709835,120.298766",1,963.0,
一般建築,C0231,興昌里,高雄市楠梓區興昌里右昌街419號,"22.7159,120.287774",1.2.3,780.0,
一般建築,C0232,興昌里,高雄市楠梓區興昌里右昌街487巷30號,"22.71570558,120.286269425021",1,1789.0,
一般建築,C0233,興昌里,高雄市楠梓區興昌里右昌街751巷23號,"22.718468,120.283096",1.2.3,2962.0,
一般建築,C0234,興昌里,高雄市楠梓區興昌里盛昌街296號,"22.715284,120.289012",1.2,7209.0,
一般建築,C0235,藍田里,高雄市楠梓區藍田里大學七街336號,"22.729614,120.288984",1,1261.0,
一般建築,C0236,藍田里,高雄市楠梓區藍田里大學二十五路130號,"22.726344,120.282386",1,2630.0,
一般建築,C0237,藍田里,高雄市楠梓區藍田里大學二十五路276號,"22.72813,120.280233",1.2,1125.0,
一般建築,C0238,藍田里,高雄市楠梓區藍田里大學二十六街27巷9號,"22.728684,120.290933",1.2.3,8298.0,
一般建築,C0239,藍田里,高雄市楠梓區藍田里大學二十六街30號,"22.729081,120.291151",1.2,4162.0,
一般建築,C0240,藍田里,高雄市楠梓區藍田里大學二十六街429號,"22.729606,120.282623",1.2.3,6835.0,
一般建築,C0241,藍田里,高雄市楠梓區藍田里大學二十街36號,"22.729372,120.283322",1.2.3,7227.0,
一般建築,C0242,藍田里,高雄市楠梓區藍田里大學十一街66號,"22.72511,120.28793",1.2,3564.0,
一般建築,C0243,藍田里,高雄市楠梓區藍田里大學十七街300號,"22.727782,120.283525",1,1807.0,
一般建築,C0244,藍田里,高雄市楠梓區藍田里大學十七街380號,"22.728912,120.282577",1.2,1544.0,
一般建築,C0245,藍田里,高雄市楠梓區藍田里大學十街330巷1號,"22.726331,120.286409",1.2,595.0,
一般建築,C0246,藍田里,高雄市楠梓區藍田里大學十街476號,"22.725428,120.28464",1.2,4876.0,
一般建築,C0247,藍田里,高雄市楠梓區藍田里大學五十街50號,"22.734532,120.291524",1.2,5398.0,
一般建築,C0248,藍田里,高雄市楠梓區藍田里大學東路399號,"22.730248,120.290231",1,910.0,
一般建築,C0249,藍田里,高雄市楠梓區藍田里高雄大學路180號,"22.726324,120.286007",1.2,3840.0,
一般建築,C0250,藍田里,高雄市楠梓區藍田里高雄大學路205號,"22.726182,120.284779",1.2,2011.0,
