類別,建築物名稱,電腦編號,村里別,緯經度,地下樓層數,可容納人數,轄管分局,備註,停車場坡道
公寓,克絡耐股份有限公司,EMA00530,大樹里,"24.9789086,121.3240272",1,22.0,桃園分局,," "
公寓,公寓,EMA00531,大豐里,"24.9802262,121.3157152",1,10.0,桃園分局,," "
公寓,公寓,EMA00532,大豐里,"24.9805245,121.3169052",1,18.0,桃園分局,," "
公寓,公寓,EMA00533,大豐里,"24.9808278,121.3192038",1,7.0,桃園分局,," "
公寓,公寓,EMA00534,豐林里,"24.9809476,121.3047216",1,17.0,桃園分局,," "
公寓,公寓,EMA00535,豐林里,"24.9837899,121.305865",1,16.0,桃園分局,," "
公寓,公寓,EMA00536,豐林里,"24.9851507,121.3103758",1,11.0,桃園分局,," "
公寓,克絡耐股份有限公司,EMA00537,大樹里,"24.9789086,121.3240272",1,13.0,桃園分局,," "
公寓,大來賞社區,EMA00538,豐林里,"24.9841979,121.3067779",1,22.0,桃園分局,," "
公寓,公寓,EMA00539,建國里,"24.9862487,121.3144493",1,86.0,桃園分局,," "
公寓,麥迪森醫藥股份有限公司,EMA00540,大樹里,"24.9769259,121.323005",1,318.0,桃園分局,," "
公寓,神采飛揚綠第大廈,EMA00541,福安里,"24.9819747,121.3108399",1,130.0,桃園分局,," "
公寓,三普皇第社區,EMA00542,豐林里,"24.9799729,121.3049725",1,301.0,桃園分局,," "
公寓,公寓,EMA00543,大豐里,"24.9808278,121.3192038",1,38.0,桃園分局,," "
公寓,公寓,EMA00544,福林里,"24.9771927,121.3079559",1,27.0,桃園分局,," "
公寓,公寓,EMA00545,福林里,"24.9848281,121.3105163",1,306.0,桃園分局,," "
公寓,善存科技公司,EMA00546,大樹里,"24.9786433,121.3249489",1,420.0,桃園分局,," "
公寓,正裕特殊金屬公司,EMA00547,大林里,"24.9761876,121.3266189",1,420.0,桃園分局,," "
公寓,公寓,EMA00548,大豐里,"24.9816274,121.3139619",1,64.0,桃園分局,," "
公寓,名人香榭社區,EMA00549,福安里,"24.9818481,121.3109232",1,487.0,桃園分局,," "
公寓,城東巨星社區,EMA00550,建國里,"24.989977,121.319431",1,417.0,桃園分局,," "
公寓,公寓,EMA00551,雲林里,"24.9820144,121.3171472",1,47.0,桃園分局,," "
大樓,崑益企業股份有限公司,EMA00552,大樹里,"24.9786309,121.3243257",1,243.0,桃園分局,," "
大樓,飛皇富邑社區,EMA00554,豐林里,"24.9818589,121.305693",1,306.0,桃園分局,," "
大樓,柏迪商業大樓,EMA00555,豐林里,"24.9819387,121.3073663",1,216.0,桃園分局,," "
公寓,第一家庭社區,EMA00556,雲林里,"24.981979,121.317062",1,205.0,桃園分局,," "
公寓,百年富邑社區,EMA00557,雲林里,"24.9806606,121.3178361",1,134.0,桃園分局,," "
公寓,公寓,EMA00558,雲林里,"24.9855801,121.3182074",1,24.0,桃園分局,," "
大樓,公寓,EMA00559,建國里,"24.98649,121.3169531",1,26.0,桃園分局,," "
公寓,公寓,EMA00560,大樹里,"24.9788598,121.3190662",1,34.0,桃園分局,," "
公寓,公寓,EMA00561,福安里,"24.985272,121.3119762",1,1279.0,桃園分局,,v
公寓,公寓,EMA00562,建國里,"24.9878884,121.3206362",1,24.0,桃園分局,," "
公寓,公寓,EMA00563,福林里,"24.9774513,121.3076747",1,212.0,桃園分局,," "
公寓,昶維實業公司,EMA00564,大樹里,"24.9855614,121.3209913",1,141.0,桃園分局,," "
公寓,公寓,EMA00565,建國里,"24.9878525,121.3196222",1,22.0,桃園分局,," "
公寓,公寓,EMA00566,福安里,"24.9853899,121.3143577",1,22.0,桃園分局,," "
公寓,公寓,EMA00567,大樹里,"24.9793895,121.318933",1,22.0,桃園分局,," "
公寓,公寓,EMA00569,豐林里,"24.9841902,121.309501",1,44.0,桃園分局,," "
公寓,公寓,EMA00570,福安里,"24.9833134,121.3107008",1,46.0,桃園分局,," "
公寓,公寓,EMA00571,豐林里,"24.983052,121.3084",1,37.0,桃園分局,," "
公寓,公寓,EMA00572,福安里,"24.983549,121.3113417",1,37.0,桃園分局,," "
公寓,公寓,EMA00574,福林里,"24.9785543,121.3044277",1,28.0,桃園分局,," "
公寓,正洸股份有限公司,EMA00575,大樹里,"24.985993,121.3216217",1,28.0,桃園分局,," "
公寓,公寓,EMA00576,豐林里,"24.9850774,121.3090497",1,22.0,桃園分局,," "
公寓,公寓,EMA00577,雲林里,"24.9837971,121.3177286",1,22.0,桃園分局,," "
大樓,公寓,EMA00578,福安里,"24.9843134,121.3103093",1,28.0,桃園分局,," "
公寓,公寓,EMA00579,雲林里,"24.984291,121.3148217",1,42.0,桃園分局,," "
公寓,公寓,EMA00580,豐林里,"24.9850061,121.3087877",1,15.0,桃園分局,," "
公寓,公寓,EMA00581,建國里,"24.9882352,121.3167416",1,22.0,桃園分局,," "
公寓,公寓,EMA00582,大豐里,"24.9802509,121.313821",1,15.0,桃園分局,," "
公寓,公寓,EMA00583,福安里,"24.9839238,121.3118612",1,13.0,桃園分局,," "
公寓,公寓,EMA00584,福安里,"24.984794,121.3106108",1,13.0,桃園分局,," "
大樓,公寓,EMA00585,大樹里,"24.9833442,121.3187075",1,17.0,桃園分局,," "
大樓,公寓,EMA00586,雲林里,"24.9853717,121.3182211",1,26.0,桃園分局,," "
公寓,公寓,EMA00588,建國里,"24.9899271,121.3183857",1,22.0,桃園分局,," "
大樓,公寓,EMA00589,雲林里,"24.985477,121.318341",1,28.0,桃園分局,," "
公寓,公寓,EMA00590,福林里,"24.9789079,121.3048441",1,33.0,桃園分局,," "
公寓,公寓,EMA00591,雲林里,"24.9858933,121.3179017",1,36.0,桃園分局,," "
公寓,桃園大地社區,EMA00592,雲林里,"24.9859665,121.3187083",1,36.0,桃園分局,," "
公寓,公寓,EMA00593,雲林里,"24.984439,121.314856",1,22.0,桃園分局,," "
公寓,桃鑫汽車代檢廠,EMA00594,大樹里,"24.9787516,121.3220493",1,28.0,桃園分局,," "
公寓,公寓,EMA00596,大豐里,"24.9800258,121.3134929",1,66.0,桃園分局,," "
公寓,公寓,EMA00598,大豐里,"24.9823143,121.3133083",1,22.0,桃園分局,," "
公寓,公寓,EMA00599,福林里,"24.9787821,121.304196",1,15.0,桃園分局,," "
公寓,公寓,EMA00600,建國里,"24.9889428,121.3213421",1,17.0,桃園分局,," "
公寓,公寓,EMA00601,雲林里,"24.985624,121.3173877",1,15.0,桃園分局,," "
大樓,可口可樂世界,EMA00603,大樹里,"24.9800947,121.3252078",1,111.0,桃園分局,," "
大樓,公寓,EMA00604,雲林里,"24.9853813,121.3177292",1,17.0,桃園分局,," "
大樓,公寓,EMA00605,雲林里,"24.9853756,121.3177169",1,20.0,桃園分局,," "
公寓,公寓,EMA00606,福安里,"24.9843033,121.3103423",1,17.0,桃園分局,," "
公寓,公寓,EMA00608,雲林里,"24.9839469,121.315471",1,22.0,桃園分局,," "
公寓,公寓,EMA00609,大豐里,"24.9826193,121.3146795",1,20.0,桃園分局,," "
公寓,公寓,EMA00610,大豐里,"24.9828929,121.3142025",1,35.0,桃園分局,," "
公寓,公寓,EMA00611,雲林里,"24.9838674,121.3183553",1,11.0,桃園分局,," "
公寓,公寓,EMA00612,福林里,"24.9776452,121.3038037",1,17.0,桃園分局,," "
大樓,公寓,EMA00614,福林里,"24.974733,121.3025185",1,23.0,桃園分局,," "
公寓,公寓,EMA00615,豐林里,"24.9796058,121.3045651",1,23.0,桃園分局,," "
公寓,公寓,EMA00616,雲林里,"24.9837534,121.3154899",1,17.0,桃園分局,," "
公寓,廣昱科技股份有限公司,EMA00617,大林里,"24.9775974,121.3248281",1,22.0,桃園分局,," "
公寓,公寓,EMA00618,豐林里,"24.9837899,121.305865",1,15.0,桃園分局,," "
公寓,公寓,EMA00619,豐林里,"24.9851507,121.3103758",1,17.0,桃園分局,," "
公寓,公寓,EMA00620,豐林里,"24.9839636,121.3080627",1、2,28.0,桃園分局,," "
大樓,公寓,EMA00621,大豐里,"24.979288,121.31736",1,24.0,桃園分局,," "
公寓,公寓,EMA00622,大豐里,"24.9796021,121.3170941",1,22.0,桃園分局,," "
公寓,公寓,EMA00623,大豐里,"24.9803273,121.3158268",1、2,33.0,桃園分局,," "
公寓,公寓,EMA00624,建國里,"24.985415,121.314216",1,28.0,桃園分局,," "
公寓, 台灣富士全錄股份有限公司,EMA00625,大樹里,"24.981925,121.3246556",1,40.0,桃園分局,," "
公寓,豐林國宅,EMA00626,豐林里,"24.9811717,121.3064048",1、2,106.0,桃園分局,," "
公寓,公寓,EMA00627,大豐里,"24.98482,121.314131",1,22.0,桃園分局,," "
大樓,公寓,EMA00628,福林里,"24.9792986,121.3093134",1,22.0,桃園分局,," "
公寓,公寓,EMA00629,大豐里,"24.9823998,121.3137418",1,28.0,桃園分局,," "
大樓,南俊國際股份有限公司,EMA00630,大林里,"24.977063,121.32476",1,35.0,桃園分局,," "
公寓,公寓,EMA00631,大豐里,"24.9819832,121.313842",1,40.0,桃園分局,," "
公寓,昭安國際股份有限公司,EMA00632,大林里,"24.9794918,121.329021",1,22.0,桃園分局,," "
公寓,住都境廈社區,EMA00633,雲林里,"24.9838217,121.3179945",1、2,155.0,桃園分局,," "
公寓,公寓,EMA00634,豐林里,"24.9837727,121.3081907",1、2,88.0,桃園分局,," "
大樓,公寓,EMA00635,豐林里,"24.9857298,121.3105406",1,35.0,桃園分局,," "
公寓,公寓,EMA00636,豐林里,"24.9860722,121.30999",1,22.0,桃園分局,," "
公寓,公寓,EMA00637,雲林里,"24.9832773,121.3177934",1,26.0,桃園分局,," "
大樓,公寓,EMA00638,福安里,"24.987951, 121.312542",1,177.0,桃園分局,," "
公寓,利百代公司,EMA00640,大樹里,"24.981712,121.3199268",1,177.0,桃園分局,," "
大樓,公寓,EMA00641,雲林里,"24.9841966,121.3168972",1,200.0,桃園分局,," "
大樓,公寓,EMA00642,建國里,"24.9891305,121.3214729",1,22.0,桃園分局,," "
公寓,公寓,EMA00643,建國里,"24.9886085,121.3216872",1,17.0,桃園分局,," "
公寓,公寓,EMA00644,建國里,"24.988946,121.319234",1,26.0,桃園分局,," "
公寓,公寓,EMA00645,建國里,,1,200.0,桃園分局,(機敏單位)電力機構," "
公寓,桃園信用合作社大林分社,EMA00646,雲林里,"24.9837428,121.3174019",1,131.0,桃園分局,," "
公寓,大林集會所,EMA00647,雲林里,"24.977798,121.3202255",1,22.0,桃園分局,," "
公寓,公寓,EMA00648,建國里,"24.988365,121.320723",1,26.0,桃園分局,," "
公寓,御庭苑社區,EMA00651,雲林里,"24.9806219,121.3175453",1,106.0,桃園分局,," "
大樓,公寓,EMA00652,雲林里,"24.9826136,121.3176666",1,35.0,桃園分局,," "
公寓,公寓,EMA00653,大豐里,"24.9827481,121.3140346",1,144.0,桃園分局,," "
公寓,浪漫貴族大廈,EMA00655,雲林里,"24.984459,121.3185396",1、2,88.0,桃園分局,," "
公寓,公寓,EMA00656,福安里,"24.9839041,121.3119698",1,22.0,桃園分局,," "
公寓,公寓,EMA00657,大豐里,"24.9798791,121.313194",1,66.0,桃園分局,," "
公寓,公寓,EMA00659,大樹里,"24.9829856,121.3190939",1,22.0,桃園分局,," "
公寓,公寓,EMA00660,大豐里,"24.9803049,121.3148084",1,13.0,桃園分局,," "
公寓,喜星經典商務旅館,EMA00662,豐林里,"24.9867763,121.3109387",1,144.0,桃園分局,," "
公寓,公寓,EMA00663,福林里,"24.9789079,121.3048441",1,133.0,桃園分局,," "
公務機關,桃園市政府警察局,EMA00664,大林里,,1,33.0,桃園分局,(機敏單位)警察單位," "
公寓,公寓,EMA00665,建國里,"24.9862988,121.3178742",1,33.0,桃園分局,," "
大樓,金融機構,EMA00666,大樹里,,1,161.0,桃園分局,(機敏單位)金融機構," "
公寓,學仕名邸社區,EMA00667,福安里,"24.9818355,121.3121974",1,24.0,桃園分局,," "
公寓,名人新宿社區,EMA00668,大豐里,"24.978725,121.315232",1,26.0,桃園分局,," "
公寓,名人新宿社區,EMA00669,大豐里,"24.979078,121.314967",1,131.0,桃園分局,," "
公寓,長城HOTEL,EMA00670,大樹里,"24.9801842,121.3202207",1,22.0,桃園分局,," "
公寓,公寓,EMA00671,福安里,"24.9842082,121.3103081",1,17.0,桃園分局,," "
公寓,豪門社區,EMA00673,大林里,"24.9739422,121.3234842",1,253.0,桃園分局,," "
公寓,公寓,EMA00674,大豐里,"24.9823998,121.3137418",1,246.0,桃園分局,," "
公寓,三年甲班社區,EMA00675,大豐里,"24.9805245,121.3169052",1,27.0,桃園分局,," "
公寓,台灣富仕全錄社區,EMA00676,大樹里,"24.981925,121.3246556",1,22.0,桃園分局,," "
公寓,公寓,EMA00677,大豐里,"24.9817839,121.3137694",1,122.0,桃園分局,," "
公寓,台灣力凱電能科技股份有限公司,EMA00678,大樹里,"24.9800324,121.3233541",1,66.0,桃園分局,," "
公寓,臺隆工業股份有限公司,EMA00679,大林里,"24.9767549,121.324891",1,66.0,桃園分局,," "
公寓,勝品電通股份有限社區,EMA00680,大樹里,"24.9833166,121.3225977",1,22.0,桃園分局,," "
公寓,公寓,EMA00681,大樹里,"24.9798274,121.3203653",1,20.0,桃園分局,," "
公寓,百年溫莎社區,EMA00682,雲林里,"24.9811825,121.3177365",1,155.0,桃園分局,," "
公寓,天主教聖保祿醫院,EMA00683,福安里,"24.9823214,121.3122536",1,150.0,桃園分局,," "
公寓,百年溫莎社區,EMA00684,雲林里,"24.9811825,121.3177365",1、2,301.0,桃園分局,," "
公寓,公寓,EMA00685,福安里,"24.9879332,121.3135348",1,157.0,桃園分局,," "
公寓,公寓,EMA00686,豐林里,"24.983774,121.308343",1,157.0,桃園分局,," "
公寓,陽明綜合大樓,EMA00688,福林里,"24.979503,121.3070793",1,80.0,桃園分局,," "
公寓,信東生技股份有限公司,EMA00689,豐林里,"24.9870596,121.3108668",1,26.0,桃園分局,," "
公寓,公寓,EMA00690,豐林里,"24.9862935,121.3074327",1,146.0,桃園分局,," "
公寓,公寓,EMA00692,大樹里,"24.9788598,121.3190662",1,30.0,桃園分局,," "
公寓,公寓,EMA00693,豐林里,"24.9862086,121.3080054",1,14.0,桃園分局,," "
公寓,翔新企業股份有限公司,EMA00694,大林里,"24.9801394,121.3279995",1,248.0,桃園分局,," "
公寓,高技企業股份有限公司,EMA00695,大林里,"24.9801394,121.3279995",1,195.0,桃園分局,," "
公寓,公寓,EMA00696,豐林里,"24.9830221,121.306832",1,26.0,桃園分局,," "
公寓,公寓,EMA00698,大豐里,"24.9831202,121.3140284",1,33.0,桃園分局,," "
公寓,群浤科技股份公司,EMA00699,大樹里,"24.9822621,121.3244925",1,134.0,桃園分局,," "
公寓,公寓,EMA00700,大林里,"24.972656,121.3231727",1,308.0,桃園分局,," "
公寓,公寓,EMA00701,大豐里,"24.9802262,121.3157152",1,248.0,桃園分局,," "
公寓,彙饌食品有限公司,EMA00702,大林里,"24.9783771,121.325606",1,26.0,桃園分局,," "
公寓,公寓,EMA00703,大豐里,"24.9802262,121.3157152",1,151.0,桃園分局,," "
公寓,公寓,EMA00704,雲林里,"24.9840468,121.318312",1,18.0,桃園分局,," "
公寓,裕翁工業有限公司,EMA00705,大林里,"24.9778164,121.3252409",1,23.0,桃園分局,," "
公寓,公寓,EMA00706,大林里,"24.9813402,121.326831",1,26.0,桃園分局,," "
公寓,佳豪實業股份有限公司,EMA00707,大林里,"24.9812729,121.3256711",1,80.0,桃園分局,," "
公寓,公寓,EMA00708,雲林里,"24.9833073,121.3176188",1,141.0,桃園分局,," "
公寓,公寓,EMA00709,雲林里,"24.9806219,121.3175453",1,195.0,桃園分局,," "
公寓,公寓,EMA00710,大豐里,"24.9793692,121.3176321",1,21.0,桃園分局,," "
公寓,公寓,EMA00711,大豐里,"24.9794773,121.3176267",1,144.0,桃園分局,," "
公寓,公寓,EMA00712,建國里,"24.9857719,121.3147337",1,13.0,桃園分局,," "
公寓,公寓,EMA00713,建國里,"24.98649,121.3169531",1,87.0,桃園分局,," "
公寓,公寓,EMA00714,建國里,"24.9889472,121.3191476",1,306.0,桃園分局,," "
公寓,陽明ONE社區,EMA00715,大豐里,"24.9798962,121.311522",1,137.0,桃園分局,," "
公寓," 公寓",EMA00717,建國里,"24.9862158,121.3168808",1,130.0,桃園分局,," "
公寓," 公寓",EMA00718,雲林里,"24.9841449,121.31893",1,473.0,桃園分局,," "
公寓,住都境廈社區,EMA00719,雲林里,"24.9838126,121.3179088",1,137.0,桃園分局,," "
公寓,琴韻軒社區,EMA00720,大豐里,"24.9789236,121.3132459",1,306.0,桃園分局,," "
公寓," 公寓",EMA00721,大豐里,"24.9791061,121.3161968",1,193.0,桃園分局,," "
公寓," 公寓",EMA00722,大豐里,"24.9796163,121.3130254",1,254.0,桃園分局,," "
公寓," 公寓",EMA00723,福林里,"24.9798864,121.3125254",1,360.0,桃園分局,," "
公寓," 公寓",EMA01032,福林里,"24.9804762,121.3126911",1,153.0,桃園分局,," "
公寓," 公寓",EMA01060,大林里,"24.9736194,121.3244352",1,51.0,桃園分局,," "
公寓,克絡耐股份有限公司,EMA01061,大樹里,"24.9789086,121.3240272",1,1212.0,桃園分局,,v
公寓,公園世界社區,EMA01093,雲林里,"24.9808185,121.31903",1,821.0,桃園分局,," "
公寓," 公寓",EMA01094,雲林里,"24.9823909,121.3167572",1,397.0,桃園分局,," "
公寓,美麗殿社區,EMA01128,豐林里,"24.9852567,121.3087564",1,782.0,桃園分局,," "
公寓,住都大飯店,EMA01129,大林里,"24.9756977,121.323312",1、2,1688.0,桃園分局,,v
公寓,建國大帝社區,EMA01130,豐林里,"24.9786649,121.3030583",1,2030.0,桃園分局,,v
公務機關,桃園市桃園區建德國民小學,EMA01131,福林里,"24.9772643,121.3148664",1,5044.0,桃園分局,,v
公務機關,桃園市立福豐國民中學,EMA01132,福林里,"24.9765729,121.3145187",1,3064.0,桃園分局,,v
公寓,宏達國際電子股份有限公司,EMA01143,大林里,"24.9757804,121.3269866",1,3883.0,桃園分局,,v
公寓,崑益企業股份有限公司,EMA01165,大樹里,"24.9789086,121.3240272",1,322.0,桃園分局,," "
公寓,公寓,EMA01166,大林里,"24.9801442,121.3264526",1,298.0,桃園分局,," "
公寓,富萊悅社區,EMA01167,雲林里,"24.983925,121.31949",1、2,650.0,桃園分局,,v
公寓,公寓,EMA01175,大豐里,"24.980419,121.317346",1、2,1012.0,桃園分局,,v
公寓,公寓,EMA01176,大林里,"24.9801442,121.3264526",1、2,94.0,桃園分局,," "
公寓,杉信實業股份有限公司,EMA01187,建國里,"24.986257,121.3196667",1、2,722.0,桃園分局,,v
公寓,天主教聖保祿醫院,EMA01188,福安里,"24.9823214,121.3122536",1、2、3,7393.0,桃園分局,,v
公寓,正洸股份有限公司,EMA01189,大樹里,"24.985993,121.3216217",1,1238.0,桃園分局,,v
公寓,全漢企業股份有限公司,EMA01208,大樹里,"24.9857891,121.3206317",1、2,1370.0,桃園分局,,v
公寓,公園臻品社區,EMA01210,雲林里,"24.9814679,121.3167571",1、2、3,2981.0,桃園分局,,v
公寓,桃園汽車客運股份有限公司,EMA01226,福安里,"24.9868904,121.3141195",1、2,1414.0,桃園分局,,v
公寓,宏達國際電子股份有限公司,EMA01231,大林里,"24.9757804,121.3269866",1、2,5209.0,桃園分局,,v
公寓,公寓,EMA01247,大豐里,"24.9763815,121.3136515",1,477.0,桃園分局,," "
公寓,山九昭安國際物流股份有限公司,EMA01251,大林里,"24.9794918,121.329021",1,9180.0,桃園分局,,v
大樓,桃園市婦女館,EMA01262,雲林里,"24.9814029,121.315387",1、2,3112.0,桃園分局,,v
公寓,公寓,EMA01269,雲林里,"24.9858415,121.3161309",1、2、3,3271.0,桃園分局,,v
公寓,宏達國際電子股份有限公司,EMA01270,大林里,"24.9758457,121.326534",1、2,804.0,桃園分局,,v
公寓,滕品電通股份有限公司,EMA01271,大樹里,"24.9833166,121.3225977",1、2,2670.0,桃園分局,,v
公寓,公寓,EMA01273,福林里,"24.9804762,121.3126911",1,153.0,桃園分局,," "
公寓,富爺社區,EMA01292,福安里,"24.9874946,121.3132633",1、2,748.0,桃園分局,,v
公寓,御庭苑社區,EMA01293,雲林里,"24.9805992,121.3172995",1、2、3,8127.0,桃園分局,,v
公寓,新站風華社區,EMA01307,大豐里,"24.9813883,121.3144746",1、2、3,959.0,桃園分局,,v
公寓,公寓,EMA01308,雲林里,"24.9836623,121.3167565",1,271.0,桃園分局,," "
公寓,住都大飯店,EMA01311,大林里,"24.9756977,121.323312",1、2,1313.0,桃園分局,,v
公寓,住都大飯店,EMA01312,大林里,"24.9756977,121.323312",1、2,964.0,桃園分局,,v
公寓,新站公園社區,EMA01316,建國里,"24.9876524,121.3205763",1、2、3,4017.0,桃園分局,,v
公寓,新站E生活,EMA01319,建國里,"24.9878239,121.316632",1,927.0,桃園分局,," "
公寓,大來賞社區,EMA01327,豐林里,"24.9842007,121.3068382",1、2,3129.0,桃園分局,,v
公寓,龍鳳天地社區,EMA01357,大林里,"24.9741049,121.3215848",1,2096.0,桃園分局,,v
公寓,新站水花園社區,EMA01358,建國里,"24.9869409,121.3165792",1、2,1503.0,桃園分局,,v
公寓,佳瑞綠灣社區,EMA01359,福林里,"24.97974,121.307749",1、2,1433.0,桃園分局,,v
公寓,公寓,EMA01381,建國里,"24.9882542,121.3157058",1、2,1433.0,桃園分局,,v
公寓,公寓,EMA01408,大豐里,"24.9797363,121.3144514",1,34.0,桃園分局,," "
公寓,宜誠花園廣場社區,EMA01409,大林里,"24.9746797,121.3209663",1、2,5550.0,桃園分局,,v
公寓,麗池香榭社區,EMA01410,大林里,"24.9773885,121.3216335",1、2、3,2075.0,桃園分局,,v
公寓,住都大飯店,T099306,大林里,"24.976298,121.322905",1、2,2015.0,桃園分局,,v
公寓,尊貴學俯社區,T099308,豐林里,"24.9830216,121.3070669",1,1295.0,桃園分局,,v
公寓,公寓,EMA00282,龍鳳里,"24.9885302,121.2807791",1,20.0,桃園分局,," "
公寓,公寓,EMA00283,龍鳳里,"24.9885302,121.2807791",1,20.0,桃園分局,," "
公寓,公寓,EMA00284,龍鳳里,"24.9886451,121.2807308",1,86.0,桃園分局,," "
公寓,公寓,EMA00285,龍鳳里,"24.9915378,121.2795594",1、2,44.0,桃園分局,," "
公寓,藝術名廈社區,EMA00286,龍安里,"24.992245,121.276626",1、2,31.0,桃園分局,," "
公寓,龍安牙醫診所,EMA00287,龍鳳里,"24.988373,121.2809517",1,83.0,桃園分局,," "
公寓,公寓,EMA00288,龍鳳里,"24.9870331,121.2819528",1,34.0,桃園分局,," "
公寓,公寓,EMA00289,龍祥里,"24.9842737,121.2776266",1,16.0,桃園分局,," "
公寓,邦立醫療器材,EMA00290,龍壽里,"24.9780307,121.2698866",1,58.0,桃園分局,," "
公寓,杏一醫療用品,EMA00291,龍壽里,"24.980221,121.2679059",1,1174.0,桃園分局,,v
公寓,公寓,EMA00292,龍壽里,"24.9798396,121.2678475",1,52.0,桃園分局,," "
公寓,公寓,EMA00293,龍壽里,"24.978695,121.269684",1,33.0,桃園分局,," "
公寓,公寓,EMA00294,龍壽里,"24.9780812,121.2698525",1,493.0,桃園分局,," "
公寓,崙晟龍山兒童課後照顧服務中心,EMA00295,龍壽里,"24.9809546,121.2715808",1,73.0,桃園分局,," "
公寓,公寓,EMA00297,龍壽里,"24.9801977,121.2689291",1,15.0,桃園分局,," "
公寓,公寓,EMA00298,龍壽里,"24.9801977,121.2689291",1,18.0,桃園分局,," "
公寓,龍之鄉,EMA00299,龍祥里,"24.9809546,121.2715808",1,712.0,桃園分局,," "
公寓,椰林特區,EMA00300,龍祥里,"24.9850649,121.2744446",1,403.0,桃園分局,," "
公寓,中華賓士桃園展示中心,EMA00301,龍祥里,"24.9795313,121.2729153",1,20.0,桃園分局,," "
公寓,綠光大道水悅,EMA00302,龍祥里,"24.9853873,121.2743171",1,23.0,桃園分局,," "
公寓,縣府清境,EMA00305,龍祥里,"24.985267,121.2741955",1,47.0,桃園分局,," "
公寓,公寓,EMA00323,龍山里,"24.9794367,121.2667818",1,923.0,桃園分局,," "
大樓,衛生福利部桃園醫院,EMA00324,龍山里,"24.9781864,121.2685878",1,811.0,桃園分局,," "
大樓,衛生福利部桃園療養院,EMA00325,龍山里,"24.979286,121.2681564",1,104.0,桃園分局,," "
公寓,宏國第一選,T97104,龍鳳里,"24.9887773,121.2801277",1、2,1426.0,桃園分局,,v
公寓,公寓,EMA00327,龍山里,"24.9821259,121.2669819",1,28.0,桃園分局,," "
公寓,公寓,EMA00328,龍山里,"24.9821615,121.2664998",1,72.0,桃園分局,," "
公寓,公寓,EMA00329,龍山里,"24.982146,121.266096",1,204.0,桃園分局,," "
公寓,翰林苑社區,EMA00330,龍山里,"24.982189,121.266129",1,176.0,桃園分局,," "
公寓,公寓,EMA00331,龍山里,"24.9809482,121.2674426",1,72.0,桃園分局,," "
公寓,公寓,EMA00332,龍山里,"24.9826299,121.2675924",1,72.0,桃園分局,," "
公寓,公寓,EMA00333,龍山里,"24.982651,121.267638",1,20.0,桃園分局,," "
公寓,公寓,EMA00334,龍山里,"24.9822438,121.2670926",1,32.0,桃園分局,," "
公寓,寶祥縣寶,EMA00387,中信里,"24.9886979,121.2856335",1、2,713.0,桃園分局,,v
公寓,公寓,EMA00388,中信里,"24.9924192,121.2882129",1,37.0,桃園分局,," "
公寓,公寓,EMA00389,中信里,"24.9924651,121.2880049",1,55.0,桃園分局,," "
公寓,公寓,EMA00390,中信里,"24.9921539,121.2882042",1,32.0,桃園分局,," "
公寓,公寓,EMA00391,中信里,"24.987879,121.2838186",1,190.0,桃園分局,," "
大樓,彩虹魚,EMA00392,中信里,"24.9913762,121.288168",1,23.0,桃園分局,," "
公寓,公寓,EMA00393,中信里,"24.9905085,121.2862008",1,26.0,桃園分局,," "
公寓,公寓,EMA00395,中信里,"24.992263,121.288007",1,20.0,桃園分局,," "
大樓,中興富第,EMA00386,中信里,"24.9926946,121.2856048",1,907.0,桃園分局,," "
公寓,逸林新貴A,EMA00404,中信里,"24.993775,121.287156",1,1275.0,桃園分局,,v
公寓,公寓,EMA00405,中信里,"24.9928398,121.2849072",1,55.0,桃園分局,," "
大樓,逸林新貴B,EMA00406,中信里,"24.9938294,121.287349",1,172.0,桃園分局,," "
公寓,北海人力派遣公司,EMA00407,中信里,"24.9941944,121.2855696",1,73.0,桃園分局,," "
公寓,福麗舍大廈,EMA00439,龍壽里,"24.9821786,121.2699715",1,712.0,桃園分局,," "
公寓,公寓,EMA00448,龍岡里,"24.9887705,121.2838455",1,23.0,桃園分局,," "
公寓,公寓,EMA00449,龍鳳里,"24.9875219,121.2818553",1,20.0,桃園分局,," "
公寓,公寓,EMA00450,龍鳳里,"24.9877087,121.2810441",1,23.0,桃園分局,," "
公寓,公寓,EMA00451,龍鳳里,"24.9870677,121.2800843",1,11.0,桃園分局,," "
公寓,雙星報喜,EMA00452,龍鳳里,"24.9870939,121.2821753",1,288.0,桃園分局,," "
大樓,香格里拉,EMA01037,中聖里,"24.988595,121.287581",1,327.0,桃園分局,," "
大樓,公寓,EMA01038,中聖里,"24.988573,121.2877569",1,127.0,桃園分局,," "
公寓,公寓,EMA01039,中信里,"24.9905085,121.2862008",1、2、3、4,44.0,桃園分局,," "
公寓,縣府市寶,EMA01041,中信里,"24.9914438,121.2864054",1、2,1729.0,桃園分局,,v
公寓,巴黎花都,EMA01045,中聖里,"24.9871989,121.287471",1、2、3、4,5710.0,桃園分局,,v
公寓,必富邑A區,EMA01047,龍壽里,"24.9837226,121.2718532",1、2,647.0,桃園分局,," "
公寓,公寓,EMA01048,龍鳳里,"24.9878393,121.2787083",1,920.0,桃園分局,," "
公寓,公寓,EMA01055,中信里,"24.992917,121.287297",1,470.0,桃園分局,," "
