"建築物名稱the names of the buildings","電腦編號 serial number",村里別village,"地址 address","緯經度 latitude and longitude","地下樓層數number of basement levels",可容納人數capacity,轄管分局jurisdiction,"備駐 notes"
—,QMA00262,維新里,屏東縣屏東市維新里10鄰成功路103號,"22.67402007869599, 120.48254509691671",1,17.0,屏東分局,
—,QMA00261,維新里,屏東縣屏東市維新里10鄰成功路103號之1,"22.674163676353654, 120.48235383924505",1,33.0,屏東分局,
—,QMA00259,維新里,屏東縣屏東市維新里10鄰成功路103號之3,"22.67397857944749, 120.48250735458834",1,26.0,屏東分局,
—,QMA00260,維新里,屏東縣屏東市維新里10鄰成功路103號之3,"22.67397857944749, 120.48250735458834",1,36.0,屏東分局,
—,QMA00258,維新里,屏東縣屏東市維新里10鄰成功路103號之5,"22.67406917757152, 120.48256241040927",1,61.0,屏東分局,
—,QMA00257,維新里,屏東縣屏東市維新里10鄰成功路103號之6,"22.67407457791655, 120.48261333924518",1,26.0,屏東分局,
—,QMA00263,維新里,屏東縣屏東市維新里10鄰成功路113號,"22.674100277879447, 120.48284805273772",1,33.0,屏東分局,
—,QMA00264,維新里,屏東縣屏東市維新里10鄰成功路121號,"22.674228176604014, 120.4830255410958",1,26.0,屏東分局,
—,QMA00253,維新里,屏東縣屏東市維新里10鄰成功路127號,"22.674327175333904, 120.48319242575249",1,36.0,屏東分局,
—,QMA00371,維新里,屏東縣屏東市維新里13鄰博愛路155號,"22.67658937161797, 120.48116331225998",1,40.0,屏東分局,
—,QMA00251,維新里,屏東縣屏東市維新里09鄰昆明街4號,"22.675215974530033, 120.48287849691668",1,61.0,屏東分局,
—,QMA00266,維新里,屏東縣屏東市維新里09鄰昆明街6號,"22.675178075457914, 120.482868668081",1,26.0,屏東分局,
—,QMA02375,楠樹里,屏東縣屏東市楠樹里07鄰中華路68號,"22.673430976720052, 120.49028433940599",1,70.0,屏東分局,
—,QMA02376,楠樹里,屏東縣屏東市楠樹里03鄰民權路54號,"22.67238027854251, 120.49199028358281",1,25.0,屏東分局,
—,QMA02434,楠樹里,屏東縣屏東市楠樹里07鄰自由路222號,"22.672220341105778, 120.49525294724202",1,102.0,屏東分局,
—,QMA02439,楠樹里,屏東縣屏東市楠樹里07鄰福建路2號之5,"22.671467881031344, 120.49460709707678",1,40.0,屏東分局,
瑞泰綜合大樓,QMA02095,楠樹里,屏東縣屏東市楠樹里07鄰福建路3-3號,"22.671474281020355, 120.49413023940605",1,700.0,屏東分局,
—,QMA00005,楠樹里,屏東縣屏東市楠樹里04鄰福建路7號,"22.67156138036469, 120.49388628173531",1,40.0,屏東分局,
—,QMA02424,楠樹里,屏東縣屏東市楠樹里04鄰福建路76號,"22.672536778463307, 120.49149182591215",1,18.0,屏東分局,
商業娛樂樓,QMA02421,楠樹里,屏東縣屏東市楠樹里04鄰福建路78號,"22.672625078047517, 120.49111034125352",1,530.0,屏東分局,
—,QMA02412,楠樹里,屏東縣屏東市楠樹里08鄰福建路86號,"22.672751178807594, 120.49074495289996",1,16.0,屏東分局,
—,QMA02422,楠樹里,屏東縣屏東市楠樹里07鄰福建路100號,"22.672910677206712, 120.49030806824143",1,50.0,屏東分局,
—,QMA02494,楠樹里,屏東縣屏東市楠樹里05鄰林森路83號,"22.673109278468424, 120.4919274547474",1,22.0,屏東分局,
—,QMA02495,楠樹里,屏東縣屏東市楠樹里02鄰林森路87號,"22.673174077504754, 120.49172905289986",1,86.0,屏東分局,
瑞泰建設大樓,QMA02094,楠樹里,屏東縣屏東市楠樹里07鄰仁德路60號,"22.672216380168887, 120.49467226824136",1,1717.0,屏東分局,
—,QMA00013,楠樹里,屏東縣屏東市楠樹里04鄰仁愛路27號,"22.669413084529204, 120.49160299707673",1,57.0,屏東分局,
—,QMA00016,楠樹里,屏東縣屏東市楠樹里01鄰仁愛路42號,"22.671030282052953, 120.49248261241819",1,20.0,屏東分局,
中影大樓/屏東數位影城,QMA02099,楠樹里,屏東縣屏東市楠樹里07鄰民生路248號,"22.67061398211292, 120.49198623940606",1.2,4098.0,屏東分局,
屏東民生路郵局,QMA02100,楠樹里,屏東縣屏東市楠樹里07鄰民生路250號,"22.67069308248081, 120.49143908173532",1,352.0,屏東分局,
—,QMA02404,楠樹里,屏東縣屏東市楠樹里04鄰杭州街2-24號,"22.671215281324944, 120.49048148358271",1,29.0,屏東分局,
—,QMA00003,楠樹里,屏東縣屏東市楠樹里02鄰福州街11號,"22.67047468321548, 120.4931985835828",1,49.0,屏東分局,
—,QMA00007,楠樹里,屏東縣屏東市楠樹里04鄰福州街42號,"22.671036182176767, 120.49354354125352",1,53.0,屏東分局,
—,QMA00009,楠樹里,屏東縣屏東市楠樹里04鄰廈門街34號,"22.670818982624194, 120.49385864125348",1,29.0,屏東分局,
—,QMA00010,楠樹里,屏東縣屏東市楠樹里02鄰廈門街63號,"22.671007281829436, 120.49276625474742",1,40.0,屏東分局,
—,QMA00002,勝利里,屏東縣屏東市勝利里17鄰中山路102號,"22.68133536305551, 120.48478256824158",1,21.0,屏東分局,
—,QMA00001,勝利里,屏東縣屏東市勝利里17鄰中山路104號,"22.68136346388135, 120.48474411057074",1,21.0,屏東分局,
屏東縣議會,QMA02009,勝利里,屏東縣屏東市勝利里13鄰忠孝路223號,"22.68182106217851, 120.48869776824152",1,5337.0,屏東分局,
屏東縣立體停車場,QMA02008,勝利里,屏東縣屏東市勝利里13鄰忠孝路225號,"22.683365559389635, 120.48914068173558",1,5369.0,屏東分局,
屏東中學/人文樓,QMA01831,勝利里,屏東縣屏東市勝利里19鄰忠孝路231號,"22.68563244938232, 120.48853871057088",1,1881.0,屏東分局,共有6處、總計可容納人數6892人
屏東中學/活動中心,QMA01832,勝利里,屏東縣屏東市勝利里19鄰忠孝路231號,"22.68563244938232, 120.48853871057088",1,1966.0,屏東分局,共有6處、總計可容納人數6892人
屏東中學/美工大樓,QMA01833,勝利里,屏東縣屏東市勝利里19鄰忠孝路231號,"22.68563244938232, 120.48853871057088",1,596.0,屏東分局,共有6處、總計可容納人數6892人
屏東中學/勝利大樓,QMA01834,勝利里,屏東縣屏東市勝利里19鄰忠孝路231號,"22.68563244938232, 120.48853871057088",1,950.0,屏東分局,共有6處、總計可容納人數6892人
屏東中學/電子大樓,QMA01836,勝利里,屏東縣屏東市勝利里19鄰忠孝路231號,"22.68563244938232, 120.48853871057088",1,433.0,屏東分局,共有6處、總計可容納人數6892人
屏東中學/行政大樓,QMA01837,勝利里,屏東縣屏東市勝利里19鄰忠孝路231號,"22.68563244938232, 120.48853871057088",1,1036.0,屏東分局,共有6處、總計可容納人數6892人
—,QMA02315,勝利里,屏東縣屏東市勝利里26鄰忠孝路255-1號,"22.689169246029525, 120.4888520547478",1,32.0,屏東分局,
—,QMA02316,勝利里,屏東縣屏東市勝利里26鄰忠孝路257號,"22.68918675320306, 120.48879231057107",1,52.0,屏東分局,
—,QMA02317,勝利里,屏東縣屏東市勝利里26鄰忠孝路259號,"22.689292442895837, 120.48886235474778",1,32.0,屏東分局,
—,QMA00003,勝利里,屏東縣屏東市勝利里26鄰忠孝路313-1號,"22.691533543026885, 120.48873936824174",1,21.0,屏東分局,
竹生診所,QMA00024,勝利里,屏東縣屏東市勝利里15鄰勝利路124-6號,"22.679765266651625, 120.48588305474766",1,57.0,屏東分局,
屏東縣政府/北棟大樓,QMA02608,勝利里,屏東縣屏東市勝利里13鄰自由路527號,"22.683023324061267, 120.48791195853994",1,14453.0,屏東分局,共有2處、總計可容納人數17009人
屏東縣政府/南棟大樓,QMA02007,勝利里,屏東縣屏東市勝利里13鄰自由路527號,"22.682100696284408, 120.48784469627091",1,2556.0,屏東分局,共有2處、總計可容納人數17009人
屏東市地政事務所,QMA02607,勝利里,屏東縣屏東市勝利里13鄰自由路529號,"22.68323385760623, 120.48694212406483",1,3810.0,屏東分局,
大樂公司,QMA02038,勝利里,屏東縣屏東市勝利里18鄰自由路550號,"22.68400946357195, 120.48695272591236",1,7857.0,屏東分局,
—,QMA02327,勝利里,屏東縣屏東市勝利里28鄰廣東路854號,"22.688174845237427, 120.48885105474776",1,41.0,屏東分局,
—,QMA02328,勝利里,屏東縣屏東市勝利里28鄰廣東路932號,"22.688224650613975, 120.48674848173555",1,18.0,屏東分局,
—,QMA02318,勝利里,屏東縣屏東市勝利里28鄰廣東路934號,"22.688152250744825, 120.48682853940637",1,34.0,屏東分局,
—,QMA02313,勝利里,屏東縣屏東市勝利里28鄰廣東路936號,"22.688146239850298, 120.48679895474758",1,62.0,屏東分局,
—,QMA02330,勝利里,屏東縣屏東市勝利里28鄰廣東路938號,"22.688148549385648, 120.48669363940631",1,37.0,屏東分局,
—,QMA02326,勝利里,屏東縣屏東市勝利里28鄰廣東路948號,"22.68813804804096, 120.48648041057095",1,41.0,屏東分局,
—,QMA02322,勝利里,屏東縣屏東市勝利里28鄰廣東路856號,"22.6881465507551, 120.4888824240649",1,22.0,屏東分局,
—,QMA02323,勝利里,屏東縣屏東市勝利里28鄰廣東路868號,"22.68819514656188, 120.48827351057095",1,50.0,屏東分局,
—,QMA02319,勝利里,屏東縣屏東市勝利里28鄰廣東路904號,"22.688059552272392, 120.48706782406492",1,80.0,屏東分局,
—,QMA02314,勝利里,屏東縣屏東市勝利里28鄰廣東路906號,"22.688099448116407, 120.48702483940633",1,81.0,屏東分局,
—,QMA02331,勝利里,屏東縣屏東市勝利里28鄰廣東路910號,"22.688839950919213, 120.48667519522952",1,17.0,屏東分局,
—,QMA00010,勝利里,屏東縣屏東市勝利里34鄰廣東路958號,"22.688084544068197, 120.48628699707702",1,18.0,屏東分局,
—,QMA00006,勝利里,屏東縣屏東市勝利里34鄰廣東路964號,"22.68805694819926, 120.48612725290019",1,18.0,屏東分局,
—,QMA00008,勝利里,屏東縣屏東市勝利里34鄰廣東路970號,"22.68801535234905, 120.48600703940633",1,18.0,屏東分局,
—,QMA00004,勝利里,屏東縣屏東市勝利里34鄰廣東路980號,"22.687996952380843, 120.48583431241845",1,18.0,屏東分局,
—,QMA00012,勝利里,屏東縣屏東市勝利里34鄰廣東路982-1號,"22.68794935787929, 120.48571519707701",1,18.0,屏東分局,
—,QMA00003,勝利里,屏東縣屏東市勝利里34鄰廣東路984號,"22.688047344148774, 120.48571535474774",1,18.0,屏東分局,
—,QMA00002,勝利里,屏東縣屏東市勝利里34鄰廣東路986號,"22.687964053791962, 120.48552501057092",1,18.0,屏東分局,
君臨天下大樓,QMA02054,勝利里,屏東縣屏東市勝利里40鄰廣東路990號,"22.687994553741298, 120.48536595474773",1.2,2940.0,屏東分局,
—,QMA02325,勝利里,屏東縣屏東市勝利里20鄰崇武路24-3號,"22.68516166190727, 120.48665639707693",1,48.0,屏東分局,
屏東縣選舉委員會,QMA02037,勝利里,屏東縣屏東市勝利里14鄰太原一路36號,"22.681654062480064, 120.48688171241847",1,621.0,屏東分局,
國泰府前大廈,QMA02039,勝利里,屏東縣屏東市勝利里21鄰太原一路84號,"22.684986158739992, 120.48643031241838",1,3280.0,屏東分局,
澄園大樓,QMA02040,勝利里,屏東縣屏東市勝利里23鄰公正四街93號,"22.684621954899068, 120.48895759522941",1,1646.0,屏東分局,
中華電信工程處,QMA00022,勝利里,屏東縣屏東市勝利里15鄰蘭州街1號,"22.68038906557044, 120.48590702591235",1,464.0,屏東分局,
勝利國小/勵志樓,QMA00008,勝利里,屏東縣屏東市勝利里15鄰蘭州街2號,"22.680579263601587, 120.48603976824151",1,1188.0,屏東分局,共有4處、總計可容納人數2420人
勝利國小/勝利樓,QMA00009,勝利里,屏東縣屏東市勝利里15鄰蘭州街2號,"22.680579263601587, 120.48603976824151",1,390.0,屏東分局,共有4處、總計可容納人數2420人
勝利國小/至善樓,QMA00010,勝利里,屏東縣屏東市勝利里15鄰蘭州街2號,"22.680579263601587, 120.48603976824151",1,682.0,屏東分局,共有4處、總計可容納人數2420人
勝利國小/勤學樓,QMA00011,勝利里,屏東縣屏東市勝利里15鄰蘭州街2號,"22.680579263601587, 120.48603976824151",1,160.0,屏東分局,共有4處、總計可容納人數2420人
—,QMA02190,公園里,屏東縣屏東市公園里01鄰中正路76號,"22.675406874652758, 120.48999779707673",1,20.0,屏東分局,
—,QMA02175,公園里,屏東縣屏東市公園里09鄰中正路137號,"22.676318270071633, 120.48990702591225",1,29.0,屏東分局,
—,QMA02191,公園里,屏東縣屏東市公園里09鄰中正路141號,"22.67659877160736, 120.48994126639401",1,22.0,屏東分局,
—,QMA02173,公園里,屏東縣屏東市公園里09鄰中正路149之1號,"22.67714777061614, 120.49009043940616",1,27.0,屏東分局,
國泰大樓/高雄銀行,QMA02133,公園里,屏東縣屏東市公園里22鄰中正路152號,"22.677431769511465, 120.49075956824157",1,600.0,屏東分局,
—,QMA02159,公園里,屏東縣屏東市公園里20鄰中正路165號,"22.67802737285304, 120.49045049707684",1,76.0,屏東分局,
—,QMA02248,公園里,屏東縣屏東市公園里20鄰中正路169號,"22.678181468750083, 120.49047383940626",1,20.0,屏東分局,
—,QMA02164,公園里,屏東縣屏東市公園里02鄰北平路7號,"22.67583947345587, 120.48883933755857",1,14.0,屏東分局,
屏東縣政府/財稅局,QMA02176,公園里,屏東縣屏東市公園里10鄰北平路24號,"22.675901974314115, 120.48944933940605",1,708.0,屏東分局,
民生派出所,QMA02247,公園里,屏東縣屏東市公園里10鄰北平路30號,"22.676249470215726, 120.4885122835829",1,353.0,屏東分局,
—,QMA02189,公園里,屏東縣屏東市公園里07鄰信義路118號,"22.676617673713306, 120.48856785474763",1,42.0,屏東分局,
—,QMA02178,公園里,屏東縣屏東市公園里07鄰信義路120號,"22.677276369803312, 120.48872481057077",1,46.0,屏東分局,
富有名店大廈,QMA02064,公園里,屏東縣屏東市公園里06鄰中華路139號,"22.676468771319524, 120.49107205474755",1.2,10240.0,屏東分局,
中山公園家大樓,QMA02063,公園里,屏東縣屏東市公園里19鄰中華路175號,"22.67743437187953, 120.4913662682415",1,1736.0,屏東分局,
屏東公園地下停車場,QMA02145,公園里,"屏東縣屏東市公園里09鄰仁愛路77號
","22.67667021843489, 120.49371342796546",1.2,14536.0,屏東分局,
環球購物中心大樓,QMA02250,公園里,屏東縣屏東市公園里09鄰仁愛路90號,"22.673218978286297, 120.49360011057077",1.2,11060.0,屏東分局,
國立屏東女中/活動中心,QMA02136,公園里,屏東縣屏東市公園里12鄰仁愛路94號,"22.674873575538374, 120.49380005474761",1,1938.0,屏東分局,共有4處、總計可容納人數4325人
國立屏東女中/綜合教學樓,QMA02137,公園里,屏東縣屏東市公園里12鄰仁愛路94號,"22.674873575538374, 120.49380005474761",1,988.0,屏東分局,共有4處、總計可容納人數4325人
國立屏東女中/進德樓,QMA02138,公園里,屏東縣屏東市公園里12鄰仁愛路94號,"22.674873575538374, 120.49380005474761",1,822.0,屏東分局,共有4處、總計可容納人數4325人
國立屏東女中/弘德樓,QMA02150,公園里,屏東縣屏東市公園里12鄰仁愛路94號,"22.67448854174481, 120.49497715608798",1,577.0,屏東分局,共有4處、總計可容納人數4325人
仁愛國小/南棟,QMA02140,公園里,屏東縣屏東市公園里18鄰仁愛路96號,"22.676103070522263, 120.49430062406462",1,996.0,屏東分局,共有4處、總計可容納人數3616人
仁愛國小/音樂館,QMA02141,公園里,屏東縣屏東市公園里18鄰仁愛路96號,"22.67695750056669, 120.49555830061486",1,358.0,屏東分局,共有4處、總計可容納人數3616人
仁愛國小/北棟,"QMA02151 ",公園里,屏東縣屏東市公園里18鄰仁愛路96號,"22.67692435568409, 120.49516759558709",1,1140.0,屏東分局,共有4處、總計可容納人數3616人
仁愛國小/東棟,QMA02153,公園里,屏東縣屏東市公園里18鄰仁愛路96號,"22.676548002888318, 120.49536294998788",1,1122.0,屏東分局,共有4處、總計可容納人數3616人
屏東縣體育館,QMA02062,公園里,屏東縣屏東市公園里13鄰勝利路9號,"22.677850265007518, 120.49382406824141",1,1720.0,屏東分局,
幸福公園地下停車場,QMA02144,公園里,屏東縣屏東市公園里26鄰勝利路31號,"22.67852416324023, 120.4914272036106",1.2,14525.0,屏東分局,
屏東醫院/復健大樓,QMA02141,公園里,屏東縣屏東市公園里12鄰自由路270號,"22.673571777071555, 120.49544520872321",1,5313.0,屏東分局,
屏東醫院/醫療大樓,QMA02249,公園里,屏東縣屏東市公園里12鄰自由路270-1號,"22.673571777071555, 120.49555249707679",1,1468.0,屏東分局,
屏東縣政府衛生局,QMA02155,公園里,屏東縣屏東市公園里12鄰自由路272號,"22.675178014466823, 120.49637478946418",1.2,9712.0,屏東分局,
衛福部/屏醫高齡大樓,QMA02143,公園里,屏東縣屏東市公園里01鄰公園路1號,"22.67275267834162, 120.49530027250198",1,3672.0,屏東分局,
馬光中醫診所,QMA02161,公園里,屏東縣屏東市公園里05鄰公園路19號,"22.67349014484859, 120.49314422352474",1,366.0,屏東分局,
富光大飯店,QMA02103,公園里,屏東縣屏東市公園里05鄰公園路19-7號,"22.673531767845564, 120.49291642208445",1,424.0,屏東分局,
中洲THEONE大樓,QMA02251,公園里,屏東縣屏東市公園里05鄰公園路21號,"22.67362557634074, 120.49301312591206",1.2,1628.0,屏東分局,
郵局4支局,QMA02168,公園里,屏東縣屏東市公園里05鄰開封街7號,"22.676343568489095, 120.49077886824146",1,133.0,屏東分局,
—,QMA02179,公園里,屏東縣屏東市公園里05鄰開封街9號,"22.676279873202876, 120.4906731682415",1,133.0,屏東分局,
—,QMA02187,公園里,屏東縣屏東市公園里08鄰開封街18號,"22.676991770897818, 120.4888105394061",1,24.0,屏東分局,
