"建築物名稱the names of the buildings","電腦編號 serial number",村里別village,"地址 address","緯經度 latitude and longitude","地下樓層數number of basement levels",可容納人數capacity,轄管分局jurisdiction,"備駐 notes"
—,QMA00206,光榮里,屏東縣屏東市光榮里05鄰中山路59號,"22.674846774770415, 120.48499936819601",1,160.0,屏東分局,
—,QMA00206,光榮里,屏東縣屏東市光榮里05鄰中山路61號,"22.675471776360084, 120.48471393936008",1,26.0,屏東分局,
—,QMA00198,光榮里,屏東縣屏東市光榮里05鄰中山路63號,"22.676005075135027, 120.48455653936026",1,40.0,屏東分局,
—,QMA00334,光榮里,屏東縣屏東市光榮里03鄰重慶路26號,"22.670977382526125, 120.48478143935995",1,40.0,屏東分局,
—,QMA00335,光榮里,屏東縣屏東市光榮里05鄰重慶路37號,"22.67142818142118, 120.48431981052423",1,40.0,屏東分局,
—,QMA00336,光榮里,屏東縣屏東市光榮里05鄰重慶路39號,"22.671508081294252, 120.48426658168842",1,40.0,屏東分局,
—,QMA00200,光榮里,屏東縣屏東市光榮里04鄰重慶路40號,"22.672438080286447, 120.48414081052425",1,26.0,屏東分局,
—,QMA00337,光榮里,屏東縣屏東市光榮里05鄰重慶路49號,"22.67186527958373, 120.48414761052422",1,40.0,屏東分局,
—,QMA00204,光榮里,屏東縣屏東市光榮里04鄰重慶路52號,"22.672790678481743, 120.48389331052424",1,26.0,屏東分局,
—,QMA00267,光榮里,屏東縣屏東市光榮里05鄰重慶路69號,"22.67275707828789, 120.48359018168846",1,36.0,屏東分局,
—,QMA00268,光榮里,屏東縣屏東市光榮里05鄰重慶路71-3號,"22.672787878486865, 120.48365861052426",1,33.0,屏東分局,
—,QMA00205,光榮里,屏東縣屏東市光榮里04鄰重慶路94號,"22.674122676077513, 120.48334491052431",1,53.0,屏東分局,
—,QMA00202,光榮里,屏東縣屏東市光榮里07鄰重慶路154號,"22.676275672700143, 120.48318042586749",1,26.0,屏東分局,
—,QMA00201,光榮里,屏東縣屏東市光榮里07鄰重慶路156號,"22.67618547386403, 120.48317353936014",1,26.0,屏東分局,
—,QMA00203,光榮里,屏東縣屏東市光榮里07鄰重慶路158號,"22.67637977097158, 120.48318945470338",1,26.0,屏東分局,
—,QMA00199,光榮里,屏東縣屏東市光榮里07鄰重慶路174號,"22.676658469359484, 120.48311226819594",1,26.0,屏東分局,
—,QMA00284,光榮里,屏東縣屏東市光榮里06鄰忠孝路32號,"22.67290627617076, 120.48229976634528",1,33.0,屏東分局,
—,QMA00283,光榮里,屏東縣屏東市光榮里06鄰忠孝路37號,"22.67303907803344, 120.48221286819586",1,17.0,屏東分局,
—,QMA00288,光榮里,屏東縣屏東市光榮里07鄰忠孝路60號,"22.673132876741814, 120.48313608168849",1,36.0,屏東分局,
—,QMA00287,光榮里,屏東縣屏東市光榮里07鄰忠孝路61號,"22.673266377041287, 120.48279378168856",1,26.0,屏東分局,
—,QMA00289,光榮里,屏東縣屏東市光榮里07鄰忠孝路62號,"22.673206677730906, 120.48318375285268",1,33.0,屏東分局,
—,QMA00290,光榮里,屏東縣屏東市光榮里07鄰忠孝路66號,"22.67319737717587, 120.48332648168844",1,17.0,屏東分局,
—,QMA00285,光榮里,屏東縣屏東市光榮里07鄰忠孝路69號,"22.67345427606886, 120.48307369703177",1,26.0,屏東分局,
—,QMA00213,光榮里,屏東縣屏東市光榮里05鄰忠孝路72號,"22.673360276858247, 120.48371326819588",1,80.0,屏東分局,
—,QMA00286,光榮里,屏東縣屏東市光榮里07鄰忠孝路73號,"22.673531275907717, 120.48311065285277",1,61.0,屏東分局,
—,QMA00215,光榮里,屏東縣屏東市光榮里05鄰忠孝路74號,"22.6733764768266, 120.4837885547033",1,26.0,屏東分局,
—,QMA00214,光榮里,屏東縣屏東市光榮里05鄰忠孝路76-1號,"22.67337957771902, 120.4838482681959",1,26.0,屏東分局,
—,QMA00209,光榮里,屏東縣屏東市光榮里05鄰忠孝路83號,"22.673599077338544, 120.48386103936001",1,40.0,屏東分局,
—,QMA00211,光榮里,屏東縣屏東市光榮里05鄰忠孝路87號,"22.673804275992776, 120.48407353936012",1,40.0,屏東分局,
—,QMA00208,光榮里,屏東縣屏東市光榮里05鄰忠孝路91號,"22.67397397464116, 120.4845469258675",1,106.0,屏東分局,
—,QMA00212,光榮里,屏東縣屏東市光榮里05鄰忠孝路94號,"22.673637075686166, 120.48443526819597",1,53.0,屏東分局,
—,QMA00342,光榮里,屏東縣屏東市光榮里03鄰民族路98號,"22.670824782145907, 120.48556848168845",1,40.0,屏東分局,
志穎中醫診所,QMA00343,光榮里,屏東縣屏東市光榮里04鄰民族路134號,"22.670963181906057, 120.4841837681958",1,40.0,屏東分局,
民族派出所,QMA00378,光榮里,屏東縣屏東市光榮里06鄰民族路152號,"22.671098781535612, 120.48374606819587",1,30.0,屏東分局,
—,QMA00349,光榮里,屏東縣屏東市光榮里07鄰民族路184號,"22.67117748167678, 120.4826629970317",1,40.0,屏東分局,
—,QMA00272,光榮里,屏東縣屏東市光榮里01鄰信義路14-1號,"22.671961579781247, 120.4824471240169",1,61.0,屏東分局,
—,QMA00277,光榮里,屏東縣屏東市光榮里02鄰信義路28號,"22.67223847840013, 120.48296861052428",1,33.0,屏東分局,
—,QMA00282,光榮里,屏東縣屏東市光榮里02鄰信義路36-1號,"22.67236617857118, 120.48334312401671",1,33.0,屏東分局,
—,QMA00273,光榮里,屏東縣屏東市光榮里02鄰信義路38號,"22.672393578742675, 120.48361315285261",1,26.0,屏東分局,
—,QMA00271,光榮里,屏東縣屏東市光榮里02鄰信義路38-5號,"22.672334180208924, 120.48364533936007",1,26.0,屏東分局,
—,QMA00274,光榮里,屏東縣屏東市光榮里02鄰信義路39號,"22.672208280399882, 120.48238611052426",1,36.0,屏東分局,
—,QMA00216,光榮里,屏東縣屏東市光榮里01鄰信義路46號,"22.672612278559747, 120.48407996819587",1,26.0,屏東分局,
—,QMA00217,光榮里,屏東縣屏東市光榮里01鄰信義路66號,"22.672967077356514, 120.48478853936014",1,26.0,屏東分局,
—,QMA00276,光榮里,屏東縣屏東市光榮里06鄰信義路67號,"22.672338478627296, 120.48276392586747",1,17.0,屏東分局,
—,QMA00279,光榮里,屏東縣屏東市光榮里06鄰信義路73號,"22.672586879580717, 120.4832639816885",1,61.0,屏東分局,
—,QMA00278,光榮里,屏東縣屏東市光榮里02鄰信義路73-4號,"22.672470180002804, 120.48344869703169",1,26.0,屏東分局,
—,QMA00280,光榮里,屏東縣屏東市光榮里06鄰信義路75號,"22.672629478282843, 120.48351825470328",1,26.0,屏東分局,
—,QMA00281,光榮里,屏東縣屏東市光榮里06鄰信義路75-5號,"22.67260967880852, 120.48346461052425",1,36.0,屏東分局,
—,QMA00293,光榮里,屏東縣屏東市光榮里09鄰博愛路18號,"22.67171928041567, 120.4823394105242",1,17.0,屏東分局,
—,QMA00292,光榮里,屏東縣屏東市光榮里09鄰博愛路20號,"22.671750680359015, 120.48234561052428",1,33.0,屏東分局,
—,QMA00196,光榮里,屏東縣屏東市光榮里08鄰公園西路20號,"22.676022271668653, 120.48359242586751",1,48.0,屏東分局,
—,QMA00270,光榮里,屏東縣屏東市光榮里04鄰貴陽街65號,"22.673255277934476, 120.48248138168849",1,33.0,屏東分局,
—,QMA00269,光榮里,屏東縣屏東市光榮里04鄰貴陽街67號,"22.67334497659258, 120.48247251052418",1,17.0,屏東分局,
薇楓商旅,QMA00194,光榮里,屏東縣屏東市光榮里03鄰桂林街38號,"22.67242907913449, 120.48508233936003",1,332.0,屏東分局,
—,QMA00193,光榮里,屏東縣屏東市光榮里03鄰桂林街56號,"22.67226827898697, 120.48450708168846",1,48.0,屏東分局,
—,QMA00291,光榮里,屏東縣屏東市光榮里09鄰桂林街102號,"22.67178767992385, 120.48269709518104",1,36.0,屏東分局,
農糧署/南區分署/屏東辦事處,QMA00150,大同里,屏東縣屏東市大同里02鄰中山路44號,"22.672289280501392, 120.4862828105242",1,57.0,屏東分局,
—,QMA00166,大同里,屏東縣屏東市大同里01鄰中正路30號,"22.672625578779847, 120.48902605285271",1,106.0,屏東分局,
鍾耳鼻喉科,QMA00167,大同里,屏東縣屏東市大同里01鄰中正路40號,"22.67291097853101, 120.48918663936",1,40.0,屏東分局,
合作金庫/屏東分行,QMA00168,大同里,屏東縣屏東市大同里01鄰中正路42號,"22.67302327697129, 120.48918661052416",1,186.0,屏東分局,
顏耳鼻喉科,QMA00157,大同里,屏東縣屏東市大同里04鄰中正路64號,"22.673636775057098, 120.48937125470326",1,26.0,屏東分局,
太平洋百貨,QMA02616,大同里,屏東縣屏東市大同里02鄰中正路72號,"22.674268880233235, 120.48964192983792",1.2.3.4,25408.0,屏東分局,
—,QMA00169,大同里,屏東縣屏東市大同里01鄰中正路83號,"22.67263217901415, 120.48874816819588",1,40.0,屏東分局,
國泰世華銀行/屏東分行,QMA02615,大同里,屏東縣屏東市大同里05鄰中正路89號,"22.6727992797649, 120.48876699703162",1,320.0,屏東分局,
—,QMA00170,大同里,屏東縣屏東市大同里02鄰中正路95號,"22.672950077925627, 120.48881096819576",1,53.0,屏東分局,
林長雄診所,QMA00171,大同里,屏東縣屏東市大同里02鄰中正路101號,"22.673142377002144, 120.48878676634533",1,80.0,屏東分局,
—,QMA00155,大同里,屏東縣屏東市大同里06鄰中正路109號,"22.67326267704849, 120.48895386819589",1,66.0,屏東分局,
劉眼科,QMA00156,大同里,屏東縣屏東市大同里06鄰中正路115之3號,"22.673498777203704, 120.4889420970317",1,40.0,屏東分局,
彰化銀行/屏東分行,QMA01989,大同里,屏東縣屏東市大同里02鄰中正路117-2號,"22.673667777863677, 120.48904286819591",1,456.0,屏東分局,
屏東縣政府警察局/刑警大樓,QMA00375,大同里,屏東縣屏東市大同里02鄰中正路119號,"22.67431697499319, 120.48915683936015",1,1094.0,屏東分局,共有2處、總計可容納人數1415人
屏東縣政府警察局/親民樓,QMA00376,大同里,屏東縣屏東市大同里02鄰中正路119號,"22.67431697499319, 120.48915683936015",1,321.0,屏東分局,共有2處、總計可容納人數1415人
新光銀行/屏東分行,QMA01990,大同里,屏東縣屏東市大同里02鄰中正路123號,"22.67501987362285, 120.48945273936006",1.2,5205.0,屏東分局,
新光商業大樓,QMA00164,大同里,屏東縣屏東市大同里01鄰中華路15號,"22.67210267972365, 120.48956069703166",1,160.0,屏東分局,
—,QMA00163,大同里,屏東縣屏東市大同里01鄰中華路33號,"22.67243137913036, 120.48977963936",1,53.0,屏東分局,
—,QMA00159,大同里,屏東縣屏東市大同里04鄰中華路45號,"22.672609879052846, 120.48983496819591",1,26.0,屏東分局,
—,QMA00160,大同里,屏東縣屏東市大同里04鄰中華路49號,"22.67270007839486, 120.4898305816884",1,26.0,屏東分局,
—,QMA00158,大同里,屏東縣屏東市大同里04鄰中華路75號,"22.67339487799452, 120.49012111052431",1,26.0,屏東分局,
屏東縣立體停車場,QMA02067,大同里,屏東縣屏東市大同里04鄰中華路91號,"22.67387767551563, 120.49023128168845",1,2046.0,屏東分局,
台輪旅社,QMA00025,大同里,屏東縣屏東市大同里08鄰民族路159號,"22.670364382698107, 120.48690982586751",1,87.0,屏東分局,
—," QMA00107",大同里,屏東縣屏東市大同里01鄰上海路6號,"22.669677384133934, 120.48875063935996",1,26.0,屏東分局,
—,QMA00109,大同里,屏東縣屏東市大同里01鄰上海路11號,"22.669890283814137, 120.48855436819596",1,33.0,屏東分局,
—,QMA00110,大同里,屏東縣屏東市大同里01鄰上海路11號之1,"22.669929883545066, 120.4885114528528",1,25.0,屏東分局,
—,QMA00103,大同里,屏東縣屏東市大同里03鄰上海路18號,"22.670052483364714, 120.48866581052418",1,33.0,屏東分局,
—,QMA00104,大同里,屏東縣屏東市大同里03鄰上海路20號,"22.670081283189955, 120.48865288168834",1,33.0,屏東分局,
—,QMA00105,大同里,屏東縣屏東市大同里03鄰上海路27號,"22.670649082347232, 120.48824752586745",1,40.0,屏東分局,
逢甲地下商場,QMA00120,大同里,屏東縣屏東市大同里04鄰逢甲路1號,"22.67114038159905, 120.48890056819576",1,3616.0,屏東分局,
—,QMA00121,大同里,屏東縣屏東市大同里04鄰逢甲路13號,"22.671084181024504, 120.48872992575255",1,155.0,屏東分局,
—,QMA00426,大同里,屏東縣屏東市大同里01鄰逢甲路18號,"22.671388781162136, 120.48846413924495",1,26.0,屏東分局,
—,QMA00119,大同里,屏東縣屏東市大同里04鄰逢甲路25號,"22.67100118183361, 120.48851246808084",1,41.0,屏東分局,
寶雅百貨大樓,QMA00442,大同里,屏東縣屏東市大同里01鄰逢甲路60號,"22.670947582304734, 120.48745134109556",1,226.0,屏東分局,
東星飯店,QMA00111,大同里,屏東縣屏東市大同里01鄰光復路18號,"22.670052483364714, 120.48866581052418",1,223.0,屏東分局,
飛馬飯店,QMA00129,大同里,屏東縣屏東市大同里06鄰光復路60號,"22.66983618389733, 120.48712103924503",1,266.0,屏東分局,
光南百貨公司,QMA02041,大同里,屏東縣屏東市大同里01鄰永福路31號,"22.671824281742875, 120.4876728104092",1,208.0,屏東分局,
—,QMA00165,大同里,屏東縣屏東市大同里01鄰福建路19號,"22.672033481070716, 120.49192431040923",1,26.0,屏東分局,
—,QMA00409,大同里,屏東縣屏東市大同里06鄰福建路85號,"22.67283147918554, 120.48971503924506",1,48.0,屏東分局,
—,QMA00161,大同里,屏東縣屏東市大同里05鄰福建路87號,"22.672873678325395, 120.48962213924509",1,26.0,屏東分局,
—,QMA00162,大同里,屏東縣屏東市大同里05鄰福建路87號之1,"22.672872878854772, 120.48956843924512",1,26.0,屏東分局,
永豐銀行/屏東分行,QMA02042,大同里,屏東縣屏東市大同里03鄰復興北路14號,"22.671817280607705, 120.4890537239018",1,236.0,屏東分局,
御東園大樓,QMA01992,大同里,屏東縣屏東市大同里01鄰北平路9號,"22.675656575631823, 120.48896589691671",1,1053.0,屏東分局,
—,QMA00183,大同里,屏東縣屏東市大同里03鄰北平路9號之3,"22.675948374721933, 120.4883191969167",1,292.0,屏東分局,
—,QMA00180,大同里,屏東縣屏東市大同里03鄰北平路11號,"22.676046375068807, 120.48798913924506",1,130.0,屏東分局,
屏東市召會,QMA00181,大同里,屏東縣屏東市大同里03鄰北平路36號,"22.676371174599673, 120.4875146392451",1,218.0,屏東分局,
—,QMA00187,大同里,屏東縣屏東市大同里05鄰公園路62號,"22.6755200744585, 120.48724786808097",1,80.0,屏東分局,
—,QMA00186,大同里,屏東縣屏東市大同里05鄰公園路66號,"22.675626674745235, 120.4868655815735",1,332.0,屏東分局,
—,QMA00184,大同里,屏東縣屏東市大同里03鄰公園路73號,"22.67550597493693, 120.48662183924505",1,250.0,屏東分局,
—,QMA00153,大同里,屏東縣屏東市大同里07鄰忠孝路104號,"22.67408457896817, 120.48591639691668",1,33.0,屏東分局,
—,QMA00189,大同里,屏東縣屏東市大同里04鄰忠孝路118-1號,"22.676184573858873, 120.48740098157356",1,119.0,屏東分局,
—,QMA00190,大同里,屏東縣屏東市大同里04鄰忠孝路120號之1,"22.676847575576026, 120.4876123392451",1,362.0,屏東分局,
—,QMA00185,大同里,屏東縣屏東市大同里03鄰忠孝路145號,"22.675023777391306, 120.48681568342408",1,159.0,屏東分局,
成功路變電所,QMA00188,大同里,屏東縣屏東市大同里05鄰成功路191號,"22.675831074420493, 120.486211468081",1,80.0,屏東分局,
屏東警察分局,QMA00377,大同里,屏東縣屏東市大同里02鄰信義路141-3,"22.67472787617311, 120.48747292390192",1,1005.0,屏東分局,
農田水利署/屏東管理處,QMA01991,大同里,屏東縣屏東市大同里02鄰信義路143號,"22.67542275556751, 120.48754740670807",1,1866.0,屏東分局,
—,QMA00135,大同里,屏東縣屏東市大同里06鄰南昌街1號,"22.66982858386536, 120.48746062575246",1,26.0,屏東分局,
—,QMA00132,大同里,屏東縣屏東市大同里06鄰南昌街13號,"22.670102883201242, 120.48746236808076",1,26.0,屏東分局,
—,QMA00133,大同里,屏東縣屏東市大同里06鄰南昌街21號,"22.670159683360218, 120.48747826808085",1,15.0,屏東分局,
真耶穌基督教會,QMA00139,大同里,屏東縣屏東市大同里03鄰蘇州街1號,"22.672022081500106, 120.48647349691662",1,26.0,屏東分局,
—,QMA00141,大同里,屏東縣屏東市大同里03鄰蘇州街23號,"22.672317778662485, 120.48710465458825",1,26.0,屏東分局,
—,QMA00146,大同里,屏東縣屏東市大同里03鄰蘇州街25號,"22.672250980772358, 120.48705865273753",1,26.0,屏東分局,
—,QMA00144,大同里,屏東縣屏東市大同里03鄰蘇州街27號,"22.672292080266125, 120.48710913924502",1,26.0,屏東分局,
—,QMA00145,大同里,屏東縣屏東市大同里03鄰蘇州街29號,"22.672331879753163, 120.487187339245",1,26.0,屏東分局,
—,QMA00147,大同里,屏東縣屏東市大同里03鄰蘇州街31號,"22.672324880216493, 120.48724329691666",1,26.0,屏東分局,
—,QMA00143,大同里,屏東縣屏東市大同里03鄰蘇州街33號,"22.672301880702566, 120.4872031969167",1,26.0,屏東分局,
—,QMA00142,大同里,屏東縣屏東市大同里03鄰蘇州街35號,"22.672222444090583, 120.4872397991843",1,26.0,屏東分局,
中正國小/東棟,QMA00140,大同里,屏東縣屏東市大同里04鄰蘇州街75號,"22.673681092923967, 120.48740224151267",1,756.0,屏東分局,共有3處、總計可容納人數2410人
中正國小/南棟,QMA00148,大同里,屏東縣屏東市大同里04鄰蘇州街75號,"22.673681092923967, 120.48740224151267",1,1093.0,屏東分局,共有3處、總計可容納人數2410人
中正國小/西棟,QMA00154,大同里,屏東縣屏東市大同里04鄰蘇州街75號,"22.673681092923967, 120.48740224151267",1,561.0,屏東分局,共有3處、總計可容納人數2410人
—,QMA00152,大同里,屏東縣屏東市大同里03鄰桂林街9號,"22.67288089322744, 120.48718973476637",1,26.0,屏東分局,
—,QMA00177,大同里,屏東縣屏東市大同里02鄰開封街19號之1,"22.676918773808765, 120.48826276808092",1,106.0,屏東分局,
—,QMA00178,大同里,屏東縣屏東市大同里02鄰開封街19號之2,"22.676938572660987, 120.48825203924508",1,133.0,屏東分局,
—,QMA00175,大同里,屏東縣屏東市大同里02鄰開封街43號,"22.677232372194204, 120.48706996808097",1,106.0,屏東分局,
—,QMA00374,維新里,屏東縣屏東市維新里17鄰和平路348號,"22.675291774837593, 120.47823659691679",1,40.0,屏東分局,
—,QMA00370,維新里,屏東縣屏東市維新里16鄰和平路356號,"22.676635873679317, 120.47810311040931",1,40.0,屏東分局,
—,QMA00369,維新里,屏東縣屏東市維新里16鄰和平路358號,"22.676696471424666, 120.47810231040933",1,40.0,屏東分局,
—,QMA00368,維新里,屏東縣屏東市維新里16鄰和平路364號,"22.676810168491027, 120.47815255458829",1,40.0,屏東分局,
—,QMA00254,維新里,屏東縣屏東市維新里11鄰重慶路121號,"22.675313174361563, 120.48306713924507",1,33.0,屏東分局,
—,QMA00256,維新里,屏東縣屏東市維新里11鄰重慶路125號,"22.675539174426703, 120.48304179691675",1,33.0,屏東分局,
屏東縣營造工會,QMA00219,維新里,屏東縣屏東市維新里22鄰重慶路159號,"22.67615997239321, 120.48299428157354",1,26.0,屏東分局,
—,QMA00218,維新里,屏東縣屏東市維新里22鄰重慶路161號,"22.676120374460993, 120.48305955458834",1,26.0,屏東分局,
—,QMA00220,維新里,屏東縣屏東市維新里22鄰重慶路167號,"22.676263374244172, 120.48297938157354",1,26.0,屏東分局,
—,QMA00222,維新里,屏東縣屏東市維新里22鄰重慶路175號,"22.67652927119973, 120.48300642575265",1,26.0,屏東分局,
—,QMA00224,維新里,屏東縣屏東市維新里23鄰重慶路181號,"22.676541774885308, 120.48301255458838",1,26.0,屏東分局,
—,QMA00249,維新里,屏東縣屏東市維新里08鄰公園西路37號,"22.675593276650975, 120.48250829691676",1,33.0,屏東分局,
—,QMA00372,維新里,屏東縣屏東市維新里21鄰公園西路46號,"22.675699372757794, 120.48187846808094",1,53.0,屏東分局,
—,QMA00226,維新里,屏東縣屏東市維新里15鄰公園西路53號,"22.67567417327023, 120.48172453924506",1,26.0,屏東分局,
—,QMA00373,維新里,屏東縣屏東市維新里21鄰公園西路68號,"22.675820672530055, 120.48105575273767",1,53.0,屏東分局,
—,QMA00224,維新里,屏東縣屏東市維新里15鄰公園西路147號,"22.67552337218189, 120.4793333815735",1,26.0,屏東分局,
—,QMA00252,維新里,屏東縣屏東市維新里10鄰成功路95-5號,"22.67375097706876, 120.48181252575252",1,26.0,屏東分局,
—,QMA00265,維新里,屏東縣屏東市維新里10鄰成功路102號之2,"22.67375047739735, 120.48250512575251",1,61.0,屏東分局,
