類別,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
私立淡江高級中學,D802000030,文化里,新北市淡水區文化里文化里真理街26號,1.0,230.0,中正路派出所,,121.43583,25.17506
新北市立淡水國民中學,D802000031,文化里,新北市淡水區文化里文化里真理街10號,1.0,219.0,中正路派出所,,121.43672,25.17472
藍色情人海公寓管理委員會,D802000032,沙崙里,新北市淡水區沙崙里淡海路184巷1號,1.0,1408.0,中正路派出所,,121.42056,25.1852
戀戀山海社區管理委員會,D802000033,油車里,新北市淡水區油車里沙崙路116號,2.0,1684.0,中正路派出所,,121.42317,25.18257
淡水黃金海岸管理委員會,D802000034,大庄里,新北市淡水區大庄里中正路二段10號,3.0,1014.0,中正路派出所,,121.42087,25.18058
海明威社區管理委員會,D802000035,大庄里,新北市淡水區大庄里中正路二段2號,2.0,1309.0,中正路派出所,,121.42098,25.18034
大河文明社區管理委員會,D802000036,大庄里,新北市淡水區大庄里沙崙路137號,3.0,4438.0,中正路派出所,,121.42303,25.18295
陽光海宴公寓大廈管理委員會,D802000038,大庄里,新北市淡水區大庄里沙崙路187號,2.0,1630.0,中正路派出所,,121.42455,25.18412
淡水來來海景大樓管理委員會,D802000040,油車里,新北市淡水區油車里淡海路42巷21號,1.0,536.0,中正路派出所,,121.42362,25.18045
農業部獸醫研究所,D802000043,文化里,新北市淡水區文化里中正路376號,1.0,242.0,中正路派出所,,121.43225,25.17537
柏蒂社區管理委員會,D802000044,油車里,新北市淡水區油車里沙崙路216巷11號,2.0,983.0,中正路派出所,,121.42598,25.18416
陽光海宴公寓大廈管理委員會,D802000048,大庄里,新北市淡水區大庄里沙崙路199號,1.0,568.0,中正路派出所,,121.42487,25.18437
真理大學,D802000053,文化里,新北市淡水區文化里真理街32號,3.0,898.0,中正路派出所,,121.4346,25.17556
財團法人台北海洋技術學院,D802000054,沙崙里,新北市淡水區沙崙里濱海路三段150號,1.0,1965.0,中正路派出所,,121.42586,25.19217
三陽夏威夷社區管理委員會,D802000055,沙崙里,新北市淡水區沙崙里沙崙路25巷21號,2.0,803.0,中正路派出所,,121.42116,25.1815
自主國社區管理委員會,D802000056,大庄里,新北市淡水區大庄里沙崙路24號,2.0,726.0,中正路派出所,,121.42146,25.18122
財團法人台北海洋技術學院,D802000059,沙崙里,新北市淡水區沙崙里濱海路三段150號,2.0,3556.0,中正路派出所,,121.42586,25.19217
淡水黃金海岸管理委員會,D802000063,大庄里,新北市淡水區大庄里中正路二段10號,3.0,633.0,中正路派出所,,121.42087,25.18058
?嶺大道社區管理委員會,D802000066,大庄里,新北市淡水區大庄里沙崙路21號,3.0,2140.0,中正路派出所,,121.42123,25.18154
陽光新苑大廈管理委員會,D802000067,大庄里,新北市淡水區大庄里沙崙路161號,1.0,618.0,中正路派出所,,121.42389,25.18359
新北市私立淡江高級中學,D802000069,文化里,新北市淡水區文化里真理街26號,2.0,677.0,中正路派出所,,121.43583,25.17506
虹樓大廈管理委員會,D802000071,永吉里,新北市淡水區永吉里清水街137號,1.0,182.0,中正路派出所,,121.44014,25.17127
淡水鎮淡江華城管理委員會,D802000072,油車里,新北市淡水區油車里中正路一段116號,2.0,1054.0,中正路派出所,,121.42371,25.17843
三陽世界觀大廈管理委員會,D802000073,油車里,新北市淡水區油車里中正路一段86號,3.0,1579.0,中正路派出所,,121.42485,25.17762
麗緻花園社區管理委員會,D802000074,文化里,新北市淡水區文化里新民街19巷2號,2.0,3024.0,中正路派出所,,121.43874,25.17529
青年公園公寓大廈管理委員會,D802000075,沙崙里,新北市淡水區沙崙里中正路二段151號,1.0,566.0,中正路派出所,,121.42278,25.18788
好樂迪KTV淡水店,D802000077,民安里,新北市淡水區民安里中正路250號,1.0,194.0,中正路派出所,,121.43895,25.1711
新北市文化國民小學,D802000078,文化里,新北市淡水區文化里真理街6號,1.0,186.0,中正路派出所,,121.43738,25.17397
新北市天生國民小學,D802000079,油車里,新北市淡水區油車里淡海路72巷26號,1.0,338.0,中正路派出所,,121.42429,25.18156
宏盛新世界社區管理委員會,D802000080,大庄里,新北市淡水區大庄里沙崙路一段126巷76號,3.0,5072.0,中正路派出所,,121.43247,25.18855
富麗河社區管理委員會,D802000081,沙崙里,新北市淡水區沙崙里濱海路三段148巷50弄50號,2.0,2935.0,中正路派出所,,121.42925,25.19206
四季之旅社區管理委員會,D802000082,大庄里,新北市淡水區大庄里新市一路一段106號,4.0,19711.0,中正路派出所,,121.43117,25.18641
淡海90社區管理委員會,D802000083,油車里,新北市淡水區油車里淡海路90號,2.0,219.0,中正路派出所,,121.42306,25.1819
蒙德里安社區管理委員會,D802000084,大庄里,新北市淡水區大庄里沙崙路一段126巷61號,3.0,8820.0,中正路派出所,,121.4315,25.18893
一森原社區管理委員會,D802000085,沙崙里,新北市淡水區沙崙里中正路二段34號,4.0,2256.0,中正路派出所,,121.41982,25.1821
海天境公寓大廈管理委員會,D802000086,沙崙里,新北市淡水區沙崙里濱海路三段136號,2.0,745.0,中正路派出所,,121.42792,25.19122
璞玉社區管理委員會,D802000087,大庄里,新北市淡水區大庄里新市一路一段99巷29號,3.0,858.0,中正路派出所,,121.43099,25.18796
新品川社區管理委員會,D802000088,大庄里,新北市淡水區大庄里沙崙路一段122號,3.0,1478.0,中正路派出所,,121.43048,25.18876
淡江大苑管理負責人,D802000089,油車里,新北市淡水區油車里沙崙路250號,2.0,378.0,中正路派出所,,121.42609,25.18484
雅筑樸鈺管理委員會,D802000090,油車里,新北市淡水區油車里沙崙路158-2號,2.0,656.0,中正路派出所,,121.4237,25.18297
詠萃社區管理委員會,D802000091,大庄里,新北市淡水區大庄里沙崙路一段126巷18號,4.0,644.0,中正路派出所,,121.43135,25.18872
佳昂家昂社區管理委員會,D802000092,大庄里,新北市淡水區大庄里新市一路一段99巷51號,3.0,701.0,中正路派出所,,121.43115,25.18854
江南大宅社區管理委員會,D802000093,大庄里,新北市淡水區大庄里沙崙路一段1號,1.0,13456.0,中正路派出所,,121.42895,25.18891
滬尾藝文休閒園區,D802000094,油車里,新北市淡水區油車里中正路一段2號,3.0,8686.0,中正路派出所,,121.428481,25.1760808
海上皇宮社區公寓大廈管理委員會,D802000095,沙崙里,新北市淡水區沙崙里濱海路三段569號,3.0,9274.0,中正路派出所,,121.42106,25.1929
亞東技術學院,D802000097,大庄里,新北市淡水區大庄里濱海路3段25號,1.0,849.0,中正路派出所,,121.42848,25.19056
新市一丁目社區管理委員會,D802000098,大庄里,新北市淡水區大庄里新市一路一段97號,1.0,1047.0,中正路派出所,,121.4311,25.18723
中華民國紅十字會北部備災中心,D802000099,沙崙里,新北市淡水區沙崙里中正路二段83號,1.0,793.0,中正路派出所,,121.41916,25.1841
新市二丁目,D802000100,大庄里,新北市淡水區大庄里新市一路一段99巷6號2樓,1.0,1056.0,中正路派出所,,121.43102,25.18732
新潤峰采海灣區管理委員會,D802000101,沙崙里,新北市淡水區沙崙里崁頂五路165巷11號,1.0,692.0,中正路派出所,,121.42285,25.19617
宏普有逸天管理委員會,D802000102,沙崙里,新北市淡水區沙崙里新市二路一段76號,2.0,2488.0,中正路派出所,,121.42476,25.19643
台灣基督徒見證協會,D802000103,沙崙里,新北市淡水區沙崙里崁頂五路155號,1.0,706.0,中正路派出所,,121.42304,25.19565
宜家社區管理委員會,D802000104,沙崙里,新北市淡水區沙崙里新市二路1段28號,1.0,439.0,中正路派出所,,121.42252,25.19731
麗寶鐸朵社區,D802000105,油車里,新北市淡水區油車里中正路一段136號,1.0,1207.0,中正路派出所,,121.422477,25.17952853
水天靚社區,D802000106,大庄里,新北市淡水區大庄里沙崙路315號,3.0,772.0,中正路派出所,,121.4271832,25.18772619
博德新城社區管理委員會,D803000002,崁頂里,新北市淡水區崁頂里中山北路二段381巷120號,1.0,690.0,水碓派出所,,121.4432,25.18599
九如社區管理委員會,D803000003,北投里,新北市淡水區北投里中山北路二段174號,1.0,339.0,水碓派出所,,121.4445,25.18463
天藝社區管理委員會,D803000004,崁頂里,新北市淡水區崁頂里濱海路二段153號,3.0,9911.0,水碓派出所,,121.43597,25.18969
豪斯登堡公寓大廈管理委員會,D803000005,崁頂里,新北市淡水區崁頂里中山北路二段157號,1.0,1069.0,水碓派出所,,121.44395,25.18409
行政院農業委員會農田水利署北基管理處,D803000007,北投里,新北市淡水區北投里新市一路三段101巷16弄1號,1.0,576.0,水碓派出所,,121.44629,25.18384
水公園公寓大廈管理委員會,D803000008,崁頂里,新北市淡水區崁頂里中山北路二段189巷100號,1.0,7652.0,水碓派出所,,121.44281,25.18541
川瀨社區管理委員會,D803000009,崁頂里,新北市淡水區崁頂里濱海路一段306巷60弄21號,1.0,671.0,水碓派出所,,121.44144,25.19172
皇城家天下社區管理委員會,D803000010,崁頂里,新北市淡水區崁頂里後洲路一段151號,2.0,1208.0,水碓派出所,,121.42744,25.19939
新橫濱社區管理委員會,D803000011,北投里,新北市淡水區北投里新市一路三段10號,2.0,1068.0,水碓派出所,,121.44537,25.1827
傳家雅苑社區管理委員會,D803000012,北投里,新北市淡水區北投里新市一路三段51號,2.0,319.0,水碓派出所,,121.44563,25.18307
比佛利公寓大廈管理委員會,D803000013,北投里,新北市淡水區北投里新市一路三段101巷17弄20號,1.0,895.0,水碓派出所,,121.44548,25.1839
淡水帝寶私人住宅大樓管理委員會,D803000014,崁頂里,新北市淡水區崁頂里中山北路一段303號,1.0,311.0,水碓派出所,,121.44433,25.18268
海德公園管理委員會,D803000017,崁頂里,新北市淡水區崁頂里中山北路二段381巷101號,3.0,1196.0,水碓派出所,,121.44346,25.18656
灣頂公寓大廈管理委員會,D803000019,北投里,新北市淡水區北投里淡金路二段357號,3.0,2952.0,水碓派出所,,121.44637,25.18549
甜水郡名人湯社區管理委員會,D803000021,崁頂里,新北市淡水區崁頂里濱海路一段306巷1號,3.0,1396.0,水碓派出所,,121.44053,25.18964
瀚林苑管理委員會,D803000022,新興里,新北市淡水區新興里新民街106巷10號,1.0,1533.0,水碓派出所,,121.43849,25.177267
西雅圖社區管理委員會,D803000024,北投里,新北市淡水區北投里新市一路三段101巷16弄8號,2.0,1846.0,水碓派出所,,121.44727,25.18383
天域社區管理委員會,D803000026,新春里,新北市淡水區新春里新民街296號,1.0,2897.0,水碓派出所,,121.43528,25.18247
京兆隱公寓大廈管理委員會,D803000027,北投里,新北市淡水區北投里北新路218號,1.0,1368.0,水碓派出所,,121.45231,25.18021
大廈,D803000028,新興里,新北市淡水區新興里新民街222巷7號,1.0,262.0,水碓派出所,,121.43692,25.18072
皇后之星公寓大廈管理委員會,D803000029,新春里,新北市淡水區新春里新春街72號,2.0,2725.0,水碓派出所,,121.43897,25.18176
長春藤公寓大廈管理委員會,D803000030,新春里,新北市淡水區新春里新春街33號,1.0,1763.0,水碓派出所,,121.43712,25.18201
歡天喜地社區管理委員會,D803000031,北投里,新北市淡水區北投里新市一路三段107號,2.0,3814.0,水碓派出所,,121.44678,25.18353
淡江有約花園大廈管理委員會,D803000032,北投里,新北市淡水區北投里淡金路一段501號,3.0,3505.0,水碓派出所,,121.45379,25.17937
淡水情歌社區管理委員會,D803000033,北投里,新北市淡水區北投里淡金路二段81號,1.0,3468.0,水碓派出所,,121.45145,25.1813
棕櫚海社區管理委員會,D803000034,新興里,新北市淡水區新興里新春街85巷19弄10號,2.0,2563.0,水碓派出所,,121.44023,25.18098
理學苑管理委員會,D803000035,新民里,新北市淡水區新民里新民街106巷1號,1.0,1610.0,水碓派出所,,121.43878,25.17754
山海青社區管理委員會,D803000036,崁頂里,新北市淡水區崁頂里新市二路四段70號,1.0,1105.0,水碓派出所,,121.44205,25.19213
新浦東社區管理委員會,D803000037,北投里,新北市淡水區北投里新市一路三段101巷100號,1.0,3036.0,水碓派出所,,121.44597,25.18543
邁阿密社區管理委員會,D803000038,北投里,新北市淡水區北投里新市一路三段101巷16弄38號,1.0,1837.0,水碓派出所,,121.44668,25.18456
鑽石吉星管理委員會,D803000039,北投里,新北市淡水區北投里新市一路三段156巷22號,1.0,807.0,水碓派出所,,121.44705,25.18237
峇里VITA管理委員會,D803000040,埤島里,新北市淡水區埤島里淡金路二段507號,1.0,3017.0,水碓派出所,,121.44662,25.18985
丰上社區管理委員會,D803000041,崁頂里,新北市淡水區崁頂里中山北路三段31巷62號,1.0,3543.0,水碓派出所,,121.44277,25.19064
淡大菁英社區管理委員會,D803000043,北新里,新北市淡水區北新里北新路184巷21號,1.0,2406.0,水碓派出所,,121.45044,25.17813
真工社區管理委員會,D803000044,正德里,新北市淡水區正德里北新路69巷2號,2.0,1223.0,水碓派出所,,121.44634,25.17943
三荷院社區管理委員會,D803000045,北投里,新北市淡水區北投里北新路192號,1.0,1195.0,水碓派出所,,121.45072,25.17945
新北市政府交通局水碓立體停車場,D803000046,新義里,新北市淡水區新義里中山北路一段189號,1.0,1818.0,水碓派出所,,121.44383,25.17834
名人賞社區管理委員會,D803000049,崁頂里,新北市淡水區崁頂里中山北路三段71號,1.0,251.0,水碓派出所,,121.44422,25.19181
和光十方社區管理委員會,D803000050,崁頂里,新北市淡水區崁頂里新市二路三段16號,1.0,337.0,水碓派出所,,121.43249,25.19353
綠山棧公寓大廈管理委員會,D803000051,崁頂里,新北市淡水區崁頂里濱海路一段49號,1.0,930.0,水碓派出所,,121.44304,25.18853
伊東市社區管理委員會,D803000052,北投里,新北市淡水區北投里淡金路二段125號,1.0,3134.0,水碓派出所,,121.45064,25.18179
捷運悅境管理委員會,D803000053,崁頂里,新北市淡水區崁頂里濱海路一段366號,1.0,3355.0,水碓派出所,,121.4396,25.18985
山水苑社區公寓大廈管理委員會,D803000055,北新里,新北市淡水區北新里水源街二段177巷45號,1.0,2032.0,水碓派出所,,121.45223,25.1768
琴朗社區管理委員會,D803000056,崁頂里,新北市淡水區崁頂里濱海路一段306巷9弄1號,1.0,2206.0,水碓派出所,,121.44063,25.19052
和合如意社區管理委員會,D803000057,崁頂里,新北市淡水區崁頂里濱海路一段306巷60弄33號,1.0,746.0,水碓派出所,,121.44206,25.19166
